anio_enfr,prov_nombre,grupo_edad_enfr,sexo,freq_dm,prev_dm,AVD_total
2005,Formosa,18 a 24,Varón,91,0.00566836925378714,1020.3230505962191
2005,Formosa,25 a 34,Mujer,1087,0.0375176888836066,12187.814901077914
2005,Formosa,25 a 34,Varón,237,0.01115714152406732,2657.3248680363067
2005,Formosa,35 a 49,Mujer,2352,0.07522548462611885,26371.426538486892
2005,Formosa,35 a 49,Varón,3074,0.0957871120532252,34466.73689596459
2005,Formosa,50 a 64,Mujer,3744,0.21260647359454857,41979.005510244446
2005,Formosa,50 a 64,Varón,1797,0.08874950612652192,20148.57716397149
2005,Formosa,65+,Mujer,3719,0.26648036698036454,41698.69697986086
2005,Formosa,65+,Varón,447,0.05689918533604891,5011.916523258351
2005,Jujuy,18 a 24,Mujer,NA,NA,0
2005,Jujuy,18 a 24,Varón,NA,NA,0
2005,Jujuy,25 a 34,Mujer,1036,0.02203739588647,11615.985499095417
2005,Jujuy,25 a 34,Varón,410,0.0110535964673277,4597.059898290658
2005,Jujuy,35 a 49,Mujer,2286,0.04576026903675447,25631.41201827425
2005,Jujuy,35 a 49,Varón,851,0.02421397090625636,9541.70237425695
2005,Jujuy,50 a 64,Mujer,1663,0.0582486874774119,18646.12344111552
2005,Jujuy,50 a 64,Varón,3322,0.10463321679423472,37247.39751736967
2005,Jujuy,65+,Mujer,1475,0.07852845660238274,16538.203292631024
2005,Jujuy,65+,Varón,2556,0.14442309917318524,28658.744146416877
2005,La Pampa,18 a 24,Mujer,205,0.01808557565064726,2298.529949145329
2005,La Pampa,18 a 24,Varón,32,0.00326464002026973,358.7949188909781
2005,La Pampa,25 a 34,Mujer,1860,0.10977337110488618,20854.954660538104
2005,La Pampa,25 a 34,Varón,251,0.01602605031293443,2814.29764505111
2005,La Pampa,35 a 49,Mujer,1651,0.08261609290804596,18511.575346531405
2005,La Pampa,35 a 49,Varón,97,0.00507826815386608,1087.5970978882774
2005,La Pampa,50 a 64,Mujer,1281,0.09751084722702576,14363.00909685447
2005,La Pampa,50 a 64,Varón,1681,0.1272135613743006,18847.945582991695
2005,La Pampa,65+,Mujer,1439,0.1272550406791686,16134.559008878674
2005,La Pampa,65+,Varón,1791,0.21288482111079235,20081.303116679435
2005,La Rioja,18 a 24,Mujer,572,0.03148739406169078,6413.459175176235
2005,La Rioja,18 a 24,Varón,228,0.01283494708739449,2556.413797098219
2005,La Rioja,25 a 34,Mujer,1886,0.09423874481948848,21146.475532137025
2005,La Rioja,25 a 34,Varón,329,0.01867196367764709,3688.8602598478687
2005,La Rioja,35 a 49,Mujer,2095,0.10184735051134251,23489.854846143724
2005,La Rioja,35 a 49,Varón,1311,0.05984388551604512,14699.37933331476
2005,La Rioja,50 a 64,Mujer,3535,0.2477572189515085,39635.62619623775
2005,La Rioja,50 a 64,Varón,2025,0.13373398494254418,22704.99096106971
2005,La Rioja,65+,Mujer,1501,0.20413436693028955,16829.724164229945
2005,La Rioja,65+,Varón,1441,0.22675059008664775,16156.983691309359
2005,Mendoza,18 a 24,Mujer,879,0.01240789362242887,9855.647928286555
2005,Mendoza,18 a 24,Varón,2449,0.02810323261765657,27459.023636375172
2005,Mendoza,25 a 34,Mujer,707,0.0088159010475281,7927.125239247549
2005,Mendoza,25 a 34,Varón,885,0.01078413452756764,9922.921975578614
2005,Mendoza,35 a 49,Mujer,6736,0.05338067021690785,75526.33042655089
2005,Mendoza,35 a 49,Varón,3445,0.03175261532790569,38626.515486856864
2005,Mendoza,50 a 64,Mujer,11768,0.12353429000746298,131946.8314221572
2005,Mendoza,50 a 64,Varón,11057,0.12516838924418824,123974.85681804828
2005,Mendoza,65+,Mujer,10069,0.1151019106096737,112897.06369728936
2005,Mendoza,65+,Varón,9995,0.2166467974422896,112067.35044735397
2005,Misiones,18 a 24,Mujer,1754,0.04051182557280621,19666.44649171174
2005,Misiones,18 a 24,Varón,571,0.01381462753735574,6402.246833960891
2005,Misiones,25 a 34,Mujer,2471,0.05253757999702359,27705.69514311272
2005,Misiones,25 a 34,Varón,1544,0.04119640331920441,17311.854836489696
2005,Misiones,35 a 49,Mujer,4251,0.0722910006242542,47663.662506423374
2005,Misiones,35 a 49,Varón,2783,0.04995512475318638,31203.945602299755
2005,Misiones,50 a 64,Mujer,7556,0.1792645314353632,84720.45022313221
2005,Misiones,50 a 64,Varón,4687,0.12616080540975572,52552.243276312955
2005,Misiones,65+,Mujer,3031,0.1512399583139223,33984.60622370484
2005,Misiones,65+,Varón,3723,0.16180624973739696,41743.54634472224
2005,Neuquén,18 a 24,Mujer,639,0.02331351058389811,7164.686036604219
2005,Neuquén,18 a 24,Varón,482,0.01809105581203425,5404.348465795359
2005,Neuquén,25 a 34,Mujer,2796,0.08307582601450696,31349.706038099215
2005,Neuquén,25 a 34,Varón,2553,0.09660574412556036,28625.107122770853
2005,Neuquén,35 a 49,Mujer,4620,0.10475477858659216,51801.016414884965
2005,Neuquén,35 a 49,Varón,1325,0.03590299417565656,14856.352110329564
2005,Neuquén,50 a 64,Mujer,3074,0.14092513891077663,34466.73689596459
2005,Neuquén,50 a 64,Varón,4808,0.1703092345412695,53908.93656336946
2005,Neuquén,65+,Mujer,2833,0.19570323293949785,31764.56266306691
2005,Neuquén,65+,Varón,1657,0.1585645936130018,18578.849393823464
2005,Río Negro,18 a 24,Mujer,855,0.03634585954791138,9586.551739118322
2005,Río Negro,18 a 24,Varón,498,0.01592682614814438,5583.745925240847
2005,Río Negro,25 a 34,Mujer,1924,0.053890538345191,21572.54449832006
2005,Río Negro,25 a 34,Varón,925,0.03947930004276067,10371.415624192337
2005,Río Negro,35 a 49,Mujer,4589,0.10332327644441965,51453.43383720933
2005,Río Negro,35 a 49,Varón,2005,0.04640988843109267,22480.74413676285
2005,Río Negro,50 a 64,Mujer,6503,0.1879153903958239,72913.85492337595
2005,Río Negro,50 a 64,Varón,5072,0.15358992218630646,56868.99464422004
2005,Río Negro,65+,Mujer,4719,0.21133004926113733,52911.03819520393
2005,Río Negro,65+,Varón,3739,0.2044398272185482,41922.94380416773
2005,Salta,18 a 24,Mujer,673,0.00982037326373272,7545.905637925884
2005,Salta,18 a 24,Varón,NA,NA,0
2005,Salta,25 a 34,Mujer,2664,0.03809251447775715,29869.67699767393
2005,Salta,25 a 34,Varón,1070,0.01638440572076101,11997.20510041708
2005,Salta,35 a 49,Mujer,3198,0.04161569893033267,35857.067206667125
2005,Salta,35 a 49,Varón,2479,0.03576581255776374,27795.393872835462
2005,Salta,50 a 64,Mujer,4651,0.09568777517180696,52148.598992560605
2005,Salta,50 a 64,Varón,2479,0.0507731705885555,27795.393872835462
2005,Salta,65+,Mujer,3897,0.12089343880874832,43694.49371619194
2005,Salta,65+,Varón,2949,0.115633456664199,33065.1942440467
2005,San Juan,18 a 24,Mujer,1470,0.04547563805104572,16482.14158655431
2005,San Juan,18 a 24,Varón,1271,0.03323657854164983,14250.885684701037
2005,San Juan,25 a 34,Mujer,2448,0.05707757395081123,27447.811295159827
2005,San Juan,25 a 34,Varón,912,0.02416790360314299,10225.655188392877
2005,San Juan,35 a 49,Mujer,5168,0.10240152175640645,57945.37940089297
2005,San Juan,35 a 49,Varón,2081,0.04676299409002252,23332.882069128922
2005,San Juan,50 a 64,Mujer,6247,0.1500060032600248,70043.49557224814
2005,San Juan,50 a 64,Varón,3916,0.10822762070585729,43907.52819928345
2005,San Juan,65+,Mujer,5275,0.21295922486881175,59145.09991093468
2005,San Juan,65+,Varón,5402,0.2706277246823407,60569.06724528325
2005,San Luis,18 a 24,Mujer,1232,0.06312769084338611,13813.60437730266
2005,San Luis,18 a 24,Varón,929,0.04360888137824646,10416.264989053709
2005,San Luis,25 a 34,Mujer,3049,0.1151652502360896,34186.428365581014
2005,San Luis,25 a 34,Varón,49.00000000000001,0.00204875193380925,549.4047195518103
2005,San Luis,35 a 49,Mujer,3970,0.1343167439185305,44512.99462491198
2005,San Luis,35 a 49,Varón,2420,0.08318152134071137,27133.865741130223
2005,San Luis,50 a 64,Mujer,3493,0.1342428900845502,39164.70786519333
2005,San Luis,50 a 64,Varón,2568,0.13464765100671142,28793.292241000996
2005,San Luis,65+,Mujer,1897,0.13652392947103295,21269.8112855058
2005,San Luis,65+,Varón,2070,0.16708370334361267,23209.54631576015
2005,Santa Cruz,18 a 24,Mujer,209,0.02389663846329751,2343.379314006701
2005,Santa Cruz,18 a 24,Varón,183,0.01834586466165907,2051.8584424077812
2005,Santa Cruz,25 a 34,Mujer,668,0.04721849155301416,7489.843931849168
2005,Santa Cruz,25 a 34,Varón,160,0.01209189843988815,1793.9745944548908
2005,Santa Cruz,35 a 49,Mujer,1749,0.10390922053283622,19610.384785635026
2005,Santa Cruz,35 a 49,Varón,1318,0.07577325526444958,14777.865721822162
2005,Santa Cruz,50 a 64,Mujer,1683,0.15629643565533569,18870.37026542238
2005,Santa Cruz,50 a 64,Varón,1984,0.15495157896264206,22245.284971240642
2005,Santa Cruz,65+,Mujer,1122,0.17416951278279036,12580.24684361492
2005,Santa Cruz,65+,Varón,466,0.1105050984113144,5224.951006349869
2005,Santa Fe,18 a 24,Mujer,9443,0.05929260780012532,105878.13809648457
2005,Santa Fe,18 a 24,Varón,5019,0.02767240818259647,56274.74055980686
2005,Santa Fe,25 a 34,Mujer,5363,0.02711420525498939,60131.785937884866
2005,Santa Fe,25 a 34,Varón,7348,0.04368452968397103,82388.28325034086
2005,Santa Fe,35 a 49,Mujer,10355,0.04875924094960295,116103.79328487745
2005,Santa Fe,35 a 49,Varón,9012,0.03688363566578535,101045.61903267172
2005,Santa Fe,50 a 64,Mujer,26415,0.13405159074497772,296173.99320328713
2005,Santa Fe,50 a 64,Varón,43633,0.23937874432180023,489228.08424906404
2005,Santa Fe,65+,Mujer,23168,0.11460002770404935,259767.52127706818
2005,Santa Fe,65+,Varón,21435,0.18397404536910833,240336.53395087866
2005,Santiago del Estero,18 a 24,Mujer,901,0.02836276641946365,10102.319435024103
2005,Santiago del Estero,18 a 24,Varón,387,0.01218936029603984,4339.176050337767
2005,Santiago del Estero,25 a 34,Mujer,1684,0.04577081974343509,18881.582606637723
2005,Santiago del Estero,25 a 34,Varón,1243,0.03819092389506665,13936.940130671434
2005,Santiago del Estero,35 a 49,Mujer,4050,0.09278988246740552,45409.98192213942
2005,Santiago del Estero,35 a 49,Varón,3528,0.08577263444959753,39557.13980773034
2005,Santiago del Estero,50 a 64,Mujer,4325,0.13768185323620377,48493.375756358764
2005,Santiago del Estero,50 a 64,Varón,5877,0.20724310600184903,65894.9293225712
2005,Santiago del Estero,65+,Mujer,3129,0.13698450223272915,35083.41566280846
2005,Santiago del Estero,65+,Varón,4183,0.2654693156928373,46901.22330378005
2005,Tierra del Fuego,18 a 24,Mujer,366,0.0628110540663156,4103.7168848155625
2005,Tierra del Fuego,18 a 24,Varón,132,0.02339595887982996,1480.0290404252848
2005,Tierra del Fuego,25 a 34,Mujer,1248,0.14860681114551114,13993.00183674815
2005,Tierra del Fuego,25 a 34,Varón,139,0.01670673076933712,1558.5154289326863
2005,Tierra del Fuego,35 a 49,Mujer,1477,0.11212328247189172,16560.62797506171
2005,Tierra del Fuego,35 a 49,Varón,869,0.0739763347170066,9743.524516133126
2005,Tierra del Fuego,50 a 64,Mujer,1029,0.193094389230593,11537.499110588016
2005,Tierra del Fuego,50 a 64,Varón,525,0.09754738015865531,5886.4791380551105
2005,Tierra del Fuego,65+,Mujer,174,0.1305326331582933,1950.9473714696937
2005,Tierra del Fuego,65+,Varón,348,0.2549450549450713,3901.8947429393875
2005,Tucumán,18 a 24,Mujer,481,0.00570608332542486,5393.136124580015
2005,Tucumán,18 a 24,Varón,NA,NA,0
2005,Tucumán,25 a 34,Mujer,4610,0.05547866919248507,51688.89300273154
2005,Tucumán,25 a 34,Varón,NA,NA,0
2005,Tucumán,35 a 49,Mujer,7023,0.07532336601063255,78744.27235535436
2005,Tucumán,35 a 49,Varón,2846,0.0384989989719177,31910.32309886637
2005,Tucumán,50 a 64,Mujer,14205,0.2011242000339807,159271.30696394827
2005,Tucumán,50 a 64,Varón,8654,0.11236772065656513,97031.60087757891
2005,Tucumán,65+,Mujer,7185,0.14675544843648783,80560.67163223993
2005,Tucumán,65+,Varón,5063,0.14287729992105852,56768.08357328195
2009,Buenos Aires,18 a 24,Mujer,32512,0.03816576139590538,364535.6375932338
2009,Buenos Aires,18 a 24,Varón,23753,0.02729825117891567,266326.7408880439
2009,Buenos Aires,25 a 34,Mujer,57814,0.05667955865760635,648230.2950238441
2009,Buenos Aires,25 a 34,Varón,25443,0.02441952875597563,285275.59754197364
2009,Buenos Aires,35 a 49,Mujer,141490,0.09870819223282996,1586434.1585588905
2009,Buenos Aires,35 a 49,Varón,56037,0.04763026013508754,628305.9646841795
2009,Buenos Aires,50 a 64,Mujer,186799,0.16263119175001103,2094454.1266848694
2009,Buenos Aires,50 a 64,Varón,176967,0.16632158683520895,1984214.3878556166
2009,Buenos Aires,65+,Mujer,162590,0.1736838844343603,1823014.5582026292
2009,Buenos Aires,65+,Varón,138308,0.21037517016891932,1550756.4888116692
2009,CABA,18 a 24,Mujer,2476,0.01423618497842884,27761.756849189434
2009,CABA,18 a 24,Varón,7425,0.04410899823564093,83251.63352392227
2009,CABA,25 a 34,Mujer,6944,0.03000371592204798,77858.49739934226
2009,CABA,25 a 34,Varón,811,0.00307102744991128,9093.208725643228
2009,CABA,35 a 49,Mujer,22637,0.06462950200822318,253813.768091721
2009,CABA,35 a 49,Varón,19334,0.08044805349501857,216779.40505744284
2009,CABA,50 a 64,Mujer,28999,0.09917578749284738,325146.68290373357
2009,CABA,50 a 64,Varón,19318,0.08963936395867562,216600.00759799738
2009,CABA,65+,Mujer,33105,0.12886638068619774,371184.5559339322
2009,CABA,65+,Varón,35458,0.17802971345944657,397567.19481363444
2009,Catamarca,18 a 24,Mujer,260,0.0136082905901493,2915.2087159891976
2009,Catamarca,18 a 24,Varón,NA,NA,0
2009,Catamarca,25 a 34,Mujer,1780,0.08033215998176998,19957.967363310658
2009,Catamarca,25 a 34,Varón,598,0.02672148012491171,6704.980046775154
2009,Catamarca,35 a 49,Mujer,1696,0.0708822672007272,19016.130701221842
2009,Catamarca,35 a 49,Varón,859,0.03474919094527273,9631.401103979693
2009,Catamarca,50 a 64,Mujer,5281,0.235801035899272,59212.37395822674
2009,Catamarca,50 a 64,Varón,2825,0.17006802735829246,31674.863933344164
2009,Catamarca,65+,Mujer,2722,0.25960896518836496,30519.99278816383
2009,Catamarca,65+,Varón,1547,0.2021693674885108,17345.491860135724
2009,Chaco,18 a 24,Mujer,1913,0.03360798299403184,21449.208744951287
2009,Chaco,18 a 24,Varón,2211,0.04416611733684915,24790.48642712352
2009,Chaco,25 a 34,Mujer,2897,0.04696060949910875,32482.152500848864
2009,Chaco,25 a 34,Varón,1534,0.02662085244383124,17199.731424336267
2009,Chaco,35 a 49,Mujer,6392,0.08943112180665039,71669.28504847288
2009,Chaco,35 a 49,Varón,4227,0.06171523697869045,47394.56631725514
2009,Chaco,50 a 64,Mujer,10459,0.19203863386706724,117269.87677127314
2009,Chaco,50 a 64,Varón,5543,0.10030400636965836,62150.007356646616
2009,Chaco,65+,Mujer,6035,0.15493427810169622,67666.4792345954
2009,Chaco,65+,Varón,5945,0.2785326086956522,66657.36852521454
2009,Chubut,18 a 24,Mujer,2147,0.09784887430515166,24072.896589341566
2009,Chubut,18 a 24,Varón,1320,0.0517200846328661,14800.290404252848
2009,Chubut,25 a 34,Mujer,1748,0.05378461538461548,19599.17244441968
2009,Chubut,25 a 34,Varón,1512,0.0555964112369467,16953.059917598715
2009,Chubut,35 a 49,Mujer,3733,0.09847265820799651,41855.66975687567
2009,Chubut,35 a 49,Varón,3857,0.11840004911591431,43246.000067578214
2009,Chubut,50 a 64,Mujer,5148,0.17122900386648957,57721.132576586104
2009,Chubut,50 a 64,Varón,3988,0.15465156887930342,44714.81676678816
2009,Chubut,65+,Mujer,3219,0.19516187705403423,36092.526372189335
2009,Chubut,65+,Varón,4861,0.31952935000064486,54503.190647782656
2009,Corrientes,18 a 24,Mujer,1538,0.02866461653266831,17244.580789197636
2009,Corrientes,18 a 24,Varón,1832,0.034473674306576343,20541.009106508496
2009,Corrientes,25 a 34,Mujer,2458,0.03919255054533494,27559.93470731326
2009,Corrientes,25 a 34,Varón,349,0.0053236115136479,3913.1070841547303
2009,Corrientes,35 a 49,Mujer,8817,0.11389412803389884,98859.21249567982
2009,Corrientes,35 a 49,Varón,2780,0.04565235240988639,31170.308578653727
2009,Corrientes,50 a 64,Mujer,13318,0.21569707178025407,149325.96030593896
2009,Corrientes,50 a 64,Varón,4984,0.13747448558961375,55882.308617269846
2009,Corrientes,65+,Mujer,9291,0.29908256880734013,104173.86223175244
2009,Corrientes,65+,Varón,5215,0.1778467414657437,58472.35943801409
2009,Córdoba,18 a 24,Mujer,10236,0.05701109477342822,114769.52468025163
2009,Córdoba,18 a 24,Varón,6714,0.0453863313730491,75279.65891981336
2009,Córdoba,25 a 34,Mujer,9317,0.04144591418125794,104465.38310335136
2009,Córdoba,25 a 34,Varón,10839,0.0519826197061423,121530.5664331035
2009,Córdoba,35 a 49,Mujer,26235,0.10444368361648812,294155.77178452536
2009,Córdoba,35 a 49,Varón,15900,0.06784492101827515,178276.22532395474
2009,Córdoba,50 a 64,Mujer,28726,0.11420052476744884,322085.71375194495
2009,Córdoba,50 a 64,Varón,27954,0.14630699661705485,313429.78633370006
2009,Córdoba,65+,Mujer,37067,0.18635061082912913,415607.8518291215
2009,Córdoba,65+,Varón,32601,0.2216322787545753,365533.5359613993
2009,Entre Ríos,18 a 24,Mujer,2854,0.05232952572016346,32000.02182858911
2009,Entre Ríos,18 a 24,Varón,1643,0.02861023560369985,18421.87661680866
2009,Entre Ríos,25 a 34,Mujer,3949,0.05432808764866988,44277.53545938977
2009,Entre Ríos,25 a 34,Varón,5048,0.06203150729227522,56599.8984550518
2009,Entre Ríos,35 a 49,Mujer,11838,0.1272916913263005,132731.69530723122
2009,Entre Ríos,35 a 49,Varón,2013,0.02603163109646003,22570.442866485595
2009,Entre Ríos,50 a 64,Mujer,11521,0.13806699023527158,129177.38314196747
2009,Entre Ríos,50 a 64,Varón,13589,0.19325615791569503,152364.50477529695
2009,Entre Ríos,65+,Mujer,12908,0.18008063728567675,144728.9004076483
2009,Entre Ríos,65+,Varón,6155,0.18612597901357764,69011.96018043658
2009,Formosa,18 a 24,Mujer,1296,0.05293468937630202,14531.194215084613
2009,Formosa,18 a 24,Varón,710,0.02930009905978478,7960.762262893578
2009,Formosa,25 a 34,Mujer,1304,0.04622638165126632,14620.89294480736
2009,Formosa,25 a 34,Varón,NA,NA,0
2009,Formosa,35 a 49,Mujer,3928,0.09549277969668002,44042.07629386757
2009,Formosa,35 a 49,Varón,2642,0.08672531513108696,29623.005490936386
2009,Formosa,50 a 64,Mujer,4379,0.17066801783708926,49098.84218198729
2009,Formosa,50 a 64,Varón,2335,0.09860641891905268,26180.816737826062
2009,Formosa,65+,Mujer,3547,0.18441301862490792,39770.17429082186
2009,Formosa,65+,Varón,988,0.09654094195878216,11077.79312075895
2009,Jujuy,18 a 24,Mujer,1385,0.0418050105644588,15529.092583250149
2009,Jujuy,18 a 24,Varón,2090,0.05499276549976727,23433.79314006701
2009,Jujuy,25 a 34,Mujer,1173,0.02697978251445644,13152.076245597416
2009,Jujuy,25 a 34,Varón,1826,0.03931277988297911,20473.73505921644
2009,Jujuy,35 a 49,Mujer,4292,0.07779449351072382,48123.36849625244
2009,Jujuy,35 a 49,Varón,2789,0.0649193458612202,31271.219649591814
2009,Jujuy,50 a 64,Mujer,8164,0.1956386292835291,91537.5536820608
2009,Jujuy,50 a 64,Varón,6164,0.18675392352951176,69112.87125137467
2009,Jujuy,65+,Mujer,5595,0.22941610628177897,62733.04909984446
2009,Jujuy,65+,Varón,4090,0.1997167830461969,45858.475570753144
2009,La Pampa,18 a 24,Mujer,537,0.03563607406221648,6021.027232639227
2009,La Pampa,18 a 24,Varón,669,0.04533748983465937,7501.056273064512
2009,La Pampa,25 a 34,Mujer,970,0.0585324643977795,10875.970978882775
2009,La Pampa,25 a 34,Varón,396,0.02658788793982168,4440.087121275855
2009,La Pampa,35 a 49,Mujer,3217,0.12692838824225916,36070.101689758645
2009,La Pampa,35 a 49,Varón,449,0.02422705537222554,5034.341205689037
2009,La Pampa,50 a 64,Mujer,3215,0.18916215582253285,36047.67700732796
2009,La Pampa,50 a 64,Varón,2296,0.12148790941319916,25743.535430427684
2009,La Pampa,65+,Mujer,3581,0.22677474510824547,40151.393892143526
2009,La Pampa,65+,Varón,2761,0.24134615384616467,30957.274095562207
2009,La Rioja,18 a 24,Mujer,989,0.04773396399441058,11089.005461974293
2009,La Rioja,18 a 24,Varón,1292,0.06678383184468817,14486.344850223242
2009,La Rioja,25 a 34,Mujer,1886,0.07935038712402007,21146.475532137025
2009,La Rioja,25 a 34,Varón,1555,0.07078477814705149,17435.19058985847
2009,La Rioja,35 a 49,Mujer,2605,0.11136762002486784,29208.14886596869
2009,La Rioja,35 a 49,Varón,2191,0.09538943794032456,24566.239602816662
2009,La Rioja,50 a 64,Mujer,4802,0.300331478020977,53841.662516077406
2009,La Rioja,50 a 64,Varón,3300,0.2113894049073576,37000.72601063212
2009,La Rioja,65+,Mujer,2927,0.2912148061531155,32818.52273730916
