prov_nombre,sexo,edad_cat,anio_enfr,sum_defun,mean_defun,esp_vida,AVP
Buenos Aires,Masculino,18 a 24,2005,5,2.5,50.454525849749444,126.13631462437361
Buenos Aires,Masculino,18 a 24,2009,9,3,50.454525849749444,151.36357754924833
Buenos Aires,Masculino,18 a 24,2013,13,4.333333333333333,50.454525849749444,218.63627868224756
Buenos Aires,Masculino,18 a 24,2018,14,4.666666666666667,50.454525849749444,235.45445396549744
Buenos Aires,Masculino,25 a 34,2005,19,9.5,41.416866343498924,393.4602302632398
Buenos Aires,Masculino,25 a 34,2009,33,11,41.416866343498924,455.5855297784882
Buenos Aires,Masculino,25 a 34,2013,27,9,41.416866343498924,372.7517970914903
Buenos Aires,Masculino,25 a 34,2018,35,11.666666666666666,41.416866343498924,483.1967740074874
Buenos Aires,Masculino,35 a 49,2005,104,52,30.534983530431013,1587.8191435824126
Buenos Aires,Masculino,35 a 49,2009,125,41.666666666666664,30.534983530431013,1272.2909804346255
Buenos Aires,Masculino,35 a 49,2013,178,59.333333333333336,30.534983530431013,1811.7423561389069
Buenos Aires,Masculino,35 a 49,2018,172,57.333333333333336,30.534983530431013,1750.672389078045
Buenos Aires,Masculino,50 a 64,2005,620,310,19.001950953184668,5890.604795487247
Buenos Aires,Masculino,50 a 64,2009,844,281.3333333333333,19.001950953184668,5345.882201495953
Buenos Aires,Masculino,50 a 64,2013,852,284,19.001950953184668,5396.554070704446
Buenos Aires,Masculino,50 a 64,2018,1026,342,19.001950953184668,6498.667225989157
Buenos Aires,Masculino,65+,2005,2011,1005.5,9.487508449216232,9539.689745686921
Buenos Aires,Masculino,65+,2009,2580,860,9.487508449216232,8159.25726632596
Buenos Aires,Masculino,65+,2013,2712,904,9.487508449216232,8576.707638091473
Buenos Aires,Masculino,65+,2018,3204,1068,9.487508449216232,10132.659023762935
Buenos Aires,Femenino,18 a 24,2005,10,5,49.753258570577685,248.76629285288843
Buenos Aires,Femenino,18 a 24,2009,14,4.666666666666667,49.753258570577685,232.18187332936256
Buenos Aires,Femenino,18 a 24,2013,8,2.6666666666666665,49.753258570577685,132.67535618820716
Buenos Aires,Femenino,18 a 24,2018,13,4.333333333333333,49.753258570577685,215.5974538058366
Buenos Aires,Femenino,25 a 34,2005,14,7,40.55578008071508,283.8904605650056
Buenos Aires,Femenino,25 a 34,2009,28,9.333333333333334,40.55578008071508,378.52061408667413
Buenos Aires,Femenino,25 a 34,2013,27,9,40.55578008071508,365.0020207264357
Buenos Aires,Femenino,25 a 34,2018,31,10.333333333333334,40.55578008071508,419.0763941673892
Buenos Aires,Femenino,35 a 49,2005,67,33.5,29.749168130131007,996.5971323593888
Buenos Aires,Femenino,35 a 49,2009,114,38,29.749168130131007,1130.4683889449782
Buenos Aires,Femenino,35 a 49,2013,118,39.333333333333336,29.749168130131007,1170.1339464518196
Buenos Aires,Femenino,35 a 49,2018,153,51,29.749168130131007,1517.2075746366813
Buenos Aires,Femenino,50 a 64,2005,400,200,18.548810257530327,3709.7620515060653
Buenos Aires,Femenino,50 a 64,2009,529,176.33333333333334,18.548810257530327,3270.773542077848
Buenos Aires,Femenino,50 a 64,2013,593,197.66666666666666,18.548810257530327,3666.4814942384946
Buenos Aires,Femenino,50 a 64,2018,595,198.33333333333334,18.548810257530327,3678.847367743515
Buenos Aires,Femenino,65+,2005,2120,1060,9.266003672285741,9821.963892622885
Buenos Aires,Femenino,65+,2009,2802,934,9.266003672285741,8654.447429914882
Buenos Aires,Femenino,65+,2013,2863,954.3333333333334,9.266003672285741,8842.85617125136
Buenos Aires,Femenino,65+,2018,2937,979,9.266003672285741,9071.41759516774
Catamarca,Masculino,18 a 24,2005,0,0,50.454525849749444,0
Catamarca,Masculino,18 a 24,2009,0,0,50.454525849749444,0
Catamarca,Masculino,18 a 24,2013,2,0.6666666666666666,50.454525849749444,33.63635056649963
Catamarca,Masculino,18 a 24,2018,1,0.3333333333333333,50.454525849749444,16.818175283249815
Catamarca,Masculino,25 a 34,2005,0,0,41.416866343498924,0
Catamarca,Masculino,25 a 34,2009,0,0,41.416866343498924,0
Catamarca,Masculino,25 a 34,2013,1,0.3333333333333333,41.416866343498924,13.805622114499641
Catamarca,Masculino,25 a 34,2018,1,0.3333333333333333,41.416866343498924,13.805622114499641
Catamarca,Masculino,35 a 49,2005,2,1,30.534983530431013,30.534983530431013
Catamarca,Masculino,35 a 49,2009,5,1.6666666666666667,30.534983530431013,50.89163921738503
Catamarca,Masculino,35 a 49,2013,9,3,30.534983530431013,91.60495059129303
Catamarca,Masculino,35 a 49,2018,13,4.333333333333333,30.534983530431013,132.31826196520106
Catamarca,Masculino,50 a 64,2005,22,11,19.001950953184668,209.02146048503135
Catamarca,Masculino,50 a 64,2009,31,10.333333333333334,19.001950953184668,196.35349318290824
Catamarca,Masculino,50 a 64,2013,34,11.333333333333334,19.001950953184668,215.35544413609293
Catamarca,Masculino,50 a 64,2018,58,19.333333333333332,19.001950953184668,367.37105176157024
Catamarca,Masculino,65+,2005,60,30,9.487508449216232,284.625253476487
Catamarca,Masculino,65+,2009,75,25,9.487508449216232,237.1877112304058
Catamarca,Masculino,65+,2013,64,21.333333333333332,9.487508449216232,202.4001802499463
Catamarca,Masculino,65+,2018,107,35.666666666666664,9.487508449216232,338.38780135537894
Catamarca,Femenino,18 a 24,2005,1,0.5,49.753258570577685,24.876629285288843
Catamarca,Femenino,18 a 24,2009,0,0,49.753258570577685,0
Catamarca,Femenino,18 a 24,2013,0,0,49.753258570577685,0
Catamarca,Femenino,18 a 24,2018,0,0,49.753258570577685,0
Catamarca,Femenino,25 a 34,2005,2,1,40.55578008071508,40.55578008071508
Catamarca,Femenino,25 a 34,2009,1,0.3333333333333333,40.55578008071508,13.51859336023836
Catamarca,Femenino,25 a 34,2013,3,1,40.55578008071508,40.55578008071508
Catamarca,Femenino,25 a 34,2018,3,1,40.55578008071508,40.55578008071508
Catamarca,Femenino,35 a 49,2005,2,1,29.749168130131007,29.749168130131007
Catamarca,Femenino,35 a 49,2009,0,0,29.749168130131007,0
Catamarca,Femenino,35 a 49,2013,4,1.3333333333333333,29.749168130131007,39.66555750684134
Catamarca,Femenino,35 a 49,2018,6,2,29.749168130131007,59.498336260262015
Catamarca,Femenino,50 a 64,2005,19,9.5,18.548810257530327,176.2136974465381
Catamarca,Femenino,50 a 64,2009,22,7.333333333333333,18.548810257530327,136.0246085552224
Catamarca,Femenino,50 a 64,2013,22,7.333333333333333,18.548810257530327,136.0246085552224
Catamarca,Femenino,50 a 64,2018,26,8.666666666666666,18.548810257530327,160.75635556526282
Catamarca,Femenino,65+,2005,60,30,9.266003672285741,277.98011016857225
Catamarca,Femenino,65+,2009,70,23.333333333333332,9.266003672285741,216.20675235333394
Catamarca,Femenino,65+,2013,64,21.333333333333332,9.266003672285741,197.67474500876247
Catamarca,Femenino,65+,2018,92,30.666666666666668,9.266003672285741,284.1574459500961
Chaco,Masculino,18 a 24,2005,0,0,50.454525849749444,0
Chaco,Masculino,18 a 24,2009,1,0.3333333333333333,50.454525849749444,16.818175283249815
Chaco,Masculino,18 a 24,2013,2,0.6666666666666666,50.454525849749444,33.63635056649963
Chaco,Masculino,18 a 24,2018,2,0.6666666666666666,50.454525849749444,33.63635056649963
Chaco,Masculino,25 a 34,2005,1,0.5,41.416866343498924,20.708433171749462
Chaco,Masculino,25 a 34,2009,2,0.6666666666666666,41.416866343498924,27.611244228999283
Chaco,Masculino,25 a 34,2013,1,0.3333333333333333,41.416866343498924,13.805622114499641
Chaco,Masculino,25 a 34,2018,5,1.6666666666666667,41.416866343498924,69.0281105724982
Chaco,Masculino,35 a 49,2005,5,2.5,30.534983530431013,76.33745882607754
Chaco,Masculino,35 a 49,2009,13,4.333333333333333,30.534983530431013,132.31826196520106
Chaco,Masculino,35 a 49,2013,25,8.333333333333334,30.534983530431013,254.45819608692514
Chaco,Masculino,35 a 49,2018,35,11.666666666666666,30.534983530431013,356.2414745216951
Chaco,Masculino,50 a 64,2005,62,31,19.001950953184668,589.0604795487247
Chaco,Masculino,50 a 64,2009,92,30.666666666666668,19.001950953184668,582.7264958976632
Chaco,Masculino,50 a 64,2013,108,36,19.001950953184668,684.070234314648
Chaco,Masculino,50 a 64,2018,160,53.333333333333336,19.001950953184668,1013.437384169849
Chaco,Masculino,65+,2005,125,62.5,9.487508449216232,592.9692780760145
Chaco,Masculino,65+,2009,182,60.666666666666664,9.487508449216232,575.5755125857847
Chaco,Masculino,65+,2013,211,70.33333333333333,9.487508449216232,667.2880942615416
Chaco,Masculino,65+,2018,277,92.33333333333333,9.487508449216232,876.0132801442987
Chaco,Femenino,18 a 24,2005,3,1.5,49.753258570577685,74.62988785586653
Chaco,Femenino,18 a 24,2009,2,0.6666666666666666,49.753258570577685,33.16883904705179
Chaco,Femenino,18 a 24,2013,1,0.3333333333333333,49.753258570577685,16.584419523525895
Chaco,Femenino,18 a 24,2018,3,1,49.753258570577685,49.753258570577685
Chaco,Femenino,25 a 34,2005,1,0.5,40.55578008071508,20.27789004035754
Chaco,Femenino,25 a 34,2009,1,0.3333333333333333,40.55578008071508,13.51859336023836
Chaco,Femenino,25 a 34,2013,1,0.3333333333333333,40.55578008071508,13.51859336023836
Chaco,Femenino,25 a 34,2018,6,2,40.55578008071508,81.11156016143016
Chaco,Femenino,35 a 49,2005,8,4,29.749168130131007,118.99667252052403
Chaco,Femenino,35 a 49,2009,15,5,29.749168130131007,148.74584065065503
Chaco,Femenino,35 a 49,2013,15,5,29.749168130131007,148.74584065065503
Chaco,Femenino,35 a 49,2018,25,8.333333333333334,29.749168130131007,247.90973441775841
Chaco,Femenino,50 a 64,2005,39,19.5,18.548810257530327,361.7018000218414
Chaco,Femenino,50 a 64,2009,76,25.333333333333332,18.548810257530327,469.90319319076826
Chaco,Femenino,50 a 64,2013,78,26,18.548810257530327,482.2690666957885
Chaco,Femenino,50 a 64,2018,110,36.666666666666664,18.548810257530327,680.1230427761119
Chaco,Femenino,65+,2005,160,80,9.266003672285741,741.2802937828593
Chaco,Femenino,65+,2009,244,81.33333333333333,9.266003672285741,753.634965345907
Chaco,Femenino,65+,2013,210,70,9.266003672285741,648.6202570600019
Chaco,Femenino,65+,2018,266,88.66666666666667,9.266003672285741,821.585658942669
Chubut,Masculino,18 a 24,2005,0,0,50.454525849749444,0
Chubut,Masculino,18 a 24,2009,1,0.3333333333333333,50.454525849749444,16.818175283249815
Chubut,Masculino,18 a 24,2013,0,0,50.454525849749444,0
Chubut,Masculino,18 a 24,2018,1,0.3333333333333333,50.454525849749444,16.818175283249815
Chubut,Masculino,25 a 34,2005,1,0.5,41.416866343498924,20.708433171749462
Chubut,Masculino,25 a 34,2009,1,0.3333333333333333,41.416866343498924,13.805622114499641
Chubut,Masculino,25 a 34,2013,2,0.6666666666666666,41.416866343498924,27.611244228999283
Chubut,Masculino,25 a 34,2018,3,1,41.416866343498924,41.416866343498924
Chubut,Masculino,35 a 49,2005,2,1,30.534983530431013,30.534983530431013
Chubut,Masculino,35 a 49,2009,5,1.6666666666666667,30.534983530431013,50.89163921738503
Chubut,Masculino,35 a 49,2013,9,3,30.534983530431013,91.60495059129303
Chubut,Masculino,35 a 49,2018,10,3.3333333333333335,30.534983530431013,101.78327843477005
Chubut,Masculino,50 a 64,2005,22,11,19.001950953184668,209.02146048503135
Chubut,Masculino,50 a 64,2009,28,9.333333333333334,19.001950953184668,177.35154222972358
Chubut,Masculino,50 a 64,2013,52,17.333333333333332,19.001950953184668,329.36714985520086
Chubut,Masculino,50 a 64,2018,39,13,19.001950953184668,247.02536239140068
Chubut,Masculino,65+,2005,52,26,9.487508449216232,246.67521967962205
Chubut,Masculino,65+,2009,92,30.666666666666668,9.487508449216232,290.9502591092978
Chubut,Masculino,65+,2013,103,34.333333333333336,9.487508449216232,325.7377900897573
Chubut,Masculino,65+,2018,117,39,9.487508449216232,370.01282951943307
Chubut,Femenino,18 a 24,2005,0,0,49.753258570577685,0
Chubut,Femenino,18 a 24,2009,0,0,49.753258570577685,0
Chubut,Femenino,18 a 24,2013,0,0,49.753258570577685,0
Chubut,Femenino,18 a 24,2018,0,0,49.753258570577685,0
Chubut,Femenino,25 a 34,2005,1,0.5,40.55578008071508,20.27789004035754
Chubut,Femenino,25 a 34,2009,0,0,40.55578008071508,0
Chubut,Femenino,25 a 34,2013,0,0,40.55578008071508,0
Chubut,Femenino,25 a 34,2018,0,0,40.55578008071508,0
Chubut,Femenino,35 a 49,2005,2,1,29.749168130131007,29.749168130131007
Chubut,Femenino,35 a 49,2009,4,1.3333333333333333,29.749168130131007,39.66555750684134
Chubut,Femenino,35 a 49,2013,3,1,29.749168130131007,29.749168130131007
Chubut,Femenino,35 a 49,2018,6,2,29.749168130131007,59.498336260262015
Chubut,Femenino,50 a 64,2005,7,3.5,18.548810257530327,64.92083590135614
Chubut,Femenino,50 a 64,2009,17,5.666666666666667,18.548810257530327,105.10992479267186
Chubut,Femenino,50 a 64,2013,26,8.666666666666666,18.548810257530327,160.75635556526282
Chubut,Femenino,50 a 64,2018,12,4,18.548810257530327,74.19524103012131
Chubut,Femenino,65+,2005,47,23.5,9.266003672285741,217.7510862987149
Chubut,Femenino,65+,2009,82,27.333333333333332,9.266003672285741,253.2707670424769
Chubut,Femenino,65+,2013,116,38.666666666666664,9.266003672285741,358.28547532838195
Chubut,Femenino,65+,2018,111,37,9.266003672285741,342.8421358745724
Ciudad de Buenos Aires,Masculino,18 a 24,2005,0,0,50.454525849749444,0
Ciudad de Buenos Aires,Masculino,18 a 24,2009,0,0,50.454525849749444,0
Ciudad de Buenos Aires,Masculino,18 a 24,2013,0,0,50.454525849749444,0
Ciudad de Buenos Aires,Masculino,18 a 24,2018,0,0,50.454525849749444,0
Ciudad de Buenos Aires,Masculino,25 a 34,2005,3,1.5,41.416866343498924,62.125299515248386
Ciudad de Buenos Aires,Masculino,25 a 34,2009,3,1,41.416866343498924,41.416866343498924
Ciudad de Buenos Aires,Masculino,25 a 34,2013,4,1.3333333333333333,41.416866343498924,55.222488457998566
Ciudad de Buenos Aires,Masculino,25 a 34,2018,5,1.6666666666666667,41.416866343498924,69.0281105724982
Ciudad de Buenos Aires,Masculino,35 a 49,2005,5,2.5,30.534983530431013,76.33745882607754
Ciudad de Buenos Aires,Masculino,35 a 49,2009,15,5,30.534983530431013,152.67491765215507
Ciudad de Buenos Aires,Masculino,35 a 49,2013,27,9,30.534983530431013,274.8148517738791
Ciudad de Buenos Aires,Masculino,35 a 49,2018,17,5.666666666666667,30.534983530431013,173.0315733391091
Ciudad de Buenos Aires,Masculino,50 a 64,2005,52,26,19.001950953184668,494.05072478280135
Ciudad de Buenos Aires,Masculino,50 a 64,2009,75,25,19.001950953184668,475.0487738296167
Ciudad de Buenos Aires,Masculino,50 a 64,2013,113,37.666666666666664,19.001950953184668,715.7401525699557
Ciudad de Buenos Aires,Masculino,50 a 64,2018,107,35.666666666666664,19.001950953184668,677.7362506635865
Ciudad de Buenos Aires,Masculino,65+,2005,188,94,9.487508449216232,891.8257942263258
Ciudad de Buenos Aires,Masculino,65+,2009,339,113,9.487508449216232,1072.0884547614341
Ciudad de Buenos Aires,Masculino,65+,2013,452,150.66666666666666,9.487508449216232,1429.4512730152455
Ciudad de Buenos Aires,Masculino,65+,2018,364,121.33333333333333,9.487508449216232,1151.1510251715695
Ciudad de Buenos Aires,Femenino,18 a 24,2005,0,0,49.753258570577685,0
Ciudad de Buenos Aires,Femenino,18 a 24,2009,1,0.3333333333333333,49.753258570577685,16.584419523525895
Ciudad de Buenos Aires,Femenino,18 a 24,2013,1,0.3333333333333333,49.753258570577685,16.584419523525895
Ciudad de Buenos Aires,Femenino,18 a 24,2018,2,0.6666666666666666,49.753258570577685,33.16883904705179
Ciudad de Buenos Aires,Femenino,25 a 34,2005,2,1,40.55578008071508,40.55578008071508
Ciudad de Buenos Aires,Femenino,25 a 34,2009,3,1,40.55578008071508,40.55578008071508
Ciudad de Buenos Aires,Femenino,25 a 34,2013,6,2,40.55578008071508,81.11156016143016
Ciudad de Buenos Aires,Femenino,25 a 34,2018,2,0.6666666666666666,40.55578008071508,27.03718672047672
Ciudad de Buenos Aires,Femenino,35 a 49,2005,2,1,29.749168130131007,29.749168130131007
Ciudad de Buenos Aires,Femenino,35 a 49,2009,12,4,29.749168130131007,118.99667252052403
Ciudad de Buenos Aires,Femenino,35 a 49,2013,7,2.3333333333333335,29.749168130131007,69.41472563697235
Ciudad de Buenos Aires,Femenino,35 a 49,2018,14,4.666666666666667,29.749168130131007,138.8294512739447
Ciudad de Buenos Aires,Femenino,50 a 64,2005,31,15.5,18.548810257530327,287.50655899172006
Ciudad de Buenos Aires,Femenino,50 a 64,2009,48,16,18.548810257530327,296.78096412048524
Ciudad de Buenos Aires,Femenino,50 a 64,2013,42,14,18.548810257530327,259.68334360542457
Ciudad de Buenos Aires,Femenino,50 a 64,2018,38,12.666666666666666,18.548810257530327,234.95159659538413
Ciudad de Buenos Aires,Femenino,65+,2005,247,123.5,9.266003672285741,1144.351453527289
Ciudad de Buenos Aires,Femenino,65+,2009,403,134.33333333333334,9.266003672285741,1244.7331599770514
Ciudad de Buenos Aires,Femenino,65+,2013,493,164.33333333333334,9.266003672285741,1522.7132701456235
Ciudad de Buenos Aires,Femenino,65+,2018,364,121.33333333333333,9.266003672285741,1124.2751122373365
Corrientes,Masculino,18 a 24,2005,0,0,50.454525849749444,0
Corrientes,Masculino,18 a 24,2009,0,0,50.454525849749444,0
Corrientes,Masculino,18 a 24,2013,1,0.3333333333333333,50.454525849749444,16.818175283249815
Corrientes,Masculino,18 a 24,2018,2,0.6666666666666666,50.454525849749444,33.63635056649963
Corrientes,Masculino,25 a 34,2005,1,0.5,41.416866343498924,20.708433171749462
Corrientes,Masculino,25 a 34,2009,1,0.3333333333333333,41.416866343498924,13.805622114499641
Corrientes,Masculino,25 a 34,2013,0,0,41.416866343498924,0
Corrientes,Masculino,25 a 34,2018,1,0.3333333333333333,41.416866343498924,13.805622114499641
Corrientes,Masculino,35 a 49,2005,8,4,30.534983530431013,122.13993412172405
Corrientes,Masculino,35 a 49,2009,13,4.333333333333333,30.534983530431013,132.31826196520106
Corrientes,Masculino,35 a 49,2013,20,6.666666666666667,30.534983530431013,203.5665568695401
Corrientes,Masculino,35 a 49,2018,17,5.666666666666667,30.534983530431013,173.0315733391091
Corrientes,Masculino,50 a 64,2005,55,27.5,19.001950953184668,522.5536512125784
Corrientes,Masculino,50 a 64,2009,82,27.333333333333332,19.001950953184668,519.3866593870475
Corrientes,Masculino,50 a 64,2013,91,30.333333333333332,19.001950953184668,576.3925122466015
Corrientes,Masculino,50 a 64,2018,111,37,19.001950953184668,703.0721852678328
Corrientes,Masculino,65+,2005,130,65,9.487508449216232,616.6880491990551
Corrientes,Masculino,65+,2009,175,58.333333333333336,9.487508449216232,553.4379928709469
Corrientes,Masculino,65+,2013,201,67,9.487508449216232,635.6630660974876
Corrientes,Masculino,65+,2018,318,106,9.487508449216232,1005.6758956169206
Corrientes,Femenino,18 a 24,2005,1,0.5,49.753258570577685,24.876629285288843
Corrientes,Femenino,18 a 24,2009,1,0.3333333333333333,49.753258570577685,16.584419523525895
Corrientes,Femenino,18 a 24,2013,1,0.3333333333333333,49.753258570577685,16.584419523525895
Corrientes,Femenino,18 a 24,2018,1,0.3333333333333333,49.753258570577685,16.584419523525895
Corrientes,Femenino,25 a 34,2005,0,0,40.55578008071508,0
Corrientes,Femenino,25 a 34,2009,1,0.3333333333333333,40.55578008071508,13.51859336023836
Corrientes,Femenino,25 a 34,2013,3,1,40.55578008071508,40.55578008071508
Corrientes,Femenino,25 a 34,2018,4,1.3333333333333333,40.55578008071508,54.07437344095344
Corrientes,Femenino,35 a 49,2005,7,3.5,29.749168130131007,104.12208845545852
Corrientes,Femenino,35 a 49,2009,15,5,29.749168130131007,148.74584065065503
Corrientes,Femenino,35 a 49,2013,14,4.666666666666667,29.749168130131007,138.8294512739447
Corrientes,Femenino,35 a 49,2018,18,6,29.749168130131007,178.49500878078604
Corrientes,Femenino,50 a 64,2005,37,18.5,18.548810257530327,343.15298976431103
Corrientes,Femenino,50 a 64,2009,46,15.333333333333334,18.548810257530327,284.41509061546503
Corrientes,Femenino,50 a 64,2013,66,22,18.548810257530327,408.0738256656672
Corrientes,Femenino,50 a 64,2018,102,34,18.548810257530327,630.6595487560311
Corrientes,Femenino,65+,2005,143,71.5,9.266003672285741,662.5192625684305
Corrientes,Femenino,65+,2009,267,89,9.266003672285741,824.674326833431
Corrientes,Femenino,65+,2013,234,78,9.266003672285741,722.7482864382878
Corrientes,Femenino,65+,2018,345,115,9.266003672285741,1065.5904223128603
Córdoba,Masculino,18 a 24,2005,0,0,50.454525849749444,0
Córdoba,Masculino,18 a 24,2009,1,0.3333333333333333,50.454525849749444,16.818175283249815
Córdoba,Masculino,18 a 24,2013,2,0.6666666666666666,50.454525849749444,33.63635056649963
Córdoba,Masculino,18 a 24,2018,3,1,50.454525849749444,50.454525849749444
Córdoba,Masculino,25 a 34,2005,4,2,41.416866343498924,82.83373268699785
Córdoba,Masculino,25 a 34,2009,3,1,41.416866343498924,41.416866343498924
Córdoba,Masculino,25 a 34,2013,2,0.6666666666666666,41.416866343498924,27.611244228999283
Córdoba,Masculino,25 a 34,2018,15,5,41.416866343498924,207.08433171749462
Córdoba,Masculino,35 a 49,2005,36,18,30.534983530431013,549.6297035477583
Córdoba,Masculino,35 a 49,2009,42,14,30.534983530431013,427.4897694260342
Córdoba,Masculino,35 a 49,2013,43,14.333333333333334,30.534983530431013,437.66809726951124
Córdoba,Masculino,35 a 49,2018,79,26.333333333333332,30.534983530431013,804.0878996346834
Córdoba,Masculino,50 a 64,2005,290,145,19.001950953184668,2755.282888211777
Córdoba,Masculino,50 a 64,2009,330,110,19.001950953184668,2090.2146048503137
Córdoba,Masculino,50 a 64,2013,282,94,19.001950953184668,1786.1833895993589
Córdoba,Masculino,50 a 64,2018,334,111.33333333333333,19.001950953184668,2115.5505394545594
Córdoba,Masculino,65+,2005,698,349,9.487508449216232,3311.140448776465
Córdoba,Masculino,65+,2009,824,274.6666666666667,9.487508449216232,2605.9023207180585
Córdoba,Masculino,65+,2013,754,251.33333333333334,9.487508449216232,2384.5271235696796
Córdoba,Masculino,65+,2018,1187,395.6666666666667,9.487508449216232,3753.8908430732226
Córdoba,Femenino,18 a 24,2005,2,1,49.753258570577685,49.753258570577685
Córdoba,Femenino,18 a 24,2009,1,0.3333333333333333,49.753258570577685,16.584419523525895
Córdoba,Femenino,18 a 24,2013,3,1,49.753258570577685,49.753258570577685
Córdoba,Femenino,18 a 24,2018,2,0.6666666666666666,49.753258570577685,33.16883904705179
Córdoba,Femenino,25 a 34,2005,5,2.5,40.55578008071508,101.3894502017877
Córdoba,Femenino,25 a 34,2009,4,1.3333333333333333,40.55578008071508,54.07437344095344
Córdoba,Femenino,25 a 34,2013,7,2.3333333333333335,40.55578008071508,94.63015352166853
Córdoba,Femenino,25 a 34,2018,10,3.3333333333333335,40.55578008071508,135.1859336023836
Córdoba,Femenino,35 a 49,2005,23,11.5,29.749168130131007,342.11543349650657
Córdoba,Femenino,35 a 49,2009,31,10.333333333333334,29.749168130131007,307.4080706780204
Córdoba,Femenino,35 a 49,2013,18,6,29.749168130131007,178.49500878078604
Córdoba,Femenino,35 a 49,2018,51,17,29.749168130131007,505.73585821222713
Córdoba,Femenino,50 a 64,2005,154,77,18.548810257530327,1428.258389829835
Córdoba,Femenino,50 a 64,2009,203,67.66666666666667,18.548810257530327,1255.1361607595522
Córdoba,Femenino,50 a 64,2013,153,51,18.548810257530327,945.9893231340467
Córdoba,Femenino,50 a 64,2018,176,58.666666666666664,18.548810257530327,1088.196868441779
Córdoba,Femenino,65+,2005,806,403,9.266003672285741,3734.1994799311537
Córdoba,Femenino,65+,2009,841,280.3333333333333,9.266003672285741,2597.5696961307694
Córdoba,Femenino,65+,2013,725,241.66666666666666,9.266003672285741,2239.2842208023876
Córdoba,Femenino,65+,2018,1117,372.3333333333333,9.266003672285741,3450.0420339810576
Entre Ríos,Masculino,18 a 24,2005,3,1.5,50.454525849749444,75.68178877462417
Entre Ríos,Masculino,18 a 24,2009,0,0,50.454525849749444,0
Entre Ríos,Masculino,18 a 24,2013,1,0.3333333333333333,50.454525849749444,16.818175283249815
Entre Ríos,Masculino,18 a 24,2018,1,0.3333333333333333,50.454525849749444,16.818175283249815
Entre Ríos,Masculino,25 a 34,2005,0,0,41.416866343498924,0
Entre Ríos,Masculino,25 a 34,2009,1,0.3333333333333333,41.416866343498924,13.805622114499641
Entre Ríos,Masculino,25 a 34,2013,3,1,41.416866343498924,41.416866343498924
Entre Ríos,Masculino,25 a 34,2018,1,0.3333333333333333,41.416866343498924,13.805622114499641
Entre Ríos,Masculino,35 a 49,2005,10,5,30.534983530431013,152.67491765215507
Entre Ríos,Masculino,35 a 49,2009,8,2.6666666666666665,30.534983530431013,81.42662274781603
Entre Ríos,Masculino,35 a 49,2013,9,3,30.534983530431013,91.60495059129303
Entre Ríos,Masculino,35 a 49,2018,16,5.333333333333333,30.534983530431013,162.85324549563205
Entre Ríos,Masculino,50 a 64,2005,66,33,19.001950953184668,627.064381455094
Entre Ríos,Masculino,50 a 64,2009,88,29.333333333333332,19.001950953184668,557.3905612934169
Entre Ríos,Masculino,50 a 64,2013,80,26.666666666666668,19.001950953184668,506.7186920849245
Entre Ríos,Masculino,50 a 64,2018,105,35,19.001950953184668,665.0682833614634
Entre Ríos,Masculino,65+,2005,207,103.5,9.487508449216232,981.9571244938801
Entre Ríos,Masculino,65+,2009,251,83.66666666666667,9.487508449216232,793.7882069177581
Entre Ríos,Masculino,65+,2013,235,78.33333333333333,9.487508449216232,743.1881618552715
Entre Ríos,Masculino,65+,2018,366,122,9.487508449216232,1157.4760308043803
Entre Ríos,Femenino,18 a 24,2005,0,0,49.753258570577685,0
Entre Ríos,Femenino,18 a 24,2009,0,0,49.753258570577685,0
Entre Ríos,Femenino,18 a 24,2013,3,1,49.753258570577685,49.753258570577685
Entre Ríos,Femenino,18 a 24,2018,0,0,49.753258570577685,0
Entre Ríos,Femenino,25 a 34,2005,2,1,40.55578008071508,40.55578008071508
Entre Ríos,Femenino,25 a 34,2009,3,1,40.55578008071508,40.55578008071508
Entre Ríos,Femenino,25 a 34,2013,3,1,40.55578008071508,40.55578008071508
Entre Ríos,Femenino,25 a 34,2018,4,1.3333333333333333,40.55578008071508,54.07437344095344
Entre Ríos,Femenino,35 a 49,2005,12,6,29.749168130131007,178.49500878078604
Entre Ríos,Femenino,35 a 49,2009,12,4,29.749168130131007,118.99667252052403
Entre Ríos,Femenino,35 a 49,2013,7,2.3333333333333335,29.749168130131007,69.41472563697235
Entre Ríos,Femenino,35 a 49,2018,18,6,29.749168130131007,178.49500878078604
Entre Ríos,Femenino,50 a 64,2005,51,25.5,18.548810257530327,472.99466156702334
Entre Ríos,Femenino,50 a 64,2009,50,16.666666666666668,18.548810257530327,309.1468376255055
Entre Ríos,Femenino,50 a 64,2013,63,21,18.548810257530327,389.5250154081369
Entre Ríos,Femenino,50 a 64,2018,71,23.666666666666668,18.548810257530327,438.98850942821775
Entre Ríos,Femenino,65+,2005,249,124.5,9.266003672285741,1153.6174571995748
Entre Ríos,Femenino,65+,2009,302,100.66666666666667,9.266003672285741,932.777703010098
Entre Ríos,Femenino,65+,2013,250,83.33333333333333,9.266003672285741,772.1669726904784
Entre Ríos,Femenino,65+,2018,344,114.66666666666667,9.266003672285741,1062.5017544220984
Formosa,Masculino,18 a 24,2005,0,0,50.454525849749444,0
Formosa,Masculino,18 a 24,2009,1,0.3333333333333333,50.454525849749444,16.818175283249815
