prov_nombre,sexo,edad_cat,anio_enfr,sum_defun,mean_defun,esp_vida,AVP
Salta,Femenino,25 a 34,2005,1,0.5,40.55578008071508,20.27789004035754
Salta,Femenino,25 a 34,2009,1,0.3333333333333333,40.55578008071508,13.51859336023836
Salta,Femenino,25 a 34,2013,6,2,40.55578008071508,81.11156016143016
Salta,Femenino,25 a 34,2018,2,0.6666666666666666,40.55578008071508,27.03718672047672
Salta,Femenino,35 a 49,2005,3,1.5,29.749168130131007,44.62375219519651
Salta,Femenino,35 a 49,2009,12,4,29.749168130131007,118.99667252052403
Salta,Femenino,35 a 49,2013,15,5,29.749168130131007,148.74584065065503
Salta,Femenino,35 a 49,2018,19,6.333333333333333,29.749168130131007,188.41139815749636
Salta,Femenino,50 a 64,2005,27,13.5,18.548810257530327,250.40893847665942
Salta,Femenino,50 a 64,2009,73,24.333333333333332,18.548810257530327,451.35438293323796
Salta,Femenino,50 a 64,2013,76,25.333333333333332,18.548810257530327,469.90319319076826
Salta,Femenino,50 a 64,2018,108,36,18.548810257530327,667.7571692710918
Salta,Femenino,65+,2005,93,46.5,9.266003672285741,430.86917076128697
Salta,Femenino,65+,2009,253,84.33333333333333,9.266003672285741,781.4329763627642
Salta,Femenino,65+,2013,237,79,9.266003672285741,732.0142901105736
Salta,Femenino,65+,2018,308,102.66666666666667,9.266003672285741,951.3097103546695
San Juan,Masculino,18 a 24,2005,2,1,50.454525849749444,50.454525849749444
San Juan,Masculino,18 a 24,2009,0,0,50.454525849749444,0
San Juan,Masculino,18 a 24,2013,2,0.6666666666666666,50.454525849749444,33.63635056649963
San Juan,Masculino,18 a 24,2018,0,0,50.454525849749444,0
San Juan,Masculino,25 a 34,2005,2,1,41.416866343498924,41.416866343498924
San Juan,Masculino,25 a 34,2009,4,1.3333333333333333,41.416866343498924,55.222488457998566
San Juan,Masculino,25 a 34,2013,2,0.6666666666666666,41.416866343498924,27.611244228999283
San Juan,Masculino,25 a 34,2018,6,2,41.416866343498924,82.83373268699785
San Juan,Masculino,35 a 49,2005,8,4,30.534983530431013,122.13993412172405
San Juan,Masculino,35 a 49,2009,11,3.6666666666666665,30.534983530431013,111.96160627824705
San Juan,Masculino,35 a 49,2013,19,6.333333333333333,30.534983530431013,193.38822902606307
San Juan,Masculino,35 a 49,2018,11,3.6666666666666665,30.534983530431013,111.96160627824705
San Juan,Masculino,50 a 64,2005,71,35.5,19.001950953184668,674.5692588380557
San Juan,Masculino,50 a 64,2009,120,40,19.001950953184668,760.0780381273867
San Juan,Masculino,50 a 64,2013,97,32.333333333333336,19.001950953184668,614.396414152971
San Juan,Masculino,50 a 64,2018,66,22,19.001950953184668,418.0429209700627
San Juan,Masculino,65+,2005,218,109,9.487508449216232,1034.1384209645694
San Juan,Masculino,65+,2009,323,107.66666666666667,9.487508449216232,1021.4884096989477
San Juan,Masculino,65+,2013,310,103.33333333333333,9.487508449216232,980.3758730856773
San Juan,Masculino,65+,2018,326,108.66666666666667,9.487508449216232,1030.975918148164
San Juan,Femenino,18 a 24,2005,2,1,49.753258570577685,49.753258570577685
San Juan,Femenino,18 a 24,2009,1,0.3333333333333333,49.753258570577685,16.584419523525895
San Juan,Femenino,18 a 24,2013,2,0.6666666666666666,49.753258570577685,33.16883904705179
San Juan,Femenino,18 a 24,2018,0,0,49.753258570577685,0
San Juan,Femenino,25 a 34,2005,3,1.5,40.55578008071508,60.83367012107262
San Juan,Femenino,25 a 34,2009,3,1,40.55578008071508,40.55578008071508
San Juan,Femenino,25 a 34,2013,4,1.3333333333333333,40.55578008071508,54.07437344095344
San Juan,Femenino,25 a 34,2018,2,0.6666666666666666,40.55578008071508,27.03718672047672
San Juan,Femenino,35 a 49,2005,7,3.5,29.749168130131007,104.12208845545852
San Juan,Femenino,35 a 49,2009,11,3.6666666666666665,29.749168130131007,109.08028314381369
San Juan,Femenino,35 a 49,2013,9,3,29.749168130131007,89.24750439039302
San Juan,Femenino,35 a 49,2018,8,2.6666666666666665,29.749168130131007,79.33111501368268
San Juan,Femenino,50 a 64,2005,59,29.5,18.548810257530327,547.1899025971446
San Juan,Femenino,50 a 64,2009,99,33,18.548810257530327,612.1107384985008
San Juan,Femenino,50 a 64,2013,75,25,18.548810257530327,463.72025643825816
San Juan,Femenino,50 a 64,2018,56,18.666666666666668,18.548810257530327,346.2444581405661
San Juan,Femenino,65+,2005,235,117.5,9.266003672285741,1088.7554314935746
San Juan,Femenino,65+,2009,370,123.33333333333333,9.266003672285741,1142.807119581908
San Juan,Femenino,65+,2013,283,94.33333333333333,9.266003672285741,874.0930130856216
San Juan,Femenino,65+,2018,366,122,9.266003672285741,1130.4524480188604
San Luis,Masculino,18 a 24,2005,0,0,50.454525849749444,0
San Luis,Masculino,18 a 24,2009,1,0.3333333333333333,50.454525849749444,16.818175283249815
San Luis,Masculino,18 a 24,2013,1,0.3333333333333333,50.454525849749444,16.818175283249815
San Luis,Masculino,18 a 24,2018,1,0.3333333333333333,50.454525849749444,16.818175283249815
San Luis,Masculino,25 a 34,2005,1,0.5,41.416866343498924,20.708433171749462
San Luis,Masculino,25 a 34,2009,1,0.3333333333333333,41.416866343498924,13.805622114499641
San Luis,Masculino,25 a 34,2013,0,0,41.416866343498924,0
San Luis,Masculino,25 a 34,2018,1,0.3333333333333333,41.416866343498924,13.805622114499641
San Luis,Masculino,35 a 49,2005,9,4.5,30.534983530431013,137.40742588693956
San Luis,Masculino,35 a 49,2009,9,3,30.534983530431013,91.60495059129303
San Luis,Masculino,35 a 49,2013,5,1.6666666666666667,30.534983530431013,50.89163921738503
San Luis,Masculino,35 a 49,2018,8,2.6666666666666665,30.534983530431013,81.42662274781603
San Luis,Masculino,50 a 64,2005,47,23.5,19.001950953184668,446.5458473998397
San Luis,Masculino,50 a 64,2009,46,15.333333333333334,19.001950953184668,291.3632479488316
San Luis,Masculino,50 a 64,2013,50,16.666666666666668,19.001950953184668,316.69918255307783
San Luis,Masculino,50 a 64,2018,33,11,19.001950953184668,209.02146048503135
San Luis,Masculino,65+,2005,91,45.5,9.487508449216232,431.68163443933855
San Luis,Masculino,65+,2009,149,49.666666666666664,9.487508449216232,471.21291964440616
San Luis,Masculino,65+,2013,118,39.333333333333336,9.487508449216232,373.1753323358385
San Luis,Masculino,65+,2018,152,50.666666666666664,9.487508449216232,480.7004280936224
San Luis,Femenino,18 a 24,2005,0,0,49.753258570577685,0
San Luis,Femenino,18 a 24,2009,0,0,49.753258570577685,0
San Luis,Femenino,18 a 24,2013,0,0,49.753258570577685,0
San Luis,Femenino,18 a 24,2018,1,0.3333333333333333,49.753258570577685,16.584419523525895
San Luis,Femenino,25 a 34,2005,1,0.5,40.55578008071508,20.27789004035754
San Luis,Femenino,25 a 34,2009,1,0.3333333333333333,40.55578008071508,13.51859336023836
San Luis,Femenino,25 a 34,2013,2,0.6666666666666666,40.55578008071508,27.03718672047672
San Luis,Femenino,25 a 34,2018,0,0,40.55578008071508,0
San Luis,Femenino,35 a 49,2005,3,1.5,29.749168130131007,44.62375219519651
San Luis,Femenino,35 a 49,2009,3,1,29.749168130131007,29.749168130131007
San Luis,Femenino,35 a 49,2013,7,2.3333333333333335,29.749168130131007,69.41472563697235
San Luis,Femenino,35 a 49,2018,3,1,29.749168130131007,29.749168130131007
San Luis,Femenino,50 a 64,2005,21,10.5,18.548810257530327,194.76250770406844
San Luis,Femenino,50 a 64,2009,27,9,18.548810257530327,166.93929231777295
San Luis,Femenino,50 a 64,2013,29,9.666666666666666,18.548810257530327,179.30516582279316
San Luis,Femenino,50 a 64,2018,17,5.666666666666667,18.548810257530327,105.10992479267186
San Luis,Femenino,65+,2005,92,46,9.266003672285741,426.2361689251441
San Luis,Femenino,65+,2009,166,55.333333333333336,9.266003672285741,512.7188698664777
San Luis,Femenino,65+,2013,132,44,9.266003672285741,407.70416158057265
San Luis,Femenino,65+,2018,125,41.666666666666664,9.266003672285741,386.0834863452392
Santa Cruz,Masculino,18 a 24,2005,0,0,50.454525849749444,0
Santa Cruz,Masculino,18 a 24,2009,0,0,50.454525849749444,0
Santa Cruz,Masculino,18 a 24,2013,0,0,50.454525849749444,0
Santa Cruz,Masculino,18 a 24,2018,0,0,50.454525849749444,0
Santa Cruz,Masculino,25 a 34,2005,0,0,41.416866343498924,0
Santa Cruz,Masculino,25 a 34,2009,0,0,41.416866343498924,0
Santa Cruz,Masculino,25 a 34,2013,3,1,41.416866343498924,41.416866343498924
Santa Cruz,Masculino,25 a 34,2018,0,0,41.416866343498924,0
Santa Cruz,Masculino,35 a 49,2005,2,1,30.534983530431013,30.534983530431013
Santa Cruz,Masculino,35 a 49,2009,1,0.3333333333333333,30.534983530431013,10.178327843477003
Santa Cruz,Masculino,35 a 49,2013,2,0.6666666666666666,30.534983530431013,20.356655686954007
Santa Cruz,Masculino,35 a 49,2018,7,2.3333333333333335,30.534983530431013,71.24829490433903
Santa Cruz,Masculino,50 a 64,2005,11,5.5,19.001950953184668,104.51073024251568
Santa Cruz,Masculino,50 a 64,2009,17,5.666666666666667,19.001950953184668,107.67772206804646
Santa Cruz,Masculino,50 a 64,2013,20,6.666666666666667,19.001950953184668,126.67967302123112
Santa Cruz,Masculino,50 a 64,2018,42,14,19.001950953184668,266.02731334458537
Santa Cruz,Masculino,65+,2005,32,16,9.487508449216232,151.80013518745972
Santa Cruz,Masculino,65+,2009,56,18.666666666666668,9.487508449216232,177.100157718703
Santa Cruz,Masculino,65+,2013,61,20.333333333333332,9.487508449216232,192.91267180073004
Santa Cruz,Masculino,65+,2018,94,31.333333333333332,9.487508449216232,297.2752647421086
Santa Cruz,Femenino,18 a 24,2005,1,0.5,49.753258570577685,24.876629285288843
Santa Cruz,Femenino,18 a 24,2009,0,0,49.753258570577685,0
Santa Cruz,Femenino,18 a 24,2013,1,0.3333333333333333,49.753258570577685,16.584419523525895
Santa Cruz,Femenino,18 a 24,2018,0,0,49.753258570577685,0
Santa Cruz,Femenino,25 a 34,2005,0,0,40.55578008071508,0
Santa Cruz,Femenino,25 a 34,2009,1,0.3333333333333333,40.55578008071508,13.51859336023836
Santa Cruz,Femenino,25 a 34,2013,0,0,40.55578008071508,0
Santa Cruz,Femenino,25 a 34,2018,1,0.3333333333333333,40.55578008071508,13.51859336023836
Santa Cruz,Femenino,35 a 49,2005,1,0.5,29.749168130131007,14.874584065065504
Santa Cruz,Femenino,35 a 49,2009,3,1,29.749168130131007,29.749168130131007
Santa Cruz,Femenino,35 a 49,2013,5,1.6666666666666667,29.749168130131007,49.58194688355168
Santa Cruz,Femenino,35 a 49,2018,9,3,29.749168130131007,89.24750439039302
Santa Cruz,Femenino,50 a 64,2005,11,5.5,18.548810257530327,102.0184564164168
Santa Cruz,Femenino,50 a 64,2009,9,3,18.548810257530327,55.64643077259098
Santa Cruz,Femenino,50 a 64,2013,13,4.333333333333333,18.548810257530327,80.37817778263141
Santa Cruz,Femenino,50 a 64,2018,23,7.666666666666667,18.548810257530327,142.20754530773252
Santa Cruz,Femenino,65+,2005,26,13,9.266003672285741,120.45804773971463
Santa Cruz,Femenino,65+,2009,36,12,9.266003672285741,111.1920440674289
Santa Cruz,Femenino,65+,2013,58,19.333333333333332,9.266003672285741,179.14273766419097
Santa Cruz,Femenino,65+,2018,101,33.666666666666664,9.266003672285741,311.95545696695325
Santa Fe,Masculino,18 a 24,2005,0,0,50.454525849749444,0
Santa Fe,Masculino,18 a 24,2009,1,0.3333333333333333,50.454525849749444,16.818175283249815
Santa Fe,Masculino,18 a 24,2013,1,0.3333333333333333,50.454525849749444,16.818175283249815
Santa Fe,Masculino,18 a 24,2018,0,0,50.454525849749444,0
Santa Fe,Masculino,25 a 34,2005,4,2,41.416866343498924,82.83373268699785
Santa Fe,Masculino,25 a 34,2009,2,0.6666666666666666,41.416866343498924,27.611244228999283
Santa Fe,Masculino,25 a 34,2013,5,1.6666666666666667,41.416866343498924,69.0281105724982
Santa Fe,Masculino,25 a 34,2018,4,1.3333333333333333,41.416866343498924,55.222488457998566
Santa Fe,Masculino,35 a 49,2005,42,21,30.534983530431013,641.2346541390513
Santa Fe,Masculino,35 a 49,2009,45,15,30.534983530431013,458.0247529564652
Santa Fe,Masculino,35 a 49,2013,40,13.333333333333334,30.534983530431013,407.1331137390802
Santa Fe,Masculino,35 a 49,2018,31,10.333333333333334,30.534983530431013,315.52816314778715
Santa Fe,Masculino,50 a 64,2005,278,139,19.001950953184668,2641.2711824926687
Santa Fe,Masculino,50 a 64,2009,261,87,19.001950953184668,1653.1697329270662
Santa Fe,Masculino,50 a 64,2013,249,83,19.001950953184668,1577.1619291143274
Santa Fe,Masculino,50 a 64,2018,213,71,19.001950953184668,1349.1385176761114
Santa Fe,Masculino,65+,2005,909,454.5,9.487508449216232,4312.072590168777
Santa Fe,Masculino,65+,2009,956,318.6666666666667,9.487508449216232,3023.352692483573
Santa Fe,Masculino,65+,2013,898,299.3333333333333,9.487508449216232,2839.9275291320587
Santa Fe,Masculino,65+,2018,753,251,9.487508449216232,2381.3646207532743
Santa Fe,Femenino,18 a 24,2005,1,0.5,49.753258570577685,24.876629285288843
Santa Fe,Femenino,18 a 24,2009,1,0.3333333333333333,49.753258570577685,16.584419523525895
Santa Fe,Femenino,18 a 24,2013,3,1,49.753258570577685,49.753258570577685
Santa Fe,Femenino,18 a 24,2018,2,0.6666666666666666,49.753258570577685,33.16883904705179
Santa Fe,Femenino,25 a 34,2005,2,1,40.55578008071508,40.55578008071508
Santa Fe,Femenino,25 a 34,2009,5,1.6666666666666667,40.55578008071508,67.5929668011918
Santa Fe,Femenino,25 a 34,2013,7,2.3333333333333335,40.55578008071508,94.63015352166853
Santa Fe,Femenino,25 a 34,2018,6,2,40.55578008071508,81.11156016143016
Santa Fe,Femenino,35 a 49,2005,27,13.5,29.749168130131007,401.6137697567686
Santa Fe,Femenino,35 a 49,2009,37,12.333333333333334,29.749168130131007,366.90640693828243
Santa Fe,Femenino,35 a 49,2013,22,7.333333333333333,29.749168130131007,218.16056628762738
Santa Fe,Femenino,35 a 49,2018,26,8.666666666666666,29.749168130131007,257.8261237944687
Santa Fe,Femenino,50 a 64,2005,147,73.5,18.548810257530327,1363.337553928479
Santa Fe,Femenino,50 a 64,2009,198,66,18.548810257530327,1224.2214769970017
Santa Fe,Femenino,50 a 64,2013,160,53.333333333333336,18.548810257530327,989.2698804016175
Santa Fe,Femenino,50 a 64,2018,134,44.666666666666664,18.548810257530327,828.5135248363546
Santa Fe,Femenino,65+,2005,959,479.5,9.266003672285741,4443.048760861013
Santa Fe,Femenino,65+,2009,976,325.3333333333333,9.266003672285741,3014.539861383628
Santa Fe,Femenino,65+,2013,886,295.3333333333333,9.266003672285741,2736.5597512150553
Santa Fe,Femenino,65+,2018,721,240.33333333333334,9.266003672285741,2226.92954923934
Santiago del Estero,Masculino,18 a 24,2005,0,0,50.454525849749444,0
Santiago del Estero,Masculino,18 a 24,2009,0,0,50.454525849749444,0
Santiago del Estero,Masculino,18 a 24,2013,0,0,50.454525849749444,0
Santiago del Estero,Masculino,18 a 24,2018,0,0,50.454525849749444,0
Santiago del Estero,Masculino,25 a 34,2005,0,0,41.416866343498924,0
Santiago del Estero,Masculino,25 a 34,2009,2,0.6666666666666666,41.416866343498924,27.611244228999283
Santiago del Estero,Masculino,25 a 34,2013,4,1.3333333333333333,41.416866343498924,55.222488457998566
Santiago del Estero,Masculino,25 a 34,2018,1,0.3333333333333333,41.416866343498924,13.805622114499641
Santiago del Estero,Masculino,35 a 49,2005,11,5.5,30.534983530431013,167.94240941737058
Santiago del Estero,Masculino,35 a 49,2009,10,3.3333333333333335,30.534983530431013,101.78327843477005
Santiago del Estero,Masculino,35 a 49,2013,10,3.3333333333333335,30.534983530431013,101.78327843477005
Santiago del Estero,Masculino,35 a 49,2018,18,6,30.534983530431013,183.20990118258607
Santiago del Estero,Masculino,50 a 64,2005,48,24,19.001950953184668,456.04682287643203
Santiago del Estero,Masculino,50 a 64,2009,64,21.333333333333332,19.001950953184668,405.37495366793956
Santiago del Estero,Masculino,50 a 64,2013,59,19.666666666666668,19.001950953184668,373.70503541263184
Santiago del Estero,Masculino,50 a 64,2018,78,26,19.001950953184668,494.05072478280135
Santiago del Estero,Masculino,65+,2005,110,55,9.487508449216232,521.8129647068928
Santiago del Estero,Masculino,65+,2009,132,44,9.487508449216232,417.4503717655142
Santiago del Estero,Masculino,65+,2013,85,28.333333333333332,9.487508449216232,268.8127393944599
Santiago del Estero,Masculino,65+,2018,139,46.333333333333336,9.487508449216232,439.58789148035214
Santiago del Estero,Femenino,18 a 24,2005,1,0.5,49.753258570577685,24.876629285288843
Santiago del Estero,Femenino,18 a 24,2009,3,1,49.753258570577685,49.753258570577685
Santiago del Estero,Femenino,18 a 24,2013,2,0.6666666666666666,49.753258570577685,33.16883904705179
Santiago del Estero,Femenino,18 a 24,2018,4,1.3333333333333333,49.753258570577685,66.33767809410358
Santiago del Estero,Femenino,25 a 34,2005,0,0,40.55578008071508,0
Santiago del Estero,Femenino,25 a 34,2009,3,1,40.55578008071508,40.55578008071508
Santiago del Estero,Femenino,25 a 34,2013,1,0.3333333333333333,40.55578008071508,13.51859336023836
Santiago del Estero,Femenino,25 a 34,2018,3,1,40.55578008071508,40.55578008071508
Santiago del Estero,Femenino,35 a 49,2005,6,3,29.749168130131007,89.24750439039302
Santiago del Estero,Femenino,35 a 49,2009,7,2.3333333333333335,29.749168130131007,69.41472563697235
Santiago del Estero,Femenino,35 a 49,2013,7,2.3333333333333335,29.749168130131007,69.41472563697235
Santiago del Estero,Femenino,35 a 49,2018,11,3.6666666666666665,29.749168130131007,109.08028314381369
Santiago del Estero,Femenino,50 a 64,2005,37,18.5,18.548810257530327,343.15298976431103
Santiago del Estero,Femenino,50 a 64,2009,47,15.666666666666666,18.548810257530327,290.59802736797513
Santiago del Estero,Femenino,50 a 64,2013,34,11.333333333333334,18.548810257530327,210.21984958534372
Santiago del Estero,Femenino,50 a 64,2018,54,18,18.548810257530327,333.8785846355459
Santiago del Estero,Femenino,65+,2005,116,58,9.266003672285741,537.428212992573
Santiago del Estero,Femenino,65+,2009,127,42.333333333333336,9.266003672285741,392.26082212676306
Santiago del Estero,Femenino,65+,2013,111,37,9.266003672285741,342.8421358745724
Santiago del Estero,Femenino,65+,2018,143,47.666666666666664,9.266003672285741,441.67950837895364
Tierra del Fuego,Masculino,18 a 24,2005,0,0,50.454525849749444,0
Tierra del Fuego,Masculino,18 a 24,2009,0,0,50.454525849749444,0
Tierra del Fuego,Masculino,18 a 24,2013,0,0,50.454525849749444,0
Tierra del Fuego,Masculino,18 a 24,2018,0,0,50.454525849749444,0
Tierra del Fuego,Masculino,25 a 34,2005,0,0,41.416866343498924,0
Tierra del Fuego,Masculino,25 a 34,2009,0,0,41.416866343498924,0
Tierra del Fuego,Masculino,25 a 34,2013,0,0,41.416866343498924,0
Tierra del Fuego,Masculino,25 a 34,2018,0,0,41.416866343498924,0
Tierra del Fuego,Masculino,35 a 49,2005,1,0.5,30.534983530431013,15.267491765215507
Tierra del Fuego,Masculino,35 a 49,2009,0,0,30.534983530431013,0
Tierra del Fuego,Masculino,35 a 49,2013,0,0,30.534983530431013,0
Tierra del Fuego,Masculino,35 a 49,2018,1,0.3333333333333333,30.534983530431013,10.178327843477003
Tierra del Fuego,Masculino,50 a 64,2005,3,1.5,19.001950953184668,28.502926429777002
Tierra del Fuego,Masculino,50 a 64,2009,7,2.3333333333333335,19.001950953184668,44.337885557430894
Tierra del Fuego,Masculino,50 a 64,2013,6,2,19.001950953184668,38.003901906369336
Tierra del Fuego,Masculino,50 a 64,2018,21,7,19.001950953184668,133.01365667229268
Tierra del Fuego,Masculino,65+,2005,8,4,9.487508449216232,37.95003379686493
Tierra del Fuego,Masculino,65+,2009,16,5.333333333333333,9.487508449216232,50.60004506248657
Tierra del Fuego,Masculino,65+,2013,11,3.6666666666666665,9.487508449216232,34.787530980459515
Tierra del Fuego,Masculino,65+,2018,33,11,9.487508449216232,104.36259294137855
Tierra del Fuego,Femenino,18 a 24,2005,0,0,49.753258570577685,0
Tierra del Fuego,Femenino,18 a 24,2009,1,0.3333333333333333,49.753258570577685,16.584419523525895
Tierra del Fuego,Femenino,18 a 24,2013,0,0,49.753258570577685,0
Tierra del Fuego,Femenino,18 a 24,2018,1,0.3333333333333333,49.753258570577685,16.584419523525895
Tierra del Fuego,Femenino,25 a 34,2005,0,0,40.55578008071508,0
Tierra del Fuego,Femenino,25 a 34,2009,0,0,40.55578008071508,0
Tierra del Fuego,Femenino,25 a 34,2013,0,0,40.55578008071508,0
Tierra del Fuego,Femenino,25 a 34,2018,0,0,40.55578008071508,0
Tierra del Fuego,Femenino,35 a 49,2005,1,0.5,29.749168130131007,14.874584065065504
Tierra del Fuego,Femenino,35 a 49,2009,0,0,29.749168130131007,0
Tierra del Fuego,Femenino,35 a 49,2013,0,0,29.749168130131007,0
Tierra del Fuego,Femenino,35 a 49,2018,0,0,29.749168130131007,0
Tierra del Fuego,Femenino,50 a 64,2005,2,1,18.548810257530327,18.548810257530327
Tierra del Fuego,Femenino,50 a 64,2009,4,1.3333333333333333,18.548810257530327,24.731747010040436
Tierra del Fuego,Femenino,50 a 64,2013,3,1,18.548810257530327,18.548810257530327
Tierra del Fuego,Femenino,50 a 64,2018,4,1.3333333333333333,18.548810257530327,24.731747010040436
Tierra del Fuego,Femenino,65+,2005,10,5,9.266003672285741,46.330018361428706
Tierra del Fuego,Femenino,65+,2009,12,4,9.266003672285741,37.064014689142965
Tierra del Fuego,Femenino,65+,2013,13,4.333333333333333,9.266003672285741,40.15268257990488
Tierra del Fuego,Femenino,65+,2018,23,7.666666666666667,9.266003672285741,71.03936148752402
Tucumán,Masculino,18 a 24,2005,1,0.5,50.454525849749444,25.227262924874722
Tucumán,Masculino,18 a 24,2009,2,0.6666666666666666,50.454525849749444,33.63635056649963
Tucumán,Masculino,18 a 24,2013,2,0.6666666666666666,50.454525849749444,33.63635056649963
Tucumán,Masculino,18 a 24,2018,3,1,50.454525849749444,50.454525849749444
Tucumán,Masculino,25 a 34,2005,5,2.5,41.416866343498924,103.54216585874731
Tucumán,Masculino,25 a 34,2009,0,0,41.416866343498924,0
Tucumán,Masculino,25 a 34,2013,2,0.6666666666666666,41.416866343498924,27.611244228999283
Tucumán,Masculino,25 a 34,2018,3,1,41.416866343498924,41.416866343498924
Tucumán,Masculino,35 a 49,2005,9,4.5,30.534983530431013,137.40742588693956
Tucumán,Masculino,35 a 49,2009,20,6.666666666666667,30.534983530431013,203.5665568695401
Tucumán,Masculino,35 a 49,2013,27,9,30.534983530431013,274.8148517738791
Tucumán,Masculino,35 a 49,2018,34,11.333333333333334,30.534983530431013,346.0631466782182
Tucumán,Masculino,50 a 64,2005,104,52,19.001950953184668,988.1014495656027
Tucumán,Masculino,50 a 64,2009,153,51,19.001950953184668,969.0994986124181
Tucumán,Masculino,50 a 64,2013,169,56.333333333333336,19.001950953184668,1070.443237029403
Tucumán,Masculino,50 a 64,2018,135,45,19.001950953184668,855.08779289331
Tucumán,Masculino,65+,2005,256,128,9.487508449216232,1214.4010814996777
Tucumán,Masculino,65+,2009,361,120.33333333333333,9.487508449216232,1141.6635167223533
Tucumán,Masculino,65+,2013,413,137.66666666666666,9.487508449216232,1306.1136631754346
Tucumán,Masculino,65+,2018,406,135.33333333333334,9.487508449216232,1283.9761434605969
Tucumán,Femenino,18 a 24,2005,4,2,49.753258570577685,99.50651714115537
Tucumán,Femenino,18 a 24,2009,4,1.3333333333333333,49.753258570577685,66.33767809410358
Tucumán,Femenino,18 a 24,2013,2,0.6666666666666666,49.753258570577685,33.16883904705179
Tucumán,Femenino,18 a 24,2018,2,0.6666666666666666,49.753258570577685,33.16883904705179
Tucumán,Femenino,25 a 34,2005,2,1,40.55578008071508,40.55578008071508
Tucumán,Femenino,25 a 34,2009,3,1,40.55578008071508,40.55578008071508
Tucumán,Femenino,25 a 34,2013,5,1.6666666666666667,40.55578008071508,67.5929668011918
Tucumán,Femenino,25 a 34,2018,5,1.6666666666666667,40.55578008071508,67.5929668011918
Tucumán,Femenino,35 a 49,2005,15,7.5,29.749168130131007,223.11876097598255
Tucumán,Femenino,35 a 49,2009,15,5,29.749168130131007,148.74584065065503
Tucumán,Femenino,35 a 49,2013,17,5.666666666666667,29.749168130131007,168.5786194040757
Tucumán,Femenino,35 a 49,2018,24,8,29.749168130131007,237.99334504104806
Tucumán,Femenino,50 a 64,2005,84,42,18.548810257530327,779.0500308162738
Tucumán,Femenino,50 a 64,2009,111,37,18.548810257530327,686.3059795286221
Tucumán,Femenino,50 a 64,2013,129,43,18.548810257530327,797.5988410738041
Tucumán,Femenino,50 a 64,2018,104,34.666666666666664,18.548810257530327,643.0254222610513
Tucumán,Femenino,65+,2005,279,139.5,9.266003672285741,1292.6075122838608
Tucumán,Femenino,65+,2009,382,127.33333333333333,9.266003672285741,1179.871134271051
Tucumán,Femenino,65+,2013,483,161,9.266003672285741,1491.8265912380043
Tucumán,Femenino,65+,2018,382,127.33333333333333,9.266003672285741,1179.871134271051
