anio_enfr,prov_id,prov_nombre,reg_id,reg_nombre,grupo_edad_10,sexo,dm_total,dm_total_se,dm_total_cv,dm_prev,dm_prev_se,dm_prev_cv
2013,58,Neuquén,6,Patagónica,60-69 años,Varón,5749,1769.28,0.31,0.43,0.09,0.22
2013,58,Neuquén,6,Patagónica,70-79 años,Mujer,2266,772.61,0.34,0.28,0.08,0.29
2013,58,Neuquén,6,Patagónica,70-79 años,Varón,3652,1058.95,0.29,0.45,0.1,0.21
2013,58,Neuquén,6,Patagónica,80+ años,Mujer,1457,666.11,0.46,0.36,0.15,0.42
2013,58,Neuquén,6,Patagónica,80+ años,Varón,483,342.06,0.71,0.26,0.17,0.63
2013,62,Río Negro,6,Patagónica,20-29 años,Mujer,895,564.22,0.63,0.02,0.01,0.63
2013,62,Río Negro,6,Patagónica,20-29 años,Varón,583,417.23,0.72,0.01,0.01,0.71
2013,62,Río Negro,6,Patagónica,30-39 años,Mujer,2408,735.75,0.31,0.06,0.02,0.3
2013,62,Río Negro,6,Patagónica,30-39 años,Varón,277,160.67,0.58,0.01,0,0.59
2013,62,Río Negro,6,Patagónica,40-49 años,Mujer,7310,2010.2,0.27,0.2,0.05,0.24
2013,62,Río Negro,6,Patagónica,40-49 años,Varón,2527,1079.05,0.43,0.08,0.03,0.41
2013,62,Río Negro,6,Patagónica,50-59 años,Mujer,3832,1043.8,0.27,0.13,0.03,0.26
2013,62,Río Negro,6,Patagónica,50-59 años,Varón,3169,1025.91,0.32,0.13,0.04,0.31
2013,62,Río Negro,6,Patagónica,60-69 años,Mujer,2887,851.58,0.29,0.14,0.04,0.28
2013,62,Río Negro,6,Patagónica,60-69 años,Varón,3245,1194.05,0.37,0.16,0.05,0.33
2013,62,Río Negro,6,Patagónica,70-79 años,Mujer,2823,952.43,0.34,0.22,0.06,0.28
2013,62,Río Negro,6,Patagónica,70-79 años,Varón,1254,424.69,0.34,0.15,0.05,0.33
2013,62,Río Negro,6,Patagónica,80+ años,Mujer,579,270.43,0.47,0.09,0.04,0.46
2013,62,Río Negro,6,Patagónica,80+ años,Varón,668,376.72,0.56,0.14,0.08,0.55
2013,66,Salta,3,Noroeste,20-29 años,Mujer,6176,2778.87,0.45,0.07,0.03,0.43
2013,66,Salta,3,Noroeste,20-29 años,Varón,2356,1364.79,0.58,0.03,0.02,0.57
2013,66,Salta,3,Noroeste,30-39 años,Mujer,8073,2006.21,0.25,0.1,0.02,0.24
2013,66,Salta,3,Noroeste,30-39 años,Varón,4262,1626.16,0.38,0.06,0.02,0.37
2013,66,Salta,3,Noroeste,40-49 años,Mujer,10272,3291.31,0.32,0.17,0.05,0.28
2013,66,Salta,3,Noroeste,40-49 años,Varón,6668,1879.97,0.28,0.11,0.03,0.27
2013,66,Salta,3,Noroeste,50-59 años,Mujer,8413,2563.4,0.3,0.17,0.05,0.28
2013,66,Salta,3,Noroeste,50-59 años,Varón,7460,2517.06,0.34,0.16,0.05,0.31
2013,66,Salta,3,Noroeste,60-69 años,Mujer,9138,2375.55,0.26,0.3,0.06,0.22
2013,66,Salta,3,Noroeste,60-69 años,Varón,5431,1984.12,0.37,0.2,0.06,0.32
2013,66,Salta,3,Noroeste,70-79 años,Mujer,3201,1673.21,0.52,0.15,0.07,0.47
2013,66,Salta,3,Noroeste,70-79 años,Varón,1700,1208.47,0.71,0.1,0.06,0.67
2013,66,Salta,3,Noroeste,80+ años,Mujer,2635,1692.26,0.64,0.27,0.14,0.51
2013,66,Salta,3,Noroeste,80+ años,Varón,503,503,1,0.15,0.14,0.93
2013,70,San Juan,5,Cuyo,20-29 años,Mujer,3361,1721.07,0.51,0.07,0.04,0.49
2013,70,San Juan,5,Cuyo,20-29 años,Varón,1295,876.13,0.68,0.02,0.02,0.67
2013,70,San Juan,5,Cuyo,30-39 años,Mujer,1458,912.88,0.63,0.04,0.03,0.62
2013,70,San Juan,5,Cuyo,30-39 años,Varón,2031,1193.69,0.59,0.07,0.04,0.56
2013,70,San Juan,5,Cuyo,40-49 años,Mujer,4142,1513.11,0.37,0.11,0.04,0.36
2013,70,San Juan,5,Cuyo,40-49 años,Varón,2033,996.17,0.49,0.06,0.03,0.48
2013,70,San Juan,5,Cuyo,50-59 años,Mujer,3295,1465.82,0.44,0.13,0.05,0.42
2013,70,San Juan,5,Cuyo,50-59 años,Varón,5180,1931.45,0.37,0.21,0.07,0.33
2013,70,San Juan,5,Cuyo,60-69 años,Mujer,6477,1893.83,0.29,0.26,0.06,0.25
2013,70,San Juan,5,Cuyo,60-69 años,Varón,5264,1848.74,0.35,0.27,0.08,0.3
2013,70,San Juan,5,Cuyo,70-79 años,Mujer,5397,1545.83,0.29,0.33,0.08,0.24
2013,70,San Juan,5,Cuyo,70-79 años,Varón,1936,995.63,0.51,0.18,0.09,0.49
2013,70,San Juan,5,Cuyo,80+ años,Mujer,2249,1243.4,0.55,0.32,0.14,0.44
2013,70,San Juan,5,Cuyo,80+ años,Varón,24,24,1,0.01,0.01,1.07
2013,74,San Luis,5,Cuyo,20-29 años,Mujer,2103,916.11,0.44,0.07,0.03,0.42
2013,74,San Luis,5,Cuyo,20-29 años,Varón,1862,874.59,0.47,0.05,0.02,0.46
2013,74,San Luis,5,Cuyo,30-39 años,Mujer,2970,1053.9,0.35,0.1,0.03,0.34
2013,74,San Luis,5,Cuyo,30-39 años,Varón,649,525.54,0.81,0.03,0.02,0.8
2013,74,San Luis,5,Cuyo,40-49 años,Mujer,2224,887.26,0.4,0.1,0.04,0.38
2013,74,San Luis,5,Cuyo,40-49 años,Varón,2430,911.95,0.38,0.11,0.04,0.35
2013,74,San Luis,5,Cuyo,50-59 años,Mujer,2157,820.34,0.38,0.13,0.05,0.36
2013,74,San Luis,5,Cuyo,50-59 años,Varón,2666,1002.23,0.38,0.14,0.05,0.36
2013,74,San Luis,5,Cuyo,60-69 años,Mujer,3317,949.81,0.29,0.22,0.06,0.26
2013,74,San Luis,5,Cuyo,60-69 años,Varón,2696,1013.63,0.38,0.28,0.09,0.31
2013,74,San Luis,5,Cuyo,70-79 años,Mujer,2159,849.55,0.39,0.21,0.07,0.36
2013,74,San Luis,5,Cuyo,70-79 años,Varón,382,233.45,0.61,0.05,0.03,0.63
2013,74,San Luis,5,Cuyo,80+ años,Mujer,965,775.41,0.8,0.19,0.13,0.69
2013,74,San Luis,5,Cuyo,80+ años,Varón,63,63,1,0.03,0.03,1.05
2013,78,Santa Cruz,6,Patagónica,20-29 años,Mujer,1530,777.78,0.51,0.06,0.03,0.49
2013,78,Santa Cruz,6,Patagónica,20-29 años,Varón,256,181.95,0.71,0.01,0.01,0.71
2013,78,Santa Cruz,6,Patagónica,30-39 años,Mujer,2321,978.07,0.42,0.12,0.05,0.39
2013,78,Santa Cruz,6,Patagónica,30-39 años,Varón,1192,563.92,0.47,0.05,0.02,0.46
2013,78,Santa Cruz,6,Patagónica,40-49 años,Mujer,1078,378.3,0.35,0.06,0.02,0.35
2013,78,Santa Cruz,6,Patagónica,40-49 años,Varón,2377,1205.05,0.51,0.14,0.06,0.45
2013,78,Santa Cruz,6,Patagónica,50-59 años,Mujer,2413,751.25,0.31,0.2,0.06,0.28
2013,78,Santa Cruz,6,Patagónica,50-59 años,Varón,2358,669.58,0.28,0.21,0.05,0.27
2013,78,Santa Cruz,6,Patagónica,60-69 años,Mujer,1792,694.85,0.39,0.28,0.09,0.31
2013,78,Santa Cruz,6,Patagónica,60-69 años,Varón,1033,488.52,0.47,0.12,0.05,0.44
2013,78,Santa Cruz,6,Patagónica,70-79 años,Mujer,604,262.88,0.44,0.17,0.07,0.42
2013,78,Santa Cruz,6,Patagónica,70-79 años,Varón,204,164.56,0.81,0.18,0.13,0.73
2013,78,Santa Cruz,6,Patagónica,80+ años,Mujer,830,422.73,0.51,0.43,0.16,0.38
2013,78,Santa Cruz,6,Patagónica,80+ años,Varón,259,193.19,0.75,0.11,0.09,0.75
2013,82,Santa Fe,2,Pampeana,20-29 años,Mujer,9133,3120.67,0.34,0.04,0.01,0.34
2013,82,Santa Fe,2,Pampeana,20-29 años,Varón,1932,1205.11,0.62,0.01,0.01,0.63
2013,82,Santa Fe,2,Pampeana,30-39 años,Mujer,12325,3213.48,0.26,0.06,0.02,0.26
2013,82,Santa Fe,2,Pampeana,30-39 años,Varón,653,653,1,0,0,1
2013,82,Santa Fe,2,Pampeana,40-49 años,Mujer,16719,4299.15,0.26,0.09,0.02,0.25
2013,82,Santa Fe,2,Pampeana,40-49 años,Varón,12766,7061.16,0.55,0.08,0.04,0.52
2013,82,Santa Fe,2,Pampeana,50-59 años,Mujer,20746,4944.98,0.24,0.15,0.03,0.23
2013,82,Santa Fe,2,Pampeana,50-59 años,Varón,7253,2849.12,0.39,0.06,0.02,0.39
2013,82,Santa Fe,2,Pampeana,60-69 años,Mujer,30401,6109.03,0.2,0.2,0.04,0.18
2013,82,Santa Fe,2,Pampeana,60-69 años,Varón,19393,6146.97,0.32,0.15,0.04,0.29
2013,82,Santa Fe,2,Pampeana,70-79 años,Mujer,26121,5576.74,0.21,0.29,0.05,0.18
2013,82,Santa Fe,2,Pampeana,70-79 años,Varón,13314,4045.02,0.3,0.25,0.07,0.26
2013,82,Santa Fe,2,Pampeana,80+ años,Mujer,8233,2625.29,0.32,0.18,0.05,0.29
2013,82,Santa Fe,2,Pampeana,80+ años,Varón,2298,1362.24,0.59,0.12,0.07,0.56
2013,86,Santiago del Estero,3,Noroeste,20-29 años,Mujer,1680,870.01,0.52,0.03,0.02,0.51
2013,86,Santiago del Estero,3,Noroeste,20-29 años,Varón,498,358.09,0.72,0.01,0.01,0.72
2013,86,Santiago del Estero,3,Noroeste,30-39 años,Mujer,4321,1196.92,0.28,0.11,0.03,0.26
2013,86,Santiago del Estero,3,Noroeste,30-39 años,Varón,5535,1996.7,0.36,0.13,0.04,0.33
2013,86,Santiago del Estero,3,Noroeste,40-49 años,Mujer,7060,1877.83,0.27,0.2,0.05,0.23
2013,86,Santiago del Estero,3,Noroeste,40-49 años,Varón,3970,1223.05,0.31,0.11,0.03,0.29
2013,86,Santiago del Estero,3,Noroeste,50-59 años,Mujer,5373,1422.98,0.26,0.2,0.05,0.25
2013,86,Santiago del Estero,3,Noroeste,50-59 años,Varón,4558,1410.52,0.31,0.17,0.05,0.29
2013,86,Santiago del Estero,3,Noroeste,60-69 años,Mujer,5064,1390.39,0.27,0.26,0.06,0.25
2013,86,Santiago del Estero,3,Noroeste,60-69 años,Varón,2494,1001.57,0.4,0.23,0.08,0.35
2013,86,Santiago del Estero,3,Noroeste,70-79 años,Mujer,2569,1126.52,0.44,0.19,0.07,0.4
2013,86,Santiago del Estero,3,Noroeste,70-79 años,Varón,1939,1222.91,0.63,0.17,0.1,0.58
2013,86,Santiago del Estero,3,Noroeste,80+ años,Mujer,1852,1065.07,0.58,0.4,0.16,0.41
2013,86,Santiago del Estero,3,Noroeste,80+ años,Varón,795,636.1,0.8,0.24,0.16,0.68
2013,90,Tucumán,3,Noroeste,20-29 años,Mujer,5037,1667.02,0.33,0.05,0.02,0.33
2013,90,Tucumán,3,Noroeste,20-29 años,Varón,0,0,NA,0,0,NA
2013,90,Tucumán,3,Noroeste,30-39 años,Mujer,7362,2172.7,0.3,0.08,0.02,0.28
2013,90,Tucumán,3,Noroeste,30-39 años,Varón,4668,1811.9,0.39,0.05,0.02,0.38
2013,90,Tucumán,3,Noroeste,40-49 años,Mujer,8945,2611.88,0.29,0.13,0.04,0.27
2013,90,Tucumán,3,Noroeste,40-49 años,Varón,5530,2070.07,0.37,0.09,0.03,0.36
2013,90,Tucumán,3,Noroeste,50-59 años,Mujer,10507,3245.61,0.31,0.18,0.05,0.28
2013,90,Tucumán,3,Noroeste,50-59 años,Varón,8663,2979.13,0.34,0.17,0.05,0.31
2013,90,Tucumán,3,Noroeste,60-69 años,Mujer,7311,1983.7,0.27,0.15,0.04,0.25
2013,90,Tucumán,3,Noroeste,60-69 años,Varón,5936,1944.78,0.33,0.16,0.05,0.3
2013,90,Tucumán,3,Noroeste,70-79 años,Mujer,4325,1292.44,0.3,0.19,0.05,0.28
2013,90,Tucumán,3,Noroeste,70-79 años,Varón,4630,1793.88,0.39,0.24,0.08,0.33
2013,90,Tucumán,3,Noroeste,80+ años,Mujer,2697,1242.51,0.46,0.17,0.07,0.42
2013,90,Tucumán,3,Noroeste,80+ años,Varón,464,464,1,0.06,0.06,0.99
2013,94,Tierra del Fuego,6,Patagónica,20-29 años,Mujer,579,214.1,0.37,0.05,0.02,0.37
2013,94,Tierra del Fuego,6,Patagónica,20-29 años,Varón,138,138,1,0.01,0.01,1
2013,94,Tierra del Fuego,6,Patagónica,30-39 años,Mujer,958,278.6,0.29,0.1,0.03,0.28
2013,94,Tierra del Fuego,6,Patagónica,30-39 años,Varón,1073,310.85,0.29,0.09,0.03,0.28
2013,94,Tierra del Fuego,6,Patagónica,40-49 años,Mujer,1360,388.59,0.29,0.14,0.04,0.27
2013,94,Tierra del Fuego,6,Patagónica,40-49 años,Varón,545,262.93,0.48,0.06,0.03,0.47
2013,94,Tierra del Fuego,6,Patagónica,50-59 años,Mujer,1204,362.81,0.3,0.17,0.05,0.27
2013,94,Tierra del Fuego,6,Patagónica,50-59 años,Varón,626,238.45,0.38,0.09,0.04,0.37
2013,94,Tierra del Fuego,6,Patagónica,60-69 años,Mujer,703,236.12,0.34,0.2,0.06,0.3
2013,94,Tierra del Fuego,6,Patagónica,60-69 años,Varón,1340,352.76,0.26,0.31,0.07,0.23
2013,94,Tierra del Fuego,6,Patagónica,70-79 años,Mujer,291,137.31,0.47,0.24,0.1,0.43
2013,94,Tierra del Fuego,6,Patagónica,70-79 años,Varón,330,152.54,0.46,0.33,0.13,0.38
2013,94,Tierra del Fuego,6,Patagónica,80+ años,Mujer,86,50.54,0.59,0.34,0.18,0.54
2013,94,Tierra del Fuego,6,Patagónica,80+ años,Varón,23,23,1,0.07,0.08,1.08
2018,2,CABA,1,Gran Buenos Aires,20-29 años,Mujer,12537,5498.41,0.44,0.05,0.02,0.45
2018,2,CABA,1,Gran Buenos Aires,20-29 años,Varón,5241,3415.85,0.65,0.03,0.02,0.63
2018,2,CABA,1,Gran Buenos Aires,30-39 años,Mujer,6852,3181.03,0.46,0.03,0.01,0.46
2018,2,CABA,1,Gran Buenos Aires,30-39 años,Varón,5392,2957.03,0.55,0.02,0.01,0.56
2018,2,CABA,1,Gran Buenos Aires,40-49 años,Mujer,7408,3580.99,0.48,0.03,0.01,0.46
2018,2,CABA,1,Gran Buenos Aires,40-49 años,Varón,7793,4113.07,0.53,0.04,0.02,0.52
2018,2,CABA,1,Gran Buenos Aires,50-59 años,Mujer,21691,7113.65,0.33,0.12,0.04,0.33
2018,2,CABA,1,Gran Buenos Aires,50-59 años,Varón,22794,6608.81,0.29,0.14,0.04,0.28
2018,2,CABA,1,Gran Buenos Aires,60-69 años,Mujer,20837,6557.05,0.31,0.14,0.04,0.28
2018,2,CABA,1,Gran Buenos Aires,60-69 años,Varón,33061,7242.36,0.22,0.25,0.05,0.2
2018,2,CABA,1,Gran Buenos Aires,70-79 años,Mujer,10558,3930.5,0.37,0.08,0.03,0.34
2018,2,CABA,1,Gran Buenos Aires,70-79 años,Varón,19643,5838.82,0.3,0.21,0.05,0.24
2018,2,CABA,1,Gran Buenos Aires,80+ años,Mujer,19045,5655.59,0.3,0.26,0.07,0.27
2018,2,CABA,1,Gran Buenos Aires,80+ años,Varón,9425,3353.22,0.36,0.25,0.09,0.35
2018,6,Buenos Aires,1,Gran Buenos Aires,20-29 años,Mujer,86377,24429.46,0.28,0.09,0.02,0.28
2018,6,Buenos Aires,1,Gran Buenos Aires,20-29 años,Varón,29587,15600.89,0.53,0.04,0.02,0.52
2018,6,Buenos Aires,1,Gran Buenos Aires,30-39 años,Mujer,122908,25616.3,0.21,0.14,0.03,0.2
2018,6,Buenos Aires,1,Gran Buenos Aires,30-39 años,Varón,22070,10795.96,0.49,0.03,0.01,0.49
2018,6,Buenos Aires,1,Gran Buenos Aires,40-49 años,Mujer,135706,26632.36,0.2,0.16,0.03,0.18
2018,6,Buenos Aires,1,Gran Buenos Aires,40-49 años,Varón,122357,27946.18,0.23,0.17,0.04,0.22
2018,6,Buenos Aires,1,Gran Buenos Aires,50-59 años,Mujer,87145,20118.84,0.23,0.15,0.03,0.21
2018,6,Buenos Aires,1,Gran Buenos Aires,50-59 años,Varón,131791,26301.47,0.2,0.23,0.04,0.18
2018,6,Buenos Aires,1,Gran Buenos Aires,60-69 años,Mujer,108898,20090.85,0.18,0.22,0.04,0.16
2018,6,Buenos Aires,1,Gran Buenos Aires,60-69 años,Varón,89769,17861.53,0.2,0.17,0.04,0.22
2018,6,Buenos Aires,1,Gran Buenos Aires,70-79 años,Mujer,52975,14068.17,0.27,0.19,0.04,0.23
2018,6,Buenos Aires,1,Gran Buenos Aires,70-79 años,Varón,86829,21640.92,0.25,0.25,0.06,0.23
2018,6,Buenos Aires,1,Gran Buenos Aires,80+ años,Mujer,12334,4894.35,0.4,0.11,0.04,0.39
2018,6,Buenos Aires,1,Gran Buenos Aires,80+ años,Varón,23752,10396.1,0.44,0.3,0.12,0.42
2018,6,Buenos Aires,2,Pampeana,20-29 años,Mujer,25461,6959.58,0.27,0.09,0.02,0.24
2018,6,Buenos Aires,2,Pampeana,20-29 años,Varón,4824,3127.46,0.65,0.01,0.01,0.65
2018,6,Buenos Aires,2,Pampeana,30-39 años,Mujer,34974,14344.86,0.41,0.11,0.04,0.36
2018,6,Buenos Aires,2,Pampeana,30-39 años,Varón,13801,4828.71,0.35,0.05,0.02,0.36
2018,6,Buenos Aires,2,Pampeana,40-49 años,Mujer,37828,8224.22,0.22,0.12,0.03,0.22
2018,6,Buenos Aires,2,Pampeana,40-49 años,Varón,33133,9007.12,0.27,0.12,0.03,0.27
2018,6,Buenos Aires,2,Pampeana,50-59 años,Mujer,35753,7178.55,0.2,0.16,0.03,0.2
2018,6,Buenos Aires,2,Pampeana,50-59 años,Varón,39369,10674.46,0.27,0.19,0.04,0.22
2018,6,Buenos Aires,2,Pampeana,60-69 años,Mujer,43523,8203.9,0.19,0.2,0.03,0.15
2018,6,Buenos Aires,2,Pampeana,60-69 años,Varón,41251,7574.3,0.18,0.22,0.04,0.18
2018,6,Buenos Aires,2,Pampeana,70-79 años,Mujer,28131,5745.11,0.2,0.18,0.03,0.18
2018,6,Buenos Aires,2,Pampeana,70-79 años,Varón,35220,8022.04,0.23,0.28,0.05,0.16
2018,6,Buenos Aires,2,Pampeana,80+ años,Mujer,20070,4671.11,0.23,0.23,0.05,0.22
2018,6,Buenos Aires,2,Pampeana,80+ años,Varón,6226,1993.48,0.32,0.13,0.04,0.35
2018,10,Catamarca,3,Noroeste,20-29 años,Mujer,3722,1050.24,0.28,0.13,0.04,0.29
2018,10,Catamarca,3,Noroeste,20-29 años,Varón,1081,709.97,0.66,0.04,0.03,0.7
2018,10,Catamarca,3,Noroeste,30-39 años,Mujer,1207,570.61,0.47,0.06,0.03,0.51
2018,10,Catamarca,3,Noroeste,30-39 años,Varón,2489,1343.49,0.54,0.11,0.06,0.53
2018,10,Catamarca,3,Noroeste,40-49 años,Mujer,3285,1195.57,0.36,0.17,0.06,0.35
2018,10,Catamarca,3,Noroeste,40-49 años,Varón,2239,826.97,0.37,0.17,0.06,0.38
2018,10,Catamarca,3,Noroeste,50-59 años,Mujer,1912,632.13,0.33,0.16,0.05,0.32
2018,10,Catamarca,3,Noroeste,50-59 años,Varón,1513,643.52,0.43,0.13,0.06,0.44
2018,10,Catamarca,3,Noroeste,60-69 años,Mujer,1214,632.57,0.52,0.09,0.04,0.48
2018,10,Catamarca,3,Noroeste,60-69 años,Varón,1237,758.93,0.61,0.11,0.06,0.61
2018,10,Catamarca,3,Noroeste,70-79 años,Mujer,1533,823.82,0.54,0.26,0.13,0.5
2018,10,Catamarca,3,Noroeste,70-79 años,Varón,655,316.81,0.48,0.14,0.07,0.54
2018,10,Catamarca,3,Noroeste,80+ años,Mujer,653,382.8,0.59,0.24,0.12,0.51
2018,10,Catamarca,3,Noroeste,80+ años,Varón,97,99.76,1.03,0.11,0.14,1.34
2018,14,Córdoba,2,Pampeana,20-29 años,Mujer,25579,9128.41,0.36,0.09,0.03,0.36
2018,14,Córdoba,2,Pampeana,20-29 años,Varón,5028,2412.34,0.48,0.02,0.01,0.48
2018,14,Córdoba,2,Pampeana,30-39 años,Mujer,26821,7501.07,0.28,0.11,0.03,0.27
2018,14,Córdoba,2,Pampeana,30-39 años,Varón,12230,5290.06,0.43,0.06,0.02,0.42
2018,14,Córdoba,2,Pampeana,40-49 años,Mujer,22827,6535.27,0.29,0.11,0.03,0.27
2018,14,Córdoba,2,Pampeana,40-49 años,Varón,34020,12837.03,0.38,0.18,0.06,0.34
2018,14,Córdoba,2,Pampeana,50-59 años,Mujer,25700,7894.21,0.31,0.22,0.06,0.28
2018,14,Córdoba,2,Pampeana,50-59 años,Varón,30911,8235.04,0.27,0.19,0.05,0.25
2018,14,Córdoba,2,Pampeana,60-69 años,Mujer,53719,10372.08,0.19,0.29,0.05,0.16
2018,14,Córdoba,2,Pampeana,60-69 años,Varón,28304,7047.49,0.25,0.21,0.05,0.23
2018,14,Córdoba,2,Pampeana,70-79 años,Mujer,18258,5805.09,0.32,0.2,0.06,0.32
2018,14,Córdoba,2,Pampeana,70-79 años,Varón,14073,5558.17,0.39,0.2,0.07,0.36
2018,14,Córdoba,2,Pampeana,80+ años,Mujer,4221,3220.56,0.76,0.08,0.06,0.7
2018,14,Córdoba,2,Pampeana,80+ años,Varón,4831,2648.46,0.55,0.22,0.1,0.46
2018,18,Corrientes,4,Noreste,20-29 años,Mujer,8223,2824.76,0.34,0.11,0.04,0.35
2018,18,Corrientes,4,Noreste,20-29 años,Varón,4115,2648.31,0.64,0.06,0.04,0.65
2018,18,Corrientes,4,Noreste,30-39 años,Mujer,11841,3751.74,0.32,0.15,0.04,0.28
2018,18,Corrientes,4,Noreste,30-39 años,Varón,5529,2530.11,0.46,0.1,0.04,0.45
2018,18,Corrientes,4,Noreste,40-49 años,Mujer,4960,2105.54,0.42,0.1,0.04,0.42
2018,18,Corrientes,4,Noreste,40-49 años,Varón,3230,1692.84,0.52,0.07,0.03,0.51
2018,18,Corrientes,4,Noreste,50-59 años,Mujer,9070,2607.79,0.29,0.19,0.05,0.25
2018,18,Corrientes,4,Noreste,50-59 años,Varón,3836,2232.13,0.58,0.1,0.05,0.53
2018,18,Corrientes,4,Noreste,60-69 años,Mujer,10122,3215.2,0.32,0.3,0.08,0.26
2018,18,Corrientes,4,Noreste,60-69 años,Varón,5072,1689.47,0.33,0.14,0.05,0.39
2018,18,Corrientes,4,Noreste,70-79 años,Mujer,4965,2309.13,0.47,0.25,0.09,0.38
2018,18,Corrientes,4,Noreste,70-79 años,Varón,3256,1439.78,0.44,0.25,0.09,0.35
2018,18,Corrientes,4,Noreste,80+ años,Mujer,3722,1318.58,0.35,0.32,0.09,0.3
2018,18,Corrientes,4,Noreste,80+ años,Varón,1251,572.09,0.46,0.22,0.12,0.55
2018,22,Chaco,4,Noreste,20-29 años,Mujer,2759,1199.62,0.43,0.03,0.01,0.43
2018,22,Chaco,4,Noreste,20-29 años,Varón,1344,880.72,0.66,0.02,0.01,0.67
2018,22,Chaco,4,Noreste,30-39 años,Mujer,5790,1554.79,0.27,0.08,0.02,0.26
2018,22,Chaco,4,Noreste,30-39 años,Varón,1468,1042.72,0.71,0.03,0.02,0.7
2018,22,Chaco,4,Noreste,40-49 años,Mujer,4828,1982.16,0.41,0.1,0.04,0.39
2018,22,Chaco,4,Noreste,40-49 años,Varón,6416,2115.37,0.33,0.11,0.04,0.34
2018,22,Chaco,4,Noreste,50-59 años,Mujer,6772,1551.79,0.23,0.16,0.04,0.22
2018,22,Chaco,4,Noreste,50-59 años,Varón,3371,1629.06,0.48,0.11,0.05,0.45
2018,22,Chaco,4,Noreste,60-69 años,Mujer,6151,2452.63,0.4,0.19,0.07,0.37
2018,22,Chaco,4,Noreste,60-69 años,Varón,11152,3242.55,0.29,0.25,0.07,0.28
2018,22,Chaco,4,Noreste,70-79 años,Mujer,6921,1984.63,0.29,0.3,0.08,0.26
2018,22,Chaco,4,Noreste,70-79 años,Varón,1416,573.43,0.4,0.14,0.07,0.45
2018,22,Chaco,4,Noreste,80+ años,Mujer,3221,2142.2,0.67,0.45,0.21,0.47
2018,22,Chaco,4,Noreste,80+ años,Varón,299,256.03,0.86,0.04,0.05,1.22
2018,26,Chubut,6,Patagónica,20-29 años,Mujer,4468,1497.18,0.34,0.09,0.03,0.32
2018,26,Chubut,6,Patagónica,20-29 años,Varón,517,579.77,1.12,0.01,0.01,1.22
2018,26,Chubut,6,Patagónica,30-39 años,Mujer,7188,1704.24,0.24,0.17,0.04,0.23
2018,26,Chubut,6,Patagónica,30-39 años,Varón,3250,1124.69,0.35,0.08,0.03,0.34
2018,26,Chubut,6,Patagónica,40-49 años,Mujer,2071,1119.9,0.54,0.07,0.03,0.52
2018,26,Chubut,6,Patagónica,40-49 años,Varón,4642,1651,0.36,0.11,0.04,0.36
2018,26,Chubut,6,Patagónica,50-59 años,Mujer,5956,2632.07,0.44,0.2,0.08,0.41
2018,26,Chubut,6,Patagónica,50-59 años,Varón,3242,1497.19,0.46,0.14,0.07,0.48
2018,26,Chubut,6,Patagónica,60-69 años,Mujer,5030,1416.21,0.28,0.27,0.06,0.21
2018,26,Chubut,6,Patagónica,60-69 años,Varón,3832,1664.06,0.43,0.22,0.09,0.41
2018,26,Chubut,6,Patagónica,70-79 años,Mujer,701,421.47,0.6,0.12,0.07,0.58
2018,26,Chubut,6,Patagónica,70-79 años,Varón,1616,796.09,0.49,0.17,0.08,0.49
2018,26,Chubut,6,Patagónica,80+ años,Mujer,686,460.3,0.67,0.13,0.08,0.6
2018,26,Chubut,6,Patagónica,80+ años,Varón,2724,1344.44,0.49,0.42,0.17,0.42
2018,30,Entre Ríos,2,Pampeana,20-29 años,Mujer,4523,1472,0.33,0.06,0.02,0.28
2018,30,Entre Ríos,2,Pampeana,20-29 años,Varón,1530,931.81,0.61,0.02,0.01,0.61
2018,30,Entre Ríos,2,Pampeana,30-39 años,Mujer,9522,1906.65,0.2,0.11,0.02,0.19
2018,30,Entre Ríos,2,Pampeana,30-39 años,Varón,1027,544.32,0.53,0.01,0.01,0.54
2018,30,Entre Ríos,2,Pampeana,40-49 años,Mujer,9406,2786.48,0.3,0.13,0.04,0.28
2018,30,Entre Ríos,2,Pampeana,40-49 años,Varón,5554,2060.6,0.37,0.09,0.03,0.37
2018,30,Entre Ríos,2,Pampeana,50-59 años,Mujer,13292,3672.51,0.28,0.22,0.05,0.24
2018,30,Entre Ríos,2,Pampeana,50-59 años,Varón,2608,1006.19,0.39,0.06,0.02,0.4
2018,30,Entre Ríos,2,Pampeana,60-69 años,Mujer,10113,2251.21,0.22,0.19,0.04,0.2
2018,30,Entre Ríos,2,Pampeana,60-69 años,Varón,8190,1923.44,0.23,0.19,0.04,0.21
2018,30,Entre Ríos,2,Pampeana,70-79 años,Mujer,7136,2090.68,0.29,0.23,0.06,0.26
2018,30,Entre Ríos,2,Pampeana,70-79 años,Varón,6878,1504.48,0.22,0.26,0.05,0.19
2018,30,Entre Ríos,2,Pampeana,80+ años,Mujer,3240,909.3,0.28,0.21,0.06,0.28
2018,30,Entre Ríos,2,Pampeana,80+ años,Varón,1457,860.6,0.59,0.14,0.09,0.64
2018,34,Formosa,4,Noreste,20-29 años,Mujer,1362,962.71,0.71,0.04,0.03,0.76
2018,34,Formosa,4,Noreste,20-29 años,Varón,0,0,NA,0,0,NA
2018,34,Formosa,4,Noreste,30-39 años,Mujer,2859,997.46,0.35,0.08,0.03,0.34
