anio_enfr,prov_id,prov_nombre,grupo_edad_10,sexo,dm_total,dm_total_cv,dm_prev,dm_prev_cv
2013,30,Entre Ríos,40 a 49,Mujer,6219,0.46,0.1,0.43
2013,30,Entre Ríos,40 a 49,Varón,3329,0.42,0.06,0.41
2013,30,Entre Ríos,50 a 59,Mujer,4816,0.44,0.09,0.41
2013,30,Entre Ríos,50 a 59,Varón,6178,0.32,0.12,0.31
2013,30,Entre Ríos,60 a 69,Mujer,7640,0.25,0.16,0.23
2013,30,Entre Ríos,60 a 69,Varón,5713,0.42,0.18,0.37
2013,30,Entre Ríos,70 a 79,Mujer,3712,0.32,0.11,0.31
2013,30,Entre Ríos,70 a 79,Varón,4478,0.47,0.21,0.42
2013,30,Entre Ríos,80+,Mujer,1877,0.42,0.16,0.4
2013,30,Entre Ríos,80+,Varón,1380,0.83,0.21,0.69
2013,34,Formosa,20 a 29,Mujer,848,0.52,0.03,0.52
2013,34,Formosa,20 a 29,Varón,2180,0.59,0.08,0.56
2013,34,Formosa,30 a 39,Mujer,1312,0.35,0.05,0.34
2013,34,Formosa,30 a 39,Varón,0,NA,0,NA
2013,34,Formosa,40 a 49,Mujer,684,0.65,0.03,0.64
2013,34,Formosa,40 a 49,Varón,1259,0.45,0.06,0.43
2013,34,Formosa,50 a 59,Mujer,2321,0.46,0.13,0.43
2013,34,Formosa,50 a 59,Varón,1461,0.51,0.09,0.48
2013,34,Formosa,60 a 69,Mujer,2414,0.38,0.2,0.34
2013,34,Formosa,60 a 69,Varón,1765,0.4,0.18,0.37
2013,34,Formosa,70 a 79,Mujer,1089,0.52,0.16,0.5
2013,34,Formosa,70 a 79,Varón,1587,0.55,0.24,0.47
2013,34,Formosa,80+,Mujer,754,0.62,0.15,0.6
2013,34,Formosa,80+,Varón,638,1,0.24,0.82
2013,38,Jujuy,20 a 29,Mujer,1137,0.6,0.02,0.59
2013,38,Jujuy,20 a 29,Varón,1883,0.54,0.04,0.53
2013,38,Jujuy,30 a 39,Mujer,3342,0.33,0.07,0.31
2013,38,Jujuy,30 a 39,Varón,1298,0.53,0.04,0.52
2013,38,Jujuy,40 a 49,Mujer,3663,0.39,0.11,0.37
2013,38,Jujuy,40 a 49,Varón,1821,0.57,0.06,0.55
2013,38,Jujuy,50 a 59,Mujer,2219,0.39,0.08,0.38
2013,38,Jujuy,50 a 59,Varón,1316,0.47,0.05,0.47
2013,38,Jujuy,60 a 69,Mujer,4865,0.33,0.24,0.28
2013,38,Jujuy,60 a 69,Varón,3475,0.33,0.19,0.31
2013,38,Jujuy,70 a 79,Mujer,186,0.71,0.02,0.73
2013,38,Jujuy,70 a 79,Varón,346,0.8,0.05,0.8
2013,38,Jujuy,80+,Mujer,2178,0.54,0.32,0.41
2013,38,Jujuy,80+,Varón,326,1,0.09,0.97
2013,42,La Pampa,20 a 29,Mujer,1243,0.48,0.07,0.46
2013,42,La Pampa,20 a 29,Varón,316,1,0.02,0.99
2013,42,La Pampa,30 a 39,Mujer,1953,0.35,0.11,0.32
2013,42,La Pampa,30 a 39,Varón,803,0.51,0.06,0.49
2013,42,La Pampa,40 a 49,Mujer,1183,0.48,0.09,0.45
2013,42,La Pampa,40 a 49,Varón,903,0.5,0.06,0.49
2013,42,La Pampa,50 a 59,Mujer,1836,0.52,0.14,0.46
2013,42,La Pampa,50 a 59,Varón,1138,0.5,0.1,0.48
2013,42,La Pampa,60 a 69,Mujer,1252,0.41,0.17,0.38
2013,42,La Pampa,60 a 69,Varón,904,0.47,0.11,0.45
2013,42,La Pampa,70 a 79,Mujer,974,0.52,0.13,0.47
2013,42,La Pampa,70 a 79,Varón,767,0.58,0.14,0.53
2013,42,La Pampa,80+,Mujer,453,0.49,0.1,0.48
2013,42,La Pampa,80+,Varón,357,0.82,0.17,0.75
2013,46,La Rioja,20 a 29,Mujer,1751,0.35,0.06,0.34
2013,46,La Rioja,20 a 29,Varón,30,1,0,1.01
2013,46,La Rioja,30 a 39,Mujer,1378,0.45,0.07,0.43
2013,46,La Rioja,30 a 39,Varón,1042,0.49,0.05,0.48
2013,46,La Rioja,40 a 49,Mujer,1116,0.69,0.07,0.65
2013,46,La Rioja,40 a 49,Varón,1855,0.33,0.12,0.32
2013,46,La Rioja,50 a 59,Mujer,2293,0.32,0.18,0.29
2013,46,La Rioja,50 a 59,Varón,1581,0.36,0.13,0.35
2013,46,La Rioja,60 a 69,Mujer,492,0.45,0.05,0.45
2013,46,La Rioja,60 a 69,Varón,2204,0.36,0.28,0.31
2013,46,La Rioja,70 a 79,Mujer,1257,0.44,0.28,0.38
2013,46,La Rioja,70 a 79,Varón,1166,0.46,0.3,0.4
2013,46,La Rioja,80+,Mujer,555,0.48,0.2,0.46
2013,46,La Rioja,80+,Varón,121,0.72,0.09,0.78
2013,50,Mendoza,20 a 29,Mujer,4111,0.43,0.03,0.42
2013,50,Mendoza,20 a 29,Varón,2345,0.58,0.02,0.58
2013,50,Mendoza,30 a 39,Mujer,7145,0.39,0.07,0.37
2013,50,Mendoza,30 a 39,Varón,0,NA,0,NA
2013,50,Mendoza,40 a 49,Mujer,7065,0.34,0.09,0.32
2013,50,Mendoza,40 a 49,Varón,9156,0.4,0.11,0.37
2013,50,Mendoza,50 a 59,Mujer,7604,0.35,0.11,0.33
2013,50,Mendoza,50 a 59,Varón,10341,0.32,0.15,0.29
2013,50,Mendoza,60 a 69,Mujer,10451,0.26,0.14,0.24
2013,50,Mendoza,60 a 69,Varón,7502,0.35,0.15,0.32
2013,50,Mendoza,70 a 79,Mujer,5240,0.33,0.13,0.31
2013,50,Mendoza,70 a 79,Varón,8025,0.32,0.26,0.28
2013,50,Mendoza,80+,Mujer,4869,0.51,0.26,0.41
2013,50,Mendoza,80+,Varón,5623,0.41,0.62,0.22
2013,54,Misiones,20 a 29,Mujer,4506,0.52,0.06,0.5
2013,54,Misiones,20 a 29,Varón,1024,0.83,0.01,0.82
2013,54,Misiones,30 a 39,Mujer,4324,0.39,0.08,0.37
2013,54,Misiones,30 a 39,Varón,1408,0.71,0.03,0.7
2013,54,Misiones,40 a 49,Mujer,4820,0.34,0.1,0.33
2013,54,Misiones,40 a 49,Varón,3645,0.56,0.07,0.54
2013,54,Misiones,50 a 59,Mujer,3869,0.4,0.1,0.39
2013,54,Misiones,50 a 59,Varón,4870,0.57,0.14,0.52
2013,54,Misiones,60 a 69,Mujer,6521,0.3,0.25,0.26
2013,54,Misiones,60 a 69,Varón,6049,0.33,0.26,0.28
2013,54,Misiones,70 a 79,Mujer,2646,0.47,0.17,0.43
2013,54,Misiones,70 a 79,Varón,3575,0.47,0.36,0.35
2013,54,Misiones,80+,Mujer,0,NA,0,NA
2013,54,Misiones,80+,Varón,772,1,0.23,0.82
2013,58,Neuquén,20 a 29,Mujer,5485,0.3,0.15,0.28
2013,58,Neuquén,20 a 29,Varón,1277,0.58,0.03,0.58
2013,58,Neuquén,30 a 39,Mujer,4307,0.31,0.1,0.3
2013,58,Neuquén,30 a 39,Varón,2492,0.43,0.06,0.42
2013,58,Neuquén,40 a 49,Mujer,3292,0.41,0.1,0.39
2013,58,Neuquén,40 a 49,Varón,2814,0.42,0.1,0.4
2013,58,Neuquén,50 a 59,Mujer,3606,0.33,0.13,0.31
2013,58,Neuquén,50 a 59,Varón,2058,0.48,0.09,0.46
2013,58,Neuquén,60 a 69,Mujer,2851,0.34,0.19,0.31
2013,58,Neuquén,60 a 69,Varón,5749,0.31,0.43,0.22
2013,58,Neuquén,70 a 79,Mujer,2266,0.34,0.28,0.29
2013,58,Neuquén,70 a 79,Varón,3652,0.29,0.45,0.21
2013,58,Neuquén,80+,Mujer,1457,0.46,0.36,0.42
2013,58,Neuquén,80+,Varón,483,0.71,0.26,0.63
2013,62,Río Negro,20 a 29,Mujer,895,0.63,0.02,0.63
2013,62,Río Negro,20 a 29,Varón,583,0.72,0.01,0.71
2013,62,Río Negro,30 a 39,Mujer,2408,0.31,0.06,0.3
2013,62,Río Negro,30 a 39,Varón,277,0.58,0.01,0.59
2013,62,Río Negro,40 a 49,Mujer,7310,0.27,0.2,0.24
2013,62,Río Negro,40 a 49,Varón,2527,0.43,0.08,0.41
2013,62,Río Negro,50 a 59,Mujer,3832,0.27,0.13,0.26
2013,62,Río Negro,50 a 59,Varón,3169,0.32,0.13,0.31
2013,62,Río Negro,60 a 69,Mujer,2887,0.29,0.14,0.28
2013,62,Río Negro,60 a 69,Varón,3245,0.37,0.16,0.33
2013,62,Río Negro,70 a 79,Mujer,2823,0.34,0.22,0.28
2013,62,Río Negro,70 a 79,Varón,1254,0.34,0.15,0.33
2013,62,Río Negro,80+,Mujer,579,0.47,0.09,0.46
2013,62,Río Negro,80+,Varón,668,0.56,0.14,0.55
2013,66,Salta,20 a 29,Mujer,6176,0.45,0.07,0.43
2013,66,Salta,20 a 29,Varón,2356,0.58,0.03,0.57
2013,66,Salta,30 a 39,Mujer,8073,0.25,0.1,0.24
2013,66,Salta,30 a 39,Varón,4262,0.38,0.06,0.37
2013,66,Salta,40 a 49,Mujer,10272,0.32,0.17,0.28
2013,66,Salta,40 a 49,Varón,6668,0.28,0.11,0.27
2013,66,Salta,50 a 59,Mujer,8413,0.3,0.17,0.28
2013,66,Salta,50 a 59,Varón,7460,0.34,0.16,0.31
2013,66,Salta,60 a 69,Mujer,9138,0.26,0.3,0.22
2013,66,Salta,60 a 69,Varón,5431,0.37,0.2,0.32
2013,66,Salta,70 a 79,Mujer,3201,0.52,0.15,0.47
2013,66,Salta,70 a 79,Varón,1700,0.71,0.1,0.67
2013,66,Salta,80+,Mujer,2635,0.64,0.27,0.51
2013,66,Salta,80+,Varón,503,1,0.15,0.93
2013,70,San Juan,20 a 29,Mujer,3361,0.51,0.07,0.49
2013,70,San Juan,20 a 29,Varón,1295,0.68,0.02,0.67
2013,70,San Juan,30 a 39,Mujer,1458,0.63,0.04,0.62
2013,70,San Juan,30 a 39,Varón,2031,0.59,0.07,0.56
2013,70,San Juan,40 a 49,Mujer,4142,0.37,0.11,0.36
2013,70,San Juan,40 a 49,Varón,2033,0.49,0.06,0.48
2013,70,San Juan,50 a 59,Mujer,3295,0.44,0.13,0.42
2013,70,San Juan,50 a 59,Varón,5180,0.37,0.21,0.33
2013,70,San Juan,60 a 69,Mujer,6477,0.29,0.26,0.25
2013,70,San Juan,60 a 69,Varón,5264,0.35,0.27,0.3
2013,70,San Juan,70 a 79,Mujer,5397,0.29,0.33,0.24
2013,70,San Juan,70 a 79,Varón,1936,0.51,0.18,0.49
2013,70,San Juan,80+,Mujer,2249,0.55,0.32,0.44
2013,70,San Juan,80+,Varón,24,1,0.01,1.07
2013,74,San Luis,20 a 29,Mujer,2103,0.44,0.07,0.42
2013,74,San Luis,20 a 29,Varón,1862,0.47,0.05,0.46
2013,74,San Luis,30 a 39,Mujer,2970,0.35,0.1,0.34
2013,74,San Luis,30 a 39,Varón,649,0.81,0.03,0.8
2013,74,San Luis,40 a 49,Mujer,2224,0.4,0.1,0.38
2013,74,San Luis,40 a 49,Varón,2430,0.38,0.11,0.35
2013,74,San Luis,50 a 59,Mujer,2157,0.38,0.13,0.36
2013,74,San Luis,50 a 59,Varón,2666,0.38,0.14,0.36
2013,74,San Luis,60 a 69,Mujer,3317,0.29,0.22,0.26
2013,74,San Luis,60 a 69,Varón,2696,0.38,0.28,0.31
2013,74,San Luis,70 a 79,Mujer,2159,0.39,0.21,0.36
2013,74,San Luis,70 a 79,Varón,382,0.61,0.05,0.63
2013,74,San Luis,80+,Mujer,965,0.8,0.19,0.69
2013,74,San Luis,80+,Varón,63,1,0.03,1.05
2013,78,Santa Cruz,20 a 29,Mujer,1530,0.51,0.06,0.49
2013,78,Santa Cruz,20 a 29,Varón,256,0.71,0.01,0.71
2013,78,Santa Cruz,30 a 39,Mujer,2321,0.42,0.12,0.39
2013,78,Santa Cruz,30 a 39,Varón,1192,0.47,0.05,0.46
2013,78,Santa Cruz,40 a 49,Mujer,1078,0.35,0.06,0.35
2013,78,Santa Cruz,40 a 49,Varón,2377,0.51,0.14,0.45
2013,78,Santa Cruz,50 a 59,Mujer,2413,0.31,0.2,0.28
2013,78,Santa Cruz,50 a 59,Varón,2358,0.28,0.21,0.27
2013,78,Santa Cruz,60 a 69,Mujer,1792,0.39,0.28,0.31
2013,78,Santa Cruz,60 a 69,Varón,1033,0.47,0.12,0.44
2013,78,Santa Cruz,70 a 79,Mujer,604,0.44,0.17,0.42
2013,78,Santa Cruz,70 a 79,Varón,204,0.81,0.18,0.73
2013,78,Santa Cruz,80+,Mujer,830,0.51,0.43,0.38
2013,78,Santa Cruz,80+,Varón,259,0.75,0.11,0.75
2013,82,Santa Fe,20 a 29,Mujer,9133,0.34,0.04,0.34
2013,82,Santa Fe,20 a 29,Varón,1932,0.62,0.01,0.63
2013,82,Santa Fe,30 a 39,Mujer,12325,0.26,0.06,0.26
2013,82,Santa Fe,30 a 39,Varón,653,1,0,1
2013,82,Santa Fe,40 a 49,Mujer,16719,0.26,0.09,0.25
2013,82,Santa Fe,40 a 49,Varón,12766,0.55,0.08,0.52
2013,82,Santa Fe,50 a 59,Mujer,20746,0.24,0.15,0.23
2013,82,Santa Fe,50 a 59,Varón,7253,0.39,0.06,0.39
2013,82,Santa Fe,60 a 69,Mujer,30401,0.2,0.2,0.18
2013,82,Santa Fe,60 a 69,Varón,19393,0.32,0.15,0.29
2013,82,Santa Fe,70 a 79,Mujer,26121,0.21,0.29,0.18
2013,82,Santa Fe,70 a 79,Varón,13314,0.3,0.25,0.26
2013,82,Santa Fe,80+,Mujer,8233,0.32,0.18,0.29
2013,82,Santa Fe,80+,Varón,2298,0.59,0.12,0.56
2013,86,Santiago del Estero,20 a 29,Mujer,1680,0.52,0.03,0.51
2013,86,Santiago del Estero,20 a 29,Varón,498,0.72,0.01,0.72
2013,86,Santiago del Estero,30 a 39,Mujer,4321,0.28,0.11,0.26
2013,86,Santiago del Estero,30 a 39,Varón,5535,0.36,0.13,0.33
2013,86,Santiago del Estero,40 a 49,Mujer,7060,0.27,0.2,0.23
2013,86,Santiago del Estero,40 a 49,Varón,3970,0.31,0.11,0.29
2013,86,Santiago del Estero,50 a 59,Mujer,5373,0.26,0.2,0.25
2013,86,Santiago del Estero,50 a 59,Varón,4558,0.31,0.17,0.29
2013,86,Santiago del Estero,60 a 69,Mujer,5064,0.27,0.26,0.25
2013,86,Santiago del Estero,60 a 69,Varón,2494,0.4,0.23,0.35
2013,86,Santiago del Estero,70 a 79,Mujer,2569,0.44,0.19,0.4
2013,86,Santiago del Estero,70 a 79,Varón,1939,0.63,0.17,0.58
2013,86,Santiago del Estero,80+,Mujer,1852,0.58,0.4,0.41
2013,86,Santiago del Estero,80+,Varón,795,0.8,0.24,0.68
2013,90,Tucumán,20 a 29,Mujer,5037,0.33,0.05,0.33
2013,90,Tucumán,20 a 29,Varón,0,NA,0,NA
2013,90,Tucumán,30 a 39,Mujer,7362,0.3,0.08,0.28
2013,90,Tucumán,30 a 39,Varón,4668,0.39,0.05,0.38
2013,90,Tucumán,40 a 49,Mujer,8945,0.29,0.13,0.27
2013,90,Tucumán,40 a 49,Varón,5530,0.37,0.09,0.36
2013,90,Tucumán,50 a 59,Mujer,10507,0.31,0.18,0.28
2013,90,Tucumán,50 a 59,Varón,8663,0.34,0.17,0.31
2013,90,Tucumán,60 a 69,Mujer,7311,0.27,0.15,0.25
2013,90,Tucumán,60 a 69,Varón,5936,0.33,0.16,0.3
2013,90,Tucumán,70 a 79,Mujer,4325,0.3,0.19,0.28
2013,90,Tucumán,70 a 79,Varón,4630,0.39,0.24,0.33
2013,90,Tucumán,80+,Mujer,2697,0.46,0.17,0.42
2013,90,Tucumán,80+,Varón,464,1,0.06,0.99
2013,94,Tierra del Fuego,20 a 29,Mujer,579,0.37,0.05,0.37
2013,94,Tierra del Fuego,20 a 29,Varón,138,1,0.01,1
2013,94,Tierra del Fuego,30 a 39,Mujer,958,0.29,0.1,0.28
2013,94,Tierra del Fuego,30 a 39,Varón,1073,0.29,0.09,0.28
2013,94,Tierra del Fuego,40 a 49,Mujer,1360,0.29,0.14,0.27
2013,94,Tierra del Fuego,40 a 49,Varón,545,0.48,0.06,0.47
2013,94,Tierra del Fuego,50 a 59,Mujer,1204,0.3,0.17,0.27
2013,94,Tierra del Fuego,50 a 59,Varón,626,0.38,0.09,0.37
2013,94,Tierra del Fuego,60 a 69,Mujer,703,0.34,0.2,0.3
2013,94,Tierra del Fuego,60 a 69,Varón,1340,0.26,0.31,0.23
2013,94,Tierra del Fuego,70 a 79,Mujer,291,0.47,0.24,0.43
2013,94,Tierra del Fuego,70 a 79,Varón,330,0.46,0.33,0.38
2013,94,Tierra del Fuego,80+,Mujer,86,0.59,0.34,0.54
2013,94,Tierra del Fuego,80+,Varón,23,1,0.07,1.08
2018,2,CABA,20 a 29,Mujer,12537,0.44,0.05,0.45
2018,2,CABA,20 a 29,Varón,5241,0.65,0.03,0.63
2018,2,CABA,30 a 39,Mujer,6852,0.46,0.03,0.46
2018,2,CABA,30 a 39,Varón,5392,0.55,0.02,0.56
2018,2,CABA,40 a 49,Mujer,7408,0.48,0.03,0.46
2018,2,CABA,40 a 49,Varón,7793,0.53,0.04,0.52
2018,2,CABA,50 a 59,Mujer,21691,0.33,0.12,0.33
2018,2,CABA,50 a 59,Varón,22794,0.29,0.14,0.28
2018,2,CABA,60 a 69,Mujer,20837,0.31,0.14,0.28
2018,2,CABA,60 a 69,Varón,33061,0.22,0.25,0.2
2018,2,CABA,70 a 79,Mujer,10558,0.37,0.08,0.34
2018,2,CABA,70 a 79,Varón,19643,0.3,0.21,0.24
2018,2,CABA,80+,Mujer,19045,0.3,0.26,0.27
2018,2,CABA,80+,Varón,9425,0.36,0.25,0.35
2018,6,Buenos Aires,20 a 29,Mujer,111838,0.23,0.09,0.23
2018,6,Buenos Aires,20 a 29,Varón,34411,0.47,0.03,0.46
2018,6,Buenos Aires,30 a 39,Mujer,157882,0.18,0.13,0.17
2018,6,Buenos Aires,30 a 39,Varón,35871,0.33,0.03,0.33
2018,6,Buenos Aires,40 a 49,Mujer,173534,0.16,0.15,0.15
2018,6,Buenos Aires,40 a 49,Varón,155490,0.19,0.15,0.18
2018,6,Buenos Aires,50 a 59,Mujer,122898,0.18,0.15,0.16
2018,6,Buenos Aires,50 a 59,Varón,171160,0.17,0.22,0.15
2018,6,Buenos Aires,60 a 69,Mujer,152421,0.15,0.22,0.13
2018,6,Buenos Aires,60 a 69,Varón,131020,0.15,0.19,0.16
2018,6,Buenos Aires,70 a 79,Mujer,81106,0.18,0.19,0.16
2018,6,Buenos Aires,70 a 79,Varón,122049,0.19,0.26,0.17
2018,6,Buenos Aires,80+,Mujer,32404,0.22,0.16,0.22
2018,6,Buenos Aires,80+,Varón,29978,0.35,0.23,0.32
2018,10,Catamarca,20 a 29,Mujer,3722,0.28,0.13,0.29
2018,10,Catamarca,20 a 29,Varón,1081,0.66,0.04,0.7
2018,10,Catamarca,30 a 39,Mujer,1207,0.47,0.06,0.51
2018,10,Catamarca,30 a 39,Varón,2489,0.54,0.11,0.53
2018,10,Catamarca,40 a 49,Mujer,3285,0.36,0.17,0.35
2018,10,Catamarca,40 a 49,Varón,2239,0.37,0.17,0.38
2018,10,Catamarca,50 a 59,Mujer,1912,0.33,0.16,0.32
2018,10,Catamarca,50 a 59,Varón,1513,0.43,0.13,0.44
2018,10,Catamarca,60 a 69,Mujer,1214,0.52,0.09,0.48
2018,10,Catamarca,60 a 69,Varón,1237,0.61,0.11,0.61
2018,10,Catamarca,70 a 79,Mujer,1533,0.54,0.26,0.5
2018,10,Catamarca,70 a 79,Varón,655,0.48,0.14,0.54
2018,10,Catamarca,80+,Mujer,653,0.59,0.24,0.51
2018,10,Catamarca,80+,Varón,97,1.03,0.11,1.34
2018,14,Córdoba,20 a 29,Mujer,25579,0.36,0.09,0.36
2018,14,Córdoba,20 a 29,Varón,5028,0.48,0.02,0.48
2018,14,Córdoba,30 a 39,Mujer,26821,0.28,0.11,0.27
2018,14,Córdoba,30 a 39,Varón,12230,0.43,0.06,0.42
2018,14,Córdoba,40 a 49,Mujer,22827,0.29,0.11,0.27
2018,14,Córdoba,40 a 49,Varón,34020,0.38,0.18,0.34
2018,14,Córdoba,50 a 59,Mujer,25700,0.31,0.22,0.28
2018,14,Córdoba,50 a 59,Varón,30911,0.27,0.19,0.25
2018,14,Córdoba,60 a 69,Mujer,53719,0.19,0.29,0.16
2018,14,Córdoba,60 a 69,Varón,28304,0.25,0.21,0.23
2018,14,Córdoba,70 a 79,Mujer,18258,0.32,0.2,0.32
2018,14,Córdoba,70 a 79,Varón,14073,0.39,0.2,0.36
2018,14,Córdoba,80+,Mujer,4221,0.76,0.08,0.7
2018,14,Córdoba,80+,Varón,4831,0.55,0.22,0.46
2018,18,Corrientes,20 a 29,Mujer,8223,0.34,0.11,0.35
2018,18,Corrientes,20 a 29,Varón,4115,0.64,0.06,0.65
2018,18,Corrientes,30 a 39,Mujer,11841,0.32,0.15,0.28
2018,18,Corrientes,30 a 39,Varón,5529,0.46,0.1,0.45
2018,18,Corrientes,40 a 49,Mujer,4960,0.42,0.1,0.42
2018,18,Corrientes,40 a 49,Varón,3230,0.52,0.07,0.51
2018,18,Corrientes,50 a 59,Mujer,9070,0.29,0.19,0.25
2018,18,Corrientes,50 a 59,Varón,3836,0.58,0.1,0.53
2018,18,Corrientes,60 a 69,Mujer,10122,0.32,0.3,0.26
2018,18,Corrientes,60 a 69,Varón,5072,0.33,0.14,0.39
2018,18,Corrientes,70 a 79,Mujer,4965,0.47,0.25,0.38
2018,18,Corrientes,70 a 79,Varón,3256,0.44,0.25,0.35
2018,18,Corrientes,80+,Mujer,3722,0.35,0.32,0.3
2018,18,Corrientes,80+,Varón,1251,0.46,0.22,0.55
2018,22,Chaco,20 a 29,Mujer,2759,0.43,0.03,0.43
2018,22,Chaco,20 a 29,Varón,1344,0.66,0.02,0.67
2018,22,Chaco,30 a 39,Mujer,5790,0.27,0.08,0.26
2018,22,Chaco,30 a 39,Varón,1468,0.71,0.03,0.7
2018,22,Chaco,40 a 49,Mujer,4828,0.41,0.1,0.39
2018,22,Chaco,40 a 49,Varón,6416,0.33,0.11,0.34
2018,22,Chaco,50 a 59,Mujer,6772,0.23,0.16,0.22
2018,22,Chaco,50 a 59,Varón,3371,0.48,0.11,0.45
2018,22,Chaco,60 a 69,Mujer,6151,0.4,0.19,0.37
2018,22,Chaco,60 a 69,Varón,11152,0.29,0.25,0.28
2018,22,Chaco,70 a 79,Mujer,6921,0.29,0.3,0.26
2018,22,Chaco,70 a 79,Varón,1416,0.4,0.14,0.45
2018,22,Chaco,80+,Mujer,3221,0.67,0.45,0.47
2018,22,Chaco,80+,Varón,299,0.86,0.04,1.22
2018,26,Chubut,20 a 29,Mujer,4468,0.34,0.09,0.32
2018,26,Chubut,20 a 29,Varón,517,1.12,0.01,1.22
2018,26,Chubut,30 a 39,Mujer,7188,0.24,0.17,0.23
2018,26,Chubut,30 a 39,Varón,3250,0.35,0.08,0.34
2018,26,Chubut,40 a 49,Mujer,2071,0.54,0.07,0.52
2018,26,Chubut,40 a 49,Varón,4642,0.36,0.11,0.36
2018,26,Chubut,50 a 59,Mujer,5956,0.44,0.2,0.41
2018,26,Chubut,50 a 59,Varón,3242,0.46,0.14,0.48
2018,26,Chubut,60 a 69,Mujer,5030,0.28,0.27,0.21
2018,26,Chubut,60 a 69,Varón,3832,0.43,0.22,0.41
2018,26,Chubut,70 a 79,Mujer,701,0.6,0.12,0.58
2018,26,Chubut,70 a 79,Varón,1616,0.49,0.17,0.49
2018,26,Chubut,80+,Mujer,686,0.67,0.13,0.6
2018,26,Chubut,80+,Varón,2724,0.49,0.42,0.42
2018,30,Entre Ríos,20 a 29,Mujer,4523,0.33,0.06,0.28
2018,30,Entre Ríos,20 a 29,Varón,1530,0.61,0.02,0.61
2018,30,Entre Ríos,30 a 39,Mujer,9522,0.2,0.11,0.19
2018,30,Entre Ríos,30 a 39,Varón,1027,0.53,0.01,0.54
2018,30,Entre Ríos,40 a 49,Mujer,9406,0.3,0.13,0.28
2018,30,Entre Ríos,40 a 49,Varón,5554,0.37,0.09,0.37
2018,30,Entre Ríos,50 a 59,Mujer,13292,0.28,0.22,0.24
2018,30,Entre Ríos,50 a 59,Varón,2608,0.39,0.06,0.4
2018,30,Entre Ríos,60 a 69,Mujer,10113,0.22,0.19,0.2
2018,30,Entre Ríos,60 a 69,Varón,8190,0.23,0.19,0.21
2018,30,Entre Ríos,70 a 79,Mujer,7136,0.29,0.23,0.26
2018,30,Entre Ríos,70 a 79,Varón,6878,0.22,0.26,0.19
2018,30,Entre Ríos,80+,Mujer,3240,0.28,0.21,0.28
2018,30,Entre Ríos,80+,Varón,1457,0.59,0.14,0.64
2018,34,Formosa,20 a 29,Mujer,1362,0.71,0.04,0.76
2018,34,Formosa,20 a 29,Varón,0,NA,0,NA
2018,34,Formosa,30 a 39,Mujer,2859,0.35,0.08,0.34
2018,34,Formosa,30 a 39,Varón,1539,0.61,0.07,0.59
2018,34,Formosa,40 a 49,Mujer,2758,0.33,0.13,0.34
2018,34,Formosa,40 a 49,Varón,2420,0.44,0.09,0.45
2018,34,Formosa,50 a 59,Mujer,5429,0.27,0.24,0.24
2018,34,Formosa,50 a 59,Varón,5047,0.22,0.27,0.23
2018,34,Formosa,60 a 69,Mujer,1259,0.36,0.1,0.35
2018,34,Formosa,60 a 69,Varón,3679,0.32,0.28,0.27
2018,34,Formosa,70 a 79,Mujer,2352,0.31,0.24,0.26
2018,34,Formosa,70 a 79,Varón,1778,0.41,0.2,0.35
2018,34,Formosa,80+,Mujer,1884,0.32,0.52,0.22
2018,34,Formosa,80+,Varón,1098,0.53,0.31,0.48
2018,38,Jujuy,20 a 29,Mujer,2782,0.59,0.05,0.59
2018,38,Jujuy,20 a 29,Varón,486,1.13,0.01,1.23
2018,38,Jujuy,30 a 39,Mujer,5105,0.39,0.11,0.37
2018,38,Jujuy,30 a 39,Varón,2538,0.58,0.06,0.56
2018,38,Jujuy,40 a 49,Mujer,3409,0.35,0.08,0.35
2018,38,Jujuy,40 a 49,Varón,3136,0.37,0.09,0.37
2018,38,Jujuy,50 a 59,Mujer,4987,0.32,0.16,0.31
2018,38,Jujuy,50 a 59,Varón,3874,0.35,0.12,0.36
2018,38,Jujuy,60 a 69,Mujer,5007,0.25,0.23,0.22
2018,38,Jujuy,60 a 69,Varón,3165,0.36,0.17,0.37
2018,38,Jujuy,70 a 79,Mujer,1205,0.52,0.11,0.5
2018,38,Jujuy,70 a 79,Varón,1395,0.8,0.09,0.78
2018,38,Jujuy,80+,Mujer,592,0.48,0.13,0.63
2018,38,Jujuy,80+,Varón,744,0.8,0.27,0.8
2018,42,La Pampa,20 a 29,Mujer,1353,0.48,0.08,0.45
2018,42,La Pampa,20 a 29,Varón,1704,0.54,0.08,0.6
2018,42,La Pampa,30 a 39,Mujer,3857,0.29,0.19,0.27
2018,42,La Pampa,30 a 39,Varón,2603,0.38,0.16,0.4
2018,42,La Pampa,40 a 49,Mujer,617,0.63,0.05,0.67
2018,42,La Pampa,40 a 49,Varón,2922,0.35,0.2,0.29
2018,42,La Pampa,50 a 59,Mujer,668,0.42,0.05,0.46
2018,42,La Pampa,50 a 59,Varón,938,0.35,0.1,0.37
2018,42,La Pampa,60 a 69,Mujer,3324,0.29,0.32,0.26
2018,42,La Pampa,60 a 69,Varón,2176,0.35,0.23,0.35
2018,42,La Pampa,70 a 79,Mujer,1141,0.46,0.15,0.45
2018,42,La Pampa,70 a 79,Varón,2215,0.4,0.31,0.34
2018,42,La Pampa,80+,Mujer,407,0.45,0.18,0.61
2018,42,La Pampa,80+,Varón,575,0.61,0.34,0.5
