anio_enfr,prov_id,prov_nombre,grupo_edad_10,sexo,dm_total,dm_total_cv,dm_prev,dm_prev_cv
2009,14,Córdoba,60 a 69,Mujer,21448,0.2,0.16,0.19
2009,14,Córdoba,60 a 69,Varón,20229,0.27,0.19,0.24
2009,14,Córdoba,70 a 79,Mujer,10965,0.23,0.13,0.22
2009,14,Córdoba,70 a 79,Varón,17720,0.28,0.26,0.23
2009,14,Córdoba,80+,Mujer,16047,0.27,0.3,0.22
2009,14,Córdoba,80+,Varón,5262,0.41,0.2,0.38
2009,18,Corrientes,20 a 29,Mujer,1411,0.59,0.02,0.59
2009,18,Corrientes,20 a 29,Varón,1103,1,0.02,0.99
2009,18,Corrientes,30 a 39,Mujer,3708,0.37,0.06,0.35
2009,18,Corrientes,30 a 39,Varón,501,0.76,0.01,0.76
2009,18,Corrientes,40 a 49,Mujer,7238,0.47,0.15,0.41
2009,18,Corrientes,40 a 49,Varón,2628,0.42,0.07,0.41
2009,18,Corrientes,50 a 59,Mujer,10574,0.25,0.25,0.22
2009,18,Corrientes,50 a 59,Varón,3968,0.39,0.14,0.36
2009,18,Corrientes,60 a 69,Mujer,6417,0.28,0.21,0.26
2009,18,Corrientes,60 a 69,Varón,3098,0.45,0.15,0.41
2009,18,Corrientes,70 a 79,Mujer,4967,0.3,0.34,0.25
2009,18,Corrientes,70 a 79,Varón,3133,0.4,0.25,0.34
2009,18,Corrientes,80+,Mujer,651,0.62,0.13,0.61
2009,18,Corrientes,80+,Varón,0,NA,0,NA
2009,22,Chaco,20 a 29,Mujer,2503,0.56,0.03,0.55
2009,22,Chaco,20 a 29,Varón,1570,0.53,0.02,0.53
2009,22,Chaco,30 a 39,Mujer,3210,0.39,0.07,0.37
2009,22,Chaco,30 a 39,Varón,2406,0.42,0.05,0.41
2009,22,Chaco,40 a 49,Mujer,4726,0.32,0.1,0.31
2009,22,Chaco,40 a 49,Varón,3016,0.37,0.07,0.36
2009,22,Chaco,50 a 59,Mujer,6826,0.28,0.18,0.25
2009,22,Chaco,50 a 59,Varón,2241,0.46,0.05,0.45
2009,22,Chaco,60 a 69,Mujer,5234,0.3,0.17,0.27
2009,22,Chaco,60 a 69,Varón,5193,0.31,0.27,0.26
2009,22,Chaco,70 a 79,Mujer,2931,0.33,0.19,0.31
2009,22,Chaco,70 a 79,Varón,3501,0.34,0.26,0.3
2009,22,Chaco,80+,Mujer,1503,0.61,0.15,0.56
2009,22,Chaco,80+,Varón,553,0.74,0.21,0.67
2009,26,Chubut,20 a 29,Mujer,2232,0.46,0.08,0.44
2009,26,Chubut,20 a 29,Varón,1101,0.45,0.04,0.45
2009,26,Chubut,30 a 39,Mujer,2579,0.35,0.08,0.33
2009,26,Chubut,30 a 39,Varón,1780,0.36,0.07,0.35
2009,26,Chubut,40 a 49,Mujer,2342,0.35,0.1,0.33
2009,26,Chubut,40 a 49,Varón,2989,0.41,0.13,0.37
2009,26,Chubut,50 a 59,Mujer,4164,0.26,0.19,0.23
2009,26,Chubut,50 a 59,Varón,2880,0.28,0.15,0.27
2009,26,Chubut,60 a 69,Mujer,2542,0.27,0.16,0.25
2009,26,Chubut,60 a 69,Varón,2213,0.33,0.19,0.3
2009,26,Chubut,70 a 79,Mujer,1305,0.35,0.21,0.31
2009,26,Chubut,70 a 79,Varón,3404,0.31,0.38,0.24
2009,26,Chubut,80+,Mujer,356,0.51,0.16,0.5
2009,26,Chubut,80+,Varón,352,0.71,0.22,0.66
2009,30,Entre Ríos,20 a 29,Mujer,3984,0.44,0.05,0.43
2009,30,Entre Ríos,20 a 29,Varón,2205,0.53,0.03,0.53
2009,30,Entre Ríos,30 a 39,Mujer,5980,0.32,0.08,0.31
2009,30,Entre Ríos,30 a 39,Varón,4458,0.59,0.06,0.56
2009,30,Entre Ríos,40 a 49,Mujer,8677,0.32,0.17,0.28
2009,30,Entre Ríos,40 a 49,Varón,1779,0.61,0.04,0.6
2009,30,Entre Ríos,50 a 59,Mujer,8967,0.28,0.15,0.26
2009,30,Entre Ríos,50 a 59,Varón,9716,0.27,0.19,0.24
2009,30,Entre Ríos,60 a 69,Mujer,4291,0.38,0.11,0.35
2009,30,Entre Ríos,60 a 69,Varón,5765,0.32,0.17,0.3
2009,30,Entre Ríos,70 a 79,Mujer,7217,0.27,0.21,0.24
2009,30,Entre Ríos,70 a 79,Varón,3314,0.4,0.26,0.34
2009,30,Entre Ríos,80+,Mujer,3954,0.46,0.18,0.4
2009,30,Entre Ríos,80+,Varón,949,0.71,0.17,0.64
2009,34,Formosa,20 a 29,Mujer,1276,0.48,0.04,0.47
2009,34,Formosa,20 a 29,Varón,456,0.85,0.02,0.84
2009,34,Formosa,30 a 39,Mujer,1824,0.3,0.07,0.29
2009,34,Formosa,30 a 39,Varón,746,0.51,0.03,0.51
2009,34,Formosa,40 a 49,Mujer,2848,0.29,0.11,0.27
2009,34,Formosa,40 a 49,Varón,1896,0.4,0.1,0.38
2009,34,Formosa,50 a 59,Mujer,2603,0.31,0.14,0.29
2009,34,Formosa,50 a 59,Varón,1425,0.44,0.08,0.42
2009,34,Formosa,60 a 69,Mujer,3779,0.25,0.31,0.2
2009,34,Formosa,60 a 69,Varón,1352,0.53,0.14,0.48
2009,34,Formosa,70 a 79,Mujer,1311,0.36,0.16,0.34
2009,34,Formosa,70 a 79,Varón,546,0.6,0.12,0.58
2009,34,Formosa,80+,Mujer,233,0.74,0.05,0.76
2009,34,Formosa,80+,Varón,0,NA,0,NA
2009,38,Jujuy,20 a 29,Mujer,1954,0.4,0.04,0.4
2009,38,Jujuy,20 a 29,Varón,3441,0.35,0.07,0.34
2009,38,Jujuy,30 a 39,Mujer,2272,0.34,0.06,0.33
2009,38,Jujuy,30 a 39,Varón,1682,0.36,0.05,0.36
2009,38,Jujuy,40 a 49,Mujer,2624,0.33,0.08,0.31
2009,38,Jujuy,40 a 49,Varón,1582,0.45,0.05,0.44
2009,38,Jujuy,50 a 59,Mujer,6111,0.27,0.22,0.23
2009,38,Jujuy,50 a 59,Varón,3503,0.31,0.15,0.29
2009,38,Jujuy,60 a 69,Mujer,2898,0.34,0.13,0.32
2009,38,Jujuy,60 a 69,Varón,4231,0.27,0.27,0.23
2009,38,Jujuy,70 a 79,Mujer,3672,0.28,0.33,0.23
2009,38,Jujuy,70 a 79,Varón,2026,0.39,0.2,0.35
2009,38,Jujuy,80+,Mujer,1078,0.56,0.18,0.49
2009,38,Jujuy,80+,Varón,494,0.83,0.12,0.77
2009,42,La Pampa,20 a 29,Mujer,723,0.41,0.04,0.4
2009,42,La Pampa,20 a 29,Varón,440,0.75,0.03,0.74
2009,42,La Pampa,30 a 39,Mujer,1414,0.32,0.09,0.31
2009,42,La Pampa,30 a 39,Varón,520,0.52,0.03,0.51
2009,42,La Pampa,40 a 49,Mujer,2226,0.32,0.13,0.29
2009,42,La Pampa,40 a 49,Varón,325,0.59,0.03,0.59
2009,42,La Pampa,50 a 59,Mujer,1907,0.3,0.17,0.27
2009,42,La Pampa,50 a 59,Varón,1409,0.33,0.1,0.32
2009,42,La Pampa,60 a 69,Mujer,2387,0.25,0.23,0.22
2009,42,La Pampa,60 a 69,Varón,2077,0.3,0.22,0.27
2009,42,La Pampa,70 a 79,Mujer,1849,0.25,0.27,0.21
2009,42,La Pampa,70 a 79,Varón,1074,0.38,0.24,0.33
2009,42,La Pampa,80+,Mujer,653,0.5,0.16,0.44
2009,42,La Pampa,80+,Varón,497,0.74,0.21,0.62
2009,46,La Rioja,20 a 29,Mujer,2231,0.32,0.08,0.31
2009,46,La Rioja,20 a 29,Varón,1929,0.36,0.08,0.34
2009,46,La Rioja,30 a 39,Mujer,1592,0.38,0.08,0.36
2009,46,La Rioja,30 a 39,Varón,812,0.42,0.04,0.41
2009,46,La Rioja,40 a 49,Mujer,1657,0.31,0.11,0.29
2009,46,La Rioja,40 a 49,Varón,2034,0.29,0.14,0.27
2009,46,La Rioja,50 a 59,Mujer,3205,0.24,0.27,0.21
2009,46,La Rioja,50 a 59,Varón,2223,0.29,0.19,0.26
2009,46,La Rioja,60 a 69,Mujer,3346,0.23,0.42,0.16
2009,46,La Rioja,60 a 69,Varón,1675,0.31,0.24,0.27
2009,46,La Rioja,70 a 79,Mujer,968,0.35,0.3,0.29
2009,46,La Rioja,70 a 79,Varón,1122,0.38,0.37,0.3
2009,46,La Rioja,80+,Mujer,210,0.71,0.07,0.7
2009,46,La Rioja,80+,Varón,51,1,0.09,1.01
2009,50,Mendoza,20 a 29,Mujer,5928,0.41,0.05,0.4
2009,50,Mendoza,20 a 29,Varón,2171,0.74,0.02,0.73
2009,50,Mendoza,30 a 39,Mujer,4487,0.38,0.05,0.37
2009,50,Mendoza,30 a 39,Varón,7169,0.39,0.08,0.38
2009,50,Mendoza,40 a 49,Mujer,3672,0.41,0.05,0.41
2009,50,Mendoza,40 a 49,Varón,5892,0.4,0.1,0.38
2009,50,Mendoza,50 a 59,Mujer,7172,0.37,0.1,0.36
2009,50,Mendoza,50 a 59,Varón,7823,0.38,0.13,0.36
2009,50,Mendoza,60 a 69,Mujer,13766,0.24,0.23,0.21
2009,50,Mendoza,60 a 69,Varón,8939,0.33,0.2,0.3
2009,50,Mendoza,70 a 79,Mujer,8378,0.28,0.2,0.26
2009,50,Mendoza,70 a 79,Varón,5263,0.37,0.15,0.36
2009,50,Mendoza,80+,Mujer,2606,0.5,0.18,0.46
2009,50,Mendoza,80+,Varón,2960,0.6,0.23,0.52
2009,54,Misiones,20 a 29,Mujer,3402,0.35,0.05,0.34
2009,54,Misiones,20 a 29,Varón,2296,0.59,0.05,0.57
2009,54,Misiones,30 a 39,Mujer,6096,0.27,0.11,0.25
2009,54,Misiones,30 a 39,Varón,2009,0.43,0.05,0.43
2009,54,Misiones,40 a 49,Mujer,2464,0.44,0.06,0.43
2009,54,Misiones,40 a 49,Varón,1637,0.49,0.04,0.48
2009,54,Misiones,50 a 59,Mujer,3893,0.36,0.13,0.33
2009,54,Misiones,50 a 59,Varón,4049,0.34,0.13,0.32
2009,54,Misiones,60 a 69,Mujer,2440,0.31,0.16,0.3
2009,54,Misiones,60 a 69,Varón,2965,0.55,0.14,0.5
2009,54,Misiones,70 a 79,Mujer,2241,0.53,0.18,0.46
2009,54,Misiones,70 a 79,Varón,3291,0.37,0.46,0.26
2009,54,Misiones,80+,Mujer,701,0.83,0.21,0.71
2009,54,Misiones,80+,Varón,0,NA,0,NA
2009,58,Neuquén,20 a 29,Mujer,1189,0.47,0.04,0.47
2009,58,Neuquén,20 a 29,Varón,254,1,0.01,1
2009,58,Neuquén,30 a 39,Mujer,2872,0.31,0.07,0.31
2009,58,Neuquén,30 a 39,Varón,1592,0.42,0.05,0.42
2009,58,Neuquén,40 a 49,Mujer,1160,0.44,0.04,0.43
2009,58,Neuquén,40 a 49,Varón,950,0.61,0.06,0.59
2009,58,Neuquén,50 a 59,Mujer,2717,0.32,0.13,0.31
2009,58,Neuquén,50 a 59,Varón,3216,0.39,0.13,0.37
2009,58,Neuquén,60 a 69,Mujer,1792,0.36,0.12,0.34
2009,58,Neuquén,60 a 69,Varón,2282,0.34,0.12,0.33
2009,58,Neuquén,70 a 79,Mujer,1823,0.36,0.24,0.31
2009,58,Neuquén,70 a 79,Varón,1578,0.49,0.37,0.37
2009,58,Neuquén,80+,Mujer,654,0.53,0.19,0.5
2009,58,Neuquén,80+,Varón,0,NA,0,NA
2009,62,Río Negro,20 a 29,Mujer,2143,0.37,0.07,0.36
2009,62,Río Negro,20 a 29,Varón,1030,0.62,0.03,0.61
2009,62,Río Negro,30 a 39,Mujer,2701,0.32,0.07,0.31
2009,62,Río Negro,30 a 39,Varón,1497,0.39,0.05,0.39
2009,62,Río Negro,40 a 49,Mujer,2849,0.28,0.08,0.27
2009,62,Río Negro,40 a 49,Varón,3711,0.29,0.14,0.27
2009,62,Río Negro,50 a 59,Mujer,3528,0.31,0.12,0.29
2009,62,Río Negro,50 a 59,Varón,3304,0.29,0.13,0.27
2009,62,Río Negro,60 a 69,Mujer,4758,0.25,0.25,0.21
2009,62,Río Negro,60 a 69,Varón,2241,0.35,0.17,0.32
2009,62,Río Negro,70 a 79,Mujer,1621,0.42,0.16,0.38
2009,62,Río Negro,70 a 79,Varón,3192,0.27,0.32,0.23
2009,62,Río Negro,80+,Mujer,895,0.41,0.21,0.42
2009,62,Río Negro,80+,Varón,1494,0.39,0.29,0.34
2009,66,Salta,20 a 29,Mujer,4485,0.42,0.05,0.41
2009,66,Salta,20 a 29,Varón,2144,0.8,0.02,0.79
2009,66,Salta,30 a 39,Mujer,3993,0.32,0.05,0.32
2009,66,Salta,30 a 39,Varón,2009,0.46,0.03,0.46
2009,66,Salta,40 a 49,Mujer,7674,0.3,0.12,0.28
2009,66,Salta,40 a 49,Varón,2991,0.43,0.07,0.41
2009,66,Salta,50 a 59,Mujer,7661,0.3,0.15,0.27
2009,66,Salta,50 a 59,Varón,9753,0.28,0.24,0.24
2009,66,Salta,60 a 69,Mujer,2686,0.37,0.08,0.36
2009,66,Salta,60 a 69,Varón,3057,0.42,0.1,0.4
2009,66,Salta,70 a 79,Mujer,3767,0.33,0.31,0.27
2009,66,Salta,70 a 79,Varón,2847,0.35,0.13,0.35
2009,66,Salta,80+,Mujer,861,0.68,0.11,0.65
2009,66,Salta,80+,Varón,1855,0.62,0.36,0.47
2009,70,San Juan,20 a 29,Mujer,2613,0.42,0.05,0.41
2009,70,San Juan,20 a 29,Varón,237,1,0.01,1
2009,70,San Juan,30 a 39,Mujer,3027,0.32,0.07,0.31
2009,70,San Juan,30 a 39,Varón,2298,0.57,0.07,0.54
2009,70,San Juan,40 a 49,Mujer,5124,0.32,0.16,0.29
2009,70,San Juan,40 a 49,Varón,3033,0.4,0.1,0.38
2009,70,San Juan,50 a 59,Mujer,4154,0.3,0.14,0.29
2009,70,San Juan,50 a 59,Varón,4291,0.35,0.17,0.31
2009,70,San Juan,60 a 69,Mujer,7879,0.23,0.26,0.2
2009,70,San Juan,60 a 69,Varón,5011,0.35,0.29,0.28
2009,70,San Juan,70 a 79,Mujer,2453,0.34,0.16,0.32
2009,70,San Juan,70 a 79,Varón,4152,0.3,0.33,0.25
2009,70,San Juan,80+,Mujer,1776,0.43,0.27,0.36
2009,70,San Juan,80+,Varón,570,0.71,0.1,0.69
2009,74,San Luis,20 a 29,Mujer,2264,0.31,0.07,0.3
2009,74,San Luis,20 a 29,Varón,784,0.6,0.02,0.6
2009,74,San Luis,30 a 39,Mujer,1980,0.29,0.08,0.29
2009,74,San Luis,30 a 39,Varón,1233,0.42,0.05,0.41
2009,74,San Luis,40 a 49,Mujer,2892,0.26,0.13,0.25
2009,74,San Luis,40 a 49,Varón,1528,0.38,0.08,0.37
2009,74,San Luis,50 a 59,Mujer,1182,0.38,0.06,0.37
2009,74,San Luis,50 a 59,Varón,2225,0.33,0.13,0.32
2009,74,San Luis,60 a 69,Mujer,3921,0.24,0.21,0.21
2009,74,San Luis,60 a 69,Varón,2629,0.31,0.21,0.27
2009,74,San Luis,70 a 79,Mujer,2898,0.27,0.33,0.21
2009,74,San Luis,70 a 79,Varón,2062,0.35,0.28,0.29
2009,74,San Luis,80+,Mujer,245,0.77,0.06,0.76
2009,74,San Luis,80+,Varón,0,NA,0,NA
2009,78,Santa Cruz,20 a 29,Mujer,732,0.41,0.05,0.41
2009,78,Santa Cruz,20 a 29,Varón,485,0.62,0.03,0.61
2009,78,Santa Cruz,30 a 39,Mujer,1242,0.35,0.09,0.33
2009,78,Santa Cruz,30 a 39,Varón,584,0.47,0.04,0.46
2009,78,Santa Cruz,40 a 49,Mujer,2023,0.27,0.15,0.25
2009,78,Santa Cruz,40 a 49,Varón,411,0.46,0.05,0.46
2009,78,Santa Cruz,50 a 59,Mujer,1049,0.37,0.12,0.34
2009,78,Santa Cruz,50 a 59,Varón,1030,0.35,0.11,0.33
2009,78,Santa Cruz,60 a 69,Mujer,2014,0.24,0.31,0.19
2009,78,Santa Cruz,60 a 69,Varón,1471,0.29,0.31,0.24
2009,78,Santa Cruz,70 a 79,Mujer,839,0.33,0.27,0.3
2009,78,Santa Cruz,70 a 79,Varón,1050,0.3,0.27,0.26
2009,78,Santa Cruz,80+,Mujer,114,0.75,0.16,0.67
2009,78,Santa Cruz,80+,Varón,0,NA,0,NA
2009,82,Santa Fe,20 a 29,Mujer,6612,0.37,0.03,0.37
2009,82,Santa Fe,20 a 29,Varón,7269,0.59,0.04,0.57
2009,82,Santa Fe,30 a 39,Mujer,7545,0.34,0.04,0.33
2009,82,Santa Fe,30 a 39,Varón,6591,0.35,0.04,0.34
2009,82,Santa Fe,40 a 49,Mujer,11855,0.28,0.08,0.27
2009,82,Santa Fe,40 a 49,Varón,17231,0.27,0.1,0.26
2009,82,Santa Fe,50 a 59,Mujer,15313,0.27,0.09,0.26
2009,82,Santa Fe,50 a 59,Varón,14861,0.37,0.14,0.33
2009,82,Santa Fe,60 a 69,Mujer,19358,0.24,0.14,0.22
2009,82,Santa Fe,60 a 69,Varón,19793,0.25,0.19,0.22
2009,82,Santa Fe,70 a 79,Mujer,11735,0.25,0.13,0.24
2009,82,Santa Fe,70 a 79,Varón,18608,0.27,0.26,0.23
2009,82,Santa Fe,80+,Mujer,5301,0.41,0.12,0.39
2009,82,Santa Fe,80+,Varón,5455,0.39,0.19,0.36
2009,86,Santiago del Estero,20 a 29,Mujer,5636,0.3,0.12,0.28
2009,86,Santiago del Estero,20 a 29,Varón,2831,0.37,0.07,0.36
2009,86,Santiago del Estero,30 a 39,Mujer,5819,0.24,0.16,0.22
2009,86,Santiago del Estero,30 a 39,Varón,3209,0.38,0.1,0.36
2009,86,Santiago del Estero,40 a 49,Mujer,5010,0.29,0.15,0.27
2009,86,Santiago del Estero,40 a 49,Varón,4578,0.33,0.16,0.3
2009,86,Santiago del Estero,50 a 59,Mujer,6106,0.29,0.25,0.25
2009,86,Santiago del Estero,50 a 59,Varón,6576,0.3,0.25,0.26
2009,86,Santiago del Estero,60 a 69,Mujer,4845,0.32,0.24,0.27
2009,86,Santiago del Estero,60 a 69,Varón,3413,0.34,0.27,0.3
2009,86,Santiago del Estero,70 a 79,Mujer,2619,0.32,0.22,0.31
2009,86,Santiago del Estero,70 a 79,Varón,3274,0.4,0.33,0.34
2009,86,Santiago del Estero,80+,Mujer,958,0.62,0.15,0.57
2009,86,Santiago del Estero,80+,Varón,0,NA,0,NA
2009,90,Tucumán,20 a 29,Mujer,8032,0.3,0.08,0.29
2009,90,Tucumán,20 a 29,Varón,6150,0.38,0.06,0.37
2009,90,Tucumán,30 a 39,Mujer,6918,0.27,0.08,0.26
2009,90,Tucumán,30 a 39,Varón,3848,0.55,0.05,0.53
2009,90,Tucumán,40 a 49,Mujer,5785,0.33,0.09,0.32
2009,90,Tucumán,40 a 49,Varón,3164,0.42,0.06,0.41
2009,90,Tucumán,50 a 59,Mujer,6854,0.3,0.13,0.29
2009,90,Tucumán,50 a 59,Varón,7559,0.35,0.17,0.31
2009,90,Tucumán,60 a 69,Mujer,11834,0.25,0.27,0.21
2009,90,Tucumán,60 a 69,Varón,6693,0.34,0.17,0.3
2009,90,Tucumán,70 a 79,Mujer,2710,0.41,0.14,0.38
2009,90,Tucumán,70 a 79,Varón,1163,0.82,0.08,0.78
2009,90,Tucumán,80+,Mujer,2925,0.46,0.22,0.41
2009,90,Tucumán,80+,Varón,1950,0.62,0.35,0.48
2009,94,Tierra del Fuego,20 a 29,Mujer,1295,0.28,0.12,0.26
2009,94,Tierra del Fuego,20 a 29,Varón,595,0.48,0.06,0.46
2009,94,Tierra del Fuego,30 a 39,Mujer,985,0.28,0.11,0.27
2009,94,Tierra del Fuego,30 a 39,Varón,253,0.53,0.03,0.52
2009,94,Tierra del Fuego,40 a 49,Mujer,1685,0.25,0.18,0.23
2009,94,Tierra del Fuego,40 a 49,Varón,990,0.31,0.11,0.29
2009,94,Tierra del Fuego,50 a 59,Mujer,1181,0.32,0.19,0.28
2009,94,Tierra del Fuego,50 a 59,Varón,812,0.38,0.16,0.35
2009,94,Tierra del Fuego,60 a 69,Mujer,85,0.58,0.03,0.6
2009,94,Tierra del Fuego,60 a 69,Varón,1261,0.3,0.56,0.18
2009,94,Tierra del Fuego,70 a 79,Mujer,249,0.71,0.24,0.59
2009,94,Tierra del Fuego,70 a 79,Varón,294,0.44,0.34,0.37
2009,94,Tierra del Fuego,80+,Mujer,90,0.77,0.24,0.66
2009,94,Tierra del Fuego,80+,Varón,0,NA,0,NA
2013,2,CABA,20 a 29,Mujer,1688,0.78,0.01,0.79
2013,2,CABA,20 a 29,Varón,1949,1,0.01,1
2013,2,CABA,30 a 39,Mujer,6817,0.75,0.03,0.74
2013,2,CABA,30 a 39,Varón,14094,0.46,0.06,0.45
2013,2,CABA,40 a 49,Mujer,2341,0.68,0.01,0.69
2013,2,CABA,40 a 49,Varón,4450,0.73,0.03,0.73
2013,2,CABA,50 a 59,Mujer,25797,0.37,0.14,0.34
2013,2,CABA,50 a 59,Varón,12372,0.42,0.09,0.42
2013,2,CABA,60 a 69,Mujer,30098,0.43,0.19,0.38
2013,2,CABA,60 a 69,Varón,32731,0.35,0.29,0.29
2013,2,CABA,70 a 79,Mujer,15611,0.52,0.13,0.48
2013,2,CABA,70 a 79,Varón,29121,0.36,0.32,0.29
2013,2,CABA,80+,Mujer,9986,0.47,0.11,0.47
2013,2,CABA,80+,Varón,0,NA,0,NA
2013,6,Buenos Aires,20 a 29,Mujer,29152,0.4,0.02,0.39
2013,6,Buenos Aires,20 a 29,Varón,57967,0.39,0.05,0.37
2013,6,Buenos Aires,30 a 39,Mujer,91512,0.21,0.08,0.2
2013,6,Buenos Aires,30 a 39,Varón,54560,0.26,0.05,0.26
2013,6,Buenos Aires,40 a 49,Mujer,93302,0.22,0.09,0.21
2013,6,Buenos Aires,40 a 49,Varón,83533,0.25,0.09,0.23
2013,6,Buenos Aires,50 a 59,Mujer,120825,0.21,0.16,0.19
2013,6,Buenos Aires,50 a 59,Varón,97982,0.21,0.14,0.2
2013,6,Buenos Aires,60 a 69,Mujer,105171,0.19,0.15,0.18
2013,6,Buenos Aires,60 a 69,Varón,117034,0.18,0.19,0.17
2013,6,Buenos Aires,70 a 79,Mujer,94851,0.19,0.2,0.17
2013,6,Buenos Aires,70 a 79,Varón,58946,0.23,0.22,0.21
2013,6,Buenos Aires,80+,Mujer,24879,0.48,0.12,0.44
2013,6,Buenos Aires,80+,Varón,9867,0.35,0.07,0.37
2013,10,Catamarca,20 a 29,Mujer,1960,0.52,0.08,0.5
2013,10,Catamarca,20 a 29,Varón,108,0.77,0.01,0.79
2013,10,Catamarca,30 a 39,Mujer,1974,0.42,0.11,0.39
2013,10,Catamarca,30 a 39,Varón,1782,0.45,0.08,0.44
2013,10,Catamarca,40 a 49,Mujer,3536,0.3,0.23,0.26
2013,10,Catamarca,40 a 49,Varón,2965,0.39,0.23,0.33
2013,10,Catamarca,50 a 59,Mujer,1122,0.49,0.13,0.47
2013,10,Catamarca,50 a 59,Varón,2275,0.47,0.19,0.42
2013,10,Catamarca,60 a 69,Mujer,2824,0.32,0.2,0.3
2013,10,Catamarca,60 a 69,Varón,1015,0.61,0.14,0.55
2013,10,Catamarca,70 a 79,Mujer,872,0.52,0.16,0.49
2013,10,Catamarca,70 a 79,Varón,1420,0.46,0.33,0.39
2013,10,Catamarca,80+,Mujer,293,1,0.16,0.89
2013,10,Catamarca,80+,Varón,226,1,0.15,0.93
2013,14,Córdoba,20 a 29,Mujer,10411,0.34,0.04,0.34
2013,14,Córdoba,20 a 29,Varón,11331,0.69,0.05,0.67
2013,14,Córdoba,30 a 39,Mujer,17873,0.39,0.09,0.37
2013,14,Córdoba,30 a 39,Varón,7688,0.38,0.04,0.39
2013,14,Córdoba,40 a 49,Mujer,32448,0.32,0.17,0.29
2013,14,Córdoba,40 a 49,Varón,19011,0.33,0.12,0.33
2013,14,Córdoba,50 a 59,Mujer,19232,0.25,0.14,0.25
2013,14,Córdoba,50 a 59,Varón,28740,0.24,0.22,0.23
2013,14,Córdoba,60 a 69,Mujer,45899,0.31,0.29,0.24
2013,14,Córdoba,60 a 69,Varón,22311,0.4,0.19,0.36
2013,14,Córdoba,70 a 79,Mujer,18997,0.38,0.24,0.32
2013,14,Córdoba,70 a 79,Varón,31177,0.46,0.55,0.23
2013,14,Córdoba,80+,Mujer,5634,0.63,0.1,0.59
2013,14,Córdoba,80+,Varón,2353,0.67,0.08,0.72
2013,18,Corrientes,20 a 29,Mujer,2037,0.56,0.03,0.56
2013,18,Corrientes,20 a 29,Varón,1987,0.6,0.03,0.6
2013,18,Corrientes,30 a 39,Mujer,3140,0.36,0.05,0.36
2013,18,Corrientes,30 a 39,Varón,1334,0.72,0.03,0.71
2013,18,Corrientes,40 a 49,Mujer,3986,0.36,0.09,0.34
2013,18,Corrientes,40 a 49,Varón,1307,0.56,0.03,0.56
2013,18,Corrientes,50 a 59,Mujer,7882,0.28,0.18,0.25
2013,18,Corrientes,50 a 59,Varón,2412,0.6,0.07,0.58
2013,18,Corrientes,60 a 69,Mujer,4864,0.47,0.19,0.4
2013,18,Corrientes,60 a 69,Varón,3222,0.43,0.13,0.42
2013,18,Corrientes,70 a 79,Mujer,4353,0.28,0.21,0.27
2013,18,Corrientes,70 a 79,Varón,3166,0.38,0.18,0.39
2013,18,Corrientes,80+,Mujer,1988,0.51,0.23,0.46
2013,18,Corrientes,80+,Varón,219,1,0.06,1.01
2013,22,Chaco,20 a 29,Mujer,3784,0.46,0.05,0.46
2013,22,Chaco,20 a 29,Varón,1410,0.73,0.02,0.73
2013,22,Chaco,30 a 39,Mujer,10359,0.47,0.14,0.42
2013,22,Chaco,30 a 39,Varón,4323,0.42,0.08,0.41
2013,22,Chaco,40 a 49,Mujer,3192,0.47,0.08,0.46
2013,22,Chaco,40 a 49,Varón,1717,0.63,0.04,0.63
2013,22,Chaco,50 a 59,Mujer,2800,0.5,0.07,0.48
2013,22,Chaco,50 a 59,Varón,6583,0.37,0.17,0.34
2013,22,Chaco,60 a 69,Mujer,5490,0.32,0.18,0.29
2013,22,Chaco,60 a 69,Varón,2220,0.43,0.09,0.43
2013,22,Chaco,70 a 79,Mujer,3583,0.54,0.18,0.48
2013,22,Chaco,70 a 79,Varón,3328,0.38,0.36,0.34
2013,22,Chaco,80+,Mujer,1691,0.65,0.33,0.51
2013,22,Chaco,80+,Varón,235,1,0.07,1.05
2013,26,Chubut,20 a 29,Mujer,2696,0.41,0.06,0.39
2013,26,Chubut,20 a 29,Varón,1589,0.64,0.04,0.62
2013,26,Chubut,30 a 39,Mujer,2999,0.32,0.08,0.3
2013,26,Chubut,30 a 39,Varón,3802,0.31,0.09,0.29
2013,26,Chubut,40 a 49,Mujer,1813,0.34,0.06,0.33
2013,26,Chubut,40 a 49,Varón,2416,0.36,0.09,0.34
2013,26,Chubut,50 a 59,Mujer,4194,0.28,0.18,0.25
2013,26,Chubut,50 a 59,Varón,2175,0.32,0.1,0.31
2013,26,Chubut,60 a 69,Mujer,3513,0.28,0.21,0.25
2013,26,Chubut,60 a 69,Varón,1749,0.39,0.12,0.37
2013,26,Chubut,70 a 79,Mujer,2631,0.33,0.29,0.27
2013,26,Chubut,70 a 79,Varón,1577,0.45,0.23,0.39
2013,26,Chubut,80+,Mujer,579,0.5,0.11,0.5
2013,26,Chubut,80+,Varón,497,0.71,0.16,0.65
2013,30,Entre Ríos,20 a 29,Mujer,2804,0.41,0.03,0.41
2013,30,Entre Ríos,20 a 29,Varón,1384,0.7,0.02,0.7
2013,30,Entre Ríos,30 a 39,Mujer,2516,0.37,0.03,0.37
2013,30,Entre Ríos,30 a 39,Varón,4053,0.45,0.06,0.44
