anio,anio_enfr,prov_id,prov_nombre,grupo_edad,grupo_edad_10,sexo,proy_pob
2005,2005,62,Río Negro,80+,80+,Varón,3296
2005,2005,62,Río Negro,80+,80+,Mujer,4772
2005,2005,66,Salta,20 a 24,20 a 29,Varón,52779
2005,2005,66,Salta,20 a 24,20 a 29,Mujer,52234
2005,2005,66,Salta,25 a 29,20 a 29,Varón,46217
2005,2005,66,Salta,25 a 29,20 a 29,Mujer,47645
2005,2005,66,Salta,30 a 34,30 a 39,Varón,38395
2005,2005,66,Salta,30 a 34,30 a 39,Mujer,39686
2005,2005,66,Salta,35 a 39,30 a 39,Varón,33750
2005,2005,66,Salta,35 a 39,30 a 39,Mujer,33958
2005,2005,66,Salta,40 a 44,40 a 49,Varón,30737
2005,2005,66,Salta,40 a 44,40 a 49,Mujer,31131
2005,2005,66,Salta,45 a 49,40 a 49,Varón,26582
2005,2005,66,Salta,45 a 49,40 a 49,Mujer,27605
2005,2005,66,Salta,50 a 54,50 a 59,Varón,24328
2005,2005,66,Salta,50 a 54,50 a 59,Mujer,25022
2005,2005,66,Salta,55 a 59,50 a 59,Varón,19383
2005,2005,66,Salta,55 a 59,50 a 59,Mujer,20491
2005,2005,66,Salta,60 a 64,60 a 69,Varón,15295
2005,2005,66,Salta,60 a 64,60 a 69,Mujer,15975
2005,2005,66,Salta,65 a 69,60 a 69,Varón,12423
2005,2005,66,Salta,65 a 69,60 a 69,Mujer,13323
2005,2005,66,Salta,70 a 74,70 a 79,Varón,9361
2005,2005,66,Salta,70 a 74,70 a 79,Mujer,10613
2005,2005,66,Salta,75 a 79,70 a 79,Varón,6517
2005,2005,66,Salta,75 a 79,70 a 79,Mujer,7857
2005,2005,66,Salta,80+,80+,Varón,4826
2005,2005,66,Salta,80+,80+,Mujer,7296
2005,2005,70,San Juan,20 a 24,20 a 29,Varón,28611
2005,2005,70,San Juan,20 a 24,20 a 29,Mujer,27986
2005,2005,70,San Juan,25 a 29,20 a 29,Varón,28016
2005,2005,70,San Juan,25 a 29,20 a 29,Mujer,27295
2005,2005,70,San Juan,30 a 34,30 a 39,Varón,23659
2005,2005,70,San Juan,30 a 34,30 a 39,Mujer,23756
2005,2005,70,San Juan,35 a 39,30 a 39,Varón,19431
2005,2005,70,San Juan,35 a 39,30 a 39,Mujer,20091
2005,2005,70,San Juan,40 a 44,40 a 49,Varón,17774
2005,2005,70,San Juan,40 a 44,40 a 49,Mujer,18492
2005,2005,70,San Juan,45 a 49,40 a 49,Varón,16187
2005,2005,70,San Juan,45 a 49,40 a 49,Mujer,18243
2005,2005,70,San Juan,50 a 54,50 a 59,Varón,15683
2005,2005,70,San Juan,50 a 54,50 a 59,Mujer,17260
2005,2005,70,San Juan,55 a 59,50 a 59,Varón,13806
2005,2005,70,San Juan,55 a 59,50 a 59,Mujer,15241
2005,2005,70,San Juan,60 a 64,60 a 69,Varón,10958
2005,2005,70,San Juan,60 a 64,60 a 69,Mujer,12356
2005,2005,70,San Juan,65 a 69,60 a 69,Varón,8285
2005,2005,70,San Juan,65 a 69,60 a 69,Mujer,10201
2005,2005,70,San Juan,70 a 74,70 a 79,Varón,6560
2005,2005,70,San Juan,70 a 74,70 a 79,Mujer,8342
2005,2005,70,San Juan,75 a 79,70 a 79,Varón,4791
2005,2005,70,San Juan,75 a 79,70 a 79,Mujer,6607
2005,2005,70,San Juan,80+,80+,Varón,3745
2005,2005,70,San Juan,80+,80+,Mujer,6060
2005,2005,74,San Luis,20 a 24,20 a 29,Varón,16871
2005,2005,74,San Luis,20 a 24,20 a 29,Mujer,16243
2005,2005,74,San Luis,25 a 29,20 a 29,Varón,17269
2005,2005,74,San Luis,25 a 29,20 a 29,Mujer,16916
2005,2005,74,San Luis,30 a 34,30 a 39,Varón,14518
2005,2005,74,San Luis,30 a 34,30 a 39,Mujer,14006
2005,2005,74,San Luis,35 a 39,30 a 39,Varón,13288
2005,2005,74,San Luis,35 a 39,30 a 39,Mujer,12529
2005,2005,74,San Luis,40 a 44,40 a 49,Varón,12183
2005,2005,74,San Luis,40 a 44,40 a 49,Mujer,11852
2005,2005,74,San Luis,45 a 49,40 a 49,Varón,10735
2005,2005,74,San Luis,45 a 49,40 a 49,Mujer,10877
2005,2005,74,San Luis,50 a 54,50 a 59,Varón,9976
2005,2005,74,San Luis,50 a 54,50 a 59,Mujer,9928
2005,2005,74,San Luis,55 a 59,50 a 59,Varón,8548
2005,2005,74,San Luis,55 a 59,50 a 59,Mujer,8438
2005,2005,74,San Luis,60 a 64,60 a 69,Varón,6866
2005,2005,74,San Luis,60 a 64,60 a 69,Mujer,7226
2005,2005,74,San Luis,65 a 69,60 a 69,Varón,5341
2005,2005,74,San Luis,65 a 69,60 a 69,Mujer,5825
2005,2005,74,San Luis,70 a 74,70 a 79,Varón,4067
2005,2005,74,San Luis,70 a 74,70 a 79,Mujer,4813
2005,2005,74,San Luis,75 a 79,70 a 79,Varón,2642
2005,2005,74,San Luis,75 a 79,70 a 79,Mujer,3698
2005,2005,74,San Luis,80+,80+,Varón,2166
2005,2005,74,San Luis,80+,80+,Mujer,3632
2005,2005,78,Santa Cruz,20 a 24,20 a 29,Varón,8665
2005,2005,78,Santa Cruz,20 a 24,20 a 29,Mujer,8078
2005,2005,78,Santa Cruz,25 a 29,20 a 29,Varón,8742
2005,2005,78,Santa Cruz,25 a 29,20 a 29,Mujer,8045
2005,2005,78,Santa Cruz,30 a 34,30 a 39,Varón,8663
2005,2005,78,Santa Cruz,30 a 34,30 a 39,Mujer,8464
2005,2005,78,Santa Cruz,35 a 39,30 a 39,Varón,7861
2005,2005,78,Santa Cruz,35 a 39,30 a 39,Mujer,7741
2005,2005,78,Santa Cruz,40 a 44,40 a 49,Varón,7545
2005,2005,78,Santa Cruz,40 a 44,40 a 49,Mujer,7093
2005,2005,78,Santa Cruz,45 a 49,40 a 49,Varón,6601
2005,2005,78,Santa Cruz,45 a 49,40 a 49,Mujer,6000
2005,2005,78,Santa Cruz,50 a 54,50 a 59,Varón,5400
2005,2005,78,Santa Cruz,50 a 54,50 a 59,Mujer,4984
2005,2005,78,Santa Cruz,55 a 59,50 a 59,Varón,4028
2005,2005,78,Santa Cruz,55 a 59,50 a 59,Mujer,3660
2005,2005,78,Santa Cruz,60 a 64,60 a 69,Varón,3034
2005,2005,78,Santa Cruz,60 a 64,60 a 69,Mujer,2895
2005,2005,78,Santa Cruz,65 a 69,60 a 69,Varón,2446
2005,2005,78,Santa Cruz,65 a 69,60 a 69,Mujer,2381
2005,2005,78,Santa Cruz,70 a 74,70 a 79,Varón,1638
2005,2005,78,Santa Cruz,70 a 74,70 a 79,Mujer,1790
2005,2005,78,Santa Cruz,75 a 79,70 a 79,Varón,1018
2005,2005,78,Santa Cruz,75 a 79,70 a 79,Mujer,1145
2005,2005,78,Santa Cruz,80+,80+,Varón,647
2005,2005,78,Santa Cruz,80+,80+,Mujer,1024
2005,2005,82,Santa Fe,20 a 24,20 a 29,Varón,138690
2005,2005,82,Santa Fe,20 a 24,20 a 29,Mujer,134362
2005,2005,82,Santa Fe,25 a 29,20 a 29,Varón,137286
2005,2005,82,Santa Fe,25 a 29,20 a 29,Mujer,134454
2005,2005,82,Santa Fe,30 a 34,30 a 39,Varón,107475
2005,2005,82,Santa Fe,30 a 34,30 a 39,Mujer,106059
2005,2005,82,Santa Fe,35 a 39,30 a 39,Varón,94877
2005,2005,82,Santa Fe,35 a 39,30 a 39,Mujer,94655
2005,2005,82,Santa Fe,40 a 44,40 a 49,Varón,93080
2005,2005,82,Santa Fe,40 a 44,40 a 49,Mujer,94144
2005,2005,82,Santa Fe,45 a 49,40 a 49,Varón,86011
2005,2005,82,Santa Fe,45 a 49,40 a 49,Mujer,91356
2005,2005,82,Santa Fe,50 a 54,50 a 59,Varón,81701
2005,2005,82,Santa Fe,50 a 54,50 a 59,Mujer,86119
2005,2005,82,Santa Fe,55 a 59,50 a 59,Varón,70867
2005,2005,82,Santa Fe,55 a 59,50 a 59,Mujer,77386
2005,2005,82,Santa Fe,60 a 64,60 a 69,Varón,60447
2005,2005,82,Santa Fe,60 a 64,60 a 69,Mujer,68514
2005,2005,82,Santa Fe,65 a 69,60 a 69,Varón,50819
2005,2005,82,Santa Fe,65 a 69,60 a 69,Mujer,62667
2005,2005,82,Santa Fe,70 a 74,70 a 79,Varón,40829
2005,2005,82,Santa Fe,70 a 74,70 a 79,Mujer,57298
2005,2005,82,Santa Fe,75 a 79,70 a 79,Varón,29421
2005,2005,82,Santa Fe,75 a 79,70 a 79,Mujer,48358
2005,2005,82,Santa Fe,80+,80+,Varón,24902
2005,2005,82,Santa Fe,80+,80+,Mujer,55189
2005,2005,86,Santiago del Estero,20 a 24,20 a 29,Varón,39468
2005,2005,86,Santiago del Estero,20 a 24,20 a 29,Mujer,36962
2005,2005,86,Santiago del Estero,25 a 29,20 a 29,Varón,35549
2005,2005,86,Santiago del Estero,25 a 29,20 a 29,Mujer,34323
2005,2005,86,Santiago del Estero,30 a 34,30 a 39,Varón,27964
2005,2005,86,Santiago del Estero,30 a 34,30 a 39,Mujer,27323
2005,2005,86,Santiago del Estero,35 a 39,30 a 39,Varón,23982
2005,2005,86,Santiago del Estero,35 a 39,30 a 39,Mujer,22817
2005,2005,86,Santiago del Estero,40 a 44,40 a 49,Varón,21786
2005,2005,86,Santiago del Estero,40 a 44,40 a 49,Mujer,21163
2005,2005,86,Santiago del Estero,45 a 49,40 a 49,Varón,20100
2005,2005,86,Santiago del Estero,45 a 49,40 a 49,Mujer,20020
2005,2005,86,Santiago del Estero,50 a 54,50 a 59,Varón,18853
2005,2005,86,Santiago del Estero,50 a 54,50 a 59,Mujer,17686
2005,2005,86,Santiago del Estero,55 a 59,50 a 59,Varón,15634
2005,2005,86,Santiago del Estero,55 a 59,50 a 59,Mujer,14756
2005,2005,86,Santiago del Estero,60 a 64,60 a 69,Varón,11975
2005,2005,86,Santiago del Estero,60 a 64,60 a 69,Mujer,12233
2005,2005,86,Santiago del Estero,65 a 69,60 a 69,Varón,9954
2005,2005,86,Santiago del Estero,65 a 69,60 a 69,Mujer,10958
2005,2005,86,Santiago del Estero,70 a 74,70 a 79,Varón,7403
2005,2005,86,Santiago del Estero,70 a 74,70 a 79,Mujer,8744
2005,2005,86,Santiago del Estero,75 a 79,70 a 79,Varón,5163
2005,2005,86,Santiago del Estero,75 a 79,70 a 79,Mujer,6696
2005,2005,86,Santiago del Estero,80+,80+,Varón,4137
2005,2005,86,Santiago del Estero,80+,80+,Mujer,6247
2005,2005,94,Tierra del Fuego,20 a 24,20 a 29,Varón,4451
2005,2005,94,Tierra del Fuego,20 a 24,20 a 29,Mujer,4068
2005,2005,94,Tierra del Fuego,25 a 29,20 a 29,Varón,4374
2005,2005,94,Tierra del Fuego,25 a 29,20 a 29,Mujer,4282
2005,2005,94,Tierra del Fuego,30 a 34,30 a 39,Varón,4539
2005,2005,94,Tierra del Fuego,30 a 34,30 a 39,Mujer,4687
2005,2005,94,Tierra del Fuego,35 a 39,30 a 39,Varón,4553
2005,2005,94,Tierra del Fuego,35 a 39,30 a 39,Mujer,4488
2005,2005,94,Tierra del Fuego,40 a 44,40 a 49,Varón,5088
2005,2005,94,Tierra del Fuego,40 a 44,40 a 49,Mujer,4605
2005,2005,94,Tierra del Fuego,45 a 49,40 a 49,Varón,4302
2005,2005,94,Tierra del Fuego,45 a 49,40 a 49,Mujer,3683
2005,2005,94,Tierra del Fuego,50 a 54,50 a 59,Varón,2875
2005,2005,94,Tierra del Fuego,50 a 54,50 a 59,Mujer,2584
2005,2005,94,Tierra del Fuego,55 a 59,50 a 59,Varón,1968
2005,2005,94,Tierra del Fuego,55 a 59,50 a 59,Mujer,1654
2005,2005,94,Tierra del Fuego,60 a 64,60 a 69,Varón,1188
2005,2005,94,Tierra del Fuego,60 a 64,60 a 69,Mujer,1142
2005,2005,94,Tierra del Fuego,65 a 69,60 a 69,Varón,791
2005,2005,94,Tierra del Fuego,65 a 69,60 a 69,Mujer,860
2005,2005,94,Tierra del Fuego,70 a 74,70 a 79,Varón,510
2005,2005,94,Tierra del Fuego,70 a 74,70 a 79,Mujer,585
2005,2005,94,Tierra del Fuego,75 a 79,70 a 79,Varón,295
2005,2005,94,Tierra del Fuego,75 a 79,70 a 79,Mujer,401
2005,2005,94,Tierra del Fuego,80+,80+,Varón,194
2005,2005,94,Tierra del Fuego,80+,80+,Mujer,286
2005,2005,90,Tucumán,20 a 24,20 a 29,Varón,64237
2005,2005,90,Tucumán,20 a 24,20 a 29,Mujer,63516
2005,2005,90,Tucumán,25 a 29,20 a 29,Varón,67047
2005,2005,90,Tucumán,25 a 29,20 a 29,Mujer,66624
2005,2005,90,Tucumán,30 a 34,30 a 39,Varón,47646
2005,2005,90,Tucumán,30 a 34,30 a 39,Mujer,47459
2005,2005,90,Tucumán,35 a 39,30 a 39,Varón,40040
2005,2005,90,Tucumán,35 a 39,30 a 39,Mujer,40341
2005,2005,90,Tucumán,40 a 44,40 a 49,Varón,37797
2005,2005,90,Tucumán,40 a 44,40 a 49,Mujer,39019
2005,2005,90,Tucumán,45 a 49,40 a 49,Varón,36184
2005,2005,90,Tucumán,45 a 49,40 a 49,Mujer,38975
2005,2005,90,Tucumán,50 a 54,50 a 59,Varón,35232
2005,2005,90,Tucumán,50 a 54,50 a 59,Mujer,36481
2005,2005,90,Tucumán,55 a 59,50 a 59,Varón,28085
2005,2005,90,Tucumán,55 a 59,50 a 59,Mujer,28992
2005,2005,90,Tucumán,60 a 64,60 a 69,Varón,20307
2005,2005,90,Tucumán,60 a 64,60 a 69,Mujer,22116
2005,2005,90,Tucumán,65 a 69,60 a 69,Varón,16412
2005,2005,90,Tucumán,65 a 69,60 a 69,Mujer,19496
2005,2005,90,Tucumán,70 a 74,70 a 79,Varón,12950
2005,2005,90,Tucumán,70 a 74,70 a 79,Mujer,17129
2005,2005,90,Tucumán,75 a 79,70 a 79,Varón,9331
2005,2005,90,Tucumán,75 a 79,70 a 79,Mujer,13296
2005,2005,90,Tucumán,80+,80+,Varón,6817
2005,2005,90,Tucumán,80+,80+,Mujer,12082
2010,2009,2,CABA,80+,80+,Mujer,101710
2010,2009,2,CABA,20 a 24,20 a 29,Mujer,116572
2010,2009,2,CABA,25 a 29,20 a 29,Mujer,122615
2010,2009,2,CABA,30 a 34,30 a 39,Mujer,123148
2010,2009,2,CABA,35 a 39,30 a 39,Mujer,112931
2010,2009,2,CABA,40 a 44,40 a 49,Mujer,95002
2010,2009,2,CABA,45 a 49,40 a 49,Mujer,90855
2010,2009,2,CABA,50 a 54,50 a 59,Mujer,92557
2010,2009,2,CABA,55 a 59,50 a 59,Mujer,88716
2010,2009,2,CABA,60 a 64,60 a 69,Mujer,84016
2010,2009,2,CABA,65 a 69,60 a 69,Mujer,75282
2010,2009,2,CABA,70 a 74,70 a 79,Mujer,65286
2010,2009,2,CABA,75 a 79,70 a 79,Mujer,56642
2010,2009,2,CABA,80+,80+,Varón,43137
2010,2009,2,CABA,20 a 24,20 a 29,Varón,111726
2010,2009,2,CABA,25 a 29,20 a 29,Varón,116490
2010,2009,2,CABA,30 a 34,30 a 39,Varón,117011
2010,2009,2,CABA,35 a 39,30 a 39,Varón,105455
2010,2009,2,CABA,40 a 44,40 a 49,Varón,85885
2010,2009,2,CABA,45 a 49,40 a 49,Varón,78726
2010,2009,2,CABA,50 a 54,50 a 59,Varón,76659
2010,2009,2,CABA,55 a 59,50 a 59,Varón,70233
2010,2009,2,CABA,60 a 64,60 a 69,Varón,63364
2010,2009,2,CABA,65 a 69,60 a 69,Varón,53532
2010,2009,2,CABA,70 a 74,70 a 79,Varón,42547
2010,2009,2,CABA,75 a 79,70 a 79,Varón,32679
2010,2009,6,Buenos Aires,80+,80+,Mujer,273339
2010,2009,6,Buenos Aires,20 a 24,20 a 29,Mujer,637039
2010,2009,6,Buenos Aires,25 a 29,20 a 29,Mujer,604955
2010,2009,6,Buenos Aires,30 a 34,30 a 39,Mujer,607257
2010,2009,6,Buenos Aires,35 a 39,30 a 39,Mujer,541631
2010,2009,6,Buenos Aires,40 a 44,40 a 49,Mujer,477017
2010,2009,6,Buenos Aires,45 a 49,40 a 49,Mujer,450322
2010,2009,6,Buenos Aires,50 a 54,50 a 59,Mujer,421117
2010,2009,6,Buenos Aires,55 a 59,50 a 59,Mujer,390329
2010,2009,6,Buenos Aires,60 a 64,60 a 69,Mujer,349449
2010,2009,6,Buenos Aires,65 a 69,60 a 69,Mujer,286506
2010,2009,6,Buenos Aires,70 a 74,70 a 79,Mujer,236637
2010,2009,6,Buenos Aires,75 a 79,70 a 79,Mujer,199627
2010,2009,6,Buenos Aires,80+,80+,Varón,131209
2010,2009,6,Buenos Aires,20 a 24,20 a 29,Varón,643442
2010,2009,6,Buenos Aires,25 a 29,20 a 29,Varón,604625
2010,2009,6,Buenos Aires,30 a 34,30 a 39,Varón,598679
2010,2009,6,Buenos Aires,35 a 39,30 a 39,Varón,528202
2010,2009,6,Buenos Aires,40 a 44,40 a 49,Varón,459666
2010,2009,6,Buenos Aires,45 a 49,40 a 49,Varón,427517
2010,2009,6,Buenos Aires,50 a 54,50 a 59,Varón,394748
2010,2009,6,Buenos Aires,55 a 59,50 a 59,Varón,354844
2010,2009,6,Buenos Aires,60 a 64,60 a 69,Varón,308412
2010,2009,6,Buenos Aires,65 a 69,60 a 69,Varón,238875
2010,2009,6,Buenos Aires,70 a 74,70 a 79,Varón,178795
2010,2009,6,Buenos Aires,75 a 79,70 a 79,Varón,132750
2010,2009,10,Catamarca,80+,80+,Mujer,4389
2010,2009,10,Catamarca,20 a 24,20 a 29,Mujer,15210
2010,2009,10,Catamarca,25 a 29,20 a 29,Mujer,14318
2010,2009,10,Catamarca,30 a 34,30 a 39,Mujer,14626
2010,2009,10,Catamarca,35 a 39,30 a 39,Mujer,12433
2010,2009,10,Catamarca,40 a 44,40 a 49,Mujer,10434
2010,2009,10,Catamarca,45 a 49,40 a 49,Mujer,9405
2010,2009,10,Catamarca,50 a 54,50 a 59,Mujer,8752
2010,2009,10,Catamarca,55 a 59,50 a 59,Mujer,7896
2010,2009,10,Catamarca,60 a 64,60 a 69,Mujer,6511
2010,2009,10,Catamarca,65 a 69,60 a 69,Mujer,5165
2010,2009,10,Catamarca,70 a 74,70 a 79,Mujer,4029
2010,2009,10,Catamarca,75 a 79,70 a 79,Mujer,3361
2010,2009,10,Catamarca,80+,80+,Varón,2409
2010,2009,10,Catamarca,20 a 24,20 a 29,Varón,15603
2010,2009,10,Catamarca,25 a 29,20 a 29,Varón,14479
2010,2009,10,Catamarca,30 a 34,30 a 39,Varón,14522
2010,2009,10,Catamarca,35 a 39,30 a 39,Varón,12457
2010,2009,10,Catamarca,40 a 44,40 a 49,Varón,10481
2010,2009,10,Catamarca,45 a 49,40 a 49,Varón,9436
2010,2009,10,Catamarca,50 a 54,50 a 59,Varón,8823
2010,2009,10,Catamarca,55 a 59,50 a 59,Varón,7911
2010,2009,10,Catamarca,60 a 64,60 a 69,Varón,6323
2010,2009,10,Catamarca,65 a 69,60 a 69,Varón,4671
2010,2009,10,Catamarca,70 a 74,70 a 79,Varón,3322
2010,2009,10,Catamarca,75 a 79,70 a 79,Varón,2371
2010,2009,14,Córdoba,80+,80+,Mujer,60672
2010,2009,14,Córdoba,20 a 24,20 a 29,Mujer,139053
2010,2009,14,Córdoba,25 a 29,20 a 29,Mujer,133465
2010,2009,14,Córdoba,30 a 34,30 a 39,Mujer,129784
2010,2009,14,Córdoba,35 a 39,30 a 39,Mujer,112102
2010,2009,14,Córdoba,40 a 44,40 a 49,Mujer,98908
2010,2009,14,Córdoba,45 a 49,40 a 49,Mujer,95658
2010,2009,14,Córdoba,50 a 54,50 a 59,Mujer,89379
2010,2009,14,Córdoba,55 a 59,50 a 59,Mujer,84417
2010,2009,14,Córdoba,60 a 64,60 a 69,Mujer,77783
2010,2009,14,Córdoba,65 a 69,60 a 69,Mujer,64960
2010,2009,14,Córdoba,70 a 74,70 a 79,Mujer,53543
2010,2009,14,Córdoba,75 a 79,70 a 79,Mujer,44385
2010,2009,14,Córdoba,80+,80+,Varón,29155
2010,2009,14,Córdoba,20 a 24,20 a 29,Varón,139319
2010,2009,14,Córdoba,25 a 29,20 a 29,Varón,133052
2010,2009,14,Córdoba,30 a 34,30 a 39,Varón,128954
2010,2009,14,Córdoba,35 a 39,30 a 39,Varón,109432
2010,2009,14,Córdoba,40 a 44,40 a 49,Varón,94385
2010,2009,14,Córdoba,45 a 49,40 a 49,Varón,90751
2010,2009,14,Córdoba,50 a 54,50 a 59,Varón,83303
2010,2009,14,Córdoba,55 a 59,50 a 59,Varón,76474
2010,2009,14,Córdoba,60 a 64,60 a 69,Varón,67874
2010,2009,14,Córdoba,65 a 69,60 a 69,Varón,53668
2010,2009,14,Córdoba,70 a 74,70 a 79,Varón,40548
2010,2009,14,Córdoba,75 a 79,70 a 79,Varón,29613
2010,2009,18,Corrientes,80+,80+,Mujer,10929
2010,2009,18,Corrientes,20 a 24,20 a 29,Mujer,44791
2010,2009,18,Corrientes,25 a 29,20 a 29,Mujer,38908
2010,2009,18,Corrientes,30 a 34,30 a 39,Mujer,36594
2010,2009,18,Corrientes,35 a 39,30 a 39,Mujer,31806
2010,2009,18,Corrientes,40 a 44,40 a 49,Mujer,28521
2010,2009,18,Corrientes,45 a 49,40 a 49,Mujer,27398
2010,2009,18,Corrientes,50 a 54,50 a 59,Mujer,25011
2010,2009,18,Corrientes,55 a 59,50 a 59,Mujer,21860
2010,2009,18,Corrientes,60 a 64,60 a 69,Mujer,17803
2010,2009,18,Corrientes,65 a 69,60 a 69,Mujer,14259
2010,2009,18,Corrientes,70 a 74,70 a 79,Mujer,11572
2010,2009,18,Corrientes,75 a 79,70 a 79,Mujer,8936
2010,2009,18,Corrientes,80+,80+,Varón,6201
2010,2009,18,Corrientes,20 a 24,20 a 29,Varón,43377
2010,2009,18,Corrientes,25 a 29,20 a 29,Varón,37356
2010,2009,18,Corrientes,30 a 34,30 a 39,Varón,34492
2010,2009,18,Corrientes,35 a 39,30 a 39,Varón,29613
2010,2009,18,Corrientes,40 a 44,40 a 49,Varón,26812
2010,2009,18,Corrientes,45 a 49,40 a 49,Varón,26148
2010,2009,18,Corrientes,50 a 54,50 a 59,Varón,24118
2010,2009,18,Corrientes,55 a 59,50 a 59,Varón,21690
2010,2009,18,Corrientes,60 a 64,60 a 69,Varón,17316
2010,2009,18,Corrientes,65 a 69,60 a 69,Varón,12833
2010,2009,18,Corrientes,70 a 74,70 a 79,Varón,9174
2010,2009,18,Corrientes,75 a 79,70 a 79,Varón,6299
2010,2009,22,Chaco,80+,80+,Mujer,9522
2010,2009,22,Chaco,20 a 24,20 a 29,Mujer,47229
2010,2009,22,Chaco,25 a 29,20 a 29,Mujer,42573
2010,2009,22,Chaco,30 a 34,30 a 39,Mujer,39599
2010,2009,22,Chaco,35 a 39,30 a 39,Mujer,33260
2010,2009,22,Chaco,40 a 44,40 a 49,Mujer,29298
2010,2009,22,Chaco,45 a 49,40 a 49,Mujer,27726
2010,2009,22,Chaco,50 a 54,50 a 59,Mujer,25393
2010,2009,22,Chaco,55 a 59,50 a 59,Mujer,21502
2010,2009,22,Chaco,60 a 64,60 a 69,Mujer,16768
2010,2009,22,Chaco,65 a 69,60 a 69,Mujer,13429
2010,2009,22,Chaco,70 a 74,70 a 79,Mujer,11069
2010,2009,22,Chaco,75 a 79,70 a 79,Mujer,8279
2010,2009,22,Chaco,80+,80+,Varón,5387
2010,2009,22,Chaco,20 a 24,20 a 29,Varón,46125
2010,2009,22,Chaco,25 a 29,20 a 29,Varón,40685
2010,2009,22,Chaco,30 a 34,30 a 39,Varón,37852
2010,2009,22,Chaco,35 a 39,30 a 39,Varón,31520
2010,2009,22,Chaco,40 a 44,40 a 49,Varón,27830
2010,2009,22,Chaco,45 a 49,40 a 49,Varón,26755
2010,2009,22,Chaco,50 a 54,50 a 59,Varón,24995
2010,2009,22,Chaco,55 a 59,50 a 59,Varón,21398
2010,2009,22,Chaco,60 a 64,60 a 69,Varón,16294
2010,2009,22,Chaco,65 a 69,60 a 69,Varón,12069
2010,2009,22,Chaco,70 a 74,70 a 79,Varón,8837
2010,2009,22,Chaco,75 a 79,70 a 79,Varón,6064
2010,2009,26,Chubut,80+,80+,Mujer,5019
2010,2009,26,Chubut,20 a 24,20 a 29,Mujer,21062
2010,2009,26,Chubut,25 a 29,20 a 29,Mujer,21327
2010,2009,26,Chubut,30 a 34,30 a 39,Mujer,21540
2010,2009,26,Chubut,35 a 39,30 a 39,Mujer,18300
2010,2009,26,Chubut,40 a 44,40 a 49,Mujer,15462
2010,2009,26,Chubut,45 a 49,40 a 49,Mujer,14310
2010,2009,26,Chubut,50 a 54,50 a 59,Mujer,12834
2010,2009,26,Chubut,55 a 59,50 a 59,Mujer,11048
2010,2009,26,Chubut,60 a 64,60 a 69,Mujer,8891
2010,2009,26,Chubut,65 a 69,60 a 69,Mujer,6935
2010,2009,26,Chubut,70 a 74,70 a 79,Mujer,5367
2010,2009,26,Chubut,75 a 79,70 a 79,Mujer,4083
2010,2009,26,Chubut,80+,80+,Varón,2895
2010,2009,26,Chubut,20 a 24,20 a 29,Varón,21591
2010,2009,26,Chubut,25 a 29,20 a 29,Varón,22019
2010,2009,26,Chubut,30 a 34,30 a 39,Varón,21926
2010,2009,26,Chubut,35 a 39,30 a 39,Varón,18341
2010,2009,26,Chubut,40 a 44,40 a 49,Varón,15345
2010,2009,26,Chubut,45 a 49,40 a 49,Varón,14327
2010,2009,26,Chubut,50 a 54,50 a 59,Varón,12815
2010,2009,26,Chubut,55 a 59,50 a 59,Varón,10849
2010,2009,26,Chubut,60 a 64,60 a 69,Varón,8557
2010,2009,26,Chubut,65 a 69,60 a 69,Varón,6261
2010,2009,26,Chubut,70 a 74,70 a 79,Varón,4396
2010,2009,26,Chubut,75 a 79,70 a 79,Varón,2975
2010,2009,30,Entre Ríos,80+,80+,Mujer,20414
2010,2009,30,Entre Ríos,20 a 24,20 a 29,Mujer,49772
2010,2009,30,Entre Ríos,25 a 29,20 a 29,Mujer,47137
2010,2009,30,Entre Ríos,30 a 34,30 a 39,Mujer,46511
2010,2009,30,Entre Ríos,35 a 39,30 a 39,Mujer,41003
2010,2009,30,Entre Ríos,40 a 44,40 a 49,Mujer,36228
2010,2009,30,Entre Ríos,45 a 49,40 a 49,Mujer,35263
2010,2009,30,Entre Ríos,50 a 54,50 a 59,Mujer,32974
2010,2009,30,Entre Ríos,55 a 59,50 a 59,Mujer,30073
2010,2009,30,Entre Ríos,60 a 64,60 a 69,Mujer,26636
2010,2009,30,Entre Ríos,65 a 69,60 a 69,Mujer,22404
2010,2009,30,Entre Ríos,70 a 74,70 a 79,Mujer,18668
2010,2009,30,Entre Ríos,75 a 79,70 a 79,Mujer,15372
2010,2009,30,Entre Ríos,80+,80+,Varón,9110
2010,2009,30,Entre Ríos,20 a 24,20 a 29,Varón,50176
2010,2009,30,Entre Ríos,25 a 29,20 a 29,Varón,46806
2010,2009,30,Entre Ríos,30 a 34,30 a 39,Varón,45663
2010,2009,30,Entre Ríos,35 a 39,30 a 39,Varón,40292
2010,2009,30,Entre Ríos,40 a 44,40 a 49,Varón,35416
2010,2009,30,Entre Ríos,45 a 49,40 a 49,Varón,33736
2010,2009,30,Entre Ríos,50 a 54,50 a 59,Varón,31042
2010,2009,30,Entre Ríos,55 a 59,50 a 59,Varón,28519
2010,2009,30,Entre Ríos,60 a 64,60 a 69,Varón,24227
2010,2009,30,Entre Ríos,65 a 69,60 a 69,Varón,19065
2010,2009,30,Entre Ríos,70 a 74,70 a 79,Varón,14002
2010,2009,30,Entre Ríos,75 a 79,70 a 79,Varón,9656
