anio_enfr,prov_nombre,grupo_edad_enfr,sexo,dm_auto,prev,prev_low,prev_upp
2009,CABA,65+,Masculino,Si,0.17802971345944657,0.11050961417311368,0.274091618459637
2009,CABA,18 a 24,Femenino,Si,0.014236184978428846,0.0019882248907400674,0.09476994409446472
2009,CABA,25 a 34,Femenino,Si,0.030003715922047983,0.009519424174509966,0.0905377902789177
2009,CABA,35 a 49,Femenino,Si,0.06462950200822318,0.032147869179159044,0.12566870121352616
2009,CABA,50 a 64,Femenino,Si,0.09917578749284738,0.05818167944496081,0.16402352817628235
2009,CABA,65+,Femenino,Si,0.12886638068619774,0.0777199251372391,0.20614821976910494
2013,CABA,25 a 34,Masculino,Si,0.050181296569016945,0.018178700146472528,0.1310053543060915
2013,CABA,35 a 49,Masculino,Si,0.03228369565996106,0.01175768562787315,0.08554134036213444
2013,CABA,50 a 64,Masculino,Si,0.12815167614885167,0.068681551541694,0.22658752240113786
2013,CABA,65+,Masculino,Si,0.2768874199122825,0.16698329400906642,0.42244414370442146
2013,CABA,25 a 34,Femenino,Si,0.013993581766298559,0.003987255645228193,0.04790379746720969
2013,CABA,35 a 49,Femenino,Si,0.02456565338921281,0.006426723699597749,0.08929900808350169
2013,CABA,50 a 64,Femenino,Si,0.12498937460967101,0.0650209582171874,0.22684718266167286
2013,CABA,65+,Femenino,Si,0.1659961695562064,0.09482924451628291,0.27438231919295825
2018,CABA,18 a 24,Masculino,Si,0.020344158481373168,3.950974476941726e-12,0.9999999908383895
2018,CABA,25 a 34,Masculino,Si,0.025361665797095114,2.2905803878531616e-4,0.7471842336304769
2018,CABA,35 a 49,Masculino,Si,0.037789596438976635,0.013947993828581945,0.0983206232078436
2018,CABA,50 a 64,Masculino,Si,0.14638137718779276,0.09330511110801121,0.22224915560059053
2018,CABA,65+,Masculino,Si,0.25777666981166825,0.1963108113625205,0.33057186305844716
2018,CABA,18 a 24,Femenino,Si,0.08012873660250387,5.918900922398125e-4,0.9276003266106948
2018,CABA,25 a 34,Femenino,Si,0.013901784936229775,6.817371628420222e-6,0.9668356271323199
2018,CABA,35 a 49,Femenino,Si,0.03632849602859873,0.017715419930339555,0.07304357139540003
2018,CABA,50 a 64,Femenino,Si,0.13844002506114364,0.07959136543010703,0.22993065349215594
2018,CABA,65+,Femenino,Si,0.13586825326957397,0.09191519811515418,0.1962959354744827
2005,Catamarca,18 a 24,Masculino,Si,0.022511313209679484,0.00684874583172293,0.07141725250915583
2005,Catamarca,25 a 34,Masculino,Si,0.03690315619331587,0.018018683297634,0.07408628113338964
2005,Catamarca,35 a 49,Masculino,Si,0.03954598684849804,0.019168424796227344,0.07982351161355632
2005,Catamarca,50 a 64,Masculino,Si,0.18340894362871277,0.10868374360677306,0.29264277814373624
2005,Catamarca,65+,Masculino,Si,0.12067069818582349,0.06116188016193933,0.2242499120391971
2005,Catamarca,18 a 24,Femenino,Si,0.04039503026473158,0.014357452038492065,0.1084564822118472
2005,Catamarca,25 a 34,Femenino,Si,0.06202901437992149,0.027070100700895643,0.13583165284841164
2005,Catamarca,35 a 49,Femenino,Si,0.09775550897453285,0.06320201482019205,0.14821117990408408
2005,Catamarca,50 a 64,Femenino,Si,0.14880125755640872,0.09531677099167524,0.22483849582557444
2005,Catamarca,65+,Femenino,Si,0.3163737280576363,0.21770007380586723,0.4349078930561656
2009,Catamarca,25 a 34,Masculino,Si,0.026721480124911715,0.007070956320119345,0.09571741680769762
2009,Catamarca,35 a 49,Masculino,Si,0.034749190945272734,0.016804442090698684,0.07048266990690503
2009,Catamarca,50 a 64,Masculino,Si,0.17006802735829246,0.10457788067989349,0.2644575995911206
2009,Catamarca,65+,Masculino,Si,0.2021693674885108,0.10401432284261065,0.3561336128732243
2009,Catamarca,18 a 24,Femenino,Si,0.013608290590149308,0.0031946185973019494,0.056058900629604766
2009,Catamarca,25 a 34,Femenino,Si,0.08033215998176998,0.04445757575162819,0.14088712682200827
2009,Catamarca,35 a 49,Femenino,Si,0.0708822672007272,0.04076053001844814,0.12046821105945521
2009,Catamarca,50 a 64,Femenino,Si,0.235801035899272,0.16086530074698602,0.3318397808805989
2009,Catamarca,65+,Femenino,Si,0.25960896518836496,0.16821086763015353,0.3780946613976305
2013,Catamarca,18 a 24,Masculino,Si,0.033813618406460855,0.006615972278595945,0.1553350435150626
2013,Catamarca,25 a 34,Masculino,Si,0.04648583240899633,0.01665354813399642,0.1230698581598447
2013,Catamarca,35 a 49,Masculino,Si,0.16164476189543367,0.08506921165952314,0.2856310945163325
2013,Catamarca,50 a 64,Masculino,Si,0.14296487183216733,0.05868614885608251,0.30859691667947897
2013,Catamarca,65+,Masculino,Si,0.3027303754327106,0.16272830655493103,0.4923524508368283
2013,Catamarca,18 a 24,Femenino,Si,0.06327000604368363,0.021128281773782794,0.17448346471074117
2013,Catamarca,25 a 34,Femenino,Si,0.06104232708845726,0.016560082577131405,0.20063274716709123
2013,Catamarca,35 a 49,Femenino,Si,0.21177438952694932,0.13527786198513808,0.3157336270234349
2013,Catamarca,50 a 64,Femenino,Si,0.15945837866316584,0.08527716845669868,0.27852041591769955
2013,Catamarca,65+,Femenino,Si,0.18335572592569402,0.0975113454091178,0.3181333322191561
2018,Catamarca,18 a 24,Masculino,Si,0.007835051546391754,5.9688580435704e-13,0.9999999904286039
2018,Catamarca,25 a 34,Masculino,Si,0.07944732297843862,5.261682069143996e-4,0.9339865327957668
2018,Catamarca,35 a 49,Masculino,Si,0.15554034473086525,0.07324569928587578,0.3003325742396585
2018,Catamarca,50 a 64,Masculino,Si,0.14618656149012815,0.06773186700362915,0.28749233162750243
2018,Catamarca,65+,Masculino,Si,0.0833408496608292,0.030756879801504967,0.20665753480793955
2018,Catamarca,18 a 24,Femenino,Si,0.12804493797327213,0.04500326480472415,0.3139449258249198
2018,Catamarca,25 a 34,Femenino,Si,0.0799695012660855,0.034375780713328655,0.17507175320481524
2018,Catamarca,35 a 49,Femenino,Si,0.13985853813863638,0.061695755155002814,0.28678059010562384
2018,Catamarca,50 a 64,Femenino,Si,0.12212269555254864,0.056938027491800505,0.24272586575504343
2018,Catamarca,65+,Femenino,Si,0.20204290092088237,0.09823440515314781,0.3704815635589488
2005,Chaco,18 a 24,Masculino,Si,0.029783665219986002,0.011533293947775556,0.07473020738858144
2005,Chaco,25 a 34,Masculino,Si,0.02126676913932723,0.00715668504140706,0.06147373586911673
2005,Chaco,35 a 49,Masculino,Si,0.04478779269285623,0.02408344797248002,0.08179958414526023
2005,Chaco,50 a 64,Masculino,Si,0.12052850073749502,0.07040042012959358,0.19871976572107303
2005,Chaco,65+,Masculino,Si,0.16619693106866804,0.09914830141377114,0.26523709711095916
2005,Chaco,18 a 24,Femenino,Si,0.03319535588117851,0.010929110790106689,0.09640380725827391
2005,Chaco,25 a 34,Femenino,Si,0.07568686416490447,0.044526199757159414,0.1257838166603909
2005,Chaco,35 a 49,Femenino,Si,0.11115285772254101,0.07554556720541206,0.16062702318962127
2005,Chaco,50 a 64,Femenino,Si,0.16429988918385866,0.10408696625787431,0.2496394075451108
2005,Chaco,65+,Femenino,Si,0.20244217871214368,0.1339885129021739,0.2939957487299871
2009,Chaco,18 a 24,Masculino,Si,0.04416611733684915,0.014710558154131604,0.12511244657474377
2009,Chaco,25 a 34,Masculino,Si,0.026620852443831243,0.00973527292832325,0.0707029563887391
2009,Chaco,35 a 49,Masculino,Si,0.061715236978690455,0.0336807378604605,0.1104181411237717
2009,Chaco,50 a 64,Masculino,Si,0.10030400636965837,0.05670277070899606,0.17134224870081852
2009,Chaco,65+,Masculino,Si,0.2785326086956522,0.17158167213578107,0.4184729573335642
2009,Chaco,18 a 24,Femenino,Si,0.033607982994031844,0.008251162870003033,0.1269171286818727
2009,Chaco,25 a 34,Femenino,Si,0.046960609499108755,0.020762905733898787,0.10274514069992148
2009,Chaco,35 a 49,Femenino,Si,0.08943112180665039,0.053052338232487145,0.14688596031630569
2009,Chaco,50 a 64,Femenino,Si,0.19203863386706724,0.12749577402627219,0.27881422479625695
2009,Chaco,65+,Femenino,Si,0.15493427810169622,0.09460365784265776,0.24339602425747844
2013,Chaco,18 a 24,Masculino,Si,0.021950925121603484,0.005267768920772869,0.08685659951211297
2013,Chaco,25 a 34,Masculino,Si,0.060768078232012634,0.023615498576384182,0.14753806082082796
2013,Chaco,35 a 49,Masculino,Si,0.043310240159638025,0.018288429782819946,0.09911014668042599
2013,Chaco,50 a 64,Masculino,Si,0.17277723259977742,0.09832570195004302,0.28573811709942065
2013,Chaco,65+,Masculino,Si,0.13761538760419587,0.06598977135528647,0.26493204728224323
2013,Chaco,18 a 24,Femenino,Si,0.06366168650300043,0.021658644292282862,0.17273965257507598
2013,Chaco,25 a 34,Femenino,Si,0.09336641804193348,0.04144658224001089,0.19696165036256455
2013,Chaco,35 a 49,Femenino,Si,0.13269319336562024,0.05803289546921874,0.2753300124513947
2013,Chaco,50 a 64,Femenino,Si,0.08480439356667965,0.0424519817780191,0.16225036816829605
2013,Chaco,65+,Femenino,Si,0.23672328531501435,0.13705359723888105,0.3771936362915419
2018,Chaco,18 a 24,Masculino,Si,0.05828076605066523,0.017561571063273645,0.17645599182810534
2018,Chaco,25 a 34,Masculino,Si,0.032596547870389105,4.693777740331126e-6,0.9958827728523614
2018,Chaco,35 a 49,Masculino,Si,0.07735246247546962,0.03612859335211502,0.15790802644319885
2018,Chaco,50 a 64,Masculino,Si,0.20646720254953083,0.09624823821450279,0.3886281148470858
2018,Chaco,65+,Masculino,Si,0.11832646745919258,0.06099745693577465,0.21708031502101618
2018,Chaco,18 a 24,Femenino,Si,0.04425350153968419,0.002598805530657103,0.45140011320399914
2018,Chaco,25 a 34,Femenino,Si,0.04070195232022133,0.01578347493947611,0.1009267868932596
2018,Chaco,35 a 49,Femenino,Si,0.0943939219523566,0.05218047039131857,0.16481912632007753
2018,Chaco,50 a 64,Femenino,Si,0.17290802126566554,0.09919734371614193,0.28411564560063396
2018,Chaco,65+,Femenino,Si,0.2909482758623395,0.17785340410917141,0.4376741349525279
2005,Chubut,18 a 24,Masculino,Si,0.03304437387471083,0.012059757587279125,0.0873161226129925
2005,Chubut,25 a 34,Masculino,Si,0.01840345114180698,0.006156310559057483,0.053698200234774895
2005,Chubut,35 a 49,Masculino,Si,0.07128037945255987,0.04168589014005655,0.11927027523253923
2005,Chubut,50 a 64,Masculino,Si,0.1487600097267317,0.09683692136338384,0.22169002719386777
2005,Chubut,65+,Masculino,Si,0.1713758079848615,0.09702647453304937,0.2847325142140884
2005,Chubut,18 a 24,Femenino,Si,0.0292447615866157,0.008939507005546894,0.09141717622790799
2005,Chubut,25 a 34,Femenino,Si,0.05590392177702206,0.03087135780902826,0.09915773866765652
2005,Chubut,35 a 49,Femenino,Si,0.1252155720788221,0.08213936542190034,0.1862970187074101
2005,Chubut,50 a 64,Femenino,Si,0.11519336028333815,0.07705460092726805,0.16875757714383613
2005,Chubut,65+,Femenino,Si,0.23781809882460414,0.15819185842293815,0.34127562464981787
2009,Chubut,18 a 24,Masculino,Si,0.051720084632866106,0.020960591526728998,0.1219942467151256
2009,Chubut,25 a 34,Masculino,Si,0.0555964112369467,0.026209185704034455,0.11407427517541563
2009,Chubut,35 a 49,Masculino,Si,0.11840004911591431,0.0628134320478421,0.21204790928316017
2009,Chubut,50 a 64,Masculino,Si,0.15465156887930342,0.09686610855272687,0.23783111019968767
2009,Chubut,65+,Masculino,Si,0.31952935000064486,0.2098174275103737,0.45367205030536323
2009,Chubut,18 a 24,Femenino,Si,0.09784887430515166,0.043202915498838694,0.20668370544607292
2009,Chubut,25 a 34,Femenino,Si,0.053784615384615486,0.022357614427508492,0.12379332848318268
2009,Chubut,35 a 49,Femenino,Si,0.09847265820799653,0.05686412633922894,0.16519422340730475
2009,Chubut,50 a 64,Femenino,Si,0.17122900386648957,0.11300478758878668,0.2509645489052238
2009,Chubut,65+,Femenino,Si,0.19516187705403423,0.12899305679612935,0.2841980311788166
2013,Chubut,18 a 24,Masculino,Si,0.07960864362760692,0.027866160834707932,0.20697246586841195
2013,Chubut,25 a 34,Masculino,Si,0.07116558481245949,0.03652208851786407,0.13409694338895528
2013,Chubut,35 a 49,Masculino,Si,0.07587329415139119,0.04345104437497581,0.12922013722148754
2013,Chubut,50 a 64,Masculino,Si,0.11284829219243037,0.06838989818527198,0.18060498914815235
2013,Chubut,65+,Masculino,Si,0.15822864348510765,0.08304476843239744,0.2806467357719738
2013,Chubut,18 a 24,Femenino,Si,0.0630556355219304,0.021657286445267057,0.1698494165357608
2013,Chubut,25 a 34,Femenino,Si,0.06282567435225532,0.032637513207502994,0.11754360091725699
2013,Chubut,35 a 49,Femenino,Si,0.06617798931999427,0.03871208734346543,0.11088294604859283
2013,Chubut,50 a 64,Femenino,Si,0.1940426575147319,0.12738430770726383,0.2842210901196893
2013,Chubut,65+,Femenino,Si,0.21058191337937124,0.13894105901527481,0.30603340360900305
2018,Chubut,25 a 34,Masculino,Si,0.04436140397704577,0.0022842830780495788,0.4848536791660511
2018,Chubut,35 a 49,Masculino,Si,0.10593333438005599,0.059457761600045796,0.18171809490741042
2018,Chubut,50 a 64,Masculino,Si,0.12547731017485603,0.05366206667010347,0.2663514901395817
2018,Chubut,65+,Masculino,Si,0.29741344686320775,0.16509901594080864,0.47538916416961446
2018,Chubut,18 a 24,Femenino,Si,0.038212834092875736,9.257184714997105e-5,0.9446003893249357
2018,Chubut,25 a 34,Femenino,Si,0.1598394267773748,0.09225932577105442,0.2626014103862818
2018,Chubut,35 a 49,Femenino,Si,0.10534387165272459,0.06247766213336896,0.1722181839094818
2018,Chubut,50 a 64,Femenino,Si,0.22328121591760874,0.11640104802268228,0.3854850365409961
2018,Chubut,65+,Femenino,Si,0.1757506760097576,0.09853306927713214,0.2937620300892139
2005,Córdoba,25 a 34,Masculino,Si,0.06977500982029698,0.024938811515243995,0.18031331750558643
2005,Córdoba,35 a 49,Masculino,Si,0.08406801852318879,0.040887454214599245,0.16500545906809155
2005,Córdoba,50 a 64,Masculino,Si,0.15089433933224192,0.09279812355499491,0.23590391286993254
2005,Córdoba,65+,Masculino,Si,0.22805264279480986,0.1393053985493705,0.35032552704311265
2005,Córdoba,18 a 24,Femenino,Si,0.05952906777828839,0.021400221203671667,0.1548430228228709
2005,Córdoba,25 a 34,Femenino,Si,0.059259788668125445,0.029033663553696454,0.11715660690297564
2005,Córdoba,35 a 49,Femenino,Si,0.06182749854799822,0.028438599001705065,0.12920412293663616
2005,Córdoba,50 a 64,Femenino,Si,0.1499722511432079,0.0929888967088137,0.23290807005566838
2005,Córdoba,65+,Femenino,Si,0.22302871113560563,0.14909571857586137,0.319842732466636
2009,Córdoba,18 a 24,Masculino,Si,0.0453863313730491,0.015315361484430403,0.1268916169063211
2009,Córdoba,25 a 34,Masculino,Si,0.0519826197061423,0.02501882182839691,0.10488036433093631
2009,Córdoba,35 a 49,Masculino,Si,0.06784492101827515,0.041890976075719545,0.10806520889867724
2009,Córdoba,50 a 64,Masculino,Si,0.14630699661705485,0.09703252748843741,0.2146553813446403
2009,Córdoba,65+,Masculino,Si,0.22163227875457533,0.15443588749265802,0.30743594827879706
2009,Córdoba,18 a 24,Femenino,Si,0.05701109477342822,0.026542029639672615,0.11820990950490463
2009,Córdoba,25 a 34,Femenino,Si,0.041445914181257947,0.022248525583431114,0.07592174738801244
2009,Córdoba,35 a 49,Femenino,Si,0.10444368361648812,0.07024677198519257,0.15255647548609153
2009,Córdoba,50 a 64,Femenino,Si,0.11420052476744885,0.08032242938317606,0.15988349656015652
2009,Córdoba,65+,Femenino,Si,0.18635061082912913,0.13958493404654673,0.2443350517065303
2013,Córdoba,18 a 24,Masculino,Si,0.023329111983160105,0.007039146988852484,0.07448923237921903
2013,Córdoba,25 a 34,Masculino,Si,0.06176422014098545,0.020698775217711355,0.1701465007415053
2013,Córdoba,35 a 49,Masculino,Si,0.08293780176989479,0.04602024034178397,0.14497027081029393
2013,Córdoba,50 a 64,Masculino,Si,0.20297481043271873,0.12480867055110449,0.31260939986044267
2013,Córdoba,65+,Masculino,Si,0.3248819162061339,0.1844907143019374,0.5058402367119869
2013,Córdoba,18 a 24,Femenino,Si,0.024612352614806862,0.01129976750836024,0.05277175325750987
2013,Córdoba,25 a 34,Femenino,Si,0.07115201986997453,0.0421479501859097,0.1176634144580364
2013,Córdoba,35 a 49,Femenino,Si,0.14887220902510198,0.08687823597038255,0.24331570555477797
2013,Córdoba,50 a 64,Femenino,Si,0.14901657419293549,0.09595820229147858,0.22413893819422664
2013,Córdoba,65+,Femenino,Si,0.27201106538151476,0.17442328808161917,0.3978841344628328
2018,Córdoba,18 a 24,Masculino,Si,0.0414965406251888,3.689495207728674e-4,0.8354774195106621
2018,Córdoba,25 a 34,Masculino,Si,0.0410828124531854,0.016471789443481103,0.09877302395016492
2018,Córdoba,35 a 49,Masculino,Si,0.13810490343575463,0.0698654172273097,0.2547415648900034
2018,Córdoba,50 a 64,Masculino,Si,0.1851493053408639,0.1151412000392756,0.2840589984479265
2018,Córdoba,65+,Masculino,Si,0.22283309516388508,0.14199997870770253,0.3318816335279436
2018,Córdoba,18 a 24,Femenino,Si,0.11536188348227978,0.045211133641495385,0.2642368405394237
2018,Córdoba,25 a 34,Femenino,Si,0.09915490720585171,0.051711302633217486,0.18178249277932676
2018,Córdoba,35 a 49,Femenino,Si,0.09875949112638811,0.059893990054313014,0.1585905321014706
2018,Córdoba,50 a 64,Femenino,Si,0.24894301216563927,0.17505031588028186,0.3411292128271507
2018,Córdoba,65+,Femenino,Si,0.21019072650857173,0.13454931155765737,0.31297816160769276
2005,Corrientes,18 a 24,Masculino,Si,0.009595260907336789,0.002634924085430202,0.034309330360452896
2005,Corrientes,25 a 34,Masculino,Si,0.01846729926386124,0.00460387278114559,0.07109531967281567
2005,Corrientes,35 a 49,Masculino,Si,0.041934547897932044,0.021677025756050124,0.0795830766547203
2005,Corrientes,50 a 64,Masculino,Si,0.18872956093258436,0.11793284361307078,0.28814305838072213
2005,Corrientes,65+,Masculino,Si,0.2353065204803707,0.14140267729059328,0.3650565230935904
2005,Corrientes,18 a 24,Femenino,Si,0.060131876835675634,0.019704253026946908,0.16918995004431556
2005,Corrientes,25 a 34,Femenino,Si,0.06329886431322712,0.03468405948825373,0.11276353474735538
2005,Corrientes,35 a 49,Femenino,Si,0.0504887335783872,0.029252370859032154,0.08577975695247354
2005,Corrientes,50 a 64,Femenino,Si,0.1519474818534711,0.10007517601307284,0.22401404499886665
2005,Corrientes,65+,Femenino,Si,0.1258492967040499,0.07258153454389445,0.20938425264018462
2009,Corrientes,18 a 24,Masculino,Si,0.034473674306576343,0.008397223702870311,0.1308421252578866
2009,Corrientes,25 a 34,Masculino,Si,0.005323611513647906,7.45565266999495e-4,0.036972449300670625
2009,Corrientes,35 a 49,Masculino,Si,0.045652352409886396,0.02085286603287414,0.09702245548553434
2009,Corrientes,50 a 64,Masculino,Si,0.13747448558961375,0.07164190194026647,0.2476630084826576
2009,Corrientes,65+,Masculino,Si,0.1778467414657437,0.0953735813007498,0.3074029707709173
2009,Corrientes,18 a 24,Femenino,Si,0.02866461653266831,0.009185856124811344,0.08586871879041844
2009,Corrientes,25 a 34,Femenino,Si,0.03919255054533494,0.015084440117745061,0.09799686473882212
2009,Corrientes,35 a 49,Femenino,Si,0.11389412803389885,0.054865133183677264,0.22154513726270597
2009,Corrientes,50 a 64,Femenino,Si,0.21569707178025407,0.14638010030872037,0.30606912751640303
2009,Corrientes,65+,Femenino,Si,0.29908256880734013,0.1982945544749249,0.4240051485574157
2013,Corrientes,18 a 24,Masculino,Si,0.005658200728791231,7.876294443002038e-4,0.039458214488712014
2013,Corrientes,25 a 34,Masculino,Si,0.028461903793407926,0.007376628729217641,0.10353092752504828
2013,Corrientes,35 a 49,Masculino,Si,0.03889543446244892,0.015883079766062798,0.09212817988365626
2013,Corrientes,50 a 64,Masculino,Si,0.07815382225592851,0.03327278199150955,0.17275561990965732
2013,Corrientes,65+,Masculino,Si,0.17538191395969582,0.09325518886490071,0.30546922656629283
2013,Corrientes,18 a 24,Femenino,Si,0.03187300461169628,0.009723285227023992,0.0994145226547445
2013,Corrientes,25 a 34,Femenino,Si,0.047075449477899274,0.022217101644825047,0.09698849846432854
2013,Corrientes,35 a 49,Femenino,Si,0.06497819129156966,0.035407725154161525,0.11626750046362498
2013,Corrientes,50 a 64,Femenino,Si,0.15621598848836152,0.09694206114527656,0.2420192541616985
2013,Corrientes,65+,Femenino,Si,0.2532879198468543,0.15787401297510448,0.38032398115722355
2018,Corrientes,18 a 24,Masculino,Si,0.06621717301750991,3.2745564407285494e-12,0.9999999993488171
2018,Corrientes,25 a 34,Masculino,Si,0.03616480074752671,8.707158503996508e-7,0.9993819242127903
2018,Corrientes,35 a 49,Masculino,Si,0.08472121650978207,0.004015830878138439,0.6799978264598986
2018,Corrientes,50 a 64,Masculino,Si,0.10754513836768856,0.043678956817026236,0.24123814917000647
2018,Corrientes,65+,Masculino,Si,0.19800521066343954,0.10638586120532012,0.33862758855936287
2018,Corrientes,18 a 24,Femenino,Si,0.14186437088688036,0.007468710003926232,0.7841056924252653
2018,Corrientes,25 a 34,Femenino,Si,0.12432653364548772,0.05334795439711641,0.26345889460538985
2018,Corrientes,35 a 49,Femenino,Si,0.12670584370385518,0.06617582319655373,0.22902310828959824
2018,Corrientes,50 a 64,Femenino,Si,0.24670614699541743,0.16161757787207448,0.3574903480226965
2018,Corrientes,65+,Femenino,Si,0.250186197944378,0.15734153976868415,0.37353151625176806
2005,Entre Ríos,18 a 24,Masculino,Si,0.00491215718903062,6.832674231326878e-4,0.0344132288294003
2005,Entre Ríos,25 a 34,Masculino,Si,0.02045577506264059,0.006475945524663689,0.06270948085706221
2005,Entre Ríos,35 a 49,Masculino,Si,0.024987645567317897,0.011191875026114064,0.0548456692014625
2005,Entre Ríos,50 a 64,Masculino,Si,0.1676923937673093,0.10544437864967261,0.25616488440313734
2005,Entre Ríos,65+,Masculino,Si,0.15473131346031083,0.08767311987373143,0.2585447913741611
2005,Entre Ríos,25 a 34,Femenino,Si,0.08714794884339037,0.046935943457573376,0.15616618834890067
2005,Entre Ríos,35 a 49,Femenino,Si,0.030547705558499248,0.014569212644650317,0.06293117496680843
