anio_enfr,prov_id,prov_nombre,grupo_edad_5,sexo,dm_total,dm_total_se,dm_total_cv,dm_prev,dm_prev_se,dm_prev_cv,dm_prev_cv_cat
2018,18,Corrientes,35-39,Varón,3439,2147.55,0.62,0.11,0.07,0.63,Muy alta
2018,18,Corrientes,40-44,Mujer,1300,697.96,0.54,0.05,0.03,0.55,Muy alta
2018,18,Corrientes,40-44,Varón,231,154.48,0.67,0.01,0.01,0.7,Muy alta
2018,18,Corrientes,45-49,Mujer,3660,2006.85,0.55,0.16,0.08,0.5,Muy alta
2018,18,Corrientes,45-49,Varón,2999,1700.26,0.57,0.12,0.06,0.52,Muy alta
2018,18,Corrientes,50-54,Mujer,6048,2401.71,0.4,0.32,0.11,0.36,Muy alta
2018,18,Corrientes,50-54,Varón,1301,810.42,0.62,0.08,0.05,0.7,Muy alta
2018,18,Corrientes,55-59,Mujer,3022,1376.13,0.46,0.11,0.05,0.46,Muy alta
2018,18,Corrientes,55-59,Varón,2535,2083.96,0.82,0.12,0.1,0.85,Muy alta
2018,18,Corrientes,60-64,Mujer,7052,3039.49,0.43,0.38,0.12,0.31,Muy alta
2018,18,Corrientes,60-64,Varón,2055,1002.41,0.49,0.12,0.06,0.53,Muy alta
2018,18,Corrientes,65-69,Mujer,3070,975.51,0.32,0.2,0.07,0.33,Muy alta
2018,18,Corrientes,65-69,Varón,3017,1293.61,0.43,0.16,0.08,0.5,Muy alta
2018,18,Corrientes,70-74,Mujer,3172,2118.4,0.67,0.3,0.16,0.52,Muy alta
2018,18,Corrientes,70-74,Varón,1415,1132.15,0.8,0.15,0.1,0.67,Muy alta
2018,18,Corrientes,75-79,Mujer,1793,1139.83,0.64,0.19,0.1,0.54,Muy alta
2018,18,Corrientes,75-79,Varón,1841,822.16,0.45,0.47,0.15,0.33,Muy alta
2018,18,Corrientes,80+,Mujer,3722,1318.58,0.35,0.32,0.09,0.3,Alta
2018,18,Corrientes,80+,Varón,1251,572.09,0.46,0.22,0.12,0.55,Muy alta
2018,22,Chaco,35-39,Mujer,3372,1241.2,0.37,0.09,0.03,0.37,Muy alta
2018,22,Chaco,35-39,Varón,0,0,NA,0,0,NA,NA
2018,22,Chaco,40-44,Mujer,1468,1492.73,1.02,0.06,0.06,0.95,Muy alta
2018,22,Chaco,40-44,Varón,3986,1685.62,0.42,0.12,0.05,0.39,Muy alta
2018,22,Chaco,45-49,Mujer,3360,1273.78,0.38,0.14,0.05,0.39,Muy alta
2018,22,Chaco,45-49,Varón,2430,1372.56,0.56,0.1,0.06,0.54,Muy alta
2018,22,Chaco,50-54,Mujer,4669,1423.18,0.3,0.22,0.06,0.29,Alta
2018,22,Chaco,50-54,Varón,0,0,NA,0,0,NA,NA
2018,22,Chaco,55-59,Mujer,2103,905.31,0.43,0.1,0.04,0.4,Muy alta
2018,22,Chaco,55-59,Varón,3371,1629.06,0.48,0.17,0.08,0.48,Muy alta
2018,22,Chaco,60-64,Mujer,3603,2242.83,0.62,0.19,0.11,0.57,Muy alta
2018,22,Chaco,60-64,Varón,8933,3216.21,0.36,0.32,0.11,0.34,Muy alta
2018,22,Chaco,65-69,Mujer,2548,1054.75,0.41,0.19,0.09,0.47,Muy alta
2018,22,Chaco,65-69,Varón,2219,1079.09,0.49,0.14,0.07,0.49,Muy alta
2018,22,Chaco,70-74,Mujer,5405,1835.59,0.34,0.36,0.1,0.28,Alta
2018,22,Chaco,70-74,Varón,1207,596.94,0.49,0.15,0.09,0.55,Muy alta
2018,22,Chaco,75-79,Mujer,1516,581.16,0.38,0.19,0.08,0.43,Muy alta
2018,22,Chaco,75-79,Varón,209,194.91,0.93,0.1,0.08,0.8,Muy alta
2018,22,Chaco,80+,Mujer,3221,2142.2,0.67,0.45,0.21,0.47,Muy alta
2018,22,Chaco,80+,Varón,299,256.03,0.86,0.04,0.05,1.22,Muy alta
2018,26,Chubut,35-39,Mujer,3287,1073.97,0.33,0.17,0.05,0.3,Alta
2018,26,Chubut,35-39,Varón,2105,929.6,0.44,0.09,0.04,0.44,Muy alta
2018,26,Chubut,40-44,Mujer,748,510.16,0.68,0.04,0.03,0.67,Muy alta
2018,26,Chubut,40-44,Varón,2229,1194.01,0.54,0.1,0.05,0.53,Muy alta
2018,26,Chubut,45-49,Mujer,1323,778.97,0.59,0.1,0.06,0.62,Muy alta
2018,26,Chubut,45-49,Varón,2413,1291.62,0.54,0.13,0.06,0.5,Muy alta
2018,26,Chubut,50-54,Mujer,4773,2533.54,0.53,0.25,0.11,0.45,Muy alta
2018,26,Chubut,50-54,Varón,755,511.57,0.68,0.06,0.04,0.72,Muy alta
2018,26,Chubut,55-59,Mujer,1183,567.97,0.48,0.11,0.06,0.52,Muy alta
2018,26,Chubut,55-59,Varón,2487,1428.69,0.57,0.24,0.13,0.53,Muy alta
2018,26,Chubut,60-64,Mujer,2712,1024.63,0.38,0.32,0.09,0.28,Alta
2018,26,Chubut,60-64,Varón,767,520.75,0.68,0.09,0.06,0.72,Muy alta
2018,26,Chubut,65-69,Mujer,2318,1018.67,0.44,0.23,0.08,0.35,Muy alta
2018,26,Chubut,65-69,Varón,3065,1566.82,0.51,0.35,0.16,0.46,Muy alta
2018,26,Chubut,70-74,Mujer,501,396.23,0.79,0.13,0.1,0.76,Muy alta
2018,26,Chubut,70-74,Varón,1616,796.09,0.49,0.33,0.14,0.43,Muy alta
2018,26,Chubut,75-79,Mujer,200,160.26,0.8,0.1,0.1,0.95,Muy alta
2018,26,Chubut,75-79,Varón,0,0,NA,0,0,NA,NA
2018,26,Chubut,80+,Mujer,686,460.3,0.67,0.13,0.08,0.6,Muy alta
2018,26,Chubut,80+,Varón,2724,1344.44,0.49,0.42,0.17,0.42,Muy alta
2018,30,Entre Ríos,35-39,Mujer,5567,1565.8,0.28,0.12,0.03,0.26,Alta
2018,30,Entre Ríos,35-39,Varón,680,456.85,0.67,0.02,0.01,0.68,Muy alta
2018,30,Entre Ríos,40-44,Mujer,2235,805.35,0.36,0.07,0.02,0.33,Muy alta
2018,30,Entre Ríos,40-44,Varón,3015,1582.16,0.52,0.08,0.04,0.51,Muy alta
2018,30,Entre Ríos,45-49,Mujer,7171,2621.59,0.37,0.19,0.06,0.34,Muy alta
2018,30,Entre Ríos,45-49,Varón,2539,1406.21,0.55,0.1,0.05,0.51,Muy alta
2018,30,Entre Ríos,50-54,Mujer,3487,2055.5,0.59,0.12,0.06,0.54,Muy alta
2018,30,Entre Ríos,50-54,Varón,1628,771.34,0.47,0.06,0.03,0.49,Muy alta
2018,30,Entre Ríos,55-59,Mujer,9805,2889.93,0.29,0.31,0.07,0.21,Alta
2018,30,Entre Ríos,55-59,Varón,980,624.8,0.64,0.06,0.04,0.65,Muy alta
2018,30,Entre Ríos,60-64,Mujer,5700,1789.33,0.31,0.24,0.06,0.25,Alta
2018,30,Entre Ríos,60-64,Varón,5762,1873.94,0.33,0.2,0.06,0.29,Alta
2018,30,Entre Ríos,65-69,Mujer,4413,1619.3,0.37,0.15,0.05,0.34,Muy alta
2018,30,Entre Ríos,65-69,Varón,2428,982.34,0.4,0.17,0.07,0.39,Muy alta
2018,30,Entre Ríos,70-74,Mujer,2802,1043.69,0.37,0.19,0.06,0.32,Muy alta
2018,30,Entre Ríos,70-74,Varón,4180,1362.71,0.33,0.27,0.08,0.3,Alta
2018,30,Entre Ríos,75-79,Mujer,4334,1848.27,0.43,0.26,0.09,0.36,Muy alta
2018,30,Entre Ríos,75-79,Varón,2698,1089.5,0.4,0.24,0.08,0.34,Muy alta
2018,30,Entre Ríos,80+,Mujer,3240,909.3,0.28,0.21,0.06,0.28,Alta
2018,30,Entre Ríos,80+,Varón,1457,860.6,0.59,0.14,0.09,0.64,Muy alta
2018,34,Formosa,35-39,Mujer,1421,572.02,0.4,0.09,0.04,0.43,Muy alta
2018,34,Formosa,35-39,Varón,0,0,NA,0,0,NA,NA
2018,34,Formosa,40-44,Mujer,796,502.12,0.63,0.09,0.05,0.61,Muy alta
2018,34,Formosa,40-44,Varón,1124,801.84,0.71,0.08,0.06,0.73,Muy alta
2018,34,Formosa,45-49,Mujer,1962,871.18,0.44,0.16,0.07,0.44,Muy alta
2018,34,Formosa,45-49,Varón,1296,708.8,0.55,0.1,0.05,0.51,Muy alta
2018,34,Formosa,50-54,Mujer,3974,1341.46,0.34,0.31,0.09,0.29,Alta
2018,34,Formosa,50-54,Varón,2963,929.1,0.31,0.38,0.1,0.25,Alta
2018,34,Formosa,55-59,Mujer,1455,710.44,0.49,0.14,0.06,0.45,Muy alta
2018,34,Formosa,55-59,Varón,2084,764.21,0.37,0.19,0.08,0.39,Muy alta
2018,34,Formosa,60-64,Mujer,213,159.47,0.75,0.03,0.03,0.78,Muy alta
2018,34,Formosa,60-64,Varón,2101,777.64,0.37,0.26,0.09,0.34,Muy alta
2018,34,Formosa,65-69,Mujer,1046,428.51,0.41,0.18,0.07,0.38,Muy alta
2018,34,Formosa,65-69,Varón,1578,796.51,0.5,0.31,0.13,0.43,Muy alta
2018,34,Formosa,70-74,Mujer,1483,723.11,0.49,0.3,0.12,0.39,Muy alta
2018,34,Formosa,70-74,Varón,710,436.55,0.61,0.18,0.1,0.55,Muy alta
2018,34,Formosa,75-79,Mujer,869,370.08,0.43,0.18,0.07,0.37,Muy alta
2018,34,Formosa,75-79,Varón,1068,589.01,0.55,0.22,0.11,0.51,Muy alta
2018,34,Formosa,80+,Mujer,1884,596.09,0.32,0.52,0.11,0.22,Alta
2018,34,Formosa,80+,Varón,1098,581.32,0.53,0.31,0.15,0.48,Muy alta
2018,38,Jujuy,35-39,Mujer,4148,1864.89,0.45,0.16,0.07,0.43,Muy alta
2018,38,Jujuy,35-39,Varón,1708,1266.51,0.74,0.07,0.05,0.71,Muy alta
2018,38,Jujuy,40-44,Mujer,913,556.11,0.61,0.04,0.02,0.59,Muy alta
2018,38,Jujuy,40-44,Varón,1791,857.15,0.48,0.12,0.06,0.47,Muy alta
2018,38,Jujuy,45-49,Mujer,2496,1070.06,0.43,0.14,0.05,0.4,Muy alta
2018,38,Jujuy,45-49,Varón,1345,823.42,0.61,0.07,0.05,0.63,Muy alta
2018,38,Jujuy,50-54,Mujer,2608,1199.88,0.46,0.14,0.06,0.44,Muy alta
2018,38,Jujuy,50-54,Varón,2640,1124.81,0.43,0.14,0.06,0.45,Muy alta
2018,38,Jujuy,55-59,Mujer,2379,1171.86,0.49,0.19,0.1,0.52,Muy alta
2018,38,Jujuy,55-59,Varón,1234,621.78,0.5,0.1,0.06,0.58,Muy alta
2018,38,Jujuy,60-64,Mujer,3623,1123.8,0.31,0.32,0.08,0.25,Alta
2018,38,Jujuy,60-64,Varón,977,170.19,0.17,0.15,0.05,0.33,Muy alta
2018,38,Jujuy,65-69,Mujer,1384,762.76,0.55,0.13,0.07,0.52,Muy alta
2018,38,Jujuy,65-69,Varón,2188,1120.73,0.51,0.18,0.1,0.54,Muy alta
2018,38,Jujuy,70-74,Mujer,877,574.43,0.65,0.14,0.08,0.6,Muy alta
2018,38,Jujuy,70-74,Varón,480,369.99,0.77,0.05,0.04,0.79,Muy alta
2018,38,Jujuy,75-79,Mujer,328,246.79,0.75,0.08,0.06,0.79,Muy alta
2018,38,Jujuy,75-79,Varón,915,1047.3,1.14,0.13,0.14,1.1,Muy alta
2018,38,Jujuy,80+,Mujer,592,284.76,0.48,0.13,0.08,0.63,Muy alta
2018,38,Jujuy,80+,Varón,744,592.71,0.8,0.27,0.22,0.8,Muy alta
2018,42,La Pampa,35-39,Mujer,1751,820.3,0.47,0.18,0.08,0.44,Muy alta
2018,42,La Pampa,35-39,Varón,2025,883.52,0.44,0.27,0.12,0.45,Muy alta
2018,42,La Pampa,40-44,Mujer,50,51.91,1.04,0.01,0.01,1.12,Muy alta
2018,42,La Pampa,40-44,Varón,554,380.27,0.69,0.09,0.07,0.82,Muy alta
2018,42,La Pampa,45-49,Mujer,567,380.24,0.67,0.09,0.07,0.83,Muy alta
2018,42,La Pampa,45-49,Varón,2368,898.37,0.38,0.29,0.09,0.32,Muy alta
2018,42,La Pampa,50-54,Mujer,629,281.22,0.45,0.12,0.06,0.48,Muy alta
2018,42,La Pampa,50-54,Varón,287,216.16,0.75,0.07,0.07,1.02,Muy alta
2018,42,La Pampa,55-59,Mujer,39,36.92,0.95,0.01,0.01,1.09,Muy alta
2018,42,La Pampa,55-59,Varón,651,251.5,0.39,0.13,0.05,0.4,Muy alta
2018,42,La Pampa,60-64,Mujer,2629,904.5,0.34,0.51,0.12,0.24,Alta
2018,42,La Pampa,60-64,Varón,1866,719.65,0.39,0.29,0.1,0.37,Muy alta
2018,42,La Pampa,65-69,Mujer,695,274.89,0.4,0.14,0.06,0.43,Muy alta
2018,42,La Pampa,65-69,Varón,310,249.69,0.81,0.11,0.1,0.93,Muy alta
2018,42,La Pampa,70-74,Mujer,611,318.18,0.52,0.13,0.07,0.58,Muy alta
2018,42,La Pampa,70-74,Varón,1039,559.4,0.54,0.29,0.15,0.52,Muy alta
2018,42,La Pampa,75-79,Mujer,530,410.01,0.77,0.19,0.13,0.68,Muy alta
2018,42,La Pampa,75-79,Varón,1176,702.45,0.6,0.33,0.17,0.51,Muy alta
2018,42,La Pampa,80+,Mujer,407,183.92,0.45,0.18,0.11,0.61,Muy alta
2018,42,La Pampa,80+,Varón,575,348.44,0.61,0.34,0.17,0.5,Muy alta
2018,46,La Rioja,35-39,Mujer,1139,628.78,0.55,0.09,0.05,0.54,Muy alta
2018,46,La Rioja,35-39,Varón,1269,726.19,0.57,0.13,0.07,0.54,Muy alta
2018,46,La Rioja,40-44,Mujer,1621,903.65,0.56,0.13,0.07,0.56,Muy alta
2018,46,La Rioja,40-44,Varón,533,362,0.68,0.07,0.05,0.7,Muy alta
2018,46,La Rioja,45-49,Mujer,2247,1010.08,0.45,0.22,0.09,0.43,Muy alta
2018,46,La Rioja,45-49,Varón,37,40.77,1.1,0.01,0.01,1.28,Muy alta
2018,46,La Rioja,50-54,Mujer,2358,1137.95,0.48,0.34,0.13,0.39,Muy alta
2018,46,La Rioja,50-54,Varón,1271,764.21,0.6,0.17,0.11,0.62,Muy alta
2018,46,La Rioja,55-59,Mujer,2497,845.45,0.34,0.22,0.07,0.31,Muy alta
2018,46,La Rioja,55-59,Varón,1098,631.86,0.58,0.3,0.15,0.48,Muy alta
2018,46,La Rioja,60-64,Mujer,1215,639.56,0.53,0.34,0.12,0.34,Muy alta
2018,46,La Rioja,60-64,Varón,2530,1011.8,0.4,0.4,0.13,0.33,Muy alta
2018,46,La Rioja,65-69,Mujer,748,510.96,0.68,0.14,0.09,0.65,Muy alta
2018,46,La Rioja,65-69,Varón,2866,1167.33,0.41,0.46,0.16,0.34,Muy alta
2018,46,La Rioja,70-74,Mujer,1309,740.86,0.57,0.32,0.16,0.5,Muy alta
2018,46,La Rioja,70-74,Varón,1104,556.25,0.5,0.54,0.21,0.39,Muy alta
2018,46,La Rioja,75-79,Mujer,365,346.49,0.95,0.17,0.18,1.06,Muy alta
2018,46,La Rioja,75-79,Varón,447,466.35,1.04,0.33,0.27,0.8,Muy alta
2018,46,La Rioja,80+,Mujer,628,433.19,0.69,0.23,0.13,0.57,Muy alta
2018,46,La Rioja,80+,Varón,0,0,NA,0,0,NA,NA
2018,50,Mendoza,35-39,Mujer,6073,3439.98,0.57,0.14,0.07,0.49,Muy alta
2018,50,Mendoza,35-39,Varón,2071,2337.97,1.13,0.04,0.05,1.26,Muy alta
2018,50,Mendoza,40-44,Mujer,11282,4732.3,0.42,0.23,0.09,0.37,Muy alta
2018,50,Mendoza,40-44,Varón,5780,2778.21,0.48,0.12,0.06,0.48,Muy alta
2018,50,Mendoza,45-49,Mujer,4865,3132.41,0.64,0.11,0.07,0.62,Muy alta
2018,50,Mendoza,45-49,Varón,1645,1379.23,0.84,0.03,0.03,0.87,Muy alta
2018,50,Mendoza,50-54,Mujer,6414,3378.52,0.53,0.15,0.08,0.53,Muy alta
2018,50,Mendoza,50-54,Varón,2772,2492.82,0.9,0.07,0.06,0.87,Muy alta
2018,50,Mendoza,55-59,Mujer,3566,2295.03,0.64,0.13,0.07,0.52,Muy alta
2018,50,Mendoza,55-59,Varón,9273,3496.38,0.38,0.23,0.08,0.34,Muy alta
2018,50,Mendoza,60-64,Mujer,3019,1018.98,0.34,0.11,0.04,0.37,Muy alta
2018,50,Mendoza,60-64,Varón,11479,3296.7,0.29,0.36,0.1,0.27,Alta
2018,50,Mendoza,65-69,Mujer,5005,1564.6,0.31,0.17,0.06,0.37,Muy alta
2018,50,Mendoza,65-69,Varón,10927,4585.99,0.42,0.41,0.14,0.35,Muy alta
2018,50,Mendoza,70-74,Mujer,5814,1941.45,0.33,0.25,0.07,0.27,Alta
2018,50,Mendoza,70-74,Varón,6322,3501.18,0.55,0.26,0.13,0.51,Muy alta
2018,50,Mendoza,75-79,Mujer,1711,982.4,0.57,0.08,0.05,0.57,Muy alta
2018,50,Mendoza,75-79,Varón,6488,3307.02,0.51,0.3,0.13,0.45,Muy alta
2018,50,Mendoza,80+,Mujer,2184,1542.13,0.71,0.09,0.06,0.7,Muy alta
2018,50,Mendoza,80+,Varón,2305,1001.62,0.43,0.15,0.08,0.54,Muy alta
2018,54,Misiones,35-39,Mujer,4164,1679.01,0.4,0.11,0.04,0.33,Muy alta
2018,54,Misiones,35-39,Varón,1515,860.52,0.57,0.05,0.03,0.56,Muy alta
2018,54,Misiones,40-44,Mujer,6453,2814.57,0.44,0.2,0.08,0.42,Muy alta
2018,54,Misiones,40-44,Varón,1756,1295,0.74,0.09,0.06,0.72,Muy alta
2018,54,Misiones,45-49,Mujer,3609,1657.01,0.46,0.16,0.06,0.38,Muy alta
2018,54,Misiones,45-49,Varón,5229,1738.99,0.33,0.21,0.07,0.33,Muy alta
2018,54,Misiones,50-54,Mujer,3486,1143.48,0.33,0.17,0.06,0.33,Muy alta
2018,54,Misiones,50-54,Varón,2970,1994.05,0.67,0.14,0.09,0.63,Muy alta
2018,54,Misiones,55-59,Mujer,10588,2707.41,0.26,0.44,0.09,0.19,Moderada
2018,54,Misiones,55-59,Varón,1476,787.83,0.53,0.11,0.07,0.58,Muy alta
2018,54,Misiones,60-64,Mujer,3539,1236.21,0.35,0.22,0.06,0.29,Alta
2018,54,Misiones,60-64,Varón,3205,1465.24,0.46,0.15,0.06,0.44,Muy alta
2018,54,Misiones,65-69,Mujer,2655,824.93,0.31,0.17,0.05,0.29,Alta
2018,54,Misiones,65-69,Varón,3977,1288.81,0.32,0.29,0.09,0.3,Alta
2018,54,Misiones,70-74,Mujer,1033,558.21,0.54,0.1,0.06,0.57,Muy alta
2018,54,Misiones,70-74,Varón,2358,1711.88,0.73,0.24,0.14,0.59,Muy alta
2018,54,Misiones,75-79,Mujer,1259,793.03,0.63,0.18,0.11,0.61,Muy alta
2018,54,Misiones,75-79,Varón,256,249.34,0.97,0.12,0.28,2.39,Muy alta
2018,54,Misiones,80+,Mujer,3237,2101.32,0.65,0.31,0.16,0.51,Muy alta
2018,54,Misiones,80+,Varón,0,0,NA,0,0,NA,NA
2018,58,Neuquén,35-39,Mujer,4216,1506.85,0.36,0.18,0.06,0.33,Muy alta
2018,58,Neuquén,35-39,Varón,608,357.65,0.59,0.03,0.02,0.61,Muy alta
2018,58,Neuquén,40-44,Mujer,4251,1709.84,0.4,0.25,0.08,0.34,Muy alta
2018,58,Neuquén,40-44,Varón,1078,734.47,0.68,0.07,0.04,0.62,Muy alta
2018,58,Neuquén,45-49,Mujer,2161,1035.6,0.48,0.11,0.05,0.46,Muy alta
2018,58,Neuquén,45-49,Varón,1528,856.15,0.56,0.08,0.05,0.58,Muy alta
2018,58,Neuquén,50-54,Mujer,2052,806.65,0.39,0.13,0.06,0.41,Muy alta
2018,58,Neuquén,50-54,Varón,544,343.37,0.63,0.05,0.03,0.62,Muy alta
2018,58,Neuquén,55-59,Mujer,1656,951.66,0.57,0.19,0.1,0.55,Muy alta
2018,58,Neuquén,55-59,Varón,2324,899.46,0.39,0.21,0.08,0.37,Muy alta
2018,58,Neuquén,60-64,Mujer,5043,1756.05,0.35,0.28,0.08,0.28,Alta
2018,58,Neuquén,60-64,Varón,2912,1170.59,0.4,0.25,0.08,0.34,Muy alta
2018,58,Neuquén,65-69,Mujer,3256,1677.98,0.52,0.38,0.15,0.4,Muy alta
2018,58,Neuquén,65-69,Varón,2382,1134.58,0.48,0.28,0.13,0.46,Muy alta
2018,58,Neuquén,70-74,Mujer,1501,901.72,0.6,0.28,0.13,0.48,Muy alta
2018,58,Neuquén,70-74,Varón,2764,1529.16,0.55,0.36,0.18,0.51,Muy alta
2018,58,Neuquén,75-79,Mujer,629,398.46,0.63,0.08,0.06,0.76,Muy alta
2018,58,Neuquén,75-79,Varón,288,285.96,0.99,0.2,0.31,1.55,Muy alta
2018,58,Neuquén,80+,Mujer,2563,1090.26,0.43,0.57,0.13,0.22,Alta
2018,58,Neuquén,80+,Varón,0,0,NA,0,0,NA,NA
2018,62,Río Negro,35-39,Mujer,2586,989.71,0.38,0.12,0.05,0.42,Muy alta
2018,62,Río Negro,35-39,Varón,416,430.09,1.03,0.02,0.02,1.09,Muy alta
2018,62,Río Negro,40-44,Mujer,3371,968.41,0.29,0.17,0.04,0.26,Alta
2018,62,Río Negro,40-44,Varón,659,596.05,0.9,0.03,0.03,0.9,Muy alta
2018,62,Río Negro,45-49,Mujer,2633,1181.99,0.45,0.11,0.05,0.46,Muy alta
2018,62,Río Negro,45-49,Varón,2407,603.72,0.25,0.13,0.04,0.29,Alta
2018,62,Río Negro,50-54,Mujer,3566,1484.5,0.42,0.21,0.08,0.4,Muy alta
2018,62,Río Negro,50-54,Varón,1721,798.58,0.46,0.11,0.06,0.55,Muy alta
2018,62,Río Negro,55-59,Mujer,4219,2103.27,0.5,0.3,0.11,0.36,Muy alta
2018,62,Río Negro,55-59,Varón,3633,1280.42,0.35,0.36,0.09,0.27,Alta
2018,62,Río Negro,60-64,Mujer,3284,1120.53,0.34,0.3,0.08,0.27,Alta
2018,62,Río Negro,60-64,Varón,2458,870.34,0.35,0.14,0.05,0.38,Muy alta
2018,62,Río Negro,65-69,Mujer,1912,792.33,0.41,0.21,0.08,0.37,Muy alta
2018,62,Río Negro,65-69,Varón,3351,1070.42,0.32,0.29,0.08,0.26,Alta
2018,62,Río Negro,70-74,Mujer,1879,507.09,0.27,0.21,0.06,0.26,Alta
2018,62,Río Negro,70-74,Varón,2946,1038.84,0.35,0.22,0.06,0.28,Alta
2018,62,Río Negro,75-79,Mujer,514,287.3,0.56,0.06,0.03,0.55,Muy alta
2018,62,Río Negro,75-79,Varón,1114,533.34,0.48,0.24,0.13,0.52,Muy alta
2018,62,Río Negro,80+,Mujer,1512,702.03,0.46,0.31,0.12,0.38,Muy alta
2018,62,Río Negro,80+,Varón,195,220.33,1.13,0.11,0.11,1.06,Muy alta
2018,66,Salta,35-39,Mujer,5573,2330.11,0.42,0.13,0.05,0.4,Muy alta
2018,66,Salta,35-39,Varón,1902,995.14,0.52,0.05,0.03,0.49,Muy alta
2018,66,Salta,40-44,Mujer,7446,2621.13,0.35,0.2,0.06,0.31,Muy alta
2018,66,Salta,40-44,Varón,3807,1637.18,0.43,0.12,0.05,0.41,Muy alta
2018,66,Salta,45-49,Mujer,4635,2071.12,0.45,0.16,0.07,0.42,Muy alta
2018,66,Salta,45-49,Varón,5818,1911.72,0.33,0.14,0.05,0.32,Muy alta
2018,66,Salta,50-54,Mujer,5576,1753.3,0.31,0.17,0.05,0.29,Alta
2018,66,Salta,50-54,Varón,2846,1309.86,0.46,0.11,0.04,0.42,Muy alta
2018,66,Salta,55-59,Mujer,6292,2070.61,0.33,0.22,0.06,0.28,Alta
2018,66,Salta,55-59,Varón,3636,1378.92,0.38,0.19,0.08,0.41,Muy alta
2018,66,Salta,60-64,Mujer,4120,1734.07,0.42,0.21,0.07,0.35,Muy alta
2018,66,Salta,60-64,Varón,3493,1235.33,0.35,0.23,0.08,0.33,Muy alta
2018,66,Salta,65-69,Mujer,4918,1900.81,0.39,0.23,0.08,0.34,Muy alta
2018,66,Salta,65-69,Varón,2038,968.95,0.48,0.09,0.04,0.47,Muy alta
2018,66,Salta,70-74,Mujer,3070,1724.11,0.56,0.2,0.1,0.49,Muy alta
2018,66,Salta,70-74,Varón,1161,671.32,0.58,0.07,0.05,0.65,Muy alta
2018,66,Salta,75-79,Mujer,2262,1029.88,0.46,0.28,0.11,0.39,Muy alta
2018,66,Salta,75-79,Varón,1142,1060.89,0.93,0.27,0.19,0.71,Muy alta
2018,66,Salta,80+,Mujer,1053,780.29,0.74,0.13,0.1,0.74,Muy alta
2018,66,Salta,80+,Varón,2623,1520.25,0.58,0.39,0.18,0.46,Muy alta
2018,70,San Juan,35-39,Mujer,394,325.94,0.83,0.02,0.02,0.9,Muy alta
2018,70,San Juan,35-39,Varón,3947,2032.48,0.51,0.25,0.1,0.42,Muy alta
2018,70,San Juan,40-44,Mujer,4245,1819.04,0.43,0.19,0.07,0.38,Muy alta
2018,70,San Juan,40-44,Varón,2735,1469.93,0.54,0.14,0.07,0.52,Muy alta
2018,70,San Juan,45-49,Mujer,8425,2569.93,0.31,0.36,0.1,0.27,Alta
2018,70,San Juan,45-49,Varón,744,715.81,0.96,0.05,0.05,1,Muy alta
2018,70,San Juan,50-54,Mujer,3062,1384.22,0.45,0.15,0.05,0.37,Muy alta
2018,70,San Juan,50-54,Varón,3795,1526.88,0.4,0.28,0.11,0.4,Muy alta
2018,70,San Juan,55-59,Mujer,3549,1719.17,0.48,0.31,0.12,0.39,Muy alta
2018,70,San Juan,55-59,Varón,3650,1920.49,0.53,0.38,0.14,0.37,Muy alta
2018,70,San Juan,60-64,Mujer,2021,1155.74,0.57,0.13,0.08,0.59,Muy alta
2018,70,San Juan,60-64,Varón,3954,2229.91,0.56,0.34,0.16,0.45,Muy alta
2018,70,San Juan,65-69,Mujer,5933,1906.14,0.32,0.47,0.12,0.26,Alta
2018,70,San Juan,65-69,Varón,1324,830.42,0.63,0.09,0.06,0.63,Muy alta
2018,70,San Juan,70-74,Mujer,3942,1585.93,0.4,0.31,0.11,0.36,Muy alta
2018,70,San Juan,70-74,Varón,3967,1699.96,0.43,0.54,0.16,0.3,Alta
2018,70,San Juan,75-79,Mujer,3573,1548.99,0.43,0.49,0.16,0.32,Muy alta
2018,70,San Juan,75-79,Varón,915,603.01,0.66,0.34,0.21,0.61,Muy alta
2018,70,San Juan,80+,Mujer,466,381.61,0.82,0.08,0.07,0.91,Muy alta
2018,70,San Juan,80+,Varón,917,723.6,0.79,0.2,0.17,0.87,Muy alta
2018,74,San Luis,35-39,Mujer,957,421.12,0.44,0.06,0.03,0.46,Muy alta
2018,74,San Luis,35-39,Varón,748,536.53,0.72,0.05,0.03,0.76,Muy alta
2018,74,San Luis,40-44,Mujer,4030,1282.16,0.32,0.33,0.09,0.28,Alta
2018,74,San Luis,40-44,Varón,2131,1118.53,0.52,0.13,0.07,0.53,Muy alta
2018,74,San Luis,45-49,Mujer,1757,800.21,0.46,0.12,0.05,0.42,Muy alta
2018,74,San Luis,45-49,Varón,863,951.64,1.1,0.09,0.09,1.01,Muy alta
2018,74,San Luis,50-54,Mujer,1629,859.67,0.53,0.11,0.05,0.48,Muy alta
2018,74,San Luis,50-54,Varón,0,0,NA,0,0,NA,NA
2018,74,San Luis,55-59,Mujer,1683,680.04,0.4,0.15,0.06,0.4,Muy alta
2018,74,San Luis,55-59,Varón,2099,961.68,0.46,0.31,0.12,0.37,Muy alta
2018,74,San Luis,60-64,Mujer,1201,470.36,0.39,0.21,0.08,0.38,Muy alta
2018,74,San Luis,60-64,Varón,5422,1461.73,0.27,0.47,0.1,0.21,Alta
