anio_enfr,prov_id,prov_nombre,grupo_edad_5,sexo,dm_total,dm_total_se,dm_total_cv,dm_prev,dm_prev_se,dm_prev_cv,dm_prev_cv_cat
2018,74,San Luis,65-69,Mujer,2621,838.04,0.32,0.29,0.08,0.26,Alta
2018,74,San Luis,65-69,Varón,1968,845.19,0.43,0.31,0.12,0.38,Muy alta
2018,74,San Luis,70-74,Mujer,736,320.3,0.44,0.13,0.05,0.42,Muy alta
2018,74,San Luis,70-74,Varón,3646,1254.13,0.34,0.42,0.13,0.31,Muy alta
2018,74,San Luis,75-79,Mujer,1607,887.43,0.55,0.43,0.19,0.43,Muy alta
2018,74,San Luis,75-79,Varón,1731,715.15,0.41,0.47,0.16,0.34,Muy alta
2018,74,San Luis,80+,Mujer,1365,537,0.39,0.28,0.09,0.34,Muy alta
2018,74,San Luis,80+,Varón,762,595.98,0.78,0.47,0.25,0.53,Muy alta
2018,78,Santa Cruz,35-39,Mujer,1163,547.08,0.47,0.09,0.04,0.49,Muy alta
2018,78,Santa Cruz,35-39,Varón,782,505.72,0.65,0.05,0.04,0.7,Muy alta
2018,78,Santa Cruz,40-44,Mujer,2513,901.41,0.36,0.17,0.06,0.37,Muy alta
2018,78,Santa Cruz,40-44,Varón,161,179.92,1.12,0.01,0.02,1.16,Muy alta
2018,78,Santa Cruz,45-49,Mujer,2840,764.45,0.27,0.3,0.09,0.28,Alta
2018,78,Santa Cruz,45-49,Varón,433,433.03,1,0.05,0.05,1.01,Muy alta
2018,78,Santa Cruz,50-54,Mujer,650,454.4,0.7,0.13,0.09,0.68,Muy alta
2018,78,Santa Cruz,50-54,Varón,1382,590.33,0.43,0.16,0.08,0.49,Muy alta
2018,78,Santa Cruz,55-59,Mujer,1273,613.68,0.48,0.19,0.09,0.48,Muy alta
2018,78,Santa Cruz,55-59,Varón,1007,676.9,0.67,0.14,0.08,0.59,Muy alta
2018,78,Santa Cruz,60-64,Mujer,2284,1149.46,0.5,0.48,0.16,0.34,Muy alta
2018,78,Santa Cruz,60-64,Varón,1498,516.29,0.34,0.21,0.07,0.33,Muy alta
2018,78,Santa Cruz,65-69,Mujer,378,104.13,0.28,0.07,0.03,0.37,Muy alta
2018,78,Santa Cruz,65-69,Varón,3261,1220.03,0.37,0.47,0.15,0.31,Muy alta
2018,78,Santa Cruz,70-74,Mujer,440,397.04,0.9,0.33,0.21,0.62,Muy alta
2018,78,Santa Cruz,70-74,Varón,1681,957.14,0.57,0.9,0.18,0.2,Moderada
2018,78,Santa Cruz,75-79,Mujer,545,339.74,0.62,0.27,0.14,0.51,Muy alta
2018,78,Santa Cruz,75-79,Varón,314,311.66,0.99,0.57,0.37,0.65,Muy alta
2018,78,Santa Cruz,80+,Mujer,477,420.64,0.88,0.35,0.23,0.65,Muy alta
2018,78,Santa Cruz,80+,Varón,237,202.43,0.85,0.18,0.2,1.11,Muy alta
2018,82,Santa Fe,35-39,Mujer,7568,2891.75,0.38,0.08,0.03,0.4,Muy alta
2018,82,Santa Fe,35-39,Varón,8212,3595.24,0.44,0.07,0.03,0.47,Muy alta
2018,82,Santa Fe,40-44,Mujer,12967,4953.96,0.38,0.12,0.04,0.36,Muy alta
2018,82,Santa Fe,40-44,Varón,5064,3016.97,0.6,0.05,0.03,0.6,Muy alta
2018,82,Santa Fe,45-49,Mujer,5058,2792.34,0.55,0.05,0.03,0.56,Muy alta
2018,82,Santa Fe,45-49,Varón,18604,5505.83,0.3,0.24,0.07,0.3,Alta
2018,82,Santa Fe,50-54,Mujer,15236,5520.73,0.36,0.23,0.07,0.31,Muy alta
2018,82,Santa Fe,50-54,Varón,20870,7236.49,0.35,0.26,0.08,0.32,Muy alta
2018,82,Santa Fe,55-59,Mujer,13453,5351.01,0.4,0.17,0.06,0.35,Muy alta
2018,82,Santa Fe,55-59,Varón,9021,2835.22,0.31,0.18,0.06,0.34,Muy alta
2018,82,Santa Fe,60-64,Mujer,17480,5665.43,0.32,0.25,0.07,0.29,Alta
2018,82,Santa Fe,60-64,Varón,15459,6914.83,0.45,0.2,0.08,0.41,Muy alta
2018,82,Santa Fe,65-69,Mujer,17550,5766.02,0.33,0.26,0.08,0.3,Alta
2018,82,Santa Fe,65-69,Varón,22971,8944.58,0.39,0.37,0.11,0.31,Muy alta
2018,82,Santa Fe,70-74,Mujer,10575,5753.15,0.54,0.28,0.11,0.41,Muy alta
2018,82,Santa Fe,70-74,Varón,11007,3630.63,0.33,0.27,0.09,0.32,Muy alta
2018,82,Santa Fe,75-79,Mujer,8499,3326.32,0.39,0.17,0.07,0.4,Muy alta
2018,82,Santa Fe,75-79,Varón,4400,2411.37,0.55,0.15,0.07,0.48,Muy alta
2018,82,Santa Fe,80+,Mujer,9637,4698.01,0.49,0.19,0.09,0.44,Muy alta
2018,82,Santa Fe,80+,Varón,4888,2969.94,0.61,0.15,0.09,0.56,Muy alta
2018,86,Santiago del Estero,35-39,Mujer,3223,1509.07,0.47,0.15,0.06,0.41,Muy alta
2018,86,Santiago del Estero,35-39,Varón,1599,979.01,0.61,0.06,0.05,0.73,Muy alta
2018,86,Santiago del Estero,40-44,Mujer,6030,2389.69,0.4,0.24,0.09,0.37,Muy alta
2018,86,Santiago del Estero,40-44,Varón,351,399.06,1.14,0.02,0.02,1.32,Muy alta
2018,86,Santiago del Estero,45-49,Mujer,4440,2023.53,0.46,0.21,0.08,0.39,Muy alta
2018,86,Santiago del Estero,45-49,Varón,2642,1227.45,0.46,0.21,0.09,0.44,Muy alta
2018,86,Santiago del Estero,50-54,Mujer,2273,1271.86,0.56,0.2,0.12,0.6,Muy alta
2018,86,Santiago del Estero,50-54,Varón,6075,2643.04,0.44,0.27,0.12,0.46,Muy alta
2018,86,Santiago del Estero,55-59,Mujer,3002,1688.82,0.56,0.21,0.11,0.52,Muy alta
2018,86,Santiago del Estero,55-59,Varón,2995,1683.31,0.56,0.22,0.12,0.54,Muy alta
2018,86,Santiago del Estero,60-64,Mujer,2582,1111.71,0.43,0.21,0.09,0.41,Muy alta
2018,86,Santiago del Estero,60-64,Varón,573,555.3,0.97,0.08,0.08,1.03,Muy alta
2018,86,Santiago del Estero,65-69,Mujer,1830,1008.62,0.55,0.22,0.13,0.61,Muy alta
2018,86,Santiago del Estero,65-69,Varón,5362,1827.5,0.34,0.58,0.16,0.28,Alta
2018,86,Santiago del Estero,70-74,Mujer,3395,1604.28,0.47,0.25,0.11,0.43,Muy alta
2018,86,Santiago del Estero,70-74,Varón,1090,823.62,0.76,0.19,0.17,0.89,Muy alta
2018,86,Santiago del Estero,75-79,Mujer,0,0,NA,0,0,NA,NA
2018,86,Santiago del Estero,75-79,Varón,0,0,NA,0,0,NA,NA
2018,86,Santiago del Estero,80+,Mujer,361,351.83,0.97,0.05,0.04,0.84,Muy alta
2018,86,Santiago del Estero,80+,Varón,1834,1286.27,0.7,0.29,0.19,0.65,Muy alta
2018,90,Tucumán,35-39,Mujer,6436,2069.59,0.32,0.14,0.04,0.32,Muy alta
2018,90,Tucumán,35-39,Varón,1280,1171.73,0.92,0.02,0.02,0.98,Muy alta
2018,90,Tucumán,40-44,Mujer,5862,2290.6,0.39,0.17,0.06,0.37,Muy alta
2018,90,Tucumán,40-44,Varón,5801,2639.76,0.46,0.16,0.07,0.42,Muy alta
2018,90,Tucumán,45-49,Mujer,6139,2915.79,0.47,0.16,0.08,0.48,Muy alta
2018,90,Tucumán,45-49,Varón,3419,2768.42,0.81,0.09,0.07,0.81,Muy alta
2018,90,Tucumán,50-54,Mujer,5020,1665.68,0.33,0.17,0.06,0.34,Muy alta
2018,90,Tucumán,50-54,Varón,7977,3306.14,0.41,0.26,0.1,0.37,Muy alta
2018,90,Tucumán,55-59,Mujer,3113,1483.46,0.48,0.19,0.08,0.44,Muy alta
2018,90,Tucumán,55-59,Varón,9355,3218.67,0.34,0.38,0.12,0.31,Muy alta
2018,90,Tucumán,60-64,Mujer,9838,2839.81,0.29,0.27,0.07,0.26,Alta
2018,90,Tucumán,60-64,Varón,9967,4183.11,0.42,0.31,0.11,0.36,Muy alta
2018,90,Tucumán,65-69,Mujer,3100,1262.49,0.41,0.15,0.06,0.43,Muy alta
2018,90,Tucumán,65-69,Varón,3754,2028.55,0.54,0.14,0.08,0.58,Muy alta
2018,90,Tucumán,70-74,Mujer,2422,1105.09,0.46,0.11,0.05,0.47,Muy alta
2018,90,Tucumán,70-74,Varón,143,158.45,1.11,0.01,0.02,1.22,Muy alta
2018,90,Tucumán,75-79,Mujer,5005,2210.17,0.44,0.33,0.12,0.35,Muy alta
2018,90,Tucumán,75-79,Varón,1609,1272.92,0.79,0.18,0.17,0.95,Muy alta
2018,90,Tucumán,80+,Mujer,500,529.24,1.06,0.04,0.04,1.06,Muy alta
2018,90,Tucumán,80+,Varón,340,391.47,1.15,0.03,0.04,1.27,Muy alta
2018,94,Tierra del Fuego,35-39,Mujer,319,348.77,1.09,0.04,0.05,1.16,Muy alta
2018,94,Tierra del Fuego,35-39,Varón,529,455.59,0.86,0.07,0.06,0.85,Muy alta
2018,94,Tierra del Fuego,40-44,Mujer,1401,646.92,0.46,0.25,0.13,0.49,Muy alta
2018,94,Tierra del Fuego,40-44,Varón,2092,435.17,0.21,0.33,0.12,0.37,Muy alta
2018,94,Tierra del Fuego,45-49,Mujer,492,420.53,0.85,0.11,0.09,0.85,Muy alta
2018,94,Tierra del Fuego,45-49,Varón,531,457.31,0.86,0.12,0.11,0.97,Muy alta
2018,94,Tierra del Fuego,50-54,Mujer,1143,523.44,0.46,0.49,0.23,0.47,Muy alta
2018,94,Tierra del Fuego,50-54,Varón,722,470.06,0.65,0.19,0.15,0.79,Muy alta
2018,94,Tierra del Fuego,55-59,Mujer,1075,644.65,0.6,0.19,0.1,0.51,Muy alta
2018,94,Tierra del Fuego,55-59,Varón,1340,611.73,0.46,0.62,0.19,0.3,Alta
2018,94,Tierra del Fuego,60-64,Mujer,622,427.61,0.69,0.18,0.12,0.68,Muy alta
2018,94,Tierra del Fuego,60-64,Varón,468,409.4,0.87,0.1,0.1,1.02,Muy alta
2018,94,Tierra del Fuego,65-69,Mujer,939,574.19,0.61,0.47,0.27,0.58,Muy alta
2018,94,Tierra del Fuego,65-69,Varón,340,382.43,1.12,0.19,0.29,1.56,Muy alta
2018,94,Tierra del Fuego,70-74,Mujer,0,0,NA,0,0,NA,NA
2018,94,Tierra del Fuego,70-74,Varón,953,671.33,0.7,0.61,0.25,0.41,Muy alta
2018,94,Tierra del Fuego,75-79,Mujer,290,234.9,0.81,0.4,0.34,0.84,Muy alta
2018,94,Tierra del Fuego,75-79,Varón,192,224.3,1.17,0.17,0.27,1.56,Muy alta
2018,94,Tierra del Fuego,80+,Mujer,0,0,NA,0,0,NA,NA
2018,94,Tierra del Fuego,80+,Varón,122,164.03,1.34,0.26,0.38,1.47,Muy alta
