anio_enfr,anio,prov_id,prov_nombre,grupo_edad_5,grupo_edad_10,sexo,proy_pob
2005,2005,46,La Rioja,60-64 años,60-69 años,Varón,4441
2005,2005,46,La Rioja,65-69 años,60-69 años,Mujer,3883
2005,2005,46,La Rioja,65-69 años,60-69 años,Varón,3409
2005,2005,46,La Rioja,70-74 años,70-79 años,Mujer,3115
2005,2005,46,La Rioja,70-74 años,70-79 años,Varón,2562
2005,2005,46,La Rioja,75-79 años,70-79 años,Mujer,2290
2005,2005,46,La Rioja,75-79 años,70-79 años,Varón,1905
2005,2005,46,La Rioja,80+ años,80+ años,Mujer,2210
2005,2005,46,La Rioja,80+ años,80+ años,Varón,1437
2005,2005,50,Mendoza,20-24 años,20-29 años,Mujer,70370
2005,2005,50,Mendoza,20-24 años,20-29 años,Varón,72161
2005,2005,50,Mendoza,25-29 años,20-29 años,Mujer,69757
2005,2005,50,Mendoza,25-29 años,20-29 años,Varón,70951
2005,2005,50,Mendoza,30-34 años,30-39 años,Mujer,58296
2005,2005,50,Mendoza,30-34 años,30-39 años,Varón,57401
2005,2005,50,Mendoza,35-39 años,30-39 años,Mujer,50622
2005,2005,50,Mendoza,35-39 años,30-39 años,Varón,48145
2005,2005,50,Mendoza,40-44 años,40-49 años,Mujer,47693
2005,2005,50,Mendoza,40-44 años,40-49 años,Varón,44704
2005,2005,50,Mendoza,45-49 años,40-49 años,Mujer,47061
2005,2005,50,Mendoza,45-49 años,40-49 años,Varón,42584
2005,2005,50,Mendoza,50-54 años,50-59 años,Mujer,45616
2005,2005,50,Mendoza,50-54 años,50-59 años,Varón,41581
2005,2005,50,Mendoza,55-59 años,50-59 años,Mujer,40471
2005,2005,50,Mendoza,55-59 años,50-59 años,Varón,36135
2005,2005,50,Mendoza,60-64 años,60-69 años,Mujer,33834
2005,2005,50,Mendoza,60-64 años,60-69 años,Varón,29871
2005,2005,50,Mendoza,65-69 años,60-69 años,Mujer,28317
2005,2005,50,Mendoza,65-69 años,60-69 años,Varón,23902
2005,2005,50,Mendoza,70-74 años,70-79 años,Mujer,24587
2005,2005,50,Mendoza,70-74 años,70-79 años,Varón,19358
2005,2005,50,Mendoza,75-79 años,70-79 años,Mujer,20478
2005,2005,50,Mendoza,75-79 años,70-79 años,Varón,14364
2005,2005,50,Mendoza,80+ años,80+ años,Mujer,20531
2005,2005,50,Mendoza,80+ años,80+ años,Varón,11904
2005,2005,54,Misiones,20-24 años,20-29 años,Mujer,44974
2005,2005,54,Misiones,20-24 años,20-29 años,Varón,46083
2005,2005,54,Misiones,25-29 años,20-29 años,Mujer,38365
2005,2005,54,Misiones,25-29 años,20-29 años,Varón,37949
2005,2005,54,Misiones,30-34 años,30-39 años,Mujer,32221
2005,2005,54,Misiones,30-34 años,30-39 años,Varón,31987
2005,2005,54,Misiones,35-39 años,30-39 años,Mujer,29565
2005,2005,54,Misiones,35-39 años,30-39 años,Varón,29443
2005,2005,54,Misiones,40-44 años,40-49 años,Mujer,28478
2005,2005,54,Misiones,40-44 años,40-49 años,Varón,29110
2005,2005,54,Misiones,45-49 años,40-49 años,Mujer,25266
2005,2005,54,Misiones,45-49 años,40-49 años,Varón,25831
2005,2005,54,Misiones,50-54 años,50-59 años,Mujer,20629
2005,2005,54,Misiones,50-54 años,50-59 años,Varón,21978
2005,2005,54,Misiones,55-59 años,50-59 años,Mujer,15786
2005,2005,54,Misiones,55-59 años,50-59 años,Varón,16654
2005,2005,54,Misiones,60-64 años,60-69 años,Mujer,12952
2005,2005,54,Misiones,60-64 años,60-69 años,Varón,13013
2005,2005,54,Misiones,65-69 años,60-69 años,Mujer,11243
2005,2005,54,Misiones,65-69 años,60-69 años,Varón,10834
2005,2005,54,Misiones,70-74 años,70-79 años,Mujer,8788
2005,2005,54,Misiones,70-74 años,70-79 años,Varón,8072
2005,2005,54,Misiones,75-79 años,70-79 años,Mujer,6189
2005,2005,54,Misiones,75-79 años,70-79 años,Varón,5305
2005,2005,54,Misiones,80+ años,80+ años,Mujer,5568
2005,2005,54,Misiones,80+ años,80+ años,Varón,3941
2005,2005,58,Neuquén,20-24 años,20-29 años,Mujer,22298
2005,2005,58,Neuquén,20-24 años,20-29 años,Varón,23109
2005,2005,58,Neuquén,25-29 años,20-29 años,Mujer,21720
2005,2005,58,Neuquén,25-29 años,20-29 años,Varón,21879
2005,2005,58,Neuquén,30-34 años,30-39 años,Mujer,20253
2005,2005,58,Neuquén,30-34 años,30-39 años,Varón,19799
2005,2005,58,Neuquén,35-39 años,30-39 años,Mujer,18163
2005,2005,58,Neuquén,35-39 años,30-39 años,Varón,18055
2005,2005,58,Neuquén,40-44 años,40-49 años,Mujer,16972
2005,2005,58,Neuquén,40-44 años,40-49 años,Varón,16523
2005,2005,58,Neuquén,45-49 años,40-49 años,Mujer,14787
2005,2005,58,Neuquén,45-49 años,40-49 años,Varón,14531
2005,2005,58,Neuquén,50-54 años,50-59 años,Mujer,12766
2005,2005,58,Neuquén,50-54 años,50-59 años,Varón,12538
2005,2005,58,Neuquén,55-59 años,50-59 años,Mujer,9884
2005,2005,58,Neuquén,55-59 años,50-59 años,Varón,9792
2005,2005,58,Neuquén,60-64 años,60-69 años,Mujer,7367
2005,2005,58,Neuquén,60-64 años,60-69 años,Varón,7306
2005,2005,58,Neuquén,65-69 años,60-69 años,Mujer,5797
2005,2005,58,Neuquén,65-69 años,60-69 años,Varón,5390
2005,2005,58,Neuquén,70-74 años,70-79 años,Mujer,4503
2005,2005,58,Neuquén,70-74 años,70-79 años,Varón,3750
2005,2005,58,Neuquén,75-79 años,70-79 años,Mujer,3382
2005,2005,58,Neuquén,75-79 años,70-79 años,Varón,2438
2005,2005,58,Neuquén,80+ años,80+ años,Mujer,3410
2005,2005,58,Neuquén,80+ años,80+ años,Varón,1899
2005,2005,62,Río Negro,20-24 años,20-29 años,Mujer,24526
2005,2005,62,Río Negro,20-24 años,20-29 años,Varón,25444
2005,2005,62,Río Negro,25-29 años,20-29 años,Mujer,21974
2005,2005,62,Río Negro,25-29 años,20-29 años,Varón,22102
2005,2005,62,Río Negro,30-34 años,30-39 años,Mujer,20482
2005,2005,62,Río Negro,30-34 años,30-39 años,Varón,20178
2005,2005,62,Río Negro,35-39 años,30-39 años,Mujer,19097
