anio,prov_id,prov_nombre,grupo_edad_10,sexo,proy_pob,pob_est_2010
2018,66,Salta,70-79,Mujer,27492,1067525
2018,66,Salta,70-79,Varón,22427,769536
2018,66,Salta,80+,Mujer,15127,671649
2018,66,Salta,80+,Varón,9310,329851
2018,70,San Juan,30-39,Mujer,52254,2948351
2018,70,San Juan,30-39,Varón,52679,2875168
2018,70,San Juan,40-49,Mujer,46126,2333346
2018,70,San Juan,40-49,Varón,44972,2226600
2018,70,San Juan,50-59,Mujer,35746,2043266
2018,70,San Juan,50-59,Varón,32686,1896227
2018,70,San Juan,60-69,Mujer,30610,1572788
2018,70,San Juan,60-69,Varón,25929,1360347
2018,70,San Juan,70-79,Mujer,20132,1067525
2018,70,San Juan,70-79,Varón,15201,769536
2018,70,San Juan,80+,Mujer,10127,671649
2018,70,San Juan,80+,Varón,5744,329851
2018,74,San Luis,30-39,Mujer,35125,2948351
2018,74,San Luis,30-39,Varón,34565,2875168
2018,74,San Luis,40-49,Mujer,30562,2333346
2018,74,San Luis,40-49,Varón,30517,2226600
2018,74,San Luis,50-59,Mujer,23939,2043266
2018,74,San Luis,50-59,Varón,23584,1896227
2018,74,San Luis,60-69,Mujer,19682,1572788
2018,74,San Luis,60-69,Varón,18033,1360347
2018,74,San Luis,70-79,Mujer,12836,1067525
2018,74,San Luis,70-79,Varón,10413,769536
2018,74,San Luis,80+,Mujer,7259,671649
2018,74,San Luis,80+,Varón,3956,329851
2018,78,Santa Cruz,30-39,Mujer,28793,2948351
2018,78,Santa Cruz,30-39,Varón,31421,2875168
2018,78,Santa Cruz,40-49,Mujer,21604,2333346
2018,78,Santa Cruz,40-49,Varón,23742,2226600
2018,78,Santa Cruz,50-59,Mujer,14496,2043266
2018,78,Santa Cruz,50-59,Varón,15826,1896227
2018,78,Santa Cruz,60-69,Mujer,9490,1572788
2018,78,Santa Cruz,60-69,Varón,9736,1360347
2018,78,Santa Cruz,70-79,Mujer,5038,1067525
2018,78,Santa Cruz,70-79,Varón,4097,769536
2018,78,Santa Cruz,80+,Mujer,2432,671649
2018,78,Santa Cruz,80+,Varón,1499,329851
2018,82,Santa Fe,30-39,Mujer,262686,2948351
2018,82,Santa Fe,30-39,Varón,261923,2875168
2018,82,Santa Fe,40-49,Mujer,218026,2333346
2018,82,Santa Fe,40-49,Varón,211118,2226600
2018,82,Santa Fe,50-59,Mujer,180185,2043266
2018,82,Santa Fe,50-59,Varón,167187,1896227
2018,82,Santa Fe,60-69,Mujer,155866,1572788
2018,82,Santa Fe,60-69,Varón,133688,1360347
2018,82,Santa Fe,70-79,Mujer,111363,1067525
2018,82,Santa Fe,70-79,Varón,78971,769536
2018,82,Santa Fe,80+,Mujer,76832,671649
2018,82,Santa Fe,80+,Varón,35277,329851
2018,86,Santiago del Estero,30-39,Mujer,65922,2948351
2018,86,Santiago del Estero,30-39,Varón,61912,2875168
2018,86,Santiago del Estero,40-49,Mujer,55017,2333346
2018,86,Santiago del Estero,40-49,Varón,53528,2226600
2018,86,Santiago del Estero,50-59,Mujer,39527,2043266
2018,86,Santiago del Estero,50-59,Varón,39402,1896227
2018,86,Santiago del Estero,60-69,Mujer,32029,1572788
2018,86,Santiago del Estero,60-69,Varón,30874,1360347
2018,86,Santiago del Estero,70-79,Mujer,20088,1067525
2018,86,Santiago del Estero,70-79,Varón,16736,769536
2018,86,Santiago del Estero,80+,Mujer,11877,671649
2018,86,Santiago del Estero,80+,Varón,6729,329851
2018,90,Tucumán,30-39,Mujer,119125,2948351
2018,90,Tucumán,30-39,Varón,116443,2875168
2018,90,Tucumán,40-49,Mujer,97457,2333346
2018,90,Tucumán,40-49,Varón,93277,2226600
2018,90,Tucumán,50-59,Mujer,74423,2043266
2018,90,Tucumán,50-59,Varón,68685,1896227
2018,90,Tucumán,60-69,Mujer,64122,1572788
2018,90,Tucumán,60-69,Varón,57437,1360347
2018,90,Tucumán,70-79,Mujer,37463,1067525
2018,90,Tucumán,70-79,Varón,29323,769536
2018,90,Tucumán,80+,Mujer,21826,671649
2018,90,Tucumán,80+,Varón,11667,329851
2018,94,Tierra del Fuego,30-39,Mujer,13707,2948351
2018,94,Tierra del Fuego,30-39,Varón,14715,2875168
2018,94,Tierra del Fuego,40-49,Mujer,11008,2333346
2018,94,Tierra del Fuego,40-49,Varón,11196,2226600
2018,94,Tierra del Fuego,50-59,Mujer,8367,2043266
2018,94,Tierra del Fuego,50-59,Varón,8604,1896227
2018,94,Tierra del Fuego,60-69,Mujer,4827,1572788
2018,94,Tierra del Fuego,60-69,Varón,5182,1360347
2018,94,Tierra del Fuego,70-79,Mujer,1925,1067525
2018,94,Tierra del Fuego,70-79,Varón,1745,769536
2018,94,Tierra del Fuego,80+,Mujer,847,671649
2018,94,Tierra del Fuego,80+,Varón,480,329851
