anio,prov_res,prov_res_cat,sexo,grupo_edad,defun_dm
2009,10,Catamarca,Femenino,35 a 39,0
2009,10,Catamarca,Femenino,40 a 44,0
2009,10,Catamarca,Femenino,45 a 49,0
2009,10,Catamarca,Femenino,50 a 54,1
2009,10,Catamarca,Femenino,55 a 59,4
2009,10,Catamarca,Femenino,60 a 64,4
2009,10,Catamarca,Femenino,65 a 69,3
2009,10,Catamarca,Femenino,70 a 74,3
2009,10,Catamarca,Femenino,75 a 79,9
2009,10,Catamarca,Femenino,80 y más,7
2009,14,Córdoba,Masculino,10 a 14,0
2009,14,Córdoba,Masculino,15 a 19,0
2009,14,Córdoba,Masculino,20 a 24,0
2009,14,Córdoba,Masculino,25 a 29,0
2009,14,Córdoba,Masculino,30 a 34,0
2009,14,Córdoba,Masculino,35 a 39,4
2009,14,Córdoba,Masculino,40 a 44,3
2009,14,Córdoba,Masculino,45 a 49,11
2009,14,Córdoba,Masculino,50 a 54,19
2009,14,Córdoba,Masculino,55 a 59,36
2009,14,Córdoba,Masculino,60 a 64,64
2009,14,Córdoba,Masculino,65 a 69,50
2009,14,Córdoba,Masculino,70 a 74,64
2009,14,Córdoba,Masculino,75 a 79,72
2009,14,Córdoba,Masculino,80 y más,82
2009,14,Córdoba,Femenino,10 a 14,0
2009,14,Córdoba,Femenino,15 a 19,0
2009,14,Córdoba,Femenino,20 a 24,1
2009,14,Córdoba,Femenino,25 a 29,1
2009,14,Córdoba,Femenino,30 a 34,0
2009,14,Córdoba,Femenino,35 a 39,2
2009,14,Córdoba,Femenino,40 a 44,5
2009,14,Córdoba,Femenino,45 a 49,6
2009,14,Córdoba,Femenino,50 a 54,10
2009,14,Córdoba,Femenino,55 a 59,22
2009,14,Córdoba,Femenino,60 a 64,31
2009,14,Córdoba,Femenino,65 a 69,48
2009,14,Córdoba,Femenino,70 a 74,45
2009,14,Córdoba,Femenino,75 a 79,54
2009,14,Córdoba,Femenino,80 y más,113
2009,18,Corrientes,Masculino,10 a 14,0
2009,18,Corrientes,Masculino,15 a 19,0
2009,18,Corrientes,Masculino,20 a 24,0
2009,18,Corrientes,Masculino,25 a 29,1
2009,18,Corrientes,Masculino,30 a 34,0
2009,18,Corrientes,Masculino,35 a 39,1
2009,18,Corrientes,Masculino,40 a 44,0
2009,18,Corrientes,Masculino,45 a 49,3
2009,18,Corrientes,Masculino,50 a 54,5
2009,18,Corrientes,Masculino,55 a 59,7
2009,18,Corrientes,Masculino,60 a 64,16
2009,18,Corrientes,Masculino,65 a 69,9
2009,18,Corrientes,Masculino,70 a 74,22
2009,18,Corrientes,Masculino,75 a 79,11
2009,18,Corrientes,Masculino,80 y más,14
2009,18,Corrientes,Femenino,10 a 14,0
2009,18,Corrientes,Femenino,15 a 19,0
2009,18,Corrientes,Femenino,20 a 24,1
2009,18,Corrientes,Femenino,25 a 29,1
2009,18,Corrientes,Femenino,30 a 34,0
2009,18,Corrientes,Femenino,35 a 39,0
2009,18,Corrientes,Femenino,40 a 44,1
2009,18,Corrientes,Femenino,45 a 49,5
2009,18,Corrientes,Femenino,50 a 54,2
2009,18,Corrientes,Femenino,55 a 59,6
2009,18,Corrientes,Femenino,60 a 64,7
2009,18,Corrientes,Femenino,65 a 69,16
2009,18,Corrientes,Femenino,70 a 74,16
2009,18,Corrientes,Femenino,75 a 79,17
2009,18,Corrientes,Femenino,80 y más,22
2009,22,Chaco,Masculino,10 a 14,0
2009,22,Chaco,Masculino,15 a 19,0
2009,22,Chaco,Masculino,20 a 24,0
2009,22,Chaco,Masculino,25 a 29,0
2009,22,Chaco,Masculino,30 a 34,1
2009,22,Chaco,Masculino,35 a 39,0
2009,22,Chaco,Masculino,40 a 44,2
2009,22,Chaco,Masculino,45 a 49,2
2009,22,Chaco,Masculino,50 a 54,7
2009,22,Chaco,Masculino,55 a 59,13
2009,22,Chaco,Masculino,60 a 64,11
2009,22,Chaco,Masculino,65 a 69,17
2009,22,Chaco,Masculino,70 a 74,13
2009,22,Chaco,Masculino,75 a 79,15
2009,22,Chaco,Masculino,80 y más,11
2009,22,Chaco,Femenino,10 a 14,0
2009,22,Chaco,Femenino,15 a 19,0
2009,22,Chaco,Femenino,20 a 24,1
2009,22,Chaco,Femenino,25 a 29,0
2009,22,Chaco,Femenino,30 a 34,0
2009,22,Chaco,Femenino,35 a 39,1
2009,22,Chaco,Femenino,40 a 44,2
2009,22,Chaco,Femenino,45 a 49,0
2009,22,Chaco,Femenino,50 a 54,2
2009,22,Chaco,Femenino,55 a 59,10
2009,22,Chaco,Femenino,60 a 64,10
2009,22,Chaco,Femenino,65 a 69,10
2009,22,Chaco,Femenino,70 a 74,15
2009,22,Chaco,Femenino,75 a 79,18
2009,22,Chaco,Femenino,80 y más,24
2009,26,Chubut,Masculino,10 a 14,0
2009,26,Chubut,Masculino,15 a 19,1
2009,26,Chubut,Masculino,20 a 24,0
2009,26,Chubut,Masculino,25 a 29,0
2009,26,Chubut,Masculino,30 a 34,0
2009,26,Chubut,Masculino,35 a 39,0
2009,26,Chubut,Masculino,40 a 44,0
2009,26,Chubut,Masculino,45 a 49,1
2009,26,Chubut,Masculino,50 a 54,2
2009,26,Chubut,Masculino,55 a 59,3
2009,26,Chubut,Masculino,60 a 64,4
2009,26,Chubut,Masculino,65 a 69,4
2009,26,Chubut,Masculino,70 a 74,6
2009,26,Chubut,Masculino,75 a 79,13
2009,26,Chubut,Masculino,80 y más,6
2009,26,Chubut,Femenino,10 a 14,0
2009,26,Chubut,Femenino,15 a 19,0
2009,26,Chubut,Femenino,20 a 24,0
2009,26,Chubut,Femenino,25 a 29,0
2009,26,Chubut,Femenino,30 a 34,0
2009,26,Chubut,Femenino,35 a 39,1
2009,26,Chubut,Femenino,40 a 44,1
2009,26,Chubut,Femenino,45 a 49,0
2009,26,Chubut,Femenino,50 a 54,0
2009,26,Chubut,Femenino,55 a 59,2
2009,26,Chubut,Femenino,60 a 64,2
2009,26,Chubut,Femenino,65 a 69,4
2009,26,Chubut,Femenino,70 a 74,5
2009,26,Chubut,Femenino,75 a 79,9
2009,26,Chubut,Femenino,80 y más,18
2009,30,Entre Ríos,Masculino,10 a 14,0
2009,30,Entre Ríos,Masculino,15 a 19,0
2009,30,Entre Ríos,Masculino,20 a 24,0
2009,30,Entre Ríos,Masculino,25 a 29,0
2009,30,Entre Ríos,Masculino,30 a 34,0
2009,30,Entre Ríos,Masculino,35 a 39,0
2009,30,Entre Ríos,Masculino,40 a 44,1
2009,30,Entre Ríos,Masculino,45 a 49,2
2009,30,Entre Ríos,Masculino,50 a 54,1
2009,30,Entre Ríos,Masculino,55 a 59,13
2009,30,Entre Ríos,Masculino,60 a 64,15
2009,30,Entre Ríos,Masculino,65 a 69,16
2009,30,Entre Ríos,Masculino,70 a 74,17
2009,30,Entre Ríos,Masculino,75 a 79,25
2009,30,Entre Ríos,Masculino,80 y más,26
2009,30,Entre Ríos,Femenino,10 a 14,0
2009,30,Entre Ríos,Femenino,15 a 19,0
2009,30,Entre Ríos,Femenino,20 a 24,0
2009,30,Entre Ríos,Femenino,25 a 29,0
2009,30,Entre Ríos,Femenino,30 a 34,0
2009,30,Entre Ríos,Femenino,35 a 39,1
2009,30,Entre Ríos,Femenino,40 a 44,1
2009,30,Entre Ríos,Femenino,45 a 49,1
2009,30,Entre Ríos,Femenino,50 a 54,1
2009,30,Entre Ríos,Femenino,55 a 59,6
2009,30,Entre Ríos,Femenino,60 a 64,11
2009,30,Entre Ríos,Femenino,65 a 69,14
2009,30,Entre Ríos,Femenino,70 a 74,20
2009,30,Entre Ríos,Femenino,75 a 79,22
2009,30,Entre Ríos,Femenino,80 y más,43
2009,34,Formosa,Masculino,10 a 14,0
2009,34,Formosa,Masculino,15 a 19,0
2009,34,Formosa,Masculino,20 a 24,0
2009,34,Formosa,Masculino,25 a 29,0
2009,34,Formosa,Masculino,30 a 34,0
2009,34,Formosa,Masculino,35 a 39,0
2009,34,Formosa,Masculino,40 a 44,2
2009,34,Formosa,Masculino,45 a 49,3
2009,34,Formosa,Masculino,50 a 54,7
2009,34,Formosa,Masculino,55 a 59,6
2009,34,Formosa,Masculino,60 a 64,9
2009,34,Formosa,Masculino,65 a 69,13
2009,34,Formosa,Masculino,70 a 74,11
2009,34,Formosa,Masculino,75 a 79,13
2009,34,Formosa,Masculino,80 y más,10
2009,34,Formosa,Femenino,10 a 14,0
2009,34,Formosa,Femenino,15 a 19,0
2009,34,Formosa,Femenino,20 a 24,0
2009,34,Formosa,Femenino,25 a 29,0
2009,34,Formosa,Femenino,30 a 34,1
2009,34,Formosa,Femenino,35 a 39,2
2009,34,Formosa,Femenino,40 a 44,2
2009,34,Formosa,Femenino,45 a 49,1
2009,34,Formosa,Femenino,50 a 54,4
2009,34,Formosa,Femenino,55 a 59,7
2009,34,Formosa,Femenino,60 a 64,13
2009,34,Formosa,Femenino,65 a 69,20
2009,34,Formosa,Femenino,70 a 74,15
2009,34,Formosa,Femenino,75 a 79,13
2009,34,Formosa,Femenino,80 y más,25
2009,38,Jujuy,Masculino,10 a 14,0
2009,38,Jujuy,Masculino,15 a 19,1
2009,38,Jujuy,Masculino,20 a 24,0
2009,38,Jujuy,Masculino,25 a 29,0
2009,38,Jujuy,Masculino,30 a 34,1
2009,38,Jujuy,Masculino,35 a 39,1
2009,38,Jujuy,Masculino,40 a 44,1
2009,38,Jujuy,Masculino,45 a 49,0
2009,38,Jujuy,Masculino,50 a 54,4
2009,38,Jujuy,Masculino,55 a 59,6
2009,38,Jujuy,Masculino,60 a 64,10
2009,38,Jujuy,Masculino,65 a 69,8
2009,38,Jujuy,Masculino,70 a 74,7
2009,38,Jujuy,Masculino,75 a 79,6
2009,38,Jujuy,Masculino,80 y más,11
2009,38,Jujuy,Femenino,10 a 14,0
2009,38,Jujuy,Femenino,15 a 19,0
2009,38,Jujuy,Femenino,20 a 24,0
2009,38,Jujuy,Femenino,25 a 29,0
2009,38,Jujuy,Femenino,30 a 34,0
2009,38,Jujuy,Femenino,35 a 39,0
2009,38,Jujuy,Femenino,40 a 44,0
2009,38,Jujuy,Femenino,45 a 49,0
2009,38,Jujuy,Femenino,50 a 54,1
2009,38,Jujuy,Femenino,55 a 59,2
2009,38,Jujuy,Femenino,60 a 64,3
2009,38,Jujuy,Femenino,65 a 69,7
2009,38,Jujuy,Femenino,70 a 74,10
2009,38,Jujuy,Femenino,75 a 79,2
2009,38,Jujuy,Femenino,80 y más,11
2009,42,La Pampa,Masculino,10 a 14,0
2009,42,La Pampa,Masculino,15 a 19,0
2009,42,La Pampa,Masculino,20 a 24,0
2009,42,La Pampa,Masculino,25 a 29,0
2009,42,La Pampa,Masculino,30 a 34,0
2009,42,La Pampa,Masculino,35 a 39,0
2009,42,La Pampa,Masculino,40 a 44,1
2009,42,La Pampa,Masculino,45 a 49,0
2009,42,La Pampa,Masculino,50 a 54,1
2009,42,La Pampa,Masculino,55 a 59,4
2009,42,La Pampa,Masculino,60 a 64,0
2009,42,La Pampa,Masculino,65 a 69,1
2009,42,La Pampa,Masculino,70 a 74,5
2009,42,La Pampa,Masculino,75 a 79,6
2009,42,La Pampa,Masculino,80 y más,4
2009,42,La Pampa,Femenino,10 a 14,0
2009,42,La Pampa,Femenino,15 a 19,0
2009,42,La Pampa,Femenino,20 a 24,0
2009,42,La Pampa,Femenino,25 a 29,0
2009,42,La Pampa,Femenino,30 a 34,0
2009,42,La Pampa,Femenino,35 a 39,0
2009,42,La Pampa,Femenino,40 a 44,0
2009,42,La Pampa,Femenino,45 a 49,0
2009,42,La Pampa,Femenino,50 a 54,0
2009,42,La Pampa,Femenino,55 a 59,2
2009,42,La Pampa,Femenino,60 a 64,1
2009,42,La Pampa,Femenino,65 a 69,3
2009,42,La Pampa,Femenino,70 a 74,3
2009,42,La Pampa,Femenino,75 a 79,4
2009,42,La Pampa,Femenino,80 y más,8
2009,46,La Rioja,Masculino,10 a 14,0
2009,46,La Rioja,Masculino,15 a 19,0
2009,46,La Rioja,Masculino,20 a 24,0
2009,46,La Rioja,Masculino,25 a 29,0
2009,46,La Rioja,Masculino,30 a 34,0
2009,46,La Rioja,Masculino,35 a 39,0
2009,46,La Rioja,Masculino,40 a 44,1
2009,46,La Rioja,Masculino,45 a 49,0
2009,46,La Rioja,Masculino,50 a 54,3
2009,46,La Rioja,Masculino,55 a 59,5
2009,46,La Rioja,Masculino,60 a 64,6
2009,46,La Rioja,Masculino,65 a 69,6
2009,46,La Rioja,Masculino,70 a 74,3
2009,46,La Rioja,Masculino,75 a 79,1
2009,46,La Rioja,Masculino,80 y más,4
2009,46,La Rioja,Femenino,10 a 14,0
2009,46,La Rioja,Femenino,15 a 19,0
2009,46,La Rioja,Femenino,20 a 24,1
2009,46,La Rioja,Femenino,25 a 29,0
2009,46,La Rioja,Femenino,30 a 34,0
2009,46,La Rioja,Femenino,35 a 39,0
2009,46,La Rioja,Femenino,40 a 44,0
2009,46,La Rioja,Femenino,45 a 49,0
2009,46,La Rioja,Femenino,50 a 54,1
2009,46,La Rioja,Femenino,55 a 59,5
2009,46,La Rioja,Femenino,60 a 64,8
2009,46,La Rioja,Femenino,65 a 69,2
2009,46,La Rioja,Femenino,70 a 74,4
2009,46,La Rioja,Femenino,75 a 79,3
2009,46,La Rioja,Femenino,80 y más,2
2009,50,Mendoza,Masculino,10 a 14,0
2009,50,Mendoza,Masculino,15 a 19,0
2009,50,Mendoza,Masculino,20 a 24,0
2009,50,Mendoza,Masculino,25 a 29,1
2009,50,Mendoza,Masculino,30 a 34,0
2009,50,Mendoza,Masculino,35 a 39,2
2009,50,Mendoza,Masculino,40 a 44,4
2009,50,Mendoza,Masculino,45 a 49,3
2009,50,Mendoza,Masculino,50 a 54,14
2009,50,Mendoza,Masculino,55 a 59,35
2009,50,Mendoza,Masculino,60 a 64,43
2009,50,Mendoza,Masculino,65 a 69,74
2009,50,Mendoza,Masculino,70 a 74,56
2009,50,Mendoza,Masculino,75 a 79,63
2009,50,Mendoza,Masculino,80 y más,56
2009,50,Mendoza,Femenino,10 a 14,0
2009,50,Mendoza,Femenino,15 a 19,0
2009,50,Mendoza,Femenino,20 a 24,0
2009,50,Mendoza,Femenino,25 a 29,0
2009,50,Mendoza,Femenino,30 a 34,3
2009,50,Mendoza,Femenino,35 a 39,1
2009,50,Mendoza,Femenino,40 a 44,1
2009,50,Mendoza,Femenino,45 a 49,7
2009,50,Mendoza,Femenino,50 a 54,11
2009,50,Mendoza,Femenino,55 a 59,17
2009,50,Mendoza,Femenino,60 a 64,32
2009,50,Mendoza,Femenino,65 a 69,33
2009,50,Mendoza,Femenino,70 a 74,58
2009,50,Mendoza,Femenino,75 a 79,64
2009,50,Mendoza,Femenino,80 y más,122
2009,54,Misiones,Masculino,10 a 14,0
2009,54,Misiones,Masculino,15 a 19,1
2009,54,Misiones,Masculino,20 a 24,0
2009,54,Misiones,Masculino,25 a 29,0
2009,54,Misiones,Masculino,30 a 34,1
2009,54,Misiones,Masculino,35 a 39,0
2009,54,Misiones,Masculino,40 a 44,3
2009,54,Misiones,Masculino,45 a 49,3
2009,54,Misiones,Masculino,50 a 54,5
2009,54,Misiones,Masculino,55 a 59,10
2009,54,Misiones,Masculino,60 a 64,13
2009,54,Misiones,Masculino,65 a 69,15
2009,54,Misiones,Masculino,70 a 74,23
2009,54,Misiones,Masculino,75 a 79,20
2009,54,Misiones,Masculino,80 y más,23
2009,54,Misiones,Femenino,10 a 14,0
2009,54,Misiones,Femenino,15 a 19,0
2009,54,Misiones,Femenino,20 a 24,0
2009,54,Misiones,Femenino,25 a 29,1
2009,54,Misiones,Femenino,30 a 34,0
2009,54,Misiones,Femenino,35 a 39,0
2009,54,Misiones,Femenino,40 a 44,1
2009,54,Misiones,Femenino,45 a 49,1
2009,54,Misiones,Femenino,50 a 54,6
2009,54,Misiones,Femenino,55 a 59,6
2009,54,Misiones,Femenino,60 a 64,11
2009,54,Misiones,Femenino,65 a 69,20
2009,54,Misiones,Femenino,70 a 74,21
2009,54,Misiones,Femenino,75 a 79,17
2009,54,Misiones,Femenino,80 y más,28
2009,58,Neuquén,Masculino,10 a 14,0
2009,58,Neuquén,Masculino,15 a 19,0
2009,58,Neuquén,Masculino,20 a 24,0
2009,58,Neuquén,Masculino,25 a 29,0
2009,58,Neuquén,Masculino,30 a 34,0
2009,58,Neuquén,Masculino,35 a 39,0
2009,58,Neuquén,Masculino,40 a 44,0
2009,58,Neuquén,Masculino,45 a 49,4
2009,58,Neuquén,Masculino,50 a 54,5
2009,58,Neuquén,Masculino,55 a 59,11
2009,58,Neuquén,Masculino,60 a 64,8
2009,58,Neuquén,Masculino,65 a 69,20
2009,58,Neuquén,Masculino,70 a 74,6
2009,58,Neuquén,Masculino,75 a 79,14
2009,58,Neuquén,Masculino,80 y más,14
2009,58,Neuquén,Femenino,10 a 14,0
2009,58,Neuquén,Femenino,15 a 19,1
2009,58,Neuquén,Femenino,20 a 24,0
2009,58,Neuquén,Femenino,25 a 29,0
2009,58,Neuquén,Femenino,30 a 34,0
2009,58,Neuquén,Femenino,35 a 39,0
2009,58,Neuquén,Femenino,40 a 44,0
2009,58,Neuquén,Femenino,45 a 49,0
2009,58,Neuquén,Femenino,50 a 54,3
2009,58,Neuquén,Femenino,55 a 59,3
2009,58,Neuquén,Femenino,60 a 64,6
2009,58,Neuquén,Femenino,65 a 69,10
2009,58,Neuquén,Femenino,70 a 74,12
2009,58,Neuquén,Femenino,75 a 79,18
2009,58,Neuquén,Femenino,80 y más,30
2009,62,Río Negro,Masculino,10 a 14,0
2009,62,Río Negro,Masculino,15 a 19,0
2009,62,Río Negro,Masculino,20 a 24,0
2009,62,Río Negro,Masculino,25 a 29,0
2009,62,Río Negro,Masculino,30 a 34,0
2009,62,Río Negro,Masculino,35 a 39,1
2009,62,Río Negro,Masculino,40 a 44,1
2009,62,Río Negro,Masculino,45 a 49,2
2009,62,Río Negro,Masculino,50 a 54,3
2009,62,Río Negro,Masculino,55 a 59,1
2009,62,Río Negro,Masculino,60 a 64,2
2009,62,Río Negro,Masculino,65 a 69,5
2009,62,Río Negro,Masculino,70 a 74,12
2009,62,Río Negro,Masculino,75 a 79,9
2009,62,Río Negro,Masculino,80 y más,14
2009,62,Río Negro,Femenino,10 a 14,1
2009,62,Río Negro,Femenino,15 a 19,0
2009,62,Río Negro,Femenino,20 a 24,0
2009,62,Río Negro,Femenino,25 a 29,0
2009,62,Río Negro,Femenino,30 a 34,1
2009,62,Río Negro,Femenino,35 a 39,0
2009,62,Río Negro,Femenino,40 a 44,0
2009,62,Río Negro,Femenino,45 a 49,1
2009,62,Río Negro,Femenino,50 a 54,3
2009,62,Río Negro,Femenino,55 a 59,4
2009,62,Río Negro,Femenino,60 a 64,4
2009,62,Río Negro,Femenino,65 a 69,7
2009,62,Río Negro,Femenino,70 a 74,4
2009,62,Río Negro,Femenino,75 a 79,11
2009,62,Río Negro,Femenino,80 y más,16
2009,66,Salta,Masculino,10 a 14,0
2009,66,Salta,Masculino,15 a 19,0
2009,66,Salta,Masculino,20 a 24,0
2009,66,Salta,Masculino,25 a 29,0
2009,66,Salta,Masculino,30 a 34,1
2009,66,Salta,Masculino,35 a 39,1
2009,66,Salta,Masculino,40 a 44,1
2009,66,Salta,Masculino,45 a 49,5
2009,66,Salta,Masculino,50 a 54,10
2009,66,Salta,Masculino,55 a 59,10
2009,66,Salta,Masculino,60 a 64,19
2009,66,Salta,Masculino,65 a 69,17
2009,66,Salta,Masculino,70 a 74,18
2009,66,Salta,Masculino,75 a 79,11
2009,66,Salta,Masculino,80 y más,16
2009,66,Salta,Femenino,10 a 14,0
2009,66,Salta,Femenino,15 a 19,0
2009,66,Salta,Femenino,20 a 24,0
2009,66,Salta,Femenino,25 a 29,0
2009,66,Salta,Femenino,30 a 34,0
2009,66,Salta,Femenino,35 a 39,1
2009,66,Salta,Femenino,40 a 44,0
2009,66,Salta,Femenino,45 a 49,3
2009,66,Salta,Femenino,50 a 54,0
2009,66,Salta,Femenino,55 a 59,8
2009,66,Salta,Femenino,60 a 64,10
2009,66,Salta,Femenino,65 a 69,10
2009,66,Salta,Femenino,70 a 74,20
2009,66,Salta,Femenino,75 a 79,25
2009,66,Salta,Femenino,80 y más,40
2009,70,San Juan,Masculino,10 a 14,0
2009,70,San Juan,Masculino,15 a 19,0
2009,70,San Juan,Masculino,20 a 24,0
2009,70,San Juan,Masculino,25 a 29,0
2009,70,San Juan,Masculino,30 a 34,1
2009,70,San Juan,Masculino,35 a 39,2
2009,70,San Juan,Masculino,40 a 44,1
2009,70,San Juan,Masculino,45 a 49,0
2009,70,San Juan,Masculino,50 a 54,2
2009,70,San Juan,Masculino,55 a 59,15
2009,70,San Juan,Masculino,60 a 64,22
2009,70,San Juan,Masculino,65 a 69,31
2009,70,San Juan,Masculino,70 a 74,30
2009,70,San Juan,Masculino,75 a 79,24
2009,70,San Juan,Masculino,80 y más,26
2009,70,San Juan,Femenino,10 a 14,0
2009,70,San Juan,Femenino,15 a 19,0
2009,70,San Juan,Femenino,20 a 24,1
2009,70,San Juan,Femenino,25 a 29,0
2009,70,San Juan,Femenino,30 a 34,1
2009,70,San Juan,Femenino,35 a 39,0
2009,70,San Juan,Femenino,40 a 44,0
2009,70,San Juan,Femenino,45 a 49,4
2009,70,San Juan,Femenino,50 a 54,6
2009,70,San Juan,Femenino,55 a 59,9
2009,70,San Juan,Femenino,60 a 64,28
2009,70,San Juan,Femenino,65 a 69,24
2009,70,San Juan,Femenino,70 a 74,23
2009,70,San Juan,Femenino,75 a 79,25
2009,70,San Juan,Femenino,80 y más,51
2009,74,San Luis,Masculino,10 a 14,0
2009,74,San Luis,Masculino,15 a 19,0
2009,74,San Luis,Masculino,20 a 24,0
2009,74,San Luis,Masculino,25 a 29,0
2009,74,San Luis,Masculino,30 a 34,1
2009,74,San Luis,Masculino,35 a 39,1
2009,74,San Luis,Masculino,40 a 44,1
2009,74,San Luis,Masculino,45 a 49,3
2009,74,San Luis,Masculino,50 a 54,1
2009,74,San Luis,Masculino,55 a 59,3
2009,74,San Luis,Masculino,60 a 64,10
2009,74,San Luis,Masculino,65 a 69,9
2009,74,San Luis,Masculino,70 a 74,10
2009,74,San Luis,Masculino,75 a 79,8
2009,74,San Luis,Masculino,80 y más,10
2009,74,San Luis,Femenino,10 a 14,0
2009,74,San Luis,Femenino,15 a 19,0
2009,74,San Luis,Femenino,20 a 24,0
2009,74,San Luis,Femenino,25 a 29,0
2009,74,San Luis,Femenino,30 a 34,0
2009,74,San Luis,Femenino,35 a 39,1
2009,74,San Luis,Femenino,40 a 44,0
2009,74,San Luis,Femenino,45 a 49,0
2009,74,San Luis,Femenino,50 a 54,1
2009,74,San Luis,Femenino,55 a 59,4
2009,74,San Luis,Femenino,60 a 64,5
2009,74,San Luis,Femenino,65 a 69,5
2009,74,San Luis,Femenino,70 a 74,11
2009,74,San Luis,Femenino,75 a 79,8
2009,74,San Luis,Femenino,80 y más,22
2009,78,Santa Cruz,Masculino,10 a 14,0
2009,78,Santa Cruz,Masculino,15 a 19,0
2009,78,Santa Cruz,Masculino,20 a 24,0
2009,78,Santa Cruz,Masculino,25 a 29,0
2009,78,Santa Cruz,Masculino,30 a 34,0
2009,78,Santa Cruz,Masculino,35 a 39,0
2009,78,Santa Cruz,Masculino,40 a 44,1
2009,78,Santa Cruz,Masculino,45 a 49,0
2009,78,Santa Cruz,Masculino,50 a 54,0
2009,78,Santa Cruz,Masculino,55 a 59,1
2009,78,Santa Cruz,Masculino,60 a 64,4
2009,78,Santa Cruz,Masculino,65 a 69,5
2009,78,Santa Cruz,Masculino,70 a 74,6
2009,78,Santa Cruz,Masculino,75 a 79,3
2009,78,Santa Cruz,Masculino,80 y más,7
2009,78,Santa Cruz,Femenino,10 a 14,0
2009,78,Santa Cruz,Femenino,15 a 19,0
2009,78,Santa Cruz,Femenino,20 a 24,0
2009,78,Santa Cruz,Femenino,25 a 29,0
2009,78,Santa Cruz,Femenino,30 a 34,0
2009,78,Santa Cruz,Femenino,35 a 39,0
2009,78,Santa Cruz,Femenino,40 a 44,0
2009,78,Santa Cruz,Femenino,45 a 49,2
2009,78,Santa Cruz,Femenino,50 a 54,2
2009,78,Santa Cruz,Femenino,55 a 59,1
2009,78,Santa Cruz,Femenino,60 a 64,3
2009,78,Santa Cruz,Femenino,65 a 69,1
2009,78,Santa Cruz,Femenino,70 a 74,2
2009,78,Santa Cruz,Femenino,75 a 79,3
2009,78,Santa Cruz,Femenino,80 y más,6
2009,82,Santa Fe,Masculino,10 a 14,0
2009,82,Santa Fe,Masculino,15 a 19,0
2009,82,Santa Fe,Masculino,20 a 24,0
2009,82,Santa Fe,Masculino,25 a 29,0
2009,82,Santa Fe,Masculino,30 a 34,0
2009,82,Santa Fe,Masculino,35 a 39,1
2009,82,Santa Fe,Masculino,40 a 44,7
2009,82,Santa Fe,Masculino,45 a 49,8
2009,82,Santa Fe,Masculino,50 a 54,16
2009,82,Santa Fe,Masculino,55 a 59,28
2009,82,Santa Fe,Masculino,60 a 64,37
2009,82,Santa Fe,Masculino,65 a 69,59
2009,82,Santa Fe,Masculino,70 a 74,70
2009,82,Santa Fe,Masculino,75 a 79,62
2009,82,Santa Fe,Masculino,80 y más,98
2009,82,Santa Fe,Femenino,10 a 14,0
2009,82,Santa Fe,Femenino,15 a 19,0
2009,82,Santa Fe,Femenino,20 a 24,0
2009,82,Santa Fe,Femenino,25 a 29,0
2009,82,Santa Fe,Femenino,30 a 34,0
2009,82,Santa Fe,Femenino,35 a 39,4
2009,82,Santa Fe,Femenino,40 a 44,2
2009,82,Santa Fe,Femenino,45 a 49,6
2009,82,Santa Fe,Femenino,50 a 54,8
2009,82,Santa Fe,Femenino,55 a 59,25
2009,82,Santa Fe,Femenino,60 a 64,33
2009,82,Santa Fe,Femenino,65 a 69,41
2009,82,Santa Fe,Femenino,70 a 74,38
2009,82,Santa Fe,Femenino,75 a 79,56
2009,82,Santa Fe,Femenino,80 y más,143
2009,86,Santiago del Estero,Masculino,10 a 14,0
2009,86,Santiago del Estero,Masculino,15 a 19,0
2009,86,Santiago del Estero,Masculino,20 a 24,0
2009,86,Santiago del Estero,Masculino,25 a 29,0
2009,86,Santiago del Estero,Masculino,30 a 34,0
2009,86,Santiago del Estero,Masculino,35 a 39,0
2009,86,Santiago del Estero,Masculino,40 a 44,2
2009,86,Santiago del Estero,Masculino,45 a 49,2
2009,86,Santiago del Estero,Masculino,50 a 54,3
2009,86,Santiago del Estero,Masculino,55 a 59,7
2009,86,Santiago del Estero,Masculino,60 a 64,12
2009,86,Santiago del Estero,Masculino,65 a 69,12
2009,86,Santiago del Estero,Masculino,70 a 74,9
2009,86,Santiago del Estero,Masculino,75 a 79,11
2009,86,Santiago del Estero,Masculino,80 y más,12
2009,86,Santiago del Estero,Femenino,10 a 14,0
2009,86,Santiago del Estero,Femenino,15 a 19,0
2009,86,Santiago del Estero,Femenino,20 a 24,0
2009,86,Santiago del Estero,Femenino,25 a 29,1
2009,86,Santiago del Estero,Femenino,30 a 34,1
2009,86,Santiago del Estero,Femenino,35 a 39,0
2009,86,Santiago del Estero,Femenino,40 a 44,1
2009,86,Santiago del Estero,Femenino,45 a 49,1
2009,86,Santiago del Estero,Femenino,50 a 54,5
2009,86,Santiago del Estero,Femenino,55 a 59,11
2009,86,Santiago del Estero,Femenino,60 a 64,6
2009,86,Santiago del Estero,Femenino,65 a 69,10
2009,86,Santiago del Estero,Femenino,70 a 74,14
2009,86,Santiago del Estero,Femenino,75 a 79,8
2009,86,Santiago del Estero,Femenino,80 y más,9
2009,90,Tucumán,Masculino,10 a 14,0
2009,90,Tucumán,Masculino,15 a 19,0
2009,90,Tucumán,Masculino,20 a 24,0
