anio,prov_res,prov_res_cat,sexo,grupo_edad,defun_dm
2012,58,Neuquén,Femenino,35 a 39,0
2012,58,Neuquén,Femenino,40 a 44,1
2012,58,Neuquén,Femenino,45 a 49,0
2012,58,Neuquén,Femenino,50 a 54,2
2012,58,Neuquén,Femenino,55 a 59,5
2012,58,Neuquén,Femenino,60 a 64,7
2012,58,Neuquén,Femenino,65 a 69,9
2012,58,Neuquén,Femenino,70 a 74,9
2012,58,Neuquén,Femenino,75 a 79,16
2012,58,Neuquén,Femenino,80 y más,38
2012,62,Río Negro,Masculino,10 a 14,0
2012,62,Río Negro,Masculino,15 a 19,0
2012,62,Río Negro,Masculino,20 a 24,0
2012,62,Río Negro,Masculino,25 a 29,0
2012,62,Río Negro,Masculino,30 a 34,0
2012,62,Río Negro,Masculino,35 a 39,0
2012,62,Río Negro,Masculino,40 a 44,2
2012,62,Río Negro,Masculino,45 a 49,0
2012,62,Río Negro,Masculino,50 a 54,2
2012,62,Río Negro,Masculino,55 a 59,7
2012,62,Río Negro,Masculino,60 a 64,5
2012,62,Río Negro,Masculino,65 a 69,10
2012,62,Río Negro,Masculino,70 a 74,10
2012,62,Río Negro,Masculino,75 a 79,11
2012,62,Río Negro,Masculino,80 y más,21
2012,62,Río Negro,Femenino,10 a 14,1
2012,62,Río Negro,Femenino,15 a 19,0
2012,62,Río Negro,Femenino,20 a 24,0
2012,62,Río Negro,Femenino,25 a 29,0
2012,62,Río Negro,Femenino,30 a 34,1
2012,62,Río Negro,Femenino,35 a 39,0
2012,62,Río Negro,Femenino,40 a 44,1
2012,62,Río Negro,Femenino,45 a 49,0
2012,62,Río Negro,Femenino,50 a 54,2
2012,62,Río Negro,Femenino,55 a 59,2
2012,62,Río Negro,Femenino,60 a 64,3
2012,62,Río Negro,Femenino,65 a 69,7
2012,62,Río Negro,Femenino,70 a 74,4
2012,62,Río Negro,Femenino,75 a 79,7
2012,62,Río Negro,Femenino,80 y más,22
2012,66,Salta,Masculino,10 a 14,0
2012,66,Salta,Masculino,15 a 19,0
2012,66,Salta,Masculino,20 a 24,0
2012,66,Salta,Masculino,25 a 29,1
2012,66,Salta,Masculino,30 a 34,1
2012,66,Salta,Masculino,35 a 39,2
2012,66,Salta,Masculino,40 a 44,0
2012,66,Salta,Masculino,45 a 49,9
2012,66,Salta,Masculino,50 a 54,11
2012,66,Salta,Masculino,55 a 59,19
2012,66,Salta,Masculino,60 a 64,12
2012,66,Salta,Masculino,65 a 69,22
2012,66,Salta,Masculino,70 a 74,20
2012,66,Salta,Masculino,75 a 79,30
2012,66,Salta,Masculino,80 y más,30
2012,66,Salta,Femenino,10 a 14,0
2012,66,Salta,Femenino,15 a 19,0
2012,66,Salta,Femenino,20 a 24,0
2012,66,Salta,Femenino,25 a 29,1
2012,66,Salta,Femenino,30 a 34,2
2012,66,Salta,Femenino,35 a 39,2
2012,66,Salta,Femenino,40 a 44,2
2012,66,Salta,Femenino,45 a 49,3
2012,66,Salta,Femenino,50 a 54,5
2012,66,Salta,Femenino,55 a 59,6
2012,66,Salta,Femenino,60 a 64,17
2012,66,Salta,Femenino,65 a 69,25
2012,66,Salta,Femenino,70 a 74,26
2012,66,Salta,Femenino,75 a 79,17
2012,66,Salta,Femenino,80 y más,39
2012,70,San Juan,Masculino,10 a 14,0
2012,70,San Juan,Masculino,15 a 19,0
2012,70,San Juan,Masculino,20 a 24,1
2012,70,San Juan,Masculino,25 a 29,0
2012,70,San Juan,Masculino,30 a 34,0
2012,70,San Juan,Masculino,35 a 39,0
2012,70,San Juan,Masculino,40 a 44,2
2012,70,San Juan,Masculino,45 a 49,3
2012,70,San Juan,Masculino,50 a 54,4
2012,70,San Juan,Masculino,55 a 59,12
2012,70,San Juan,Masculino,60 a 64,12
2012,70,San Juan,Masculino,65 a 69,30
2012,70,San Juan,Masculino,70 a 74,32
2012,70,San Juan,Masculino,75 a 79,22
2012,70,San Juan,Masculino,80 y más,29
2012,70,San Juan,Femenino,10 a 14,0
2012,70,San Juan,Femenino,15 a 19,0
2012,70,San Juan,Femenino,20 a 24,1
2012,70,San Juan,Femenino,25 a 29,1
2012,70,San Juan,Femenino,30 a 34,1
2012,70,San Juan,Femenino,35 a 39,1
2012,70,San Juan,Femenino,40 a 44,1
2012,70,San Juan,Femenino,45 a 49,2
2012,70,San Juan,Femenino,50 a 54,4
2012,70,San Juan,Femenino,55 a 59,6
2012,70,San Juan,Femenino,60 a 64,15
2012,70,San Juan,Femenino,65 a 69,17
2012,70,San Juan,Femenino,70 a 74,11
2012,70,San Juan,Femenino,75 a 79,27
2012,70,San Juan,Femenino,80 y más,37
2012,74,San Luis,Masculino,10 a 14,0
2012,74,San Luis,Masculino,15 a 19,0
2012,74,San Luis,Masculino,20 a 24,0
2012,74,San Luis,Masculino,25 a 29,0
2012,74,San Luis,Masculino,30 a 34,0
2012,74,San Luis,Masculino,35 a 39,0
2012,74,San Luis,Masculino,40 a 44,0
2012,74,San Luis,Masculino,45 a 49,0
2012,74,San Luis,Masculino,50 a 54,6
2012,74,San Luis,Masculino,55 a 59,3
2012,74,San Luis,Masculino,60 a 64,9
2012,74,San Luis,Masculino,65 a 69,7
2012,74,San Luis,Masculino,70 a 74,13
2012,74,San Luis,Masculino,75 a 79,8
2012,74,San Luis,Masculino,80 y más,14
2012,74,San Luis,Femenino,10 a 14,0
2012,74,San Luis,Femenino,15 a 19,0
2012,74,San Luis,Femenino,20 a 24,0
2012,74,San Luis,Femenino,25 a 29,0
2012,74,San Luis,Femenino,30 a 34,1
2012,74,San Luis,Femenino,35 a 39,1
2012,74,San Luis,Femenino,40 a 44,0
2012,74,San Luis,Femenino,45 a 49,2
2012,74,San Luis,Femenino,50 a 54,1
2012,74,San Luis,Femenino,55 a 59,4
2012,74,San Luis,Femenino,60 a 64,5
2012,74,San Luis,Femenino,65 a 69,6
2012,74,San Luis,Femenino,70 a 74,10
2012,74,San Luis,Femenino,75 a 79,11
2012,74,San Luis,Femenino,80 y más,17
2012,78,Santa Cruz,Masculino,10 a 14,0
2012,78,Santa Cruz,Masculino,15 a 19,0
2012,78,Santa Cruz,Masculino,20 a 24,0
2012,78,Santa Cruz,Masculino,25 a 29,0
2012,78,Santa Cruz,Masculino,30 a 34,0
2012,78,Santa Cruz,Masculino,35 a 39,0
2012,78,Santa Cruz,Masculino,40 a 44,0
2012,78,Santa Cruz,Masculino,45 a 49,1
2012,78,Santa Cruz,Masculino,50 a 54,1
2012,78,Santa Cruz,Masculino,55 a 59,3
2012,78,Santa Cruz,Masculino,60 a 64,2
2012,78,Santa Cruz,Masculino,65 a 69,4
2012,78,Santa Cruz,Masculino,70 a 74,5
2012,78,Santa Cruz,Masculino,75 a 79,4
2012,78,Santa Cruz,Masculino,80 y más,9
2012,78,Santa Cruz,Femenino,10 a 14,0
2012,78,Santa Cruz,Femenino,15 a 19,0
2012,78,Santa Cruz,Femenino,20 a 24,0
2012,78,Santa Cruz,Femenino,25 a 29,0
2012,78,Santa Cruz,Femenino,30 a 34,0
2012,78,Santa Cruz,Femenino,35 a 39,0
2012,78,Santa Cruz,Femenino,40 a 44,0
2012,78,Santa Cruz,Femenino,45 a 49,2
2012,78,Santa Cruz,Femenino,50 a 54,1
2012,78,Santa Cruz,Femenino,55 a 59,0
2012,78,Santa Cruz,Femenino,60 a 64,3
2012,78,Santa Cruz,Femenino,65 a 69,5
2012,78,Santa Cruz,Femenino,70 a 74,6
2012,78,Santa Cruz,Femenino,75 a 79,2
2012,78,Santa Cruz,Femenino,80 y más,6
2012,82,Santa Fe,Masculino,10 a 14,1
2012,82,Santa Fe,Masculino,15 a 19,0
2012,82,Santa Fe,Masculino,20 a 24,0
2012,82,Santa Fe,Masculino,25 a 29,1
2012,82,Santa Fe,Masculino,30 a 34,3
2012,82,Santa Fe,Masculino,35 a 39,0
2012,82,Santa Fe,Masculino,40 a 44,3
2012,82,Santa Fe,Masculino,45 a 49,6
2012,82,Santa Fe,Masculino,50 a 54,12
2012,82,Santa Fe,Masculino,55 a 59,22
2012,82,Santa Fe,Masculino,60 a 64,33
2012,82,Santa Fe,Masculino,65 a 69,59
2012,82,Santa Fe,Masculino,70 a 74,54
2012,82,Santa Fe,Masculino,75 a 79,67
2012,82,Santa Fe,Masculino,80 y más,89
2012,82,Santa Fe,Femenino,10 a 14,0
2012,82,Santa Fe,Femenino,15 a 19,0
2012,82,Santa Fe,Femenino,20 a 24,1
2012,82,Santa Fe,Femenino,25 a 29,1
2012,82,Santa Fe,Femenino,30 a 34,1
2012,82,Santa Fe,Femenino,35 a 39,3
2012,82,Santa Fe,Femenino,40 a 44,1
2012,82,Santa Fe,Femenino,45 a 49,1
2012,82,Santa Fe,Femenino,50 a 54,5
2012,82,Santa Fe,Femenino,55 a 59,20
2012,82,Santa Fe,Femenino,60 a 64,28
2012,82,Santa Fe,Femenino,65 a 69,35
2012,82,Santa Fe,Femenino,70 a 74,34
2012,82,Santa Fe,Femenino,75 a 79,47
2012,82,Santa Fe,Femenino,80 y más,124
2012,86,Santiago del Estero,Masculino,10 a 14,0
2012,86,Santiago del Estero,Masculino,15 a 19,0
2012,86,Santiago del Estero,Masculino,20 a 24,0
2012,86,Santiago del Estero,Masculino,25 a 29,0
2012,86,Santiago del Estero,Masculino,30 a 34,1
2012,86,Santiago del Estero,Masculino,35 a 39,0
2012,86,Santiago del Estero,Masculino,40 a 44,1
2012,86,Santiago del Estero,Masculino,45 a 49,0
2012,86,Santiago del Estero,Masculino,50 a 54,4
2012,86,Santiago del Estero,Masculino,55 a 59,2
2012,86,Santiago del Estero,Masculino,60 a 64,13
2012,86,Santiago del Estero,Masculino,65 a 69,5
2012,86,Santiago del Estero,Masculino,70 a 74,10
2012,86,Santiago del Estero,Masculino,75 a 79,6
2012,86,Santiago del Estero,Masculino,80 y más,11
2012,86,Santiago del Estero,Femenino,10 a 14,0
2012,86,Santiago del Estero,Femenino,15 a 19,0
2012,86,Santiago del Estero,Femenino,20 a 24,2
2012,86,Santiago del Estero,Femenino,25 a 29,0
2012,86,Santiago del Estero,Femenino,30 a 34,0
2012,86,Santiago del Estero,Femenino,35 a 39,1
2012,86,Santiago del Estero,Femenino,40 a 44,1
2012,86,Santiago del Estero,Femenino,45 a 49,1
2012,86,Santiago del Estero,Femenino,50 a 54,1
2012,86,Santiago del Estero,Femenino,55 a 59,2
2012,86,Santiago del Estero,Femenino,60 a 64,10
2012,86,Santiago del Estero,Femenino,65 a 69,7
2012,86,Santiago del Estero,Femenino,70 a 74,15
2012,86,Santiago del Estero,Femenino,75 a 79,5
2012,86,Santiago del Estero,Femenino,80 y más,14
2012,90,Tucumán,Masculino,10 a 14,0
2012,90,Tucumán,Masculino,15 a 19,0
2012,90,Tucumán,Masculino,20 a 24,0
2012,90,Tucumán,Masculino,25 a 29,1
2012,90,Tucumán,Masculino,30 a 34,0
2012,90,Tucumán,Masculino,35 a 39,3
2012,90,Tucumán,Masculino,40 a 44,2
2012,90,Tucumán,Masculino,45 a 49,5
2012,90,Tucumán,Masculino,50 a 54,12
2012,90,Tucumán,Masculino,55 a 59,29
2012,90,Tucumán,Masculino,60 a 64,25
2012,90,Tucumán,Masculino,65 a 69,33
2012,90,Tucumán,Masculino,70 a 74,40
2012,90,Tucumán,Masculino,75 a 79,27
2012,90,Tucumán,Masculino,80 y más,46
2012,90,Tucumán,Femenino,10 a 14,0
2012,90,Tucumán,Femenino,15 a 19,0
2012,90,Tucumán,Femenino,20 a 24,0
2012,90,Tucumán,Femenino,25 a 29,0
2012,90,Tucumán,Femenino,30 a 34,1
2012,90,Tucumán,Femenino,35 a 39,2
2012,90,Tucumán,Femenino,40 a 44,0
2012,90,Tucumán,Femenino,45 a 49,5
2012,90,Tucumán,Femenino,50 a 54,8
2012,90,Tucumán,Femenino,55 a 59,12
2012,90,Tucumán,Femenino,60 a 64,25
2012,90,Tucumán,Femenino,65 a 69,23
2012,90,Tucumán,Femenino,70 a 74,33
2012,90,Tucumán,Femenino,75 a 79,28
2012,90,Tucumán,Femenino,80 y más,84
2012,94,Tierra del Fuego,Masculino,10 a 14,0
2012,94,Tierra del Fuego,Masculino,15 a 19,0
2012,94,Tierra del Fuego,Masculino,20 a 24,0
2012,94,Tierra del Fuego,Masculino,25 a 29,0
2012,94,Tierra del Fuego,Masculino,30 a 34,0
2012,94,Tierra del Fuego,Masculino,35 a 39,0
2012,94,Tierra del Fuego,Masculino,40 a 44,0
2012,94,Tierra del Fuego,Masculino,45 a 49,0
2012,94,Tierra del Fuego,Masculino,50 a 54,0
2012,94,Tierra del Fuego,Masculino,55 a 59,1
2012,94,Tierra del Fuego,Masculino,60 a 64,1
2012,94,Tierra del Fuego,Masculino,65 a 69,2
2012,94,Tierra del Fuego,Masculino,70 a 74,0
2012,94,Tierra del Fuego,Masculino,75 a 79,0
2012,94,Tierra del Fuego,Masculino,80 y más,1
2012,94,Tierra del Fuego,Femenino,10 a 14,0
2012,94,Tierra del Fuego,Femenino,15 a 19,0
2012,94,Tierra del Fuego,Femenino,20 a 24,0
2012,94,Tierra del Fuego,Femenino,25 a 29,0
2012,94,Tierra del Fuego,Femenino,30 a 34,0
2012,94,Tierra del Fuego,Femenino,35 a 39,0
2012,94,Tierra del Fuego,Femenino,40 a 44,0
2012,94,Tierra del Fuego,Femenino,45 a 49,0
2012,94,Tierra del Fuego,Femenino,50 a 54,0
2012,94,Tierra del Fuego,Femenino,55 a 59,1
2012,94,Tierra del Fuego,Femenino,60 a 64,0
2012,94,Tierra del Fuego,Femenino,65 a 69,0
2012,94,Tierra del Fuego,Femenino,70 a 74,0
2012,94,Tierra del Fuego,Femenino,75 a 79,2
2012,94,Tierra del Fuego,Femenino,80 y más,2
2013,02,CABA,Masculino,10 a 14,0
2013,02,CABA,Masculino,15 a 19,0
2013,02,CABA,Masculino,20 a 24,0
2013,02,CABA,Masculino,25 a 29,0
2013,02,CABA,Masculino,30 a 34,0
2013,02,CABA,Masculino,35 a 39,0
2013,02,CABA,Masculino,40 a 44,5
2013,02,CABA,Masculino,45 a 49,10
2013,02,CABA,Masculino,50 a 54,5
2013,02,CABA,Masculino,55 a 59,12
2013,02,CABA,Masculino,60 a 64,19
2013,02,CABA,Masculino,65 a 69,28
2013,02,CABA,Masculino,70 a 74,27
2013,02,CABA,Masculino,75 a 79,29
2013,02,CABA,Masculino,80 y más,91
2013,02,CABA,Femenino,10 a 14,1
2013,02,CABA,Femenino,15 a 19,0
2013,02,CABA,Femenino,20 a 24,0
2013,02,CABA,Femenino,25 a 29,0
2013,02,CABA,Femenino,30 a 34,2
2013,02,CABA,Femenino,35 a 39,1
2013,02,CABA,Femenino,40 a 44,0
2013,02,CABA,Femenino,45 a 49,2
2013,02,CABA,Femenino,50 a 54,3
2013,02,CABA,Femenino,55 a 59,12
2013,02,CABA,Femenino,60 a 64,7
2013,02,CABA,Femenino,65 a 69,8
2013,02,CABA,Femenino,70 a 74,17
2013,02,CABA,Femenino,75 a 79,21
2013,02,CABA,Femenino,80 y más,128
2013,06,Buenos Aires,Masculino,10 a 14,2
2013,06,Buenos Aires,Masculino,15 a 19,1
2013,06,Buenos Aires,Masculino,20 a 24,2
2013,06,Buenos Aires,Masculino,25 a 29,3
2013,06,Buenos Aires,Masculino,30 a 34,9
2013,06,Buenos Aires,Masculino,35 a 39,14
2013,06,Buenos Aires,Masculino,40 a 44,17
2013,06,Buenos Aires,Masculino,45 a 49,40
2013,06,Buenos Aires,Masculino,50 a 54,46
2013,06,Buenos Aires,Masculino,55 a 59,77
2013,06,Buenos Aires,Masculino,60 a 64,128
2013,06,Buenos Aires,Masculino,65 a 69,178
2013,06,Buenos Aires,Masculino,70 a 74,170
2013,06,Buenos Aires,Masculino,75 a 79,202
2013,06,Buenos Aires,Masculino,80 y más,337
2013,06,Buenos Aires,Femenino,10 a 14,0
2013,06,Buenos Aires,Femenino,15 a 19,0
2013,06,Buenos Aires,Femenino,20 a 24,3
2013,06,Buenos Aires,Femenino,25 a 29,2
2013,06,Buenos Aires,Femenino,30 a 34,3
2013,06,Buenos Aires,Femenino,35 a 39,6
2013,06,Buenos Aires,Femenino,40 a 44,11
2013,06,Buenos Aires,Femenino,45 a 49,10
2013,06,Buenos Aires,Femenino,50 a 54,31
2013,06,Buenos Aires,Femenino,55 a 59,50
2013,06,Buenos Aires,Femenino,60 a 64,111
2013,06,Buenos Aires,Femenino,65 a 69,134
2013,06,Buenos Aires,Femenino,70 a 74,154
2013,06,Buenos Aires,Femenino,75 a 79,163
2013,06,Buenos Aires,Femenino,80 y más,449
2013,10,Catamarca,Masculino,10 a 14,0
2013,10,Catamarca,Masculino,15 a 19,0
2013,10,Catamarca,Masculino,20 a 24,0
2013,10,Catamarca,Masculino,25 a 29,0
2013,10,Catamarca,Masculino,30 a 34,0
2013,10,Catamarca,Masculino,35 a 39,0
2013,10,Catamarca,Masculino,40 a 44,2
2013,10,Catamarca,Masculino,45 a 49,2
2013,10,Catamarca,Masculino,50 a 54,3
2013,10,Catamarca,Masculino,55 a 59,3
2013,10,Catamarca,Masculino,60 a 64,5
2013,10,Catamarca,Masculino,65 a 69,8
2013,10,Catamarca,Masculino,70 a 74,8
2013,10,Catamarca,Masculino,75 a 79,4
2013,10,Catamarca,Masculino,80 y más,6
2013,10,Catamarca,Femenino,10 a 14,0
2013,10,Catamarca,Femenino,15 a 19,0
2013,10,Catamarca,Femenino,20 a 24,0
2013,10,Catamarca,Femenino,25 a 29,0
2013,10,Catamarca,Femenino,30 a 34,0
2013,10,Catamarca,Femenino,35 a 39,0
2013,10,Catamarca,Femenino,40 a 44,0
2013,10,Catamarca,Femenino,45 a 49,1
2013,10,Catamarca,Femenino,50 a 54,1
2013,10,Catamarca,Femenino,55 a 59,2
2013,10,Catamarca,Femenino,60 a 64,3
2013,10,Catamarca,Femenino,65 a 69,4
2013,10,Catamarca,Femenino,70 a 74,2
2013,10,Catamarca,Femenino,75 a 79,2
2013,10,Catamarca,Femenino,80 y más,7
2013,14,Córdoba,Masculino,10 a 14,0
2013,14,Córdoba,Masculino,15 a 19,0
2013,14,Córdoba,Masculino,20 a 24,0
2013,14,Córdoba,Masculino,25 a 29,1
2013,14,Córdoba,Masculino,30 a 34,0
2013,14,Córdoba,Masculino,35 a 39,4
2013,14,Córdoba,Masculino,40 a 44,6
2013,14,Córdoba,Masculino,45 a 49,9
2013,14,Córdoba,Masculino,50 a 54,19
2013,14,Córdoba,Masculino,55 a 59,26
2013,14,Córdoba,Masculino,60 a 64,57
2013,14,Córdoba,Masculino,65 a 69,63
2013,14,Córdoba,Masculino,70 a 74,44
2013,14,Córdoba,Masculino,75 a 79,59
2013,14,Córdoba,Masculino,80 y más,83
2013,14,Córdoba,Femenino,10 a 14,0
2013,14,Córdoba,Femenino,15 a 19,0
2013,14,Córdoba,Femenino,20 a 24,2
2013,14,Córdoba,Femenino,25 a 29,1
2013,14,Córdoba,Femenino,30 a 34,0
2013,14,Córdoba,Femenino,35 a 39,0
2013,14,Córdoba,Femenino,40 a 44,1
2013,14,Córdoba,Femenino,45 a 49,5
2013,14,Córdoba,Femenino,50 a 54,10
2013,14,Córdoba,Femenino,55 a 59,22
2013,14,Córdoba,Femenino,60 a 64,34
2013,14,Córdoba,Femenino,65 a 69,35
2013,14,Córdoba,Femenino,70 a 74,43
2013,14,Córdoba,Femenino,75 a 79,41
2013,14,Córdoba,Femenino,80 y más,111
2013,18,Corrientes,Masculino,10 a 14,0
2013,18,Corrientes,Masculino,15 a 19,0
2013,18,Corrientes,Masculino,20 a 24,0
2013,18,Corrientes,Masculino,25 a 29,0
2013,18,Corrientes,Masculino,30 a 34,0
2013,18,Corrientes,Masculino,35 a 39,1
2013,18,Corrientes,Masculino,40 a 44,2
2013,18,Corrientes,Masculino,45 a 49,5
2013,18,Corrientes,Masculino,50 a 54,6
2013,18,Corrientes,Masculino,55 a 59,8
2013,18,Corrientes,Masculino,60 a 64,18
2013,18,Corrientes,Masculino,65 a 69,20
2013,18,Corrientes,Masculino,70 a 74,18
2013,18,Corrientes,Masculino,75 a 79,16
2013,18,Corrientes,Masculino,80 y más,20
2013,18,Corrientes,Femenino,10 a 14,0
2013,18,Corrientes,Femenino,15 a 19,1
2013,18,Corrientes,Femenino,20 a 24,0
2013,18,Corrientes,Femenino,25 a 29,0
2013,18,Corrientes,Femenino,30 a 34,0
2013,18,Corrientes,Femenino,35 a 39,0
2013,18,Corrientes,Femenino,40 a 44,0
2013,18,Corrientes,Femenino,45 a 49,1
2013,18,Corrientes,Femenino,50 a 54,1
2013,18,Corrientes,Femenino,55 a 59,2
2013,18,Corrientes,Femenino,60 a 64,13
2013,18,Corrientes,Femenino,65 a 69,15
2013,18,Corrientes,Femenino,70 a 74,17
2013,18,Corrientes,Femenino,75 a 79,18
2013,18,Corrientes,Femenino,80 y más,32
2013,22,Chaco,Masculino,10 a 14,1
2013,22,Chaco,Masculino,15 a 19,0
2013,22,Chaco,Masculino,20 a 24,0
2013,22,Chaco,Masculino,25 a 29,0
2013,22,Chaco,Masculino,30 a 34,1
2013,22,Chaco,Masculino,35 a 39,0
2013,22,Chaco,Masculino,40 a 44,6
2013,22,Chaco,Masculino,45 a 49,5
2013,22,Chaco,Masculino,50 a 54,8
2013,22,Chaco,Masculino,55 a 59,7
2013,22,Chaco,Masculino,60 a 64,13
2013,22,Chaco,Masculino,65 a 69,13
2013,22,Chaco,Masculino,70 a 74,22
2013,22,Chaco,Masculino,75 a 79,17
2013,22,Chaco,Masculino,80 y más,23
2013,22,Chaco,Femenino,10 a 14,0
2013,22,Chaco,Femenino,15 a 19,0
2013,22,Chaco,Femenino,20 a 24,0
2013,22,Chaco,Femenino,25 a 29,0
2013,22,Chaco,Femenino,30 a 34,0
2013,22,Chaco,Femenino,35 a 39,1
2013,22,Chaco,Femenino,40 a 44,1
2013,22,Chaco,Femenino,45 a 49,2
2013,22,Chaco,Femenino,50 a 54,7
2013,22,Chaco,Femenino,55 a 59,9
2013,22,Chaco,Femenino,60 a 64,10
2013,22,Chaco,Femenino,65 a 69,10
2013,22,Chaco,Femenino,70 a 74,11
2013,22,Chaco,Femenino,75 a 79,23
2013,22,Chaco,Femenino,80 y más,26
2013,26,Chubut,Masculino,10 a 14,0
2013,26,Chubut,Masculino,15 a 19,0
2013,26,Chubut,Masculino,20 a 24,0
2013,26,Chubut,Masculino,25 a 29,0
2013,26,Chubut,Masculino,30 a 34,0
2013,26,Chubut,Masculino,35 a 39,1
2013,26,Chubut,Masculino,40 a 44,0
2013,26,Chubut,Masculino,45 a 49,3
2013,26,Chubut,Masculino,50 a 54,4
2013,26,Chubut,Masculino,55 a 59,2
2013,26,Chubut,Masculino,60 a 64,5
2013,26,Chubut,Masculino,65 a 69,9
2013,26,Chubut,Masculino,70 a 74,11
2013,26,Chubut,Masculino,75 a 79,7
2013,26,Chubut,Masculino,80 y más,13
2013,26,Chubut,Femenino,10 a 14,0
2013,26,Chubut,Femenino,15 a 19,0
2013,26,Chubut,Femenino,20 a 24,0
2013,26,Chubut,Femenino,25 a 29,0
2013,26,Chubut,Femenino,30 a 34,0
2013,26,Chubut,Femenino,35 a 39,0
2013,26,Chubut,Femenino,40 a 44,1
2013,26,Chubut,Femenino,45 a 49,1
2013,26,Chubut,Femenino,50 a 54,0
2013,26,Chubut,Femenino,55 a 59,4
2013,26,Chubut,Femenino,60 a 64,7
2013,26,Chubut,Femenino,65 a 69,1
2013,26,Chubut,Femenino,70 a 74,9
2013,26,Chubut,Femenino,75 a 79,12
2013,26,Chubut,Femenino,80 y más,17
2013,30,Entre Ríos,Masculino,10 a 14,0
2013,30,Entre Ríos,Masculino,15 a 19,0
2013,30,Entre Ríos,Masculino,20 a 24,0
2013,30,Entre Ríos,Masculino,25 a 29,0
2013,30,Entre Ríos,Masculino,30 a 34,0
2013,30,Entre Ríos,Masculino,35 a 39,1
2013,30,Entre Ríos,Masculino,40 a 44,0
2013,30,Entre Ríos,Masculino,45 a 49,3
2013,30,Entre Ríos,Masculino,50 a 54,5
2013,30,Entre Ríos,Masculino,55 a 59,14
2013,30,Entre Ríos,Masculino,60 a 64,13
2013,30,Entre Ríos,Masculino,65 a 69,25
2013,30,Entre Ríos,Masculino,70 a 74,19
2013,30,Entre Ríos,Masculino,75 a 79,18
2013,30,Entre Ríos,Masculino,80 y más,17
2013,30,Entre Ríos,Femenino,10 a 14,0
2013,30,Entre Ríos,Femenino,15 a 19,1
2013,30,Entre Ríos,Femenino,20 a 24,0
2013,30,Entre Ríos,Femenino,25 a 29,0
2013,30,Entre Ríos,Femenino,30 a 34,1
2013,30,Entre Ríos,Femenino,35 a 39,0
2013,30,Entre Ríos,Femenino,40 a 44,1
2013,30,Entre Ríos,Femenino,45 a 49,1
2013,30,Entre Ríos,Femenino,50 a 54,7
2013,30,Entre Ríos,Femenino,55 a 59,8
2013,30,Entre Ríos,Femenino,60 a 64,13
2013,30,Entre Ríos,Femenino,65 a 69,15
2013,30,Entre Ríos,Femenino,70 a 74,16
2013,30,Entre Ríos,Femenino,75 a 79,13
2013,30,Entre Ríos,Femenino,80 y más,39
2013,34,Formosa,Masculino,10 a 14,0
2013,34,Formosa,Masculino,15 a 19,0
2013,34,Formosa,Masculino,20 a 24,0
2013,34,Formosa,Masculino,25 a 29,1
2013,34,Formosa,Masculino,30 a 34,1
2013,34,Formosa,Masculino,35 a 39,4
2013,34,Formosa,Masculino,40 a 44,3
2013,34,Formosa,Masculino,45 a 49,5
2013,34,Formosa,Masculino,50 a 54,9
2013,34,Formosa,Masculino,55 a 59,17
2013,34,Formosa,Masculino,60 a 64,28
2013,34,Formosa,Masculino,65 a 69,16
2013,34,Formosa,Masculino,70 a 74,27
2013,34,Formosa,Masculino,75 a 79,20
2013,34,Formosa,Masculino,80 y más,24
2013,34,Formosa,Femenino,10 a 14,0
2013,34,Formosa,Femenino,15 a 19,0
2013,34,Formosa,Femenino,20 a 24,0
2013,34,Formosa,Femenino,25 a 29,0
2013,34,Formosa,Femenino,30 a 34,1
2013,34,Formosa,Femenino,35 a 39,0
2013,34,Formosa,Femenino,40 a 44,6
2013,34,Formosa,Femenino,45 a 49,3
2013,34,Formosa,Femenino,50 a 54,9
2013,34,Formosa,Femenino,55 a 59,11
2013,34,Formosa,Femenino,60 a 64,28
2013,34,Formosa,Femenino,65 a 69,18
2013,34,Formosa,Femenino,70 a 74,21
2013,34,Formosa,Femenino,75 a 79,24
2013,34,Formosa,Femenino,80 y más,29
2013,38,Jujuy,Masculino,10 a 14,0
2013,38,Jujuy,Masculino,15 a 19,0
2013,38,Jujuy,Masculino,20 a 24,0
2013,38,Jujuy,Masculino,25 a 29,0
2013,38,Jujuy,Masculino,30 a 34,0
2013,38,Jujuy,Masculino,35 a 39,2
2013,38,Jujuy,Masculino,40 a 44,1
2013,38,Jujuy,Masculino,45 a 49,2
2013,38,Jujuy,Masculino,50 a 54,6
2013,38,Jujuy,Masculino,55 a 59,8
2013,38,Jujuy,Masculino,60 a 64,11
2013,38,Jujuy,Masculino,65 a 69,6
2013,38,Jujuy,Masculino,70 a 74,8
2013,38,Jujuy,Masculino,75 a 79,12
2013,38,Jujuy,Masculino,80 y más,15
2013,38,Jujuy,Femenino,10 a 14,0
2013,38,Jujuy,Femenino,15 a 19,0
2013,38,Jujuy,Femenino,20 a 24,1
2013,38,Jujuy,Femenino,25 a 29,0
2013,38,Jujuy,Femenino,30 a 34,0
2013,38,Jujuy,Femenino,35 a 39,0
2013,38,Jujuy,Femenino,40 a 44,1
2013,38,Jujuy,Femenino,45 a 49,1
2013,38,Jujuy,Femenino,50 a 54,1
2013,38,Jujuy,Femenino,55 a 59,6
2013,38,Jujuy,Femenino,60 a 64,7
2013,38,Jujuy,Femenino,65 a 69,15
