anio_enfr,prov_id,prov_nombre,grupo_edad,sexo,dm_total,dm_total_cv,dm_prev,dm_prev_cv
2005,62,Río Negro,25 a 29,Mujer,822,0.42,0.05,0.41
2005,62,Río Negro,25 a 29,Varón,588,0.65,0.05,0.63
2005,62,Río Negro,30 a 34,Mujer,1102,0.57,0.06,0.55
2005,62,Río Negro,30 a 34,Varón,337,1,0.03,0.99
2005,62,Río Negro,35 a 39,Mujer,1588,0.35,0.08,0.34
2005,62,Río Negro,35 a 39,Varón,176,1,0.01,1
2005,62,Río Negro,40 a 44,Mujer,1532,0.37,0.13,0.34
2005,62,Río Negro,40 a 44,Varón,1072,0.68,0.07,0.64
2005,62,Río Negro,45 a 49,Mujer,1469,0.39,0.12,0.36
2005,62,Río Negro,45 a 49,Varón,757,0.47,0.06,0.47
2005,62,Río Negro,50 a 54,Mujer,3028,0.28,0.21,0.24
2005,62,Río Negro,50 a 54,Varón,923,0.57,0.06,0.56
2005,62,Río Negro,55 a 59,Mujer,1606,0.32,0.14,0.31
2005,62,Río Negro,55 a 59,Varón,992,0.53,0.11,0.51
2005,62,Río Negro,60 a 64,Mujer,1869,0.45,0.22,0.38
2005,62,Río Negro,60 a 64,Varón,3157,0.41,0.34,0.3
2005,62,Río Negro,65 a 69,Mujer,736,0.47,0.1,0.45
2005,62,Río Negro,65 a 69,Varón,1050,0.4,0.15,0.4
2005,62,Río Negro,70 a 74,Mujer,2122,0.35,0.35,0.27
2005,62,Río Negro,70 a 74,Varón,614,0.49,0.14,0.48
2005,62,Río Negro,75 a 79,Mujer,1232,0.45,0.28,0.37
2005,62,Río Negro,75 a 79,Varón,1180,0.41,0.35,0.32
2005,62,Río Negro,80+,Mujer,629,0.51,0.14,0.49
2005,62,Río Negro,80+,Varón,895,0.93,0.24,0.77
2005,66,Salta,20 a 24,Mujer,337,0.71,0.01,0.72
2005,66,Salta,20 a 24,Varón,0,NA,0,NA
2005,66,Salta,25 a 29,Mujer,1629,0.62,0.04,0.6
2005,66,Salta,25 a 29,Varón,511,0.9,0.02,0.89
2005,66,Salta,30 a 34,Mujer,1035,0.51,0.03,0.51
2005,66,Salta,30 a 34,Varón,559,0.63,0.02,0.64
2005,66,Salta,35 a 39,Mujer,1105,0.85,0.03,0.83
2005,66,Salta,35 a 39,Varón,455,0.71,0.02,0.71
2005,66,Salta,40 a 44,Mujer,1458,0.47,0.07,0.46
2005,66,Salta,40 a 44,Varón,966,0.7,0.04,0.69
2005,66,Salta,45 a 49,Mujer,635,0.58,0.03,0.58
2005,66,Salta,45 a 49,Varón,1058,0.47,0.06,0.47
2005,66,Salta,50 a 54,Mujer,2484,0.34,0.12,0.35
2005,66,Salta,50 a 54,Varón,835,0.72,0.04,0.71
2005,66,Salta,55 a 59,Mujer,1536,0.43,0.08,0.43
2005,66,Salta,55 a 59,Varón,237,0.71,0.02,0.73
2005,66,Salta,60 a 64,Mujer,631,0.46,0.07,0.47
2005,66,Salta,60 a 64,Varón,1407,0.56,0.12,0.52
2005,66,Salta,65 a 69,Mujer,1000,0.43,0.09,0.43
2005,66,Salta,65 a 69,Varón,696,0.66,0.11,0.63
2005,66,Salta,70 a 74,Mujer,1110,0.43,0.12,0.42
2005,66,Salta,70 a 74,Varón,621,0.77,0.09,0.74
2005,66,Salta,75 a 79,Mujer,693,0.43,0.18,0.41
2005,66,Salta,75 a 79,Varón,1275,0.64,0.15,0.63
2005,66,Salta,80+,Mujer,1094,0.42,0.13,0.47
2005,66,Salta,80+,Varón,357,0.58,0.1,0.63
2005,70,San Juan,20 a 24,Mujer,1157,0.51,0.06,0.5
2005,70,San Juan,20 a 24,Varón,802,0.61,0.03,0.61
2005,70,San Juan,25 a 29,Mujer,939,0.52,0.05,0.51
2005,70,San Juan,25 a 29,Varón,658,0.58,0.03,0.57
2005,70,San Juan,30 a 34,Mujer,1509,0.42,0.06,0.41
2005,70,San Juan,30 a 34,Varón,254,1,0.02,0.99
2005,70,San Juan,35 a 39,Mujer,2790,0.37,0.13,0.34
2005,70,San Juan,35 a 39,Varón,1101,0.59,0.06,0.57
2005,70,San Juan,40 a 44,Mujer,1416,0.37,0.08,0.36
2005,70,San Juan,40 a 44,Varón,311,0.69,0.03,0.69
2005,70,San Juan,45 a 49,Mujer,962,0.49,0.08,0.47
2005,70,San Juan,45 a 49,Varón,669,0.53,0.05,0.52
2005,70,San Juan,50 a 54,Mujer,2290,0.35,0.14,0.32
2005,70,San Juan,50 a 54,Varón,850,0.69,0.05,0.67
2005,70,San Juan,55 a 59,Mujer,1928,0.41,0.15,0.37
2005,70,San Juan,55 a 59,Varón,987,0.61,0.1,0.58
2005,70,San Juan,60 a 64,Mujer,2029,0.37,0.17,0.34
2005,70,San Juan,60 a 64,Varón,2079,0.38,0.19,0.34
2005,70,San Juan,65 a 69,Mujer,1326,0.41,0.2,0.36
2005,70,San Juan,65 a 69,Varón,728,0.54,0.13,0.52
2005,70,San Juan,70 a 74,Mujer,1982,0.31,0.27,0.27
2005,70,San Juan,70 a 74,Varón,1419,0.49,0.38,0.36
2005,70,San Juan,75 a 79,Mujer,1555,0.49,0.24,0.41
2005,70,San Juan,75 a 79,Varón,1898,0.42,0.31,0.37
2005,70,San Juan,80+,Mujer,412,0.74,0.09,0.7
2005,70,San Juan,80+,Varón,1357,0.52,0.32,0.4
2005,74,San Luis,20 a 24,Mujer,478,0.51,0.03,0.5
2005,74,San Luis,20 a 24,Varón,547,0.66,0.04,0.65
2005,74,San Luis,25 a 29,Mujer,877,0.37,0.07,0.36
2005,74,San Luis,25 a 29,Varón,0,NA,0,NA
2005,74,San Luis,30 a 34,Mujer,2172,0.29,0.15,0.27
2005,74,San Luis,30 a 34,Varón,49,1,0,1
2005,74,San Luis,35 a 39,Mujer,1608,0.36,0.16,0.32
2005,74,San Luis,35 a 39,Varón,1150,0.4,0.09,0.38
2005,74,San Luis,40 a 44,Mujer,1371,0.31,0.12,0.3
2005,74,San Luis,40 a 44,Varón,450,0.73,0.05,0.7
2005,74,San Luis,45 a 49,Mujer,991,0.34,0.13,0.32
2005,74,San Luis,45 a 49,Varón,820,0.45,0.1,0.43
2005,74,San Luis,50 a 54,Mujer,1937,0.3,0.18,0.28
2005,74,San Luis,50 a 54,Varón,873,0.45,0.11,0.44
2005,74,San Luis,55 a 59,Mujer,1164,0.37,0.13,0.34
2005,74,San Luis,55 a 59,Varón,1227,0.42,0.16,0.38
2005,74,San Luis,60 a 64,Mujer,392,0.58,0.07,0.55
2005,74,San Luis,60 a 64,Varón,468,0.59,0.14,0.56
2005,74,San Luis,65 a 69,Mujer,516,0.42,0.13,0.41
2005,74,San Luis,65 a 69,Varón,1441,0.45,0.27,0.39
2005,74,San Luis,70 a 74,Mujer,450,0.43,0.09,0.43
2005,74,San Luis,70 a 74,Varón,282,0.64,0.1,0.63
2005,74,San Luis,75 a 79,Mujer,245,0.59,0.13,0.56
2005,74,San Luis,75 a 79,Varón,347,0.49,0.14,0.49
2005,74,San Luis,80+,Mujer,686,0.42,0.21,0.38
2005,74,San Luis,80+,Varón,0,NA,0,NA
2005,78,Santa Cruz,20 a 24,Mujer,94,0.75,0.01,0.75
2005,78,Santa Cruz,20 a 24,Varón,183,1,0.03,0.98
2005,78,Santa Cruz,25 a 29,Mujer,82,0.58,0.01,0.58
2005,78,Santa Cruz,25 a 29,Varón,0,NA,0,NA
2005,78,Santa Cruz,30 a 34,Mujer,586,0.52,0.09,0.49
2005,78,Santa Cruz,30 a 34,Varón,160,0.76,0.03,0.75
2005,78,Santa Cruz,35 a 39,Mujer,242,0.46,0.04,0.46
2005,78,Santa Cruz,35 a 39,Varón,162,0.89,0.03,0.88
2005,78,Santa Cruz,40 a 44,Mujer,818,0.36,0.14,0.34
2005,78,Santa Cruz,40 a 44,Varón,591,0.39,0.09,0.38
2005,78,Santa Cruz,45 a 49,Mujer,689,0.37,0.16,0.34
2005,78,Santa Cruz,45 a 49,Varón,565,0.54,0.11,0.5
2005,78,Santa Cruz,50 a 54,Mujer,939,0.34,0.2,0.3
2005,78,Santa Cruz,50 a 54,Varón,995,0.35,0.15,0.33
2005,78,Santa Cruz,55 a 59,Mujer,298,0.49,0.1,0.47
2005,78,Santa Cruz,55 a 59,Varón,506,0.5,0.16,0.45
2005,78,Santa Cruz,60 a 64,Mujer,446,0.35,0.14,0.34
2005,78,Santa Cruz,60 a 64,Varón,483,0.49,0.16,0.44
2005,78,Santa Cruz,65 a 69,Mujer,593,0.46,0.21,0.4
2005,78,Santa Cruz,65 a 69,Varón,289,0.4,0.12,0.41
2005,78,Santa Cruz,70 a 74,Mujer,344,0.47,0.17,0.43
2005,78,Santa Cruz,70 a 74,Varón,56,1,0.1,0.95
2005,78,Santa Cruz,75 a 79,Mujer,103,0.61,0.1,0.66
2005,78,Santa Cruz,75 a 79,Varón,121,0.61,0.22,0.55
2005,78,Santa Cruz,80+,Mujer,82,0.6,0.15,0.61
2005,78,Santa Cruz,80+,Varón,0,NA,0,NA
2005,82,Santa Fe,20 a 24,Mujer,7309,0.52,0.06,0.51
2005,82,Santa Fe,20 a 24,Varón,4189,0.59,0.04,0.58
2005,82,Santa Fe,25 a 29,Mujer,3234,0.61,0.03,0.6
2005,82,Santa Fe,25 a 29,Varón,1378,0.74,0.02,0.74
2005,82,Santa Fe,30 a 34,Mujer,2129,0.71,0.02,0.71
2005,82,Santa Fe,30 a 34,Varón,5970,0.59,0.06,0.56
2005,82,Santa Fe,35 a 39,Mujer,4414,0.58,0.05,0.56
2005,82,Santa Fe,35 a 39,Varón,761,0.79,0.01,0.8
2005,82,Santa Fe,40 a 44,Mujer,2983,0.47,0.04,0.47
2005,82,Santa Fe,40 a 44,Varón,3989,0.47,0.05,0.47
2005,82,Santa Fe,45 a 49,Mujer,2958,0.5,0.05,0.49
2005,82,Santa Fe,45 a 49,Varón,4262,0.55,0.05,0.54
2005,82,Santa Fe,50 a 54,Mujer,9864,0.41,0.14,0.38
2005,82,Santa Fe,50 a 54,Varón,17012,0.35,0.22,0.32
2005,82,Santa Fe,55 a 59,Mujer,9692,0.35,0.14,0.33
2005,82,Santa Fe,55 a 59,Varón,12160,0.46,0.22,0.4
2005,82,Santa Fe,60 a 64,Mujer,6859,0.37,0.12,0.35
2005,82,Santa Fe,60 a 64,Varón,14461,0.38,0.29,0.31
2005,82,Santa Fe,65 a 69,Mujer,13748,0.32,0.24,0.28
2005,82,Santa Fe,65 a 69,Varón,12742,0.45,0.3,0.35
2005,82,Santa Fe,70 a 74,Mujer,4710,0.42,0.08,0.42
2005,82,Santa Fe,70 a 74,Varón,330,1,0.01,1.02
2005,82,Santa Fe,75 a 79,Mujer,1960,0.56,0.05,0.56
2005,82,Santa Fe,75 a 79,Varón,7199,0.52,0.25,0.46
2005,82,Santa Fe,80+,Mujer,2750,0.5,0.06,0.49
2005,82,Santa Fe,80+,Varón,1164,0.5,0.11,0.52
2005,86,Santiago del Estero,20 a 24,Mujer,761,0.5,0.03,0.5
2005,86,Santiago del Estero,20 a 24,Varón,387,0.71,0.02,0.71
2005,86,Santiago del Estero,25 a 29,Mujer,603,0.61,0.03,0.6
2005,86,Santiago del Estero,25 a 29,Varón,674,0.71,0.04,0.69
2005,86,Santiago del Estero,30 a 34,Mujer,1081,0.42,0.06,0.41
2005,86,Santiago del Estero,30 a 34,Varón,569,0.5,0.04,0.5
2005,86,Santiago del Estero,35 a 39,Mujer,1109,0.36,0.06,0.35
2005,86,Santiago del Estero,35 a 39,Varón,1420,0.39,0.1,0.37
2005,86,Santiago del Estero,40 a 44,Mujer,1196,0.39,0.09,0.38
2005,86,Santiago del Estero,40 a 44,Varón,840,0.49,0.06,0.48
2005,86,Santiago del Estero,45 a 49,Mujer,1745,0.32,0.15,0.3
2005,86,Santiago del Estero,45 a 49,Varón,1268,0.46,0.11,0.43
2005,86,Santiago del Estero,50 a 54,Mujer,1483,0.5,0.13,0.45
2005,86,Santiago del Estero,50 a 54,Varón,2669,0.32,0.18,0.29
2005,86,Santiago del Estero,55 a 59,Mujer,2243,0.32,0.18,0.29
2005,86,Santiago del Estero,55 a 59,Varón,1245,0.35,0.18,0.33
2005,86,Santiago del Estero,60 a 64,Mujer,599,0.62,0.09,0.59
2005,86,Santiago del Estero,60 a 64,Varón,1963,0.39,0.3,0.32
2005,86,Santiago del Estero,65 a 69,Mujer,1427,0.49,0.21,0.43
2005,86,Santiago del Estero,65 a 69,Varón,1892,0.35,0.31,0.3
2005,86,Santiago del Estero,70 a 74,Mujer,1082,0.33,0.17,0.31
2005,86,Santiago del Estero,70 a 74,Varón,1038,0.43,0.34,0.35
2005,86,Santiago del Estero,75 a 79,Mujer,211,0.52,0.05,0.53
2005,86,Santiago del Estero,75 a 79,Varón,935,0.42,0.32,0.33
2005,86,Santiago del Estero,80+,Mujer,409,0.55,0.08,0.55
2005,86,Santiago del Estero,80+,Varón,318,0.64,0.09,0.63
2005,90,Tucumán,20 a 24,Mujer,481,0.74,0.01,0.74
2005,90,Tucumán,20 a 24,Varón,0,NA,0,NA
2005,90,Tucumán,25 a 29,Mujer,904,0.59,0.02,0.59
2005,90,Tucumán,25 a 29,Varón,0,NA,0,NA
2005,90,Tucumán,30 a 34,Mujer,3706,0.34,0.09,0.33
2005,90,Tucumán,30 a 34,Varón,0,NA,0,NA
2005,90,Tucumán,35 a 39,Mujer,4155,0.42,0.11,0.39
2005,90,Tucumán,35 a 39,Varón,314,1,0.02,1
2005,90,Tucumán,40 a 44,Mujer,1256,0.62,0.04,0.61
2005,90,Tucumán,40 a 44,Varón,864,0.77,0.03,0.77
2005,90,Tucumán,45 a 49,Mujer,1612,0.46,0.06,0.45
2005,90,Tucumán,45 a 49,Varón,1668,0.54,0.07,0.52
2005,90,Tucumán,50 a 54,Mujer,3760,0.35,0.11,0.33
2005,90,Tucumán,50 a 54,Varón,789,0.76,0.02,0.76
2005,90,Tucumán,55 a 59,Mujer,4778,0.36,0.22,0.3
2005,90,Tucumán,55 a 59,Varón,2684,0.42,0.13,0.41
2005,90,Tucumán,60 a 64,Mujer,5667,0.3,0.36,0.22
2005,90,Tucumán,60 a 64,Varón,5181,0.32,0.27,0.28
2005,90,Tucumán,65 a 69,Mujer,3092,0.47,0.24,0.39
2005,90,Tucumán,65 a 69,Varón,1815,0.45,0.17,0.45
2005,90,Tucumán,70 a 74,Mujer,2210,0.61,0.12,0.56
2005,90,Tucumán,70 a 74,Varón,1085,0.79,0.1,0.73
2005,90,Tucumán,75 a 79,Mujer,411,0.73,0.06,0.73
2005,90,Tucumán,75 a 79,Varón,767,0.79,0.09,0.76
2005,90,Tucumán,80+,Mujer,1472,0.61,0.13,0.57
2005,90,Tucumán,80+,Varón,1396,0.72,0.24,0.63
2005,94,Tierra del Fuego,20 a 24,Mujer,251,0.59,0.06,0.58
2005,94,Tierra del Fuego,20 a 24,Varón,132,0.88,0.03,0.87
2005,94,Tierra del Fuego,25 a 29,Mujer,261,0.5,0.07,0.48
2005,94,Tierra del Fuego,25 a 29,Varón,26,0.73,0.01,0.73
2005,94,Tierra del Fuego,30 a 34,Mujer,987,0.28,0.21,0.24
2005,94,Tierra del Fuego,30 a 34,Varón,113,0.64,0.02,0.63
2005,94,Tierra del Fuego,35 a 39,Mujer,556,0.39,0.11,0.36
2005,94,Tierra del Fuego,35 a 39,Varón,347,0.48,0.08,0.46
2005,94,Tierra del Fuego,40 a 44,Mujer,576,0.33,0.12,0.31
2005,94,Tierra del Fuego,40 a 44,Varón,280,0.51,0.07,0.49
2005,94,Tierra del Fuego,45 a 49,Mujer,345,0.37,0.1,0.35
2005,94,Tierra del Fuego,45 a 49,Varón,242,0.57,0.08,0.54
2005,94,Tierra del Fuego,50 a 54,Mujer,586,0.33,0.22,0.3
2005,94,Tierra del Fuego,50 a 54,Varón,274,0.47,0.08,0.46
2005,94,Tierra del Fuego,55 a 59,Mujer,248,0.54,0.15,0.49
2005,94,Tierra del Fuego,55 a 59,Varón,69,0.74,0.06,0.74
2005,94,Tierra del Fuego,60 a 64,Mujer,195,0.48,0.21,0.44
2005,94,Tierra del Fuego,60 a 64,Varón,182,0.56,0.23,0.49
2005,94,Tierra del Fuego,65 a 69,Mujer,75,0.71,0.13,0.69
2005,94,Tierra del Fuego,65 a 69,Varón,129,0.73,0.28,0.58
2005,94,Tierra del Fuego,70 a 74,Mujer,82,0.61,0.21,0.6
2005,94,Tierra del Fuego,70 a 74,Varón,114,0.51,0.22,0.55
2005,94,Tierra del Fuego,75 a 79,Mujer,0,NA,0,NA
2005,94,Tierra del Fuego,75 a 79,Varón,55,1,0.28,0.81
2005,94,Tierra del Fuego,80+,Mujer,17,1,0.07,1.06
2005,94,Tierra del Fuego,80+,Varón,50,1,0.25,0.92
2009,2,CABA,20 a 24,Mujer,2476,1,0.02,1
2009,2,CABA,20 a 24,Varón,3744,1,0.03,0.99
2009,2,CABA,25 a 29,Mujer,5119,0.76,0.04,0.74
2009,2,CABA,25 a 29,Varón,0,NA,0,NA
2009,2,CABA,30 a 34,Mujer,1825,0.71,0.02,0.71
2009,2,CABA,30 a 34,Varón,811,1,0.01,1
2009,2,CABA,35 a 39,Mujer,8892,0.52,0.06,0.5
2009,2,CABA,35 a 39,Varón,4919,0.71,0.05,0.69
2009,2,CABA,40 a 44,Mujer,4114,0.61,0.04,0.61
2009,2,CABA,40 a 44,Varón,0,NA,0,NA
2009,2,CABA,45 a 49,Mujer,9631,0.66,0.1,0.61
2009,2,CABA,45 a 49,Varón,14415,0.48,0.17,0.43
2009,2,CABA,50 a 54,Mujer,5933,0.73,0.05,0.72
2009,2,CABA,50 a 54,Varón,5978,0.54,0.09,0.53
2009,2,CABA,55 a 59,Mujer,7004,0.53,0.07,0.52
2009,2,CABA,55 a 59,Varón,7036,0.64,0.1,0.6
2009,2,CABA,60 a 64,Mujer,16062,0.35,0.2,0.32
2009,2,CABA,60 a 64,Varón,6304,0.6,0.08,0.58
2009,2,CABA,65 a 69,Mujer,10988,0.56,0.13,0.51
2009,2,CABA,65 a 69,Varón,5724,0.58,0.1,0.56
2009,2,CABA,70 a 74,Mujer,7397,0.58,0.13,0.53
2009,2,CABA,70 a 74,Varón,16178,0.39,0.34,0.31
2009,2,CABA,75 a 79,Mujer,4299,0.45,0.08,0.45
2009,2,CABA,75 a 79,Varón,1166,1,0.03,1.02
2009,2,CABA,80+,Mujer,10421,0.43,0.17,0.4
2009,2,CABA,80+,Varón,12390,0.43,0.23,0.38
2009,6,Buenos Aires,20 a 24,Mujer,23266,0.34,0.04,0.33
2009,6,Buenos Aires,20 a 24,Varón,20220,0.42,0.03,0.41
2009,6,Buenos Aires,25 a 29,Mujer,18138,0.38,0.04,0.37
2009,6,Buenos Aires,25 a 29,Varón,7174,0.63,0.01,0.63
2009,6,Buenos Aires,30 a 34,Mujer,39676,0.27,0.07,0.25
2009,6,Buenos Aires,30 a 34,Varón,18269,0.39,0.04,0.39
2009,6,Buenos Aires,35 a 39,Mujer,56880,0.21,0.11,0.2
2009,6,Buenos Aires,35 a 39,Varón,16827,0.34,0.04,0.33
2009,6,Buenos Aires,40 a 44,Mujer,53246,0.23,0.11,0.22
2009,6,Buenos Aires,40 a 44,Varón,18271,0.33,0.05,0.33
2009,6,Buenos Aires,45 a 49,Mujer,31364,0.25,0.08,0.24
2009,6,Buenos Aires,45 a 49,Varón,20939,0.35,0.06,0.34
2009,6,Buenos Aires,50 a 54,Mujer,52550,0.21,0.14,0.2
2009,6,Buenos Aires,50 a 54,Varón,39732,0.26,0.11,0.24
2009,6,Buenos Aires,55 a 59,Mujer,43509,0.26,0.11,0.24
2009,6,Buenos Aires,55 a 59,Varón,51930,0.24,0.14,0.22
2009,6,Buenos Aires,60 a 64,Mujer,90740,0.16,0.25,0.14
2009,6,Buenos Aires,60 a 64,Varón,85305,0.19,0.25,0.16
2009,6,Buenos Aires,65 a 69,Mujer,42867,0.23,0.13,0.22
2009,6,Buenos Aires,65 a 69,Varón,36400,0.26,0.18,0.24
2009,6,Buenos Aires,70 a 74,Mujer,58311,0.18,0.22,0.16
2009,6,Buenos Aires,70 a 74,Varón,45583,0.21,0.23,0.19
2009,6,Buenos Aires,75 a 79,Mujer,32689,0.26,0.21,0.22
2009,6,Buenos Aires,75 a 79,Varón,35635,0.29,0.26,0.25
2009,6,Buenos Aires,80+,Mujer,28723,0.24,0.15,0.23
2009,6,Buenos Aires,80+,Varón,20690,0.3,0.18,0.28
2009,10,Catamarca,20 a 24,Mujer,260,0.74,0.02,0.73
2009,10,Catamarca,20 a 24,Varón,0,NA,0,NA
2009,10,Catamarca,25 a 29,Mujer,1190,0.39,0.11,0.37
2009,10,Catamarca,25 a 29,Varón,598,0.68,0.05,0.66
2009,10,Catamarca,30 a 34,Mujer,590,0.48,0.05,0.47
2009,10,Catamarca,30 a 34,Varón,0,NA,0,NA
2009,10,Catamarca,35 a 39,Mujer,387,0.61,0.05,0.59
2009,10,Catamarca,35 a 39,Varón,0,NA,0,NA
2009,10,Catamarca,40 a 44,Mujer,641,0.44,0.08,0.44
2009,10,Catamarca,40 a 44,Varón,253,0.6,0.04,0.59
2009,10,Catamarca,45 a 49,Mujer,668,0.47,0.08,0.45
2009,10,Catamarca,45 a 49,Varón,606,0.46,0.07,0.45
2009,10,Catamarca,50 a 54,Mujer,1238,0.32,0.13,0.31
2009,10,Catamarca,50 a 54,Varón,514,0.66,0.09,0.63
2009,10,Catamarca,55 a 59,Mujer,2095,0.42,0.34,0.31
2009,10,Catamarca,55 a 59,Varón,1559,0.36,0.24,0.31
2009,10,Catamarca,60 a 64,Mujer,1948,0.33,0.29,0.27
2009,10,Catamarca,60 a 64,Varón,752,0.46,0.18,0.43
2009,10,Catamarca,65 a 69,Mujer,987,0.44,0.33,0.35
2009,10,Catamarca,65 a 69,Varón,1247,0.43,0.47,0.3
2009,10,Catamarca,70 a 74,Mujer,997,0.36,0.28,0.33
2009,10,Catamarca,70 a 74,Varón,56,1,0.03,1.01
2009,10,Catamarca,75 a 79,Mujer,465,0.59,0.23,0.51
2009,10,Catamarca,75 a 79,Varón,124,1,0.1,0.96
2009,10,Catamarca,80+,Mujer,273,0.53,0.15,0.55
2009,10,Catamarca,80+,Varón,120,1,0.06,0.98
2009,14,Córdoba,20 a 24,Mujer,10236,0.39,0.08,0.38
2009,14,Córdoba,20 a 24,Varón,6714,0.56,0.06,0.54
2009,14,Córdoba,25 a 29,Mujer,3493,0.56,0.03,0.55
2009,14,Córdoba,25 a 29,Varón,8880,0.43,0.08,0.42
2009,14,Córdoba,30 a 34,Mujer,5824,0.38,0.06,0.38
2009,14,Córdoba,30 a 34,Varón,1959,0.73,0.02,0.72
2009,14,Córdoba,35 a 39,Mujer,7544,0.39,0.1,0.37
2009,14,Córdoba,35 a 39,Varón,5231,0.38,0.06,0.38
2009,14,Córdoba,40 a 44,Mujer,9600,0.34,0.12,0.32
2009,14,Córdoba,40 a 44,Varón,3397,0.6,0.05,0.59
2009,14,Córdoba,45 a 49,Mujer,9091,0.36,0.1,0.34
2009,14,Córdoba,45 a 49,Varón,7272,0.37,0.1,0.36
2009,14,Córdoba,50 a 54,Mujer,8391,0.36,0.1,0.35
2009,14,Córdoba,50 a 54,Varón,8560,0.42,0.13,0.39
2009,14,Córdoba,55 a 59,Mujer,8942,0.33,0.09,0.32
2009,14,Córdoba,55 a 59,Varón,8784,0.33,0.13,0.33
2009,14,Córdoba,60 a 64,Mujer,11393,0.27,0.16,0.26
2009,14,Córdoba,60 a 64,Varón,10610,0.37,0.19,0.34
2009,14,Córdoba,65 a 69,Mujer,10055,0.3,0.16,0.28
2009,14,Córdoba,65 a 69,Varón,9619,0.39,0.18,0.35
2009,14,Córdoba,70 a 74,Mujer,4624,0.35,0.11,0.35
2009,14,Córdoba,70 a 74,Varón,10962,0.36,0.24,0.31
2009,14,Córdoba,75 a 79,Mujer,6341,0.3,0.15,0.29
2009,14,Córdoba,75 a 79,Varón,6758,0.45,0.3,0.36
2009,14,Córdoba,80+,Mujer,16047,0.27,0.3,0.22
2009,14,Córdoba,80+,Varón,5262,0.41,0.2,0.38
2009,18,Corrientes,20 a 24,Mujer,1082,0.71,0.03,0.7
2009,18,Corrientes,20 a 24,Varón,1103,1,0.03,0.98
2009,18,Corrientes,25 a 29,Mujer,329,1,0.01,1
2009,18,Corrientes,25 a 29,Varón,0,NA,0,NA
2009,18,Corrientes,30 a 34,Mujer,2129,0.55,0.06,0.52
2009,18,Corrientes,30 a 34,Varón,349,1,0.01,1
2009,18,Corrientes,35 a 39,Mujer,1579,0.44,0.05,0.44
2009,18,Corrientes,35 a 39,Varón,152,1,0.01,1.01
2009,18,Corrientes,40 a 44,Mujer,2030,0.39,0.08,0.38
2009,18,Corrientes,40 a 44,Varón,0,NA,0,NA
2009,18,Corrientes,45 a 49,Mujer,5208,0.64,0.22,0.52
2009,18,Corrientes,45 a 49,Varón,2628,0.42,0.13,0.4
2009,18,Corrientes,50 a 54,Mujer,5800,0.34,0.25,0.29
2009,18,Corrientes,50 a 54,Varón,0,NA,0,NA
2009,18,Corrientes,55 a 59,Mujer,4774,0.38,0.24,0.32
2009,18,Corrientes,55 a 59,Varón,3968,0.39,0.21,0.35
2009,18,Corrientes,60 a 64,Mujer,2744,0.37,0.15,0.36
2009,18,Corrientes,60 a 64,Varón,1016,0.69,0.12,0.66
2009,18,Corrientes,65 a 69,Mujer,3673,0.41,0.33,0.33
2009,18,Corrientes,65 a 69,Varón,2082,0.58,0.18,0.52
2009,18,Corrientes,70 a 74,Mujer,2353,0.45,0.3,0.37
2009,18,Corrientes,70 a 74,Varón,1297,0.6,0.21,0.54
2009,18,Corrientes,75 a 79,Mujer,2614,0.41,0.37,0.33
2009,18,Corrientes,75 a 79,Varón,1836,0.53,0.29,0.44
2009,18,Corrientes,80+,Mujer,651,0.62,0.13,0.61
2009,18,Corrientes,80+,Varón,0,NA,0,NA
2009,22,Chaco,20 a 24,Mujer,1150,1,0.03,0.98
2009,22,Chaco,20 a 24,Varón,1231,0.62,0.03,0.62
2009,22,Chaco,25 a 29,Mujer,1353,0.59,0.04,0.58
2009,22,Chaco,25 a 29,Varón,339,1,0.01,1
2009,22,Chaco,30 a 34,Mujer,1544,0.6,0.06,0.57
2009,22,Chaco,30 a 34,Varón,1195,0.59,0.04,0.58
2009,22,Chaco,35 a 39,Mujer,1666,0.51,0.07,0.49
2009,22,Chaco,35 a 39,Varón,1211,0.59,0.05,0.58
2009,22,Chaco,40 a 44,Mujer,1105,0.56,0.04,0.55
2009,22,Chaco,40 a 44,Varón,319,1,0.02,0.99
2009,22,Chaco,45 a 49,Mujer,3621,0.39,0.17,0.35
2009,22,Chaco,45 a 49,Varón,2697,0.39,0.09,0.38
2009,22,Chaco,50 a 54,Mujer,5089,0.34,0.22,0.3
2009,22,Chaco,50 a 54,Varón,370,1,0.02,1
2009,22,Chaco,55 a 59,Mujer,1737,0.5,0.12,0.47
2009,22,Chaco,55 a 59,Varón,1871,0.51,0.09,0.5
2009,22,Chaco,60 a 64,Mujer,3633,0.37,0.21,0.33
2009,22,Chaco,60 a 64,Varón,3302,0.39,0.24,0.34
2009,22,Chaco,65 a 69,Mujer,1601,0.52,0.12,0.49
2009,22,Chaco,65 a 69,Varón,1891,0.53,0.35,0.41
2009,22,Chaco,70 a 74,Mujer,2201,0.39,0.2,0.36
2009,22,Chaco,70 a 74,Varón,2003,0.48,0.25,0.42
2009,22,Chaco,75 a 79,Mujer,730,0.61,0.17,0.57
2009,22,Chaco,75 a 79,Varón,1498,0.47,0.28,0.41
2009,22,Chaco,80+,Mujer,1503,0.61,0.15,0.56
2009,22,Chaco,80+,Varón,553,0.74,0.21,0.67
2009,26,Chubut,20 a 24,Mujer,1672,0.51,0.1,0.48
