anio_enfr,prov_id,prov_nombre,grupo_edad,sexo,dm_total,dm_total_cv,dm_prev,dm_prev_cv
2009,26,Chubut,20 a 24,Varón,501,0.71,0.03,0.7
2009,26,Chubut,25 a 29,Mujer,560,1,0.04,0.97
2009,26,Chubut,25 a 29,Varón,600,0.59,0.05,0.58
2009,26,Chubut,30 a 34,Mujer,1188,0.47,0.06,0.46
2009,26,Chubut,30 a 34,Varón,912,0.5,0.06,0.49
2009,26,Chubut,35 a 39,Mujer,1391,0.5,0.1,0.47
2009,26,Chubut,35 a 39,Varón,868,0.52,0.09,0.5
2009,26,Chubut,40 a 44,Mujer,1280,0.46,0.11,0.44
2009,26,Chubut,40 a 44,Varón,1511,0.49,0.11,0.45
2009,26,Chubut,45 a 49,Mujer,1062,0.54,0.09,0.52
2009,26,Chubut,45 a 49,Varón,1478,0.67,0.15,0.59
2009,26,Chubut,50 a 54,Mujer,1712,0.34,0.16,0.32
2009,26,Chubut,50 a 54,Varón,1671,0.39,0.13,0.37
2009,26,Chubut,55 a 59,Mujer,2452,0.36,0.21,0.32
2009,26,Chubut,55 a 59,Varón,1209,0.41,0.2,0.37
2009,26,Chubut,60 a 64,Mujer,984,0.45,0.13,0.43
2009,26,Chubut,60 a 64,Varón,1108,0.48,0.15,0.45
2009,26,Chubut,65 a 69,Mujer,1558,0.33,0.2,0.3
2009,26,Chubut,65 a 69,Varón,1105,0.45,0.24,0.39
2009,26,Chubut,70 a 74,Mujer,614,0.53,0.17,0.48
2009,26,Chubut,70 a 74,Varón,2762,0.35,0.47,0.24
2009,26,Chubut,75 a 79,Mujer,691,0.47,0.26,0.41
2009,26,Chubut,75 a 79,Varón,642,0.58,0.21,0.54
2009,26,Chubut,80+,Mujer,356,0.51,0.16,0.5
2009,26,Chubut,80+,Varón,352,0.71,0.22,0.66
2009,30,Entre Ríos,20 a 24,Mujer,2854,0.55,0.07,0.53
2009,30,Entre Ríos,20 a 24,Varón,1381,0.74,0.03,0.73
2009,30,Entre Ríos,25 a 29,Mujer,1130,0.72,0.03,0.7
2009,30,Entre Ríos,25 a 29,Varón,824,0.71,0.02,0.71
2009,30,Entre Ríos,30 a 34,Mujer,2819,0.43,0.07,0.41
2009,30,Entre Ríos,30 a 34,Varón,4224,0.62,0.11,0.56
2009,30,Entre Ríos,35 a 39,Mujer,3161,0.47,0.08,0.45
2009,30,Entre Ríos,35 a 39,Varón,234,1,0.01,1
2009,30,Entre Ríos,40 a 44,Mujer,3053,0.43,0.13,0.4
2009,30,Entre Ríos,40 a 44,Varón,451,1,0.02,0.99
2009,30,Entre Ríos,45 a 49,Mujer,5624,0.43,0.21,0.37
2009,30,Entre Ríos,45 a 49,Varón,1328,0.74,0.06,0.72
2009,30,Entre Ríos,50 a 54,Mujer,5410,0.39,0.18,0.35
2009,30,Entre Ríos,50 a 54,Varón,5596,0.37,0.21,0.33
2009,30,Entre Ríos,55 a 59,Mujer,3557,0.38,0.11,0.36
2009,30,Entre Ríos,55 a 59,Varón,4120,0.41,0.17,0.37
2009,30,Entre Ríos,60 a 64,Mujer,2554,0.51,0.12,0.48
2009,30,Entre Ríos,60 a 64,Varón,3873,0.41,0.2,0.37
2009,30,Entre Ríos,65 a 69,Mujer,1737,0.55,0.11,0.52
2009,30,Entre Ríos,65 a 69,Varón,1892,0.5,0.13,0.48
2009,30,Entre Ríos,70 a 74,Mujer,2290,0.46,0.15,0.43
2009,30,Entre Ríos,70 a 74,Varón,1063,0.73,0.19,0.66
2009,30,Entre Ríos,75 a 79,Mujer,4927,0.34,0.27,0.29
2009,30,Entre Ríos,75 a 79,Varón,2251,0.47,0.31,0.4
2009,30,Entre Ríos,80+,Mujer,3954,0.46,0.18,0.4
2009,30,Entre Ríos,80+,Varón,949,0.71,0.17,0.64
2009,34,Formosa,20 a 24,Mujer,716,0.73,0.05,0.71
2009,34,Formosa,20 a 24,Varón,456,0.85,0.03,0.84
2009,34,Formosa,25 a 29,Mujer,560,0.59,0.04,0.58
2009,34,Formosa,25 a 29,Varón,0,NA,0,NA
2009,34,Formosa,30 a 34,Mujer,744,0.4,0.05,0.4
2009,34,Formosa,30 a 34,Varón,0,NA,0,NA
2009,34,Formosa,35 a 39,Mujer,1080,0.42,0.08,0.41
2009,34,Formosa,35 a 39,Varón,746,0.51,0.06,0.5
2009,34,Formosa,40 a 44,Mujer,1285,0.41,0.09,0.39
2009,34,Formosa,40 a 44,Varón,1091,0.55,0.13,0.5
2009,34,Formosa,45 a 49,Mujer,1563,0.4,0.12,0.38
2009,34,Formosa,45 a 49,Varón,805,0.59,0.08,0.56
2009,34,Formosa,50 a 54,Mujer,1757,0.37,0.16,0.35
2009,34,Formosa,50 a 54,Varón,891,0.53,0.11,0.5
2009,34,Formosa,55 a 59,Mujer,846,0.55,0.1,0.52
2009,34,Formosa,55 a 59,Varón,534,0.76,0.05,0.75
2009,34,Formosa,60 a 64,Mujer,1776,0.35,0.27,0.3
2009,34,Formosa,60 a 64,Varón,910,0.7,0.16,0.63
2009,34,Formosa,65 a 69,Mujer,2003,0.35,0.35,0.26
2009,34,Formosa,65 a 69,Varón,442,0.72,0.11,0.68
2009,34,Formosa,70 a 74,Mujer,885,0.47,0.19,0.42
2009,34,Formosa,70 a 74,Varón,449,0.7,0.22,0.61
2009,34,Formosa,75 a 79,Mujer,426,0.53,0.12,0.53
2009,34,Formosa,75 a 79,Varón,97,1,0.04,1.02
2009,34,Formosa,80+,Mujer,233,0.74,0.05,0.76
2009,34,Formosa,80+,Varón,0,NA,0,NA
2009,38,Jujuy,20 a 24,Mujer,1385,0.53,0.06,0.51
2009,38,Jujuy,20 a 24,Varón,2090,0.47,0.07,0.45
2009,38,Jujuy,25 a 29,Mujer,569,0.52,0.02,0.52
2009,38,Jujuy,25 a 29,Varón,1351,0.52,0.06,0.51
2009,38,Jujuy,30 a 34,Mujer,604,0.52,0.03,0.52
2009,38,Jujuy,30 a 34,Varón,475,0.73,0.02,0.72
2009,38,Jujuy,35 a 39,Mujer,1668,0.42,0.08,0.41
2009,38,Jujuy,35 a 39,Varón,1207,0.42,0.09,0.4
2009,38,Jujuy,40 a 44,Mujer,1668,0.44,0.09,0.42
2009,38,Jujuy,40 a 44,Varón,541,0.62,0.03,0.62
2009,38,Jujuy,45 a 49,Mujer,956,0.46,0.07,0.45
2009,38,Jujuy,45 a 49,Varón,1041,0.61,0.08,0.58
2009,38,Jujuy,50 a 54,Mujer,3581,0.36,0.21,0.31
2009,38,Jujuy,50 a 54,Varón,1093,0.45,0.09,0.44
2009,38,Jujuy,55 a 59,Mujer,2530,0.41,0.25,0.35
2009,38,Jujuy,55 a 59,Varón,2410,0.4,0.2,0.36
2009,38,Jujuy,60 a 64,Mujer,2053,0.42,0.14,0.38
2009,38,Jujuy,60 a 64,Varón,2661,0.36,0.3,0.3
2009,38,Jujuy,65 a 69,Mujer,845,0.57,0.12,0.54
2009,38,Jujuy,65 a 69,Varón,1570,0.42,0.24,0.37
2009,38,Jujuy,70 a 74,Mujer,1797,0.35,0.33,0.29
2009,38,Jujuy,70 a 74,Varón,1042,0.59,0.19,0.52
2009,38,Jujuy,75 a 79,Mujer,1875,0.43,0.33,0.34
2009,38,Jujuy,75 a 79,Varón,984,0.51,0.22,0.47
2009,38,Jujuy,80+,Mujer,1078,0.56,0.18,0.49
2009,38,Jujuy,80+,Varón,494,0.83,0.12,0.77
2009,42,La Pampa,20 a 24,Mujer,176,0.76,0.02,0.76
2009,42,La Pampa,20 a 24,Varón,440,0.75,0.04,0.73
2009,42,La Pampa,25 a 29,Mujer,547,0.48,0.06,0.47
2009,42,La Pampa,25 a 29,Varón,0,NA,0,NA
2009,42,La Pampa,30 a 34,Mujer,423,0.63,0.06,0.61
2009,42,La Pampa,30 a 34,Varón,396,0.6,0.05,0.6
2009,42,La Pampa,35 a 39,Mujer,991,0.37,0.12,0.35
2009,42,La Pampa,35 a 39,Varón,124,1,0.02,0.99
2009,42,La Pampa,40 a 44,Mujer,1729,0.39,0.19,0.33
2009,42,La Pampa,40 a 44,Varón,325,0.59,0.05,0.58
2009,42,La Pampa,45 a 49,Mujer,497,0.5,0.06,0.49
2009,42,La Pampa,45 a 49,Varón,0,NA,0,NA
2009,42,La Pampa,50 a 54,Mujer,1161,0.41,0.22,0.36
2009,42,La Pampa,50 a 54,Varón,783,0.46,0.12,0.44
2009,42,La Pampa,55 a 59,Mujer,746,0.41,0.12,0.4
2009,42,La Pampa,55 a 59,Varón,626,0.46,0.08,0.47
2009,42,La Pampa,60 a 64,Mujer,1308,0.33,0.23,0.29
2009,42,La Pampa,60 a 64,Varón,887,0.47,0.19,0.42
2009,42,La Pampa,65 a 69,Mujer,1079,0.4,0.22,0.34
2009,42,La Pampa,65 a 69,Varón,1190,0.39,0.25,0.34
2009,42,La Pampa,70 a 74,Mujer,706,0.42,0.17,0.38
2009,42,La Pampa,70 a 74,Varón,699,0.43,0.33,0.36
2009,42,La Pampa,75 a 79,Mujer,1143,0.31,0.4,0.24
2009,42,La Pampa,75 a 79,Varón,375,0.72,0.16,0.64
2009,42,La Pampa,80+,Mujer,653,0.5,0.16,0.44
2009,42,La Pampa,80+,Varón,497,0.74,0.21,0.62
2009,46,La Rioja,20 a 24,Mujer,989,0.53,0.07,0.51
2009,46,La Rioja,20 a 24,Varón,1029,0.46,0.07,0.44
2009,46,La Rioja,25 a 29,Mujer,1242,0.39,0.11,0.37
2009,46,La Rioja,25 a 29,Varón,900,0.55,0.08,0.52
2009,46,La Rioja,30 a 34,Mujer,644,0.48,0.05,0.47
2009,46,La Rioja,30 a 34,Varón,655,0.46,0.06,0.45
2009,46,La Rioja,35 a 39,Mujer,948,0.54,0.11,0.5
2009,46,La Rioja,35 a 39,Varón,157,1,0.02,0.99
2009,46,La Rioja,40 a 44,Mujer,605,0.48,0.09,0.46
2009,46,La Rioja,40 a 44,Varón,891,0.34,0.14,0.33
2009,46,La Rioja,45 a 49,Mujer,1052,0.4,0.13,0.38
2009,46,La Rioja,45 a 49,Varón,1143,0.44,0.14,0.4
2009,46,La Rioja,50 a 54,Mujer,1771,0.33,0.27,0.28
2009,46,La Rioja,50 a 54,Varón,1632,0.35,0.26,0.29
2009,46,La Rioja,55 a 59,Mujer,1434,0.36,0.26,0.31
2009,46,La Rioja,55 a 59,Varón,591,0.53,0.11,0.51
2009,46,La Rioja,60 a 64,Mujer,1597,0.34,0.41,0.25
2009,46,La Rioja,60 a 64,Varón,1077,0.41,0.27,0.35
2009,46,La Rioja,65 a 69,Mujer,1749,0.31,0.44,0.22
2009,46,La Rioja,65 a 69,Varón,598,0.44,0.2,0.41
2009,46,La Rioja,70 a 74,Mujer,841,0.37,0.41,0.28
2009,46,La Rioja,70 a 74,Varón,1028,0.41,0.47,0.3
2009,46,La Rioja,75 a 79,Mujer,127,1,0.11,0.95
2009,46,La Rioja,75 a 79,Varón,94,0.71,0.11,0.75
2009,46,La Rioja,80+,Mujer,210,0.71,0.07,0.7
2009,46,La Rioja,80+,Varón,51,1,0.09,1.01
2009,50,Mendoza,20 a 24,Mujer,1912,0.83,0.03,0.82
2009,50,Mendoza,20 a 24,Varón,0,NA,0,NA
2009,50,Mendoza,25 a 29,Mujer,4016,0.46,0.07,0.45
2009,50,Mendoza,25 a 29,Varón,2171,0.74,0.05,0.72
2009,50,Mendoza,30 a 34,Mujer,3801,0.43,0.08,0.41
2009,50,Mendoza,30 a 34,Varón,4547,0.55,0.08,0.52
2009,50,Mendoza,35 a 39,Mujer,686,0.72,0.02,0.72
2009,50,Mendoza,35 a 39,Varón,2622,0.5,0.07,0.49
2009,50,Mendoza,40 a 44,Mujer,1969,0.59,0.06,0.57
2009,50,Mendoza,40 a 44,Varón,1976,0.63,0.07,0.61
2009,50,Mendoza,45 a 49,Mujer,1703,0.58,0.05,0.58
2009,50,Mendoza,45 a 49,Varón,3916,0.51,0.13,0.48
2009,50,Mendoza,50 a 54,Mujer,2202,0.71,0.06,0.69
2009,50,Mendoza,50 a 54,Varón,6556,0.44,0.2,0.39
2009,50,Mendoza,55 a 59,Mujer,4970,0.44,0.13,0.41
2009,50,Mendoza,55 a 59,Varón,1267,0.62,0.04,0.63
2009,50,Mendoza,60 a 64,Mujer,6202,0.38,0.17,0.35
2009,50,Mendoza,60 a 64,Varón,4160,0.52,0.16,0.48
2009,50,Mendoza,65 a 69,Mujer,7564,0.31,0.31,0.26
2009,50,Mendoza,65 a 69,Varón,4779,0.43,0.25,0.37
2009,50,Mendoza,70 a 74,Mujer,4475,0.41,0.18,0.37
2009,50,Mendoza,70 a 74,Varón,4527,0.4,0.2,0.39
2009,50,Mendoza,75 a 79,Mujer,3903,0.39,0.23,0.35
2009,50,Mendoza,75 a 79,Varón,736,1,0.06,0.97
2009,50,Mendoza,80+,Mujer,2606,0.5,0.18,0.46
2009,50,Mendoza,80+,Varón,2960,0.6,0.23,0.52
2009,54,Misiones,20 a 24,Mujer,1467,0.5,0.04,0.5
2009,54,Misiones,20 a 24,Varón,1141,0.76,0.05,0.74
2009,54,Misiones,25 a 29,Mujer,1935,0.47,0.07,0.46
2009,54,Misiones,25 a 29,Varón,1155,0.89,0.05,0.86
2009,54,Misiones,30 a 34,Mujer,2858,0.42,0.11,0.39
2009,54,Misiones,30 a 34,Varón,717,0.71,0.03,0.7
2009,54,Misiones,35 a 39,Mujer,3238,0.36,0.12,0.33
2009,54,Misiones,35 a 39,Varón,1292,0.55,0.06,0.53
2009,54,Misiones,40 a 44,Mujer,2046,0.49,0.08,0.47
2009,54,Misiones,40 a 44,Varón,605,0.71,0.04,0.7
2009,54,Misiones,45 a 49,Mujer,418,1,0.02,0.99
2009,54,Misiones,45 a 49,Varón,1032,0.65,0.04,0.64
2009,54,Misiones,50 a 54,Mujer,1710,0.61,0.09,0.58
2009,54,Misiones,50 a 54,Varón,2142,0.48,0.12,0.45
2009,54,Misiones,55 a 59,Mujer,2183,0.42,0.2,0.37
2009,54,Misiones,55 a 59,Varón,1907,0.49,0.15,0.45
2009,54,Misiones,60 a 64,Mujer,1227,0.44,0.13,0.42
2009,54,Misiones,60 a 64,Varón,2442,0.65,0.18,0.56
2009,54,Misiones,65 a 69,Mujer,1213,0.44,0.21,0.41
2009,54,Misiones,65 a 69,Varón,523,0.77,0.06,0.77
2009,54,Misiones,70 a 74,Mujer,885,0.68,0.13,0.63
2009,54,Misiones,70 a 74,Varón,2116,0.49,0.47,0.34
2009,54,Misiones,75 a 79,Mujer,1356,0.75,0.26,0.6
2009,54,Misiones,75 a 79,Varón,1175,0.52,0.45,0.36
2009,54,Misiones,80+,Mujer,701,0.83,0.21,0.71
2009,54,Misiones,80+,Varón,0,NA,0,NA
2009,58,Neuquén,20 a 24,Mujer,296,1,0.02,1
2009,58,Neuquén,20 a 24,Varón,0,NA,0,NA
2009,58,Neuquén,25 a 29,Mujer,893,0.53,0.05,0.52
2009,58,Neuquén,25 a 29,Varón,254,1,0.01,1
2009,58,Neuquén,30 a 34,Mujer,1384,0.45,0.07,0.44
2009,58,Neuquén,30 a 34,Varón,230,1,0.02,1
2009,58,Neuquén,35 a 39,Mujer,1488,0.44,0.07,0.43
2009,58,Neuquén,35 a 39,Varón,1362,0.47,0.09,0.45
2009,58,Neuquén,40 a 44,Mujer,789,0.54,0.05,0.54
2009,58,Neuquén,40 a 44,Varón,950,0.61,0.11,0.57
2009,58,Neuquén,45 a 49,Mujer,371,0.75,0.03,0.74
2009,58,Neuquén,45 a 49,Varón,0,NA,0,NA
2009,58,Neuquén,50 a 54,Mujer,1244,0.5,0.1,0.48
2009,58,Neuquén,50 a 54,Varón,2394,0.49,0.23,0.41
2009,58,Neuquén,55 a 59,Mujer,1473,0.42,0.16,0.4
2009,58,Neuquén,55 a 59,Varón,822,0.55,0.06,0.57
2009,58,Neuquén,60 a 64,Mujer,1542,0.4,0.18,0.37
2009,58,Neuquén,60 a 64,Varón,1541,0.43,0.15,0.4
2009,58,Neuquén,65 a 69,Mujer,250,0.72,0.04,0.73
2009,58,Neuquén,65 a 69,Varón,741,0.59,0.09,0.57
2009,58,Neuquén,70 a 74,Mujer,1398,0.42,0.37,0.33
2009,58,Neuquén,70 a 74,Varón,512,0.71,0.18,0.65
2009,58,Neuquén,75 a 79,Mujer,425,0.71,0.12,0.67
2009,58,Neuquén,75 a 79,Varón,1066,0.64,0.74,0.25
2009,58,Neuquén,80+,Mujer,654,0.53,0.19,0.5
2009,58,Neuquén,80+,Varón,0,NA,0,NA
2009,62,Río Negro,20 a 24,Mujer,1151,0.53,0.08,0.51
2009,62,Río Negro,20 a 24,Varón,573,1,0.02,0.99
2009,62,Río Negro,25 a 29,Mujer,992,0.5,0.06,0.49
2009,62,Río Negro,25 a 29,Varón,457,0.61,0.03,0.61
2009,62,Río Negro,30 a 34,Mujer,1377,0.47,0.09,0.44
2009,62,Río Negro,30 a 34,Varón,992,0.47,0.05,0.47
2009,62,Río Negro,35 a 39,Mujer,1324,0.43,0.06,0.42
2009,62,Río Negro,35 a 39,Varón,505,0.71,0.04,0.7
2009,62,Río Negro,40 a 44,Mujer,1084,0.47,0.06,0.46
2009,62,Río Negro,40 a 44,Varón,1541,0.46,0.12,0.43
2009,62,Río Negro,45 a 49,Mujer,1765,0.35,0.1,0.34
2009,62,Río Negro,45 a 49,Varón,2170,0.37,0.16,0.34
2009,62,Río Negro,50 a 54,Mujer,1577,0.45,0.11,0.42
2009,62,Río Negro,50 a 54,Varón,2355,0.36,0.16,0.33
2009,62,Río Negro,55 a 59,Mujer,1951,0.43,0.13,0.4
2009,62,Río Negro,55 a 59,Varón,949,0.44,0.09,0.44
2009,62,Río Negro,60 a 64,Mujer,1660,0.42,0.19,0.38
2009,62,Río Negro,60 a 64,Varón,753,0.52,0.12,0.5
2009,62,Río Negro,65 a 69,Mujer,3098,0.31,0.3,0.25
2009,62,Río Negro,65 a 69,Varón,1488,0.46,0.21,0.4
2009,62,Río Negro,70 a 74,Mujer,824,0.53,0.15,0.48
2009,62,Río Negro,70 a 74,Varón,1756,0.37,0.32,0.31
2009,62,Río Negro,75 a 79,Mujer,797,0.66,0.17,0.58
2009,62,Río Negro,75 a 79,Varón,1436,0.41,0.31,0.34
2009,62,Río Negro,80+,Mujer,895,0.41,0.21,0.42
2009,62,Río Negro,80+,Varón,1494,0.39,0.29,0.34
2009,66,Salta,20 a 24,Mujer,2517,0.55,0.06,0.53
2009,66,Salta,20 a 24,Varón,1638,1,0.03,0.98
2009,66,Salta,25 a 29,Mujer,1968,0.64,0.05,0.62
2009,66,Salta,25 a 29,Varón,506,1,0.01,1
2009,66,Salta,30 a 34,Mujer,1327,0.63,0.03,0.62
2009,66,Salta,30 a 34,Varón,1315,0.6,0.04,0.59
2009,66,Salta,35 a 39,Mujer,2666,0.37,0.08,0.36
2009,66,Salta,35 a 39,Varón,694,0.71,0.03,0.71
2009,66,Salta,40 a 44,Mujer,1871,0.46,0.07,0.45
2009,66,Salta,40 a 44,Varón,0,NA,0,NA
2009,66,Salta,45 a 49,Mujer,5803,0.37,0.15,0.33
2009,66,Salta,45 a 49,Varón,2991,0.43,0.17,0.39
2009,66,Salta,50 a 54,Mujer,3830,0.37,0.14,0.35
2009,66,Salta,50 a 54,Varón,3440,0.39,0.16,0.37
2009,66,Salta,55 a 59,Mujer,3831,0.48,0.17,0.42
2009,66,Salta,55 a 59,Varón,6313,0.37,0.32,0.3
2009,66,Salta,60 a 64,Mujer,2235,0.41,0.11,0.41
2009,66,Salta,60 a 64,Varón,1456,0.62,0.09,0.6
2009,66,Salta,65 a 69,Mujer,451,0.75,0.04,0.75
2009,66,Salta,65 a 69,Varón,1601,0.56,0.11,0.54
2009,66,Salta,70 a 74,Mujer,2896,0.39,0.36,0.31
2009,66,Salta,70 a 74,Varón,1055,0.58,0.08,0.59
2009,66,Salta,75 a 79,Mujer,871,0.61,0.22,0.54
2009,66,Salta,75 a 79,Varón,1792,0.44,0.22,0.41
2009,66,Salta,80+,Mujer,861,0.68,0.11,0.65
2009,66,Salta,80+,Varón,1855,0.62,0.36,0.47
2009,70,San Juan,20 a 24,Mujer,375,1,0.01,1
2009,70,San Juan,20 a 24,Varón,0,NA,0,NA
2009,70,San Juan,25 a 29,Mujer,2238,0.47,0.1,0.44
2009,70,San Juan,25 a 29,Varón,237,1,0.01,1
2009,70,San Juan,30 a 34,Mujer,1778,0.4,0.07,0.39
2009,70,San Juan,30 a 34,Varón,301,1,0.02,0.99
2009,70,San Juan,35 a 39,Mujer,1249,0.51,0.07,0.5
2009,70,San Juan,35 a 39,Varón,1997,0.64,0.11,0.59
2009,70,San Juan,40 a 44,Mujer,3251,0.41,0.19,0.36
2009,70,San Juan,40 a 44,Varón,292,1,0.02,0.99
2009,70,San Juan,45 a 49,Mujer,1873,0.54,0.13,0.5
2009,70,San Juan,45 a 49,Varón,2741,0.43,0.19,0.39
2009,70,San Juan,50 a 54,Mujer,1850,0.48,0.13,0.45
2009,70,San Juan,50 a 54,Varón,1444,0.6,0.13,0.55
2009,70,San Juan,55 a 59,Mujer,2304,0.39,0.16,0.37
2009,70,San Juan,55 a 59,Varón,2847,0.42,0.2,0.37
2009,70,San Juan,60 a 64,Mujer,4120,0.3,0.27,0.26
2009,70,San Juan,60 a 64,Varón,584,0.76,0.07,0.74
2009,70,San Juan,65 a 69,Mujer,3759,0.35,0.26,0.3
2009,70,San Juan,65 a 69,Varón,4427,0.39,0.46,0.25
2009,70,San Juan,70 a 74,Mujer,1651,0.4,0.17,0.38
2009,70,San Juan,70 a 74,Varón,2166,0.42,0.38,0.33
2009,70,San Juan,75 a 79,Mujer,802,0.65,0.16,0.6
2009,70,San Juan,75 a 79,Varón,1986,0.42,0.29,0.37
2009,70,San Juan,80+,Mujer,1776,0.43,0.27,0.36
2009,70,San Juan,80+,Varón,570,0.71,0.1,0.69
2009,74,San Luis,20 a 24,Mujer,876,0.52,0.06,0.51
2009,74,San Luis,20 a 24,Varón,371,1,0.02,0.99
2009,74,San Luis,25 a 29,Mujer,1388,0.38,0.08,0.37
2009,74,San Luis,25 a 29,Varón,413,0.71,0.03,0.7
2009,74,San Luis,30 a 34,Mujer,1378,0.35,0.09,0.34
2009,74,San Luis,30 a 34,Varón,892,0.51,0.06,0.5
2009,74,San Luis,35 a 39,Mujer,602,0.54,0.06,0.52
2009,74,San Luis,35 a 39,Varón,341,0.71,0.03,0.7
2009,74,San Luis,40 a 44,Mujer,1520,0.35,0.14,0.33
2009,74,San Luis,40 a 44,Varón,250,0.73,0.03,0.73
2009,74,San Luis,45 a 49,Mujer,1372,0.4,0.12,0.38
2009,74,San Luis,45 a 49,Varón,1278,0.44,0.13,0.41
2009,74,San Luis,50 a 54,Mujer,290,0.64,0.03,0.64
2009,74,San Luis,50 a 54,Varón,763,0.53,0.08,0.52
2009,74,San Luis,55 a 59,Mujer,892,0.46,0.1,0.44
2009,74,San Luis,55 a 59,Varón,1462,0.43,0.22,0.38
2009,74,San Luis,60 a 64,Mujer,2063,0.31,0.22,0.28
2009,74,San Luis,60 a 64,Varón,334,0.61,0.05,0.61
2009,74,San Luis,65 a 69,Mujer,1858,0.38,0.2,0.33
2009,74,San Luis,65 a 69,Varón,2295,0.34,0.37,0.26
2009,74,San Luis,70 a 74,Mujer,1445,0.39,0.33,0.31
2009,74,San Luis,70 a 74,Varón,1469,0.4,0.32,0.32
2009,74,San Luis,75 a 79,Mujer,1453,0.36,0.33,0.3
2009,74,San Luis,75 a 79,Varón,593,0.71,0.21,0.6
2009,74,San Luis,80+,Mujer,245,0.77,0.06,0.76
2009,74,San Luis,80+,Varón,0,NA,0,NA
2009,78,Santa Cruz,20 a 24,Mujer,441,0.57,0.06,0.55
2009,78,Santa Cruz,20 a 24,Varón,241,0.74,0.03,0.73
2009,78,Santa Cruz,25 a 29,Mujer,291,0.59,0.03,0.58
2009,78,Santa Cruz,25 a 29,Varón,244,1,0.03,0.98
2009,78,Santa Cruz,30 a 34,Mujer,430,0.44,0.06,0.43
2009,78,Santa Cruz,30 a 34,Varón,174,1,0.02,0.99
2009,78,Santa Cruz,35 a 39,Mujer,812,0.49,0.13,0.45
2009,78,Santa Cruz,35 a 39,Varón,410,0.51,0.06,0.5
2009,78,Santa Cruz,40 a 44,Mujer,1615,0.32,0.21,0.29
2009,78,Santa Cruz,40 a 44,Varón,0,NA,0,NA
2009,78,Santa Cruz,45 a 49,Mujer,408,0.49,0.07,0.48
2009,78,Santa Cruz,45 a 49,Varón,411,0.46,0.09,0.45
2009,78,Santa Cruz,50 a 54,Mujer,580,0.47,0.14,0.43
2009,78,Santa Cruz,50 a 54,Varón,500,0.48,0.1,0.46
2009,78,Santa Cruz,55 a 59,Mujer,469,0.59,0.1,0.55
2009,78,Santa Cruz,55 a 59,Varón,530,0.5,0.11,0.48
2009,78,Santa Cruz,60 a 64,Mujer,1377,0.3,0.35,0.24
2009,78,Santa Cruz,60 a 64,Varón,774,0.39,0.36,0.32
2009,78,Santa Cruz,65 a 69,Mujer,637,0.36,0.25,0.31
2009,78,Santa Cruz,65 a 69,Varón,697,0.44,0.26,0.37
2009,78,Santa Cruz,70 a 74,Mujer,497,0.44,0.27,0.41
2009,78,Santa Cruz,70 a 74,Varón,764,0.34,0.28,0.31
2009,78,Santa Cruz,75 a 79,Mujer,342,0.49,0.28,0.43
2009,78,Santa Cruz,75 a 79,Varón,286,0.59,0.25,0.5
2009,78,Santa Cruz,80+,Mujer,114,0.75,0.16,0.67
2009,78,Santa Cruz,80+,Varón,0,NA,0,NA
2009,82,Santa Fe,20 a 24,Mujer,1993,0.72,0.02,0.72
2009,82,Santa Fe,20 a 24,Varón,6757,0.63,0.06,0.61
2009,82,Santa Fe,25 a 29,Mujer,4619,0.43,0.04,0.43
2009,82,Santa Fe,25 a 29,Varón,512,1,0.01,1
2009,82,Santa Fe,30 a 34,Mujer,3196,0.52,0.04,0.51
2009,82,Santa Fe,30 a 34,Varón,3132,0.51,0.04,0.51
2009,82,Santa Fe,35 a 39,Mujer,4349,0.45,0.05,0.44
2009,82,Santa Fe,35 a 39,Varón,3459,0.47,0.04,0.47
2009,82,Santa Fe,40 a 44,Mujer,9859,0.3,0.11,0.29
2009,82,Santa Fe,40 a 44,Varón,7622,0.37,0.09,0.36
2009,82,Santa Fe,45 a 49,Mujer,1996,0.78,0.03,0.77
2009,82,Santa Fe,45 a 49,Varón,9609,0.38,0.1,0.36
2009,82,Santa Fe,50 a 54,Mujer,8749,0.37,0.1,0.36
2009,82,Santa Fe,50 a 54,Varón,8975,0.51,0.15,0.45
2009,82,Santa Fe,55 a 59,Mujer,6564,0.38,0.08,0.37
2009,82,Santa Fe,55 a 59,Varón,5886,0.5,0.12,0.47
2009,82,Santa Fe,60 a 64,Mujer,10625,0.33,0.12,0.31
2009,82,Santa Fe,60 a 64,Varón,9789,0.36,0.22,0.31
2009,82,Santa Fe,65 a 69,Mujer,8733,0.34,0.15,0.31
2009,82,Santa Fe,65 a 69,Varón,10004,0.34,0.16,0.32
2009,82,Santa Fe,70 a 74,Mujer,7243,0.34,0.16,0.32
2009,82,Santa Fe,70 a 74,Varón,7991,0.39,0.23,0.34
2009,82,Santa Fe,75 a 79,Mujer,4492,0.38,0.1,0.36
2009,82,Santa Fe,75 a 79,Varón,10617,0.38,0.28,0.3
2009,82,Santa Fe,80+,Mujer,5301,0.41,0.12,0.39
2009,82,Santa Fe,80+,Varón,5455,0.39,0.19,0.36
2009,86,Santiago del Estero,20 a 24,Mujer,1630,0.46,0.06,0.45
2009,86,Santiago del Estero,20 a 24,Varón,1280,0.58,0.06,0.57
2009,86,Santiago del Estero,25 a 29,Mujer,4006,0.38,0.21,0.33
2009,86,Santiago del Estero,25 a 29,Varón,1551,0.46,0.08,0.46
