anio_enfr,prov_id,prov_nombre,grupo_edad_10,sexo,defun_n,defun_mean,lx,Tx,ex,AVP
2018,70,San Juan,70 a 79,Mujer,157,26.17,77039.5,1045016.18,13.47,352.4
2018,70,San Juan,70 a 79,Varón,152,25.33,62091.13,672544.48,10.69,270.74
2018,70,San Juan,80+,Mujer,161,53.67,61218.22,517455,8.45,453.62
2018,70,San Juan,80+,Varón,102,34,40745.57,276362.57,6.78,230.61
2018,74,San Luis,20 a 29,Mujer,1,0.17,98676.96,5721835.44,57.98,9.66
2018,74,San Luis,20 a 29,Varón,0,0,97988.53,5129326.1,52.34,0
2018,74,San Luis,30 a 39,Mujer,0,0,98073.65,4737959.6,48.31,0
2018,74,San Luis,30 a 39,Varón,1,0.17,96648.18,4156118.88,42.99,7.17
2018,74,San Luis,40 a 49,Mujer,3,0.5,96966.42,3762283.1,38.79,19.4
2018,74,San Luis,40 a 49,Varón,8,1.33,94807.19,3198267.55,33.72,44.96
2018,74,San Luis,50 a 59,Mujer,10,1.67,94611.04,2803255.32,29.61,49.35
2018,74,San Luis,50 a 59,Varón,15,2.5,91004.18,2267126.11,24.88,62.2
2018,74,San Luis,60 a 69,Mujer,29,4.83,89138.12,1881505.15,21.06,101.8
2018,74,San Luis,60 a 69,Varón,40,6.67,81649.99,1398833.14,17.06,113.72
2018,74,San Luis,70 a 79,Mujer,40,6.67,77039.5,1045016.18,13.47,89.78
2018,74,San Luis,70 a 79,Varón,76,12.67,62091.13,672544.48,10.69,135.37
2018,74,San Luis,80+,Mujer,63,21,61218.22,517455,8.45,177.51
2018,74,San Luis,80+,Varón,54,18,40745.57,276362.57,6.78,122.09
2018,78,Santa Cruz,20 a 29,Mujer,1,0.17,98676.96,5721835.44,57.98,9.66
2018,78,Santa Cruz,20 a 29,Varón,0,0,97988.53,5129326.1,52.34,0
2018,78,Santa Cruz,30 a 39,Mujer,0,0,98073.65,4737959.6,48.31,0
2018,78,Santa Cruz,30 a 39,Varón,0,0,96648.18,4156118.88,42.99,0
2018,78,Santa Cruz,40 a 49,Mujer,9,1.5,96966.42,3762283.1,38.79,58.19
2018,78,Santa Cruz,40 a 49,Varón,7,1.17,94807.19,3198267.55,33.72,39.34
2018,78,Santa Cruz,50 a 59,Mujer,13,2.17,94611.04,2803255.32,29.61,64.15
2018,78,Santa Cruz,50 a 59,Varón,26,4.33,91004.18,2267126.11,24.88,107.81
2018,78,Santa Cruz,60 a 69,Mujer,21,3.5,89138.12,1881505.15,21.06,73.72
2018,78,Santa Cruz,60 a 69,Varón,35,5.83,81649.99,1398833.14,17.06,99.5
2018,78,Santa Cruz,70 a 79,Mujer,41,6.83,77039.5,1045016.18,13.47,92.03
2018,78,Santa Cruz,70 a 79,Varón,44,7.33,62091.13,672544.48,10.69,78.37
2018,78,Santa Cruz,80+,Mujer,49,16.33,61218.22,517455,8.45,138.06
2018,78,Santa Cruz,80+,Varón,31,10.33,40745.57,276362.57,6.78,70.09
2018,82,Santa Fe,20 a 29,Mujer,2,0.33,98676.96,5721835.44,57.98,19.33
2018,82,Santa Fe,20 a 29,Varón,2,0.33,97988.53,5129326.1,52.34,17.45
2018,82,Santa Fe,30 a 39,Mujer,9,1.5,98073.65,4737959.6,48.31,72.46
2018,82,Santa Fe,30 a 39,Varón,8,1.33,96648.18,4156118.88,42.99,57.33
2018,82,Santa Fe,40 a 49,Mujer,22,3.67,96966.42,3762283.1,38.79,142.23
2018,82,Santa Fe,40 a 49,Varón,25,4.17,94807.19,3198267.55,33.72,140.5
2018,82,Santa Fe,50 a 59,Mujer,62,10.33,94611.04,2803255.32,29.61,305.97
2018,82,Santa Fe,50 a 59,Varón,116,19.33,91004.18,2267126.11,24.88,481
2018,82,Santa Fe,60 a 69,Mujer,164,27.33,89138.12,1881505.15,21.06,575.69
2018,82,Santa Fe,60 a 69,Varón,254,42.33,81649.99,1398833.14,17.06,722.09
2018,82,Santa Fe,70 a 79,Mujer,261,43.5,77039.5,1045016.18,13.47,585.83
2018,82,Santa Fe,70 a 79,Varón,321,53.5,62091.13,672544.48,10.69,571.76
2018,82,Santa Fe,80+,Mujer,368,122.67,61218.22,517455,8.45,1036.86
2018,82,Santa Fe,80+,Varón,275,91.67,40745.57,276362.57,6.78,621.74
2018,86,Santiago del Estero,20 a 29,Mujer,2,0.33,98676.96,5721835.44,57.98,19.33
2018,86,Santiago del Estero,20 a 29,Varón,1,0.17,97988.53,5129326.1,52.34,8.72
2018,86,Santiago del Estero,30 a 39,Mujer,7,1.17,98073.65,4737959.6,48.31,56.36
2018,86,Santiago del Estero,30 a 39,Varón,3,0.5,96648.18,4156118.88,42.99,21.5
2018,86,Santiago del Estero,40 a 49,Mujer,7,1.17,96966.42,3762283.1,38.79,45.26
2018,86,Santiago del Estero,40 a 49,Varón,15,2.5,94807.19,3198267.55,33.72,84.3
2018,86,Santiago del Estero,50 a 59,Mujer,27,4.5,94611.04,2803255.32,29.61,133.24
2018,86,Santiago del Estero,50 a 59,Varón,40,6.67,91004.18,2267126.11,24.88,165.86
2018,86,Santiago del Estero,60 a 69,Mujer,52,8.67,89138.12,1881505.15,21.06,182.53
2018,86,Santiago del Estero,60 a 69,Varón,70,11.67,81649.99,1398833.14,17.06,199
2018,86,Santiago del Estero,70 a 79,Mujer,74,12.33,77039.5,1045016.18,13.47,166.1
2018,86,Santiago del Estero,70 a 79,Varón,68,11.33,62091.13,672544.48,10.69,121.12
2018,86,Santiago del Estero,80+,Mujer,44,14.67,61218.22,517455,8.45,123.97
2018,86,Santiago del Estero,80+,Varón,39,13,40745.57,276362.57,6.78,88.17
2018,90,Tucumán,20 a 29,Mujer,5,0.83,98676.96,5721835.44,57.98,48.32
2018,90,Tucumán,20 a 29,Varón,4,0.67,97988.53,5129326.1,52.34,34.89
2018,90,Tucumán,30 a 39,Mujer,6,1,98073.65,4737959.6,48.31,48.31
2018,90,Tucumán,30 a 39,Varón,11,1.83,96648.18,4156118.88,42.99,78.82
2018,90,Tucumán,40 a 49,Mujer,20,3.33,96966.42,3762283.1,38.79,129.3
2018,90,Tucumán,40 a 49,Varón,24,4,94807.19,3198267.55,33.72,134.88
2018,90,Tucumán,50 a 59,Mujer,47,7.83,94611.04,2803255.32,29.61,231.94
2018,90,Tucumán,50 a 59,Varón,70,11.67,91004.18,2267126.11,24.88,290.26
2018,90,Tucumán,60 a 69,Mujer,140,23.33,89138.12,1881505.15,21.06,491.44
2018,90,Tucumán,60 a 69,Varón,168,28,81649.99,1398833.14,17.06,477.6
2018,90,Tucumán,70 a 79,Mujer,148,24.67,77039.5,1045016.18,13.47,332.2
2018,90,Tucumán,70 a 79,Varón,183,30.5,62091.13,672544.48,10.69,325.96
2018,90,Tucumán,80+,Mujer,151,50.33,61218.22,517455,8.45,425.45
2018,90,Tucumán,80+,Varón,120,40,40745.57,276362.57,6.78,271.31
2018,94,Tierra del Fuego,20 a 29,Mujer,0,0,98676.96,5721835.44,57.98,0
2018,94,Tierra del Fuego,20 a 29,Varón,0,0,97988.53,5129326.1,52.34,0
2018,94,Tierra del Fuego,30 a 39,Mujer,0,0,98073.65,4737959.6,48.31,0
2018,94,Tierra del Fuego,30 a 39,Varón,0,0,96648.18,4156118.88,42.99,0
2018,94,Tierra del Fuego,40 a 49,Mujer,0,0,96966.42,3762283.1,38.79,0
2018,94,Tierra del Fuego,40 a 49,Varón,1,0.17,94807.19,3198267.55,33.72,5.62
2018,94,Tierra del Fuego,50 a 59,Mujer,2,0.33,94611.04,2803255.32,29.61,9.87
2018,94,Tierra del Fuego,50 a 59,Varón,8,1.33,91004.18,2267126.11,24.88,33.17
2018,94,Tierra del Fuego,60 a 69,Mujer,9,1.5,89138.12,1881505.15,21.06,31.59
2018,94,Tierra del Fuego,60 a 69,Varón,25,4.17,81649.99,1398833.14,17.06,71.07
2018,94,Tierra del Fuego,70 a 79,Mujer,10,1.67,77039.5,1045016.18,13.47,22.45
2018,94,Tierra del Fuego,70 a 79,Varón,12,2,62091.13,672544.48,10.69,21.37
2018,94,Tierra del Fuego,80+,Mujer,6,2,61218.22,517455,8.45,16.91
2018,94,Tierra del Fuego,80+,Varón,9,3,40745.57,276362.57,6.78,20.35
