anio_enfr,prov_nombre,grupo_edad_quin,sexo,def_tri,mean_def_tri,esp_vida,AVP
2005,Chaco,30 a 34,Varón,1,0.3333333333333333,50.71508748453657,16.90502916151219
2005,Chaco,35 a 39,Mujer,2,0.6666666666666666,40.649509570707714,27.099673047138474
2005,Chaco,35 a 39,Varón,2,0.6666666666666666,45.89630877119981,30.597539180799874
2005,Chaco,40 a 44,Mujer,6,2,36.01442579949483,72.02885159898966
2005,Chaco,40 a 44,Varón,6,2,41.140997801826884,82.28199560365377
2005,Chaco,45 a 49,Mujer,5,1.6666666666666667,31.426428576026836,52.37738096004473
2005,Chaco,45 a 49,Varón,2,0.6666666666666666,36.44056422743235,24.293709484954896
2005,Chaco,50 a 54,Mujer,19,6.333333333333333,26.993205867479585,170.95697049403736
2005,Chaco,50 a 54,Varón,20,6.666666666666667,31.849647363574803,212.33098242383204
2005,Chaco,55 a 59,Mujer,13,4.333333333333333,22.76581335691569,98.65185787996798
2005,Chaco,55 a 59,Varón,40,13.333333333333334,27.36954671297114,364.92728950628185
2005,Chaco,60 a 64,Mujer,39,13,18.842402208355736,244.95122870862457
2005,Chaco,60 a 64,Varón,31,10.333333333333334,23.081486008232023,238.50868875173092
2005,Chaco,65 a 69,Mujer,42,14,15.272104856236956,213.8094679873174
2005,Chaco,65 a 69,Varón,41,13.666666666666666,19.041912627332664,260.2394725735464
2005,Chaco,70 a 74,Mujer,52,17.333333333333332,12.076120972884306,209.3194301966613
2005,Chaco,70 a 74,Varón,50,16.666666666666668,15.220524971165217,253.67541618608698
2005,Chaco,75 a 79,Mujer,55,18.333333333333332,9.298225920446056,170.4674752081777
2005,Chaco,75 a 79,Varón,46,15.333333333333334,11.714380262171206,179.62049735329182
2005,Chaco,80 y más,Mujer,83,27.666666666666668,5.992080760900239,165.7809010515733
2005,Chaco,80 y más,Varón,44,14.666666666666666,7.2709457701241185,106.6405379618204
2005,Chubut,15 a 19,Mujer,0,0,59.40089991717423,0
2005,Chubut,15 a 19,Varón,0,0,65.27387185108115,0
2005,Chubut,20 a 24,Mujer,0,0,54.65657238289693,0
2005,Chubut,20 a 24,Varón,0,0,60.40297393774405,0
2005,Chubut,25 a 29,Mujer,1,0.3333333333333333,50.01971590153033,16.673238633843443
2005,Chubut,25 a 29,Varón,0,0,55.56145953057201,0
2005,Chubut,30 a 34,Mujer,1,0.3333333333333333,45.338650136635565,15.112883378878522
2005,Chubut,30 a 34,Varón,2,0.6666666666666666,50.71508748453657,33.81005832302438
2005,Chubut,35 a 39,Mujer,2,0.6666666666666666,40.649509570707714,27.099673047138474
2005,Chubut,35 a 39,Varón,0,0,45.89630877119981,0
2005,Chubut,40 a 44,Mujer,0,0,36.01442579949483,0
2005,Chubut,40 a 44,Varón,1,0.3333333333333333,41.140997801826884,13.713665933942295
2005,Chubut,45 a 49,Mujer,1,0.3333333333333333,31.426428576026836,10.475476192008944
2005,Chubut,45 a 49,Varón,2,0.6666666666666666,36.44056422743235,24.293709484954896
2005,Chubut,50 a 54,Mujer,3,1,26.993205867479585,26.993205867479585
2005,Chubut,50 a 54,Varón,9,3,31.849647363574803,95.54894209072441
2005,Chubut,55 a 59,Mujer,5,1.6666666666666667,22.76581335691569,37.94302226152615
2005,Chubut,55 a 59,Varón,9,3,27.36954671297114,82.10864013891342
2005,Chubut,60 a 64,Mujer,9,3,18.842402208355736,56.52720662506721
2005,Chubut,60 a 64,Varón,12,4,23.081486008232023,92.32594403292809
2005,Chubut,65 a 69,Mujer,13,4.333333333333333,15.272104856236956,66.17912104369347
2005,Chubut,65 a 69,Varón,21,7,19.041912627332664,133.29338839132865
2005,Chubut,70 a 74,Mujer,8,2.6666666666666665,12.076120972884306,32.20298926102481
2005,Chubut,70 a 74,Varón,24,8,15.220524971165217,121.76419976932173
2005,Chubut,75 a 79,Mujer,13,4.333333333333333,9.298225920446056,40.292312321932904
2005,Chubut,75 a 79,Varón,18,6,11.714380262171206,70.28628157302724
2005,Chubut,80 y más,Mujer,28,9.333333333333334,5.992080760900239,55.92608710173557
2005,Chubut,80 y más,Varón,16,5.333333333333333,7.2709457701241185,38.77837744066196
2005,Corrientes,15 a 19,Mujer,0,0,59.40089991717423,0
2005,Corrientes,15 a 19,Varón,0,0,65.27387185108115,0
2005,Corrientes,20 a 24,Mujer,1,0.3333333333333333,54.65657238289693,18.218857460965644
2005,Corrientes,20 a 24,Varón,0,0,60.40297393774405,0
2005,Corrientes,25 a 29,Mujer,0,0,50.01971590153033,0
2005,Corrientes,25 a 29,Varón,1,0.3333333333333333,55.56145953057201,18.52048651019067
2005,Corrientes,30 a 34,Mujer,0,0,45.338650136635565,0
2005,Corrientes,30 a 34,Varón,0,0,50.71508748453657,0
2005,Corrientes,35 a 39,Mujer,3,1,40.649509570707714,40.649509570707714
2005,Corrientes,35 a 39,Varón,0,0,45.89630877119981,0
2005,Corrientes,40 a 44,Mujer,3,1,36.01442579949483,36.01442579949483
2005,Corrientes,40 a 44,Varón,4,1.3333333333333333,41.140997801826884,54.85466373576918
2005,Corrientes,45 a 49,Mujer,5,1.6666666666666667,31.426428576026836,52.37738096004473
2005,Corrientes,45 a 49,Varón,9,3,36.44056422743235,109.32169268229704
2005,Corrientes,50 a 54,Mujer,14,4.666666666666667,26.993205867479585,125.96829404823806
2005,Corrientes,50 a 54,Varón,11,3.6666666666666665,31.849647363574803,116.7820403331076
2005,Corrientes,55 a 59,Mujer,13,4.333333333333333,22.76581335691569,98.65185787996798
2005,Corrientes,55 a 59,Varón,29,9.666666666666666,27.36954671297114,264.5722848920543
2005,Corrientes,60 a 64,Mujer,30,10,18.842402208355736,188.42402208355736
2005,Corrientes,60 a 64,Varón,42,14,23.081486008232023,323.14080411524833
2005,Corrientes,65 a 69,Mujer,34,11.333333333333334,15.272104856236956,173.08385503735218
2005,Corrientes,65 a 69,Varón,47,15.666666666666666,19.041912627332664,298.3232978282117
2005,Corrientes,70 a 74,Mujer,51,17,12.076120972884306,205.2940565390332
2005,Corrientes,70 a 74,Varón,45,15,15.220524971165217,228.30787456747825
2005,Corrientes,75 a 79,Mujer,49,16.333333333333332,9.298225920446056,151.87102336728557
2005,Corrientes,75 a 79,Varón,54,18,11.714380262171206,210.8588447190817
2005,Corrientes,80 y más,Mujer,80,26.666666666666668,5.992080760900239,159.78882029067304
2005,Corrientes,80 y más,Varón,43,14.333333333333334,7.2709457701241185,104.21688937177903
2005,Córdoba,15 a 19,Mujer,0,0,59.40089991717423,0
2005,Córdoba,15 a 19,Varón,1,0.3333333333333333,65.27387185108115,21.757957283693717
2005,Córdoba,20 a 24,Mujer,2,0.6666666666666666,54.65657238289693,36.43771492193129
2005,Córdoba,20 a 24,Varón,1,0.3333333333333333,60.40297393774405,20.13432464591468
2005,Córdoba,25 a 29,Mujer,3,1,50.01971590153033,50.01971590153033
2005,Córdoba,25 a 29,Varón,1,0.3333333333333333,55.56145953057201,18.52048651019067
2005,Córdoba,30 a 34,Mujer,4,1.3333333333333333,45.338650136635565,60.451533515514086
2005,Córdoba,30 a 34,Varón,3,1,50.71508748453657,50.71508748453657
2005,Córdoba,35 a 39,Mujer,8,2.6666666666666665,40.649509570707714,108.3986921885539
2005,Córdoba,35 a 39,Varón,6,2,45.89630877119981,91.79261754239963
2005,Córdoba,40 a 44,Mujer,8,2.6666666666666665,36.01442579949483,96.03846879865287
2005,Córdoba,40 a 44,Varón,11,3.6666666666666665,41.140997801826884,150.85032527336523
2005,Córdoba,45 a 49,Mujer,17,5.666666666666667,31.426428576026836,178.0830952641521
2005,Córdoba,45 a 49,Varón,29,9.666666666666666,36.44056422743235,352.258787531846
2005,Córdoba,50 a 54,Mujer,43,14.333333333333334,26.993205867479585,386.90261743387407
2005,Córdoba,50 a 54,Varón,80,26.666666666666668,31.849647363574803,849.3239296953282
2005,Córdoba,55 a 59,Mujer,75,25,22.76581335691569,569.1453339228923
2005,Córdoba,55 a 59,Varón,134,44.666666666666664,27.36954671297114,1222.506419846044
2005,Córdoba,60 a 64,Mujer,127,42.333333333333336,18.842402208355736,797.6616934870596
2005,Córdoba,60 a 64,Varón,205,68.33333333333333,23.081486008232023,1577.2348772291882
2005,Córdoba,65 a 69,Mujer,185,61.666666666666664,15.272104856236956,941.7797994679455
2005,Córdoba,65 a 69,Varón,237,79,19.041912627332664,1504.3110975592804
2005,Córdoba,70 a 74,Mujer,192,64,12.076120972884306,772.8717422645956
2005,Córdoba,70 a 74,Varón,283,94.33333333333333,15.220524971165217,1435.802855613252
2005,Córdoba,75 a 79,Mujer,283,94.33333333333333,9.298225920446056,877.1326451620779
2005,Córdoba,75 a 79,Varón,311,103.66666666666667,11.714380262171206,1214.3907538450817
2005,Córdoba,80 y más,Mujer,561,187,5.992080760900239,1120.5191022883448
2005,Córdoba,80 y más,Varón,308,102.66666666666667,7.2709457701241185,746.4837657327429
2005,Entre Ríos,15 a 19,Mujer,0,0,59.40089991717423,0
2005,Entre Ríos,15 a 19,Varón,2,0.6666666666666666,65.27387185108115,43.51591456738743
2005,Entre Ríos,20 a 24,Mujer,0,0,54.65657238289693,0
2005,Entre Ríos,20 a 24,Varón,1,0.3333333333333333,60.40297393774405,20.13432464591468
2005,Entre Ríos,25 a 29,Mujer,0,0,50.01971590153033,0
2005,Entre Ríos,25 a 29,Varón,0,0,55.56145953057201,0
2005,Entre Ríos,30 a 34,Mujer,2,0.6666666666666666,45.338650136635565,30.225766757757043
2005,Entre Ríos,30 a 34,Varón,0,0,50.71508748453657,0
2005,Entre Ríos,35 a 39,Mujer,5,1.6666666666666667,40.649509570707714,67.74918261784619
2005,Entre Ríos,35 a 39,Varón,0,0,45.89630877119981,0
2005,Entre Ríos,40 a 44,Mujer,5,1.6666666666666667,36.01442579949483,60.024042999158056
2005,Entre Ríos,40 a 44,Varón,3,1,41.140997801826884,41.140997801826884
2005,Entre Ríos,45 a 49,Mujer,5,1.6666666666666667,31.426428576026836,52.37738096004473
2005,Entre Ríos,45 a 49,Varón,10,3.3333333333333335,36.44056422743235,121.4685474247745
2005,Entre Ríos,50 a 54,Mujer,12,4,26.993205867479585,107.97282346991834
2005,Entre Ríos,50 a 54,Varón,14,4.666666666666667,31.849647363574803,148.63168769668243
2005,Entre Ríos,55 a 59,Mujer,30,10,22.76581335691569,227.6581335691569
2005,Entre Ríos,55 a 59,Varón,41,13.666666666666666,27.36954671297114,374.0504717439389
2005,Entre Ríos,60 a 64,Mujer,42,14,18.842402208355736,263.7936309169803
2005,Entre Ríos,60 a 64,Varón,56,18.666666666666668,23.081486008232023,430.8544054869978
2005,Entre Ríos,65 a 69,Mujer,53,17.666666666666668,15.272104856236956,269.8071857935196
2005,Entre Ríos,65 a 69,Varón,81,27,19.041912627332664,514.131640937982
2005,Entre Ríos,70 a 74,Mujer,60,20,12.076120972884306,241.5224194576861
2005,Entre Ríos,70 a 74,Varón,77,25.666666666666668,15.220524971165217,390.66014092657394
2005,Entre Ríos,75 a 79,Mujer,85,28.333333333333332,9.298225920446056,263.44973441263824
2005,Entre Ríos,75 a 79,Varón,86,28.666666666666668,11.714380262171206,335.81223418224124
2005,Entre Ríos,80 y más,Mujer,170,56.666666666666664,5.992080760900239,339.5512431176802
2005,Entre Ríos,80 y más,Varón,92,30.666666666666668,7.2709457701241185,222.9756702838063
2005,Formosa,15 a 19,Mujer,1,0.3333333333333333,59.40089991717423,19.800299972391407
2005,Formosa,15 a 19,Varón,0,0,65.27387185108115,0
2005,Formosa,20 a 24,Mujer,0,0,54.65657238289693,0
2005,Formosa,20 a 24,Varón,0,0,60.40297393774405,0
2005,Formosa,25 a 29,Mujer,1,0.3333333333333333,50.01971590153033,16.673238633843443
2005,Formosa,25 a 29,Varón,0,0,55.56145953057201,0
2005,Formosa,30 a 34,Mujer,1,0.3333333333333333,45.338650136635565,15.112883378878522
2005,Formosa,30 a 34,Varón,3,1,50.71508748453657,50.71508748453657
2005,Formosa,35 a 39,Mujer,1,0.3333333333333333,40.649509570707714,13.549836523569237
2005,Formosa,35 a 39,Varón,0,0,45.89630877119981,0
2005,Formosa,40 a 44,Mujer,3,1,36.01442579949483,36.01442579949483
2005,Formosa,40 a 44,Varón,1,0.3333333333333333,41.140997801826884,13.713665933942295
2005,Formosa,45 a 49,Mujer,6,2,31.426428576026836,62.85285715205367
2005,Formosa,45 a 49,Varón,1,0.3333333333333333,36.44056422743235,12.146854742477448
2005,Formosa,50 a 54,Mujer,13,4.333333333333333,26.993205867479585,116.97055875907819
2005,Formosa,50 a 54,Varón,14,4.666666666666667,31.849647363574803,148.63168769668243
2005,Formosa,55 a 59,Mujer,20,6.666666666666667,22.76581335691569,151.7720890461046
2005,Formosa,55 a 59,Varón,25,8.333333333333334,27.36954671297114,228.07955594142618
2005,Formosa,60 a 64,Mujer,27,9,18.842402208355736,169.58161987520162
2005,Formosa,60 a 64,Varón,26,8.666666666666666,23.081486008232023,200.0395454046775
2005,Formosa,65 a 69,Mujer,24,8,15.272104856236956,122.17683884989565
2005,Formosa,65 a 69,Varón,28,9.333333333333334,19.041912627332664,177.72451785510486
2005,Formosa,70 a 74,Mujer,40,13.333333333333334,12.076120972884306,161.01494630512408
2005,Formosa,70 a 74,Varón,34,11.333333333333334,15.220524971165217,172.49928300653914
2005,Formosa,75 a 79,Mujer,41,13.666666666666666,9.298225920446056,127.0757542460961
2005,Formosa,75 a 79,Varón,25,8.333333333333334,11.714380262171206,97.6198355180934
2005,Formosa,80 y más,Mujer,46,15.333333333333334,5.992080760900239,91.87857166713701
2005,Formosa,80 y más,Varón,23,7.666666666666667,7.2709457701241185,55.743917570951574
2005,Jujuy,15 a 19,Mujer,0,0,59.40089991717423,0
2005,Jujuy,15 a 19,Varón,0,0,65.27387185108115,0
2005,Jujuy,20 a 24,Mujer,1,0.3333333333333333,54.65657238289693,18.218857460965644
2005,Jujuy,20 a 24,Varón,0,0,60.40297393774405,0
2005,Jujuy,25 a 29,Mujer,0,0,50.01971590153033,0
2005,Jujuy,25 a 29,Varón,0,0,55.56145953057201,0
2005,Jujuy,30 a 34,Mujer,0,0,45.338650136635565,0
2005,Jujuy,30 a 34,Varón,0,0,50.71508748453657,0
2005,Jujuy,35 a 39,Mujer,0,0,40.649509570707714,0
2005,Jujuy,35 a 39,Varón,0,0,45.89630877119981,0
2005,Jujuy,40 a 44,Mujer,1,0.3333333333333333,36.01442579949483,12.004808599831609
2005,Jujuy,40 a 44,Varón,6,2,41.140997801826884,82.28199560365377
2005,Jujuy,45 a 49,Mujer,1,0.3333333333333333,31.426428576026836,10.475476192008944
2005,Jujuy,45 a 49,Varón,4,1.3333333333333333,36.44056422743235,48.58741896990979
2005,Jujuy,50 a 54,Mujer,2,0.6666666666666666,26.993205867479585,17.995470578319722
2005,Jujuy,50 a 54,Varón,9,3,31.849647363574803,95.54894209072441
2005,Jujuy,55 a 59,Mujer,13,4.333333333333333,22.76581335691569,98.65185787996798
2005,Jujuy,55 a 59,Varón,8,2.6666666666666665,27.36954671297114,72.98545790125637
2005,Jujuy,60 a 64,Mujer,23,7.666666666666667,18.842402208355736,144.4584169307273
2005,Jujuy,60 a 64,Varón,21,7,23.081486008232023,161.57040205762416
2005,Jujuy,65 a 69,Mujer,16,5.333333333333333,15.272104856236956,81.45122589993042
2005,Jujuy,65 a 69,Varón,21,7,19.041912627332664,133.29338839132865
2005,Jujuy,70 a 74,Mujer,25,8.333333333333334,12.076120972884306,100.63434144070256
2005,Jujuy,70 a 74,Varón,17,5.666666666666667,15.220524971165217,86.24964150326957
2005,Jujuy,75 a 79,Mujer,26,8.666666666666666,9.298225920446056,80.58462464386581
2005,Jujuy,75 a 79,Varón,17,5.666666666666667,11.714380262171206,66.3814881523035
2005,Jujuy,80 y más,Mujer,28,9.333333333333334,5.992080760900239,55.92608710173557
2005,Jujuy,80 y más,Varón,20,6.666666666666667,7.2709457701241185,48.47297180082746
2005,La Pampa,15 a 19,Mujer,0,0,59.40089991717423,0
2005,La Pampa,15 a 19,Varón,0,0,65.27387185108115,0
2005,La Pampa,20 a 24,Mujer,0,0,54.65657238289693,0
2005,La Pampa,20 a 24,Varón,0,0,60.40297393774405,0
2005,La Pampa,25 a 29,Mujer,1,0.3333333333333333,50.01971590153033,16.673238633843443
2005,La Pampa,25 a 29,Varón,0,0,55.56145953057201,0
2005,La Pampa,30 a 34,Mujer,0,0,45.338650136635565,0
2005,La Pampa,30 a 34,Varón,0,0,50.71508748453657,0
2005,La Pampa,35 a 39,Mujer,0,0,40.649509570707714,0
2005,La Pampa,35 a 39,Varón,0,0,45.89630877119981,0
2005,La Pampa,40 a 44,Mujer,0,0,36.01442579949483,0
2005,La Pampa,40 a 44,Varón,0,0,41.140997801826884,0
2005,La Pampa,45 a 49,Mujer,3,1,31.426428576026836,31.426428576026836
2005,La Pampa,45 a 49,Varón,1,0.3333333333333333,36.44056422743235,12.146854742477448
2005,La Pampa,50 a 54,Mujer,3,1,26.993205867479585,26.993205867479585
2005,La Pampa,50 a 54,Varón,4,1.3333333333333333,31.849647363574803,42.4661964847664
2005,La Pampa,55 a 59,Mujer,4,1.3333333333333333,22.76581335691569,30.35441780922092
2005,La Pampa,55 a 59,Varón,5,1.6666666666666667,27.36954671297114,45.61591118828523
2005,La Pampa,60 a 64,Mujer,8,2.6666666666666665,18.842402208355736,50.24640588894863
2005,La Pampa,60 a 64,Varón,6,2,23.081486008232023,46.162972016464046
2005,La Pampa,65 a 69,Mujer,4,1.3333333333333333,15.272104856236956,20.362806474982605
2005,La Pampa,65 a 69,Varón,14,4.666666666666667,19.041912627332664,88.86225892755243
2005,La Pampa,70 a 74,Mujer,10,3.3333333333333335,12.076120972884306,40.25373657628102
2005,La Pampa,70 a 74,Varón,14,4.666666666666667,15.220524971165217,71.02911653210435
2005,La Pampa,75 a 79,Mujer,7,2.3333333333333335,9.298225920446056,21.6958604810408
2005,La Pampa,75 a 79,Varón,16,5.333333333333333,11.714380262171206,62.47669473157976
2005,La Pampa,80 y más,Mujer,45,15,5.992080760900239,89.88121141350359
2005,La Pampa,80 y más,Varón,22,7.333333333333333,7.2709457701241185,53.3202689809102
2005,La Rioja,15 a 19,Mujer,0,0,59.40089991717423,0
2005,La Rioja,15 a 19,Varón,0,0,65.27387185108115,0
2005,La Rioja,20 a 24,Mujer,0,0,54.65657238289693,0
2005,La Rioja,20 a 24,Varón,0,0,60.40297393774405,0
2005,La Rioja,25 a 29,Mujer,0,0,50.01971590153033,0
2005,La Rioja,25 a 29,Varón,0,0,55.56145953057201,0
2005,La Rioja,30 a 34,Mujer,1,0.3333333333333333,45.338650136635565,15.112883378878522
2005,La Rioja,30 a 34,Varón,0,0,50.71508748453657,0
2005,La Rioja,35 a 39,Mujer,0,0,40.649509570707714,0
2005,La Rioja,35 a 39,Varón,1,0.3333333333333333,45.89630877119981,15.298769590399937
2005,La Rioja,40 a 44,Mujer,1,0.3333333333333333,36.01442579949483,12.004808599831609
2005,La Rioja,40 a 44,Varón,0,0,41.140997801826884,0
2005,La Rioja,45 a 49,Mujer,4,1.3333333333333333,31.426428576026836,41.90190476803578
2005,La Rioja,45 a 49,Varón,3,1,36.44056422743235,36.44056422743235
2005,La Rioja,50 a 54,Mujer,5,1.6666666666666667,26.993205867479585,44.98867644579931
2005,La Rioja,50 a 54,Varón,6,2,31.849647363574803,63.699294727149606
2005,La Rioja,55 a 59,Mujer,6,2,22.76581335691569,45.53162671383138
2005,La Rioja,55 a 59,Varón,14,4.666666666666667,27.36954671297114,127.72455132719865
2005,La Rioja,60 a 64,Mujer,7,2.3333333333333335,18.842402208355736,43.96560515283005
2005,La Rioja,60 a 64,Varón,13,4.333333333333333,23.081486008232023,100.01977270233876
2005,La Rioja,65 a 69,Mujer,13,4.333333333333333,15.272104856236956,66.17912104369347
2005,La Rioja,65 a 69,Varón,13,4.333333333333333,19.041912627332664,82.51495471844154
