anio_enfr,prov_nombre,grupo_edad_quin,sexo,def_tri,mean_def_tri,esp_vida,AVP
2005,Tierra del Fuego,40 a 44,Mujer,0,0,36.01442579949483,0
2005,Tierra del Fuego,40 a 44,Varón,0,0,41.140997801826884,0
2005,Tierra del Fuego,45 a 49,Mujer,1,0.3333333333333333,31.426428576026836,10.475476192008944
2005,Tierra del Fuego,45 a 49,Varón,1,0.3333333333333333,36.44056422743235,12.146854742477448
2005,Tierra del Fuego,50 a 54,Mujer,0,0,26.993205867479585,0
2005,Tierra del Fuego,50 a 54,Varón,2,0.6666666666666666,31.849647363574803,21.2330982423832
2005,Tierra del Fuego,55 a 59,Mujer,2,0.6666666666666666,22.76581335691569,15.17720890461046
2005,Tierra del Fuego,55 a 59,Varón,2,0.6666666666666666,27.36954671297114,18.246364475314092
2005,Tierra del Fuego,60 a 64,Mujer,1,0.3333333333333333,18.842402208355736,6.280800736118579
2005,Tierra del Fuego,60 a 64,Varón,1,0.3333333333333333,23.081486008232023,7.693828669410674
2005,Tierra del Fuego,65 a 69,Mujer,2,0.6666666666666666,15.272104856236956,10.181403237491303
2005,Tierra del Fuego,65 a 69,Varón,1,0.3333333333333333,19.041912627332664,6.347304209110888
2005,Tierra del Fuego,70 a 74,Mujer,4,1.3333333333333333,12.076120972884306,16.101494630512406
2005,Tierra del Fuego,70 a 74,Varón,2,0.6666666666666666,15.220524971165217,10.147016647443477
2005,Tierra del Fuego,75 a 79,Mujer,5,1.6666666666666667,9.298225920446056,15.497043200743427
2005,Tierra del Fuego,75 a 79,Varón,5,1.6666666666666667,11.714380262171206,19.523967103618677
2005,Tierra del Fuego,80 y más,Mujer,4,1.3333333333333333,5.992080760900239,7.989441014533652
2005,Tierra del Fuego,80 y más,Varón,2,0.6666666666666666,7.2709457701241185,4.847297180082745
2005,Tucumán,15 a 19,Mujer,2,0.6666666666666666,59.40089991717423,39.600599944782815
2005,Tucumán,15 a 19,Varón,2,0.6666666666666666,65.27387185108115,43.51591456738743
2005,Tucumán,20 a 24,Mujer,4,1.3333333333333333,54.65657238289693,72.87542984386258
2005,Tucumán,20 a 24,Varón,1,0.3333333333333333,60.40297393774405,20.13432464591468
2005,Tucumán,25 a 29,Mujer,2,0.6666666666666666,50.01971590153033,33.346477267686886
2005,Tucumán,25 a 29,Varón,3,1,55.56145953057201,55.56145953057201
2005,Tucumán,30 a 34,Mujer,2,0.6666666666666666,45.338650136635565,30.225766757757043
2005,Tucumán,30 a 34,Varón,3,1,50.71508748453657,50.71508748453657
2005,Tucumán,35 a 39,Mujer,2,0.6666666666666666,40.649509570707714,27.099673047138474
2005,Tucumán,35 a 39,Varón,3,1,45.89630877119981,45.89630877119981
2005,Tucumán,40 a 44,Mujer,3,1,36.01442579949483,36.01442579949483
2005,Tucumán,40 a 44,Varón,4,1.3333333333333333,41.140997801826884,54.85466373576918
2005,Tucumán,45 a 49,Mujer,14,4.666666666666667,31.426428576026836,146.65666668812526
2005,Tucumán,45 a 49,Varón,10,3.3333333333333335,36.44056422743235,121.4685474247745
2005,Tucumán,50 a 54,Mujer,18,6,26.993205867479585,161.9592352048775
2005,Tucumán,50 a 54,Varón,34,11.333333333333334,31.849647363574803,360.9626701205145
2005,Tucumán,55 a 59,Mujer,40,13.333333333333334,22.76581335691569,303.5441780922092
2005,Tucumán,55 a 59,Varón,62,20.666666666666668,27.36954671297114,565.6372987347369
2005,Tucumán,60 a 64,Mujer,65,21.666666666666668,18.842402208355736,408.2520478477076
2005,Tucumán,60 a 64,Varón,67,22.333333333333332,23.081486008232023,515.4865208505151
2005,Tucumán,65 a 69,Mujer,71,23.666666666666668,15.272104856236956,361.4398149309413
2005,Tucumán,65 a 69,Varón,91,30.333333333333332,19.041912627332664,577.6046830290908
2005,Tucumán,70 a 74,Mujer,97,32.333333333333336,12.076120972884306,390.4612447899259
2005,Tucumán,70 a 74,Varón,96,32,15.220524971165217,487.05679907728694
2005,Tucumán,75 a 79,Mujer,91,30.333333333333332,9.298225920446056,282.0461862535303
2005,Tucumán,75 a 79,Varón,100,33.333333333333336,11.714380262171206,390.4793420723736
2005,Tucumán,80 y más,Mujer,152,50.666666666666664,5.992080760900239,303.59875855227875
2005,Tucumán,80 y más,Varón,88,29.333333333333332,7.2709457701241185,213.2810759236408
2009,Buenos Aires,15 a 19,Mujer,5,1.6666666666666667,59.40089991717423,99.00149986195706
2009,Buenos Aires,15 a 19,Varón,1,0.3333333333333333,65.27387185108115,21.757957283693717
2009,Buenos Aires,20 a 24,Mujer,9,3,54.65657238289693,163.9697171486908
2009,Buenos Aires,20 a 24,Varón,8,2.6666666666666665,60.40297393774405,161.07459716731745
2009,Buenos Aires,25 a 29,Mujer,11,3.6666666666666665,50.01971590153033,183.40562497227788
2009,Buenos Aires,25 a 29,Varón,13,4.333333333333333,55.56145953057201,240.7663246324787
2009,Buenos Aires,30 a 34,Mujer,17,5.666666666666667,45.338650136635565,256.91901744093485
2009,Buenos Aires,30 a 34,Varón,20,6.666666666666667,50.71508748453657,338.1005832302438
2009,Buenos Aires,35 a 39,Mujer,28,9.333333333333334,40.649509570707714,379.3954226599387
2009,Buenos Aires,35 a 39,Varón,29,9.666666666666666,45.89630877119981,443.66431812159817
2009,Buenos Aires,40 a 44,Mujer,22,7.333333333333333,36.01442579949483,264.1057891962954
2009,Buenos Aires,40 a 44,Varón,35,11.666666666666666,41.140997801826884,479.9783076879803
2009,Buenos Aires,45 a 49,Mujer,64,21.333333333333332,31.426428576026836,670.4304762885724
2009,Buenos Aires,45 a 49,Varón,61,20.333333333333332,36.44056422743235,740.9581392911243
2009,Buenos Aires,50 a 54,Mujer,95,31.666666666666668,26.993205867479585,854.7848524701869
2009,Buenos Aires,50 a 54,Varón,179,59.666666666666664,31.849647363574803,1900.3622926932965
2009,Buenos Aires,55 a 59,Mujer,190,63.333333333333336,22.76581335691569,1441.8348459379938
2009,Buenos Aires,55 a 59,Varón,288,96,27.36954671297114,2627.4764844452293
2009,Buenos Aires,60 a 64,Mujer,244,81.33333333333333,18.842402208355736,1532.5153796129332
2009,Buenos Aires,60 a 64,Varón,377,125.66666666666667,23.081486008232023,2900.5734083678244
2009,Buenos Aires,65 a 69,Mujer,344,114.66666666666667,15.272104856236956,1751.2013568485042
2009,Buenos Aires,65 a 69,Varón,490,163.33333333333334,19.041912627332664,3110.1790624643354
2009,Buenos Aires,70 a 74,Mujer,471,157,12.076120972884306,1895.950992742836
2009,Buenos Aires,70 a 74,Varón,595,198.33333333333334,15.220524971165217,3018.737452614435
2009,Buenos Aires,75 a 79,Mujer,574,191.33333333333334,9.298225920446056,1779.0605594453455
2009,Buenos Aires,75 a 79,Varón,634,211.33333333333334,11.714380262171206,2475.639028738848
2009,Buenos Aires,80 y más,Mujer,1413,471,5.992080760900239,2822.270038384013
2009,Buenos Aires,80 y más,Varón,861,287,7.2709457701241185,2086.761436025622
2009,CABA,15 a 19,Mujer,0,0,59.40089991717423,0
2009,CABA,15 a 19,Varón,0,0,65.27387185108115,0
2009,CABA,20 a 24,Mujer,1,0.3333333333333333,54.65657238289693,18.218857460965644
2009,CABA,20 a 24,Varón,0,0,60.40297393774405,0
2009,CABA,25 a 29,Mujer,1,0.3333333333333333,50.01971590153033,16.673238633843443
2009,CABA,25 a 29,Varón,2,0.6666666666666666,55.56145953057201,37.04097302038134
2009,CABA,30 a 34,Mujer,2,0.6666666666666666,45.338650136635565,30.225766757757043
2009,CABA,30 a 34,Varón,1,0.3333333333333333,50.71508748453657,16.90502916151219
2009,CABA,35 a 39,Mujer,5,1.6666666666666667,40.649509570707714,67.74918261784619
2009,CABA,35 a 39,Varón,5,1.6666666666666667,45.89630877119981,76.4938479519997
2009,CABA,40 a 44,Mujer,4,1.3333333333333333,36.01442579949483,48.019234399326436
2009,CABA,40 a 44,Varón,4,1.3333333333333333,41.140997801826884,54.85466373576918
2009,CABA,45 a 49,Mujer,3,1,31.426428576026836,31.426428576026836
2009,CABA,45 a 49,Varón,6,2,36.44056422743235,72.8811284548647
2009,CABA,50 a 54,Mujer,7,2.3333333333333335,26.993205867479585,62.98414702411903
2009,CABA,50 a 54,Varón,12,4,31.849647363574803,127.39858945429921
2009,CABA,55 a 59,Mujer,12,4,22.76581335691569,91.06325342766276
2009,CABA,55 a 59,Varón,22,7.333333333333333,27.36954671297114,200.71000922845502
2009,CABA,60 a 64,Mujer,29,9.666666666666666,18.842402208355736,182.14322134743878
2009,CABA,60 a 64,Varón,41,13.666666666666666,23.081486008232023,315.4469754458376
2009,CABA,65 a 69,Mujer,36,12,15.272104856236956,183.26525827484346
2009,CABA,65 a 69,Varón,37,12.333333333333334,19.041912627332664,234.85025573710286
2009,CABA,70 a 74,Mujer,41,13.666666666666666,12.076120972884306,165.04031996275216
2009,CABA,70 a 74,Varón,76,25.333333333333332,15.220524971165217,385.58663260285215
2009,CABA,75 a 79,Mujer,79,26.333333333333332,9.298225920446056,244.85328257174612
2009,CABA,75 a 79,Varón,63,21,11.714380262171206,246.00198550559531
2009,CABA,80 y más,Mujer,247,82.33333333333333,5.992080760900239,493.347982647453
2009,CABA,80 y más,Varón,163,54.333333333333336,7.2709457701241185,395.0547201767438
2009,Catamarca,15 a 19,Mujer,0,0,59.40089991717423,0
2009,Catamarca,15 a 19,Varón,0,0,65.27387185108115,0
2009,Catamarca,20 a 24,Mujer,0,0,54.65657238289693,0
2009,Catamarca,20 a 24,Varón,0,0,60.40297393774405,0
2009,Catamarca,25 a 29,Mujer,0,0,50.01971590153033,0
2009,Catamarca,25 a 29,Varón,0,0,55.56145953057201,0
2009,Catamarca,30 a 34,Mujer,1,0.3333333333333333,45.338650136635565,15.112883378878522
2009,Catamarca,30 a 34,Varón,0,0,50.71508748453657,0
2009,Catamarca,35 a 39,Mujer,0,0,40.649509570707714,0
2009,Catamarca,35 a 39,Varón,1,0.3333333333333333,45.89630877119981,15.298769590399937
2009,Catamarca,40 a 44,Mujer,0,0,36.01442579949483,0
2009,Catamarca,40 a 44,Varón,1,0.3333333333333333,41.140997801826884,13.713665933942295
2009,Catamarca,45 a 49,Mujer,0,0,31.426428576026836,0
2009,Catamarca,45 a 49,Varón,3,1,36.44056422743235,36.44056422743235
2009,Catamarca,50 a 54,Mujer,4,1.3333333333333333,26.993205867479585,35.990941156639444
2009,Catamarca,50 a 54,Varón,4,1.3333333333333333,31.849647363574803,42.4661964847664
2009,Catamarca,55 a 59,Mujer,8,2.6666666666666665,22.76581335691569,60.70883561844184
2009,Catamarca,55 a 59,Varón,12,4,27.36954671297114,109.47818685188456
2009,Catamarca,60 a 64,Mujer,10,3.3333333333333335,18.842402208355736,62.80800736118579
2009,Catamarca,60 a 64,Varón,15,5,23.081486008232023,115.40743004116011
2009,Catamarca,65 a 69,Mujer,10,3.3333333333333335,15.272104856236956,50.90701618745652
2009,Catamarca,65 a 69,Varón,23,7.666666666666667,19.041912627332664,145.98799680955042
2009,Catamarca,70 a 74,Mujer,14,4.666666666666667,12.076120972884306,56.355231206793434
2009,Catamarca,70 a 74,Varón,19,6.333333333333333,15.220524971165217,96.39665815071304
2009,Catamarca,75 a 79,Mujer,20,6.666666666666667,9.298225920446056,61.98817280297371
2009,Catamarca,75 a 79,Varón,15,5,11.714380262171206,58.57190131085603
2009,Catamarca,80 y más,Mujer,26,8.666666666666666,5.992080760900239,51.931366594468734
2009,Catamarca,80 y más,Varón,18,6,7.2709457701241185,43.62567462074471
2009,Chaco,15 a 19,Mujer,0,0,59.40089991717423,0
2009,Chaco,15 a 19,Varón,0,0,65.27387185108115,0
2009,Chaco,20 a 24,Mujer,2,0.6666666666666666,54.65657238289693,36.43771492193129
2009,Chaco,20 a 24,Varón,1,0.3333333333333333,60.40297393774405,20.13432464591468
2009,Chaco,25 a 29,Mujer,0,0,50.01971590153033,0
2009,Chaco,25 a 29,Varón,0,0,55.56145953057201,0
2009,Chaco,30 a 34,Mujer,1,0.3333333333333333,45.338650136635565,15.112883378878522
2009,Chaco,30 a 34,Varón,2,0.6666666666666666,50.71508748453657,33.81005832302438
2009,Chaco,35 a 39,Mujer,5,1.6666666666666667,40.649509570707714,67.74918261784619
2009,Chaco,35 a 39,Varón,1,0.3333333333333333,45.89630877119981,15.298769590399937
2009,Chaco,40 a 44,Mujer,4,1.3333333333333333,36.01442579949483,48.019234399326436
2009,Chaco,40 a 44,Varón,4,1.3333333333333333,41.140997801826884,54.85466373576918
2009,Chaco,45 a 49,Mujer,6,2,31.426428576026836,62.85285715205367
2009,Chaco,45 a 49,Varón,8,2.6666666666666665,36.44056422743235,97.17483793981958
2009,Chaco,50 a 54,Mujer,18,6,26.993205867479585,161.9592352048775
2009,Chaco,50 a 54,Varón,17,5.666666666666667,31.849647363574803,180.48133506025724
2009,Chaco,55 a 59,Mujer,29,9.666666666666666,22.76581335691569,220.06952911685164
2009,Chaco,55 a 59,Varón,38,12.666666666666666,27.36954671297114,346.6809250309677
2009,Chaco,60 a 64,Mujer,29,9.666666666666666,18.842402208355736,182.14322134743878
2009,Chaco,60 a 64,Varón,37,12.333333333333334,23.081486008232023,284.67166076819495
2009,Chaco,65 a 69,Mujer,35,11.666666666666666,15.272104856236956,178.17455665609782
2009,Chaco,65 a 69,Varón,51,17,19.041912627332664,323.71251466465526
2009,Chaco,70 a 74,Mujer,54,18,12.076120972884306,217.37017751191752
2009,Chaco,70 a 74,Varón,50,16.666666666666668,15.220524971165217,253.67541618608698
2009,Chaco,75 a 79,Mujer,64,21.333333333333332,9.298225920446056,198.36215296951585
2009,Chaco,75 a 79,Varón,52,17.333333333333332,11.714380262171206,203.04925787763423
2009,Chaco,80 y más,Mujer,91,30.333333333333332,5.992080760900239,181.75978308064057
2009,Chaco,80 y más,Varón,29,9.666666666666666,7.2709457701241185,70.28580911119981
2009,Chubut,15 a 19,Mujer,0,0,59.40089991717423,0
2009,Chubut,15 a 19,Varón,1,0.3333333333333333,65.27387185108115,21.757957283693717
2009,Chubut,20 a 24,Mujer,0,0,54.65657238289693,0
2009,Chubut,20 a 24,Varón,0,0,60.40297393774405,0
2009,Chubut,25 a 29,Mujer,0,0,50.01971590153033,0
2009,Chubut,25 a 29,Varón,0,0,55.56145953057201,0
2009,Chubut,30 a 34,Mujer,0,0,45.338650136635565,0
2009,Chubut,30 a 34,Varón,1,0.3333333333333333,50.71508748453657,16.90502916151219
2009,Chubut,35 a 39,Mujer,1,0.3333333333333333,40.649509570707714,13.549836523569237
2009,Chubut,35 a 39,Varón,0,0,45.89630877119981,0
2009,Chubut,40 a 44,Mujer,2,0.6666666666666666,36.01442579949483,24.009617199663218
2009,Chubut,40 a 44,Varón,2,0.6666666666666666,41.140997801826884,27.42733186788459
2009,Chubut,45 a 49,Mujer,1,0.3333333333333333,31.426428576026836,10.475476192008944
2009,Chubut,45 a 49,Varón,3,1,36.44056422743235,36.44056422743235
2009,Chubut,50 a 54,Mujer,3,1,26.993205867479585,26.993205867479585
2009,Chubut,50 a 54,Varón,5,1.6666666666666667,31.849647363574803,53.08274560595801
2009,Chubut,55 a 59,Mujer,6,2,22.76581335691569,45.53162671383138
2009,Chubut,55 a 59,Varón,9,3,27.36954671297114,82.10864013891342
2009,Chubut,60 a 64,Mujer,8,2.6666666666666665,18.842402208355736,50.24640588894863
2009,Chubut,60 a 64,Varón,14,4.666666666666667,23.081486008232023,107.71360137174945
2009,Chubut,65 a 69,Mujer,10,3.3333333333333335,15.272104856236956,50.90701618745652
2009,Chubut,65 a 69,Varón,14,4.666666666666667,19.041912627332664,88.86225892755243
2009,Chubut,70 a 74,Mujer,15,5,12.076120972884306,60.38060486442153
2009,Chubut,70 a 74,Varón,18,6,15.220524971165217,91.3231498269913
2009,Chubut,75 a 79,Mujer,16,5.333333333333333,9.298225920446056,49.59053824237896
2009,Chubut,75 a 79,Varón,34,11.333333333333334,11.714380262171206,132.762976304607
2009,Chubut,80 y más,Mujer,41,13.666666666666666,5.992080760900239,81.89177039896994
2009,Chubut,80 y más,Varón,26,8.666666666666666,7.2709457701241185,63.01486334107569
2009,Corrientes,15 a 19,Mujer,0,0,59.40089991717423,0
2009,Corrientes,15 a 19,Varón,0,0,65.27387185108115,0
2009,Corrientes,20 a 24,Mujer,1,0.3333333333333333,54.65657238289693,18.218857460965644
2009,Corrientes,20 a 24,Varón,0,0,60.40297393774405,0
2009,Corrientes,25 a 29,Mujer,1,0.3333333333333333,50.01971590153033,16.673238633843443
2009,Corrientes,25 a 29,Varón,1,0.3333333333333333,55.56145953057201,18.52048651019067
2009,Corrientes,30 a 34,Mujer,0,0,45.338650136635565,0
2009,Corrientes,30 a 34,Varón,0,0,50.71508748453657,0
2009,Corrientes,35 a 39,Mujer,0,0,40.649509570707714,0
2009,Corrientes,35 a 39,Varón,2,0.6666666666666666,45.89630877119981,30.597539180799874
2009,Corrientes,40 a 44,Mujer,5,1.6666666666666667,36.01442579949483,60.024042999158056
2009,Corrientes,40 a 44,Varón,1,0.3333333333333333,41.140997801826884,13.713665933942295
2009,Corrientes,45 a 49,Mujer,10,3.3333333333333335,31.426428576026836,104.75476192008946
2009,Corrientes,45 a 49,Varón,10,3.3333333333333335,36.44056422743235,121.4685474247745
2009,Corrientes,50 a 54,Mujer,8,2.6666666666666665,26.993205867479585,71.98188231327889
2009,Corrientes,50 a 54,Varón,16,5.333333333333333,31.849647363574803,169.8647859390656
2009,Corrientes,55 a 59,Mujer,16,5.333333333333333,22.76581335691569,121.41767123688368
2009,Corrientes,55 a 59,Varón,24,8,27.36954671297114,218.95637370376912
2009,Corrientes,60 a 64,Mujer,22,7.333333333333333,18.842402208355736,138.17761619460873
2009,Corrientes,60 a 64,Varón,42,14,23.081486008232023,323.14080411524833
2009,Corrientes,65 a 69,Mujer,52,17.333333333333332,15.272104856236956,264.7164841747739
2009,Corrientes,65 a 69,Varón,38,12.666666666666666,19.041912627332664,241.19755994621374
2009,Corrientes,70 a 74,Mujer,50,16.666666666666668,12.076120972884306,201.2686828814051
2009,Corrientes,70 a 74,Varón,48,16,15.220524971165217,243.52839953864347
2009,Corrientes,75 a 79,Mujer,56,18.666666666666668,9.298225920446056,173.5668838483264
2009,Corrientes,75 a 79,Varón,38,12.666666666666666,11.714380262171206,148.38214998750195
2009,Corrientes,80 y más,Mujer,109,36.333333333333336,5.992080760900239,217.71226764604205
2009,Corrientes,80 y más,Varón,51,17,7.2709457701241185,123.60607809211001
2009,Córdoba,15 a 19,Mujer,0,0,59.40089991717423,0
2009,Córdoba,15 a 19,Varón,1,0.3333333333333333,65.27387185108115,21.757957283693717
2009,Córdoba,20 a 24,Mujer,1,0.3333333333333333,54.65657238289693,18.218857460965644
2009,Córdoba,20 a 24,Varón,0,0,60.40297393774405,0
2009,Córdoba,25 a 29,Mujer,2,0.6666666666666666,50.01971590153033,33.346477267686886
2009,Córdoba,25 a 29,Varón,2,0.6666666666666666,55.56145953057201,37.04097302038134
2009,Córdoba,30 a 34,Mujer,2,0.6666666666666666,45.338650136635565,30.225766757757043
2009,Córdoba,30 a 34,Varón,1,0.3333333333333333,50.71508748453657,16.90502916151219
2009,Córdoba,35 a 39,Mujer,6,2,40.649509570707714,81.29901914141543
2009,Córdoba,35 a 39,Varón,8,2.6666666666666665,45.89630877119981,122.3901567231995
2009,Córdoba,40 a 44,Mujer,12,4,36.01442579949483,144.05770319797932
2009,Córdoba,40 a 44,Varón,11,3.6666666666666665,41.140997801826884,150.85032527336523
2009,Córdoba,45 a 49,Mujer,13,4.333333333333333,31.426428576026836,136.18119049611627
2009,Córdoba,45 a 49,Varón,23,7.666666666666667,36.44056422743235,279.37765907698133
2009,Córdoba,50 a 54,Mujer,33,11,26.993205867479585,296.92526454227544
2009,Córdoba,50 a 54,Varón,55,18.333333333333332,31.849647363574803,583.910201665538
2009,Córdoba,55 a 59,Mujer,74,24.666666666666668,22.76581335691569,561.556729470587
2009,Córdoba,55 a 59,Varón,103,34.333333333333336,27.36954671297114,939.6877704786758
2009,Córdoba,60 a 64,Mujer,96,32,18.842402208355736,602.9568706673836
2009,Córdoba,60 a 64,Varón,172,57.333333333333336,23.081486008232023,1323.338531138636
2009,Córdoba,65 a 69,Mujer,135,45,15.272104856236956,687.244718530663
2009,Córdoba,65 a 69,Varón,161,53.666666666666664,19.041912627332664,1021.9159776668529
2009,Córdoba,70 a 74,Mujer,148,49.333333333333336,12.076120972884306,595.7553013289591
2009,Córdoba,70 a 74,Varón,211,70.33333333333333,15.220524971165217,1070.510256305287
2009,Córdoba,75 a 79,Mujer,185,61.666666666666664,9.298225920446056,573.3905984275068
2009,Córdoba,75 a 79,Varón,192,64,11.714380262171206,749.7203367789572
2009,Córdoba,80 y más,Mujer,373,124.33333333333333,5.992080760900239,745.0153746052631
2009,Córdoba,80 y más,Varón,260,86.66666666666667,7.2709457701241185,630.1486334107569
2009,Entre Ríos,15 a 19,Mujer,0,0,59.40089991717423,0
2009,Entre Ríos,15 a 19,Varón,0,0,65.27387185108115,0
2009,Entre Ríos,20 a 24,Mujer,0,0,54.65657238289693,0
2009,Entre Ríos,20 a 24,Varón,0,0,60.40297393774405,0
2009,Entre Ríos,25 a 29,Mujer,2,0.6666666666666666,50.01971590153033,33.346477267686886
2009,Entre Ríos,25 a 29,Varón,0,0,55.56145953057201,0
2009,Entre Ríos,30 a 34,Mujer,1,0.3333333333333333,45.338650136635565,15.112883378878522
2009,Entre Ríos,30 a 34,Varón,1,0.3333333333333333,50.71508748453657,16.90502916151219
2009,Entre Ríos,35 a 39,Mujer,4,1.3333333333333333,40.649509570707714,54.19934609427695
2009,Entre Ríos,35 a 39,Varón,0,0,45.89630877119981,0
2009,Entre Ríos,40 a 44,Mujer,2,0.6666666666666666,36.01442579949483,24.009617199663218
2009,Entre Ríos,40 a 44,Varón,2,0.6666666666666666,41.140997801826884,27.42733186788459
2009,Entre Ríos,45 a 49,Mujer,6,2,31.426428576026836,62.85285715205367
2009,Entre Ríos,45 a 49,Varón,6,2,36.44056422743235,72.8811284548647
2009,Entre Ríos,50 a 54,Mujer,10,3.3333333333333335,26.993205867479585,89.97735289159861
2009,Entre Ríos,50 a 54,Varón,10,3.3333333333333335,31.849647363574803,106.16549121191602
2009,Entre Ríos,55 a 59,Mujer,13,4.333333333333333,22.76581335691569,98.65185787996798
2009,Entre Ríos,55 a 59,Varón,29,9.666666666666666,27.36954671297114,264.5722848920543
2009,Entre Ríos,60 a 64,Mujer,27,9,18.842402208355736,169.58161987520162
2009,Entre Ríos,60 a 64,Varón,49,16.333333333333332,23.081486008232023,376.99760480112303
2009,Entre Ríos,65 a 69,Mujer,41,13.666666666666666,15.272104856236956,208.71876636857172
2009,Entre Ríos,65 a 69,Varón,51,17,19.041912627332664,323.71251466465526
2009,Entre Ríos,70 a 74,Mujer,63,21,12.076120972884306,253.59854043057044
2009,Entre Ríos,70 a 74,Varón,54,18,15.220524971165217,273.9694494809739
2009,Entre Ríos,75 a 79,Mujer,60,20,9.298225920446056,185.96451840892112
2009,Entre Ríos,75 a 79,Varón,62,20.666666666666668,11.714380262171206,242.0971920848716
2009,Entre Ríos,80 y más,Mujer,138,46,5.992080760900239,275.63571500141103
2009,Entre Ríos,80 y más,Varón,84,28,7.2709457701241185,203.58648156347533
2009,Formosa,15 a 19,Mujer,0,0,59.40089991717423,0
2009,Formosa,15 a 19,Varón,0,0,65.27387185108115,0
2009,Formosa,20 a 24,Mujer,0,0,54.65657238289693,0
2009,Formosa,20 a 24,Varón,1,0.3333333333333333,60.40297393774405,20.13432464591468
2009,Formosa,25 a 29,Mujer,0,0,50.01971590153033,0
2009,Formosa,25 a 29,Varón,0,0,55.56145953057201,0
2009,Formosa,30 a 34,Mujer,2,0.6666666666666666,45.338650136635565,30.225766757757043
2009,Formosa,30 a 34,Varón,0,0,50.71508748453657,0
2009,Formosa,35 a 39,Mujer,2,0.6666666666666666,40.649509570707714,27.099673047138474
2009,Formosa,35 a 39,Varón,1,0.3333333333333333,45.89630877119981,15.298769590399937
2009,Formosa,40 a 44,Mujer,7,2.3333333333333335,36.01442579949483,84.03366019882128
2009,Formosa,40 a 44,Varón,6,2,41.140997801826884,82.28199560365377
2009,Formosa,45 a 49,Mujer,10,3.3333333333333335,31.426428576026836,104.75476192008946
2009,Formosa,45 a 49,Varón,5,1.6666666666666667,36.44056422743235,60.73427371238725
2009,Formosa,50 a 54,Mujer,12,4,26.993205867479585,107.97282346991834
2009,Formosa,50 a 54,Varón,11,3.6666666666666665,31.849647363574803,116.7820403331076
2009,Formosa,55 a 59,Mujer,20,6.666666666666667,22.76581335691569,151.7720890461046
2009,Formosa,55 a 59,Varón,15,5,27.36954671297114,136.8477335648557
2009,Formosa,60 a 64,Mujer,27,9,18.842402208355736,169.58161987520162
2009,Formosa,60 a 64,Varón,34,11.333333333333334,23.081486008232023,261.59017475996296
2009,Formosa,65 a 69,Mujer,40,13.333333333333334,15.272104856236956,203.62806474982608
2009,Formosa,65 a 69,Varón,38,12.666666666666666,19.041912627332664,241.19755994621374
2009,Formosa,70 a 74,Mujer,42,14,12.076120972884306,169.06569362038027
2009,Formosa,70 a 74,Varón,30,10,15.220524971165217,152.20524971165216
2009,Formosa,75 a 79,Mujer,35,11.666666666666666,9.298225920446056,108.47930240520398
2009,Formosa,75 a 79,Varón,37,12.333333333333334,11.714380262171206,144.4773565667782
2009,Formosa,80 y más,Mujer,78,26,5.992080760900239,155.7940997834062
2009,Formosa,80 y más,Varón,41,13.666666666666666,7.2709457701241185,99.36959219169628
2009,Jujuy,15 a 19,Mujer,0,0,59.40089991717423,0
2009,Jujuy,15 a 19,Varón,1,0.3333333333333333,65.27387185108115,21.757957283693717
2009,Jujuy,20 a 24,Mujer,0,0,54.65657238289693,0
2009,Jujuy,20 a 24,Varón,0,0,60.40297393774405,0
2009,Jujuy,25 a 29,Mujer,0,0,50.01971590153033,0
2009,Jujuy,25 a 29,Varón,0,0,55.56145953057201,0
2009,Jujuy,30 a 34,Mujer,0,0,45.338650136635565,0
2009,Jujuy,30 a 34,Varón,1,0.3333333333333333,50.71508748453657,16.90502916151219
2009,Jujuy,35 a 39,Mujer,0,0,40.649509570707714,0
2009,Jujuy,35 a 39,Varón,1,0.3333333333333333,45.89630877119981,15.298769590399937
2009,Jujuy,40 a 44,Mujer,1,0.3333333333333333,36.01442579949483,12.004808599831609
2009,Jujuy,40 a 44,Varón,4,1.3333333333333333,41.140997801826884,54.85466373576918
2009,Jujuy,45 a 49,Mujer,1,0.3333333333333333,31.426428576026836,10.475476192008944
2009,Jujuy,45 a 49,Varón,3,1,36.44056422743235,36.44056422743235
2009,Jujuy,50 a 54,Mujer,7,2.3333333333333335,26.993205867479585,62.98414702411903
2009,Jujuy,50 a 54,Varón,11,3.6666666666666665,31.849647363574803,116.7820403331076
2009,Jujuy,55 a 59,Mujer,12,4,22.76581335691569,91.06325342766276
2009,Jujuy,55 a 59,Varón,19,6.333333333333333,27.36954671297114,173.34046251548386
2009,Jujuy,60 a 64,Mujer,11,3.6666666666666665,18.842402208355736,69.08880809730437
2009,Jujuy,60 a 64,Varón,26,8.666666666666666,23.081486008232023,200.0395454046775
2009,Jujuy,65 a 69,Mujer,23,7.666666666666667,15.272104856236956,117.08613723115
2009,Jujuy,65 a 69,Varón,29,9.666666666666666,19.041912627332664,184.07182206421575
2009,Jujuy,70 a 74,Mujer,21,7,12.076120972884306,84.53284681019014
2009,Jujuy,70 a 74,Varón,27,9,15.220524971165217,136.98472474048694
2009,Jujuy,75 a 79,Mujer,16,5.333333333333333,9.298225920446056,49.59053824237896
2009,Jujuy,75 a 79,Varón,24,8,11.714380262171206,93.71504209736965
2009,Jujuy,80 y más,Mujer,32,10.666666666666666,5.992080760900239,63.915528116269215
2009,Jujuy,80 y más,Varón,22,7.333333333333333,7.2709457701241185,53.3202689809102
