anio_enfr,prov_nombre,grupo_edad_10,sexo,prev_dm,prev_dm_cv
2005,Salta,60 a 69,Mujer,0.0812696198116498,0.31869312645973463
2005,Salta,70 a 79,Varón,0.12403506476514457,0.48440810891593133
2005,Salta,70 a 79,Mujer,0.13553333834473427,0.3064162308527015
2005,Salta,80+,Varón,0.09746109746109746,0.6317314399378002
2005,Salta,80+,Mujer,0.13171201541054658,0.46870839247284796
2005,San Juan,20 a 29,Varón,0.03134661628306424,0.4230295233709057
2005,San Juan,20 a 29,Mujer,0.05328045959480414,0.35883064603510956
2005,San Juan,30 a 39,Varón,0.03791800755561774,0.5038897056471089
2005,San Juan,30 a 39,Mujer,0.09673717371737174,0.26655220714888295
2005,San Juan,40 a 49,Varón,0.038231966605547535,0.41673022732280834
2005,San Juan,40 a 49,Mujer,0.08004308458716214,0.286934626233664
2005,San Juan,50 a 59,Varón,0.07211274240401978,0.4404258525630689
2005,San Juan,50 a 59,Mujer,0.14303638644918443,0.24478408911351415
2005,San Juan,60 a 69,Varón,0.17050355342282694,0.29114040989137546
2005,San Juan,60 a 69,Mujer,0.17982526665594684,0.24961196789799628
2005,San Juan,70 a 79,Varón,0.3320652717989789,0.264338220797002
2005,San Juan,70 a 79,Mujer,0.2556189925561899,0.23297027805334342
2005,San Juan,80+,Varón,0.32171645329540066,0.4040345578975993
2005,San Juan,80+,Mujer,0.09296028880866426,0.7036250282881334
2005,San Luis,20 a 29,Varón,0.019794456104798436,0.6554516647071705
2005,San Luis,20 a 29,Mujer,0.051298553797228745,0.29287173196243554
2005,San Luis,30 a 39,Varón,0.052046707470590786,0.37425135905743145
2005,San Luis,30 a 39,Mujer,0.15505783903519568,0.20466096884768437
2005,San Luis,40 a 49,Varón,0.0778233960414241,0.3734478894060977
2005,San Luis,40 a 49,Mujer,0.12259303472258265,0.2202590517495082
2005,San Luis,50 a 59,Varón,0.13306298314535547,0.2887963393821236
2005,San Luis,50 a 59,Mujer,0.15362893237552638,0.21648944453905522
2005,San Luis,60 a 69,Varón,0.2218219846618638,0.3275077245609743
2005,San Luis,60 a 69,Mujer,0.09365652398143373,0.3312361440688401
2005,San Luis,70 a 79,Varón,0.12035973976272483,0.38848282412040347
2005,San Luis,70 a 79,Mujer,0.10217583063804764,0.3428783233706817
2005,San Luis,80+,Varón,0,NA
2005,San Luis,80+,Mujer,0.212186823383854,0.37536317519183665
2005,Santa Cruz,20 a 29,Varón,0.014107308048103609,0.9912657405753447
2005,Santa Cruz,20 a 29,Mujer,0.012698412698412698,0.48330029126688107
2005,Santa Cruz,30 a 39,Varón,0.027336785805246625,0.5766788605333699
2005,Santa Cruz,30 a 39,Mujer,0.06253304131107923,0.3779005278918691
2005,Santa Cruz,40 a 49,Varón,0.10053922421290659,0.31436254035143724
2005,Santa Cruz,40 a 49,Mujer,0.14623968947113053,0.23970950367862695
2005,Santa Cruz,50 a 59,Varón,0.15218493359018553,0.2658894642870543
2005,Santa Cruz,50 a 59,Mujer,0.16188980499934563,0.2568475882208226
2005,Santa Cruz,60 a 69,Varón,0.14370811615785556,0.32072066727076404
2005,Santa Cruz,60 a 69,Mujer,0.1745338484797581,0.2755199047182107
2005,Santa Cruz,70 a 79,Varón,0.15431560592850915,0.48559861373977287
2005,Santa Cruz,70 a 79,Mujer,0.14603070891865405,0.3721946264479404
2005,Santa Cruz,80+,Varón,0,NA
2005,Santa Cruz,80+,Mujer,0.14774774774774774,0.6062542794548323
2005,Santa Fe,20 a 29,Varón,0.029912899568527784,0.47730003728338766
2005,Santa Fe,20 a 29,Mujer,0.05086675640598841,0.3981834116168369
2005,Santa Fe,30 a 39,Varón,0.040922410962901716,0.5166293621965369
2005,Santa Fe,30 a 39,Mujer,0.0346783126719208,0.44776587111759825
2005,Santa Fe,40 a 49,Varón,0.04800944944199416,0.3603516673969617
2005,Santa Fe,40 a 49,Mujer,0.04643038568246649,0.3390487838282654
2005,Santa Fe,50 a 59,Varón,0.21913733267228558,0.24793940002085882
2005,Santa Fe,50 a 59,Mujer,0.1395969704973267,0.25102685618114723
2005,Santa Fe,60 a 69,Varón,0.2971608970647674,0.23026965967049157
2005,Santa Fe,60 a 69,Mujer,0.17891592939562587,0.2236878207673278
2005,Santa Fe,70 a 79,Varón,0.11851280517558911,0.47442701897613365
2005,Santa Fe,70 a 79,Mujer,0.06805150284653212,0.3393087313562558
2005,Santa Fe,80+,Varón,0.10988388558482017,0.519940744248266
2005,Santa Fe,80+,Mujer,0.0598672036573419,0.4934118057306138
2005,Santiago del Estero,20 a 29,Varón,0.02611499458501526,0.5134045204306715
2005,Santiago del Estero,20 a 29,Mujer,0.032615973218555715,0.38605865551167345
2005,Santiago del Estero,30 a 39,Varón,0.0674900749889722,0.30311828084674014
2005,Santiago del Estero,30 a 39,Mujer,0.05949955171570625,0.26956569165017435
2005,Santiago del Estero,40 a 49,Varón,0.08005772663400555,0.32520621009777007
2005,Santiago del Estero,40 a 49,Mujer,0.11653524586916035,0.23523804727720463
2005,Santiago del Estero,50 a 59,Varón,0.17986305776388953,0.2262218205223556
2005,Santiago del Estero,50 a 59,Mujer,0.15163600846491943,0.24959055891724352
2005,Santiago del Estero,60 a 69,Varón,0.3013837854741615,0.2180314842440845
2005,Santiago del Estero,60 a 69,Mujer,0.14853372434017595,0.3557025614283442
2005,Santiago del Estero,70 a 79,Varón,0.33070734160241366,0.24122772713484505
2005,Santiago del Estero,70 a 79,Mujer,0.1214312546957175,0.27974710092888666
2005,Santiago del Estero,80+,Varón,0.0884070058381985,0.6282285857496998
2005,Santiago del Estero,80+,Mujer,0.07581093605189991,0.5508346455192118
2005,Tierra del Fuego,20 a 29,Varón,0.020737629610185063,0.7374547213491547
2005,Tierra del Fuego,20 a 29,Mujer,0.06516482117856688,0.3769821399558307
2005,Tierra del Fuego,30 a 39,Varón,0.05054389627513461,0.3859753539790057
2005,Tierra del Fuego,30 a 39,Mujer,0.15606351775058158,0.20560141354498018
2005,Tierra del Fuego,40 a 49,Varón,0.07280334728033473,0.36339015026629984
2005,Tierra del Fuego,40 a 49,Mujer,0.11455223880597015,0.23335377711529945
2005,Tierra del Fuego,50 a 59,Varón,0.07464635473340588,0.39546854504377915
2005,Tierra del Fuego,50 a 59,Mujer,0.18928733545165682,0.25495232342752605
2005,Tierra del Fuego,60 a 69,Varón,0.250402576489533,0.3745209105673276
2005,Tierra del Fuego,60 a 69,Mujer,0.17857142857142855,0.37727291910872446
2005,Tierra del Fuego,70 a 79,Varón,0.23769338959212377,0.46606581246929224
2005,Tierra del Fuego,70 a 79,Mujer,0.16367265469061876,0.5951651846763875
2005,Tierra del Fuego,80+,Varón,0.25125628140703515,0.9244982244289189
2005,Tierra del Fuego,80+,Mujer,0.06995884773662552,1.058514855542766
2005,Tucumán,20 a 29,Varón,0,NA
2005,Tucumán,20 a 29,Mujer,0.014195955433924747,0.4625870697709002
2005,Tucumán,30 a 39,Varón,0.005038268376040948,1.0002402287277679
2005,Tucumán,30 a 39,Mujer,0.0994723322408797,0.2582314050496407
2005,Tucumán,40 a 49,Varón,0.04753233588015544,0.43609918090777466
2005,Tucumán,40 a 49,Mujer,0.051833511051670854,0.36539843918695386
2005,Tucumán,50 a 59,Varón,0.05988963614416279,0.36764546217930133
2005,Tucumán,50 a 59,Mujer,0.1551348208445381,0.23017964460088627
2005,Tucumán,60 a 69,Varón,0.23328553803061122,0.24174133265417136
2005,Tucumán,60 a 69,Mujer,0.30841549295774645,0.20076775295668958
2005,Tucumán,70 a 79,Varón,0.09906392083444772,0.534395746058313
2005,Tucumán,70 a 79,Mujer,0.10497857171466336,0.4917693948991438
2005,Tucumán,80+,Varón,0.24164791414228837,0.6283673757532052
2005,Tucumán,80+,Mujer,0.13161659513590843,0.5675610220458647
2009,Buenos Aires,20 a 29,Varón,0.024322116665186896,0.3446115797505755
2009,Buenos Aires,20 a 29,Mujer,0.03846568337811273,0.2463200521980518
2009,Buenos Aires,30 a 39,Varón,0.03837159085318187,0.2569955441939797
2009,Buenos Aires,30 a 39,Mujer,0.08942390688266608,0.15748632124261064
2009,Buenos Aires,40 a 49,Varón,0.0518466312912469,0.23866723231085812
2009,Buenos Aires,40 a 49,Mujer,0.09268580705446236,0.1639355584512483
2009,Buenos Aires,50 a 59,Varón,0.12571748334615718,0.1650749259658374
2009,Buenos Aires,50 a 59,Mujer,0.12211769491870177,0.1538614536347937
2009,Buenos Aires,60 a 69,Varón,0.2249750910862135,0.13586148281879487
2009,Buenos Aires,60 a 69,Mujer,0.1947419512820812,0.1181561452693556
2009,Buenos Aires,70 a 79,Varón,0.24207614766949026,0.15179959331767703
2009,Buenos Aires,70 a 79,Mujer,0.21822489634317424,0.12946206611373076
2009,Buenos Aires,80+,Varón,0.17858992507682214,0.2788104752276111
2009,Buenos Aires,80+,Mujer,0.14726118698986915,0.2250912594143952
2009,CABA,20 a 29,Varón,0.01554933508318728,0.9925970645535439
2009,CABA,20 a 29,Mujer,0.02803089857575724,0.5973159141690497
2009,CABA,30 a 39,Varón,0.02531488983825862,0.6160727478191322
2009,CABA,30 a 39,Mujer,0.04202300148611716,0.44002769118907215
2009,CABA,40 a 49,Varón,0.096652854326749,0.4519298848122906
2009,CABA,40 a 49,Mujer,0.06624894565610315,0.4745077488047602
2009,CABA,50 a 59,Varón,0.09583704609221388,0.40651492736899414
2009,CABA,50 a 59,Mujer,0.06123675814864954,0.43074798812010795
2009,CABA,60 a 69,Varón,0.08641797907805494,0.4055603527174207
2009,CABA,60 a 69,Mujer,0.1643967157121933,0.2770298694420908
2009,CABA,70 a 79,Varón,0.2011201688370421,0.3389446301338286
2009,CABA,70 a 79,Mujer,0.10438010923499803,0.3818364686894207
2009,CABA,80+,Varón,0.23174906009763763,0.37976368403211114
2009,CABA,80+,Mujer,0.16961539087550254,0.40057970179913205
2009,Catamarca,20 a 29,Varón,0.02569280343716434,0.6713608216264948
2009,Catamarca,20 a 29,Mujer,0.06593006865820943,0.34022915774877677
2009,Catamarca,30 a 39,Varón,0,NA
2009,Catamarca,30 a 39,Mujer,0.05081660251742432,0.36802881049645175
2009,Catamarca,40 a 49,Varón,0.05856285792200709,0.3642628076914583
2009,Catamarca,40 a 49,Mujer,0.08036097980232058,0.3147714152563279
2009,Catamarca,50 a 59,Varón,0.16540333519508496,0.28528745459870664
2009,Catamarca,50 a 59,Mujer,0.21365384615384617,0.2487210410722435
2009,Catamarca,60 a 69,Varón,0.29623592175459396,0.26502587380336234
2009,Catamarca,60 a 69,Mujer,0.3002864743196235,0.2120117056700649
2009,Catamarca,70 a 79,Varón,0.05827128520556815,0.7441492028374763
2009,Catamarca,70 a 79,Mujer,0.2591739053359334,0.2760610514663505
2009,Catamarca,80+,Varón,0.06339144215530904,0.9799579493668241
2009,Catamarca,80+,Mujer,0.14630225080385853,0.5457152227540403
2009,Chaco,20 a 29,Varón,0.022353209180477247,0.5308098616051647
2009,Chaco,20 a 29,Mujer,0.03266557911908646,0.5476767956133212
2009,Chaco,30 a 39,Varón,0.046396822029812754,0.40958561976789526
2009,Chaco,30 a 39,Mujer,0.06927658839779005,0.37458849636388164
2009,Chaco,40 a 49,Varón,0.06733345240221468,0.357743689476682
2009,Chaco,40 a 49,Mujer,0.09619964581594642,0.3072499785774401
2009,Chaco,50 a 59,Varón,0.05385336313171365,0.44848493573718806
2009,Chaco,50 a 59,Mujer,0.18266966388353673,0.253079361039906
2009,Chaco,60 a 69,Varón,0.2718278894472362,0.2637427372644742
2009,Chaco,60 a 69,Mujer,0.1704719408526854,0.2739040783094145
2009,Chaco,70 a 79,Varón,0.2643461189972818,0.2960145067943115
2009,Chaco,70 a 79,Mujer,0.19248702961844094,0.3074778563776742
2009,Chaco,80+,Varón,0.20907372400756144,0.6742504898302807
2009,Chaco,80+,Mujer,0.14856182662844716,0.563614354806316
2009,Chubut,20 a 29,Varón,0.03989708653428033,0.4500180423735658
2009,Chubut,20 a 29,Mujer,0.07623471548603046,0.4355415073643568
2009,Chubut,30 a 39,Varón,0.07482764419034807,0.3510485959625922
2009,Chubut,30 a 39,Mujer,0.07893126032931383,0.3317034934300126
2009,Chubut,40 a 49,Varón,0.1288417604207078,0.3741582371627868
2009,Chubut,40 a 49,Mujer,0.0959875404729702,0.3346814465443746
2009,Chubut,50 a 59,Varón,0.15458937198067632,0.26901046934569234
2009,Chubut,50 a 59,Mujer,0.18675995694294942,0.2304845258931012
2009,Chubut,60 a 69,Varón,0.18837248893428668,0.2991411849413388
2009,Chubut,60 a 69,Mujer,0.16253196930946293,0.25036379215291343
2009,Chubut,70 a 79,Varón,0.3776347903261593,0.2377147080264043
2009,Chubut,70 a 79,Mujer,0.2058359621451104,0.31311113059475604
2009,Chubut,80+,Varón,0.21890547263681592,0.6590309094373464
2009,Chubut,80+,Mujer,0.15593517301795884,0.5025502703917784
2009,Córdoba,20 a 29,Varón,0.06890883300412287,0.3312962569616313
2009,Córdoba,20 a 29,Mujer,0.05564224254975946,0.3169093292269763
2009,Córdoba,30 a 39,Varón,0.039428154663654263,0.3378291877849379
2009,Córdoba,30 a 39,Mujer,0.07432488782879923,0.2669847769861667
2009,Córdoba,40 a 49,Varón,0.07436190529294506,0.3098840404253246
2009,Córdoba,40 a 49,Mujer,0.1067563013690806,0.23515810724613825
2009,Córdoba,50 a 59,Varón,0.12903705797888565,0.2529311433070936
2009,Córdoba,50 a 59,Mujer,0.09546127960962929,0.23618652213815497
2009,Córdoba,60 a 69,Varón,0.18595223650102036,0.24383361992863786
2009,Córdoba,60 a 69,Mujer,0.16368021001862085,0.18875247487718985
2009,Córdoba,70 a 79,Varón,0.26029731476584994,0.23374177177347497
2009,Córdoba,70 a 79,Mujer,0.1308347651775487,0.22438867374998128
2009,Córdoba,80+,Varón,0.19571524213345237,0.37524165830613027
2009,Córdoba,80+,Mujer,0.2969741833996484,0.21896147066845437
2009,Corrientes,20 a 29,Varón,0.01650110705523308,0.9898038607097536
2009,Corrientes,20 a 29,Mujer,0.021721059113300495,0.5853603481007776
2009,Corrientes,30 a 39,Varón,0.009045117261550127,0.7602276797161531
2009,Corrientes,30 a 39,Mujer,0.058796479822405455,0.3544855767915931
2009,Corrientes,40 a 49,Varón,0.06651312292779227,0.40786047805048187
2009,Corrientes,40 a 49,Mujer,0.1490465796301635,0.41394292684464784
2009,Corrientes,50 a 59,Varón,0.142390641260272,0.36381893042025903
2009,Corrientes,50 a 59,Mujer,0.2460500290866783,0.21513965990138256
2009,Corrientes,60 a 69,Varón,0.15301788007507655,0.4141684722530832
2009,Corrientes,60 a 69,Mujer,0.21462256262751261,0.25581543421676706
2009,Corrientes,70 a 79,Varón,0.2506199504039677,0.34153985480308213
2009,Corrientes,70 a 79,Mujer,0.33522305459944657,0.24530072259197566
2009,Corrientes,80+,Varón,0,NA
2009,Corrientes,80+,Mujer,0.1271981242672919,0.6117732552256118
2009,Entre Ríos,20 a 29,Varón,0.02690468056030065,0.5280972406778734
2009,Entre Ríos,20 a 29,Mujer,0.054195233431276524,0.4298885171730783
2009,Entre Ríos,30 a 39,Varón,0.062250397966877986,0.5590910266925715
2009,Entre Ríos,30 a 39,Mujer,0.07537656771916557,0.3063862182047765
2009,Entre Ríos,40 a 49,Varón,0.03958875759396488,0.5961660307215365
2009,Entre Ríos,40 a 49,Mujer,0.16909944848284061,0.28167368515020474
2009,Entre Ríos,50 a 59,Varón,0.19046125497422225,0.24378472570075538
2009,Entre Ríos,50 a 59,Mujer,0.1453911633563032,0.2576012318768716
2009,Entre Ríos,60 a 69,Varón,0.16899715650924868,0.2954950520012065
2009,Entre Ríos,60 a 69,Mujer,0.11448467223393186,0.3547233411188057
2009,Entre Ríos,70 a 79,Varón,0.2597585828499765,0.3445174326558679
2009,Entre Ríos,70 a 79,Mujer,0.2122459782960327,0.2395852097280789
2009,Entre Ríos,80+,Varón,0.17251408834757315,0.6443060945841173
2009,Entre Ríos,80+,Mujer,0.18001365809241976,0.4048240484138129
2009,Formosa,20 a 29,Varón,0.015578558983294044,0.8418916599399938
2009,Formosa,20 a 29,Mujer,0.04184429723880108,0.4712774561063399
2009,Formosa,30 a 39,Varón,0.030553735255570116,0.509777395844712
2009,Formosa,30 a 39,Mujer,0.06578899909828674,0.28991119178490987
2009,Formosa,40 a 49,Varón,0.10200677893151126,0.37693342762604903
2009,Formosa,40 a 49,Mujer,0.10564581942280585,0.27241199959921175
2009,Formosa,50 a 59,Varón,0.07984087852980726,0.4224012343688059
2009,Formosa,50 a 59,Mujer,0.1369855804652142,0.2888761532933125
2009,Formosa,60 a 69,Varón,0.13886606409202956,0.4800333660042052
2009,Formosa,60 a 69,Mujer,0.3056207035988678,0.20078617022691014
2009,Formosa,70 a 79,Varón,0.11843817787418655,0.5758087992935801
2009,Formosa,70 a 79,Mujer,0.1567431850789096,0.338198813047075
2009,Formosa,80+,Varón,0,NA
2009,Formosa,80+,Mujer,0.045146289478783186,0.7606294940506415
2009,Jujuy,20 a 29,Varón,0.06704727017653248,0.34013251031708064
2009,Jujuy,20 a 29,Mujer,0.03993623283191628,0.39562694137323423
2009,Jujuy,30 a 39,Varón,0.04632460271558016,0.3567991614896531
2009,Jujuy,30 a 39,Mujer,0.055410579713679485,0.33126483099371157
2009,Jujuy,40 a 49,Varón,0.053149672434066854,0.4401048157170017
2009,Jujuy,40 a 49,Mujer,0.07930846883878377,0.3145954735352956
2009,Jujuy,50 a 59,Varón,0.1456367189124018,0.2900103050257091
2009,Jujuy,50 a 59,Mujer,0.2239363846238411,0.23053687075422216
2009,Jujuy,60 a 69,Varón,0.27275657555440946,0.23404939511065392
2009,Jujuy,60 a 69,Mujer,0.13404875341135114,0.3152981913986631
2009,Jujuy,70 a 79,Varón,0.20372046254399195,0.3526689196220851
2009,Jujuy,70 a 79,Mujer,0.3280035730236713,0.22568912823558465
2009,Jujuy,80+,Varón,0.12427672955974842,0.7695524431467299
2009,Jujuy,80+,Mujer,0.17921862011637574,0.49141794846426146
2009,La Pampa,20 a 29,Varón,0.02649485156861564,0.7379151591706292
2009,La Pampa,20 a 29,Mujer,0.03885216830565855,0.40463444211776123
2009,La Pampa,30 a 39,Varón,0.03410730683457956,0.512563467124977
2009,La Pampa,30 a 39,Mujer,0.09322257383966245,0.30554349228969807
2009,La Pampa,40 a 49,Varón,0.027083333333333334,0.5887292055481416
2009,La Pampa,40 a 49,Mujer,0.12810773480662985,0.2938647654777933
2009,La Pampa,50 a 59,Varón,0.0995197061731883,0.3233824591410541
2009,La Pampa,50 a 59,Mujer,0.16823996471107192,0.27315186427376237
2009,La Pampa,60 a 69,Varón,0.2206288506479711,0.2653913986417148
2009,La Pampa,60 a 69,Mujer,0.22722513089005236,0.22263796117824708
2009,La Pampa,70 a 79,Varón,0.24326160815402037,0.3268133412971264
2009,La Pampa,70 a 79,Mujer,0.26677247150483335,0.21497356846258253
2009,La Pampa,80+,Varón,0.2113095238095238,0.622233473958454
2009,La Pampa,80+,Mujer,0.1625996015936255,0.44155544797163376
2009,La Rioja,20 a 29,Varón,0.07710140293377034,0.338935108828976
2009,La Rioja,20 a 29,Mujer,0.08460692479805833,0.30540947525517326
2009,La Rioja,30 a 39,Varón,0.0424597364568082,0.411333762669886
2009,La Rioja,30 a 39,Mujer,0.07546812040767954,0.3585140104248561
2009,La Rioja,40 a 49,Varón,0.13903889534486294,0.26921685675926477
2009,La Rioja,40 a 49,Mujer,0.1128900395149203,0.2915981308250739
2009,La Rioja,50 a 59,Varón,0.19177018633540371,0.2637055717234264
2009,La Rioja,50 a 59,Mujer,0.2652047993380223,0.20732291607899223
2009,La Rioja,60 a 69,Varón,0.23721852428834442,0.27266862612733206
2009,La Rioja,60 a 69,Mujer,0.42456541048090346,0.16449896801531338
2009,La Rioja,70 a 79,Varón,0.36993076162215627,0.3036657734016087
2009,La Rioja,70 a 79,Mujer,0.30043451272501553,0.29234830289186664
2009,La Rioja,80+,Varón,0.09479553903345725,1.0073780120646263
2009,La Rioja,80+,Mujer,0.07363253856942496,0.7000289332607624
2009,Mendoza,20 a 29,Varón,0.02392418315058681,0.7280799389070854
2009,Mendoza,20 a 29,Mujer,0.04646605579375593,0.40259361470803856
2009,Mendoza,30 a 39,Varón,0.07743824059971699,0.37542065692281074
2009,Mendoza,30 a 39,Mujer,0.05089205711887668,0.3692306582091287
2009,Mendoza,40 a 49,Varón,0.09866041527126591,0.3811719522668778
2009,Mendoza,40 a 49,Mujer,0.05416568326646212,0.4088509431294707
2009,Mendoza,50 a 59,Varón,0.12519003344588647,0.35793430233799634
2009,Mendoza,50 a 59,Mujer,0.09752383024435349,0.3576201971718018
2009,Mendoza,60 a 69,Varón,0.20073205784604328,0.2988671654823147
2009,Mendoza,60 a 69,Mujer,0.2266754487073934,0.21497529027523846
2009,Mendoza,70 a 79,Varón,0.14610921406957053,0.35670162530009303
2009,Mendoza,70 a 79,Mujer,0.1996615905245347,0.2555795284423147
2009,Mendoza,80+,Varón,0.22951073893153448,0.5175425988555872
2009,Mendoza,80+,Mujer,0.18272332071238254,0.45937340363032747
2009,Misiones,20 a 29,Varón,0.04647773279352227,0.5677644757783522
2009,Misiones,20 a 29,Mujer,0.05189773004637539,0.34120609895993714
2009,Misiones,30 a 39,Varón,0.046657996191183986,0.42796762573648645
2009,Misiones,30 a 39,Mujer,0.11470936906083586,0.2540202086367902
2009,Misiones,40 a 49,Varón,0.039142078331978386,0.4789918132875381
2009,Misiones,40 a 49,Mujer,0.05804612593936253,0.42986999572658474
2009,Misiones,50 a 59,Varón,0.1305918400258023,0.3190869384597513
2009,Misiones,50 a 59,Mujer,0.1320108511359783,0.3322710586491621
2009,Misiones,60 a 69,Varón,0.13826066682210306,0.49970399420038303
2009,Misiones,60 a 69,Mujer,0.15802085357165988,0.2957704198670298
2009,Misiones,70 a 79,Varón,0.463064584212748,0.2563274431880241
2009,Misiones,70 a 79,Mujer,0.18346295538272617,0.4620253689490242
2009,Misiones,80+,Varón,0,NA
2009,Misiones,80+,Mujer,0.21165458937198067,0.711808255769941
2009,Neuquén,20 a 29,Varón,0.006888696029507486,0.9996353623901492
2009,Neuquén,20 a 29,Mujer,0.03533747436621393,0.4660804697176588
2009,Neuquén,30 a 39,Varón,0.05434931039191588,0.4164275974560536
2009,Neuquén,30 a 39,Mujer,0.07053738088220847,0.30653302413680067
2009,Neuquén,40 a 49,Varón,0.055941585207867156,0.5874838804700946
2009,Neuquén,40 a 49,Mujer,0.044623966147336026,0.4343480586683768
2009,Neuquén,50 a 59,Varón,0.13424051425470634,0.36941971545919244
2009,Neuquén,50 a 59,Mujer,0.12695668426709034,0.3067398395551671
2009,Neuquén,60 a 69,Varón,0.1241161753508104,0.3295713154160684
2009,Neuquén,60 a 69,Mujer,0.12085244132721877,0.3404275747190755
2009,Neuquén,70 a 79,Varón,0.3689501987374328,0.3721238965475587
2009,Neuquén,70 a 79,Mujer,0.24466514561803784,0.31014686406712766
2009,Neuquén,80+,Varón,0,NA
2009,Neuquén,80+,Mujer,0.19089316987740804,0.49957089520513887
2009,Río Negro,20 a 29,Varón,0.026748383410808423,0.6119206044139236
2009,Río Negro,20 a 29,Mujer,0.06522202270444653,0.35659172135940925
2009,Río Negro,30 a 39,Varón,0.04594561414277822,0.38812201251492306
2009,Río Negro,30 a 39,Mujer,0.07400608269172809,0.3058142203881247
2009,Río Negro,40 a 49,Varón,0.14181442983797005,0.2665258378657163
2009,Río Negro,40 a 49,Mujer,0.08042570009033423,0.27313269021042746
2009,Río Negro,50 a 59,Varón,0.13265347091179186,0.2709985574883496
2009,Río Negro,50 a 59,Mujer,0.1202781944633847,0.2911094308413149
2009,Río Negro,60 a 69,Varón,0.16931097008159565,0.31867355697023525
2009,Río Negro,60 a 69,Mujer,0.24719451371571072,0.21340062361214457
2009,Río Negro,70 a 79,Varón,0.31869009584664537,0.2312105301260217
2009,Río Negro,70 a 79,Mujer,0.1629637076505479,0.37753224312266137
2009,Río Negro,80+,Varón,0.29317111459968603,0.3425823243833818
2009,Río Negro,80+,Mujer,0.20751217250173892,0.4232885085737355
2009,Salta,20 a 29,Varón,0.021533887750592586,0.7881184320135051
2009,Salta,20 a 29,Mujer,0.05362715674434733,0.40542973906787255
2009,Salta,30 a 39,Varón,0.03438243398196163,0.45738498061842464
2009,Salta,30 a 39,Mujer,0.05403759490073485,0.31795441624098136
2009,Salta,40 a 49,Varón,0.07430132902745001,0.41474407485920406
2009,Salta,40 a 49,Mujer,0.11824709544207834,0.2806669733810178
2009,Salta,50 a 59,Varón,0.24150653724247226,0.24082918753605795
2009,Salta,50 a 59,Mujer,0.15265821775864818,0.27494732988331455
2009,Salta,60 a 69,Varón,0.09543581418581418,0.4044606215142899
2009,Salta,60 a 69,Mujer,0.0816363746884688,0.36076229834581947
2009,Salta,70 a 79,Varón,0.1293385426131201,0.3503300759394813
2009,Salta,70 a 79,Mujer,0.31470342522974104,0.27186940220751743
2009,Salta,80+,Varón,0.36040411890421603,0.47220336841595434
2009,Salta,80+,Mujer,0.11231411427080616,0.654621121228913
2009,San Juan,20 a 29,Varón,0.005031953969298712,1.001437510529105
2009,San Juan,20 a 29,Mujer,0.05411842677546963,0.41473831928699484
2009,San Juan,30 a 39,Varón,0.06632034632034632,0.5403865460164126
2009,San Juan,30 a 39,Mujer,0.06956541723163193,0.3078986976223729
2009,San Juan,40 a 49,Varón,0.09998022151898735,0.3787432352809782
2009,San Juan,40 a 49,Mujer,0.16150282094115423,0.2934566492197167
2009,San Juan,50 a 59,Varón,0.17071133036282624,0.3127870361380996
2009,San Juan,50 a 59,Mujer,0.14413601665510062,0.28635239269669654
2009,San Juan,60 a 69,Varón,0.2854457419538593,0.2834093813420733
2009,San Juan,60 a 69,Mujer,0.2647958326331709,0.19512808343082128
2009,San Juan,70 a 79,Varón,0.33263900016023074,0.247785994679245
2009,San Juan,70 a 79,Mujer,0.16415713042896338,0.32291627053020355
2009,San Juan,80+,Varón,0.09512683578104139,0.6921782509686475
2009,San Juan,80+,Mujer,0.268399576847514,0.35662885299397606
2009,San Luis,20 a 29,Varón,0.024352363794495867,0.5963670289501654
2009,San Luis,20 a 29,Mujer,0.07202850598116568,0.29957382793650766
2009,San Luis,30 a 39,Varón,0.04708802749665839,0.4115748695320136
2009,San Luis,30 a 39,Mujer,0.08012950222581951,0.2851667061712057
2009,San Luis,40 a 49,Varón,0.08407615274568064,0.36891719361194963
2009,San Luis,40 a 49,Mujer,0.13025266855830292,0.24953607625621443
2009,San Luis,50 a 59,Varón,0.13389096160789504,0.3155792634072849
2009,San Luis,50 a 59,Mujer,0.06238783912171435,0.371672243634554
2009,San Luis,60 a 69,Varón,0.2100175746924429,0.2719871334656685
