prov_res_cat,sexo,grupo_edad,anio_enfr,sum_defun,mean_defun,esp_vida,AVP
San Luis,Femenino,55 a 59,2013,9,3,27.36954671,82.10864013
San Luis,Femenino,55 a 59,2018,5,1.6666666666666667,27.36954671,45.61591118333334
San Luis,Femenino,60 a 64,2005,10,5,23.081486,115.40743
San Luis,Femenino,60 a 64,2009,16,5.333333333333333,23.081486,123.10125866666667
San Luis,Femenino,60 a 64,2013,16,5.333333333333333,23.081486,123.10125866666667
San Luis,Femenino,60 a 64,2018,7,2.3333333333333335,23.081486,53.85680066666667
San Luis,Femenino,65 a 69,2005,13,6.5,19.04191262,123.77243203
San Luis,Femenino,65 a 69,2009,21,7,19.04191262,133.29338834
San Luis,Femenino,65 a 69,2013,23,7.666666666666667,19.04191262,145.98799675333336
San Luis,Femenino,65 a 69,2018,22,7.333333333333333,19.04191262,139.64069254666668
San Luis,Femenino,70 a 74,2005,15,7.5,15.22052497,114.153937275
San Luis,Femenino,70 a 74,2009,35,11.666666666666666,15.22052497,177.57279131666667
San Luis,Femenino,70 a 74,2013,26,8.666666666666666,15.22052497,131.91121640666665
San Luis,Femenino,70 a 74,2018,15,5,15.22052497,76.10262485
San Luis,Femenino,75 a 79,2005,29,14.5,11.71438026,169.85851377
San Luis,Femenino,75 a 79,2009,35,11.666666666666666,11.71438026,136.6677697
San Luis,Femenino,75 a 79,2013,25,8.333333333333334,11.71438026,97.61983550000001
San Luis,Femenino,75 a 79,2018,25,8.333333333333334,11.71438026,97.61983550000001
San Luis,Femenino,80 y más,2005,35,17.5,8.452630325,147.92103068749998
San Luis,Femenino,80 y más,2009,75,25,8.452630325,211.31575812499997
San Luis,Femenino,80 y más,2013,58,19.333333333333332,8.452630325,163.41751961666665
San Luis,Femenino,80 y más,2018,63,21,8.452630325,177.505236825
Santa Cruz,Masculino,20 a 24,2005,0,0,54.65657239,0
Santa Cruz,Masculino,20 a 24,2009,0,0,54.65657239,0
Santa Cruz,Masculino,20 a 24,2013,0,0,54.65657239,0
Santa Cruz,Masculino,20 a 24,2018,0,0,54.65657239,0
Santa Cruz,Masculino,25 a 29,2005,0,0,50.0197159,0
Santa Cruz,Masculino,25 a 29,2009,0,0,50.0197159,0
Santa Cruz,Masculino,25 a 29,2013,1,0.3333333333333333,50.0197159,16.673238633333334
Santa Cruz,Masculino,25 a 29,2018,0,0,50.0197159,0
Santa Cruz,Masculino,30 a 34,2005,0,0,45.33865014,0
Santa Cruz,Masculino,30 a 34,2009,0,0,45.33865014,0
Santa Cruz,Masculino,30 a 34,2013,2,0.6666666666666666,45.33865014,30.22576676
Santa Cruz,Masculino,30 a 34,2018,0,0,45.33865014,0
Santa Cruz,Masculino,35 a 39,2005,1,0.5,40.64950958,20.32475479
Santa Cruz,Masculino,35 a 39,2009,0,0,40.64950958,0
Santa Cruz,Masculino,35 a 39,2013,0,0,40.64950958,0
Santa Cruz,Masculino,35 a 39,2018,0,0,40.64950958,0
Santa Cruz,Masculino,40 a 44,2005,0,0,36.01442579,0
Santa Cruz,Masculino,40 a 44,2009,1,0.3333333333333333,36.01442579,12.004808596666665
Santa Cruz,Masculino,40 a 44,2013,0,0,36.01442579,0
Santa Cruz,Masculino,40 a 44,2018,2,0.6666666666666666,36.01442579,24.00961719333333
Santa Cruz,Masculino,45 a 49,2005,1,0.5,31.42642857,15.713214285
Santa Cruz,Masculino,45 a 49,2009,0,0,31.42642857,0
Santa Cruz,Masculino,45 a 49,2013,2,0.6666666666666666,31.42642857,20.950952379999997
Santa Cruz,Masculino,45 a 49,2018,5,1.6666666666666667,31.42642857,52.37738095
Santa Cruz,Masculino,50 a 54,2005,2,1,26.99320587,26.99320587
Santa Cruz,Masculino,50 a 54,2009,2,0.6666666666666666,26.99320587,17.99547058
Santa Cruz,Masculino,50 a 54,2013,5,1.6666666666666667,26.99320587,44.98867645
Santa Cruz,Masculino,50 a 54,2018,14,4.666666666666667,26.99320587,125.96829406
Santa Cruz,Masculino,55 a 59,2005,4,2,22.76581336,45.53162672
Santa Cruz,Masculino,55 a 59,2009,5,1.6666666666666667,22.76581336,37.94302226666667
Santa Cruz,Masculino,55 a 59,2013,8,2.6666666666666665,22.76581336,60.70883562666666
Santa Cruz,Masculino,55 a 59,2018,12,4,22.76581336,91.06325344
Santa Cruz,Masculino,60 a 64,2005,5,2.5,18.84240221,47.106005525
Santa Cruz,Masculino,60 a 64,2009,10,3.3333333333333335,18.84240221,62.808007366666665
Santa Cruz,Masculino,60 a 64,2013,7,2.3333333333333335,18.84240221,43.96560515666667
Santa Cruz,Masculino,60 a 64,2018,16,5.333333333333333,18.84240221,100.49281178666666
Santa Cruz,Masculino,65 a 69,2005,9,4.5,15.27210485,68.724471825
Santa Cruz,Masculino,65 a 69,2009,16,5.333333333333333,15.27210485,81.45122586666666
Santa Cruz,Masculino,65 a 69,2013,10,3.3333333333333335,15.27210485,50.907016166666665
Santa Cruz,Masculino,65 a 69,2018,19,6.333333333333333,15.27210485,96.72333071666667
Santa Cruz,Masculino,70 a 74,2005,8,4,12.07612097,48.30448388
Santa Cruz,Masculino,70 a 74,2009,14,4.666666666666667,12.07612097,56.35523119333334
Santa Cruz,Masculino,70 a 74,2013,18,6,12.07612097,72.45672582
Santa Cruz,Masculino,70 a 74,2018,24,8,12.07612097,96.60896776
Santa Cruz,Masculino,75 a 79,2005,6,3,9.29822592,27.89467776
Santa Cruz,Masculino,75 a 79,2009,10,3.3333333333333335,9.29822592,30.9940864
Santa Cruz,Masculino,75 a 79,2013,10,3.3333333333333335,9.29822592,30.9940864
Santa Cruz,Masculino,75 a 79,2018,20,6.666666666666667,9.29822592,61.9881728
Santa Cruz,Masculino,80 y más,2005,9,4.5,6.782640522,30.521882349000002
Santa Cruz,Masculino,80 y más,2009,16,5.333333333333333,6.782640522,36.174082784
Santa Cruz,Masculino,80 y más,2013,23,7.666666666666667,6.782640522,52.000244002
Santa Cruz,Masculino,80 y más,2018,31,10.333333333333334,6.782640522,70.087285394
Santa Cruz,Femenino,20 a 24,2005,1,0.5,60.40297394,30.20148697
Santa Cruz,Femenino,20 a 24,2009,0,0,60.40297394,0
Santa Cruz,Femenino,20 a 24,2013,1,0.3333333333333333,60.40297394,20.134324646666666
Santa Cruz,Femenino,20 a 24,2018,0,0,60.40297394,0
Santa Cruz,Femenino,25 a 29,2005,0,0,55.56145953,0
Santa Cruz,Femenino,25 a 29,2009,0,0,55.56145953,0
Santa Cruz,Femenino,25 a 29,2013,0,0,55.56145953,0
Santa Cruz,Femenino,25 a 29,2018,1,0.3333333333333333,55.56145953,18.520486509999998
Santa Cruz,Femenino,30 a 34,2005,0,0,50.71508748,0
Santa Cruz,Femenino,30 a 34,2009,1,0.3333333333333333,50.71508748,16.905029159999998
Santa Cruz,Femenino,30 a 34,2013,0,0,50.71508748,0
Santa Cruz,Femenino,30 a 34,2018,0,0,50.71508748,0
Santa Cruz,Femenino,35 a 39,2005,0,0,45.89630877,0
Santa Cruz,Femenino,35 a 39,2009,0,0,45.89630877,0
Santa Cruz,Femenino,35 a 39,2013,1,0.3333333333333333,45.89630877,15.29876959
Santa Cruz,Femenino,35 a 39,2018,0,0,45.89630877,0
Santa Cruz,Femenino,40 a 44,2005,0,0,41.1409978,0
Santa Cruz,Femenino,40 a 44,2009,1,0.3333333333333333,41.1409978,13.713665933333333
Santa Cruz,Femenino,40 a 44,2013,0,0,41.1409978,0
Santa Cruz,Femenino,40 a 44,2018,3,1,41.1409978,41.1409978
Santa Cruz,Femenino,45 a 49,2005,1,0.5,36.44056423,18.220282115
Santa Cruz,Femenino,45 a 49,2009,2,0.6666666666666666,36.44056423,24.293709486666664
Santa Cruz,Femenino,45 a 49,2013,4,1.3333333333333333,36.44056423,48.58741897333333
Santa Cruz,Femenino,45 a 49,2018,6,2,36.44056423,72.88112846
Santa Cruz,Femenino,50 a 54,2005,3,1.5,31.84964737,47.774471055
Santa Cruz,Femenino,50 a 54,2009,2,0.6666666666666666,31.84964737,21.233098246666664
Santa Cruz,Femenino,50 a 54,2013,1,0.3333333333333333,31.84964737,10.616549123333332
Santa Cruz,Femenino,50 a 54,2018,2,0.6666666666666666,31.84964737,21.233098246666664
Santa Cruz,Femenino,55 a 59,2005,3,1.5,27.36954671,41.054320065
Santa Cruz,Femenino,55 a 59,2009,3,1,27.36954671,27.36954671
Santa Cruz,Femenino,55 a 59,2013,2,0.6666666666666666,27.36954671,18.246364473333333
Santa Cruz,Femenino,55 a 59,2018,11,3.6666666666666665,27.36954671,100.35500460333334
Santa Cruz,Femenino,60 a 64,2005,5,2.5,23.081486,57.703715
Santa Cruz,Femenino,60 a 64,2009,4,1.3333333333333333,23.081486,30.775314666666667
Santa Cruz,Femenino,60 a 64,2013,10,3.3333333333333335,23.081486,76.93828666666667
Santa Cruz,Femenino,60 a 64,2018,10,3.3333333333333335,23.081486,76.93828666666667
Santa Cruz,Femenino,65 a 69,2005,3,1.5,19.04191262,28.56286893
Santa Cruz,Femenino,65 a 69,2009,3,1,19.04191262,19.04191262
Santa Cruz,Femenino,65 a 69,2013,11,3.6666666666666665,19.04191262,69.82034627333334
Santa Cruz,Femenino,65 a 69,2018,11,3.6666666666666665,19.04191262,69.82034627333334
Santa Cruz,Femenino,70 a 74,2005,7,3.5,15.22052497,53.271837395
Santa Cruz,Femenino,70 a 74,2009,6,2,15.22052497,30.44104994
Santa Cruz,Femenino,70 a 74,2013,14,4.666666666666667,15.22052497,71.02911652666667
Santa Cruz,Femenino,70 a 74,2018,18,6,15.22052497,91.32314982
Santa Cruz,Femenino,75 a 79,2005,5,2.5,11.71438026,29.28595065
Santa Cruz,Femenino,75 a 79,2009,10,3.3333333333333335,11.71438026,39.0479342
Santa Cruz,Femenino,75 a 79,2013,11,3.6666666666666665,11.71438026,42.95272762
Santa Cruz,Femenino,75 a 79,2018,23,7.666666666666667,11.71438026,89.81024866000001
Santa Cruz,Femenino,80 y más,2005,11,5.5,8.452630325,46.4894667875
Santa Cruz,Femenino,80 y más,2009,17,5.666666666666667,8.452630325,47.898238508333336
Santa Cruz,Femenino,80 y más,2013,22,7.333333333333333,8.452630325,61.98595571666666
Santa Cruz,Femenino,80 y más,2018,49,16.333333333333332,8.452630325,138.05962864166665
Santa Fe,Masculino,20 a 24,2005,0,0,54.65657239,0
Santa Fe,Masculino,20 a 24,2009,0,0,54.65657239,0
Santa Fe,Masculino,20 a 24,2013,0,0,54.65657239,0
Santa Fe,Masculino,20 a 24,2018,0,0,54.65657239,0
Santa Fe,Masculino,25 a 29,2005,1,0.5,50.0197159,25.00985795
Santa Fe,Masculino,25 a 29,2009,2,0.6666666666666666,50.0197159,33.34647726666667
Santa Fe,Masculino,25 a 29,2013,2,0.6666666666666666,50.0197159,33.34647726666667
Santa Fe,Masculino,25 a 29,2018,2,0.6666666666666666,50.0197159,33.34647726666667
Santa Fe,Masculino,30 a 34,2005,3,1.5,45.33865014,68.00797521
Santa Fe,Masculino,30 a 34,2009,0,0,45.33865014,0
Santa Fe,Masculino,30 a 34,2013,3,1,45.33865014,45.33865014
Santa Fe,Masculino,30 a 34,2018,2,0.6666666666666666,45.33865014,30.22576676
Santa Fe,Masculino,35 a 39,2005,6,3,40.64950958,121.94852874
Santa Fe,Masculino,35 a 39,2009,5,1.6666666666666667,40.64950958,67.74918263333333
Santa Fe,Masculino,35 a 39,2013,6,2,40.64950958,81.29901916
Santa Fe,Masculino,35 a 39,2018,6,2,40.64950958,81.29901916
Santa Fe,Masculino,40 a 44,2005,12,6,36.01442579,216.08655474
Santa Fe,Masculino,40 a 44,2009,13,4.333333333333333,36.01442579,156.06251175666665
Santa Fe,Masculino,40 a 44,2013,14,4.666666666666667,36.01442579,168.06732035333334
Santa Fe,Masculino,40 a 44,2018,9,3,36.01442579,108.04327737
Santa Fe,Masculino,45 a 49,2005,24,12,31.42642857,377.11714284
Santa Fe,Masculino,45 a 49,2009,27,9,31.42642857,282.83785713
Santa Fe,Masculino,45 a 49,2013,20,6.666666666666667,31.42642857,209.5095238
Santa Fe,Masculino,45 a 49,2018,16,5.333333333333333,31.42642857,167.60761903999997
Santa Fe,Masculino,50 a 54,2005,44,22,26.99320587,593.85052914
Santa Fe,Masculino,50 a 54,2009,45,15,26.99320587,404.89808805
Santa Fe,Masculino,50 a 54,2013,54,18,26.99320587,485.87770566
Santa Fe,Masculino,50 a 54,2018,33,11,26.99320587,296.92526457
Santa Fe,Masculino,55 a 59,2005,95,47.5,22.76581336,1081.3761346
Santa Fe,Masculino,55 a 59,2009,84,28,22.76581336,637.4427740799999
Santa Fe,Masculino,55 a 59,2013,70,23.333333333333332,22.76581336,531.2023117333333
Santa Fe,Masculino,55 a 59,2018,83,27.666666666666668,22.76581336,629.8541696266667
Santa Fe,Masculino,60 a 64,2005,139,69.5,18.84240221,1309.5469535949999
Santa Fe,Masculino,60 a 64,2009,132,44,18.84240221,829.06569724
Santa Fe,Masculino,60 a 64,2013,125,41.666666666666664,18.84240221,785.1000920833333
Santa Fe,Masculino,60 a 64,2018,97,32.333333333333336,18.84240221,609.2376714566667
Santa Fe,Masculino,65 a 69,2005,187,93.5,15.27210485,1427.941803475
Santa Fe,Masculino,65 a 69,2009,195,65,15.27210485,992.68681525
Santa Fe,Masculino,65 a 69,2013,187,62.333333333333336,15.27210485,951.9612023166667
Santa Fe,Masculino,65 a 69,2018,157,52.333333333333336,15.27210485,799.2401538166667
Santa Fe,Masculino,70 a 74,2005,181,90.5,12.07612097,1092.888947785
Santa Fe,Masculino,70 a 74,2009,225,75,12.07612097,905.70907275
Santa Fe,Masculino,70 a 74,2013,196,65.33333333333333,12.07612097,788.9732367066666
Santa Fe,Masculino,70 a 74,2018,158,52.666666666666664,12.07612097,636.0090377533332
Santa Fe,Masculino,75 a 79,2005,237,118.5,9.29822592,1101.83977152
Santa Fe,Masculino,75 a 79,2009,214,71.33333333333333,9.29822592,663.27344896
Santa Fe,Masculino,75 a 79,2013,205,68.33333333333333,9.29822592,635.3787712
Santa Fe,Masculino,75 a 79,2018,163,54.333333333333336,9.29822592,505.20360832000006
Santa Fe,Masculino,80 y más,2005,304,152,6.782640522,1030.9613593440001
Santa Fe,Masculino,80 y más,2009,322,107.33333333333333,6.782640522,728.0034160280001
Santa Fe,Masculino,80 y más,2013,310,103.33333333333333,6.782640522,700.87285394
Santa Fe,Masculino,80 y más,2018,275,91.66666666666667,6.782640522,621.7420478500001
Santa Fe,Femenino,20 a 24,2005,1,0.5,60.40297394,30.20148697
Santa Fe,Femenino,20 a 24,2009,1,0.3333333333333333,60.40297394,20.134324646666666
Santa Fe,Femenino,20 a 24,2013,2,0.6666666666666666,60.40297394,40.26864929333333
Santa Fe,Femenino,20 a 24,2018,1,0.3333333333333333,60.40297394,20.134324646666666
Santa Fe,Femenino,25 a 29,2005,1,0.5,55.56145953,27.780729765
Santa Fe,Femenino,25 a 29,2009,2,0.6666666666666666,55.56145953,37.040973019999996
Santa Fe,Femenino,25 a 29,2013,4,1.3333333333333333,55.56145953,74.08194603999999
Santa Fe,Femenino,25 a 29,2018,1,0.3333333333333333,55.56145953,18.520486509999998
Santa Fe,Femenino,30 a 34,2005,1,0.5,50.71508748,25.35754374
Santa Fe,Femenino,30 a 34,2009,3,1,50.71508748,50.71508748
Santa Fe,Femenino,30 a 34,2013,3,1,50.71508748,50.71508748
Santa Fe,Femenino,30 a 34,2018,5,1.6666666666666667,50.71508748,84.5251458
Santa Fe,Femenino,35 a 39,2005,4,2,45.89630877,91.79261754
Santa Fe,Femenino,35 a 39,2009,10,3.3333333333333335,45.89630877,152.9876959
Santa Fe,Femenino,35 a 39,2013,7,2.3333333333333335,45.89630877,107.09138713
Santa Fe,Femenino,35 a 39,2018,4,1.3333333333333333,45.89630877,61.19507836
Santa Fe,Femenino,40 a 44,2005,4,2,41.1409978,82.2819956
Santa Fe,Femenino,40 a 44,2009,8,2.6666666666666665,41.1409978,109.70932746666666
Santa Fe,Femenino,40 a 44,2013,6,2,41.1409978,82.2819956
Santa Fe,Femenino,40 a 44,2018,8,2.6666666666666665,41.1409978,109.70932746666666
Santa Fe,Femenino,45 a 49,2005,19,9.5,36.44056423,346.185360185
Santa Fe,Femenino,45 a 49,2009,19,6.333333333333333,36.44056423,230.79024012333332
Santa Fe,Femenino,45 a 49,2013,9,3,36.44056423,109.32169268999999
Santa Fe,Femenino,45 a 49,2018,14,4.666666666666667,36.44056423,170.05596640666667
Santa Fe,Femenino,50 a 54,2005,24,12,31.84964737,382.19576844
Santa Fe,Femenino,50 a 54,2009,36,12,31.84964737,382.19576844
Santa Fe,Femenino,50 a 54,2013,21,7,31.84964737,222.94753158999998
Santa Fe,Femenino,50 a 54,2018,22,7.333333333333333,31.84964737,233.5640807133333
Santa Fe,Femenino,55 a 59,2005,54,27,27.36954671,738.97776117
Santa Fe,Femenino,55 a 59,2009,66,22,27.36954671,602.1300276200001
Santa Fe,Femenino,55 a 59,2013,43,14.333333333333334,27.36954671,392.2968361766667
Santa Fe,Femenino,55 a 59,2018,40,13.333333333333334,27.36954671,364.9272894666667
Santa Fe,Femenino,60 a 64,2005,69,34.5,23.081486,796.311267
Santa Fe,Femenino,60 a 64,2009,96,32,23.081486,738.607552
Santa Fe,Femenino,60 a 64,2013,96,32,23.081486,738.607552
Santa Fe,Femenino,60 a 64,2018,72,24,23.081486,553.9556640000001
Santa Fe,Femenino,65 a 69,2005,122,61,19.04191262,1161.55666982
Santa Fe,Femenino,65 a 69,2009,117,39,19.04191262,742.63459218
Santa Fe,Femenino,65 a 69,2013,120,40,19.04191262,761.6765048000001
Santa Fe,Femenino,65 a 69,2018,92,30.666666666666668,19.04191262,583.9519870133335
Santa Fe,Femenino,70 a 74,2005,172,86,15.22052497,1308.96514742
Santa Fe,Femenino,70 a 74,2009,163,54.333333333333336,15.22052497,826.9818567033334
Santa Fe,Femenino,70 a 74,2013,131,43.666666666666664,15.22052497,664.6295903566667
Santa Fe,Femenino,70 a 74,2018,106,35.333333333333336,15.22052497,537.7918822733334
Santa Fe,Femenino,75 a 79,2005,208,104,11.71438026,1218.29554704
Santa Fe,Femenino,75 a 79,2009,222,74,11.71438026,866.86413924
Santa Fe,Femenino,75 a 79,2013,180,60,11.71438026,702.8628156
Santa Fe,Femenino,75 a 79,2018,155,51.666666666666664,11.71438026,605.2429801
Santa Fe,Femenino,80 y más,2005,457,228.5,8.452630325,1931.4260292625
Santa Fe,Femenino,80 y más,2009,474,158,8.452630325,1335.51559135
Santa Fe,Femenino,80 y más,2013,455,151.66666666666666,8.452630325,1281.982265958333
Santa Fe,Femenino,80 y más,2018,368,122.66666666666667,8.452630325,1036.8559865333334
Santiago del Estero,Masculino,20 a 24,2005,0,0,54.65657239,0
Santiago del Estero,Masculino,20 a 24,2009,0,0,54.65657239,0
Santiago del Estero,Masculino,20 a 24,2013,0,0,54.65657239,0
Santiago del Estero,Masculino,20 a 24,2018,0,0,54.65657239,0
Santiago del Estero,Masculino,25 a 29,2005,0,0,50.0197159,0
Santiago del Estero,Masculino,25 a 29,2009,0,0,50.0197159,0
Santiago del Estero,Masculino,25 a 29,2013,1,0.3333333333333333,50.0197159,16.673238633333334
Santiago del Estero,Masculino,25 a 29,2018,1,0.3333333333333333,50.0197159,16.673238633333334
Santiago del Estero,Masculino,30 a 34,2005,0,0,45.33865014,0
Santiago del Estero,Masculino,30 a 34,2009,2,0.6666666666666666,45.33865014,30.22576676
Santiago del Estero,Masculino,30 a 34,2013,3,1,45.33865014,45.33865014
Santiago del Estero,Masculino,30 a 34,2018,0,0,45.33865014,0
Santiago del Estero,Masculino,35 a 39,2005,2,1,40.64950958,40.64950958
Santiago del Estero,Masculino,35 a 39,2009,1,0.3333333333333333,40.64950958,13.549836526666667
Santiago del Estero,Masculino,35 a 39,2013,0,0,40.64950958,0
Santiago del Estero,Masculino,35 a 39,2018,3,1,40.64950958,40.64950958
Santiago del Estero,Masculino,40 a 44,2005,5,2.5,36.01442579,90.03606447499999
Santiago del Estero,Masculino,40 a 44,2009,5,1.6666666666666667,36.01442579,60.02404298333333
Santiago del Estero,Masculino,40 a 44,2013,2,0.6666666666666666,36.01442579,24.00961719333333
Santiago del Estero,Masculino,40 a 44,2018,6,2,36.01442579,72.02885158
Santiago del Estero,Masculino,45 a 49,2005,4,2,31.42642857,62.85285714
Santiago del Estero,Masculino,45 a 49,2009,4,1.3333333333333333,31.42642857,41.901904759999994
Santiago del Estero,Masculino,45 a 49,2013,8,2.6666666666666665,31.42642857,83.80380951999999
Santiago del Estero,Masculino,45 a 49,2018,9,3,31.42642857,94.27928571
Santiago del Estero,Masculino,50 a 54,2005,7,3.5,26.99320587,94.476220545
Santiago del Estero,Masculino,50 a 54,2009,11,3.6666666666666665,26.99320587,98.97508819
Santiago del Estero,Masculino,50 a 54,2013,14,4.666666666666667,26.99320587,125.96829406
Santiago del Estero,Masculino,50 a 54,2018,10,3.3333333333333335,26.99320587,89.9773529
Santiago del Estero,Masculino,55 a 59,2005,25,12.5,22.76581336,284.57266699999997
Santiago del Estero,Masculino,55 a 59,2009,25,8.333333333333334,22.76581336,189.71511133333334
Santiago del Estero,Masculino,55 a 59,2013,16,5.333333333333333,22.76581336,121.41767125333332
Santiago del Estero,Masculino,55 a 59,2018,30,10,22.76581336,227.65813359999999
Santiago del Estero,Masculino,60 a 64,2005,16,8,18.84240221,150.73921768
Santiago del Estero,Masculino,60 a 64,2009,28,9.333333333333334,18.84240221,175.86242062666668
Santiago del Estero,Masculino,60 a 64,2013,29,9.666666666666666,18.84240221,182.1432213633333
Santiago del Estero,Masculino,60 a 64,2018,38,12.666666666666666,18.84240221,238.6704279933333
Santiago del Estero,Masculino,65 a 69,2005,29,14.5,15.27210485,221.445520325
Santiago del Estero,Masculino,65 a 69,2009,36,12,15.27210485,183.2652582
Santiago del Estero,Masculino,65 a 69,2013,16,5.333333333333333,15.27210485,81.45122586666666
Santiago del Estero,Masculino,65 a 69,2018,32,10.666666666666666,15.27210485,162.90245173333332
Santiago del Estero,Masculino,70 a 74,2005,29,14.5,12.07612097,175.103754065
Santiago del Estero,Masculino,70 a 74,2009,38,12.666666666666666,12.07612097,152.96419895333332
Santiago del Estero,Masculino,70 a 74,2013,22,7.333333333333333,12.07612097,88.55822044666667
Santiago del Estero,Masculino,70 a 74,2018,43,14.333333333333334,12.07612097,173.09106723666667
Santiago del Estero,Masculino,75 a 79,2005,25,12.5,9.29822592,116.227824
Santiago del Estero,Masculino,75 a 79,2009,29,9.666666666666666,9.29822592,89.88285056
Santiago del Estero,Masculino,75 a 79,2013,23,7.666666666666667,9.29822592,71.28639872000001
Santiago del Estero,Masculino,75 a 79,2018,25,8.333333333333334,9.29822592,77.48521600000001
Santiago del Estero,Masculino,80 y más,2005,27,13.5,6.782640522,91.565647047
Santiago del Estero,Masculino,80 y más,2009,29,9.666666666666666,6.782640522,65.565525046
Santiago del Estero,Masculino,80 y más,2013,24,8,6.782640522,54.261124176
Santiago del Estero,Masculino,80 y más,2018,39,13,6.782640522,88.17432678600001
Santiago del Estero,Femenino,20 a 24,2005,1,0.5,60.40297394,30.20148697
Santiago del Estero,Femenino,20 a 24,2009,1,0.3333333333333333,60.40297394,20.134324646666666
Santiago del Estero,Femenino,20 a 24,2013,2,0.6666666666666666,60.40297394,40.26864929333333
Santiago del Estero,Femenino,20 a 24,2018,2,0.6666666666666666,60.40297394,40.26864929333333
Santiago del Estero,Femenino,25 a 29,2005,0,0,55.56145953,0
Santiago del Estero,Femenino,25 a 29,2009,2,0.6666666666666666,55.56145953,37.040973019999996
Santiago del Estero,Femenino,25 a 29,2013,1,0.3333333333333333,55.56145953,18.520486509999998
Santiago del Estero,Femenino,25 a 29,2018,0,0,55.56145953,0
Santiago del Estero,Femenino,30 a 34,2005,0,0,50.71508748,0
Santiago del Estero,Femenino,30 a 34,2009,1,0.3333333333333333,50.71508748,16.905029159999998
Santiago del Estero,Femenino,30 a 34,2013,0,0,50.71508748,0
Santiago del Estero,Femenino,30 a 34,2018,3,1,50.71508748,50.71508748
Santiago del Estero,Femenino,35 a 39,2005,1,0.5,45.89630877,22.948154385
Santiago del Estero,Femenino,35 a 39,2009,1,0.3333333333333333,45.89630877,15.29876959
Santiago del Estero,Femenino,35 a 39,2013,1,0.3333333333333333,45.89630877,15.29876959
Santiago del Estero,Femenino,35 a 39,2018,4,1.3333333333333333,45.89630877,61.19507836
Santiago del Estero,Femenino,40 a 44,2005,1,0.5,41.1409978,20.5704989
Santiago del Estero,Femenino,40 a 44,2009,3,1,41.1409978,41.1409978
Santiago del Estero,Femenino,40 a 44,2013,3,1,41.1409978,41.1409978
Santiago del Estero,Femenino,40 a 44,2018,2,0.6666666666666666,41.1409978,27.427331866666666
Santiago del Estero,Femenino,45 a 49,2005,4,2,36.44056423,72.88112846
Santiago del Estero,Femenino,45 a 49,2009,3,1,36.44056423,36.44056423
Santiago del Estero,Femenino,45 a 49,2013,3,1,36.44056423,36.44056423
Santiago del Estero,Femenino,45 a 49,2018,5,1.6666666666666667,36.44056423,60.73427371666667
Santiago del Estero,Femenino,50 a 54,2005,7,3.5,31.84964737,111.47376579499999
Santiago del Estero,Femenino,50 a 54,2009,11,3.6666666666666665,31.84964737,116.78204035666666
Santiago del Estero,Femenino,50 a 54,2013,6,2,31.84964737,63.69929474
Santiago del Estero,Femenino,50 a 54,2018,13,4.333333333333333,31.84964737,138.01513860333333
Santiago del Estero,Femenino,55 a 59,2005,9,4.5,27.36954671,123.16296019500001
Santiago del Estero,Femenino,55 a 59,2009,20,6.666666666666667,27.36954671,182.46364473333335
Santiago del Estero,Femenino,55 a 59,2013,9,3,27.36954671,82.10864013
Santiago del Estero,Femenino,55 a 59,2018,14,4.666666666666667,27.36954671,127.72455131333335
Santiago del Estero,Femenino,60 a 64,2005,21,10.5,23.081486,242.35560300000003
Santiago del Estero,Femenino,60 a 64,2009,16,5.333333333333333,23.081486,123.10125866666667
Santiago del Estero,Femenino,60 a 64,2013,19,6.333333333333333,23.081486,146.18274466666668
Santiago del Estero,Femenino,60 a 64,2018,27,9,23.081486,207.73337400000003
Santiago del Estero,Femenino,65 a 69,2005,21,10.5,19.04191262,199.94008251000002
Santiago del Estero,Femenino,65 a 69,2009,22,7.333333333333333,19.04191262,139.64069254666668
Santiago del Estero,Femenino,65 a 69,2013,20,6.666666666666667,19.04191262,126.94608413333334
Santiago del Estero,Femenino,65 a 69,2018,25,8.333333333333334,19.04191262,158.6826051666667
Santiago del Estero,Femenino,70 a 74,2005,22,11,15.22052497,167.42577467
Santiago del Estero,Femenino,70 a 74,2009,26,8.666666666666666,15.22052497,131.91121640666665
Santiago del Estero,Femenino,70 a 74,2013,33,11,15.22052497,167.42577467
Santiago del Estero,Femenino,70 a 74,2018,44,14.666666666666666,15.22052497,223.23436622666665
Santiago del Estero,Femenino,75 a 79,2005,30,15,11.71438026,175.7157039
Santiago del Estero,Femenino,75 a 79,2009,26,8.666666666666666,11.71438026,101.52462892
Santiago del Estero,Femenino,75 a 79,2013,21,7,11.71438026,82.00066182
Santiago del Estero,Femenino,75 a 79,2018,30,10,11.71438026,117.1438026
Santiago del Estero,Femenino,80 y más,2005,43,21.5,8.452630325,181.73155198749998
Santiago del Estero,Femenino,80 y más,2009,53,17.666666666666668,8.452630325,149.32980240833334
Santiago del Estero,Femenino,80 y más,2013,37,12.333333333333334,8.452630325,104.24910734166666
Santiago del Estero,Femenino,80 y más,2018,44,14.666666666666666,8.452630325,123.97191143333332
Tucumán,Masculino,20 a 24,2005,1,0.5,54.65657239,27.328286195
Tucumán,Masculino,20 a 24,2009,2,0.6666666666666666,54.65657239,36.437714926666665
Tucumán,Masculino,20 a 24,2013,2,0.6666666666666666,54.65657239,36.437714926666665
