anio_enfr,region_deis,grupo_edad10,sexo,dm_total,dm_total_se,dm2_total,dm2_total_se,dm2_prev,dm2_prev_se,dm2_prev_cv,dm2_prev_cv_cat
2005,Centro,30 a 39,Mujer,115928,21234.19,104335.2,19110.77,0.06,0.01,0.18,Moderada
2005,Centro,30 a 39,Varón,56526,13194.76,50873.4,11875.28,0.04,0.01,0.23,Alta
2005,Centro,40 a 49,Mujer,70617,14915.08,63555.3,13423.57,0.04,0.01,0.21,Alta
2005,Centro,40 a 49,Varón,79343,19521.2,71408.7,17569.08,0.05,0.01,0.24,Alta
2005,Centro,50 a 59,Mujer,148232,24364.75,133408.8,21928.28,0.11,0.02,0.15,Moderada
2005,Centro,50 a 59,Varón,154175,24540.4,138757.5,22086.36,0.12,0.02,0.15,Moderada
2005,Centro,60 a 69,Mujer,204704,28383.04,184233.6,25544.73,0.19,0.02,0.12,Moderada
2005,Centro,60 a 69,Varón,185628,25507.76,167065.2,22956.98,0.19,0.02,0.12,Moderada
2005,Centro,70 a 79,Mujer,118188,19567.86,106369.2,17611.07,0.14,0.02,0.15,Moderada
2005,Centro,70 a 79,Varón,103746,19601.58,93371.4,17641.42,0.16,0.03,0.17,Moderada
2005,Centro,80+,Mujer,45507,11123.41,40956.3,10011.07,0.12,0.03,0.23,Alta
2005,Centro,80+,Varón,47124,15401.8,42411.6,13861.62,0.23,0.06,0.28,Alta
2005,Cuyo,30 a 39,Mujer,10132,1660.68,9118.8,1494.61,0.05,0.01,0.16,Moderada
2005,Cuyo,30 a 39,Varón,3245,915.74,2920.5,824.17,0.02,0.01,0.28,Alta
2005,Cuyo,40 a 49,Mujer,12607,1913.7,11346.3,1722.33,0.08,0.01,0.15,Moderada
2005,Cuyo,40 a 49,Varón,6383,1496.29,5744.7,1346.66,0.05,0.01,0.23,Alta
2005,Cuyo,50 a 59,Mujer,15629,2486.74,14066.1,2238.06,0.12,0.02,0.15,Moderada
2005,Cuyo,50 a 59,Varón,14805,3300.58,13324.5,2970.52,0.11,0.02,0.21,Alta
2005,Cuyo,60 a 69,Mujer,13647,2776.18,12282.3,2498.56,0.13,0.02,0.19,Moderada
2005,Cuyo,60 a 69,Varón,9072,1707.1,8164.8,1536.39,0.13,0.02,0.18,Moderada
2005,Cuyo,70 a 79,Mujer,9753,1744.73,8777.7,1570.26,0.13,0.02,0.18,Moderada
2005,Cuyo,70 a 79,Varón,9794,1961.13,8814.6,1765.02,0.22,0.04,0.18,Moderada
2005,Cuyo,80+,Mujer,4756,1474.6,4280.4,1327.14,0.17,0.05,0.28,Alta
2005,Cuyo,80+,Varón,4803,1519.47,4322.7,1367.52,0.24,0.06,0.26,Alta
2005,NEA,30 a 39,Mujer,12210,2009.67,10989,1808.7,0.06,0.01,0.16,Moderada
2005,NEA,30 a 39,Varón,4037,996.52,3633.3,896.87,0.02,0.01,0.25,Alta
2005,NEA,40 a 49,Mujer,9945,1529.06,8950.5,1376.16,0.07,0.01,0.15,Moderada
2005,NEA,40 a 49,Varón,8584,1596.64,7725.6,1436.97,0.06,0.01,0.18,Moderada
2005,NEA,50 a 59,Mujer,16206,2720.73,14585.4,2448.66,0.13,0.02,0.15,Moderada
2005,NEA,50 a 59,Varón,14999,2592.43,13499.1,2333.19,0.12,0.02,0.16,Moderada
2005,NEA,60 a 69,Mujer,15442,2267.92,13897.8,2041.12,0.2,0.03,0.13,Moderada
2005,NEA,60 a 69,Varón,8596,1587.2,7736.4,1428.48,0.15,0.03,0.17,Moderada
2005,NEA,70 a 79,Mujer,9311,1868.44,8379.9,1681.59,0.17,0.03,0.18,Moderada
2005,NEA,70 a 79,Varón,7306,1486.85,6575.4,1338.17,0.18,0.03,0.19,Moderada
2005,NEA,80+,Mujer,1498,493.87,1348.2,444.49,0.07,0.02,0.33,Muy alta
2005,NEA,80+,Varón,1519,514.28,1367.1,462.85,0.11,0.04,0.33,Muy alta
2005,NOA1,30 a 39,Mujer,11078,2454.82,9970.2,2209.34,0.05,0.01,0.21,Alta
2005,NOA1,30 a 39,Varón,1837,640.87,1653.3,576.78,0.01,0,0.35,Muy alta
2005,NOA1,40 a 49,Mujer,6543,1417.94,5888.7,1276.15,0.05,0.01,0.21,Alta
2005,NOA1,40 a 49,Varón,5308,1448.19,4777.2,1303.37,0.04,0.01,0.27,Alta
2005,NOA1,50 a 59,Mujer,13566,2438.19,12209.4,2194.37,0.1,0.02,0.17,Moderada
2005,NOA1,50 a 59,Varón,6872,1686.21,6184.8,1517.59,0.05,0.01,0.24,Alta
2005,NOA1,60 a 69,Mujer,11564,2321.53,10407.6,2089.38,0.17,0.03,0.18,Moderada
2005,NOA1,60 a 69,Varón,11872,2226.79,10684.8,2004.11,0.17,0.03,0.17,Moderada
2005,NOA1,70 a 79,Mujer,5091,1510.91,4581.9,1359.82,0.1,0.03,0.28,Alta
2005,NOA1,70 a 79,Varón,4312,1444.29,3880.8,1299.86,0.09,0.03,0.32,Muy alta
2005,NOA1,80+,Mujer,2855,1025.3,2569.5,922.77,0.11,0.04,0.35,Muy alta
2005,NOA1,80+,Varón,1967,1042.74,1770.3,938.46,0.15,0.07,0.48,Muy alta
2005,NOA2,30 a 39,Mujer,3592,736.34,3232.8,662.7,0.06,0.01,0.2,Moderada
2005,NOA2,30 a 39,Varón,2813,687.32,2531.7,618.59,0.05,0.01,0.24,Alta
2005,NOA2,40 a 49,Mujer,4128,821.62,3715.2,739.46,0.1,0.02,0.19,Moderada
2005,NOA2,40 a 49,Varón,2556,754.37,2300.4,678.93,0.06,0.02,0.28,Alta
2005,NOA2,50 a 59,Mujer,5639,1136.75,5075.1,1023.08,0.14,0.03,0.18,Moderada
2005,NOA2,50 a 59,Varón,5682,1120.01,5113.8,1008.01,0.16,0.03,0.18,Moderada
2005,NOA2,60 a 69,Mujer,4217,977.04,3795.3,879.34,0.18,0.04,0.21,Alta
2005,NOA2,60 a 69,Varón,4836,1078.4,4352.4,970.56,0.23,0.04,0.19,Moderada
2005,NOA2,70 a 79,Mujer,2371,513.46,2133.9,462.12,0.15,0.03,0.21,Alta
2005,NOA2,70 a 79,Varón,2332,617.37,2098.8,555.63,0.23,0.05,0.23,Alta
2005,NOA2,80+,Mujer,427,226.58,384.3,203.92,0.05,0.03,0.53,Muy alta
2005,NOA2,80+,Varón,352,207.22,316.8,186.5,0.07,0.04,0.58,Muy alta
2005,Patagonia Norte,30 a 39,Mujer,8515,1400.09,7663.5,1260.08,0.08,0.01,0.16,Moderada
2005,Patagonia Norte,30 a 39,Varón,2792,839.84,2512.8,755.85,0.03,0.01,0.3,Alta
2005,Patagonia Norte,40 a 49,Mujer,5930,1065.84,5337,959.26,0.09,0.02,0.17,Moderada
2005,Patagonia Norte,40 a 49,Varón,2730,918.07,2457,826.26,0.04,0.01,0.33,Muy alta
2005,Patagonia Norte,50 a 59,Mujer,7924,1266.66,7131.6,1139.99,0.13,0.02,0.15,Moderada
2005,Patagonia Norte,50 a 59,Varón,6613,1305.91,5951.7,1175.32,0.11,0.02,0.19,Moderada
