anio_enfr,codprov_censo,prov_nombre,region_deis,grupo_edad10,sexo,defun_n,defun_mean,lx,Tx,ex,AVP
2005,06,Buenos Aires,Centro,70 a 79,Mujer,1257,419,81312.23623,3089197.6009,37.991792430377735,15918.561028328271
2005,06,Buenos Aires,Centro,70 a 79,Varón,1502,500.6666666666667,68546.20957,2577191.6172,37.59787205400685,18824.00127503943
2005,06,Buenos Aires,Centro,80+,Mujer,1476,492,97889.69055,2704000.1218,27.622930531370443,13590.481821434258
2005,06,Buenos Aires,Centro,80+,Varón,916,305.3333333333333,96298.78607,2266735.9454,23.538572373615384,7187.110764743897
2005,10,Catamarca,NOA2,30 a 39,Mujer,2,0.6666666666666666,98257.61885,4983143.736,50.71508748453657,33.81005832302438
2005,10,Catamarca,NOA2,30 a 39,Varón,1,0.3333333333333333,96997.57994,4397739.3413,45.33865013972843,15.112883379909476
2005,10,Catamarca,NOA2,40 a 49,Mujer,4,1.3333333333333333,97340.83661,4492775.462499999,46.15509398692027,61.54012531589369
2005,10,Catamarca,NOA2,40 a 49,Varón,5,1.6666666666666667,95386.37498,3914498.4263,41.03833935528808,68.39723225881347
2005,10,Catamarca,NOA2,50 a 59,Mujer,20,6.666666666666667,95441.65065,4007943.3663,41.99365097946365,279.95767319642437
2005,10,Catamarca,NOA2,50 a 59,Varón,19,6.333333333333333,92417.20236,3440462.4833,37.227511712571605,235.77424084628683
2005,10,Catamarca,NOA2,60 a 69,Mujer,15,5,91170.49198,3534888.1766999997,38.772283662519285,193.8614183125964
2005,10,Catamarca,NOA2,60 a 69,Varón,23,7.666666666666667,85071.85545,2985441.5738,35.09317573959179,269.04768067020376
2005,10,Catamarca,NOA2,70 a 79,Mujer,38,12.666666666666666,81312.23623,3089197.6009,37.991792430377735,481.22937078478463
2005,10,Catamarca,NOA2,70 a 79,Varón,40,13.333333333333334,68546.20957,2577191.6172,37.59787205400685,501.30496072009134
2005,10,Catamarca,NOA2,80+,Mujer,30,10,97889.69055,2704000.1218,27.622930531370443,276.22930531370446
2005,10,Catamarca,NOA2,80+,Varón,31,10.333333333333334,96298.78607,2266735.9454,23.538572373615384,243.23191452735898
2005,14,Córdoba,Centro,30 a 39,Mujer,10,3.3333333333333335,98257.61885,4983143.736,50.71508748453657,169.0502916151219
2005,14,Córdoba,Centro,30 a 39,Varón,8,2.6666666666666665,96997.57994,4397739.3413,45.33865013972843,120.90306703927581
2005,14,Córdoba,Centro,40 a 49,Mujer,25,8.333333333333334,97340.83661,4492775.462499999,46.15509398692027,384.62578322433563
2005,14,Córdoba,Centro,40 a 49,Varón,36,12,95386.37498,3914498.4263,41.03833935528808,492.46007226345694
2005,14,Córdoba,Centro,50 a 59,Mujer,112,37.333333333333336,95441.65065,4007943.3663,41.99365097946365,1567.7629698999765
2005,14,Córdoba,Centro,50 a 59,Varón,201,67,92417.20236,3440462.4833,37.227511712571605,2494.2432847422974
2005,14,Córdoba,Centro,60 a 69,Mujer,290,96.66666666666667,91170.49198,3534888.1766999997,38.772283662519285,3747.987420710198
2005,14,Córdoba,Centro,60 a 69,Varón,406,135.33333333333334,85071.85545,2985441.5738,35.09317573959179,4749.276450091423
2005,14,Córdoba,Centro,70 a 79,Mujer,445,148.33333333333334,81312.23623,3089197.6009,37.991792430377735,5635.449210506031
2005,14,Córdoba,Centro,70 a 79,Varón,576,192,68546.20957,2577191.6172,37.59787205400685,7218.7914343693155
