anio_enfr,codprov_censo,prov_nombre,region_deis,grupo_edad10,sexo,defun_n,defun_mean,lx,Tx,ex,AVP
2005,70,San Juan,Cuyo,70 a 79,Varón,140,46.666666666666664,68546.20957,2577191.6172,37.59787205400685,1754.5673625203196
2005,70,San Juan,Cuyo,80+,Mujer,113,37.666666666666664,97889.69055,2704000.1218,27.622930531370443,1040.4637166816199
2005,70,San Juan,Cuyo,80+,Varón,80,26.666666666666668,96298.78607,2266735.9454,23.538572373615384,627.6952632964103
2005,74,San Luis,Cuyo,30 a 39,Mujer,1,0.3333333333333333,98257.61885,4983143.736,50.71508748453657,16.90502916151219
2005,74,San Luis,Cuyo,30 a 39,Varón,4,1.3333333333333333,96997.57994,4397739.3413,45.33865013972843,60.451533519637906
2005,74,San Luis,Cuyo,40 a 49,Mujer,5,1.6666666666666667,97340.83661,4492775.462499999,46.15509398692027,76.92515664486712
2005,74,San Luis,Cuyo,40 a 49,Varón,8,2.6666666666666665,95386.37498,3914498.4263,41.03833935528808,109.43557161410155
2005,74,San Luis,Cuyo,50 a 59,Mujer,17,5.666666666666667,95441.65065,4007943.3663,41.99365097946365,237.9640222169607
2005,74,San Luis,Cuyo,50 a 59,Varón,31,10.333333333333334,92417.20236,3440462.4833,37.227511712571605,384.6842876965733
2005,74,San Luis,Cuyo,60 a 69,Mujer,27,9,91170.49198,3534888.1766999997,38.772283662519285,348.95055296267356
2005,74,San Luis,Cuyo,60 a 69,Varón,46,15.333333333333334,85071.85545,2985441.5738,35.09317573959179,538.0953613404075
2005,74,San Luis,Cuyo,70 a 79,Mujer,58,19.333333333333332,81312.23623,3089197.6009,37.991792430377735,734.5079869873028
2005,74,San Luis,Cuyo,70 a 79,Varón,59,19.666666666666668,68546.20957,2577191.6172,37.59787205400685,739.4248170621347
2005,74,San Luis,Cuyo,80+,Mujer,44,14.666666666666666,97889.69055,2704000.1218,27.622930531370443,405.1363144600998
2005,74,San Luis,Cuyo,80+,Varón,34,11.333333333333334,96298.78607,2266735.9454,23.538572373615384,266.7704869009744
2005,78,Santa Cruz,Patagonia Sur,30 a 39,Mujer,0,0,98257.61885,4983143.736,50.71508748453657,0
2005,78,Santa Cruz,Patagonia Sur,30 a 39,Varón,1,0.3333333333333333,96997.57994,4397739.3413,45.33865013972843,15.112883379909476
2005,78,Santa Cruz,Patagonia Sur,40 a 49,Mujer,2,0.6666666666666666,97340.83661,4492775.462499999,46.15509398692027,30.770062657946845
2005,78,Santa Cruz,Patagonia Sur,40 a 49,Varón,1,0.3333333333333333,95386.37498,3914498.4263,41.03833935528808,13.679446451762693
2005,78,Santa Cruz,Patagonia Sur,50 a 59,Mujer,5,1.6666666666666667,95441.65065,4007943.3663,41.99365097946365,69.98941829910609
2005,78,Santa Cruz,Patagonia Sur,50 a 59,Varón,6,2,92417.20236,3440462.4833,37.227511712571605,74.45502342514321
2005,78,Santa Cruz,Patagonia Sur,60 a 69,Mujer,12,4,91170.49198,3534888.1766999997,38.772283662519285,155.08913465007714
2005,78,Santa Cruz,Patagonia Sur,60 a 69,Varón,19,6.333333333333333,85071.85545,2985441.5738,35.09317573959179,222.25677968408135
2005,78,Santa Cruz,Patagonia Sur,70 a 79,Mujer,20,6.666666666666667,81312.23623,3089197.6009,37.991792430377735,253.27861620251824
2005,78,Santa Cruz,Patagonia Sur,70 a 79,Varón,17,5.666666666666667,68546.20957,2577191.6172,37.59787205400685,213.05460830603883
2005,78,Santa Cruz,Patagonia Sur,80+,Mujer,13,4.333333333333333,97889.69055,2704000.1218,27.622930531370443,119.69936563593858
2005,78,Santa Cruz,Patagonia Sur,80+,Varón,10,3.3333333333333335,96298.78607,2266735.9454,23.538572373615384,78.46190791205129
2005,82,Santa Fe,Centro,30 a 39,Mujer,3,1,98257.61885,4983143.736,50.71508748453657,50.71508748453657
2005,82,Santa Fe,Centro,30 a 39,Varón,7,2.3333333333333335,96997.57994,4397739.3413,45.33865013972843,105.79018365936633
2005,82,Santa Fe,Centro,40 a 49,Mujer,27,9,97340.83661,4492775.462499999,46.15509398692027,415.39584588228246
2005,82,Santa Fe,Centro,40 a 49,Varón,46,15.333333333333334,95386.37498,3914498.4263,41.03833935528808,629.254536781084
2005,82,Santa Fe,Centro,50 a 59,Mujer,114,38,95441.65065,4007943.3663,41.99365097946365,1595.7587372196188
2005,82,Santa Fe,Centro,50 a 59,Varón,210,70,92417.20236,3440462.4833,37.227511712571605,2605.9258198800126
2005,82,Santa Fe,Centro,60 a 69,Mujer,308,102.66666666666667,91170.49198,3534888.1766999997,38.772283662519285,3980.6211226853134
2005,82,Santa Fe,Centro,60 a 69,Varón,505,168.33333333333334,85071.85545,2985441.5738,35.09317573959179,5907.351249497952
2005,82,Santa Fe,Centro,70 a 79,Mujer,564,188,81312.23623,3089197.6009,37.991792430377735,7142.456976911014
2005,82,Santa Fe,Centro,70 a 79,Varón,667,222.33333333333334,68546.20957,2577191.6172,37.59787205400685,8359.260220007523
2005,82,Santa Fe,Centro,80+,Mujer,677,225.66666666666666,97889.69055,2704000.1218,27.622930531370443,6233.574656579263
2005,82,Santa Fe,Centro,80+,Varón,436,145.33333333333334,96298.78607,2266735.9454,23.538572373615384,3420.939184965436
2005,86,Santiago del Estero,NOA2,30 a 39,Mujer,1,0.3333333333333333,98257.61885,4983143.736,50.71508748453657,16.90502916151219
2005,86,Santiago del Estero,NOA2,30 a 39,Varón,2,0.6666666666666666,96997.57994,4397739.3413,45.33865013972843,30.225766759818953
2005,86,Santiago del Estero,NOA2,40 a 49,Mujer,9,3,97340.83661,4492775.462499999,46.15509398692027,138.46528196076082
2005,86,Santiago del Estero,NOA2,40 a 49,Varón,11,3.6666666666666665,95386.37498,3914498.4263,41.03833935528808,150.47391096938964
2005,86,Santiago del Estero,NOA2,50 a 59,Mujer,27,9,95441.65065,4007943.3663,41.99365097946365,377.9428588151729
2005,86,Santiago del Estero,NOA2,50 a 59,Varón,44,14.666666666666666,92417.20236,3440462.4833,37.227511712571605,546.0035051177168
2005,86,Santiago del Estero,NOA2,60 a 69,Mujer,66,22,91170.49198,3534888.1766999997,38.772283662519285,852.9902405754243
2005,86,Santiago del Estero,NOA2,60 a 69,Varón,62,20.666666666666668,85071.85545,2985441.5738,35.09317573959179,725.258965284897
2005,86,Santiago del Estero,NOA2,70 a 79,Mujer,81,27,81312.23623,3089197.6009,37.991792430377735,1025.7783956201988
2005,86,Santiago del Estero,NOA2,70 a 79,Varón,71,23.666666666666668,68546.20957,2577191.6172,37.59787205400685,889.8163052781622
2005,86,Santiago del Estero,NOA2,80+,Mujer,70,23.333333333333332,97889.69055,2704000.1218,27.622930531370443,644.535045731977
2005,86,Santiago del Estero,NOA2,80+,Varón,35,11.666666666666666,96298.78607,2266735.9454,23.538572373615384,274.61667769217945
2005,90,Tucumán,NOA1,30 a 39,Mujer,4,1.3333333333333333,98257.61885,4983143.736,50.71508748453657,67.62011664604876
2005,90,Tucumán,NOA1,30 a 39,Varón,6,2,96997.57994,4397739.3413,45.33865013972843,90.67730027945686
2005,90,Tucumán,NOA1,40 a 49,Mujer,17,5.666666666666667,97340.83661,4492775.462499999,46.15509398692027,261.5455325925482
2005,90,Tucumán,NOA1,40 a 49,Varón,13,4.333333333333333,95386.37498,3914498.4263,41.03833935528808,177.832803872915
2005,90,Tucumán,NOA1,50 a 59,Mujer,58,19.333333333333332,95441.65065,4007943.3663,41.99365097946365,811.8772522696305
2005,90,Tucumán,NOA1,50 a 59,Varón,93,31,92417.20236,3440462.4833,37.227511712571605,1154.0528630897197
2005,90,Tucumán,NOA1,60 a 69,Mujer,134,44.666666666666664,91170.49198,3534888.1766999997,38.772283662519285,1731.8286702591947
2005,90,Tucumán,NOA1,60 a 69,Varón,155,51.666666666666664,85071.85545,2985441.5738,35.09317573959179,1813.1474132122426
2005,90,Tucumán,NOA1,70 a 79,Mujer,180,60,81312.23623,3089197.6009,37.991792430377735,2279.5075458226643
2005,90,Tucumán,NOA1,70 a 79,Varón,192,64,68546.20957,2577191.6172,37.59787205400685,2406.2638114564384
2005,90,Tucumán,NOA1,80+,Mujer,149,49.666666666666664,97889.69055,2704000.1218,27.622930531370443,1371.9388830580654
2005,90,Tucumán,NOA1,80+,Varón,87,29,96298.78607,2266735.9454,23.538572373615384,682.6185988348461
2005,94,Tierra del Fuego,Patagonia Sur,30 a 39,Mujer,0,0,98257.61885,4983143.736,50.71508748453657,0
2005,94,Tierra del Fuego,Patagonia Sur,30 a 39,Varón,0,0,96997.57994,4397739.3413,45.33865013972843,0
2005,94,Tierra del Fuego,Patagonia Sur,40 a 49,Mujer,1,0.3333333333333333,97340.83661,4492775.462499999,46.15509398692027,15.385031328973422
2005,94,Tierra del Fuego,Patagonia Sur,40 a 49,Varón,1,0.3333333333333333,95386.37498,3914498.4263,41.03833935528808,13.679446451762693
2005,94,Tierra del Fuego,Patagonia Sur,50 a 59,Mujer,2,0.6666666666666666,95441.65065,4007943.3663,41.99365097946365,27.995767319642432
2005,94,Tierra del Fuego,Patagonia Sur,50 a 59,Varón,2,0.6666666666666666,92417.20236,3440462.4833,37.227511712571605,24.818341141714402
2005,94,Tierra del Fuego,Patagonia Sur,60 a 69,Mujer,3,1,91170.49198,3534888.1766999997,38.772283662519285,38.772283662519285
2005,94,Tierra del Fuego,Patagonia Sur,60 a 69,Varón,2,0.6666666666666666,85071.85545,2985441.5738,35.09317573959179,23.395450493061194
2005,94,Tierra del Fuego,Patagonia Sur,70 a 79,Mujer,9,3,81312.23623,3089197.6009,37.991792430377735,113.97537729113321
2005,94,Tierra del Fuego,Patagonia Sur,70 a 79,Varón,7,2.3333333333333335,68546.20957,2577191.6172,37.59787205400685,87.728368126016
2005,94,Tierra del Fuego,Patagonia Sur,80+,Mujer,4,1.3333333333333333,97889.69055,2704000.1218,27.622930531370443,36.830574041827255
2005,94,Tierra del Fuego,Patagonia Sur,80+,Varón,2,0.6666666666666666,96298.78607,2266735.9454,23.538572373615384,15.692381582410256
2009,02,CABA,Centro,30 a 39,Mujer,7,2.3333333333333335,98257.61885,4983143.736,50.71508748453657,118.33520413058534
2009,02,CABA,Centro,30 a 39,Varón,3,1,96997.57994,4397739.3413,45.33865013972843,45.33865013972843
2009,02,CABA,Centro,40 a 49,Mujer,7,2.3333333333333335,97340.83661,4492775.462499999,46.15509398692027,107.69521930281397
2009,02,CABA,Centro,40 a 49,Varón,7,2.3333333333333335,95386.37498,3914498.4263,41.03833935528808,95.75612516233886
2009,02,CABA,Centro,50 a 59,Mujer,17,5.666666666666667,95441.65065,4007943.3663,41.99365097946365,237.9640222169607
2009,02,CABA,Centro,50 a 59,Varón,28,9.333333333333334,92417.20236,3440462.4833,37.227511712571605,347.4567759840017
2009,02,CABA,Centro,60 a 69,Mujer,56,18.666666666666668,91170.49198,3534888.1766999997,38.772283662519285,723.7492950336933
2009,02,CABA,Centro,60 a 69,Varón,74,24.666666666666668,85071.85545,2985441.5738,35.09317573959179,865.6316682432642
2009,02,CABA,Centro,70 a 79,Mujer,107,35.666666666666664,81312.23623,3089197.6009,37.991792430377735,1355.0405966834726
2009,02,CABA,Centro,70 a 79,Varón,126,42,68546.20957,2577191.6172,37.59787205400685,1579.1106262682877
2009,02,CABA,Centro,80+,Mujer,231,77,97889.69055,2704000.1218,27.622930531370443,2126.9656509155243
2009,02,CABA,Centro,80+,Varón,146,48.666666666666664,96298.78607,2266735.9454,23.538572373615384,1145.5438555159487
2009,06,Buenos Aires,Centro,30 a 39,Mujer,42,14,98257.61885,4983143.736,50.71508748453657,710.0112247835119
2009,06,Buenos Aires,Centro,30 a 39,Varón,44,14.666666666666666,96997.57994,4397739.3413,45.33865013972843,664.966868716017
2009,06,Buenos Aires,Centro,40 a 49,Mujer,83,27.666666666666668,97340.83661,4492775.462499999,46.15509398692027,1276.9576003047941
2009,06,Buenos Aires,Centro,40 a 49,Varón,93,31,95386.37498,3914498.4263,41.03833935528808,1272.1885200139304
2009,06,Buenos Aires,Centro,50 a 59,Mujer,276,92,95441.65065,4007943.3663,41.99365097946365,3863.415890110656
2009,06,Buenos Aires,Centro,50 a 59,Varón,449,149.66666666666666,92417.20236,3440462.4833,37.227511712571605,5571.717586314883
2009,06,Buenos Aires,Centro,60 a 69,Mujer,569,189.66666666666666,91170.49198,3534888.1766999997,38.772283662519285,7353.809801324491
2009,06,Buenos Aires,Centro,60 a 69,Varón,841,280.3333333333333,85071.85545,2985441.5738,35.09317573959179,9837.786932332232
2009,06,Buenos Aires,Centro,70 a 79,Mujer,1007,335.6666666666667,81312.23623,3089197.6009,37.991792430377735,12752.578325796794
2009,06,Buenos Aires,Centro,70 a 79,Varón,1192,397.3333333333333,68546.20957,2577191.6172,37.59787205400685,14938.887829458721
2009,06,Buenos Aires,Centro,80+,Mujer,1381,460.3333333333333,97889.69055,2704000.1218,27.622930531370443,12715.75568794086
2009,06,Buenos Aires,Centro,80+,Varón,840,280,96298.78607,2266735.9454,23.538572373615384,6590.800264612308
2009,10,Catamarca,NOA2,30 a 39,Mujer,1,0.3333333333333333,98257.61885,4983143.736,50.71508748453657,16.90502916151219
2009,10,Catamarca,NOA2,30 a 39,Varón,0,0,96997.57994,4397739.3413,45.33865013972843,0
2009,10,Catamarca,NOA2,40 a 49,Mujer,0,0,97340.83661,4492775.462499999,46.15509398692027,0
2009,10,Catamarca,NOA2,40 a 49,Varón,4,1.3333333333333333,95386.37498,3914498.4263,41.03833935528808,54.717785807050774
2009,10,Catamarca,NOA2,50 a 59,Mujer,12,4,95441.65065,4007943.3663,41.99365097946365,167.9746039178546
2009,10,Catamarca,NOA2,50 a 59,Varón,16,5.333333333333333,92417.20236,3440462.4833,37.227511712571605,198.54672913371522
2009,10,Catamarca,NOA2,60 a 69,Mujer,20,6.666666666666667,91170.49198,3534888.1766999997,38.772283662519285,258.4818910834619
2009,10,Catamarca,NOA2,60 a 69,Varón,35,11.666666666666666,85071.85545,2985441.5738,35.09317573959179,409.4203836285709
2009,10,Catamarca,NOA2,70 a 79,Mujer,32,10.666666666666666,81312.23623,3089197.6009,37.991792430377735,405.2457859240292
2009,10,Catamarca,NOA2,70 a 79,Varón,34,11.333333333333334,68546.20957,2577191.6172,37.59787205400685,426.10921661207766
2009,10,Catamarca,NOA2,80+,Mujer,24,8,97889.69055,2704000.1218,27.622930531370443,220.98344425096354
2009,10,Catamarca,NOA2,80+,Varón,16,5.333333333333333,96298.78607,2266735.9454,23.538572373615384,125.53905265928205
2009,14,Córdoba,Centro,30 a 39,Mujer,7,2.3333333333333335,98257.61885,4983143.736,50.71508748453657,118.33520413058534
2009,14,Córdoba,Centro,30 a 39,Varón,6,2,96997.57994,4397739.3413,45.33865013972843,90.67730027945686
2009,14,Córdoba,Centro,40 a 49,Mujer,22,7.333333333333333,97340.83661,4492775.462499999,46.15509398692027,338.4706892374153
2009,14,Córdoba,Centro,40 a 49,Varón,32,10.666666666666666,95386.37498,3914498.4263,41.03833935528808,437.7422864564062
2009,14,Córdoba,Centro,50 a 59,Mujer,99,33,95441.65065,4007943.3663,41.99365097946365,1385.7904823223005
2009,14,Córdoba,Centro,50 a 59,Varón,147,49,92417.20236,3440462.4833,37.227511712571605,1824.1480739160086
2009,14,Córdoba,Centro,60 a 69,Mujer,219,73,91170.49198,3534888.1766999997,38.772283662519285,2830.376707363908
2009,14,Córdoba,Centro,60 a 69,Varón,313,104.33333333333333,85071.85545,2985441.5738,35.09317573959179,3661.388002164077
2009,14,Córdoba,Centro,70 a 79,Mujer,306,102,81312.23623,3089197.6009,37.991792430377735,3875.162827898529
2009,14,Córdoba,Centro,70 a 79,Varón,381,127,68546.20957,2577191.6172,37.59787205400685,4774.92975085887
2009,14,Córdoba,Centro,80+,Mujer,352,117.33333333333333,97889.69055,2704000.1218,27.622930531370443,3241.0905156807985
2009,14,Córdoba,Centro,80+,Varón,246,82,96298.78607,2266735.9454,23.538572373615384,1930.1629346364616
2009,18,Corrientes,NEA,30 a 39,Mujer,0,0,98257.61885,4983143.736,50.71508748453657,0
2009,18,Corrientes,NEA,30 a 39,Varón,2,0.6666666666666666,96997.57994,4397739.3413,45.33865013972843,30.225766759818953
2009,18,Corrientes,NEA,40 a 49,Mujer,13,4.333333333333333,97340.83661,4492775.462499999,46.15509398692027,200.0054072766545
2009,18,Corrientes,NEA,40 a 49,Varón,10,3.3333333333333335,95386.37498,3914498.4263,41.03833935528808,136.79446451762695
2009,18,Corrientes,NEA,50 a 59,Mujer,22,7.333333333333333,95441.65065,4007943.3663,41.99365097946365,307.9534405160668
2009,18,Corrientes,NEA,50 a 59,Varón,35,11.666666666666666,92417.20236,3440462.4833,37.227511712571605,434.320969980002
2009,18,Corrientes,NEA,60 a 69,Mujer,68,22.666666666666668,91170.49198,3534888.1766999997,38.772283662519285,878.8384296837705
2009,18,Corrientes,NEA,60 a 69,Varón,76,25.333333333333332,85071.85545,2985441.5738,35.09317573959179,889.0271187363254
2009,18,Corrientes,NEA,70 a 79,Mujer,103,34.333333333333336,81312.23623,3089197.6009,37.991792430377735,1304.384873442969
2009,18,Corrientes,NEA,70 a 79,Varón,84,28,68546.20957,2577191.6172,37.59787205400685,1052.7404175121917
2009,18,Corrientes,NEA,80+,Mujer,105,35,97889.69055,2704000.1218,27.622930531370443,966.8025685979655
2009,18,Corrientes,NEA,80+,Varón,51,17,96298.78607,2266735.9454,23.538572373615384,400.15573035146156
2009,22,Chaco,NEA,30 a 39,Mujer,6,2,98257.61885,4983143.736,50.71508748453657,101.43017496907314
2009,22,Chaco,NEA,30 a 39,Varón,2,0.6666666666666666,96997.57994,4397739.3413,45.33865013972843,30.225766759818953
2009,22,Chaco,NEA,40 a 49,Mujer,9,3,97340.83661,4492775.462499999,46.15509398692027,138.46528196076082
2009,22,Chaco,NEA,40 a 49,Varón,11,3.6666666666666665,95386.37498,3914498.4263,41.03833935528808,150.47391096938964
2009,22,Chaco,NEA,50 a 59,Mujer,44,14.666666666666666,95441.65065,4007943.3663,41.99365097946365,615.9068810321336
2009,22,Chaco,NEA,50 a 59,Varón,54,18,92417.20236,3440462.4833,37.227511712571605,670.0952108262888
2009,22,Chaco,NEA,60 a 69,Mujer,62,20.666666666666668,91170.49198,3534888.1766999997,38.772283662519285,801.293862358732
2009,22,Chaco,NEA,60 a 69,Varón,86,28.666666666666668,85071.85545,2985441.5738,35.09317573959179,1006.0043712016314
2009,22,Chaco,NEA,70 a 79,Mujer,112,37.333333333333336,81312.23623,3089197.6009,37.991792430377735,1418.3602507341022
2009,22,Chaco,NEA,70 a 79,Varón,99,33,68546.20957,2577191.6172,37.59787205400685,1240.729777782226
2009,22,Chaco,NEA,80+,Mujer,90,30,97889.69055,2704000.1218,27.622930531370443,828.6879159411133
2009,22,Chaco,NEA,80+,Varón,28,9.333333333333334,96298.78607,2266735.9454,23.538572373615384,219.6933421537436
2009,26,Chubut,Patagonia Sur,30 a 39,Mujer,1,0.3333333333333333,98257.61885,4983143.736,50.71508748453657,16.90502916151219
2009,26,Chubut,Patagonia Sur,30 a 39,Varón,1,0.3333333333333333,96997.57994,4397739.3413,45.33865013972843,15.112883379909476
2009,26,Chubut,Patagonia Sur,40 a 49,Mujer,3,1,97340.83661,4492775.462499999,46.15509398692027,46.15509398692027
2009,26,Chubut,Patagonia Sur,40 a 49,Varón,5,1.6666666666666667,95386.37498,3914498.4263,41.03833935528808,68.39723225881347
2009,26,Chubut,Patagonia Sur,50 a 59,Mujer,9,3,95441.65065,4007943.3663,41.99365097946365,125.98095293839096
2009,26,Chubut,Patagonia Sur,50 a 59,Varón,13,4.333333333333333,92417.20236,3440462.4833,37.227511712571605,161.3192174211436
2009,26,Chubut,Patagonia Sur,60 a 69,Mujer,16,5.333333333333333,91170.49198,3534888.1766999997,38.772283662519285,206.78551286676952
2009,26,Chubut,Patagonia Sur,60 a 69,Varón,27,9,85071.85545,2985441.5738,35.09317573959179,315.83858165632614
2009,26,Chubut,Patagonia Sur,70 a 79,Mujer,30,10,81312.23623,3089197.6009,37.991792430377735,379.91792430377734
2009,26,Chubut,Patagonia Sur,70 a 79,Varón,49,16.333333333333332,68546.20957,2577191.6172,37.59787205400685,614.0985768821118
2009,26,Chubut,Patagonia Sur,80+,Mujer,40,13.333333333333334,97889.69055,2704000.1218,27.622930531370443,368.3057404182726
2009,26,Chubut,Patagonia Sur,80+,Varón,23,7.666666666666667,96298.78607,2266735.9454,23.538572373615384,180.46238819771796
2009,30,Entre Ríos,Centro,30 a 39,Mujer,4,1.3333333333333333,98257.61885,4983143.736,50.71508748453657,67.62011664604876
2009,30,Entre Ríos,Centro,30 a 39,Varón,0,0,96997.57994,4397739.3413,45.33865013972843,0
2009,30,Entre Ríos,Centro,40 a 49,Mujer,7,2.3333333333333335,97340.83661,4492775.462499999,46.15509398692027,107.69521930281397
2009,30,Entre Ríos,Centro,40 a 49,Varón,8,2.6666666666666665,95386.37498,3914498.4263,41.03833935528808,109.43557161410155
2009,30,Entre Ríos,Centro,50 a 59,Mujer,22,7.333333333333333,95441.65065,4007943.3663,41.99365097946365,307.9534405160668
2009,30,Entre Ríos,Centro,50 a 59,Varón,38,12.666666666666666,92417.20236,3440462.4833,37.227511712571605,471.54848169257366
2009,30,Entre Ríos,Centro,60 a 69,Mujer,64,21.333333333333332,91170.49198,3534888.1766999997,38.772283662519285,827.1420514670781
2009,30,Entre Ríos,Centro,60 a 69,Varón,91,30.333333333333332,85071.85545,2985441.5738,35.09317573959179,1064.4929974342842
2009,30,Entre Ríos,Centro,70 a 79,Mujer,119,39.666666666666664,81312.23623,3089197.6009,37.991792430377735,1507.0077664049834
2009,30,Entre Ríos,Centro,70 a 79,Varón,112,37.333333333333336,68546.20957,2577191.6172,37.59787205400685,1403.653890016256
2009,30,Entre Ríos,Centro,80+,Mujer,134,44.666666666666664,97889.69055,2704000.1218,27.622930531370443,1233.824230401213
2009,30,Entre Ríos,Centro,80+,Varón,80,26.666666666666668,96298.78607,2266735.9454,23.538572373615384,627.6952632964103
2009,34,Formosa,NEA,30 a 39,Mujer,3,1,98257.61885,4983143.736,50.71508748453657,50.71508748453657
2009,34,Formosa,NEA,30 a 39,Varón,1,0.3333333333333333,96997.57994,4397739.3413,45.33865013972843,15.112883379909476
2009,34,Formosa,NEA,40 a 49,Mujer,17,5.666666666666667,97340.83661,4492775.462499999,46.15509398692027,261.5455325925482
2009,34,Formosa,NEA,40 a 49,Varón,10,3.3333333333333335,95386.37498,3914498.4263,41.03833935528808,136.79446451762695
2009,34,Formosa,NEA,50 a 59,Mujer,32,10.666666666666666,95441.65065,4007943.3663,41.99365097946365,447.9322771142789
2009,34,Formosa,NEA,50 a 59,Varón,26,8.666666666666666,92417.20236,3440462.4833,37.227511712571605,322.6384348422872
2009,34,Formosa,NEA,60 a 69,Mujer,65,21.666666666666668,91170.49198,3534888.1766999997,38.772283662519285,840.0661460212513
2009,34,Formosa,NEA,60 a 69,Varón,70,23.333333333333332,85071.85545,2985441.5738,35.09317573959179,818.8407672571418
2009,34,Formosa,NEA,70 a 79,Mujer,72,24,81312.23623,3089197.6009,37.991792430377735,911.8030183290657
2009,34,Formosa,NEA,70 a 79,Varón,62,20.666666666666668,68546.20957,2577191.6172,37.59787205400685,777.0226891161416
2009,34,Formosa,NEA,80+,Mujer,74,24.666666666666668,97889.69055,2704000.1218,27.622930531370443,681.3656197738043
2009,34,Formosa,NEA,80+,Varón,40,13.333333333333334,96298.78607,2266735.9454,23.538572373615384,313.84763164820515
2009,38,Jujuy,NOA1,30 a 39,Mujer,0,0,98257.61885,4983143.736,50.71508748453657,0
2009,38,Jujuy,NOA1,30 a 39,Varón,2,0.6666666666666666,96997.57994,4397739.3413,45.33865013972843,30.225766759818953
2009,38,Jujuy,NOA1,40 a 49,Mujer,2,0.6666666666666666,97340.83661,4492775.462499999,46.15509398692027,30.770062657946845
2009,38,Jujuy,NOA1,40 a 49,Varón,7,2.3333333333333335,95386.37498,3914498.4263,41.03833935528808,95.75612516233886
2009,38,Jujuy,NOA1,50 a 59,Mujer,18,6,95441.65065,4007943.3663,41.99365097946365,251.9619058767819
2009,38,Jujuy,NOA1,50 a 59,Varón,28,9.333333333333334,92417.20236,3440462.4833,37.227511712571605,347.4567759840017
2009,38,Jujuy,NOA1,60 a 69,Mujer,32,10.666666666666666,91170.49198,3534888.1766999997,38.772283662519285,413.57102573353905
2009,38,Jujuy,NOA1,60 a 69,Varón,53,17.666666666666668,85071.85545,2985441.5738,35.09317573959179,619.9794380661217
2009,38,Jujuy,NOA1,70 a 79,Mujer,36,12,81312.23623,3089197.6009,37.991792430377735,455.90150916453285
2009,38,Jujuy,NOA1,70 a 79,Varón,50,16.666666666666668,68546.20957,2577191.6172,37.59787205400685,626.6312009001142
2009,38,Jujuy,NOA1,80+,Mujer,29,9.666666666666666,97889.69055,2704000.1218,27.622930531370443,267.0216618032476
2009,38,Jujuy,NOA1,80+,Varón,22,7.333333333333333,96298.78607,2266735.9454,23.538572373615384,172.6161974065128
2009,42,La Pampa,Patagonia Norte,30 a 39,Mujer,0,0,98257.61885,4983143.736,50.71508748453657,0
2009,42,La Pampa,Patagonia Norte,30 a 39,Varón,0,0,96997.57994,4397739.3413,45.33865013972843,0
2009,42,La Pampa,Patagonia Norte,40 a 49,Mujer,0,0,97340.83661,4492775.462499999,46.15509398692027,0
2009,42,La Pampa,Patagonia Norte,40 a 49,Varón,2,0.6666666666666666,95386.37498,3914498.4263,41.03833935528808,27.358892903525387
2009,42,La Pampa,Patagonia Norte,50 a 59,Mujer,6,2,95441.65065,4007943.3663,41.99365097946365,83.9873019589273
2009,42,La Pampa,Patagonia Norte,50 a 59,Varón,10,3.3333333333333335,92417.20236,3440462.4833,37.227511712571605,124.09170570857202
2009,42,La Pampa,Patagonia Norte,60 a 69,Mujer,12,4,91170.49198,3534888.1766999997,38.772283662519285,155.08913465007714
2009,42,La Pampa,Patagonia Norte,60 a 69,Varón,14,4.666666666666667,85071.85545,2985441.5738,35.09317573959179,163.7681534514284
2009,42,La Pampa,Patagonia Norte,70 a 79,Mujer,13,4.333333333333333,81312.23623,3089197.6009,37.991792430377735,164.63110053163683
2009,42,La Pampa,Patagonia Norte,70 a 79,Varón,25,8.333333333333334,68546.20957,2577191.6172,37.59787205400685,313.3156004500571
2009,42,La Pampa,Patagonia Norte,80+,Mujer,24,8,97889.69055,2704000.1218,27.622930531370443,220.98344425096354
2009,42,La Pampa,Patagonia Norte,80+,Varón,15,5,96298.78607,2266735.9454,23.538572373615384,117.69286186807692
2009,46,La Rioja,Cuyo,30 a 39,Mujer,0,0,98257.61885,4983143.736,50.71508748453657,0
2009,46,La Rioja,Cuyo,30 a 39,Varón,2,0.6666666666666666,96997.57994,4397739.3413,45.33865013972843,30.225766759818953
2009,46,La Rioja,Cuyo,40 a 49,Mujer,1,0.3333333333333333,97340.83661,4492775.462499999,46.15509398692027,15.385031328973422
2009,46,La Rioja,Cuyo,40 a 49,Varón,8,2.6666666666666665,95386.37498,3914498.4263,41.03833935528808,109.43557161410155
2009,46,La Rioja,Cuyo,50 a 59,Mujer,12,4,95441.65065,4007943.3663,41.99365097946365,167.9746039178546
2009,46,La Rioja,Cuyo,50 a 59,Varón,13,4.333333333333333,92417.20236,3440462.4833,37.227511712571605,161.3192174211436
2009,46,La Rioja,Cuyo,60 a 69,Mujer,19,6.333333333333333,91170.49198,3534888.1766999997,38.772283662519285,245.5577965292888
2009,46,La Rioja,Cuyo,60 a 69,Varón,31,10.333333333333334,85071.85545,2985441.5738,35.09317573959179,362.6294826424485
2009,46,La Rioja,Cuyo,70 a 79,Mujer,21,7,81312.23623,3089197.6009,37.991792430377735,265.9425470126441
