anio_enfr,region_deis,grupo_edad10,sexo,defun_n,defun_mean,lx,nLx,ndx,nMx,nqx,Tx,ex,AVP
2005,NOA2,30 a 39,Varón,3,0.5,96997.57994,483240.915,698.7938737,0.001446057,0.00720424,4397739.3413,45.33865013972843,22.669325069864215
2005,NOA2,40 a 49,Mujer,13,2.1666666666666665,97340.83661,484832.09620000003,748.8347317,0.001544524,0.007692914,4492775.462499999,46.15509398692027,100.00270363832725
2005,NOA2,40 a 49,Varón,16,2.6666666666666665,95386.37498,474035.943,1158.372781,0.0024436390000000005,0.012144007,3914498.4263,41.03833935528808,109.43557161410155
2005,NOA2,50 a 59,Mujer,47,7.833333333333333,95441.65065,473055.1896,1661.225453,0.003511695,0.017405665999999997,4007943.3663,41.99365097946365,328.9502660057986
2005,NOA2,50 a 59,Varón,63,10.5,92417.20236,455020.9095,2826.040916,0.006210794,0.030579165,3440462.4833,37.227511712571605,390.88887298200183
2005,NOA2,60 a 69,Mujer,81,13.5,91170.49198,445690.5758,4064.753633,0.009120125,0.044584092,3534888.1766999997,38.772283662519285,523.4258294440103
2005,NOA2,60 a 69,Varón,85,14.166666666666666,85071.85545,408249.9566,6843.728265,0.016763574,0.080446444,2985441.5738,35.09317573959179,497.1533229775504
2005,NOA2,70 a 79,Mujer,119,19.833333333333332,81312.23623,385197.4791,8545.480834,0.022184675,0.10509464800000001,3089197.6009,37.991792430377735,753.5038832024917
2005,NOA2,70 a 79,Varón,111,18.5,68546.20957,310455.6718,12910.15042,0.041584521,0.188342295,2577191.6172,37.59787205400685,695.5606329991267
2005,NOA2,80+,Mujer,100,16.666666666666668,97889.69055,2704000.1218,82869.3959018,0.280921026,1.540407799,2704000.1218,27.622930531370443,460.3821755228407
2005,NOA2,80+,Varón,66,11,96298.78607,2266735.9454,72560.4936879,0.409304074,1.873138098,2266735.9454,23.538572373615384,258.9242961097692
2005,Patagonia Norte,30 a 39,Mujer,2,0.2222222222222222,98257.61885,490368.2735,367.9282986,7.5031e-4,0.003744527,4983143.736,50.71508748453657,11.270019441008126
2005,Patagonia Norte,30 a 39,Varón,1,0.1111111111111111,96997.57994,483240.915,698.7938737,0.001446057,0.00720424,4397739.3413,45.33865013972843,5.037627793303159
2005,Patagonia Norte,40 a 49,Mujer,10,1.1111111111111112,97340.83661,484832.09620000003,748.8347317,0.001544524,0.007692914,4492775.462499999,46.15509398692027,51.28343776324475
2005,Patagonia Norte,40 a 49,Varón,12,1.3333333333333333,95386.37498,474035.943,1158.372781,0.0024436390000000005,0.012144007,3914498.4263,41.03833935528808,54.717785807050774
2005,Patagonia Norte,50 a 59,Mujer,34,3.7777777777777777,95441.65065,473055.1896,1661.225453,0.003511695,0.017405665999999997,4007943.3663,41.99365097946365,158.64268147797378
2005,Patagonia Norte,50 a 59,Varón,48,5.333333333333333,92417.20236,455020.9095,2826.040916,0.006210794,0.030579165,3440462.4833,37.227511712571605,198.54672913371522
2005,Patagonia Norte,60 a 69,Mujer,67,7.444444444444445,91170.49198,445690.5758,4064.753633,0.009120125,0.044584092,3534888.1766999997,38.772283662519285,288.6381117098658
2005,Patagonia Norte,60 a 69,Varón,107,11.88888888888889,85071.85545,408249.9566,6843.728265,0.016763574,0.080446444,2985441.5738,35.09317573959179,417.218867126258
2005,Patagonia Norte,70 a 79,Mujer,115,12.777777777777779,81312.23623,385197.4791,8545.480834,0.022184675,0.10509464800000001,3089197.6009,37.991792430377735,485.45068105482665
2005,Patagonia Norte,70 a 79,Varón,163,18.11111111111111,68546.20957,310455.6718,12910.15042,0.041584521,0.188342295,2577191.6172,37.59787205400685,680.9392383114574
2005,Patagonia Norte,80+,Mujer,148,16.444444444444443,97889.69055,2704000.1218,82869.3959018,0.280921026,1.540407799,2704000.1218,27.622930531370443,454.2437465158695
2005,Patagonia Norte,80+,Varón,78,8.666666666666666,96298.78607,2266735.9454,72560.4936879,0.409304074,1.873138098,2266735.9454,23.538572373615384,204.0009605713333
2005,Patagonia Sur,30 a 39,Mujer,2,0.2222222222222222,98257.61885,490368.2735,367.9282986,7.5031e-4,0.003744527,4983143.736,50.71508748453657,11.270019441008126
2005,Patagonia Sur,30 a 39,Varón,3,0.3333333333333333,96997.57994,483240.915,698.7938737,0.001446057,0.00720424,4397739.3413,45.33865013972843,15.112883379909476
2005,Patagonia Sur,40 a 49,Mujer,4,0.4444444444444444,97340.83661,484832.09620000003,748.8347317,0.001544524,0.007692914,4492775.462499999,46.15509398692027,20.513375105297897
2005,Patagonia Sur,40 a 49,Varón,4,0.4444444444444444,95386.37498,474035.943,1158.372781,0.0024436390000000005,0.012144007,3914498.4263,41.03833935528808,18.23926193568359
2005,Patagonia Sur,50 a 59,Mujer,15,1.6666666666666667,95441.65065,473055.1896,1661.225453,0.003511695,0.017405665999999997,4007943.3663,41.99365097946365,69.98941829910609
2005,Patagonia Sur,50 a 59,Varón,25,2.7777777777777777,92417.20236,455020.9095,2826.040916,0.006210794,0.030579165,3440462.4833,37.227511712571605,103.40975475714335
2005,Patagonia Sur,60 a 69,Mujer,35,3.888888888888889,91170.49198,445690.5758,4064.753633,0.009120125,0.044584092,3534888.1766999997,38.772283662519285,150.78110313201944
2005,Patagonia Sur,60 a 69,Varón,49,5.444444444444445,85071.85545,408249.9566,6843.728265,0.016763574,0.080446444,2985441.5738,35.09317573959179,191.0628456933331
2005,Patagonia Sur,70 a 79,Mujer,50,5.555555555555555,81312.23623,385197.4791,8545.480834,0.022184675,0.10509464800000001,3089197.6009,37.991792430377735,211.06551350209853
2005,Patagonia Sur,70 a 79,Varón,59,6.555555555555555,68546.20957,310455.6718,12910.15042,0.041584521,0.188342295,2577191.6172,37.59787205400685,246.47493902071156
2005,Patagonia Sur,80+,Mujer,44,4.888888888888889,97889.69055,2704000.1218,82869.3959018,0.280921026,1.540407799,2704000.1218,27.622930531370443,135.04543815336663
2005,Patagonia Sur,80+,Varón,27,3,96298.78607,2266735.9454,72560.4936879,0.409304074,1.873138098,2266735.9454,23.538572373615384,70.61571712084616
2009,Centro,30 a 39,Mujer,70,4.666666666666667,98257.61885,490368.2735,367.9282986,7.5031e-4,0.003744527,4983143.736,50.71508748453657,236.67040826117068
2009,Centro,30 a 39,Varón,58,3.8666666666666667,96997.57994,483240.915,698.7938737,0.001446057,0.00720424,4397739.3413,45.33865013972843,175.30944720694993
2009,Centro,40 a 49,Mujer,145,9.666666666666666,97340.83661,484832.09620000003,748.8347317,0.001544524,0.007692914,4492775.462499999,46.15509398692027,446.1659085402293
2009,Centro,40 a 49,Varón,176,11.733333333333333,95386.37498,474035.943,1158.372781,0.0024436390000000005,0.012144007,3914498.4263,41.03833935528808,481.51651510204675
2009,Centro,50 a 59,Mujer,511,34.06666666666667,95441.65065,473055.1896,1661.225453,0.003511695,0.017405665999999997,4007943.3663,41.99365097946365,1430.5837100337285
2009,Centro,50 a 59,Varón,782,52.13333333333333,92417.20236,455020.9095,2826.040916,0.006210794,0.030579165,3440462.4833,37.227511712571605,1940.7942772820663
2009,Centro,60 a 69,Mujer,1110,74,91170.49198,445690.5758,4064.753633,0.009120125,0.044584092,3534888.1766999997,38.772283662519285,2869.148991026427
2009,Centro,60 a 69,Varón,1633,108.86666666666666,85071.85545,408249.9566,6843.728265,0.016763574,0.080446444,2985441.5738,35.09317573959179,3820.4770655168927
2009,Centro,70 a 79,Mujer,1889,125.93333333333334,81312.23623,385197.4791,8545.480834,0.022184675,0.10509464800000001,3089197.6009,37.991792430377735,4784.433060065569
2009,Centro,70 a 79,Varón,2231,148.73333333333332,68546.20957,310455.6718,12910.15042,0.041584521,0.188342295,2577191.6172,37.59787205400685,5592.0568368326185
2009,Centro,80+,Mujer,2550,170,97889.69055,2704000.1218,82869.3959018,0.280921026,1.540407799,2704000.1218,27.622930531370443,4695.898190332975
2009,Centro,80+,Varón,1622,108.13333333333334,96298.78607,2266735.9454,72560.4936879,0.409304074,1.873138098,2266735.9454,23.538572373615384,2545.3042926669436
2009,Cuyo,30 a 39,Mujer,9,0.75,98257.61885,490368.2735,367.9282986,7.5031e-4,0.003744527,4983143.736,50.71508748453657,38.03631561340242
2009,Cuyo,30 a 39,Varón,10,0.8333333333333334,96997.57994,483240.915,698.7938737,0.001446057,0.00720424,4397739.3413,45.33865013972843,37.78220844977369
2009,Cuyo,40 a 49,Mujer,29,2.4166666666666665,97340.83661,484832.09620000003,748.8347317,0.001544524,0.007692914,4492775.462499999,46.15509398692027,111.54147713505732
2009,Cuyo,40 a 49,Varón,46,3.8333333333333335,95386.37498,474035.943,1158.372781,0.0024436390000000005,0.012144007,3914498.4263,41.03833935528808,157.313634195271
2009,Cuyo,50 a 59,Mujer,125,10.416666666666666,95441.65065,473055.1896,1661.225453,0.003511695,0.017405665999999997,4007943.3663,41.99365097946365,437.433864369413
2009,Cuyo,50 a 59,Varón,200,16.666666666666668,92417.20236,455020.9095,2826.040916,0.006210794,0.030579165,3440462.4833,37.227511712571605,620.4585285428601
2009,Cuyo,60 a 69,Mujer,373,31.083333333333332,91170.49198,445690.5758,4064.753633,0.009120125,0.044584092,3534888.1766999997,38.772283662519285,1205.171817176641
2009,Cuyo,60 a 69,Varón,529,44.083333333333336,85071.85545,408249.9566,6843.728265,0.016763574,0.080446444,2985441.5738,35.09317573959179,1547.0241638536716
2009,Cuyo,70 a 79,Mujer,529,44.083333333333336,81312.23623,385197.4791,8545.480834,0.022184675,0.10509464800000001,3089197.6009,37.991792430377735,1674.8048496391518
2009,Cuyo,70 a 79,Varón,576,48,68546.20957,310455.6718,12910.15042,0.041584521,0.188342295,2577191.6172,37.59787205400685,1804.6978585923289
2009,Cuyo,80+,Mujer,522,43.5,97889.69055,2704000.1218,82869.3959018,0.280921026,1.540407799,2704000.1218,27.622930531370443,1201.5974781146142
2009,Cuyo,80+,Varón,315,26.25,96298.78607,2266735.9454,72560.4936879,0.409304074,1.873138098,2266735.9454,23.538572373615384,617.8875248074038
2009,NEA,30 a 39,Mujer,10,0.8333333333333334,98257.61885,490368.2735,367.9282986,7.5031e-4,0.003744527,4983143.736,50.71508748453657,42.26257290378047
2009,NEA,30 a 39,Varón,11,0.9166666666666666,96997.57994,483240.915,698.7938737,0.001446057,0.00720424,4397739.3413,45.33865013972843,41.56042929475106
2009,NEA,40 a 49,Mujer,50,4.166666666666667,97340.83661,484832.09620000003,748.8347317,0.001544524,0.007692914,4492775.462499999,46.15509398692027,192.31289161216782
2009,NEA,40 a 49,Varón,45,3.75,95386.37498,474035.943,1158.372781,0.0024436390000000005,0.012144007,3914498.4263,41.03833935528808,153.8937725823303
2009,NEA,50 a 59,Mujer,135,11.25,95441.65065,473055.1896,1661.225453,0.003511695,0.017405665999999997,4007943.3663,41.99365097946365,472.42857351896606
2009,NEA,50 a 59,Varón,164,13.666666666666666,92417.20236,455020.9095,2826.040916,0.006210794,0.030579165,3440462.4833,37.227511712571605,508.77599340514524
2009,NEA,60 a 69,Mujer,270,22.5,91170.49198,445690.5758,4064.753633,0.009120125,0.044584092,3534888.1766999997,38.772283662519285,872.3763824066839
2009,NEA,60 a 69,Varón,319,26.583333333333332,85071.85545,408249.9566,6843.728265,0.016763574,0.080446444,2985441.5738,35.09317573959179,932.8935884108151
2009,NEA,70 a 79,Mujer,415,34.583333333333336,81312.23623,385197.4791,8545.480834,0.022184675,0.10509464800000001,3089197.6009,37.991792430377735,1313.8828215505634
2009,NEA,70 a 79,Varón,367,30.583333333333332,68546.20957,310455.6718,12910.15042,0.041584521,0.188342295,2577191.6172,37.59787205400685,1149.8682536517094
2009,NEA,80+,Mujer,370,30.833333333333332,97889.69055,2704000.1218,82869.3959018,0.280921026,1.540407799,2704000.1218,27.622930531370443,851.7070247172553
2009,NEA,80+,Varón,181,15.083333333333334,96298.78607,2266735.9454,72560.4936879,0.409304074,1.873138098,2266735.9454,23.538572373615384,355.0401333020321
2009,NOA1,30 a 39,Mujer,8,0.8888888888888888,98257.61885,490368.2735,367.9282986,7.5031e-4,0.003744527,4983143.736,50.71508748453657,45.0800777640325
2009,NOA1,30 a 39,Varón,9,1,96997.57994,483240.915,698.7938737,0.001446057,0.00720424,4397739.3413,45.33865013972843,45.33865013972843
2009,NOA1,40 a 49,Mujer,23,2.5555555555555554,97340.83661,484832.09620000003,748.8347317,0.001544524,0.007692914,4492775.462499999,46.15509398692027,117.95190685546291
2009,NOA1,40 a 49,Varón,33,3.6666666666666665,95386.37498,474035.943,1158.372781,0.0024436390000000005,0.012144007,3914498.4263,41.03833935528808,150.47391096938964
2009,NOA1,50 a 59,Mujer,120,13.333333333333334,95441.65065,473055.1896,1661.225453,0.003511695,0.017405665999999997,4007943.3663,41.99365097946365,559.9153463928487
2009,NOA1,50 a 59,Varón,149,16.555555555555557,92417.20236,455020.9095,2826.040916,0.006210794,0.030579165,3440462.4833,37.227511712571605,616.3221383525744
2009,NOA1,60 a 69,Mujer,235,26.11111111111111,91170.49198,445690.5758,4064.753633,0.009120125,0.044584092,3534888.1766999997,38.772283662519285,1012.3874067435592
2009,NOA1,60 a 69,Varón,315,35,85071.85545,408249.9566,6843.728265,0.016763574,0.080446444,2985441.5738,35.09317573959179,1228.2611508857128
2009,NOA1,70 a 79,Mujer,291,32.333333333333336,81312.23623,385197.4791,8545.480834,0.022184675,0.10509464800000001,3089197.6009,37.991792430377735,1228.4012885822135
2009,NOA1,70 a 79,Varón,301,33.44444444444444,68546.20957,310455.6718,12910.15042,0.041584521,0.188342295,2577191.6172,37.59787205400685,1257.4399431395623
2009,NOA1,80+,Mujer,273,30.333333333333332,97889.69055,2704000.1218,82869.3959018,0.280921026,1.540407799,2704000.1218,27.622930531370443,837.8955594515701
2009,NOA1,80+,Varón,179,19.88888888888889,96298.78607,2266735.9454,72560.4936879,0.409304074,1.873138098,2266735.9454,23.538572373615384,468.156050541906
