anio_enfr,codprov_censo,region_deis,grupo_edad_10,sexo,dm_total,dm_total_se,dm2_total,dm2_total_se,dm2_prev,dm2_prev_se,dm2_prev_cv,dm2_prev_cv_cat
2005,86,NOA2,30 a 39,Mujer,2190,603.63,1971,543.27,0.05,0.01,0.27,Alta
2005,86,NOA2,30 a 39,Varón,1989,621.97,1790.1,559.77,0.06,0.02,0.3,Alta
2005,86,NOA2,40 a 49,Mujer,2941,730.88,2646.9,657.8,0.1,0.02,0.24,Alta
2005,86,NOA2,40 a 49,Varón,2108,719.07,1897.2,647.17,0.07,0.02,0.33,Muy alta
2005,86,NOA2,50 a 59,Mujer,3726,1022.02,3353.4,919.82,0.14,0.03,0.25,Alta
2005,86,NOA2,50 a 59,Varón,3914,963.23,3522.6,866.91,0.16,0.04,0.23,Alta
2005,86,NOA2,60 a 69,Mujer,2026,797.83,1823.4,718.04,0.13,0.05,0.36,Muy alta
2005,86,NOA2,60 a 69,Varón,3855,1018.18,3469.5,916.36,0.27,0.06,0.22,Alta
2005,86,NOA2,70 a 79,Mujer,1293,370.43,1163.7,333.39,0.11,0.03,0.28,Alta
2005,86,NOA2,70 a 79,Varón,1973,594.77,1775.7,535.29,0.3,0.07,0.24,Alta
2005,86,NOA2,80+,Mujer,409,225.87,368.1,203.28,0.07,0.04,0.55,Muy alta
2005,86,NOA2,80+,Varón,318,204.41,286.2,183.97,0.08,0.05,0.63,Muy alta
2005,90,NOA1,30 a 39,Mujer,7861,2163.63,7074.9,1947.27,0.09,0.02,0.26,Alta
2005,90,NOA1,30 a 39,Varón,314,314,282.6,282.6,0,0,1,Muy alta
2005,90,NOA1,40 a 49,Mujer,2868,1073.89,2581.2,966.5,0.05,0.02,0.37,Muy alta
2005,90,NOA1,40 a 49,Varón,2532,1116,2278.8,1004.4,0.04,0.02,0.44,Muy alta
2005,90,NOA1,50 a 59,Mujer,8538,2158.19,7684.2,1942.37,0.14,0.03,0.23,Alta
2005,90,NOA1,50 a 59,Varón,3473,1281.97,3125.7,1153.78,0.05,0.02,0.37,Muy alta
2005,90,NOA1,60 a 69,Mujer,8759,2226.89,7883.1,2004.2,0.28,0.06,0.2,Moderada
2005,90,NOA1,60 a 69,Varón,6996,1867.45,6296.4,1680.71,0.21,0.05,0.24,Alta
2005,90,NOA1,70 a 79,Mujer,2621,1376.76,2358.9,1239.08,0.09,0.05,0.49,Muy alta
2005,90,NOA1,70 a 79,Varón,1852,1047.89,1666.8,943.1,0.09,0.05,0.53,Muy alta
2005,90,NOA1,80+,Mujer,1472,902.46,1324.8,812.22,0.12,0.07,0.57,Muy alta
2005,90,NOA1,80+,Varón,1396,1010.59,1256.4,909.53,0.22,0.14,0.63,Muy alta
2005,94,Patagonia Sur,30 a 39,Mujer,1543,352.03,1388.7,316.83,0.14,0.03,0.21,Alta
2005,94,Patagonia Sur,30 a 39,Varón,460,181.93,414,163.74,0.05,0.02,0.39,Muy alta
2005,94,Patagonia Sur,40 a 49,Mujer,921,228.52,828.9,205.66,0.1,0.02,0.23,Alta
2005,94,Patagonia Sur,40 a 49,Varón,522,198.48,469.8,178.63,0.07,0.02,0.36,Muy alta
2005,94,Patagonia Sur,50 a 59,Mujer,834,234.08,750.6,210.67,0.17,0.04,0.25,Alta
2005,94,Patagonia Sur,50 a 59,Varón,343,138.38,308.7,124.54,0.07,0.03,0.4,Muy alta
2005,94,Patagonia Sur,60 a 69,Mujer,270,108.09,243,97.28,0.16,0.06,0.38,Muy alta
2005,94,Patagonia Sur,60 a 69,Varón,311,138.77,279.9,124.89,0.23,0.08,0.37,Muy alta
2005,94,Patagonia Sur,70 a 79,Mujer,82,49.7,73.8,44.73,0.15,0.09,0.6,Muy alta
2005,94,Patagonia Sur,70 a 79,Varón,169,80.21,152.1,72.19,0.21,0.1,0.47,Muy alta
2005,94,Patagonia Sur,80+,Mujer,17,17,15.3,15.3,0.06,0.07,1.06,Muy alta
2005,94,Patagonia Sur,80+,Varón,50,50,45,45,0.23,0.21,0.92,Muy alta
2009,02,Centro,30 a 39,Mujer,10717,4812.4,9645.3,4331.16,0.04,0.02,0.44,Muy alta
2009,02,Centro,30 a 39,Varón,5730,3571.54,5157,3214.39,0.02,0.01,0.62,Muy alta
2009,02,Centro,40 a 49,Mujer,13745,6795,12370.5,6115.5,0.06,0.03,0.47,Muy alta
2009,02,Centro,40 a 49,Varón,14415,6945.64,12973.5,6251.08,0.09,0.04,0.45,Muy alta
2009,02,Centro,50 a 59,Mujer,12937,5716.22,11643.3,5144.6,0.06,0.02,0.43,Muy alta
2009,02,Centro,50 a 59,Varón,13014,5545.77,11712.6,4991.2,0.09,0.04,0.41,Muy alta
2009,02,Centro,60 a 69,Mujer,27050,8290.44,24345,7461.39,0.15,0.04,0.28,Alta
2009,02,Centro,60 a 69,Varón,12028,5049.33,10825.2,4544.4,0.08,0.03,0.41,Muy alta
2009,02,Centro,70 a 79,Mujer,11696,4698.85,10526.4,4228.96,0.09,0.04,0.38,Muy alta
2009,02,Centro,70 a 79,Varón,17344,6425.6,15609.6,5783.04,0.18,0.06,0.34,Muy alta
2009,02,Centro,80+,Mujer,10421,4514.26,9378.9,4062.84,0.15,0.06,0.4,Muy alta
2009,02,Centro,80+,Varón,12390,5305.65,11151,4775.09,0.21,0.08,0.38,Muy alta
2009,06,Centro,30 a 39,Mujer,96556,16065.31,86900.4,14458.78,0.08,0.01,0.16,Moderada
2009,06,Centro,30 a 39,Varón,35096,9159.84,31586.4,8243.86,0.03,0.01,0.26,Alta
2009,06,Centro,40 a 49,Mujer,84610,14518.57,76149,13066.72,0.08,0.01,0.16,Moderada
2009,06,Centro,40 a 49,Varón,39210,9552.6,35289,8597.34,0.05,0.01,0.24,Alta
2009,06,Centro,50 a 59,Mujer,96059,15790.86,86453.1,14211.77,0.11,0.02,0.15,Moderada
2009,06,Centro,50 a 59,Varón,91662,16078.01,82495.8,14470.21,0.11,0.02,0.17,Moderada
2009,06,Centro,60 a 69,Mujer,133607,17677.89,120246.3,15910.1,0.18,0.02,0.12,Moderada
2009,06,Centro,60 a 69,Varón,121705,19064.95,109534.5,17158.46,0.2,0.03,0.14,Moderada
2009,06,Centro,70 a 79,Mujer,91000,13335.93,81900,12002.34,0.2,0.03,0.13,Moderada
2009,06,Centro,70 a 79,Varón,81218,14195.45,73096.2,12775.91,0.22,0.03,0.15,Moderada
2009,06,Centro,80+,Mujer,28723,6991.57,25850.7,6292.41,0.13,0.03,0.23,Alta
2009,06,Centro,80+,Varón,20690,6290.79,18621,5661.71,0.16,0.04,0.28,Alta
2009,10,NOA2,30 a 39,Mujer,977,367.12,879.3,330.4,0.05,0.02,0.37,Muy alta
2009,10,NOA2,30 a 39,Varón,0,0,0,0,0,0,NA,NA
2009,10,NOA2,40 a 49,Mujer,1309,421.11,1178.1,379,0.07,0.02,0.31,Muy alta
2009,10,NOA2,40 a 49,Varón,859,318.37,773.1,286.53,0.05,0.02,0.36,Muy alta
2009,10,NOA2,50 a 59,Mujer,3333,965.92,2999.7,869.33,0.19,0.05,0.25,Alta
2009,10,NOA2,50 a 59,Varón,2073,652.06,1865.7,586.85,0.15,0.04,0.29,Alta
2009,10,NOA2,60 a 69,Mujer,2935,774.01,2641.5,696.61,0.27,0.06,0.21,Alta
2009,10,NOA2,60 a 69,Varón,1999,635.27,1799.1,571.74,0.27,0.07,0.27,Alta
2009,10,NOA2,70 a 79,Mujer,1462,454.55,1315.8,409.1,0.23,0.06,0.28,Alta
2009,10,NOA2,70 a 79,Varón,180,136.06,162,122.45,0.05,0.04,0.74,Muy alta
2009,10,NOA2,80+,Mujer,273,144.35,245.7,129.92,0.13,0.07,0.55,Muy alta
2009,10,NOA2,80+,Varón,120,120,108,108,0.06,0.06,0.98,Muy alta
2009,14,Centro,30 a 39,Mujer,13368,3690.59,12031.2,3321.53,0.07,0.02,0.27,Alta
2009,14,Centro,30 a 39,Varón,7190,2459.04,6471,2213.13,0.04,0.01,0.34,Muy alta
2009,14,Centro,40 a 49,Mujer,18691,4644.01,16821.9,4179.61,0.1,0.02,0.24,Alta
2009,14,Centro,40 a 49,Varón,10669,3401,9602.1,3060.9,0.07,0.02,0.31,Muy alta
2009,14,Centro,50 a 59,Mujer,17333,4226.5,15599.7,3803.85,0.09,0.02,0.24,Alta
2009,14,Centro,50 a 59,Varón,17344,4618.73,15609.6,4156.86,0.12,0.03,0.25,Alta
2009,14,Centro,60 a 69,Mujer,21448,4332.58,19303.2,3899.33,0.15,0.03,0.19,Moderada
2009,14,Centro,60 a 69,Varón,20229,5422.51,18206.1,4880.26,0.17,0.04,0.24,Alta
2009,14,Centro,70 a 79,Mujer,10965,2526.89,9868.5,2274.2,0.12,0.03,0.22,Alta
2009,14,Centro,70 a 79,Varón,17720,4989.47,15948,4490.53,0.23,0.05,0.23,Alta
2009,14,Centro,80+,Mujer,16047,4296.48,14442.3,3866.83,0.27,0.06,0.22,Alta
2009,14,Centro,80+,Varón,5262,2173.59,4735.8,1956.24,0.18,0.07,0.38,Muy alta
2009,18,NEA,30 a 39,Mujer,3708,1356.44,3337.2,1220.8,0.05,0.02,0.35,Muy alta
2009,18,NEA,30 a 39,Varón,501,380.66,450.9,342.59,0.01,0.01,0.76,Muy alta
2009,18,NEA,40 a 49,Mujer,7238,3421.43,6514.2,3079.29,0.13,0.06,0.41,Muy alta
2009,18,NEA,40 a 49,Varón,2628,1106.42,2365.2,995.77,0.06,0.02,0.41,Muy alta
2009,18,NEA,50 a 59,Mujer,10574,2682.09,9516.6,2413.88,0.22,0.05,0.22,Alta
2009,18,NEA,50 a 59,Varón,3968,1559.84,3571.2,1403.85,0.13,0.05,0.36,Muy alta
2009,18,NEA,60 a 69,Mujer,6417,1827.2,5775.3,1644.48,0.19,0.05,0.26,Alta
2009,18,NEA,60 a 69,Varón,3098,1395.66,2788.2,1256.1,0.14,0.06,0.41,Muy alta
2009,18,NEA,70 a 79,Mujer,4967,1510.98,4470.3,1359.88,0.3,0.07,0.25,Alta
2009,18,NEA,70 a 79,Varón,3133,1240.53,2819.7,1116.48,0.23,0.08,0.34,Muy alta
2009,18,NEA,80+,Mujer,651,405.49,585.9,364.94,0.11,0.07,0.61,Muy alta
2009,18,NEA,80+,Varón,0,0,0,0,0,0,NA,NA
2009,22,NEA,30 a 39,Mujer,3210,1252.06,2889,1126.86,0.06,0.02,0.37,Muy alta
2009,22,NEA,30 a 39,Varón,2406,1009.06,2165.4,908.15,0.04,0.02,0.41,Muy alta
2009,22,NEA,40 a 49,Mujer,4726,1530.31,4253.4,1377.28,0.09,0.03,0.31,Muy alta
2009,22,NEA,40 a 49,Varón,3016,1107.93,2714.4,997.14,0.06,0.02,0.36,Muy alta
2009,22,NEA,50 a 59,Mujer,6826,1922.71,6143.4,1730.44,0.16,0.04,0.25,Alta
2009,22,NEA,50 a 59,Varón,2241,1024.76,2016.9,922.28,0.05,0.02,0.45,Muy alta
2009,22,NEA,60 a 69,Mujer,5234,1579.01,4710.6,1421.11,0.15,0.04,0.27,Alta
2009,22,NEA,60 a 69,Varón,5193,1630.37,4673.7,1467.33,0.24,0.06,0.26,Alta
2009,22,NEA,70 a 79,Mujer,2931,970.91,2637.9,873.82,0.17,0.05,0.31,Muy alta
2009,22,NEA,70 a 79,Varón,3501,1200.16,3150.9,1080.15,0.24,0.07,0.3,Alta
2009,22,NEA,80+,Mujer,1503,919.12,1352.7,827.21,0.13,0.08,0.56,Muy alta
2009,22,NEA,80+,Varón,553,408.88,497.7,367.99,0.19,0.13,0.67,Muy alta
2009,26,Patagonia Sur,30 a 39,Mujer,2579,891.87,2321.1,802.68,0.07,0.02,0.33,Muy alta
2009,26,Patagonia Sur,30 a 39,Varón,1780,640.09,1602,576.08,0.07,0.02,0.35,Muy alta
2009,26,Patagonia Sur,40 a 49,Mujer,2342,823.98,2107.8,741.58,0.09,0.03,0.33,Muy alta
2009,26,Patagonia Sur,40 a 49,Varón,2989,1231.94,2690.1,1108.74,0.12,0.04,0.37,Muy alta
2009,26,Patagonia Sur,50 a 59,Mujer,4164,1063.11,3747.6,956.8,0.17,0.04,0.23,Alta
2009,26,Patagonia Sur,50 a 59,Varón,2880,813.64,2592,732.28,0.14,0.04,0.27,Alta
2009,26,Patagonia Sur,60 a 69,Mujer,2542,681.3,2287.8,613.17,0.15,0.04,0.25,Alta
2009,26,Patagonia Sur,60 a 69,Varón,2213,730.9,1991.7,657.81,0.17,0.05,0.3,Alta
2009,26,Patagonia Sur,70 a 79,Mujer,1305,459.19,1174.5,413.27,0.19,0.06,0.31,Muy alta
2009,26,Patagonia Sur,70 a 79,Varón,3404,1045.39,3063.6,940.85,0.34,0.08,0.24,Alta
2009,26,Patagonia Sur,80+,Mujer,356,182.85,320.4,164.57,0.14,0.07,0.5,Muy alta
2009,26,Patagonia Sur,80+,Varón,352,250.34,316.8,225.31,0.2,0.13,0.66,Muy alta
2009,30,Centro,30 a 39,Mujer,5980,1911.22,5382,1720.1,0.07,0.02,0.31,Muy alta
2009,30,Centro,30 a 39,Varón,4458,2624.43,4012.2,2361.99,0.06,0.03,0.56,Muy alta
2009,30,Centro,40 a 49,Mujer,8677,2738.1,7809.3,2464.29,0.15,0.04,0.28,Alta
2009,30,Centro,40 a 49,Varón,1779,1084.76,1601.1,976.29,0.04,0.02,0.6,Muy alta
2009,30,Centro,50 a 59,Mujer,8967,2507.79,8070.3,2257.01,0.13,0.03,0.26,Alta
2009,30,Centro,50 a 59,Varón,9716,2649.09,8744.4,2384.18,0.17,0.04,0.24,Alta
2009,30,Centro,60 a 69,Mujer,4291,1622.33,3861.9,1460.1,0.1,0.04,0.35,Muy alta
2009,30,Centro,60 a 69,Varón,5765,1864.94,5188.5,1678.44,0.15,0.04,0.3,Alta
2009,30,Centro,70 a 79,Mujer,7217,1965.58,6495.3,1769.02,0.19,0.05,0.24,Alta
2009,30,Centro,70 a 79,Varón,3314,1315.54,2982.6,1183.98,0.23,0.08,0.34,Muy alta
2009,30,Centro,80+,Mujer,3954,1825.22,3558.6,1642.7,0.16,0.07,0.4,Muy alta
2009,30,Centro,80+,Varón,949,674.53,854.1,607.08,0.16,0.1,0.64,Muy alta
2009,34,NEA,30 a 39,Mujer,1824,541.48,1641.6,487.33,0.06,0.02,0.29,Alta
2009,34,NEA,30 a 39,Varón,746,383.48,671.4,345.14,0.03,0.01,0.51,Muy alta
2009,34,NEA,40 a 49,Mujer,2848,823.98,2563.2,741.58,0.1,0.03,0.27,Alta
2009,34,NEA,40 a 49,Varón,1896,764.38,1706.4,687.94,0.09,0.03,0.38,Muy alta
2009,34,NEA,50 a 59,Mujer,2603,794.23,2342.7,714.81,0.12,0.04,0.29,Alta
2009,34,NEA,50 a 59,Varón,1425,621.62,1282.5,559.46,0.07,0.03,0.42,Muy alta
2009,34,NEA,60 a 69,Mujer,3779,935.7,3401.1,842.13,0.28,0.06,0.2,Moderada
2009,34,NEA,60 a 69,Varón,1352,714.18,1216.8,642.76,0.12,0.06,0.48,Muy alta
2009,34,NEA,70 a 79,Mujer,1311,469.17,1179.9,422.25,0.14,0.05,0.34,Muy alta
2009,34,NEA,70 a 79,Varón,546,327.13,491.4,294.42,0.11,0.06,0.58,Muy alta
2009,34,NEA,80+,Mujer,233,172.65,209.7,155.39,0.04,0.03,0.76,Muy alta
2009,34,NEA,80+,Varón,0,0,0,0,0,0,NA,NA
2009,38,NOA1,30 a 39,Mujer,2272,774.7,2044.8,697.23,0.05,0.02,0.33,Muy alta
2009,38,NOA1,30 a 39,Varón,1682,610.07,1513.8,549.07,0.04,0.01,0.36,Muy alta
2009,38,NOA1,40 a 49,Mujer,2624,859.05,2361.6,773.14,0.07,0.02,0.31,Muy alta
2009,38,NOA1,40 a 49,Varón,1582,716.21,1423.8,644.59,0.05,0.02,0.44,Muy alta
2009,38,NOA1,50 a 59,Mujer,6111,1654.67,5499.9,1489.2,0.2,0.05,0.23,Alta
2009,38,NOA1,50 a 59,Varón,3503,1093.89,3152.7,984.5,0.13,0.04,0.29,Alta
2009,38,NOA1,60 a 69,Mujer,2898,984.33,2608.2,885.89,0.12,0.04,0.32,Muy alta
2009,38,NOA1,60 a 69,Varón,4231,1154.69,3807.9,1039.22,0.25,0.06,0.23,Alta
2009,38,NOA1,70 a 79,Mujer,3672,1020.52,3304.8,918.46,0.3,0.07,0.23,Alta
2009,38,NOA1,70 a 79,Varón,2026,795.8,1823.4,716.22,0.18,0.06,0.35,Muy alta
2009,38,NOA1,80+,Mujer,1078,601.41,970.2,541.27,0.16,0.08,0.49,Muy alta
2009,38,NOA1,80+,Varón,494,410.15,444.6,369.14,0.11,0.09,0.77,Muy alta
2009,42,Patagonia Norte,30 a 39,Mujer,1414,455.49,1272.6,409.94,0.08,0.03,0.31,Muy alta
2009,42,Patagonia Norte,30 a 39,Varón,520,269.61,468,242.65,0.03,0.02,0.51,Muy alta
2009,42,Patagonia Norte,40 a 49,Mujer,2226,711.96,2003.4,640.76,0.12,0.03,0.29,Alta
2009,42,Patagonia Norte,40 a 49,Varón,325,192.29,292.5,173.06,0.02,0.01,0.59,Muy alta
2009,42,Patagonia Norte,50 a 59,Mujer,1907,571.81,1716.3,514.63,0.15,0.04,0.27,Alta
2009,42,Patagonia Norte,50 a 59,Varón,1409,459.34,1268.1,413.41,0.09,0.03,0.32,Muy alta
2009,42,Patagonia Norte,60 a 69,Mujer,2387,607.58,2148.3,546.82,0.2,0.05,0.22,Alta
2009,42,Patagonia Norte,60 a 69,Varón,2077,626.52,1869.3,563.87,0.2,0.05,0.27,Alta
2009,42,Patagonia Norte,70 a 79,Mujer,1849,458.65,1664.1,412.78,0.24,0.05,0.21,Alta
2009,42,Patagonia Norte,70 a 79,Varón,1074,404.12,966.6,363.71,0.22,0.07,0.33,Muy alta
2009,42,Patagonia Norte,80+,Mujer,653,323.6,587.7,291.24,0.15,0.06,0.44,Muy alta
2009,42,Patagonia Norte,80+,Varón,497,366.88,447.3,330.19,0.19,0.12,0.62,Muy alta
2009,46,Cuyo,30 a 39,Mujer,1592,600.53,1432.8,540.47,0.07,0.02,0.36,Muy alta
2009,46,Cuyo,30 a 39,Varón,812,340.58,730.8,306.52,0.04,0.02,0.41,Muy alta
2009,46,Cuyo,40 a 49,Mujer,1657,514.02,1491.3,462.62,0.1,0.03,0.29,Alta
2009,46,Cuyo,40 a 49,Varón,2034,593.2,1830.6,533.88,0.13,0.03,0.27,Alta
2009,46,Cuyo,50 a 59,Mujer,3205,779.9,2884.5,701.91,0.24,0.05,0.21,Alta
2009,46,Cuyo,50 a 59,Varón,2223,644.83,2000.7,580.34,0.17,0.05,0.26,Alta
2009,46,Cuyo,60 a 69,Mujer,3346,759.48,3011.4,683.53,0.38,0.06,0.16,Moderada
2009,46,Cuyo,60 a 69,Varón,1675,513.28,1507.5,461.95,0.21,0.06,0.27,Alta
2009,46,Cuyo,70 a 79,Mujer,968,337.37,871.2,303.64,0.27,0.08,0.29,Alta
2009,46,Cuyo,70 a 79,Varón,1122,426.51,1009.8,383.86,0.33,0.1,0.3,Alta
2009,46,Cuyo,80+,Mujer,210,148.55,189,133.7,0.07,0.05,0.7,Muy alta
2009,46,Cuyo,80+,Varón,51,51,45.9,45.9,0.09,0.09,1.01,Muy alta
2009,50,Cuyo,30 a 39,Mujer,4487,1689.98,4038.3,1520.99,0.05,0.02,0.37,Muy alta
2009,50,Cuyo,30 a 39,Varón,7169,2816.95,6452.1,2535.25,0.07,0.03,0.38,Muy alta
2009,50,Cuyo,40 a 49,Mujer,3672,1522.65,3304.8,1370.39,0.05,0.02,0.41,Muy alta
2009,50,Cuyo,40 a 49,Varón,5892,2366.31,5302.8,2129.68,0.09,0.03,0.38,Muy alta
2009,50,Cuyo,50 a 59,Mujer,7172,2673.93,6454.8,2406.54,0.09,0.03,0.36,Muy alta
2009,50,Cuyo,50 a 59,Varón,7823,2993.8,7040.7,2694.42,0.11,0.04,0.36,Muy alta
2009,50,Cuyo,60 a 69,Mujer,13766,3334.76,12389.4,3001.29,0.2,0.04,0.21,Alta
2009,50,Cuyo,60 a 69,Varón,8939,2975.88,8045.1,2678.29,0.18,0.05,0.3,Alta
2009,50,Cuyo,70 a 79,Mujer,8378,2372.83,7540.2,2135.55,0.18,0.05,0.26,Alta
2009,50,Cuyo,70 a 79,Varón,5263,1954.14,4736.7,1758.73,0.13,0.05,0.36,Muy alta
2009,50,Cuyo,80+,Mujer,2606,1308.48,2345.4,1177.64,0.16,0.08,0.46,Muy alta
2009,50,Cuyo,80+,Varón,2960,1765.55,2664,1589,0.21,0.11,0.52,Muy alta
2009,54,NEA,30 a 39,Mujer,6096,1655.92,5486.4,1490.33,0.1,0.03,0.25,Alta
2009,54,NEA,30 a 39,Varón,2009,873.32,1808.1,785.99,0.04,0.02,0.43,Muy alta
2009,54,NEA,40 a 49,Mujer,2464,1092.98,2217.6,983.68,0.05,0.02,0.43,Muy alta
2009,54,NEA,40 a 49,Varón,1637,797.87,1473.3,718.09,0.04,0.02,0.48,Muy alta
2009,54,NEA,50 a 59,Mujer,3893,1386.48,3503.7,1247.84,0.12,0.04,0.33,Muy alta
2009,54,NEA,50 a 59,Varón,4049,1385.98,3644.1,1247.38,0.12,0.04,0.32,Muy alta
2009,54,NEA,60 a 69,Mujer,2440,759.42,2196,683.48,0.14,0.04,0.3,Alta
2009,54,NEA,60 a 69,Varón,2965,1630.08,2668.5,1467.08,0.12,0.06,0.5,Muy alta
2009,54,NEA,70 a 79,Mujer,2241,1185.21,2016.9,1066.69,0.17,0.08,0.46,Muy alta
2009,54,NEA,70 a 79,Varón,3291,1205.58,2961.9,1085.02,0.42,0.11,0.26,Alta
2009,54,NEA,80+,Mujer,701,579.66,630.9,521.7,0.19,0.14,0.71,Muy alta
2009,54,NEA,80+,Varón,0,0,0,0,0,0,NA,NA
2009,58,Patagonia Norte,30 a 39,Mujer,2872,904.46,2584.8,814.01,0.06,0.02,0.31,Muy alta
2009,58,Patagonia Norte,30 a 39,Varón,1592,675.47,1432.8,607.92,0.05,0.02,0.42,Muy alta
2009,58,Patagonia Norte,40 a 49,Mujer,1160,506.2,1044,455.58,0.04,0.02,0.43,Muy alta
2009,58,Patagonia Norte,40 a 49,Varón,950,576.19,855,518.57,0.05,0.03,0.59,Muy alta
2009,58,Patagonia Norte,50 a 59,Mujer,2717,874.39,2445.3,786.95,0.11,0.04,0.31,Muy alta
2009,58,Patagonia Norte,50 a 59,Varón,3216,1257.03,2894.4,1131.32,0.12,0.04,0.37,Muy alta
2009,58,Patagonia Norte,60 a 69,Mujer,1792,638.09,1612.8,574.28,0.11,0.04,0.34,Muy alta
2009,58,Patagonia Norte,60 a 69,Varón,2282,786.67,2053.8,708,0.11,0.04,0.33,Muy alta
2009,58,Patagonia Norte,70 a 79,Mujer,1823,655.4,1640.7,589.86,0.22,0.07,0.31,Muy alta
2009,58,Patagonia Norte,70 a 79,Varón,1578,770.38,1420.2,693.34,0.33,0.12,0.37,Muy alta
2009,58,Patagonia Norte,80+,Mujer,654,345.3,588.6,310.77,0.17,0.09,0.5,Muy alta
2009,58,Patagonia Norte,80+,Varón,0,0,0,0,0,0,NA,NA
2009,62,Patagonia Norte,30 a 39,Mujer,2701,860.87,2430.9,774.79,0.07,0.02,0.31,Muy alta
2009,62,Patagonia Norte,30 a 39,Varón,1497,589.8,1347.3,530.82,0.04,0.02,0.39,Muy alta
2009,62,Patagonia Norte,40 a 49,Mujer,2849,797.6,2564.1,717.84,0.07,0.02,0.27,Alta
2009,62,Patagonia Norte,40 a 49,Varón,3711,1063.58,3339.9,957.23,0.13,0.03,0.27,Alta
2009,62,Patagonia Norte,50 a 59,Mujer,3528,1102.16,3175.2,991.95,0.11,0.03,0.29,Alta
2009,62,Patagonia Norte,50 a 59,Varón,3304,943.74,2973.6,849.37,0.12,0.03,0.27,Alta
2009,62,Patagonia Norte,60 a 69,Mujer,4758,1186.83,4282.2,1068.15,0.22,0.05,0.21,Alta
2009,62,Patagonia Norte,60 a 69,Varón,2241,786.23,2016.9,707.61,0.15,0.05,0.32,Muy alta
2009,62,Patagonia Norte,70 a 79,Mujer,1621,682.19,1458.9,613.97,0.15,0.06,0.38,Muy alta
2009,62,Patagonia Norte,70 a 79,Varón,3192,867.42,2872.8,780.68,0.29,0.07,0.23,Alta
2009,62,Patagonia Norte,80+,Mujer,895,366.77,805.5,330.09,0.19,0.08,0.42,Muy alta
2009,62,Patagonia Norte,80+,Varón,1494,585.39,1344.6,526.85,0.26,0.09,0.34,Muy alta
2009,66,NOA1,30 a 39,Mujer,3993,1292.93,3593.7,1163.63,0.05,0.02,0.32,Muy alta
2009,66,NOA1,30 a 39,Varón,2009,926.45,1808.1,833.8,0.03,0.01,0.46,Muy alta
2009,66,NOA1,40 a 49,Mujer,7674,2316.6,6906.6,2084.94,0.11,0.03,0.28,Alta
2009,66,NOA1,40 a 49,Varón,2991,1291.58,2691.9,1162.43,0.07,0.03,0.41,Muy alta
2009,66,NOA1,50 a 59,Mujer,7661,2314.12,6894.9,2082.71,0.14,0.04,0.27,Alta
2009,66,NOA1,50 a 59,Varón,9753,2693.75,8777.7,2424.38,0.22,0.05,0.24,Alta
2009,66,NOA1,60 a 69,Mujer,2686,984.36,2417.4,885.92,0.07,0.03,0.36,Muy alta
2009,66,NOA1,60 a 69,Varón,3057,1272.43,2751.3,1145.19,0.09,0.03,0.4,Muy alta
2009,66,NOA1,70 a 79,Mujer,3767,1243.16,3390.3,1118.85,0.28,0.08,0.27,Alta
2009,66,NOA1,70 a 79,Varón,2847,993.33,2562.3,894,0.12,0.04,0.35,Muy alta
2009,66,NOA1,80+,Mujer,861,588.37,774.9,529.53,0.1,0.07,0.65,Muy alta
2009,66,NOA1,80+,Varón,1855,1148.52,1669.5,1033.67,0.32,0.15,0.47,Muy alta
2009,70,Cuyo,30 a 39,Mujer,3027,953.99,2724.3,858.59,0.06,0.02,0.31,Muy alta
2009,70,Cuyo,30 a 39,Varón,2298,1305.65,2068.2,1175.09,0.06,0.03,0.54,Muy alta
2009,70,Cuyo,40 a 49,Mujer,5124,1662.57,4611.6,1496.31,0.15,0.04,0.29,Alta
2009,70,Cuyo,40 a 49,Varón,3033,1218.84,2729.7,1096.96,0.09,0.03,0.38,Muy alta
2009,70,Cuyo,50 a 59,Mujer,4154,1262.87,3738.6,1136.59,0.13,0.04,0.29,Alta
2009,70,Cuyo,50 a 59,Varón,4291,1481.53,3861.9,1333.38,0.15,0.05,0.31,Muy alta
2009,70,Cuyo,60 a 69,Mujer,7879,1803.75,7091.1,1623.38,0.24,0.05,0.2,Moderada
2009,70,Cuyo,60 a 69,Varón,5011,1770.8,4509.9,1593.72,0.26,0.07,0.28,Alta
2009,70,Cuyo,70 a 79,Mujer,2453,844.37,2207.7,759.93,0.15,0.05,0.32,Muy alta
2009,70,Cuyo,70 a 79,Varón,4152,1237.37,3736.8,1113.64,0.3,0.07,0.25,Alta
2009,70,Cuyo,80+,Mujer,1776,757.52,1598.4,681.76,0.24,0.09,0.36,Muy alta
2009,70,Cuyo,80+,Varón,570,403.94,513,363.54,0.09,0.06,0.69,Muy alta
2009,74,Cuyo,30 a 39,Mujer,1980,583.28,1782,524.95,0.07,0.02,0.29,Alta
2009,74,Cuyo,30 a 39,Varón,1233,516.31,1109.7,464.68,0.04,0.02,0.41,Muy alta
2009,74,Cuyo,40 a 49,Mujer,2892,764.71,2602.8,688.24,0.12,0.03,0.25,Alta
2009,74,Cuyo,40 a 49,Varón,1528,586.95,1375.2,528.26,0.08,0.03,0.37,Muy alta
2009,74,Cuyo,50 a 59,Mujer,1182,448.33,1063.8,403.49,0.06,0.02,0.37,Muy alta
2009,74,Cuyo,50 a 59,Varón,2225,744.03,2002.5,669.63,0.12,0.04,0.32,Muy alta
