anio_enfr,codprov_censo,region_deis,grupo_edad_10,sexo,dm_total,dm_total_se,dm2_total,dm2_total_se,dm2_prev,dm2_prev_se,dm2_prev_cv,dm2_prev_cv_cat
2009,74,Cuyo,60 a 69,Mujer,3921,950.16,3528.9,855.14,0.19,0.04,0.21,Alta
2009,74,Cuyo,60 a 69,Varón,2629,801.93,2366.1,721.73,0.19,0.05,0.27,Alta
2009,74,Cuyo,70 a 79,Mujer,2898,769.1,2608.2,692.19,0.3,0.06,0.21,Alta
2009,74,Cuyo,70 a 79,Varón,2062,721.95,1855.8,649.75,0.25,0.07,0.29,Alta
2009,74,Cuyo,80+,Mujer,245,188.48,220.5,169.63,0.06,0.04,0.76,Muy alta
2009,74,Cuyo,80+,Varón,0,0,0,0,0,0,NA,NA
2009,78,Patagonia Sur,30 a 39,Mujer,1242,439.44,1117.8,395.49,0.08,0.03,0.33,Muy alta
2009,78,Patagonia Sur,30 a 39,Varón,584,272.98,525.6,245.68,0.03,0.01,0.46,Muy alta
2009,78,Patagonia Sur,40 a 49,Mujer,2023,547.6,1820.7,492.84,0.13,0.03,0.25,Alta
2009,78,Patagonia Sur,40 a 49,Varón,411,189.75,369.9,170.78,0.04,0.02,0.46,Muy alta
2009,78,Patagonia Sur,50 a 59,Mujer,1049,387.21,944.1,348.49,0.11,0.04,0.34,Muy alta
2009,78,Patagonia Sur,50 a 59,Varón,1030,358.03,927,322.23,0.1,0.03,0.33,Muy alta
2009,78,Patagonia Sur,60 a 69,Mujer,2014,476.36,1812.6,428.72,0.28,0.05,0.19,Moderada
2009,78,Patagonia Sur,60 a 69,Varón,1471,430.62,1323.9,387.56,0.27,0.07,0.24,Alta
2009,78,Patagonia Sur,70 a 79,Mujer,839,276.17,755.1,248.55,0.25,0.07,0.3,Alta
2009,78,Patagonia Sur,70 a 79,Varón,1050,309.91,945,278.92,0.24,0.06,0.26,Alta
2009,78,Patagonia Sur,80+,Mujer,114,85.91,102.6,77.32,0.15,0.1,0.67,Muy alta
2009,78,Patagonia Sur,80+,Varón,0,0,0,0,0,0,NA,NA
2009,82,Centro,30 a 39,Mujer,7545,2555.67,6790.5,2300.1,0.04,0.01,0.33,Muy alta
2009,82,Centro,30 a 39,Varón,6591,2280.19,5931.9,2052.17,0.04,0.01,0.34,Muy alta
2009,82,Centro,40 a 49,Mujer,11855,3326.84,10669.5,2994.15,0.07,0.02,0.27,Alta
2009,82,Centro,40 a 49,Varón,17231,4633.46,15507.9,4170.12,0.09,0.02,0.26,Alta
2009,82,Centro,50 a 59,Mujer,15313,4116.88,13781.7,3705.19,0.08,0.02,0.26,Alta
2009,82,Centro,50 a 59,Varón,14861,5434.65,13374.9,4891.18,0.12,0.04,0.33,Muy alta
2009,82,Centro,60 a 69,Mujer,19358,4609.35,17422.2,4148.42,0.12,0.03,0.22,Alta
2009,82,Centro,60 a 69,Varón,19793,4887.3,17813.7,4398.57,0.17,0.04,0.22,Alta
2009,82,Centro,70 a 79,Mujer,11735,2979.24,10561.5,2681.32,0.12,0.03,0.24,Alta
2009,82,Centro,70 a 79,Varón,18608,5047.79,16747.2,4543.01,0.23,0.05,0.23,Alta
2009,82,Centro,80+,Mujer,5301,2175.38,4770.9,1957.84,0.1,0.04,0.39,Muy alta
2009,82,Centro,80+,Varón,5455,2125.09,4909.5,1912.58,0.17,0.06,0.36,Muy alta
2009,86,NOA2,30 a 39,Mujer,5819,1383.04,5237.1,1244.74,0.14,0.03,0.22,Alta
2009,86,NOA2,30 a 39,Varón,3209,1233.03,2888.1,1109.73,0.09,0.03,0.36,Muy alta
2009,86,NOA2,40 a 49,Mujer,5010,1465.56,4509,1319,0.14,0.04,0.27,Alta
2009,86,NOA2,40 a 49,Varón,4578,1501.5,4120.2,1351.35,0.15,0.04,0.3,Alta
2009,86,NOA2,50 a 59,Mujer,6106,1771.71,5495.4,1594.54,0.22,0.06,0.25,Alta
2009,86,NOA2,50 a 59,Varón,6576,1982.39,5918.4,1784.15,0.23,0.06,0.26,Alta
2009,86,NOA2,60 a 69,Mujer,4845,1557.64,4360.5,1401.88,0.22,0.06,0.27,Alta
2009,86,NOA2,60 a 69,Varón,3413,1168.52,3071.7,1051.67,0.24,0.07,0.3,Alta
2009,86,NOA2,70 a 79,Mujer,2619,851.12,2357.1,766.01,0.2,0.06,0.31,Muy alta
2009,86,NOA2,70 a 79,Varón,3274,1306.11,2946.6,1175.5,0.3,0.1,0.34,Muy alta
2009,86,NOA2,80+,Mujer,958,589.6,862.2,530.64,0.13,0.08,0.57,Muy alta
2009,86,NOA2,80+,Varón,0,0,0,0,0,0,NA,NA
2009,90,NOA1,30 a 39,Mujer,6918,1896.6,6226.2,1706.94,0.07,0.02,0.26,Alta
2009,90,NOA1,30 a 39,Varón,3848,2122.27,3463.2,1910.04,0.04,0.02,0.53,Muy alta
2009,90,NOA1,40 a 49,Mujer,5785,1924.94,5206.5,1732.44,0.08,0.02,0.32,Muy alta
2009,90,NOA1,40 a 49,Varón,3164,1339.08,2847.6,1205.18,0.05,0.02,0.41,Muy alta
2009,90,NOA1,50 a 59,Mujer,6854,2085.98,6168.6,1877.38,0.11,0.03,0.29,Alta
2009,90,NOA1,50 a 59,Varón,7559,2617.51,6803.1,2355.76,0.15,0.05,0.31,Muy alta
2009,90,NOA1,60 a 69,Mujer,11834,2899.66,10650.6,2609.69,0.24,0.05,0.21,Alta
2009,90,NOA1,60 a 69,Varón,6693,2258.94,6023.7,2033.05,0.16,0.05,0.3,Alta
2009,90,NOA1,70 a 79,Mujer,2710,1098.15,2439,988.33,0.12,0.05,0.38,Muy alta
2009,90,NOA1,70 a 79,Varón,1163,950.83,1046.7,855.75,0.07,0.05,0.78,Muy alta
2009,90,NOA1,80+,Mujer,2925,1356.36,2632.5,1220.73,0.2,0.08,0.41,Muy alta
2009,90,NOA1,80+,Varón,1950,1217.67,1755,1095.9,0.32,0.15,0.48,Muy alta
2009,94,Patagonia Sur,30 a 39,Mujer,985,277.25,886.5,249.53,0.1,0.03,0.27,Alta
2009,94,Patagonia Sur,30 a 39,Varón,253,132.92,227.7,119.63,0.02,0.01,0.52,Muy alta
2009,94,Patagonia Sur,40 a 49,Mujer,1685,427.67,1516.5,384.9,0.16,0.04,0.23,Alta
2009,94,Patagonia Sur,40 a 49,Varón,990,307.38,891,276.64,0.1,0.03,0.29,Alta
2009,94,Patagonia Sur,50 a 59,Mujer,1181,375.97,1062.9,338.38,0.17,0.05,0.28,Alta
2009,94,Patagonia Sur,50 a 59,Varón,812,310.65,730.8,279.58,0.14,0.05,0.35,Muy alta
2009,94,Patagonia Sur,60 a 69,Mujer,85,49.49,76.5,44.54,0.03,0.02,0.6,Muy alta
2009,94,Patagonia Sur,60 a 69,Varón,1261,379.85,1134.9,341.87,0.5,0.09,0.18,Moderada
2009,94,Patagonia Sur,70 a 79,Mujer,249,176.87,224.1,159.18,0.22,0.13,0.59,Muy alta
2009,94,Patagonia Sur,70 a 79,Varón,294,128.5,264.6,115.65,0.31,0.12,0.37,Muy alta
2009,94,Patagonia Sur,80+,Mujer,90,69.08,81,62.17,0.22,0.14,0.66,Muy alta
2009,94,Patagonia Sur,80+,Varón,0,0,0,0,0,0,NA,NA
2013,02,Centro,30 a 39,Mujer,6817,5135.5,6135.3,4621.95,0.03,0.02,0.74,Muy alta
2013,02,Centro,30 a 39,Varón,14094,6465.07,12684.6,5818.57,0.05,0.02,0.45,Muy alta
2013,02,Centro,40 a 49,Mujer,2341,1588.98,2106.9,1430.08,0.01,0.01,0.69,Muy alta
2013,02,Centro,40 a 49,Varón,4450,3264.93,4005,2938.44,0.03,0.02,0.73,Muy alta
2013,02,Centro,50 a 59,Mujer,25797,9509.8,23217.3,8558.82,0.12,0.04,0.34,Muy alta
2013,02,Centro,50 a 59,Varón,12372,5238.94,11134.8,4715.04,0.08,0.03,0.42,Muy alta
2013,02,Centro,60 a 69,Mujer,30098,12847.88,27088.2,11563.09,0.17,0.06,0.38,Muy alta
2013,02,Centro,60 a 69,Varón,32731,11492.02,29457.9,10342.82,0.26,0.07,0.29,Alta
2013,02,Centro,70 a 79,Mujer,15611,8077.14,14049.9,7269.43,0.12,0.06,0.48,Muy alta
2013,02,Centro,70 a 79,Varón,29121,10527.9,26208.9,9475.11,0.29,0.08,0.29,Alta
2013,02,Centro,80+,Mujer,9986,4735.6,8987.4,4262.04,0.1,0.05,0.47,Muy alta
2013,02,Centro,80+,Varón,0,0,0,0,0,0,NA,NA
2013,06,Centro,30 a 39,Mujer,91512,19184.12,82360.8,17265.71,0.07,0.01,0.2,Moderada
2013,06,Centro,30 a 39,Varón,54560,14451.66,49104,13006.5,0.05,0.01,0.26,Alta
2013,06,Centro,40 a 49,Mujer,93302,20486.51,83971.8,18437.86,0.09,0.02,0.21,Alta
2013,06,Centro,40 a 49,Varón,83533,20682.41,75179.7,18614.17,0.08,0.02,0.23,Alta
2013,06,Centro,50 a 59,Mujer,120825,24792.52,108742.5,22313.27,0.14,0.03,0.19,Moderada
2013,06,Centro,50 a 59,Varón,97982,20855.03,88183.8,18769.53,0.12,0.02,0.2,Moderada
2013,06,Centro,60 a 69,Mujer,105171,20262.66,94653.9,18236.39,0.13,0.02,0.18,Moderada
2013,06,Centro,60 a 69,Varón,117034,21120.25,105330.6,19008.23,0.18,0.03,0.17,Moderada
2013,06,Centro,70 a 79,Mujer,94851,18394.41,85365.9,16554.97,0.18,0.03,0.17,Moderada
2013,06,Centro,70 a 79,Varón,58946,13661.49,53051.4,12295.34,0.2,0.04,0.21,Alta
2013,06,Centro,80+,Mujer,24879,11950.99,22391.1,10755.89,0.11,0.05,0.44,Muy alta
2013,06,Centro,80+,Varón,9867,3490.37,8880.3,3141.33,0.06,0.02,0.37,Muy alta
2013,10,NOA2,30 a 39,Mujer,1974,829.59,1776.6,746.63,0.1,0.04,0.39,Muy alta
2013,10,NOA2,30 a 39,Varón,1782,803.47,1603.8,723.12,0.08,0.03,0.44,Muy alta
2013,10,NOA2,40 a 49,Mujer,3536,1046.66,3182.4,941.99,0.21,0.05,0.26,Alta
2013,10,NOA2,40 a 49,Varón,2965,1155.82,2668.5,1040.24,0.2,0.07,0.33,Muy alta
2013,10,NOA2,50 a 59,Mujer,1122,554.04,1009.8,498.64,0.12,0.05,0.47,Muy alta
2013,10,NOA2,50 a 59,Varón,2275,1076.84,2047.5,969.16,0.17,0.07,0.42,Muy alta
2013,10,NOA2,60 a 69,Mujer,2824,907.88,2541.6,817.09,0.18,0.05,0.3,Alta
2013,10,NOA2,60 a 69,Varón,1015,617.6,913.5,555.84,0.13,0.07,0.55,Muy alta
2013,10,NOA2,70 a 79,Mujer,872,455.48,784.8,409.93,0.14,0.07,0.49,Muy alta
2013,10,NOA2,70 a 79,Varón,1420,646.32,1278,581.68,0.29,0.11,0.39,Muy alta
2013,10,NOA2,80+,Mujer,293,293,263.7,263.7,0.15,0.13,0.89,Muy alta
2013,10,NOA2,80+,Varón,226,226,203.4,203.4,0.14,0.13,0.93,Muy alta
2013,14,Centro,30 a 39,Mujer,17873,7021.38,16085.7,6319.24,0.08,0.03,0.37,Muy alta
2013,14,Centro,30 a 39,Varón,7688,2955.86,6919.2,2660.27,0.03,0.01,0.39,Muy alta
2013,14,Centro,40 a 49,Mujer,32448,10497.72,29203.2,9447.95,0.15,0.04,0.29,Alta
2013,14,Centro,40 a 49,Varón,19011,6344.93,17109.9,5710.43,0.1,0.03,0.33,Muy alta
2013,14,Centro,50 a 59,Mujer,19232,4775.8,17308.8,4298.22,0.12,0.03,0.25,Alta
2013,14,Centro,50 a 59,Varón,28740,6905.33,25866,6214.79,0.2,0.04,0.23,Alta
2013,14,Centro,60 a 69,Mujer,45899,14046.49,41309.1,12641.84,0.26,0.06,0.24,Alta
2013,14,Centro,60 a 69,Varón,22311,9005.19,20079.9,8104.67,0.17,0.06,0.36,Muy alta
2013,14,Centro,70 a 79,Mujer,18997,7285.76,17097.3,6557.18,0.22,0.07,0.32,Muy alta
2013,14,Centro,70 a 79,Varón,31177,14448.19,28059.3,13003.38,0.49,0.11,0.23,Alta
2013,14,Centro,80+,Mujer,5634,3529.83,5070.6,3176.84,0.09,0.05,0.59,Muy alta
2013,14,Centro,80+,Varón,2353,1577.63,2117.7,1419.87,0.07,0.05,0.72,Muy alta
2013,18,NEA,30 a 39,Mujer,3140,1121.17,2826,1009.05,0.05,0.02,0.36,Muy alta
2013,18,NEA,30 a 39,Varón,1334,955.77,1200.6,860.2,0.02,0.02,0.71,Muy alta
2013,18,NEA,40 a 49,Mujer,3986,1417.14,3587.4,1275.43,0.08,0.03,0.34,Muy alta
2013,18,NEA,40 a 49,Varón,1307,732.3,1176.3,659.07,0.03,0.02,0.56,Muy alta
2013,18,NEA,50 a 59,Mujer,7882,2203.47,7093.8,1983.13,0.17,0.04,0.25,Alta
2013,18,NEA,50 a 59,Varón,2412,1454.55,2170.8,1309.1,0.07,0.04,0.58,Muy alta
2013,18,NEA,60 a 69,Mujer,4864,2285.58,4377.6,2057.02,0.17,0.07,0.4,Muy alta
2013,18,NEA,60 a 69,Varón,3222,1383.36,2899.8,1245.02,0.11,0.05,0.42,Muy alta
2013,18,NEA,70 a 79,Mujer,4353,1232.51,3917.7,1109.26,0.19,0.05,0.27,Alta
2013,18,NEA,70 a 79,Varón,3166,1207.47,2849.4,1086.72,0.16,0.06,0.39,Muy alta
2013,18,NEA,80+,Mujer,1988,1012.21,1789.2,910.99,0.2,0.09,0.46,Muy alta
2013,18,NEA,80+,Varón,219,219,197.1,197.1,0.05,0.05,1.01,Muy alta
2013,22,NEA,30 a 39,Mujer,10359,4910.37,9323.1,4419.33,0.13,0.05,0.42,Muy alta
2013,22,NEA,30 a 39,Varón,4323,1805.36,3890.7,1624.83,0.07,0.03,0.41,Muy alta
2013,22,NEA,40 a 49,Mujer,3192,1496.28,2872.8,1346.65,0.07,0.03,0.46,Muy alta
2013,22,NEA,40 a 49,Varón,1717,1079.87,1545.3,971.88,0.03,0.02,0.63,Muy alta
2013,22,NEA,50 a 59,Mujer,2800,1390.27,2520,1251.25,0.07,0.03,0.48,Muy alta
2013,22,NEA,50 a 59,Varón,6583,2406.02,5924.7,2165.42,0.15,0.05,0.34,Muy alta
2013,22,NEA,60 a 69,Mujer,5490,1741.07,4941,1566.96,0.16,0.05,0.29,Alta
2013,22,NEA,60 a 69,Varón,2220,954.64,1998,859.17,0.08,0.04,0.43,Muy alta
2013,22,NEA,70 a 79,Mujer,3583,1940.53,3224.7,1746.48,0.16,0.08,0.48,Muy alta
2013,22,NEA,70 a 79,Varón,3328,1273.17,2995.2,1145.86,0.33,0.11,0.34,Muy alta
2013,22,NEA,80+,Mujer,1691,1099.41,1521.9,989.47,0.3,0.15,0.51,Muy alta
2013,22,NEA,80+,Varón,235,235,211.5,211.5,0.06,0.06,1.05,Muy alta
2013,26,Patagonia Sur,30 a 39,Mujer,2999,955.8,2699.1,860.22,0.07,0.02,0.3,Alta
2013,26,Patagonia Sur,30 a 39,Varón,3802,1160.85,3421.8,1044.76,0.08,0.02,0.29,Alta
2013,26,Patagonia Sur,40 a 49,Mujer,1813,607.47,1631.7,546.72,0.05,0.02,0.33,Muy alta
2013,26,Patagonia Sur,40 a 49,Varón,2416,858.74,2174.4,772.87,0.08,0.03,0.34,Muy alta
2013,26,Patagonia Sur,50 a 59,Mujer,4194,1165.92,3774.6,1049.33,0.16,0.04,0.25,Alta
2013,26,Patagonia Sur,50 a 59,Varón,2175,687.36,1957.5,618.63,0.09,0.03,0.31,Muy alta
2013,26,Patagonia Sur,60 a 69,Mujer,3513,975.36,3161.7,877.82,0.19,0.05,0.25,Alta
2013,26,Patagonia Sur,60 a 69,Varón,1749,682.42,1574.1,614.18,0.11,0.04,0.37,Muy alta
2013,26,Patagonia Sur,70 a 79,Mujer,2631,866.02,2367.9,779.42,0.26,0.07,0.27,Alta
2013,26,Patagonia Sur,70 a 79,Varón,1577,714.78,1419.3,643.3,0.2,0.08,0.39,Muy alta
2013,26,Patagonia Sur,80+,Mujer,579,291.48,521.1,262.34,0.1,0.05,0.5,Muy alta
2013,26,Patagonia Sur,80+,Varón,497,352.2,447.3,316.98,0.14,0.09,0.65,Muy alta
2013,30,Centro,30 a 39,Mujer,2516,934.94,2264.4,841.45,0.03,0.01,0.37,Muy alta
2013,30,Centro,30 a 39,Varón,4053,1815.44,3647.7,1633.9,0.05,0.02,0.44,Muy alta
2013,30,Centro,40 a 49,Mujer,6219,2848.95,5597.1,2564.06,0.09,0.04,0.43,Muy alta
2013,30,Centro,40 a 49,Varón,3329,1381.57,2996.1,1243.41,0.05,0.02,0.41,Muy alta
2013,30,Centro,50 a 59,Mujer,4816,2101.44,4334.4,1891.29,0.08,0.03,0.41,Muy alta
2013,30,Centro,50 a 59,Varón,6178,1983.85,5560.2,1785.47,0.11,0.03,0.31,Muy alta
2013,30,Centro,60 a 69,Mujer,7640,1884.01,6876,1695.61,0.15,0.03,0.23,Alta
2013,30,Centro,60 a 69,Varón,5713,2392.65,5141.7,2153.38,0.16,0.06,0.37,Muy alta
2013,30,Centro,70 a 79,Mujer,3712,1171.72,3340.8,1054.55,0.1,0.03,0.31,Muy alta
2013,30,Centro,70 a 79,Varón,4478,2123.77,4030.2,1911.39,0.19,0.08,0.42,Muy alta
2013,30,Centro,80+,Mujer,1877,792.18,1689.3,712.96,0.14,0.06,0.4,Muy alta
2013,30,Centro,80+,Varón,1380,1138.69,1242,1024.83,0.19,0.13,0.69,Muy alta
2013,34,NEA,30 a 39,Mujer,1312,456.05,1180.8,410.45,0.04,0.01,0.34,Muy alta
2013,34,NEA,30 a 39,Varón,0,0,0,0,0,0,NA,NA
2013,34,NEA,40 a 49,Mujer,684,447.62,615.6,402.86,0.03,0.02,0.64,Muy alta
2013,34,NEA,40 a 49,Varón,1259,561.46,1133.1,505.32,0.05,0.02,0.43,Muy alta
2013,34,NEA,50 a 59,Mujer,2321,1071.04,2088.9,963.94,0.12,0.05,0.43,Muy alta
2013,34,NEA,50 a 59,Varón,1461,739.5,1314.9,665.55,0.08,0.04,0.48,Muy alta
2013,34,NEA,60 a 69,Mujer,2414,927.52,2172.6,834.77,0.18,0.06,0.34,Muy alta
2013,34,NEA,60 a 69,Varón,1765,707.34,1588.5,636.61,0.17,0.06,0.37,Muy alta
2013,34,NEA,70 a 79,Mujer,1089,566.34,980.1,509.71,0.14,0.07,0.5,Muy alta
2013,34,NEA,70 a 79,Varón,1587,880.29,1428.3,792.26,0.21,0.1,0.47,Muy alta
2013,34,NEA,80+,Mujer,754,466.27,678.6,419.64,0.13,0.08,0.6,Muy alta
2013,34,NEA,80+,Varón,638,638,574.2,574.2,0.22,0.18,0.82,Muy alta
2013,38,NOA1,30 a 39,Mujer,3342,1088.29,3007.8,979.46,0.07,0.02,0.31,Muy alta
2013,38,NOA1,30 a 39,Varón,1298,686.25,1168.2,617.63,0.03,0.02,0.52,Muy alta
2013,38,NOA1,40 a 49,Mujer,3663,1438.06,3296.7,1294.26,0.1,0.04,0.37,Muy alta
2013,38,NOA1,40 a 49,Varón,1821,1041.45,1638.9,937.31,0.05,0.03,0.55,Muy alta
2013,38,NOA1,50 a 59,Mujer,2219,872.94,1997.1,785.64,0.07,0.03,0.38,Muy alta
2013,38,NOA1,50 a 59,Varón,1316,617.96,1184.4,556.16,0.05,0.02,0.47,Muy alta
2013,38,NOA1,60 a 69,Mujer,4865,1614.53,4378.5,1453.08,0.22,0.06,0.28,Alta
2013,38,NOA1,60 a 69,Varón,3475,1141.77,3127.5,1027.59,0.17,0.05,0.31,Muy alta
2013,38,NOA1,70 a 79,Mujer,186,131.52,167.4,118.37,0.02,0.01,0.73,Muy alta
2013,38,NOA1,70 a 79,Varón,346,277.1,311.4,249.39,0.05,0.04,0.8,Muy alta
2013,38,NOA1,80+,Mujer,2178,1166.18,1960.2,1049.57,0.29,0.12,0.41,Muy alta
2013,38,NOA1,80+,Varón,326,326,293.4,293.4,0.08,0.08,0.97,Muy alta
2013,42,Patagonia Norte,30 a 39,Mujer,1953,681.1,1757.7,612.99,0.1,0.03,0.32,Muy alta
2013,42,Patagonia Norte,30 a 39,Varón,803,408.48,722.7,367.64,0.05,0.03,0.49,Muy alta
2013,42,Patagonia Norte,40 a 49,Mujer,1183,568.12,1064.7,511.31,0.08,0.04,0.45,Muy alta
2013,42,Patagonia Norte,40 a 49,Varón,903,454.76,812.7,409.28,0.05,0.03,0.49,Muy alta
2013,42,Patagonia Norte,50 a 59,Mujer,1836,947.81,1652.4,853.03,0.13,0.06,0.46,Muy alta
2013,42,Patagonia Norte,50 a 59,Varón,1138,573.11,1024.2,515.8,0.09,0.04,0.48,Muy alta
2013,42,Patagonia Norte,60 a 69,Mujer,1252,518.3,1126.8,466.47,0.15,0.06,0.38,Muy alta
2013,42,Patagonia Norte,60 a 69,Varón,904,429.24,813.6,386.32,0.1,0.05,0.45,Muy alta
2013,42,Patagonia Norte,70 a 79,Mujer,974,503.25,876.6,452.92,0.12,0.06,0.47,Muy alta
2013,42,Patagonia Norte,70 a 79,Varón,767,445.36,690.3,400.82,0.12,0.06,0.53,Muy alta
2013,42,Patagonia Norte,80+,Mujer,453,223.49,407.7,201.14,0.09,0.04,0.48,Muy alta
2013,42,Patagonia Norte,80+,Varón,357,292.51,321.3,263.26,0.15,0.11,0.75,Muy alta
2013,46,Cuyo,30 a 39,Mujer,1378,616.61,1240.2,554.95,0.06,0.03,0.43,Muy alta
2013,46,Cuyo,30 a 39,Varón,1042,506.49,937.8,455.84,0.04,0.02,0.48,Muy alta
2013,46,Cuyo,40 a 49,Mujer,1116,767.61,1004.4,690.85,0.07,0.04,0.65,Muy alta
2013,46,Cuyo,40 a 49,Varón,1855,620.98,1669.5,558.88,0.11,0.04,0.32,Muy alta
2013,46,Cuyo,50 a 59,Mujer,2293,731.21,2063.7,658.09,0.17,0.05,0.29,Alta
2013,46,Cuyo,50 a 59,Varón,1581,574.98,1422.9,517.48,0.12,0.04,0.35,Muy alta
2013,46,Cuyo,60 a 69,Mujer,492,220.44,442.8,198.4,0.05,0.02,0.45,Muy alta
2013,46,Cuyo,60 a 69,Varón,2204,797.88,1983.6,718.09,0.25,0.08,0.31,Muy alta
2013,46,Cuyo,70 a 79,Mujer,1257,556.3,1131.3,500.67,0.25,0.1,0.38,Muy alta
2013,46,Cuyo,70 a 79,Varón,1166,536.52,1049.4,482.87,0.27,0.11,0.4,Muy alta
2013,46,Cuyo,80+,Mujer,555,268.22,499.5,241.4,0.18,0.08,0.46,Muy alta
2013,46,Cuyo,80+,Varón,121,87.09,108.9,78.38,0.08,0.06,0.78,Muy alta
2013,50,Cuyo,30 a 39,Mujer,7145,2776.45,6430.5,2498.8,0.07,0.02,0.37,Muy alta
2013,50,Cuyo,30 a 39,Varón,0,0,0,0,0,0,NA,NA
2013,50,Cuyo,40 a 49,Mujer,7065,2374.82,6358.5,2137.34,0.08,0.03,0.32,Muy alta
2013,50,Cuyo,40 a 49,Varón,9156,3706.03,8240.4,3335.42,0.1,0.04,0.37,Muy alta
2013,50,Cuyo,50 a 59,Mujer,7604,2676.03,6843.6,2408.42,0.1,0.03,0.33,Muy alta
2013,50,Cuyo,50 a 59,Varón,10341,3290.81,9306.9,2961.73,0.14,0.04,0.29,Alta
2013,50,Cuyo,60 a 69,Mujer,10451,2668.76,9405.9,2401.88,0.12,0.03,0.24,Alta
2013,50,Cuyo,60 a 69,Varón,7502,2611.9,6751.8,2350.71,0.13,0.04,0.32,Muy alta
2013,50,Cuyo,70 a 79,Mujer,5240,1706.62,4716,1535.96,0.12,0.04,0.31,Muy alta
2013,50,Cuyo,70 a 79,Varón,8025,2562,7222.5,2305.8,0.23,0.07,0.28,Alta
2013,50,Cuyo,80+,Mujer,4869,2491.43,4382.1,2242.29,0.24,0.1,0.41,Muy alta
2013,50,Cuyo,80+,Varón,5623,2321.17,5060.7,2089.05,0.56,0.13,0.22,Alta
2013,54,NEA,30 a 39,Mujer,4324,1674,3891.6,1506.6,0.07,0.03,0.37,Muy alta
2013,54,NEA,30 a 39,Varón,1408,998.62,1267.2,898.76,0.03,0.02,0.7,Muy alta
2013,54,NEA,40 a 49,Mujer,4820,1638.72,4338,1474.85,0.09,0.03,0.33,Muy alta
2013,54,NEA,40 a 49,Varón,3645,2047.44,3280.5,1842.7,0.07,0.04,0.54,Muy alta
2013,54,NEA,50 a 59,Mujer,3869,1561.32,3482.1,1405.19,0.09,0.04,0.39,Muy alta
2013,54,NEA,50 a 59,Varón,4870,2791.59,4383,2512.43,0.12,0.06,0.52,Muy alta
2013,54,NEA,60 a 69,Mujer,6521,1973.08,5868.9,1775.77,0.23,0.06,0.26,Alta
2013,54,NEA,60 a 69,Varón,6049,2000.28,5444.1,1800.25,0.23,0.07,0.28,Alta
2013,54,NEA,70 a 79,Mujer,2646,1239.35,2381.4,1115.42,0.16,0.07,0.43,Muy alta
2013,54,NEA,70 a 79,Varón,3575,1662.48,3217.5,1496.23,0.32,0.11,0.35,Muy alta
2013,54,NEA,80+,Mujer,0,0,0,0,0,0,NA,NA
2013,54,NEA,80+,Varón,772,772,694.8,694.8,0.2,0.17,0.82,Muy alta
2013,58,Patagonia Norte,30 a 39,Mujer,4307,1350.79,3876.3,1215.72,0.09,0.03,0.3,Alta
2013,58,Patagonia Norte,30 a 39,Varón,2492,1067.38,2242.8,960.65,0.05,0.02,0.42,Muy alta
2013,58,Patagonia Norte,40 a 49,Mujer,3292,1357.59,2962.8,1221.83,0.09,0.04,0.39,Muy alta
2013,58,Patagonia Norte,40 a 49,Varón,2814,1190.04,2532.6,1071.04,0.09,0.03,0.4,Muy alta
2013,58,Patagonia Norte,50 a 59,Mujer,3606,1173.73,3245.4,1056.36,0.12,0.04,0.31,Muy alta
2013,58,Patagonia Norte,50 a 59,Varón,2058,990.23,1852.2,891.21,0.08,0.04,0.46,Muy alta
2013,58,Patagonia Norte,60 a 69,Mujer,2851,979.82,2565.9,881.84,0.17,0.05,0.31,Muy alta
2013,58,Patagonia Norte,60 a 69,Varón,5749,1769.21,5174.1,1592.29,0.38,0.08,0.22,Alta
2013,58,Patagonia Norte,70 a 79,Mujer,2266,772.59,2039.4,695.33,0.25,0.07,0.29,Alta
2013,58,Patagonia Norte,70 a 79,Varón,3652,1058.9,3286.8,953.01,0.4,0.09,0.21,Alta
2013,58,Patagonia Norte,80+,Mujer,1457,666.1,1311.3,599.49,0.33,0.14,0.42,Muy alta
2013,58,Patagonia Norte,80+,Varón,483,342.06,434.7,307.85,0.24,0.15,0.63,Muy alta
2013,62,Patagonia Norte,30 a 39,Mujer,2408,735.72,2167.2,662.15,0.05,0.02,0.3,Alta
2013,62,Patagonia Norte,30 a 39,Varón,277,160.67,249.3,144.6,0.01,0,0.59,Muy alta
2013,62,Patagonia Norte,40 a 49,Mujer,7310,2010.1,6579,1809.09,0.18,0.04,0.24,Alta
2013,62,Patagonia Norte,40 a 49,Varón,2527,1079.03,2274.3,971.13,0.07,0.03,0.41,Muy alta
2013,62,Patagonia Norte,50 a 59,Mujer,3832,1043.75,3448.8,939.37,0.12,0.03,0.26,Alta
2013,62,Patagonia Norte,50 a 59,Varón,3169,1025.87,2852.1,923.28,0.12,0.04,0.31,Muy alta
2013,62,Patagonia Norte,60 a 69,Mujer,2887,851.54,2598.3,766.39,0.13,0.03,0.28,Alta
2013,62,Patagonia Norte,60 a 69,Varón,3245,1194.02,2920.5,1074.62,0.15,0.05,0.33,Muy alta
2013,62,Patagonia Norte,70 a 79,Mujer,2823,952.4,2540.7,857.16,0.2,0.06,0.28,Alta
2013,62,Patagonia Norte,70 a 79,Varón,1254,424.68,1128.6,382.21,0.13,0.04,0.33,Muy alta
