anio,codprov_censo,prov_nombre,region_deis,sexo,grupo_edad10,pob_proy,proy_pob,pob_est_2010
2005,30,Entre Ríos,Centro,Mujer,60 a 69,45222,NA,1572788
2005,30,Entre Ríos,Centro,Mujer,70 a 79,33826,NA,1067525
2005,30,Entre Ríos,Centro,Mujer,80+,16969,NA,671649
2005,30,Entre Ríos,Centro,Varón,30 a 39,77937,NA,2875168
2005,30,Entre Ríos,Centro,Varón,40 a 49,68178,NA,2226600
2005,30,Entre Ríos,Centro,Varón,50 a 59,57221,NA,1896227
2005,30,Entre Ríos,Centro,Varón,60 a 69,39595,NA,1360347
2005,30,Entre Ríos,Centro,Varón,70 a 79,22355,NA,769536
2005,30,Entre Ríos,Centro,Varón,80+,7874,NA,329851
2005,34,Formosa,NEA,Mujer,30 a 39,30973,NA,2948351
2005,34,Formosa,NEA,Mujer,40 a 49,27213,NA,2333346
2005,34,Formosa,NEA,Mujer,50 a 59,19295,NA,2043266
2005,34,Formosa,NEA,Mujer,60 a 69,12300,NA,1572788
2005,34,Formosa,NEA,Mujer,70 a 79,7425,NA,1067525
2005,34,Formosa,NEA,Mujer,80+,2635,NA,671649
2005,34,Formosa,NEA,Varón,30 a 39,29878,NA,2875168
2005,34,Formosa,NEA,Varón,40 a 49,27608,NA,2226600
2005,34,Formosa,NEA,Varón,50 a 59,20272,NA,1896227
2005,34,Formosa,NEA,Varón,60 a 69,12470,NA,1360347
2005,34,Formosa,NEA,Varón,70 a 79,6778,NA,769536
2005,34,Formosa,NEA,Varón,80+,2076,NA,329851
2005,38,Jujuy,NOA1,Mujer,30 a 39,41881,NA,2948351
2005,38,Jujuy,NOA1,Mujer,40 a 49,34432,NA,2333346
2005,38,Jujuy,NOA1,Mujer,50 a 59,26666,NA,2043266
2005,38,Jujuy,NOA1,Mujer,60 a 69,17746,NA,1572788
2005,38,Jujuy,NOA1,Mujer,70 a 79,10869,NA,1067525
2005,38,Jujuy,NOA1,Mujer,80+,4110,NA,671649
2005,38,Jujuy,NOA1,Varón,30 a 39,41205,NA,2875168
2005,38,Jujuy,NOA1,Varón,40 a 49,31750,NA,2226600
2005,38,Jujuy,NOA1,Varón,50 a 59,24907,NA,1896227
2005,38,Jujuy,NOA1,Varón,60 a 69,16345,NA,1360347
2005,38,Jujuy,NOA1,Varón,70 a 79,9052,NA,769536
2005,38,Jujuy,NOA1,Varón,80+,2679,NA,329851
2005,42,La Pampa,Patagonia Norte,Mujer,30 a 39,21033,NA,2948351
2005,42,La Pampa,Patagonia Norte,Mujer,40 a 49,18908,NA,2333346
2005,42,La Pampa,Patagonia Norte,Mujer,50 a 59,16015,NA,2043266
2005,42,La Pampa,Patagonia Norte,Mujer,60 a 69,12292,NA,1572788
2005,42,La Pampa,Patagonia Norte,Mujer,70 a 79,8654,NA,1067525
2005,42,La Pampa,Patagonia Norte,Mujer,80+,4440,NA,671649
2005,42,La Pampa,Patagonia Norte,Varón,30 a 39,21551,NA,2875168
2005,42,La Pampa,Patagonia Norte,Varón,40 a 49,19402,NA,2226600
2005,42,La Pampa,Patagonia Norte,Varón,50 a 59,16292,NA,1896227
2005,42,La Pampa,Patagonia Norte,Varón,60 a 69,11868,NA,1360347
2005,42,La Pampa,Patagonia Norte,Varón,70 a 79,6778,NA,769536
2005,42,La Pampa,Patagonia Norte,Varón,80+,2310,NA,329851
2005,46,La Rioja,Cuyo,Mujer,30 a 39,21098,NA,2948351
2005,46,La Rioja,Cuyo,Mujer,40 a 49,17179,NA,2333346
2005,46,La Rioja,Cuyo,Mujer,50 a 59,12830,NA,2043266
2005,46,La Rioja,Cuyo,Mujer,60 a 69,8413,NA,1572788
2005,46,La Rioja,Cuyo,Mujer,70 a 79,5405,NA,1067525
2005,46,La Rioja,Cuyo,Mujer,80+,2210,NA,671649
2005,46,La Rioja,Cuyo,Varón,30 a 39,21817,NA,2875168
2005,46,La Rioja,Cuyo,Varón,40 a 49,17584,NA,2226600
2005,46,La Rioja,Cuyo,Varón,50 a 59,13227,NA,1896227
2005,46,La Rioja,Cuyo,Varón,60 a 69,7850,NA,1360347
2005,46,La Rioja,Cuyo,Varón,70 a 79,4467,NA,769536
2005,46,La Rioja,Cuyo,Varón,80+,1437,NA,329851
2005,50,Mendoza,Cuyo,Mujer,30 a 39,108918,NA,2948351
2005,50,Mendoza,Cuyo,Mujer,40 a 49,94754,NA,2333346
2005,50,Mendoza,Cuyo,Mujer,50 a 59,86087,NA,2043266
2005,50,Mendoza,Cuyo,Mujer,60 a 69,62151,NA,1572788
2005,50,Mendoza,Cuyo,Mujer,70 a 79,45065,NA,1067525
2005,50,Mendoza,Cuyo,Mujer,80+,20531,NA,671649
2005,50,Mendoza,Cuyo,Varón,30 a 39,105546,NA,2875168
2005,50,Mendoza,Cuyo,Varón,40 a 49,87288,NA,2226600
2005,50,Mendoza,Cuyo,Varón,50 a 59,77716,NA,1896227
2005,50,Mendoza,Cuyo,Varón,60 a 69,53773,NA,1360347
2005,50,Mendoza,Cuyo,Varón,70 a 79,33722,NA,769536
2005,50,Mendoza,Cuyo,Varón,80+,11904,NA,329851
2005,54,Misiones,NEA,Mujer,30 a 39,61786,NA,2948351
2005,54,Misiones,NEA,Mujer,40 a 49,53744,NA,2333346
2005,54,Misiones,NEA,Mujer,50 a 59,36415,NA,2043266
2005,54,Misiones,NEA,Mujer,60 a 69,24195,NA,1572788
2005,54,Misiones,NEA,Mujer,70 a 79,14977,NA,1067525
2005,54,Misiones,NEA,Mujer,80+,5568,NA,671649
2005,54,Misiones,NEA,Varón,30 a 39,61430,NA,2875168
2005,54,Misiones,NEA,Varón,40 a 49,54941,NA,2226600
2005,54,Misiones,NEA,Varón,50 a 59,38632,NA,1896227
2005,54,Misiones,NEA,Varón,60 a 69,23847,NA,1360347
2005,54,Misiones,NEA,Varón,70 a 79,13377,NA,769536
2005,54,Misiones,NEA,Varón,80+,3941,NA,329851
2005,58,Neuquén,Patagonia Norte,Mujer,30 a 39,38416,NA,2948351
2005,58,Neuquén,Patagonia Norte,Mujer,40 a 49,31759,NA,2333346
2005,58,Neuquén,Patagonia Norte,Mujer,50 a 59,22650,NA,2043266
2005,58,Neuquén,Patagonia Norte,Mujer,60 a 69,13164,NA,1572788
2005,58,Neuquén,Patagonia Norte,Mujer,70 a 79,7885,NA,1067525
2005,58,Neuquén,Patagonia Norte,Mujer,80+,3410,NA,671649
2005,58,Neuquén,Patagonia Norte,Varón,30 a 39,37854,NA,2875168
2005,58,Neuquén,Patagonia Norte,Varón,40 a 49,31054,NA,2226600
2005,58,Neuquén,Patagonia Norte,Varón,50 a 59,22330,NA,1896227
2005,58,Neuquén,Patagonia Norte,Varón,60 a 69,12696,NA,1360347
2005,58,Neuquén,Patagonia Norte,Varón,70 a 79,6188,NA,769536
2005,58,Neuquén,Patagonia Norte,Varón,80+,1899,NA,329851
2005,62,Río Negro,Patagonia Norte,Mujer,30 a 39,39579,NA,2948351
2005,62,Río Negro,Patagonia Norte,Mujer,40 a 49,35740,NA,2333346
2005,62,Río Negro,Patagonia Norte,Mujer,50 a 59,27633,NA,2043266
2005,62,Río Negro,Patagonia Norte,Mujer,60 a 69,18573,NA,1572788
2005,62,Río Negro,Patagonia Norte,Mujer,70 a 79,11755,NA,1067525
2005,62,Río Negro,Patagonia Norte,Mujer,80+,4772,NA,671649
2005,62,Río Negro,Patagonia Norte,Varón,30 a 39,38921,NA,2875168
2005,62,Río Negro,Patagonia Norte,Varón,40 a 49,34668,NA,2226600
2005,62,Río Negro,Patagonia Norte,Varón,50 a 59,27566,NA,1896227
2005,62,Río Negro,Patagonia Norte,Varón,60 a 69,18249,NA,1360347
2005,62,Río Negro,Patagonia Norte,Varón,70 a 79,9911,NA,769536
2005,62,Río Negro,Patagonia Norte,Varón,80+,3296,NA,329851
2005,66,Salta,NOA1,Mujer,30 a 39,73644,NA,2948351
2005,66,Salta,NOA1,Mujer,40 a 49,58736,NA,2333346
2005,66,Salta,NOA1,Mujer,50 a 59,45513,NA,2043266
2005,66,Salta,NOA1,Mujer,60 a 69,29298,NA,1572788
2005,66,Salta,NOA1,Mujer,70 a 79,18470,NA,1067525
2005,66,Salta,NOA1,Mujer,80+,7296,NA,671649
2005,66,Salta,NOA1,Varón,30 a 39,72145,NA,2875168
2005,66,Salta,NOA1,Varón,40 a 49,57319,NA,2226600
2005,66,Salta,NOA1,Varón,50 a 59,43711,NA,1896227
2005,66,Salta,NOA1,Varón,60 a 69,27718,NA,1360347
2005,66,Salta,NOA1,Varón,70 a 79,15878,NA,769536
2005,66,Salta,NOA1,Varón,80+,4826,NA,329851
2005,70,San Juan,Cuyo,Mujer,30 a 39,43847,NA,2948351
2005,70,San Juan,Cuyo,Mujer,40 a 49,36735,NA,2333346
2005,70,San Juan,Cuyo,Mujer,50 a 59,32501,NA,2043266
2005,70,San Juan,Cuyo,Mujer,60 a 69,22557,NA,1572788
2005,70,San Juan,Cuyo,Mujer,70 a 79,14949,NA,1067525
2005,70,San Juan,Cuyo,Mujer,80+,6060,NA,671649
2005,70,San Juan,Cuyo,Varón,30 a 39,43090,NA,2875168
2005,70,San Juan,Cuyo,Varón,40 a 49,33961,NA,2226600
2005,70,San Juan,Cuyo,Varón,50 a 59,29489,NA,1896227
2005,70,San Juan,Cuyo,Varón,60 a 69,19243,NA,1360347
2005,70,San Juan,Cuyo,Varón,70 a 79,11351,NA,769536
2005,70,San Juan,Cuyo,Varón,80+,3745,NA,329851
2005,74,San Luis,Cuyo,Mujer,30 a 39,26535,NA,2948351
2005,74,San Luis,Cuyo,Mujer,40 a 49,22729,NA,2333346
2005,74,San Luis,Cuyo,Mujer,50 a 59,18366,NA,2043266
2005,74,San Luis,Cuyo,Mujer,60 a 69,13051,NA,1572788
2005,74,San Luis,Cuyo,Mujer,70 a 79,8511,NA,1067525
2005,74,San Luis,Cuyo,Mujer,80+,3632,NA,671649
2005,74,San Luis,Cuyo,Varón,30 a 39,27806,NA,2875168
2005,74,San Luis,Cuyo,Varón,40 a 49,22918,NA,2226600
2005,74,San Luis,Cuyo,Varón,50 a 59,18524,NA,1896227
2005,74,San Luis,Cuyo,Varón,60 a 69,12207,NA,1360347
2005,74,San Luis,Cuyo,Varón,70 a 79,6709,NA,769536
2005,74,San Luis,Cuyo,Varón,80+,2166,NA,329851
2005,78,Santa Cruz,Patagonia Sur,Mujer,30 a 39,16205,NA,2948351
2005,78,Santa Cruz,Patagonia Sur,Mujer,40 a 49,13093,NA,2333346
2005,78,Santa Cruz,Patagonia Sur,Mujer,50 a 59,8644,NA,2043266
2005,78,Santa Cruz,Patagonia Sur,Mujer,60 a 69,5276,NA,1572788
2005,78,Santa Cruz,Patagonia Sur,Mujer,70 a 79,2935,NA,1067525
2005,78,Santa Cruz,Patagonia Sur,Mujer,80+,1024,NA,671649
2005,78,Santa Cruz,Patagonia Sur,Varón,30 a 39,16524,NA,2875168
2005,78,Santa Cruz,Patagonia Sur,Varón,40 a 49,14146,NA,2226600
2005,78,Santa Cruz,Patagonia Sur,Varón,50 a 59,9428,NA,1896227
2005,78,Santa Cruz,Patagonia Sur,Varón,60 a 69,5480,NA,1360347
2005,78,Santa Cruz,Patagonia Sur,Varón,70 a 79,2656,NA,769536
2005,78,Santa Cruz,Patagonia Sur,Varón,80+,647,NA,329851
2005,82,Santa Fe,Centro,Mujer,30 a 39,200714,NA,2948351
2005,82,Santa Fe,Centro,Mujer,40 a 49,185500,NA,2333346
2005,82,Santa Fe,Centro,Mujer,50 a 59,163505,NA,2043266
2005,82,Santa Fe,Centro,Mujer,60 a 69,131181,NA,1572788
2005,82,Santa Fe,Centro,Mujer,70 a 79,105656,NA,1067525
2005,82,Santa Fe,Centro,Mujer,80+,55189,NA,671649
2005,82,Santa Fe,Centro,Varón,30 a 39,202352,NA,2875168
2005,82,Santa Fe,Centro,Varón,40 a 49,179091,NA,2226600
2005,82,Santa Fe,Centro,Varón,50 a 59,152568,NA,1896227
2005,82,Santa Fe,Centro,Varón,60 a 69,111266,NA,1360347
2005,82,Santa Fe,Centro,Varón,70 a 79,70250,NA,769536
2005,82,Santa Fe,Centro,Varón,80+,24902,NA,329851
2005,86,Santiago del Estero,NOA2,Mujer,30 a 39,50140,NA,2948351
2005,86,Santiago del Estero,NOA2,Mujer,40 a 49,41183,NA,2333346
2005,86,Santiago del Estero,NOA2,Mujer,50 a 59,32442,NA,2043266
2005,86,Santiago del Estero,NOA2,Mujer,60 a 69,23191,NA,1572788
2005,86,Santiago del Estero,NOA2,Mujer,70 a 79,15440,NA,1067525
2005,86,Santiago del Estero,NOA2,Mujer,80+,6247,NA,671649
2005,86,Santiago del Estero,NOA2,Varón,30 a 39,51946,NA,2875168
2005,86,Santiago del Estero,NOA2,Varón,40 a 49,41886,NA,2226600
2005,86,Santiago del Estero,NOA2,Varón,50 a 59,34487,NA,1896227
2005,86,Santiago del Estero,NOA2,Varón,60 a 69,21929,NA,1360347
2005,86,Santiago del Estero,NOA2,Varón,70 a 79,12566,NA,769536
2005,86,Santiago del Estero,NOA2,Varón,80+,4137,NA,329851
2005,90,Tucumán,NOA1,Mujer,30 a 39,87800,NA,2948351
2005,90,Tucumán,NOA1,Mujer,40 a 49,77994,NA,2333346
2005,90,Tucumán,NOA1,Mujer,50 a 59,65473,NA,2043266
2005,90,Tucumán,NOA1,Mujer,60 a 69,41612,NA,1572788
2005,90,Tucumán,NOA1,Mujer,70 a 79,30425,NA,1067525
2005,90,Tucumán,NOA1,Mujer,80+,12082,NA,671649
2005,90,Tucumán,NOA1,Varón,30 a 39,87686,NA,2875168
2005,90,Tucumán,NOA1,Varón,40 a 49,73981,NA,2226600
2005,90,Tucumán,NOA1,Varón,50 a 59,63317,NA,1896227
2005,90,Tucumán,NOA1,Varón,60 a 69,36719,NA,1360347
2005,90,Tucumán,NOA1,Varón,70 a 79,22281,NA,769536
2005,90,Tucumán,NOA1,Varón,80+,6817,NA,329851
2005,94,Tierra del Fuego,Patagonia Sur,Mujer,30 a 39,9175,NA,2948351
2005,94,Tierra del Fuego,Patagonia Sur,Mujer,40 a 49,8288,NA,2333346
2005,94,Tierra del Fuego,Patagonia Sur,Mujer,50 a 59,4238,NA,2043266
2005,94,Tierra del Fuego,Patagonia Sur,Mujer,60 a 69,2002,NA,1572788
2005,94,Tierra del Fuego,Patagonia Sur,Mujer,70 a 79,986,NA,1067525
2005,94,Tierra del Fuego,Patagonia Sur,Mujer,80+,286,NA,671649
2005,94,Tierra del Fuego,Patagonia Sur,Varón,30 a 39,9092,NA,2875168
2005,94,Tierra del Fuego,Patagonia Sur,Varón,40 a 49,9390,NA,2226600
2005,94,Tierra del Fuego,Patagonia Sur,Varón,50 a 59,4843,NA,1896227
2005,94,Tierra del Fuego,Patagonia Sur,Varón,60 a 69,1979,NA,1360347
2005,94,Tierra del Fuego,Patagonia Sur,Varón,70 a 79,805,NA,769536
2005,94,Tierra del Fuego,Patagonia Sur,Varón,80+,194,NA,329851
2009,02,CABA,Centro,Mujer,30 a 39,NA,231984,2948351
2009,02,CABA,Centro,Mujer,40 a 49,NA,186898,2333346
2009,02,CABA,Centro,Mujer,50 a 59,NA,182037,2043266
2009,02,CABA,Centro,Mujer,60 a 69,NA,160205,1572788
2009,02,CABA,Centro,Mujer,70 a 79,NA,121169,1067525
2009,02,CABA,Centro,Mujer,80+,NA,99252,671649
2009,02,CABA,Centro,Varón,30 a 39,NA,218877,2875168
2009,02,CABA,Centro,Varón,40 a 49,NA,165427,2226600
2009,02,CABA,Centro,Varón,50 a 59,NA,147250,1896227
2009,02,CABA,Centro,Varón,60 a 69,NA,117209,1360347
2009,02,CABA,Centro,Varón,70 a 79,NA,75586,769536
2009,02,CABA,Centro,Varón,80+,NA,41602,329851
2009,06,Buenos Aires,Centro,Mujer,30 a 39,NA,1105854,2948351
2009,06,Buenos Aires,Centro,Mujer,40 a 49,NA,916938,2333346
2009,06,Buenos Aires,Centro,Mujer,50 a 59,NA,794870,2043266
2009,06,Buenos Aires,Centro,Mujer,60 a 69,NA,622545,1572788
2009,06,Buenos Aires,Centro,Mujer,70 a 79,NA,434650,1067525
2009,06,Buenos Aires,Centro,Mujer,80+,NA,246355,671649
2009,06,Buenos Aires,Centro,Varón,30 a 39,NA,1090400,2875168
2009,06,Buenos Aires,Centro,Varón,40 a 49,NA,873912,2226600
2009,06,Buenos Aires,Centro,Varón,50 a 59,NA,734504,1896227
2009,06,Buenos Aires,Centro,Varón,60 a 69,NA,533802,1360347
2009,06,Buenos Aires,Centro,Varón,70 a 79,NA,309563,769536
2009,06,Buenos Aires,Centro,Varón,80+,NA,119684,329851
2009,10,Catamarca,NOA2,Mujer,30 a 39,NA,25466,2948351
2009,10,Catamarca,NOA2,Mujer,40 a 49,NA,19432,2333346
2009,10,Catamarca,NOA2,Mujer,50 a 59,NA,15754,2043266
2009,10,Catamarca,NOA2,Mujer,60 a 69,NA,11174,1572788
2009,10,Catamarca,NOA2,Mujer,70 a 79,NA,7249,1067525
2009,10,Catamarca,NOA2,Mujer,80+,NA,3900,671649
2009,10,Catamarca,NOA2,Varón,30 a 39,NA,25626,2875168
2009,10,Catamarca,NOA2,Varón,40 a 49,NA,19574,2226600
2009,10,Catamarca,NOA2,Varón,50 a 59,NA,15844,1896227
2009,10,Catamarca,NOA2,Varón,60 a 69,NA,10323,1360347
2009,10,Catamarca,NOA2,Varón,70 a 79,NA,5533,769536
2009,10,Catamarca,NOA2,Varón,80+,NA,2263,329851
2009,14,Córdoba,Centro,Mujer,30 a 39,NA,233616,2948351
2009,14,Córdoba,Centro,Mujer,40 a 49,NA,193093,2333346
2009,14,Córdoba,Centro,Mujer,50 a 59,NA,171515,2043266
2009,14,Córdoba,Centro,Mujer,60 a 69,NA,140211,1572788
2009,14,Córdoba,Centro,Mujer,70 a 79,NA,97528,1067525
2009,14,Córdoba,Centro,Mujer,80+,NA,55143,671649
2009,14,Córdoba,Centro,Varón,30 a 39,NA,231235,2875168
2009,14,Córdoba,Centro,Varón,40 a 49,NA,183490,2226600
2009,14,Córdoba,Centro,Varón,50 a 59,NA,157717,1896227
2009,14,Córdoba,Centro,Varón,60 a 69,NA,119172,1360347
2009,14,Córdoba,Centro,Varón,70 a 79,NA,69518,769536
2009,14,Córdoba,Centro,Varón,80+,NA,26649,329851
2009,18,Corrientes,NEA,Mujer,30 a 39,NA,66393,2948351
2009,18,Corrientes,NEA,Mujer,40 a 49,NA,54928,2333346
2009,18,Corrientes,NEA,Mujer,50 a 59,NA,44221,2043266
2009,18,Corrientes,NEA,Mujer,60 a 69,NA,31033,1572788
2009,18,Corrientes,NEA,Mujer,70 a 79,NA,19840,1067525
2009,18,Corrientes,NEA,Mujer,80+,NA,9922,671649
2009,18,Corrientes,NEA,Varón,30 a 39,NA,62771,2875168
2009,18,Corrientes,NEA,Varón,40 a 49,NA,52386,2226600
2009,18,Corrientes,NEA,Varón,50 a 59,NA,43496,1896227
2009,18,Corrientes,NEA,Varón,60 a 69,NA,28527,1360347
2009,18,Corrientes,NEA,Varón,70 a 79,NA,14971,769536
2009,18,Corrientes,NEA,Varón,80+,NA,5773,329851
2009,22,Chaco,NEA,Mujer,30 a 39,NA,70176,2948351
2009,22,Chaco,NEA,Mujer,40 a 49,NA,56122,2333346
2009,22,Chaco,NEA,Mujer,50 a 59,NA,43839,2043266
2009,22,Chaco,NEA,Mujer,60 a 69,NA,29532,1572788
2009,22,Chaco,NEA,Mujer,70 a 79,NA,18608,1067525
2009,22,Chaco,NEA,Mujer,80+,NA,8401,671649
2009,22,Chaco,NEA,Varón,30 a 39,NA,67545,2875168
2009,22,Chaco,NEA,Varón,40 a 49,NA,54258,2226600
2009,22,Chaco,NEA,Varón,50 a 59,NA,44029,1896227
2009,22,Chaco,NEA,Varón,60 a 69,NA,27499,1360347
2009,22,Chaco,NEA,Varón,70 a 79,NA,14478,769536
2009,22,Chaco,NEA,Varón,80+,NA,5009,329851
2009,26,Chubut,Patagonia Sur,Mujer,30 a 39,NA,37134,2948351
2009,26,Chubut,Patagonia Sur,Mujer,40 a 49,NA,28851,2333346
2009,26,Chubut,Patagonia Sur,Mujer,50 a 59,NA,22249,2043266
2009,26,Chubut,Patagonia Sur,Mujer,60 a 69,NA,14903,1572788
2009,26,Chubut,Patagonia Sur,Mujer,70 a 79,NA,8933,1067525
2009,26,Chubut,Patagonia Sur,Mujer,80+,NA,4316,671649
2009,26,Chubut,Patagonia Sur,Varón,30 a 39,NA,37714,2875168
2009,26,Chubut,Patagonia Sur,Varón,40 a 49,NA,28916,2226600
2009,26,Chubut,Patagonia Sur,Varón,50 a 59,NA,22322,1896227
2009,26,Chubut,Patagonia Sur,Varón,60 a 69,NA,14094,1360347
2009,26,Chubut,Patagonia Sur,Varón,70 a 79,NA,7090,769536
2009,26,Chubut,Patagonia Sur,Varón,80+,NA,2489,329851
2009,30,Entre Ríos,Centro,Mujer,30 a 39,NA,84748,2948351
2009,30,Entre Ríos,Centro,Mujer,40 a 49,NA,70811,2333346
2009,30,Entre Ríos,Centro,Mujer,50 a 59,NA,61311,2043266
2009,30,Entre Ríos,Centro,Mujer,60 a 69,NA,47999,1572788
2009,30,Entre Ríos,Centro,Mujer,70 a 79,NA,33634,1067525
2009,30,Entre Ríos,Centro,Mujer,80+,NA,18919,671649
2009,30,Entre Ríos,Centro,Varón,30 a 39,NA,83848,2875168
2009,30,Entre Ríos,Centro,Varón,40 a 49,NA,68540,2226600
2009,30,Entre Ríos,Centro,Varón,50 a 59,NA,58422,1896227
2009,30,Entre Ríos,Centro,Varón,60 a 69,NA,42065,1360347
2009,30,Entre Ríos,Centro,Varón,70 a 79,NA,23192,769536
2009,30,Entre Ríos,Centro,Varón,80+,NA,8691,329851
2009,34,Formosa,NEA,Mujer,30 a 39,NA,34870,2948351
2009,34,Formosa,NEA,Mujer,40 a 49,NA,28503,2333346
2009,34,Formosa,NEA,Mujer,50 a 59,NA,21797,2043266
2009,34,Formosa,NEA,Mujer,60 a 69,NA,14297,1572788
2009,34,Formosa,NEA,Mujer,70 a 79,NA,8480,1067525
2009,34,Formosa,NEA,Mujer,80+,NA,3713,671649
2009,34,Formosa,NEA,Varón,30 a 39,NA,33107,2875168
2009,34,Formosa,NEA,Varón,40 a 49,NA,28158,2226600
2009,34,Formosa,NEA,Varón,50 a 59,NA,22147,1896227
2009,34,Formosa,NEA,Varón,60 a 69,NA,14166,1360347
2009,34,Formosa,NEA,Varón,70 a 79,NA,7779,769536
2009,34,Formosa,NEA,Varón,80+,NA,2834,329851
2009,38,Jujuy,NOA1,Mujer,30 a 39,NA,47477,2948351
2009,38,Jujuy,NOA1,Mujer,40 a 49,NA,35964,2333346
2009,38,Jujuy,NOA1,Mujer,50 a 59,NA,28741,2043266
2009,38,Jujuy,NOA1,Mujer,60 a 69,NA,19810,1572788
2009,38,Jujuy,NOA1,Mujer,70 a 79,NA,11482,1067525
2009,38,Jujuy,NOA1,Mujer,80+,NA,4989,671649
2009,38,Jujuy,NOA1,Varón,30 a 39,NA,45788,2875168
2009,38,Jujuy,NOA1,Varón,40 a 49,NA,33278,2226600
2009,38,Jujuy,NOA1,Varón,50 a 59,NA,26458,1896227
2009,38,Jujuy,NOA1,Varón,60 a 69,NA,17936,1360347
2009,38,Jujuy,NOA1,Varón,70 a 79,NA,9701,769536
2009,38,Jujuy,NOA1,Varón,80+,NA,3177,329851
2009,42,La Pampa,Patagonia Norte,Mujer,30 a 39,NA,22258,2948351
2009,42,La Pampa,Patagonia Norte,Mujer,40 a 49,NA,19139,2333346
2009,42,La Pampa,Patagonia Norte,Mujer,50 a 59,NA,16250,2043266
2009,42,La Pampa,Patagonia Norte,Mujer,60 a 69,NA,12913,1572788
2009,42,La Pampa,Patagonia Norte,Mujer,70 a 79,NA,8823,1067525
2009,42,La Pampa,Patagonia Norte,Mujer,80+,NA,5112,671649
2009,42,La Pampa,Patagonia Norte,Varón,30 a 39,NA,22294,2875168
2009,42,La Pampa,Patagonia Norte,Varón,40 a 49,NA,19081,2226600
2009,42,La Pampa,Patagonia Norte,Varón,50 a 59,NA,16460,1896227
2009,42,La Pampa,Patagonia Norte,Varón,60 a 69,NA,12364,1360347
2009,42,La Pampa,Patagonia Norte,Varón,70 a 79,NA,7025,769536
2009,42,La Pampa,Patagonia Norte,Varón,80+,NA,2779,329851
2009,46,La Rioja,Cuyo,Mujer,30 a 39,NA,23633,2948351
2009,46,La Rioja,Cuyo,Mujer,40 a 49,NA,17826,2333346
2009,46,La Rioja,Cuyo,Mujer,50 a 59,NA,13808,2043266
2009,46,La Rioja,Cuyo,Mujer,60 a 69,NA,9412,1572788
2009,46,La Rioja,Cuyo,Mujer,70 a 79,NA,5859,1067525
2009,46,La Rioja,Cuyo,Mujer,80+,NA,2975,671649
2009,46,La Rioja,Cuyo,Varón,30 a 39,NA,23550,2875168
2009,46,La Rioja,Cuyo,Varón,40 a 49,NA,17906,2226600
2009,46,La Rioja,Cuyo,Varón,50 a 59,NA,14077,1896227
2009,46,La Rioja,Cuyo,Varón,60 a 69,NA,8941,1360347
2009,46,La Rioja,Cuyo,Varón,70 a 79,NA,4657,769536
2009,46,La Rioja,Cuyo,Varón,80+,NA,1804,329851
2009,50,Mendoza,Cuyo,Mujer,30 a 39,NA,120344,2948351
2009,50,Mendoza,Cuyo,Mujer,40 a 49,NA,97808,2333346
2009,50,Mendoza,Cuyo,Mujer,50 a 59,NA,87684,2043266
2009,50,Mendoza,Cuyo,Mujer,60 a 69,NA,68711,1572788
2009,50,Mendoza,Cuyo,Mujer,70 a 79,NA,45392,1067525
2009,50,Mendoza,Cuyo,Mujer,80+,NA,23700,671649
2009,50,Mendoza,Cuyo,Varón,30 a 39,NA,116353,2875168
2009,50,Mendoza,Cuyo,Varón,40 a 49,NA,91039,2226600
2009,50,Mendoza,Cuyo,Varón,50 a 59,NA,79485,1896227
2009,50,Mendoza,Cuyo,Varón,60 a 69,NA,59180,1360347
2009,50,Mendoza,Cuyo,Varón,70 a 79,NA,34161,769536
2009,50,Mendoza,Cuyo,Varón,80+,NA,13291,329851
2009,54,Misiones,NEA,Mujer,30 a 39,NA,70372,2948351
2009,54,Misiones,NEA,Mujer,40 a 49,NA,56115,2333346
2009,54,Misiones,NEA,Mujer,50 a 59,NA,41310,2043266
2009,54,Misiones,NEA,Mujer,60 a 69,NA,27059,1572788
2009,54,Misiones,NEA,Mujer,70 a 79,NA,16052,1067525
2009,54,Misiones,NEA,Mujer,80+,NA,6955,671649
2009,54,Misiones,NEA,Varón,30 a 39,NA,68662,2875168
2009,54,Misiones,NEA,Varón,40 a 49,NA,55847,2226600
2009,54,Misiones,NEA,Varón,50 a 59,NA,42723,1896227
2009,54,Misiones,NEA,Varón,60 a 69,NA,26842,1360347
2009,54,Misiones,NEA,Varón,70 a 79,NA,14156,769536
2009,54,Misiones,NEA,Varón,80+,NA,4849,329851
2009,58,Neuquén,Patagonia Norte,Mujer,30 a 39,NA,42929,2948351
2009,58,Neuquén,Patagonia Norte,Mujer,40 a 49,NA,33590,2333346
2009,58,Neuquén,Patagonia Norte,Mujer,50 a 59,NA,24485,2043266
2009,58,Neuquén,Patagonia Norte,Mujer,60 a 69,NA,15149,1572788
2009,58,Neuquén,Patagonia Norte,Mujer,70 a 79,NA,8378,1067525
2009,58,Neuquén,Patagonia Norte,Mujer,80+,NA,3974,671649
2009,58,Neuquén,Patagonia Norte,Varón,30 a 39,NA,42044,2875168
2009,58,Neuquén,Patagonia Norte,Varón,40 a 49,NA,32427,2226600
2009,58,Neuquén,Patagonia Norte,Varón,50 a 59,NA,24267,1896227
2009,58,Neuquén,Patagonia Norte,Varón,60 a 69,NA,14566,1360347
2009,58,Neuquén,Patagonia Norte,Varón,70 a 79,NA,6804,769536
