02;1;I67;NULL;08_35 a 39;1
02;2;I42;NULL;15_70 a 74;95
02;2;Y34;NULL;15_70 a 74;3
02;1;I11;NULL;13_60 a 64;4
02;1;D75;NULL;16_75 a 79;1
02;2;C38;NULL;15_70 a 74;1
02;1;G93;NULL;01_Menor de 1 año;3
02;1;C67;NULL;16_75 a 79;19
02;2;B99;NULL;17_80 y más;5
02;1;Y28;NULL;06_25 a 29;5
02;1;C43;NULL;08_35 a 39;1
02;1;E76;NULL;03_10 a 14;1
02;1;C49;NULL;14_65 a 69;1
02;2;N39;NULL;12_55 a 59;1
02;1;E14;NULL;10_45 a 49;2
02;1;I61;NULL;12_55 a 59;8
02;1;Y69;NULL;16_75 a 79;1
02;2;Y26;NULL;08_35 a 39;1
02;1;C46;NULL;15_70 a 74;1
02;1;B24;NULL;16_75 a 79;1
02;1;I72;NULL;17_80 y más;1
02;1;I47;NULL;14_65 a 69;21
02;2;D43;NULL;12_55 a 59;3
02;2;R68;NULL;12_55 a 59;3
02;1;K85;NULL;14_65 a 69;4
02;2;C81;NULL;16_75 a 79;1
02;1;C38;NULL;10_45 a 49;1
02;1;L89;NULL;11_50 a 54;2
02;2;L08;NULL;17_80 y más;17
02;2;K80;NULL;16_75 a 79;1
02;1;I69;NULL;17_80 y más;6
02;1;C81;NULL;12_55 a 59;1
02;2;D06;NULL;14_65 a 69;1
02;2;L08;NULL;16_75 a 79;3
02;1;R99;NULL;09_40 a 44;7
02;2;I71;NULL;11_50 a 54;2
02;1;N19;NULL;16_75 a 79;10
02;2;I35;NULL;15_70 a 74;1
02;1;B23;NULL;09_40 a 44;2
02;1;E43;NULL;16_75 a 79;1
02;1;G40;NULL;10_45 a 49;1
02;1;C76;NULL;17_80 y más;3
02;1;C22;NULL;11_50 a 54;5
02;2;C26;NULL;17_80 y más;5
02;2;A17;NULL;07_30 a 34;1
02;2;M32;NULL;14_65 a 69;1
02;2;C51;NULL;15_70 a 74;1
02;1;I71;NULL;13_60 a 64;9
02;2;D43;NULL;16_75 a 79;3
02;2;K74;NULL;17_80 y más;9
02;1;Q03;NULL;01_Menor de 1 año;2
02;2;C83;NULL;11_50 a 54;1
02;1;C18;NULL;17_80 y más;71
02;2;K55;NULL;06_25 a 29;1
02;1;J12;NULL;15_70 a 74;5
02;2;C71;NULL;10_45 a 49;3
02;1;C82;NULL;17_80 y más;1
02;1;I21;NULL;14_65 a 69;137
02;2;C92;NULL;13_60 a 64;1
02;1;K92;NULL;14_65 a 69;5
