prov_id,grupo_edad,sexo,anio,value
58,50-54,Mujer,2005,12766
58,55-59,Varón,2001,8200
58,55-59,Mujer,2001,7886
58,55-59,Varón,2005,9792
58,55-59,Mujer,2005,9884
58,60-64,Varón,2001,6250
58,60-64,Mujer,2001,6218
58,60-64,Varón,2005,7306
58,60-64,Mujer,2005,7367
58,65-69,Varón,2001,4617
58,65-69,Mujer,2001,4977
58,65-69,Varón,2005,5390
58,65-69,Mujer,2005,5797
58,70-74,Varón,2001,3197
58,70-74,Mujer,2001,3831
58,70-74,Varón,2005,3750
58,70-74,Mujer,2005,4503
58,75-79,Varón,2001,1982
58,75-79,Mujer,2001,2661
58,75-79,Varón,2005,2438
58,75-79,Mujer,2005,3382
58,80 y más,Varón,2001,1526
58,80 y más,Mujer,2001,2651
58,80 y más,Varón,2005,1899
58,80 y más,Mujer,2005,3410
62,20-24,Varón,2001,23977
62,20-24,Mujer,2001,23613
62,20-24,Varón,2005,25444
62,20-24,Mujer,2005,24526
62,25-29,Varón,2001,21154
62,25-29,Mujer,2001,21343
62,25-29,Varón,2005,22102
62,25-29,Mujer,2005,21974
62,30-34,Varón,2001,19210
62,30-34,Mujer,2001,19495
62,30-34,Varón,2005,20178
62,30-34,Mujer,2005,20482
62,35-39,Varón,2001,18905
62,35-39,Mujer,2001,19353
62,35-39,Varón,2005,18743
62,35-39,Mujer,2005,19097
62,40-44,Varón,2001,17483
62,40-44,Mujer,2001,17964
62,40-44,Varón,2005,18192
62,40-44,Mujer,2005,18699
62,45-49,Varón,2001,16010
62,45-49,Mujer,2001,16095
62,45-49,Varón,2005,16476
62,45-49,Mujer,2005,17041
62,50-54,Varón,2001,13847
62,50-54,Mujer,2001,13520
62,50-54,Varón,2005,14937
62,50-54,Mujer,2005,15101
62,55-59,Varón,2001,11312
62,55-59,Mujer,2001,11035
62,55-59,Varón,2005,12629
62,55-59,Mujer,2005,12532
62,60-64,Varón,2001,9242
62,60-64,Mujer,2001,9113
62,60-64,Varón,2005,10199
62,60-64,Mujer,2005,10185
62,65-69,Varón,2001,7028
62,65-69,Mujer,2001,7689
62,65-69,Varón,2005,8050
62,65-69,Mujer,2005,8388
62,70-74,Varón,2001,5365
62,70-74,Mujer,2001,6095
62,70-74,Varón,2005,5798
62,70-74,Mujer,2005,6750
62,75-79,Varón,2001,3425
62,75-79,Mujer,2001,4350
62,75-79,Varón,2005,4113
62,75-79,Mujer,2005,5005
62,80 y más,Varón,2001,2627
62,80 y más,Mujer,2001,4298
62,80 y más,Varón,2005,3296
62,80 y más,Mujer,2005,4772
66,20-24,Varón,2001,48807
66,20-24,Mujer,2001,49537
66,20-24,Varón,2005,52779
