"Jurisdicción","Sexo","Grupo de edad","Causa de muerte (CIE-10)","Total"
"San Luis","Varón","24.85 y más","I47",1
"San Luis","Varón","24.85 y más","I49",3
"San Luis","Varón","24.85 y más","I50",34
"San Luis","Varón","24.85 y más","I61",2
"San Luis","Varón","24.85 y más","I63",1
"San Luis","Varón","24.85 y más","I64",7
"San Luis","Varón","24.85 y más","I67",2
"San Luis","Varón","24.85 y más","I70",1
"San Luis","Varón","24.85 y más","I71",1
"San Luis","Varón","24.85 y más","I77",1
"San Luis","Varón","24.85 y más","J15",1
"San Luis","Varón","24.85 y más","J18",26
"San Luis","Varón","24.85 y más","J44",1
"San Luis","Varón","24.85 y más","J81",2
"San Luis","Varón","24.85 y más","K56",5
"San Luis","Varón","24.85 y más","K65",1
"San Luis","Varón","24.85 y más","K74",1
"San Luis","Varón","24.85 y más","K92",1
"San Luis","Varón","24.85 y más","L95",1
"San Luis","Varón","24.85 y más","N02",1
"San Luis","Varón","24.85 y más","N17",2
"San Luis","Varón","24.85 y más","N19",7
"San Luis","Varón","24.85 y más","N39",1
"San Luis","Varón","24.85 y más","R98",1
"San Luis","Varón","24.85 y más","R99",2
"San Luis","Varón","24.85 y más","V49",1
"San Luis","Varón","24.85 y más","W18",1
"San Luis","Varón","24.85 y más","W78",1
"San Luis","Varón","24.85 y más","Y83",1
"San Luis","Varón","25.Sín especificar","I61",1
"San Luis","Mujer","01.0 a 6 días","P00",1
"San Luis","Mujer","01.0 a 6 días","P02",2
"San Luis","Mujer","01.0 a 6 días","P07",5
"San Luis","Mujer","01.0 a 6 días","P21",2
"San Luis","Mujer","01.0 a 6 días","P22",10
"San Luis","Mujer","01.0 a 6 días","P26",1
"San Luis","Mujer","01.0 a 6 días","P28",4
"San Luis","Mujer","01.0 a 6 días","P36",2
"San Luis","Mujer","01.0 a 6 días","P52",1
"San Luis","Mujer","01.0 a 6 días","P59",1
"San Luis","Mujer","01.0 a 6 días","P83",1
"San Luis","Mujer","01.0 a 6 días","Q25",1
"San Luis","Mujer","01.0 a 6 días","Q79",2
"San Luis","Mujer","01.0 a 6 días","Q89",3
"San Luis","Mujer","02.7 a 27 días","P22",3
"San Luis","Mujer","02.7 a 27 días","P24",1
"San Luis","Mujer","02.7 a 27 días","P26",1
"San Luis","Mujer","02.7 a 27 días","P38",1
"San Luis","Mujer","02.7 a 27 días","P52",1
"San Luis","Mujer","02.7 a 27 días","Q41",1
"San Luis","Mujer","03.28 días a 11 meses","B01",1
"San Luis","Mujer","03.28 días a 11 meses","E46",1
"San Luis","Mujer","03.28 días a 11 meses","J69",2
"San Luis","Mujer","03.28 días a 11 meses","K75",1
"San Luis","Mujer","03.28 días a 11 meses","P11",1
"San Luis","Mujer","03.28 días a 11 meses","P22",1
"San Luis","Mujer","03.28 días a 11 meses","P27",1
"San Luis","Mujer","03.28 días a 11 meses","Q31",1
"San Luis","Mujer","03.28 días a 11 meses","Q41",1
"San Luis","Mujer","03.28 días a 11 meses","Q91",1
"San Luis","Mujer","03.28 días a 11 meses","R95",1
"San Luis","Mujer","03.28 días a 11 meses","W78",1
"San Luis","Mujer","03.28 días a 11 meses","W79",2
"San Luis","Mujer","03.28 días a 11 meses","X47",1
"San Luis","Mujer","04.1 año","B01",1
"San Luis","Mujer","04.1 año","E46",1
"San Luis","Mujer","04.1 año","J18",1
"San Luis","Mujer","04.1 año","Q39",1
"San Luis","Mujer","04.1 año","W74",1
"San Luis","Mujer","05.2 años","Q24",1
"San Luis","Mujer","06.3 años","J18",1
"San Luis","Mujer","06.3 años","X00",1
"San Luis","Mujer","07.4 años","G03",1
"San Luis","Mujer","08.5 a 9","B15",1
"San Luis","Mujer","08.5 a 9","V03",1
"San Luis","Mujer","09.10 a 14","J18",1
"San Luis","Mujer","09.10 a 14","K75",1
"San Luis","Mujer","09.10 a 14","M00",1
"San Luis","Mujer","10.15 a 19","C91",1
"San Luis","Mujer","10.15 a 19","E10",1
"San Luis","Mujer","10.15 a 19","R98",1
"San Luis","Mujer","10.15 a 19","X70",2
"San Luis","Mujer","10.15 a 19","X91",1
"San Luis","Mujer","11.20 a 24","G80",1
"San Luis","Mujer","11.20 a 24","I50",1
"San Luis","Mujer","11.20 a 24","O15",2
"San Luis","Mujer","11.20 a 24","V04",1
"San Luis","Mujer","11.20 a 24","V47",1
"San Luis","Mujer","11.20 a 24","X70",1
"San Luis","Mujer","11.20 a 24","X74",1
"San Luis","Mujer","12.25 a 29","B22",2
"San Luis","Mujer","12.25 a 29","V03",1
"San Luis","Mujer","12.25 a 29","V22",1
"San Luis","Mujer","12.25 a 29","X74",1
"San Luis","Mujer","13.30 a 34","B20",1
"San Luis","Mujer","13.30 a 34","C71",1
"San Luis","Mujer","13.30 a 34","I61",1
"San Luis","Mujer","13.30 a 34","J96",1
"San Luis","Mujer","13.30 a 34","N19",1
"San Luis","Mujer","13.30 a 34","V03",1
"San Luis","Mujer","13.30 a 34","V43",1
"San Luis","Mujer","13.30 a 34","V49",1
"San Luis","Mujer","13.30 a 34","X70",1
"San Luis","Mujer","14.35 a 39","A09",1
"San Luis","Mujer","14.35 a 39","B57",1
"San Luis","Mujer","14.35 a 39","C50",1
"San Luis","Mujer","14.35 a 39","C51",1
"San Luis","Mujer","14.35 a 39","C71",1
"San Luis","Mujer","14.35 a 39","C92",1
"San Luis","Mujer","14.35 a 39","E14",1
"San Luis","Mujer","14.35 a 39","G35",1
"San Luis","Mujer","14.35 a 39","I21",1
"San Luis","Mujer","14.35 a 39","I71",1
"San Luis","Mujer","14.35 a 39","K75",1
"San Luis","Mujer","14.35 a 39","N18",1
"San Luis","Mujer","14.35 a 39","O06",1
"San Luis","Mujer","14.35 a 39","O72",1
"San Luis","Mujer","14.35 a 39","X99",1
"San Luis","Mujer","14.35 a 39","Y83",1
"San Luis","Mujer","15.40 a 44","B24",1
"San Luis","Mujer","15.40 a 44","C16",1
"San Luis","Mujer","15.40 a 44","C34",1
"San Luis","Mujer","15.40 a 44","C50",2
"San Luis","Mujer","15.40 a 44","C53",2
"San Luis","Mujer","15.40 a 44","C55",2
"San Luis","Mujer","15.40 a 44","C92",1
"San Luis","Mujer","15.40 a 44","E14",1
"San Luis","Mujer","15.40 a 44","I21",1
"San Luis","Mujer","15.40 a 44","I60",1
"San Luis","Mujer","15.40 a 44","I61",1
"San Luis","Mujer","15.40 a 44","J18",3
"San Luis","Mujer","15.40 a 44","V48",1
"San Luis","Mujer","15.40 a 44","X70",1
"San Luis","Mujer","16.45 a 49","A41",1
"San Luis","Mujer","16.45 a 49","B57",1
"San Luis","Mujer","16.45 a 49","C18",1
"San Luis","Mujer","16.45 a 49","C34",1
"San Luis","Mujer","16.45 a 49","C50",2
"San Luis","Mujer","16.45 a 49","C53",3
"San Luis","Mujer","16.45 a 49","E11",1
"San Luis","Mujer","16.45 a 49","G10",1
"San Luis","Mujer","16.45 a 49","I09",1
"San Luis","Mujer","16.45 a 49","I10",1
"San Luis","Mujer","16.45 a 49","I21",1
"San Luis","Mujer","16.45 a 49","I60",1
"San Luis","Mujer","16.45 a 49","I67",2
"San Luis","Mujer","16.45 a 49","J18",2
"San Luis","Mujer","16.45 a 49","K55",1
"San Luis","Mujer","16.45 a 49","L03",1
"San Luis","Mujer","16.45 a 49","V49",1
"San Luis","Mujer","17.50 a 54","A09",1
"San Luis","Mujer","17.50 a 54","B57",1
"San Luis","Mujer","17.50 a 54","C18",2
"San Luis","Mujer","17.50 a 54","C25",2
"San Luis","Mujer","17.50 a 54","C34",2
"San Luis","Mujer","17.50 a 54","C50",6
"San Luis","Mujer","17.50 a 54","C53",1
"San Luis","Mujer","17.50 a 54","C55",2
"San Luis","Mujer","17.50 a 54","C80",2
"San Luis","Mujer","17.50 a 54","C85",2
"San Luis","Mujer","17.50 a 54","D61",2
"San Luis","Mujer","17.50 a 54","E14",1
"San Luis","Mujer","17.50 a 54","G35",1
"San Luis","Mujer","17.50 a 54","G93",1
"San Luis","Mujer","17.50 a 54","I21",2
"San Luis","Mujer","17.50 a 54","I26",1
"San Luis","Mujer","17.50 a 54","I38",1
"San Luis","Mujer","17.50 a 54","I42",1
"San Luis","Mujer","17.50 a 54","I50",2
"San Luis","Mujer","17.50 a 54","I60",1
"San Luis","Mujer","17.50 a 54","I61",2
"San Luis","Mujer","17.50 a 54","I63",1
"San Luis","Mujer","17.50 a 54","I64",1
"San Luis","Mujer","17.50 a 54","J18",4
"San Luis","Mujer","17.50 a 54","J44",1
"San Luis","Mujer","17.50 a 54","K56",1
"San Luis","Mujer","17.50 a 54","K61",1
"San Luis","Mujer","17.50 a 54","K85",1
"San Luis","Mujer","17.50 a 54","K92",1
"San Luis","Mujer","17.50 a 54","V48",1
"San Luis","Mujer","17.50 a 54","X47",1
"San Luis","Mujer","17.50 a 54","X74",1
"San Luis","Mujer","18.55 a 59","A41",1
"San Luis","Mujer","18.55 a 59","B57",3
"San Luis","Mujer","18.55 a 59","C23",1
"San Luis","Mujer","18.55 a 59","C24",1
"San Luis","Mujer","18.55 a 59","C25",2
"San Luis","Mujer","18.55 a 59","C26",1
"San Luis","Mujer","18.55 a 59","C50",4
"San Luis","Mujer","18.55 a 59","C53",2
"San Luis","Mujer","18.55 a 59","C54",1
"San Luis","Mujer","18.55 a 59","C56",1
"San Luis","Mujer","18.55 a 59","C80",2
"San Luis","Mujer","18.55 a 59","C85",1
"San Luis","Mujer","18.55 a 59","C92",1
"San Luis","Mujer","18.55 a 59","E14",5
"San Luis","Mujer","18.55 a 59","E46",1
"San Luis","Mujer","18.55 a 59","E83",1
"San Luis","Mujer","18.55 a 59","G93",1
"San Luis","Mujer","18.55 a 59","I11",1
"San Luis","Mujer","18.55 a 59","I12",1
"San Luis","Mujer","18.55 a 59","I21",4
"San Luis","Mujer","18.55 a 59","I26",1
"San Luis","Mujer","18.55 a 59","I45",1
"San Luis","Mujer","18.55 a 59","I50",2
"San Luis","Mujer","18.55 a 59","I61",1
"San Luis","Mujer","18.55 a 59","I64",3
"San Luis","Mujer","18.55 a 59","I71",1
"San Luis","Mujer","18.55 a 59","I82",1
"San Luis","Mujer","18.55 a 59","J18",1
"San Luis","Mujer","18.55 a 59","J44",1
"San Luis","Mujer","18.55 a 59","J45",1
"San Luis","Mujer","18.55 a 59","K65",1
"San Luis","Mujer","18.55 a 59","M06",1
"San Luis","Mujer","18.55 a 59","N19",1
"San Luis","Mujer","18.55 a 59","V49",1
"San Luis","Mujer","19.60 a 64","A16",1
"San Luis","Mujer","19.60 a 64","A41",1
"San Luis","Mujer","19.60 a 64","C15",1
"San Luis","Mujer","19.60 a 64","C18",1
"San Luis","Mujer","19.60 a 64","C22",2
"San Luis","Mujer","19.60 a 64","C23",2
"San Luis","Mujer","19.60 a 64","C24",1
"San Luis","Mujer","19.60 a 64","C25",3
"San Luis","Mujer","19.60 a 64","C34",4
"San Luis","Mujer","19.60 a 64","C49",1
"San Luis","Mujer","19.60 a 64","C50",8
"San Luis","Mujer","19.60 a 64","C53",2
"San Luis","Mujer","19.60 a 64","C54",1
"San Luis","Mujer","19.60 a 64","C55",2
"San Luis","Mujer","19.60 a 64","C75",1
"San Luis","Mujer","19.60 a 64","C80",2
"San Luis","Mujer","19.60 a 64","E10",1
"San Luis","Mujer","19.60 a 64","E11",1
"San Luis","Mujer","19.60 a 64","E14",2
"San Luis","Mujer","19.60 a 64","I21",5
"San Luis","Mujer","19.60 a 64","I31",1
"San Luis","Mujer","19.60 a 64","I49",1
"San Luis","Mujer","19.60 a 64","I50",4
"San Luis","Mujer","19.60 a 64","I70",1
"San Luis","Mujer","19.60 a 64","I71",1
"San Luis","Mujer","19.60 a 64","I83",1
"San Luis","Mujer","19.60 a 64","J18",4
"San Luis","Mujer","19.60 a 64","K56",1
"San Luis","Mujer","19.60 a 64","K72",1
"San Luis","Mujer","19.60 a 64","K74",1
"San Luis","Mujer","19.60 a 64","K85",1
"San Luis","Mujer","19.60 a 64","N18",2
"San Luis","Mujer","19.60 a 64","N19",2
"San Luis","Mujer","19.60 a 64","R98",2
"San Luis","Mujer","20.65 a 69","A41",2
"San Luis","Mujer","20.65 a 69","B57",1
"San Luis","Mujer","20.65 a 69","C15",1
"San Luis","Mujer","20.65 a 69","C16",1
"San Luis","Mujer","20.65 a 69","C18",3
"San Luis","Mujer","20.65 a 69","C22",1
"San Luis","Mujer","20.65 a 69","C23",2
"San Luis","Mujer","20.65 a 69","C24",2
"San Luis","Mujer","20.65 a 69","C25",3
"San Luis","Mujer","20.65 a 69","C50",1
"San Luis","Mujer","20.65 a 69","C54",1
"San Luis","Mujer","20.65 a 69","C55",1
"San Luis","Mujer","20.65 a 69","C56",1
"San Luis","Mujer","20.65 a 69","C64",1
"San Luis","Mujer","20.65 a 69","C67",1
"San Luis","Mujer","20.65 a 69","C71",2
"San Luis","Mujer","20.65 a 69","C92",2
"San Luis","Mujer","20.65 a 69","E11",1
"San Luis","Mujer","20.65 a 69","E14",1
"San Luis","Mujer","20.65 a 69","G12",1
"San Luis","Mujer","20.65 a 69","I10",1
"San Luis","Mujer","20.65 a 69","I21",5
"San Luis","Mujer","20.65 a 69","I25",3
"San Luis","Mujer","20.65 a 69","I26",1
"San Luis","Mujer","20.65 a 69","I33",1
"San Luis","Mujer","20.65 a 69","I42",3
"San Luis","Mujer","20.65 a 69","I49",1
"San Luis","Mujer","20.65 a 69","I50",4
"San Luis","Mujer","20.65 a 69","I60",1
"San Luis","Mujer","20.65 a 69","I61",5
"San Luis","Mujer","20.65 a 69","I85",1
"San Luis","Mujer","20.65 a 69","J18",5
"San Luis","Mujer","20.65 a 69","J44",2
"San Luis","Mujer","20.65 a 69","J96",1
"San Luis","Mujer","20.65 a 69","K72",1
"San Luis","Mujer","20.65 a 69","K74",1
"San Luis","Mujer","20.65 a 69","K92",2
"San Luis","Mujer","20.65 a 69","R98",2
"San Luis","Mujer","20.65 a 69","W19",1
"San Luis","Mujer","20.65 a 69","Y83",1
"San Luis","Mujer","21.70 a 74","B57",1
"San Luis","Mujer","21.70 a 74","C16",2
"San Luis","Mujer","21.70 a 74","C18",2
"San Luis","Mujer","21.70 a 74","C20",1
"San Luis","Mujer","21.70 a 74","C25",2
"San Luis","Mujer","21.70 a 74","C32",1
"San Luis","Mujer","21.70 a 74","C34",3
"San Luis","Mujer","21.70 a 74","C50",8
"San Luis","Mujer","21.70 a 74","C55",2
"San Luis","Mujer","21.70 a 74","C64",3
"San Luis","Mujer","21.70 a 74","C67",1
"San Luis","Mujer","21.70 a 74","C80",1
"San Luis","Mujer","21.70 a 74","C85",1
"San Luis","Mujer","21.70 a 74","E11",1
"San Luis","Mujer","21.70 a 74","E14",7
"San Luis","Mujer","21.70 a 74","E86",1
"San Luis","Mujer","21.70 a 74","G30",2
"San Luis","Mujer","21.70 a 74","I10",2
"San Luis","Mujer","21.70 a 74","I11",1
"San Luis","Mujer","21.70 a 74","I21",7
"San Luis","Mujer","21.70 a 74","I25",1
"San Luis","Mujer","21.70 a 74","I42",3
"San Luis","Mujer","21.70 a 74","I45",1
"San Luis","Mujer","21.70 a 74","I50",15
"San Luis","Mujer","21.70 a 74","I51",3
"San Luis","Mujer","21.70 a 74","I61",2
"San Luis","Mujer","21.70 a 74","I63",3
"San Luis","Mujer","21.70 a 74","I64",6
"San Luis","Mujer","21.70 a 74","I67",2
"San Luis","Mujer","21.70 a 74","I70",1
"San Luis","Mujer","21.70 a 74","I71",2
"San Luis","Mujer","21.70 a 74","I73",1
"San Luis","Mujer","21.70 a 74","I74",3
"San Luis","Mujer","21.70 a 74","J18",8
"San Luis","Mujer","21.70 a 74","J81",3
"San Luis","Mujer","21.70 a 74","J84",2
"San Luis","Mujer","21.70 a 74","K55",1
"San Luis","Mujer","21.70 a 74","K72",1
"San Luis","Mujer","21.70 a 74","K75",1
"San Luis","Mujer","21.70 a 74","K83",1
"San Luis","Mujer","21.70 a 74","K92",1
"San Luis","Mujer","21.70 a 74","M32",1
"San Luis","Mujer","21.70 a 74","N19",1
"San Luis","Mujer","21.70 a 74","R98",2
"San Luis","Mujer","21.70 a 74","R99",1
"San Luis","Mujer","21.70 a 74","W19",1
"San Luis","Mujer","22.75 a 79","A41",1
"San Luis","Mujer","22.75 a 79","B57",2
"San Luis","Mujer","22.75 a 79","B67",1
"San Luis","Mujer","22.75 a 79","C16",1
"San Luis","Mujer","22.75 a 79","C18",3
"San Luis","Mujer","22.75 a 79","C22",3
"San Luis","Mujer","22.75 a 79","C23",1
"San Luis","Mujer","22.75 a 79","C25",4
"San Luis","Mujer","22.75 a 79","C26",1
"San Luis","Mujer","22.75 a 79","C32",1
"San Luis","Mujer","22.75 a 79","C34",3
"San Luis","Mujer","22.75 a 79","C48",1
"San Luis","Mujer","22.75 a 79","C50",6
"San Luis","Mujer","22.75 a 79","C53",1
"San Luis","Mujer","22.75 a 79","C55",1
"San Luis","Mujer","22.75 a 79","C56",2
"San Luis","Mujer","22.75 a 79","C64",1
"San Luis","Mujer","22.75 a 79","C76",1
"San Luis","Mujer","22.75 a 79","C80",2
"San Luis","Mujer","22.75 a 79","C85",1
"San Luis","Mujer","22.75 a 79","C91",1
"San Luis","Mujer","22.75 a 79","C92",1
"San Luis","Mujer","22.75 a 79","E10",3
"San Luis","Mujer","22.75 a 79","E11",1
"San Luis","Mujer","22.75 a 79","E14",7
"San Luis","Mujer","22.75 a 79","E43",1
"San Luis","Mujer","22.75 a 79","E88",1
"San Luis","Mujer","22.75 a 79","F03",2
"San Luis","Mujer","22.75 a 79","G00",1
"San Luis","Mujer","22.75 a 79","G30",1
"San Luis","Mujer","22.75 a 79","G40",1
"San Luis","Mujer","22.75 a 79","I10",1
"San Luis","Mujer","22.75 a 79","I11",1
"San Luis","Mujer","22.75 a 79","I21",13
"San Luis","Mujer","22.75 a 79","I25",1
"San Luis","Mujer","22.75 a 79","I26",2
"San Luis","Mujer","22.75 a 79","I42",1
"San Luis","Mujer","22.75 a 79","I49",4
"San Luis","Mujer","22.75 a 79","I50",16
"San Luis","Mujer","22.75 a 79","I61",9
"San Luis","Mujer","22.75 a 79","I63",2
"San Luis","Mujer","22.75 a 79","I64",10
"San Luis","Mujer","22.75 a 79","I67",3
"San Luis","Mujer","22.75 a 79","J18",11
"San Luis","Mujer","22.75 a 79","J45",1
"San Luis","Mujer","22.75 a 79","J46",1
"San Luis","Mujer","22.75 a 79","J81",1
"San Luis","Mujer","22.75 a 79","J96",3
"San Luis","Mujer","22.75 a 79","K56",2
"San Luis","Mujer","22.75 a 79","K59",1
"San Luis","Mujer","22.75 a 79","K74",1
"San Luis","Mujer","22.75 a 79","K76",1
"San Luis","Mujer","22.75 a 79","K92",2
"San Luis","Mujer","22.75 a 79","L89",2
"San Luis","Mujer","22.75 a 79","M06",1
"San Luis","Mujer","22.75 a 79","R98",2
"San Luis","Mujer","22.75 a 79","R99",2
"San Luis","Mujer","22.75 a 79","W18",1
"San Luis","Mujer","22.75 a 79","W78",1
"San Luis","Mujer","22.75 a 79","X76",1
"San Luis","Mujer","23.80 a 84","A41",2
"San Luis","Mujer","23.80 a 84","B57",1
"San Luis","Mujer","23.80 a 84","C15",3
"San Luis","Mujer","23.80 a 84","C16",7
"San Luis","Mujer","23.80 a 84","C18",3
"San Luis","Mujer","23.80 a 84","C22",2
"San Luis","Mujer","23.80 a 84","C23",1
"San Luis","Mujer","23.80 a 84","C25",1
"San Luis","Mujer","23.80 a 84","C26",1
"San Luis","Mujer","23.80 a 84","C34",1
"San Luis","Mujer","23.80 a 84","C50",6
"San Luis","Mujer","23.80 a 84","C64",1
"San Luis","Mujer","23.80 a 84","C67",1
"San Luis","Mujer","23.80 a 84","C71",1
"San Luis","Mujer","23.80 a 84","C80",2
"San Luis","Mujer","23.80 a 84","C90",1
"San Luis","Mujer","23.80 a 84","D46",1
"San Luis","Mujer","23.80 a 84","E10",1
"San Luis","Mujer","23.80 a 84","E11",1
"San Luis","Mujer","23.80 a 84","E14",3
"San Luis","Mujer","23.80 a 84","E43",1
"San Luis","Mujer","23.80 a 84","E46",2
"San Luis","Mujer","23.80 a 84","E86",2
"San Luis","Mujer","23.80 a 84","F03",3
"San Luis","Mujer","23.80 a 84","F32",1
"San Luis","Mujer","23.80 a 84","G21",1
"San Luis","Mujer","23.80 a 84","G30",2
"San Luis","Mujer","23.80 a 84","G91",1
"San Luis","Mujer","23.80 a 84","G93",1
"San Luis","Mujer","23.80 a 84","I10",3
"San Luis","Mujer","23.80 a 84","I21",10
"San Luis","Mujer","23.80 a 84","I24",1
"San Luis","Mujer","23.80 a 84","I25",1
"San Luis","Mujer","23.80 a 84","I35",1
"San Luis","Mujer","23.80 a 84","I42",2
"San Luis","Mujer","23.80 a 84","I47",1
"San Luis","Mujer","23.80 a 84","I49",1
"San Luis","Mujer","23.80 a 84","I50",34
"San Luis","Mujer","23.80 a 84","I61",3
"San Luis","Mujer","23.80 a 84","I63",2
"San Luis","Mujer","23.80 a 84","I64",7
"San Luis","Mujer","23.80 a 84","I67",1
"San Luis","Mujer","23.80 a 84","I70",1
"San Luis","Mujer","23.80 a 84","I74",1
"San Luis","Mujer","23.80 a 84","J18",14
"San Luis","Mujer","23.80 a 84","J44",1
"San Luis","Mujer","23.80 a 84","J81",1
"San Luis","Mujer","23.80 a 84","J84",1
"San Luis","Mujer","23.80 a 84","J96",1
"San Luis","Mujer","23.80 a 84","K25",1
"San Luis","Mujer","23.80 a 84","K43",1
"San Luis","Mujer","23.80 a 84","K56",3
"San Luis","Mujer","23.80 a 84","K63",1
"San Luis","Mujer","23.80 a 84","K74",1
"San Luis","Mujer","23.80 a 84","K75",1
"San Luis","Mujer","23.80 a 84","K92",1
"San Luis","Mujer","23.80 a 84","L89",1
"San Luis","Mujer","23.80 a 84","L95",2
"San Luis","Mujer","23.80 a 84","M06",1
"San Luis","Mujer","23.80 a 84","N19",1
"San Luis","Mujer","23.80 a 84","R98",1
"San Luis","Mujer","23.80 a 84","W01",1
"San Luis","Mujer","23.80 a 84","W78",1
"San Luis","Mujer","24.85 y más","A05",1
"San Luis","Mujer","24.85 y más","A41",3
"San Luis","Mujer","24.85 y más","B57",2
"San Luis","Mujer","24.85 y más","C18",1
"San Luis","Mujer","24.85 y más","C19",1
"San Luis","Mujer","24.85 y más","C22",4
"San Luis","Mujer","24.85 y más","C25",2
"San Luis","Mujer","24.85 y más","C26",1
"San Luis","Mujer","24.85 y más","C34",1
"San Luis","Mujer","24.85 y más","C50",4
"San Luis","Mujer","24.85 y más","C55",1
"San Luis","Mujer","24.85 y más","C56",1
"San Luis","Mujer","24.85 y más","C57",1
"San Luis","Mujer","24.85 y más","C64",2
"San Luis","Mujer","24.85 y más","C67",1
"San Luis","Mujer","24.85 y más","C71",1
"San Luis","Mujer","24.85 y más","C76",1
"San Luis","Mujer","24.85 y más","C80",2
"San Luis","Mujer","24.85 y más","C92",1
"San Luis","Mujer","24.85 y más","D64",1
"San Luis","Mujer","24.85 y más","E11",4
"San Luis","Mujer","24.85 y más","E14",3
"San Luis","Mujer","24.85 y más","E46",3
"San Luis","Mujer","24.85 y más","E86",4
"San Luis","Mujer","24.85 y más","E87",1
"San Luis","Mujer","24.85 y más","F03",7
"San Luis","Mujer","24.85 y más","G30",3
"San Luis","Mujer","24.85 y más","G93",1
"San Luis","Mujer","24.85 y más","I10",5
"San Luis","Mujer","24.85 y más","I13",1
"San Luis","Mujer","24.85 y más","I21",15
"San Luis","Mujer","24.85 y más","I24",1
"San Luis","Mujer","24.85 y más","I25",2
"San Luis","Mujer","24.85 y más","I42",5
"San Luis","Mujer","24.85 y más","I47",2
"San Luis","Mujer","24.85 y más","I49",9
"San Luis","Mujer","24.85 y más","I50",68
"San Luis","Mujer","24.85 y más","I51",2
"San Luis","Mujer","24.85 y más","I63",4
"San Luis","Mujer","24.85 y más","I64",15
"San Luis","Mujer","24.85 y más","I67",6
"San Luis","Mujer","24.85 y más","I69",2
"San Luis","Mujer","24.85 y más","I70",2
"San Luis","Mujer","24.85 y más","J18",42
"San Luis","Mujer","24.85 y más","J44",2
"San Luis","Mujer","24.85 y más","J69",1
"San Luis","Mujer","24.85 y más","J81",1
"San Luis","Mujer","24.85 y más","J96",2
"San Luis","Mujer","24.85 y más","K56",2
"San Luis","Mujer","24.85 y más","K65",1
"San Luis","Mujer","24.85 y más","K72",1
"San Luis","Mujer","24.85 y más","K81",1
"San Luis","Mujer","24.85 y más","K92",5
"San Luis","Mujer","24.85 y más","L89",1
"San Luis","Mujer","24.85 y más","N17",2
"San Luis","Mujer","24.85 y más","N18",2
"San Luis","Mujer","24.85 y más","N19",3
"San Luis","Mujer","24.85 y más","R98",2
"San Luis","Mujer","24.85 y más","R99",3
"San Luis","Mujer","24.85 y más","W17",1
"San Luis","Mujer","24.85 y más","W18",1
"San Luis","Mujer","24.85 y más","X12",1
"Santa Cruz","Varón","01.0 a 6 días","P03",1
"Santa Cruz","Varón","01.0 a 6 días","P07",4
"Santa Cruz","Varón","01.0 a 6 días","P21",1
"Santa Cruz","Varón","01.0 a 6 días","P22",2
"Santa Cruz","Varón","01.0 a 6 días","P28",1
"Santa Cruz","Varón","01.0 a 6 días","P36",1
"Santa Cruz","Varón","01.0 a 6 días","P52",1
"Santa Cruz","Varón","01.0 a 6 días","Q24",2
"Santa Cruz","Varón","01.0 a 6 días","Q89",1
"Santa Cruz","Varón","02.7 a 27 días","P22",1
"Santa Cruz","Varón","02.7 a 27 días","Q20",1
"Santa Cruz","Varón","02.7 a 27 días","Q24",1
"Santa Cruz","Varón","02.7 a 27 días","Q89",1
"Santa Cruz","Varón","03.28 días a 11 meses","B00",1
"Santa Cruz","Varón","03.28 días a 11 meses","G93",1
"Santa Cruz","Varón","03.28 días a 11 meses","J18",2
"Santa Cruz","Varón","03.28 días a 11 meses","Q24",2
"Santa Cruz","Varón","03.28 días a 11 meses","W78",1
"Santa Cruz","Varón","03.28 días a 11 meses","W79",1
"Santa Cruz","Varón","04.1 año","J18",1
"Santa Cruz","Varón","04.1 año","J21",1
"Santa Cruz","Varón","04.1 año","Q24",1
"Santa Cruz","Varón","08.5 a 9","C41",1
"Santa Cruz","Varón","08.5 a 9","C91",1
"Santa Cruz","Varón","08.5 a 9","I49",1
"Santa Cruz","Varón","08.5 a 9","Q89",1
"Santa Cruz","Varón","08.5 a 9","V48",1
"Santa Cruz","Varón","09.10 a 14","C74",1
"Santa Cruz","Varón","09.10 a 14","G93",1
"Santa Cruz","Varón","09.10 a 14","X70",1
"Santa Cruz","Varón","09.10 a 14","Y19",1
"Santa Cruz","Varón","10.15 a 19","G80",1
"Santa Cruz","Varón","10.15 a 19","I49",1
"Santa Cruz","Varón","10.15 a 19","I62",1
"Santa Cruz","Varón","10.15 a 19","J18",1
"Santa Cruz","Varón","10.15 a 19","Q24",1
"Santa Cruz","Varón","10.15 a 19","V03",1
"Santa Cruz","Varón","10.15 a 19","V64",1
"Santa Cruz","Varón","10.15 a 19","W74",2
"Santa Cruz","Varón","10.15 a 19","X47",2
"Santa Cruz","Varón","10.15 a 19","X70",4
"Santa Cruz","Varón","10.15 a 19","X72",1
"Santa Cruz","Varón","10.15 a 19","Y00",1
"Santa Cruz","Varón","11.20 a 24","V47",2
"Santa Cruz","Varón","11.20 a 24","V89",2
"Santa Cruz","Varón","11.20 a 24","W74",1
"Santa Cruz","Varón","11.20 a 24","X47",1
"Santa Cruz","Varón","11.20 a 24","X70",5
"Santa Cruz","Varón","11.20 a 24","X72",1
"Santa Cruz","Varón","11.20 a 24","X95",1
"Santa Cruz","Varón","11.20 a 24","Y21",1
"Santa Cruz","Varón","12.25 a 29","C44",1
"Santa Cruz","Varón","12.25 a 29","I21",1
"Santa Cruz","Varón","12.25 a 29","V48",2
