anio_enfr,region_deis,sexo,grupo_edad_10,proy_pob,dm_total,dm_total_se,dm2_total,dm2_total_se,dm2_prev,dm2_prev_se,dm2_prev_cv,defun_n,defun_mean,defun_se,ex,fwd,AVP,AVP_inf,AVP_sup,AVD,AVD_inf,AVD_sup,AVAD,AVAD_inf,AVAD_sup,AVP_tasa,AVP_tasa_inf,AVP_tasa_sup,AVD_tasa,AVD_tasa_inf,AVD_tasa_sup,AVAD_tasa,AVAD_tasa_inf,AVAD_tasa_sup
2005,NOA2,Varón,50 a 59,112928,9155,1701.94222745521,8239.5,1531.74800470954,0.0920367722621867,0.0171937052334255,0.186813431314666,156,17.3333333333333,2.40370085030933,37.2275117125716,0.149790434322404,645.642983568249,471.609786751874,823.808858719831,1229.19743724453,775.676715586968,1682.2978677403,1876.95901137889,1395.22718181664,2364.25866760281,571.729760173074,417.61988767345,729.499201898405,1088.47888676372,686.877227602514,1489.70836970486,1662.08470120686,1235.50154241343,2093.59828173953
2005,NOA2,Varón,60 a 69,67622,11832,2155.94947706202,10648.8,1940.35452935494,0.218629765742091,0.0356461859713324,0.163043608679446,240,26.6666666666667,2.98142396999972,35.0931757395918,0.20417545409127,936.140559863051,728.749979072438,1143.41389318921,2174.75044345325,1404.70964391829,2949.79649149249,3110.64666165811,2319.11136705881,3907.61869840427,1384.37277788745,1077.68178857833,1690.89038062939,3216.03981463613,2077.29680269482,4362.18463146977,4600.05125796059,3429.52200032358,5778.62041703036
2005,NOA2,Varón,70 a 79,40243,4184,1216.11263836346,3765.6,1094.50137452747,0.135888275414096,0.0369404009072775,0.271843915854463,303,33.6666666666667,3.34995854037363,37.5978720540069,0.2901401799049,1265.3786675356,1017.61768288581,1518.66217021147,1090.98780005892,472.512202341316,1723.873044612,2358.20662967505,1700.45293269447,3030.42883566769,3144.34477433492,2528.68246126236,3773.73001568339,2711.00017408971,1174.14755942975,4283.6593807917,5859.91757491998,4225.46264616076,7530.32536259148
2005,NOA2,Varón,80+,12770,1748,1031.60039987292,1573.2,928.440359883815,0.15357282311597,0.0807555241732616,0.52584514977809,153,17,2.38047614284762,23.5385723736154,0.481838209781249,399.832161208728,291.268357699331,510.470387172124,783.89839310423,99.0654983814661,1636.86537825801,1182.90149004878,487.398195733271,2041.60263122841,3131.0271042187,2280.87985669014,3997.4188502124,6138.59352470031,775.767410974676,12818.0530795459,9263.1283480719,3816.74389767636,15987.4912390635
2005,Patagonia,Mujer,30 a 39,155152,13911,1736.33335306618,12519.9,1562.70001775817,0.0828863481386835,0.00985665522095626,0.118917716153501,4,0.222222222222222,0.272165526975909,50.7150874845366,0.0643872796179425,15.0543475126878,0.885488779968714,39.2853500177996,805.520140760788,603.287989128062,1001.51642890264,821.681320356835,619.013770177325,1018.02696047109,9.70296709851489,0.570723406703564,25.3205566269204,519.181280783224,388.836746627863,645.506618607969,529.597633518637,398.972472270628,656.148138903198
2005,Patagonia,Mujer,40 a 49,134465,10643,1280.38065981825,9578.7,1152.34259383392,0.0982581935682413,0.0111902439221236,0.113886114895364,14,0.777777777777778,0.509175077217316,46.1550939869203,0.0607444624951787,37.3894013699205,4.00912110641966,81.7666488412896,582.550811962167,444.090595819305,719.306415330773,620.986280859002,478.658967073345,764.993023371831,27.8060472018149,2.9815350510688,60.8088713355071,433.236018266587,330.264824169342,534.939512386698,461.820013281524,355.972905271517,568.916092196356
2005,Patagonia,Mujer,50 a 59,99335,12470,1461.70569794075,11223,1315.53512814716,0.128872608685667,0.0141896605039099,0.110106101278045,49,2.72222222222222,0.95257934441568,41.9936509794637,0.095738854348258,115.41769423597,37.0796189701806,192.400474777617,1074.72445333797,827.679296677176,1321.25685333479,1190.18810376242,934.494647952308,1448.73859373503,116.190360130841,37.3278491671421,193.688503324726,1081.9192161252,833.220211080863,1330.10203184657,1198.15584009908,940.750639706355,1458.43720112249
2005,Patagonia,Mujer,60 a 69,64476,8428,1350.63330802262,7585.2,1215.56997722073,0.148601206801975,0.021527230176164,0.144865782986884,102,5.66666666666667,1.37436854187255,38.7722836625193,0.141268066304241,219.292175215516,116.754530429392,323.695432965763,1073.33767989088,733.100283372716,1402.53850590215,1290.89221127598,938.860407339487,1640.58664111219,340.114422755003,181.082155266133,502.040190095172,1664.70885273727,1137.01266110292,2175.28771310589,2002.12825125005,1456.13935005194,2544.49196772782
2005,Patagonia,Mujer,70 a 79,40330,7704,1155.65109830348,6933.6,1040.08598847229,0.200752794023974,0.0269179108814242,0.134084862989303,165,9.16666666666667,1.74801474695025,37.9917924303777,0.184921326838426,349.372351243924,221.287987955936,479.898615981954,1288.23723150064,907.113781334519,1661.78334421436,1638.76167935628,1234.56677588691,2033.37231937509,866.284034822524,548.693250572616,1189.92962058506,3194.24059385231,2249.22831969878,4120.46452817842,4063.38130264389,3061.16235032707,5041.83565428984
2005,Patagonia,Mujer,80+,17247,2643,729.457057205528,2378.7,656.511351483914,0.165728419145823,0.0405072571687673,0.244419498946196,192,10.6666666666667,1.88561808316413,27.6229305313704,0.199850784311032,293.93487928211,192.43554643323,396.224820102131,475.867017723303,221.707202904586,733.088025010158,771.056439025525,500.343036973815,1047.56332982978,1704.26670888914,1115.7624307603,2297.35501885621,2759.12922666727,1285.48270948331,4250.52487395001,4470.66990795805,2901.04387414515,6073.88722577711
2005,Patagonia,Varón,30 a 39,155161,4495,943.878320804283,4045.5,849.490488724688,0.0334867435373192,0.00693418635684277,0.207072579306345,4,0.222222222222222,0.272165526975909,45.3386501397284,0.016576188398,13.3184662906242,0.853967380353626,35.3741472307988,67.2529092600668,39.5827030225835,93.9060262890305,81.5514587340057,49.2491570689567,115.549780252505,8.58364298414175,0.55037501714582,22.7983496051191,43.3439519338408,25.5107295148804,60.5216686467801,52.5592505423436,31.7406803700393,74.4708916883144
2005,Patagonia,Varón,40 a 49,135819,6357,1188.715086784,5721.3,1069.84357810734,0.0573506415396953,0.0103871876960751,0.18111720143332,16,0.888888888888889,0.544331053951817,41.0383393552881,0.0872595074687928,37.3065535332862,4.42735327888703,78.9432902332523,499.009981687138,315.921940808882,682.110883054976,537.346117937475,350.26198600898,726.422370817303,27.4678458340042,3.2597451600196,58.1238929996925,367.4080811132,232.605114754844,502.220516315814,395.633981944702,257.888797597523,534.845913176583
2005,Patagonia,Varón,50 a 59,100661,11513,1593.97942693762,10361.7,1434.58148424508,0.117520897367556,0.0154376674068934,0.131361040910119,73,4.05555555555556,1.16269164091424,37.2275117125716,0.149790434322404,151.188378463394,66.4913813251545,235.131779519518,1552.83576961261,1135.60697683394,1967.12176392922,1705.70801358068,1280.12254152815,2128.50116275449,150.195585642299,66.0547593657469,233.587764396855,1542.6389263097,1128.14990595558,1954.20447236688,1694.5073201942,1271.71649549294,2114.52415806965
2005,Patagonia,Varón,60 a 69,62936,9515,1616.66201444787,8563.5,1454.99581300097,0.16736700152445,0.025751481555636,0.15386235829692,156,8.66666666666667,1.6996731711976,35.0931757395918,0.20417545409127,301.998382722446,188.378537385965,414.947233137546,1740.72540565574,1154.01115858195,2324.22400945783,2043.60855702824,1441.8078494641,2634.70152904148,479.849978903086,299.317620099729,659.316183325197,2765.86596805602,1833.62647543846,3692.9960745167,3247.1217697792,2290.91116287038,4186.31868730373
2005,Patagonia,Varón,70 a 79,32782,5585,910.390987812305,5026.5,819.351889031292,0.200610632183908,0.0299660947937122,0.149374409858003,222,12.3333333333333,2.02758751009941,37.5978720540069,0.2901401799049,463.742408145878,314.614706013382,614.295016590121,1458.54342004848,986.70424442081,1921.63648139432,1922.43087059707,1430.0956899534,2409.27174918251,1414.6251239884,959.717851300658,1873.87900857215,4449.22036498226,3009.89642005006,5861.86468609091,5864.28793422325,4362.44185819473,7349.37389171652
2005,Patagonia,Varón,80+,10248,1141,838.821546777533,1026.9,754.939392099613,0.13595922150139,0.0883228657125276,0.649627621702913,105,5.83333333333333,1.39443337755679,23.5385723736154,0.481838209781249,137.407860218222,73.1010260423509,201.159146293051,519.825532825935,47.0364238105945,1211.39482346871,659.899300248862,182.954577451066,1357.60554039466,1340.82611454159,713.319926252449,1962.91126359339,5072.45836090881,458.981496980821,11820.7925787345,6439.29840211614,1785.27105241087,13247.5169827738
2009,Centro,Mujer,30 a 39,1881996,134166,17456.9059884585,120749.4,15711.2153896227,0.068057968204512,0.00846996226500485,0.124452176408689,70,4.66666666666667,1.24721912892465,50.7150874845366,0.0643872796179425,237.735141895469,111.586572618215,361.8421621593,7765.59305444723,5774.97243446955,9776.24733430692,8014.9366581936,6015.64963014581,9996.45204156232,12.6320747703751,5.92916098749494,19.2265106918028,412.625375104263,306.853597694658,519.461642549023,425.874266374296,319.641998715503,531.162236347066
2009,Centro,Mujer,40 a 49,1554150,137578,17224.260503014,123820.2,15501.8344527351,0.0823670202504666,0.0098616906853703,0.119728632350451,145,9.66666666666667,1.7950549357115,46.1550939869203,0.0607444624951787,445.539604182615,286.516971615908,608.328839804979,7530.75221807462,5683.74093460813,9370.65044928937,7972.50147971578,6131.85128060892,9822.96256850556,28.6677350437612,18.4356060622146,39.1422217807148,484.557617866655,365.713794331829,602.943760209077,512.981467665012,394.546940810663,632.047264968347
2009,Centro,Mujer,50 a 59,1377197,150609,17962.3710345198,135548.1,16166.1339310451,0.0961130228412557,0.0108741313477164,0.113139000587637,511,34.0666666666667,3.3698005216267,41.9936509794637,0.095738854348258,1426.93875920431,1146.09663241725,1710.98393830934,12975.2270573977,9896.27548013416,16022.5107415226,14414.0769619732,11329.8709406371,17438.670102243,103.611811469551,83.2195127071324,124.236687874671,942.147496501787,718.580964098394,1163.41458349986,1046.62419116315,822.67612699106,1266.24368933733
2009,Centro,Mujer,60 a 69,1106798,205754,20567.4476563844,185178.6,18510.7028907512,0.159385828859055,0.0143619251732795,0.0901079178499601,1110,74,4.96655480858378,38.7722836625193,0.141268066304241,2870.46756742368,2496.22446134029,3252.53376788917,26185.4904005276,21077.4067158922,31279.961420069,29061.0078642542,23898.6571151973,34175.0645764307,259.348821322741,225.535685946333,293.8687789361,2365.87800127283,1904.35894498293,2826.16714342355,2625.68308437982,2159.26095956058,3087.74180802917
2009,Centro,Mujer,70 a 79,788020,132613,14789.0088262756,119351.7,13310.1079436387,0.161962823038968,0.0163785581618519,0.101125417886247,1889,125.933333333333,6.47902598989831,37.9917924303777,0.184921326838426,4783.97489552369,4297.80572662041,5268.04059045115,22030.8870800932,17266.5900681504,26836.1630193571,26804.2305335594,22038.7324848957,31635.4644552156,607.088004812528,545.392975637726,668.516102440439,2795.72689526829,2191.13602042466,3405.5180096136,3401.46576654899,2796.72247974616,4014.55095749036
2009,Centro,Mujer,80+,481895,64446,9781.27507812211,58001.4,8803.14757030747,0.153368201721913,0.0212997109718572,0.138879576944364,2550,170,7.52772652709081,27.6229305313704,0.199850784311032,4696.01965955893,4281.7555843889,5097.51123721766,11607.8608491984,8168.01835534384,15011.4463877591,16297.0203706769,12857.5219463761,19701.3065699446,974.490222882356,888.524592367404,1057.80538026285,2408.79462314372,1694.97885542366,3115.08656196041,3381.8612707492,2668.11690230778,4088.29860653141
2009,Centro,Varón,30 a 39,1847226,59065,10710.3861490879,53158.5,9639.34753419425,0.0342613240867256,0.00612080665029016,0.178650615918888,58,3.86666666666667,1.13529242439509,45.3386501397284,0.016576188398,174.362729199075,76.3270691947449,274.170667302187,879.860753123814,567.626521278268,1200.52819489305,1054.97677975486,726.724829212547,1390.80791067374,9.43916603594117,4.13198326543395,14.8422914847553,47.6314621558929,30.7285909400511,64.9908671106326,57.1114081197895,39.3414140561332,75.2917028384043
2009,Centro,Varón,40 a 49,1470283,83304,13172.8970305405,74973.6,11855.607327474,0.0590421410076294,0.00906912613377056,0.153604289732628,176,11.7333333333333,1.97765292989218,41.0383393552881,0.0872595074687928,479.461814756908,319.992113487771,642.293505945183,6536.02342381637,4578.19498039252,8585.30377626558,7024.28210991337,5056.91007100899,9092.94845884086,32.610171970764,21.763981049075,43.6850256682001,444.541861928375,311.381889091591,583.921855606409,477.750345335787,343.941273279293,618.448860446653
2009,Centro,Varón,50 a 59,1254044,146597,18619.26924984,131937.3,16757.3423248428,0.113922899714021,0.0136232608633379,0.119583164557223,782,52.1333333333333,4.16866618689693,37.2275117125716,0.149790434322404,1937.96155603302,1634.05970693039,2248.10354225484,19805.2817526963,14790.6822153551,24701.0233834154,21739.441599636,16688.2518351115,26656.0086901337,154.536966488658,130.303219578451,179.268314529222,1579.31314632471,1179.43885663941,1969.70946660686,1733.54695685606,1330.75488859334,2125.60394133967
2009,Centro,Varón,60 a 69,927710,179520,21097.6780138516,161568,18987.9102124365,0.173929518757105,0.0182140563535045,0.104720903522655,1633,108.866666666667,6.02402597013732,35.0931757395918,0.20417545409127,3822.21834745196,3410.30313688091,4241.40386470096,33015.4581245692,25329.2195279688,40410.6400223363,36831.0399171856,29163.9791370688,44299.1862280833,412.005728886393,367.604438550938,457.190702342431,3558.81235780246,2730.29497665961,4355.95606626384,3970.10271714066,3143.65255705649,4775.11142793365
2009,Centro,Varón,70 a 79,547687,138204,17160.0542710851,124383.6,15444.048843977,0.216391183854115,0.0234399565062934,0.108322141821157,2231,148.733333333333,7.04114889615166,37.5978720540069,0.2901401799049,5596.40992902035,5064.37936035588,6118.47720649279,36127.0817270625,27376.7677495097,44821.769352731,41708.5322253886,32970.3559761291,50462.038047817,1021.82632215487,924.684967938966,1117.14851849556,6596.30075701313,4998.61558691546,8183.82933185031,7615.39569597025,6019.9267056054,9213.66365238119
2009,Centro,Varón,80+,225522,44746,8795.89724056724,40271.4,7916.30751649917,0.175182919932835,0.0312578377305218,0.178429710741812,1622,108.133333333333,6.00370256129036,23.5385723736154,0.481838209781249,2543.95860780015,2267.81737902556,2816.76198309318,19386.737846756,11618.642857524,27036.919968158,21920.3558214236,14188.51543722,29605.106406342,1128.03123766203,1005.5858758904,1248.99654272895,8596.38432026852,5151.88888779098,11988.595333563,9719.83035864512,6291.4107879586,13127.3695720781
2009,Cuyo,Mujer,30 a 39,220902,11086,2112.74328398281,9977.4,1901.46895558565,0.0562154548271685,0.0104921979087605,0.186642586829871,9,0.75,0.5,50.7150874845366,0.0643872796179425,40.9363013821369,3.64334352854278,88.6277089138635,641.482097422992,406.246177456306,887.446395074854,683.701857089824,442.831018072273,931.781414767053,18.5314308526573,1.64930309754678,40.1208268435159,290.392163684798,183.903349655642,401.737600870456,309.504602534076,200.464920223571,421.807595570458
2009,Cuyo,Mujer,40 a 49,177216,13345,2434.50026523799,12010.5,2191.05023871387,0.0880535190615836,0.0156058961594014,0.177231941729516,29,2.41666666666667,0.897527467855751,46.1550939869203,0.0607444624951787,111.664348381813,33.2555155610503,191.111869067146,728.011130865836,463.414035475233,992.606725731432,841.585931186623,564.684416973397,1114.66653901309,63.0103085397555,18.7655265670427,107.841204556669,410.804403025593,261.496724604569,560.111234725664,474.892747374178,318.641892929192,628.987528785827
2009,Cuyo,Mujer,50 a 59,154276,15713,3089.93158358073,14141.7,2780.93842522668,0.106016102914718,0.0199946997497134,0.188600591796868,125,10.4166666666667,1.86338998124982,41.9936509794637,0.095738854348258,437.026972978898,284.262687502753,593.360813395034,1350.90406458241,842.110409923723,1872.80154921411,1788.61664570981,1262.73017395944,2332.17763613881,283.276059127083,184.255935792186,384.609928566358,875.641100743093,545.84667085206,1213.92928855695,1159.36156350295,818.487758277009,1511.6917966105
2009,Cuyo,Mujer,60 a 69,117694,28912,3979.02448129448,26020.8,3581.12203316387,0.222775099954624,0.0269683274599897,0.121056291594001,373,31.0833333333333,3.21886798597133,38.7722836625193,0.141268066304241,1208.32437625445,964.886586806929,1455.36163891487,3676.63944446381,2695.40976931931,4669.24795316978,4884.80551688948,3875.56090230986,5913.16722286218,1026.66608005034,819.826488017171,1236.56400404002,3123.89709285419,2290.18452029781,3967.27781634559,4150.4286683174,3292.91289471839,5024.18748862489
2009,Cuyo,Mujer,70 a 79,75487,14697,2653.9905826124,13227.3,2388.59152435197,0.192142763759969,0.031377726327559,0.163304231257739,529,44.0833333333333,3.83333333333333,37.9917924303777,0.184921326838426,1675.2608040515,1392.09072860131,1963.83247108777,2455.03053089943,1586.76871816945,3319.57309092143,4130.06649463196,3212.39079840249,5032.536248748,2219.27060825241,1844.14631473143,2601.55055981529,3252.25605852588,2102.04236248553,4397.54274367962,5471.22881374536,4255.55499410825,6666.75884423543
2009,Cuyo,Mujer,80+,38293,4837,1530.70066306671,4353.3,1377.63059675937,0.157517096645801,0.0453616606130945,0.287979283385959,522,43.5,3.80788655293195,27.6229305313704,0.199850784311032,1200.73461951445,996.024898896449,1409.4420231508,872.478146267237,348.755312230178,1418.7855870092,2073.80124949283,1502.03326892453,2658.37555718808,3135.65043092588,2601.06259341511,3680.6779911493,2278.42724849773,910.754739065045,3705.07817880343,5415.61447129458,3922.47478370597,6942.19715662936
2009,Cuyo,Varón,30 a 39,216221,11512,3165.39157084596,10360.8,2848.85241375948,0.0600500765057727,0.0158169006575536,0.26339517912243,10,0.833333333333333,0.52704627669473,45.3386501397284,0.016576188398,39.4818482578294,4.29725717008384,86.0297661585635,171.751953817577,78.8821195654154,264.406806137278,212.748421449788,113.230435804046,314.341926756788,18.2599508178343,1.98743746910977,39.7878865413459,79.4335211739733,36.4821731309241,122.285442273081,98.3939679539859,52.3679179191874,145.379924594183
2009,Cuyo,Varón,40 a 49,168091,12487,2788.79477872377,11238.3,2509.91530085139,0.0914731521500256,0.0193649681896481,0.211701113763823,46,3.83333333333333,1.13038833052088,41.0383393552881,0.0872595074687928,156.5517989533,67.2339436933345,248.62859005971,982.524966734528,554.960809222088,1412.174936833,1137.65851411872,694.184190679972,1578.06261993928,93.1351464107536,39.9985387042343,147.91308877912,584.51967489903,330.154981065071,840.125251698784,676.811080973234,412.981177267059,938.814463558
2009,Cuyo,Varón,50 a 59,142749,16562,3481.39835713242,14905.8,3133.25852142042,0.128681313937929,0.0252013713908621,0.195843286174544,200,16.6666666666667,2.35702260395516,37.2275117125716,0.149790434322404,621.475697898928,448.729657110768,793.149679903787,2222.44636416752,1322.17228159167,3163.7515979532,2849.4477576908,1920.61503557461,3797.96155130294,435.362557985645,314.348721960061,555.625384348603,1556.89102142048,926.221746976633,2216.3038605897,1996.1244966275,1345.4490298178,2660.5871503849
2009,Cuyo,Varón,60 a 69,103057,18254,3590.24282345235,16428.6,3231.21854111029,0.201168172801411,0.0349194432921778,0.173583339779348,529,44.0833333333333,3.83333333333333,35.0931757395918,0.20417545409127,1546.84844573989,1289.20117906366,1813.91641087336,3370.87803750338,2049.92381310451,4686.69852732062,4913.3890117295,3583.38394730546,6259.83181549358,1500.96397696409,1250.95935168272,1760.10985267702,3270.88702126336,1989.11652105583,4547.67606986485,4767.64218998176,3477.08932659155,6074.14519682659
2009,Cuyo,Varón,70 a 79,57367,12599,2459.42395685799,11339.1,2213.48156117628,0.192615807980431,0.0359959367555111,0.186879452589728,576,48,4,37.5978720540069,0.2901401799049,1804.84751673782,1505.83314195888,2102.24383488614,3289.14174655523,2025.78378927103,4534.33333604002,5089.68228770887,3809.96783446916,6398.05634336027,3146.14241068528,2624.91178196329,3664.55250385437,5733.50836989075,3531.27022377155,7904.07958589437,8872.14302248482,6641.39284687915,11152.851540712
2009,Cuyo,Varón,80+,21673,3581,1811.8513061047,3222.9,1630.66617549204,0.152426220204313,0.0689053067692382,0.452056783123514,315,26.25,2.95803989154981,23.5385723736154,0.481838209781249,617.084298691971,481.033677756147,753.752771396233,1586.61882168511,271.180381320616,3093.72926907966,2204.53552853559,879.917678360309,3708.92346007442,2847.2491057628,2219.50665692866,3477.84234483566,7320.71619842712,1251.23601402951,14274.5779037496,10171.8060653144,4059.97175453472,17113.1059847479
2009,NEA,Mujer,30 a 39,241811,14838,2537.11727389819,13354.2,2283.40554650853,0.0701858947069675,0.0114983453729573,0.163827011409685,10,0.833333333333333,0.52704627669473,50.7150874845366,0.0643872796179425,43.4879294906528,4.57380627502106,94.9722669447067,858.999124413109,574.279389777565,1143.96828196765,905.470077409444,613.794347237826,1191.00405211786,17.984264359625,1.89147982309368,39.2754121792254,355.235752059711,237.491011483169,473.083640515793,374.453634205823,253.832268688284,492.535100602478
2009,NEA,Mujer,40 a 49,195668,17276,3989.1921594912,15548.4,3590.27294353796,0.0930507013932111,0.0198040728960691,0.21283098998235,50,4.16666666666667,1.17851130197758,46.1550939869203,0.0607444624951787,192.126022733905,85.0891700501403,299.32992682918,942.845722462561,514.015619908606,1364.06486642348,1135.50286242009,697.33604803339,1569.42518201975,98.1898024888611,43.4865026729666,152.978477231423,481.859947698428,262.697845283136,697.132319246623,580.321188145272,356.387374549436,802.085768761242
2009,NEA,Mujer,50 a 59,151167,23896,3664.52353374897,21506.4,3298.07118038012,0.166929793922459,0.0228368621101643,0.136805189616255,135,11.25,1.93649167310371,41.9936509794637,0.095738854348258,471.994027433683,311.242244546597,632.357746246884,2067.82633871994,1448.45174451625,2666.25821772388,2538.37616860912,1891.75769502399,3158.64338263039,312.233508261514,205.892982295473,418.317322065585,1367.90856385318,958.179857056266,1763.78324483775,1679.1867064962,1251.43562750071,2089.50589919122
2009,NEA,Mujer,60 a 69,101921,17870,2697.30100206635,16083,2427.57090185665,0.181917925979549,0.0247868486241926,0.136252920050216,270,22.5,2.73861278752583,38.7722836625193,0.141268066304241,874.530483332749,669.804528348493,1079.44331628509,2274.53252418153,1594.78439128408,2946.07364374034,3148.7687916679,2436.73833171552,3852.07359839587,858.047392914855,657.180098653362,1059.09804288134,2231.66229156065,1564.72600473315,2890.54625027261,3089.42101398917,2390.81085518737,3779.46998007856
2009,NEA,Mujer,70 a 79,62980,11450,2201.61977055808,10305,1981.45779350411,0.203563597574225,0.0341198215218002,0.167612588539359,415,34.5833333333333,3.39525813124389,37.9917924303777,0.184921326838426,1315.1413733866,1063.36486407194,1565.21701265297,1902.4426001933,1185.0471986932,2600.63760786448,3219.19564020793,2439.60251963666,3958.97479105032,2088.18890661576,1688.41674193703,2485.26042021748,3020.70911431138,1881.62464066879,4129.30709410047,5111.45703430919,3873.61467074732,6286.08255168359
2009,NEA,Mujer,80+,28991,3088,1172.50862920132,2779.2,1055.25776627901,0.117226252741691,0.0416964700691131,0.355692254029409,370,30.8333333333333,3.20589734361189,27.6229305313704,0.199850784311032,851.776087673375,677.111414519087,1022.17616524902,551.374665015996,159.460764105308,966.999621243669,1403.21476154676,979.593183786751,1855.75681523115,2938.07073806828,2335.59178544751,3525.83962350045,1901.88218763063,550.035404454168,3335.51661289252,4840.17371441744,3378.95617186972,6401.14799500242
2009,NEA,Varón,30 a 39,232085,5662,1439.4557086217,5095.8,1295.51013776095,0.029165521978022,0.00733532918913664,0.251506871526738,11,0.916666666666667,0.552770798392567,45.3386501397284,0.016576188398,43.4848340580677,5.4538171915396,90.7489409124906,84.3679875295062,42.0394378407079,127.320319219822,128.192775242008,70.756230352919,192.870214262797,18.7365982541171,2.3499223093003,39.1015967910423,36.3521931747016,18.1138108196169,54.8593486092691,55.2352695098811,30.4872052708788,83.1032657271247
2009,NEA,Varón,40 a 49,190649,9177,1915.77351307091,8259.3,1724.19616176111,0.0570740505279452,0.0115819903223777,0.20292918086665,45,3.75,1.11803398874989,41.0383393552881,0.0872595074687928,153.429749059712,63.5505385594461,243.810053892854,720.570362179915,424.729798450793,1014.34028064028,874.33271706488,565.089053371739,1179.24290961129,80.4776049492586,33.333790662131,127.884255303125,377.95653907438,222.781026100736,532.045948649235,458.608603803261,296.402841542174,618.541355900784
2009,NEA,Varón,50 a 59,152395,11683,2405.59511011584,10514.7,2165.03559909959,0.0888568700193522,0.0174412136254082,0.19628435732217,164,13.6666666666667,2.13437474581095,37.2275117125716,0.149790434322404,508.239004566875,357.119730910227,667.401078657751,1580.11836055271,937.616520259114,2212.44636960658,2087.26922051228,1421.69043086001,2743.64001121215,333.501102114161,234.338220355147,437.94158512927,1036.85708884984,615.254122680609,1451.78409370818,1369.64416189001,932.898343685824,1800.34778779628
2009,NEA,Varón,60 a 69,97034,12608,2787.28754103038,11347.2,2508.55878692724,0.160882448852278,0.0318408975036403,0.197914052967186,319,26.5833333333333,2.97676184991529,35.0931757395918,0.20417545409127,932.631844356207,728.204094654293,1136.52501685254,2319.57166576811,1304.06666041308,3300.21987360506,3250.97317744578,2211.06263544229,4265.70206132479,961.139234037767,750.462821953432,1171.26472870596,2390.47309785035,1343.92755159334,3401.09639260987,3350.34439211594,2278.64731479923,4396.09009349794
2009,NEA,Varón,70 a 79,51384,10471,2129.98797355758,9423.9,1916.9891762038,0.251558913031872,0.0431707689666499,0.171612957165148,367,30.5833333333333,3.19287401011134,37.5978720540069,0.2901401799049,1150.92093732674,912.399239037692,1385.88784913901,2732.68734707733,1618.09056590885,3804.42202008541,3885.68196942609,2747.47679487693,4976.69036943806,2239.84301986366,1775.64852685212,2697.11943238949,5318.16780919611,3149.01635900056,7403.90397805817,7562.04649195487,5346.9500133834,9685.29186018617
2009,NEA,Varón,80+,18465,553,408.87619436625,497.7,367.988574929552,0.0417008797653959,0.0304930826836461,0.73123355802555,181,15.0833333333333,2.24227067451229,23.5385723736154,0.481838209781249,354.035989048192,250.178145950776,458.826396010652,258.954149153024,24.0005601109919,595.261600502604,613.924128798956,349.656790973905,970.287469610443,1917.33544028266,1354.87758435297,2484.84373685704,1402.40535690779,129.978662935239,3223.72922016032,3324.79896452183,1893.61923083621,5254.73853024881
2009,NOA1,Mujer,30 a 39,129499,6265,1507.02837524243,5638.5,1356.32553771565,0.0490748154853085,0.0115626749619741,0.235613213165022,4,0.666666666666667,0.471404520791032,50.7150874845366,0.0643872796179425,35.9154866541757,3.32371362387264,81.397433877595,363.412989680687,191.881895133225,540.697420018127,399.573956482759,223.317258761575,580.65719430052,27.7341806918785,2.56659404618772,62.8556466672291,280.629958285923,148.17249178235,417.53018943631,308.553700401361,172.447091299219,448.387396273732
2009,NOA1,Mujer,40 a 49,98086,10298,2470.43830895718,9268.2,2223.3944780596,0.0945889124755062,0.0212569489087055,0.224729816131568,11,1.83333333333333,0.781735959970572,46.1550939869203,0.0607444624951787,85.5135381706102,19.1234875829985,154.447469402782,562.489944508592,299.468806967786,832.746864277387,649.796522890256,375.760734694804,926.899955975804,87.182205585517,19.4966535315932,157.461278268847,573.466085382819,305.312487987874,848.996660356613,662.476319648325,383.09313734356,944.987007295439
2009,NOA1,Mujer,50 a 59,77283,13772,2844.2122671365,12394.8,2559.79104042304,0.159988641204032,0.0295843452058074,0.184915285130016,60,10,1.82574185835055,41.9936509794637,0.095738854348258,421.594922503406,272.140771259534,572.637389494831,1187.61016227626,709.314508439868,1669.12844027429,1609.03189757592,1107.31676718266,2113.63305001369,545.520906930898,352.135361281956,740.961646797913,1536.70297772635,917.814407359792,2159.76144853886,2081.99978983207,1432.80769015522,2734.92624511689
2009,NOA1,Mujer,60 a 69,53312,5584,1391.85519868563,5025.6,1252.66967881548,0.0921773261678986,0.0222460577244783,0.241339802848671,107,17.8333333333333,2.4381231397213,38.7722836625193,0.141268066304241,691.522014377962,504.153977539948,879.12201620916,708.446189440618,359.269260808845,1060.53515607583,1400.45106005975,1014.75430941255,1797.64111158654,1297.12262600908,945.666974677273,1649.01338574647,1328.86815246214,673.8994237861,1989.29913729711,2626.89649621052,1903.42570042869,3371.92585456658
2009,NOA1,Mujer,70 a 79,31617,7439,1608.06103263813,6695.1,1447.25492937259,0.289017914957911,0.0511918368324479,0.177123403716697,148,24.6666666666667,2.86744175568088,37.9917924303777,0.184921326838426,936.473438307959,720.804631093591,1152.45390358947,1241.54358398413,711.261290067294,1757.91832106002,2176.56986731382,1603.6149579213,2737.14733584375,2961.93009554341,2279.8008384527,3645.04508204278,3926.82286106881,2249.61663050667,5560.04150001587,6884.17581463712,5072.00227068128,8657.20130260223
