anio_enfr,region_deis,sexo,grupo_edad_10,proy_pob,dm_total,dm_total_se,dm2_total,dm2_total_se,dm2_prev,dm2_prev_se,dm2_prev_cv,defun_n,defun_mean,defun_se,ex,fwd,AVP,AVP_inf,AVP_sup,AVD,AVD_inf,AVD_sup,AVAD,AVAD_inf,AVAD_sup,AVP_tasa,AVP_tasa_inf,AVP_tasa_sup,AVD_tasa,AVD_tasa_inf,AVD_tasa_sup,AVAD_tasa,AVAD_tasa_inf,AVAD_tasa_sup
2005,Centro,Varón,70 a 79,555673,103746,19601.5757007802,93371.4,17641.4181307264,0.15986063552938,0.0268685537415538,0.168074858782955,3056,203.733333333333,8.2408198081933,37.5978720540069,0.2901401799049,7662.86673221469,7062.32258633759,8278.54302980058,27153.709390154,17374.9854688386,37350.32886348,34817.6317592236,25005.7345191071,44965.1441696998,1379.0244860223,1270.94938684039,1489.82279682486,4886.63465566152,3126.83637118208,6721.63824110224,6265.84911615709,4500.08089633779,8092.01529851186
2005,Centro,Varón,80+,199563,47124,15401.8046247061,42411.6,13861.624162253,0.225223435948362,0.0635048505112442,0.281963776299925,1878,125.2,6.46013415753368,23.5385723736154,0.481838209781249,2945.82777276498,2649.57736705689,3243.15451115033,20470.398273298,7438.06065432852,33597.2322459079,23399.9091949411,10412.6559713804,36577.0444424086,1476.13925064515,1327.68968549124,1625.12816060609,10257.6120189103,3727.17420279737,16835.4014751772,11725.5749787992,5217.72872294984,18328.5701469754
2005,Cuyo,Mujer,30 a 39,200398,10132,1660.67769353213,9118.8,1494.6099241774,0.0488734055097009,0.00798090542766899,0.163297510055542,7,0.583333333333333,0.440958551844098,50.7150874845366,0.0643872796179425,32.1514134571393,2.73993840570897,74.1572386394726,585.71584172944,395.702672810832,773.630933310464,619.5699697816,425.887484677327,813.06044676528,16.0437796071514,1.36724837858111,37.004979410709,292.276291045539,197.458394200956,386.047232662234,309.169737113943,212.520825895132,405.722834941107
2005,Cuyo,Mujer,40 a 49,171397,12607,1913.69761824124,11346.3,1722.32785641818,0.08349252369459,0.01234586510245,0.147867911474449,34,2.83333333333333,0.97182531580755,46.1550939869203,0.0607444624951787,130.474268443061,43.9983369448117,217.574974994145,691.777611251722,482.7458867121,891.283037782929,823.063037137511,597.237827860308,1041.16209030823,76.124009430189,25.6704241875947,126.942113919231,403.611271639365,281.653638460475,520.010874042678,480.208543403625,348.452906328762,607.456425904906
2005,Cuyo,Mujer,50 a 59,149784,15629,2486.7379409752,14066.1,2238.06414687634,0.115061063894183,0.0171973620740718,0.149462915534029,153,12.75,2.06155281280883,41.9936509794637,0.095738854348258,536.461800745169,365.019191272319,704.231162140843,1346.57589745031,932.062124206459,1765.52494837051,1881.52667162748,1430.59949900486,2332.53882293338,358.156946499739,243.697051268706,470.164478275946,899.011842019381,622.270819450982,1178.71398037875,1256.15998479643,955.108355368304,1557.26834837725
2005,Cuyo,Mujer,60 a 69,106172,13647,2776.18260315004,12282.3,2498.56434283548,0.129531432910431,0.0240711733689793,0.185832680362798,367,30.5833333333333,3.19287401011134,38.7722836625193,0.141268066304241,1184.35465606969,938.867337249995,1428.68703616427,1733.63538386733,1036.81446021346,2432.28235700157,2919.31489722694,2194.08812205859,3654.06784218176,1115.50564750565,884.289018997471,1345.63447628779,1632.8555399421,976.542271232962,2290.88870606334,2749.60902801769,2066.54119924141,3441.64925044433
2005,Cuyo,Mujer,70 a 79,73930,9753,1744.73127892229,8777.7,1570.25815102988,0.129270124591323,0.0227019481061918,0.175616355116561,580,48.3333333333333,4.01386485959743,37.9917924303777,0.184921326838426,1831.85425416239,1544.33285769218,2129.78482743566,1620.51526267742,1047.51042853741,2197.3613235393,3457.668129676,2802.42207788207,4098.3290239813,2477.82260809197,2088.91229229296,2880.81269773524,2191.95896480105,1416.89493918222,2972.21875225118,4676.94864016773,3790.64260500754,5543.52634110821
2005,Cuyo,Mujer,80+,32433,4756,1474.59777086638,4280.4,1327.1379937812,0.166429487927213,0.0462691934446271,0.27801079016035,411,34.25,3.37885582211888,27.6229305313704,0.199850784311032,946.742776030297,765.537893204237,1131.90209436455,853.879714198598,330.125785239725,1377.76866118158,1803.94911914153,1247.20074285833,2360.48458568211,2919.07247565842,2360.36719762044,3489.97038314232,2632.74971232571,1017.87002509705,4248.04569784348,5562.07911430189,3845.46832811745,7278.03344026797
2005,Cuyo,Varón,30 a 39,198259,3245,915.744793462354,2920.5,824.170314115907,0.0190068660310436,0.00537265144453436,0.282668980554675,12,1,0.577350269189626,45.3386501397284,0.016576188398,46.9586906669823,5.62064107339786,97.0093039552478,48.660152750229,22.3122322364721,74.837429354399,95.6503163531407,45.2433770952615,151.75954577292,23.6855278534555,2.83499920477651,48.930592787842,24.5437295407669,11.2540829099673,37.7473049669367,48.2451320510749,22.8203396038825,76.5461067456811
2005,Cuyo,Varón,40 a 49,161751,6383,1496.2872740077,5744.7,1346.6585466071,0.0452595172066053,0.0104986462460188,0.231965493535725,42,3.5,1.08012344973464,41.0383393552881,0.0872595074687928,142.877284686529,57.3710350119735,228.528122028396,501.8425534412,271.598428580856,728.586040902288,644.341588969323,401.717321391022,889.090137936381,88.3316237219735,35.4687359039347,141.283900580766,310.256229291442,167.911437073561,450.436807749126,398.354006447764,248.355386607206,549.66592969217
2005,Cuyo,Varón,50 a 59,138956,14805,3300.57906301023,13324.5,2970.52115670616,0.10958278848289,0.0227001622939743,0.207150799940802,226,18.8333333333333,2.50554939639548,37.2275117125716,0.149790434322404,700.642967734813,515.401577699426,881.735728970277,1986.39831431677,1129.54951943544,2863.16038474408,2684.58011014744,1818.990653427,3587.11762234111,504.21929800427,370.909912273976,634.543113626095,1429.51604415554,812.882868991223,2060.47985315069,1931.96415422683,1309.04074198092,2581.47731824543
2005,Cuyo,Varón,60 a 69,93073,9072,1707.09753833277,8164.8,1536.3877844987,0.125887323075025,0.0229272187132424,0.182124920549613,508,42.3333333333333,3.75647588986155,35.0931757395918,0.20417545409127,1486.41001826387,1228.77049931072,1738.65944335844,1661.08462406727,1058.85208526191,2269.01840672375,3150.06346333432,2491.18350503189,3812.22630220593,1597.03675422934,1320.22229788523,1868.05995654856,1784.71159634617,1137.65762923931,2437.89112494897,3384.50835724036,2676.59096089294,4095.95296402386
2005,Cuyo,Varón,70 a 79,56249,9794,1961.13494003791,8814.6,1765.02144603517,0.224421417114342,0.0400355244904917,0.17839440194825,577,48.0833333333333,4.0034707164881,37.5978720540069,0.2901401799049,1809.0587209702,1504.73421251286,2108.35186416563,2552.31612885972,1514.99063823798,3572.05383210003,4362.1946593614,3294.61934117953,5427.22856234563,3216.16156904157,2675.13060234468,3748.24772736517,4537.5315629784,2693.36457223769,6350.4308202813,7755.15059709755,5857.2051790779,9648.57786333202
2005,Cuyo,Varón,80+,19252,4803,1519.46877787596,4322.7,1367.52190008731,0.242222346744369,0.0631473524685786,0.260699944977503,264,22,2.70801280154532,23.5385723736154,0.481838209781249,516.335583454268,389.317767121203,642.1937410589,2070.73148966615,780.623855850859,3351.60700548232,2588.08825649223,1293.05453479857,3879.38612320712,2681.98412348986,2022.21985830668,3335.72481331238,10755.9292004267,4054.76758700841,17409.1367415454,13443.2176215055,6716.46859961857,20150.5616206478
2005,NEA,Mujer,30 a 39,213078,12210,2009.66700881635,10989,1808.70030793299,0.0621679876444731,0.00989107012623698,0.159102304916191,9,0.75,0.5,50.7150874845366,0.0643872796179425,40.1089191998938,3.95490622553022,88.025253140234,708.915071258267,481.731427401414,938.000578290541,750.809441348843,517.579872730374,985.034380496702,18.8235853536704,1.85608379350764,41.3112818499488,332.702142529152,226.082198726013,440.214652986484,352.363660888897,242.90629381277,462.288167007716
2005,NEA,Mujer,40 a 49,189266,9945,1529.06298242004,8950.5,1376.156684179,0.0687183778762217,0.0102724134836566,0.149485680557822,42,3.5,1.08012344973464,46.1550939869203,0.0607444624951787,161.354414144888,64.8884584511404,261.170248838699,544.270626691074,382.851409136579,711.67423789073,707.040587878325,517.813058957213,900.321870648133,85.2527205863113,34.2842657694147,137.991107139528,287.569149604828,202.282189688892,376.018005289239,373.569784260419,273.590110721003,475.691286680193
2005,NEA,Mujer,50 a 59,135724,16206,2720.73300514404,14585.4,2448.65970462656,0.133661406499148,0.0204109136865217,0.152706111817339,132,11,1.91485421551268,41.9936509794637,0.095738854348258,462.638868680318,302.901258357396,620.136422495561,1398.38799802956,941.622033940764,1851.57586828947,1858.0837034777,1371.43073597026,2340.19411643455,340.867399045355,223.174426304409,456.909921970736,1030.31740740736,693.777102016419,1364.22141131227,1369.01631507891,1010.45558336791,1724.23014089958
2005,NEA,Mujer,60 a 69,92279,15442,2267.91608355422,13897.8,2041.12447519663,0.19883256792137,0.0255269597171283,0.128384197739794,271,22.5833333333333,2.74367960552572,38.7722836625193,0.141268066304241,874.975503771532,668.407748411612,1081.84967616449,1973.43498909391,1391.16711285162,2524.90098339542,2844.698861055,2235.88469076492,3437.88973204556,948.184856545402,724.333541121611,1172.36822696875,2138.5526382968,1507.56630744982,2736.15988837701,3082.71531015182,2422.96155221115,3725.53856461986
2005,NEA,Mujer,70 a 79,58784,9311,1868.4360197899,8379.9,1681.59241780862,0.174080767792596,0.0313007662891828,0.179805998595291,399,33.25,3.3291640592397,37.9917924303777,0.184921326838426,1263.29020760298,1016.63387913455,1511.45706216208,1552.97193979726,940.201985709976,2158.70879957337,2818.67480661795,2156.77315509588,3469.39110392161,2149.03750612918,1729.43977805959,2571.20485533832,2641.82760580644,1599.4181847271,3672.27272654697,4794.96939068106,3668.979918168,5901.93097428145
2005,NEA,Mujer,80+,22691,1498,493.873566662362,1348.2,444.486209996156,0.0746718360564941,0.0248880255264177,0.333298695208033,285,23.75,2.81365716935569,27.6229305313704,0.199850784311032,656.158248202993,505.753228323818,806.823237341473,269.649572215997,96.4927976453449,444.157655185118,925.436054592514,698.716903366503,1158.44279584094,2891.71146358906,2228.87148351249,3555.69713693303,1188.3547319025,425.247003857675,1957.41772149803,4078.42781099341,3079.26888795779,5105.2963546822
2005,NEA,Varón,30 a 39,209149,4037,996.520143712448,3633.3,896.868129341758,0.0238891445854428,0.00586422535275659,0.245476573335742,7,0.583333333333333,0.440958551844098,45.3386501397284,0.016576188398,28.4719884181988,2.27884131295431,66.391470231609,60.1938932503019,30.7289790700919,89.0524601286489,89.0168183682537,48.7061705690934,135.929343527222,13.6132558215429,1.08957791476617,31.7436230780969,28.7803877858856,14.6923863227134,42.5784776062276,42.5614362814327,23.2877855352373,64.9916296646039
2005,NEA,Varón,40 a 49,189232,8584,1596.6370109975,7725.6,1436.97330989554,0.0574517925798128,0.0104260521459685,0.181474792653066,32,2.66666666666667,0.942809041582063,41.0383393552881,0.0872595074687928,110.076667161908,33.5230057308444,185.187098484934,673.96282653493,429.347327891836,928.662574699569,784.347170017393,529.243876182122,1044.33775096612,58.1702181247927,17.7152943111336,97.8624643215387,356.156900806909,226.889388629744,490.75345327406,414.489711051721,279.679904129387,551.882213878265
2005,NEA,Varón,50 a 59,141055,14999,2592.43189353005,13499.1,2333.18870418026,0.116704562155807,0.0187115876819473,0.160332958166334,178,14.8333333333333,2.22361067735439,37.2275117125716,0.149790434322404,551.698214361463,388.864138825347,714.377632152157,2028.226611572,1330.61270594477,2703.3765482347,2580.29095320541,1876.99109631142,3282.02874772037,391.122763717318,275.682633600615,506.453250258521,1437.89770768282,943.328989362141,1916.54074526582,1829.28003488385,1330.68029939486,2326.77235668383
2005,NEA,Varón,60 a 69,85841,8596,1587.19881559001,7736.4,1428.47893403205,0.147186180130132,0.0252648673440713,0.171652442652794,291,24.25,2.84312035153866,35.0931757395918,0.20417545409127,851.447545325054,655.269202899755,1048.3028273815,1575.87619251806,998.43885289165,2140.67607381733,2430.56755814281,1815.13601539431,3030.84209057416,991.889126786797,763.352247643615,1221.21460302361,1835.80828801862,1163.12584067246,2493.76879791397,2831.47628539137,2114.53270045119,3530.76279467172
2005,NEA,Varón,70 a 79,47853,7306,1486.85160895263,6575.4,1338.16644805731,0.175376736990905,0.0336988200405647,0.192151026520195,347,28.9166666666667,3.10465600169953,37.5978720540069,0.2901401799049,1086.75301334016,858.736260272275,1313.45665884958,1900.95926124193,1128.34668119326,2659.0745980809,2988.55109452516,2193.66056023295,3777.583164953,2271.0237881432,1794.52962253626,2744.77390936739,3972.49756805619,2357.94345431479,5556.75631220801,6245.27426603381,4584.16517299428,7894.14073298016
2005,NEA,Varón,80+,14694,1519,514.276882095999,1367.1,462.849193885606,0.110223333064581,0.0366844388984654,0.332819176108307,156,13,2.08166599946613,23.5385723736154,0.481838209781249,305.597052699278,207.733167626168,402.260812889624,660.074976173007,223.14802189685,1099.10926800914,966.918905892432,519.821808402353,1413.15694722305,2079.74038858907,1413.72783194615,2737.5854967308,4492.13948668168,1518.6336048513,7479.98685183845,6580.36549538881,3537.64671568227,9617.23796939599
2005,NOA1,Mujer,30 a 39,115525,3217,1160.36928495762,2895.3,1044.33235646055,0.0255310706065977,0.00910011050397892,0.356432781225684,0,0,0,50.7150874845366,0.0643872796179425,3.39758523956804e-05,1.42374380607711e-06,0.00011131688255206,186.112597450611,56.0312221550619,317.488595743751,186.112615774782,56.0312527462073,317.488685908223,2.94099566290244e-05,1.23241186416543e-06,9.63573967124518e-05,161.101577537858,48.5013825189889,274.822415705476,161.101593399508,48.5014089990974,274.822493753061
2005,NOA1,Mujer,40 a 49,93168,3675,926.290776775878,3307.5,833.661699098417,0.0465425531914894,0.0116636439371366,0.25060172116362,4,0.666666666666667,0.471404520791032,46.1550939869203,0.0607444624951787,32.5527263067897,3.16752572697161,73.8299455136719,201.758759323352,103.172139193229,298.764417113907,235.029362423064,129.818136452235,341.472807581958,34.9398144285482,3.39980006758932,79.2438879375664,216.553708701864,110.737741706626,320.672781549359,252.264041755822,139.337687244799,366.512973963119
2005,NOA1,Mujer,50 a 59,72179,5028,1135.67756239165,4525.2,1022.10980615193,0.073050721596229,0.0171833100302972,0.235224370886766,32,5.33333333333333,1.33333333333333,41.9936509794637,0.095738854348258,222.821780364399,113.308357800328,333.86881570466,433.083732803261,240.710582051019,630.628321185842,656.02139506678,436.872028411576,882.44478441288,308.707214514469,156.98244337041,462.556721074911,600.013484258941,333.491156778313,873.700551664393,908.881246715499,605.261957649145,1222.5782906564
2005,NOA1,Mujer,60 a 69,47044,2805,657.307928882708,2524.5,591.577135995342,0.0792472375690608,0.0184915623676181,0.233340150834955,77,12.8333333333333,2.06827894099848,38.7722836625193,0.141268066304241,498.279753075136,340.457523968157,654.574077899016,356.626414447997,191.885782105753,518.386153093923,855.096114317077,630.395515211172,1078.01502670062,1059.17811639133,723.700203996592,1391.40820912128,758.069922727653,407.885770992587,1101.9176793936,1817.65180324181,1340.01257378448,2291.50375542177
2005,NOA1,Mujer,70 a 79,29339,2470,622.757271289052,2223,560.481544160721,0.0959264693190645,0.0241440761628223,0.251693576696916,94,15.6666666666667,2.28521820013368,37.9917924303777,0.184921326838426,595.585943807412,427.15327773067,768.015641976249,410.774544148377,211.301694450177,612.935256492117,1007.91977779633,740.323063839569,1274.19479315199,2030.01446473095,1455.9230980288,2617.72944536708,1400.09729080193,720.207554620733,2089.14842527734,3435.42648964288,2523.34116309203,4343.00689577692
2005,NOA1,Mujer,80+,11406,1383,486.74903579134,1244.7,438.074132212483,0.111153777460261,0.0422969617274787,0.380526534445494,78,13,2.08166599946613,27.6229305313704,0.199850784311032,359.72649520829,245.804937466072,468.644473475411,248.313591080174,83.8204894977148,418.51597047947,606.821068553591,407.14193108583,811.399332406885,3153.83565849807,2155.04942544338,4108.7539319254,2177.043583028,734.88067243306,3669.26153322348,5320.19172850772,3569.54174194134,7113.79390151573
2005,NOA1,Varón,30 a 39,113350,1523,558.700155082928,1370.7,502.830139574405,0.0153425117528543,0.0056611726763609,0.368986041370163,2,0.333333333333333,0.333333333333333,45.3386501397284,0.016576188398,17.8904886559675,1.23845190378024,45.6337542497886,22.7337292146348,6.81876638627721,38.734823749777,41.1814607039565,16.6881248235579,72.2046625409867,15.7834041958249,1.09259100465835,40.2591568149877,20.056223391826,6.01567391819781,34.172760255648,36.3312401446463,14.7226509250621,63.7006286201912
2005,NOA1,Varón,40 a 49,89069,2776,923.180155919627,2498.4,830.862140328288,0.0371062363547252,0.0122529960666376,0.330213928179144,21,3.5,1.08012344973464,41.0383393552881,0.0872595074687928,143.762020625201,58.1676591652584,228.140064772862,218.80738436427,75.1280769598954,361.641091360336,361.377667610695,192.708991109977,524.027503983788,161.405225864443,65.3062896914284,256.138572087777,245.660537745197,84.3481760880838,406.023522617674,405.72777016773,216.359217135004,588.338820446831
2005,NOA1,Varón,50 a 59,68618,3399,1095.73220900843,3059.1,986.158988106685,0.0508130824045313,0.0161672016899139,0.318170064181585,46,7.66666666666667,1.59861050777091,37.2275117125716,0.149790434322404,284.45591932865,169.009738838769,402.938441368753,457.822034853792,167.220775776698,740.872529112535,743.735300850185,430.234585842111,1049.78295858246,414.550000478956,246.305253488544,587.219740255841,667.20399145092,243.698119701388,1079.70580476338,1083.8778467023,626.999600457768,1529.89442796709
2005,NOA1,Varón,60 a 69,44063,4876,1213.85762527039,4388.4,1092.47186274368,0.13033948142208,0.0304751209992886,0.233813428339497,83,13.8333333333333,2.14734978778752,35.0931757395918,0.20417545409127,486.652968416385,336.241249546309,633.28279261837,900.382875653538,460.98112003804,1332.74145253616,1382.9639196151,923.972635285488,1841.85848649676,1104.44810479628,763.092048989649,1437.22123463761,2043.39894163706,1046.18641499226,3024.62713055433,3138.6059043077,2096.93537726775,4180.0569332473
2005,NOA1,Varón,70 a 79,24930,2460,994.076304675852,2214,894.668674207106,0.0926631230904449,0.03710389461615,0.400417052422616,78,13,2.08166599946613,37.5978720540069,0.2901401799049,486.886008247386,335.452963789503,641.821834064946,645.571044662407,168.917219987771,1158.46057798801,1132.4524165983,624.945797931189,1678.41605838335,1953.01246789966,1345.57947769556,2574.49592484936,2589.53487630328,677.566064932896,4646.85350175696,4542.52874688448,2506.80223799113,6732.51527630708
2005,NOA1,Varón,80+,7505,571,257.014715292767,513.9,231.313243763471,0.0855074875207987,0.0405940120282284,0.474742191651397,52,8.66666666666667,1.6996731711976,23.5385723736154,0.481838209781249,203.683913504313,126.685748588011,281.777861180881,250.40131395884,48.4783944045934,462.51801404711,454.84357893999,239.952353297567,681.405759106979,2713.97619592689,1688.01796919402,3754.5351256613,3336.45987953151,645.947960087853,6162.79832174696,6060.54069207182,3197.23322181968,9079.35721661531
2005,NOA2,Mujer,30 a 39,161002,11453,2285.09739785636,10307.7,2056.58765806869,0.0767255945513417,0.0144926451287699,0.188889316707374,7,0.777777777777778,0.509175077217316,50.7150874845366,0.0643872796179425,41.0937611364481,4.57846389775417,90.4664342986329,666.735336902753,400.628143710309,930.424382437038,708.644981335088,434.782306169329,976.36218452226,25.5237581747109,2.8437310702688,56.189633854631,414.116182968381,248.834265232922,577.896164294256,440.146694659127,270.047767213655,606.428606180209
2005,NOA2,Mujer,40 a 49,137783,6996,1351.85988079209,6296.4,1216.67389271229,0.0683536883243771,0.0128364461536314,0.187794491684415,30,3.33333333333333,1.05409255338946,46.1550939869203,0.0607444624951787,153.541685057176,59.5535395568925,249.333098915701,381.859391219964,240.978283624995,530.066524227229,535.83530271738,363.723391507146,711.609926128614,111.437321772044,43.2227049468312,180.960712798895,277.145505047766,174.896963794514,384.71112127565,388.897979226305,263.982778359556,516.471499480062
2005,NOA2,Mujer,50 a 59,112834,14177,2438.61768544401,12759.3,2194.75591690199,0.138605181684862,0.0217486161799128,0.156910556413116,105,11.6666666666667,1.97202659436654,41.9936509794637,0.095738854348258,489.428761599275,326.391956658231,652.754284513977,1221.76380309118,812.395560751656,1632.69813274533,1707.0884919572,1265.37624858709,2147.72520900322,433.760002835382,289.267380982887,578.508503211777,1082.79756375842,719.991811645121,1446.99127279484,1512.92030058068,1121.4494288841,1903.43797880357
2005,NOA2,Mujer,60 a 69,74842,12976,2431.3087490161,11678.4,2188.17787411592,0.236103754321412,0.0363502775000181,0.15395891354838,215,23.8888888888889,2.82187224426673,38.7722836625193,0.141268066304241,926.233404850896,707.218995570714,1137.60325438458,1646.80621968478,1037.58089018989,2265.09951043196,2574.07928304619,1933.65352151326,3226.97032160418,1237.5850523114,944.949354066853,1520.00648617699,2200.3770873103,1386.36178908887,3026.50852520238,3439.35127741935,2583.64757958534,4311.7104321159
2005,NOA2,Mujer,70 a 79,53042,4992,1469.25063424354,4492.8,1322.32557081973,0.114442916093535,0.031490728971181,0.275165384159238,299,33.2222222222222,3.32777314041599,37.9917924303777,0.184921326838426,1259.1631793101,1013.68719650045,1508.63667714943,828.625619721264,353.479538343001,1297.46389749696,2091.96530078911,1559.70319340396,2610.38732985281,2373.89838111326,1911.10289299131,2844.23037809553,1562.20659047785,666.414423179746,2446.10666546691,3943.97892385112,2940.50600166653,4921.35916792883
2005,NOA2,Mujer,80+,21430,1899,930.451544124276,1709.1,837.406389713302,0.0935314398292563,0.0430159852602638,0.459909366719794,249,27.6666666666667,3.0368111930481,27.6229305313704,0.199850784311032,765.489221661909,601.46044850966,928.009740035382,347.855728357412,61.3405697752232,673.265196915668,1112.95704864021,782.568426422918,1480.64143885378,3572.0448980957,2806.62831782389,4330.4234252701,1623.21851776674,286.23690982372,3141.69480595272,5193.45333009898,3651.74254047092,6909.19943468867
2005,NOA2,Varón,30 a 39,163547,3127,755.612493428474,2814.3,680.051244085285,0.0251562039097906,0.00612008127275872,0.243283179557025,9,1,0.577350269189626,45.3386501397284,0.016576188398,46.7984260712599,5.90282621555119,97.6549618284418,46.6464470572653,25.0597876478045,68.5198071046558,93.4109935867255,46.6000257084911,149.10287430355,28.6146649411239,3.60925374085198,59.7106408729245,28.5217381286513,15.3226825608568,41.8960953760423,57.1156875923897,28.4933540257486,91.1682111585963
2005,NOA2,Varón,40 a 49,135177,5088,1346.88338193642,4579.2,1212.19504374169,0.0498454304001393,0.0130045283870893,0.260897102957967,29,3.22222222222222,1.0363754503432,41.0383393552881,0.0872595074687928,132.147884060707,50.9885159050849,213.982657661235,397.335737450195,188.013891309423,603.169630294021,531.538682845474,304.58456692072,749.312259215126,97.7591484207424,37.7198161707132,158.298125909907,293.937383911608,139.0871903574,446.2072913987,393.216806738923,225.322774525784,554.319343686519
