anio,sexo,grupo_edad_10,comp_tipo,comp_qualidiab,comp_frec,dw
2018,Mujer,60 a 69,macrovascular,IAM,0.07,0.25318521505
2018,Mujer,60 a 69,macrovascular,IC,0.04,0.0852958594249999
2018,Mujer,60 a 69,microvascular,Nefropatía,0.0775,0.242893275079427
2018,Mujer,60 a 69,microvascular,Neuropatía periférica,0.2725,0.133189991499999
2018,Mujer,60 a 69,microvascular,Retinopatía no proliferativa,0.1575,0.1074453071
2018,Mujer,60 a 69,microvascular,Retinopatía proliferativa,0.0575,0.1840484878
2018,Mujer,70 a 79,macrovascular,ACV,0.0416666666666667,0.403952630975241
2018,Mujer,70 a 79,,Sin complicaciones,0.462962962962963,0.0490114147
2018,Mujer,70 a 79,microvascular,Amputación,0.00462962962962963,0.224603255005897
2018,Mujer,70 a 79,macrovascular,Claudicación miembros inferiores,0.101851851851852,0.0141852508
2018,Mujer,70 a 79,macrovascular,IAM,0.0787037037037037,0.25318521505
2018,Mujer,70 a 79,macrovascular,IC,0.0787037037037037,0.0852958594249999
2018,Mujer,70 a 79,microvascular,Nefropatía,0.148148148148148,0.242893275079427
2018,Mujer,70 a 79,microvascular,Neuropatía periférica,0.217592592592593,0.133189991499999
2018,Mujer,70 a 79,microvascular,Retinopatía no proliferativa,0.24537037037037,0.1074453071
2018,Mujer,70 a 79,microvascular,Retinopatía proliferativa,0.0648148148148148,0.1840484878
2018,Mujer,80+,macrovascular,ACV,0.0615384615384615,0.403952630975241
2018,Mujer,80+,,Sin complicaciones,0.384615384615385,0.0490114147
2018,Mujer,80+,microvascular,Amputación,0.0153846153846154,0.224603255005897
2018,Mujer,80+,macrovascular,Claudicación miembros inferiores,0.0769230769230769,0.0141852508
2018,Mujer,80+,macrovascular,IAM,0.0615384615384615,0.25318521505
2018,Mujer,80+,macrovascular,IC,0.107692307692308,0.0852958594249999
2018,Mujer,80+,microvascular,Nefropatía,0.138461538461538,0.242893275079427
2018,Mujer,80+,microvascular,Neuropatía periférica,0.307692307692308,0.133189991499999
2018,Mujer,80+,microvascular,Retinopatía no proliferativa,0.230769230769231,0.1074453071
2018,Mujer,80+,microvascular,Retinopatía proliferativa,0.0615384615384615,0.1840484878
2018,Varón,10 a 19,,Sin complicaciones,1,0.0490114147
2018,Varón,20 a 29,,Sin complicaciones,1,0.0490114147
2018,Varón,30 a 39,,Sin complicaciones,0.795454545454545,0.0490114147
2018,Varón,30 a 39,macrovascular,Claudicación miembros inferiores,0.0227272727272727,0.0141852508
2018,Varón,30 a 39,microvascular,Disfunción eréctil,0.0681818181818182,0.133189991499999
2018,Varón,30 a 39,microvascular,Nefropatía,0.0681818181818182,0.242893275079427
2018,Varón,30 a 39,microvascular,Neuropatía periférica,0.0681818181818182,0.133189991499999
2018,Varón,30 a 39,microvascular,Retinopatía no proliferativa,0.0909090909090909,0.1074453071
2018,Varón,40 a 49,,Sin complicaciones,0.673913043478261,0.0490114147
2018,Varón,40 a 49,microvascular,Amputación,0.0072463768115942,0.224603255005897
2018,Varón,40 a 49,microvascular,Ceguera,0.0144927536231884,0.1873645834
2018,Varón,40 a 49,macrovascular,Claudicación miembros inferiores,0.036231884057971,0.0141852508
2018,Varón,40 a 49,microvascular,Disfunción eréctil,0.144927536231884,0.133189991499999
2018,Varón,40 a 49,macrovascular,IAM,0.0507246376811594,0.25318521505
2018,Varón,40 a 49,macrovascular,IC,0.036231884057971,0.0852958594249999
2018,Varón,40 a 49,microvascular,Nefropatía,0.0942028985507246,0.242893275079427
2018,Varón,40 a 49,microvascular,Neuropatía periférica,0.173913043478261,0.133189991499999
2018,Varón,40 a 49,microvascular,Retinopatía no proliferativa,0.0942028985507246,0.1074453071
2018,Varón,40 a 49,microvascular,Retinopatía proliferativa,0.0217391304347826,0.1840484878
2018,Varón,50 a 59,macrovascular,ACV,0.0188087774294671,0.403952630975241
2018,Varón,50 a 59,,Sin complicaciones,0.526645768025078,0.0490114147
2018,Varón,50 a 59,microvascular,Amputación,0.0407523510971787,0.224603255005897
2018,Varón,50 a 59,microvascular,Ceguera,0.00940438871473354,0.1873645834
2018,Varón,50 a 59,macrovascular,Claudicación miembros inferiores,0.0721003134796238,0.0141852508
2018,Varón,50 a 59,microvascular,Disfunción eréctil,0.216300940438871,0.133189991499999
2018,Varón,50 a 59,macrovascular,IAM,0.0815047021943574,0.25318521505
2018,Varón,50 a 59,macrovascular,IC,0.0344827586206897,0.0852958594249999
2018,Varón,50 a 59,microvascular,Nefropatía,0.100313479623824,0.242893275079427
2018,Varón,50 a 59,microvascular,Neuropatía periférica,0.235109717868339,0.133189991499999
2018,Varón,50 a 59,microvascular,Retinopatía no proliferativa,0.109717868338558,0.1074453071
2018,Varón,50 a 59,microvascular,Retinopatía proliferativa,0.0470219435736677,0.1840484878
2018,Varón,60 a 69,macrovascular,ACV,0.0706806282722513,0.403952630975241
2018,Varón,60 a 69,,Sin complicaciones,0.382198952879581,0.0490114147
2018,Varón,60 a 69,microvascular,Amputación,0.0471204188481675,0.224603255005897
2018,Varón,60 a 69,microvascular,Ceguera,0.0340314136125654,0.1873645834
2018,Varón,60 a 69,macrovascular,Claudicación miembros inferiores,0.109947643979058,0.0141852508
2018,Varón,60 a 69,microvascular,Disfunción eréctil,0.321989528795812,0.133189991499999
2018,Varón,60 a 69,macrovascular,IAM,0.12303664921466,0.25318521505
2018,Varón,60 a 69,macrovascular,IC,0.0994764397905759,0.0852958594249999
2018,Varón,60 a 69,microvascular,Nefropatía,0.178010471204188,0.242893275079427
2018,Varón,60 a 69,microvascular,Neuropatía periférica,0.329842931937173,0.133189991499999
2018,Varón,60 a 69,microvascular,Retinopatía no proliferativa,0.162303664921466,0.1074453071
2018,Varón,60 a 69,microvascular,Retinopatía proliferativa,0.0732984293193717,0.1840484878
2018,Varón,70 a 79,macrovascular,ACV,0.0588235294117647,0.403952630975241
2018,Varón,70 a 79,,Sin complicaciones,0.28921568627451,0.0490114147
2018,Varón,70 a 79,microvascular,Amputación,0.0441176470588235,0.224603255005897
2018,Varón,70 a 79,microvascular,Ceguera,0.0245098039215686,0.1873645834
2018,Varón,70 a 79,macrovascular,Claudicación miembros inferiores,0.156862745098039,0.0141852508
2018,Varón,70 a 79,microvascular,Disfunción eréctil,0.450980392156863,0.133189991499999
2018,Varón,70 a 79,macrovascular,IAM,0.151960784313725,0.25318521505
2018,Varón,70 a 79,macrovascular,IC,0.112745098039216,0.0852958594249999
2018,Varón,70 a 79,microvascular,Nefropatía,0.230392156862745,0.242893275079427
2018,Varón,70 a 79,microvascular,Neuropatía periférica,0.357843137254902,0.133189991499999
2018,Varón,70 a 79,microvascular,Retinopatía no proliferativa,0.240196078431373,0.1074453071
2018,Varón,70 a 79,microvascular,Retinopatía proliferativa,0.0686274509803922,0.1840484878
2018,Varón,80+,macrovascular,ACV,0.0526315789473684,0.403952630975241
2018,Varón,80+,,Sin complicaciones,0.342105263157895,0.0490114147
2018,Varón,80+,microvascular,Amputación,0.0263157894736842,0.224603255005897
2018,Varón,80+,microvascular,Ceguera,0.0263157894736842,0.1873645834
2018,Varón,80+,macrovascular,Claudicación miembros inferiores,0.157894736842105,0.0141852508
2018,Varón,80+,microvascular,Disfunción eréctil,0.263157894736842,0.133189991499999
2018,Varón,80+,macrovascular,IAM,0.157894736842105,0.25318521505
2018,Varón,80+,macrovascular,IC,0.131578947368421,0.0852958594249999
2018,Varón,80+,microvascular,Nefropatía,0.131578947368421,0.242893275079427
2018,Varón,80+,microvascular,Neuropatía periférica,0.394736842105263,0.133189991499999
2018,Varón,80+,microvascular,Retinopatía no proliferativa,0.157894736842105,0.1074453071
2018,Varón,80+,microvascular,Retinopatía proliferativa,0.0263157894736842,0.1840484878
